iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
63617,Chondria flexicaulis,NA,2007,DD,NA,DD,NA,2017-3
63618,Laurencia congesta,NA,2007,DD,NA,DD,NA,2017-3
63619,Laurencia densissima,NA,2007,DD,NA,DD,NA,2017-3
63620,Laurencia ligulata,NA,2007,DD,NA,DD,NA,2017-3
63621,Laurencia mediocris,NA,2007,DD,NA,DD,NA,2017-3
63622,Laurencia oppositocladia,NA,2007,CR,A2c,CR,0.8,2017-3
63624,Amphiroa compressa,NA,2007,DD,NA,DD,NA,2017-3
63625,Amphiroa crustiformis,NA,2007,DD,NA,DD,NA,2017-3
63626,Amphiroa galapagensis,NA,2007,DD,NA,DD,NA,2017-3
63629,Lithophyllum amplostratum,NA,2007,DD,NA,DD,NA,2017-3
63638,Chondrus albemarlensis,NA,2007,DD,NA,DD,NA,2017-3
63639,Chondrus hancockii,NA,2007,DD,NA,DD,NA,2017-3
63640,Kallymenia multiloba,NA,2007,DD,NA,DD,NA,2017-3
63641,Kallymenia setchellii,NA,2007,DD,NA,DD,NA,2017-3
63643,Ahnfeltiopsis smithii,NA,2007,DD,NA,DD,NA,2017-3
63644,Ochtodes crokeri,NA,2007,LC,NA,LC,0,2017-3
63645,Gracilaria ecuadoreanus,NA,2007,DD,NA,DD,NA,2017-3
63647,Halymenia santamariae,NA,2007,DD,NA,DD,NA,2017-3
63648,Pachymenia saxicola,NA,2007,LC,NA,LC,0,2017-3
63649,Prionitis galapagensis,NA,2007,DD,NA,DD,NA,2017-3
63650,Prionitis hancockii,NA,2007,DD,NA,DD,NA,2017-3
63651,Galaxaura barbata,NA,2007,CR,A2ac,CR,0.8,2017-3
63652,Galaxaura intermedia,NA,2007,DD,NA,DD,NA,2017-3
63653,Schizymenia ecuadoreana,NA,2007,CR,A2ac,CR,0.8,2017-3
63654,Sebdenia rubra,NA,2007,DD,NA,DD,NA,2017-3
63655,Botryocladia darwinii,NA,2007,DD,NA,DD,NA,2017-3
63656,Rhodymenia decumbens,NA,2007,DD,NA,DD,NA,2017-3
63758,Conophis lineatus,NA,2013,LC,NA,LC,0,2017-3
63779,Farancia abacura,Red-bellied Mudsnake,2007,LC,NA,LC,0,2017-3
63780,Farancia erytrogramma,Rainbow Snake,2007,LC,NA,LC,0,2017-3
63852,Nerodia clarkii,Atlantic Saltmarsh Snake,2007,LC,NA,LC,0,2017-3
63853,Nerodia cyclopion,Mississippi Green Water Snake,2007,LC,NA,LC,0,2017-3
63855,Nerodia floridana,Florida Green Water Snake,2007,LC,NA,LC,0,2017-3
63857,Nerodia taxispilota,Brown Water Snake,2007,LC,NA,LC,0,2017-3
64097,Sceloporus cozumelae,NA,2007,LC,NA,LC,0,2017-3
64175,Uta encantadae,NA,2007,VU,D2,VU,0.4,2017-3
64176,Uta lowei,NA,2007,VU,D2,VU,0.4,2017-3
64178,Uta palmeri,NA,2007,VU,D2,VU,0.4,2017-3
64181,Uta tumidarostra,NA,2007,VU,D2,VU,0.4,2017-3
64253,Aspidoscelis canus,NA,2007,LC,NA,LC,0,2017-3
64255,Aspidoscelis catalinensis,NA,2007,VU,D2,VU,0.4,2017-3
64260,Aspidoscelis cozumela,NA,2007,LC,NA,LC,0,2017-3
64261,Aspidoscelis danheimae,NA,2007,LC,NA,LC,0,2017-3
64284,Aspidoscelis rodecki,NA,2007,NT,NA,NT,0.2,2017-3
64298,Agkistrodon piscivorus,Cottonmouth,2007,LC,NA,LC,0,2017-3
64309,Crotalus angelensis,NA,2007,LC,NA,LC,0,2017-3
64325,Crotalus muertensis,NA,2007,LC,NA,LC,0,2017-3
64396,Epinephelus bruneus,Longtooth Grouper,2008,VU,A4d,VU,0.4,2017-3
64398,Epinephelus clippertonensis,Clipperton Grouper,2008,LC,NA,LC,0,2017-3
64399,Hyporthodus darwinensis,Darwin Grouper,2008,DD,NA,DD,NA,2017-3
64400,Hyporthodus flavolimbatus,Yellowedge Grouper,2008,VU,A2d+3d,VU,0.4,2017-3
64401,Epinephelus gabriellae,Multispotted Grouper,2008,VU,B1ab(v),VU,0.4,2017-3
64402,Epinephelus indistinctus,Somali Grouper,2008,DD,NA,DD,NA,2017-3
64405,Epinephelus suborbitalis,Seamount Grouper,2008,DD,NA,DD,NA,2017-3
64406,Epinephelus timorensis,Yellowspotted Grouper,2008,DD,NA,DD,NA,2017-3
64408,Epinephelus undulatostriatus,Red-speckled Rock-cod,2008,DD,NA,DD,NA,2017-3
64409,Mycteroperca fusca,Island Grouper,2008,EN,B1ab(v),EN,0.6,2017-3
64410,Mycteroperca interstitialis,Yellowmouth Grouper,2008,VU,A2d+3d,VU,0.4,2017-3
64411,Plectropomus areolatus,Squaretail Coralgrouper,2008,VU,A4d,VU,0.4,2017-3
64412,Plectropomus laevis,Blacksaddled Coral Grouper,2008,VU,A2d+4d,VU,0.4,2017-3
64442,Zearaja maugeana,Maugean Skate,2016,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",EN,0.6,2017-3
132722,Epinephelus aeneus,White Grouper,2008,NT,NA,NT,0.2,2017-3
132723,Epinephelus maculatus,Highfin Grouper,2008,LC,NA,LC,0,2017-3
132724,Mycteroperca bonaci,Black Grouper,2008,NT,NA,NT,0.2,2017-3
132726,Epinephelus flavocaeruleus,Blue And Yellow Grouper,2008,LC,NA,LC,0,2017-3
132727,Paranthias furcifer,Creole-fish,2008,LC,NA,LC,0,2017-3
132728,Epinephelus summana,Summan Grouper,2008,DD,NA,DD,NA,2017-3
132729,Mycteroperca phenax,Scamp,2008,LC,NA,LC,0,2017-3
132730,Hyporthodus acanthistius,Rooster Hind,2017,LC,NA,LC,0,2017-3
132731,Epinephelus socialis,Surge Grouper,2008,NT,NA,NT,0.2,2017-3
132732,Cephalopholis miniata,Coral Hind,2008,LC,NA,LC,0,2017-3
132733,Cephalopholis panamensis,Pacific Graysby,2017,LC,NA,LC,0,2017-3
132734,Hyporthodus niphobles,Star-studded Grouper,2017,DD,NA,DD,NA,2017-3
132735,Epinephelus latifasciatus,Striped Grouper,2008,DD,NA,DD,NA,2017-3
132736,Epinephelus rivulatus,Halfmoon Grouper,2008,LC,NA,LC,0,2017-3
132737,Cephalopholis leopardus,Leopard Hind,2008,LC,NA,LC,0,2017-3
132738,Variola louti,Yellow-edged Lyretail,2008,LC,NA,LC,0,2017-3
132739,Epinephelus undulosus,Wavy-lined Grouper,2008,DD,NA,DD,NA,2017-3
132740,Epinephelus multinotatus,White-blotched Grouper,2008,LC,NA,LC,0,2017-3
132741,Cephalopholis sexmaculata,Six-blotch Hind,2008,LC,NA,LC,0,2017-3
132742,Cephalopholis nigri,Niger Hind,2008,LC,NA,LC,0,2017-3
132743,Cephalopholis formosa,Bluelined Hind,2008,LC,NA,LC,0,2017-3
132744,Epinephelus analogus,Spotted Grouper,2008,LC,NA,LC,0,2017-3
132745,Epinephelus morrhua,Comet Grouper,2008,LC,NA,LC,0,2017-3
132746,Epinephelus melanostigma,One-blotch Grouper,2008,DD,NA,DD,NA,2017-3
132747,Epinephelus spilotoceps,Foursaddle Grouper,2008,LC,NA,LC,0,2017-3
132748,Epinephelus longispinis,Longspine Grouper,2008,LC,NA,LC,0,2017-3
132749,Epinephelus stictus,Black-dotted Grouper,2008,LC,NA,LC,0,2017-3
132750,Epinephelus labriformis,Starry Grouper,2017,LC,NA,LC,0,2017-3
132751,Epinephelus coeruleopunctatus,Whitespotted Grouper,2008,LC,NA,LC,0,2017-3
132752,Epinephelus bilobatus,Twinspot Grouper,2008,DD,NA,DD,NA,2017-3
132753,Epinephelus polylepis,Smallscaled Grouper,2008,NT,NA,NT,0.2,2017-3
132754,Alphestes immaculatus,Pacific Mutton Hamlet,2017,LC,NA,LC,0,2017-3
132755,Epinephelus radiatus,Oblique-banded Grouper,2008,LC,NA,LC,0,2017-3
132756,Epinephelus miliaris,Netfin Grouper,2008,LC,NA,LC,0,2017-3
132757,Cephalopholis sonnerati,Tomato Hind,2008,LC,NA,LC,0,2017-3
132758,Epinephelus tauvina,Greasy Grouper,2008,DD,NA,DD,NA,2017-3
132759,Cephalopholis hemistiktos,Yellowfin Hind,2008,NT,NA,NT,0.2,2017-3
132760,Epinephelus faveatus,Barred-chest Grouper,2008,DD,NA,DD,NA,2017-3
132761,Cephalopholis cruentata,Graysby,2008,LC,NA,LC,0,2017-3
132762,Epinephelus costae,Goldblotch Grouper,2008,DD,NA,DD,NA,2017-3
132763,Epinephelus corallicola,Coral Grouper,2008,DD,NA,DD,NA,2017-3
132764,Alphestes afer,Mutton Hamlet,2008,LC,NA,LC,0,2017-3
132765,Epinephelus goreensis,Dungat Grouper,2008,DD,NA,DD,NA,2017-3
132766,Epinephelus macrospilos,Snubnose Grouper,2008,LC,NA,LC,0,2017-3
132767,Dermatolepis dermatolepis,Leather Bass,2017,LC,NA,LC,0,2017-3
132769,Epinephelus fasciatomaculosus,Rock Grouper,2008,DD,NA,DD,NA,2017-3
132770,Epinephelus guttatus,Red Hind,2008,LC,NA,LC,0,2017-3
132771,Gonioplectrus hispanus,Spanish Flag,2008,LC,NA,LC,0,2017-3
132772,Hyporthodus octofasciatus,Eightbar Grouper,2008,DD,NA,DD,NA,2017-3
132773,Epinephelus tukula,Potato Grouper,2008,LC,NA,LC,0,2017-3
132774,Epinephelus areolatus,Areolate Grouper,2008,LC,NA,LC,0,2017-3
132775,Plectropomus pessuliferus,Roving Coralgrouper,2008,NT,NA,NT,0.2,2017-3
132776,Plectropomus oligacanthus,Highfin Coral Grouper,2008,NT,NA,NT,0.2,2017-3
132777,Epinephelus diacanthus,Spinycheek Grouper,2008,NT,NA,NT,0.2,2017-3
132778,Epinephelus hexagonatus,White Speckled Rockcod,2008,LC,NA,LC,0,2017-3
132779,Cephalopholis oligosticta,Vermilion Hind,2008,LC,NA,LC,0,2017-3
132780,Epinephelus sexfasciatus,Sixbar Grouper,2008,DD,NA,DD,NA,2017-3
132781,Cephalopholis argus,Peacock Grouper,2008,LC,NA,LC,0,2017-3
132782,Cephalopholis aitha,Rusty Hind,2008,DD,NA,DD,NA,2017-3
132783,Cephalopholis urodeta,Darkfin Hind,2017,LC,NA,LC,0,2017-3
132784,Epinephelus magniscuttis,Speckled Grouper,2008,DD,NA,DD,NA,2017-3
132785,Epinephelus erythrurus,Cloudy Grouper,2008,DD,NA,DD,NA,2017-3
132786,Cephalopholis nigripinnis,Darkfin Hind,2008,DD,NA,DD,NA,2017-3
132787,Anyperodon leucogrammicus,Slender Grouper,2008,LC,NA,LC,0,2017-3
132788,Epinephelus merra,Honeycomb Grouper,2008,LC,NA,LC,0,2017-3
132789,Cephalopholis microprion,Freckled Hind,2008,LC,NA,LC,0,2017-3
132790,Triso dermopterus,Oval Grouper,2008,LC,NA,LC,0,2017-3
132791,Cephalopholis igarashiensis,Garish Hind,2008,DD,NA,DD,NA,2017-3
132792,Epinephelus polystigma,White-dotted Grouper,2008,DD,NA,DD,NA,2017-3
132793,Epinephelus stoliczkae,Epaulet Grouper,2008,DD,NA,DD,NA,2017-3
132794,Epinephelus retouti,Red-tipped Grouper,2008,DD,NA,DD,NA,2017-3
132795,Hyporthodus ergastularius,Sevenbar Grouper,2008,LC,NA,LC,0,2017-3
132796,Epinephelus caninus,Dogtooth Grouper,2008,DD,NA,DD,NA,2017-3
132797,Epinephelus posteli,Striped Fin Rockcod,2008,DD,NA,DD,NA,2017-3
132798,Epinephelus heniochus,Bridled Grouper,2008,DD,NA,DD,NA,2017-3
132800,Gracila albomarginata,Masked Grouper,2008,DD,NA,DD,NA,2017-3
132801,Plectropomus punctatus,Marbled Coralgrouper,2008,DD,NA,DD,NA,2017-3
132802,Epinephelus poecilonotus,Dot-dash Grouper,2008,LC,NA,LC,0,2017-3
132803,Cephalopholis polyspila,NA,2008,LC,NA,LC,0,2017-3
132804,Epinephelus ongus,White-streaked Grouper,2008,LC,NA,LC,0,2017-3
132805,Cephalopholis polleni,Harlequin Hind,2008,LC,NA,LC,0,2017-3
132806,Cephalopholis fulva,Coney,2008,LC,NA,LC,0,2017-3
132807,Hyporthodus septemfasciatus,Convict Grouper,2008,LC,NA,LC,0,2017-3
132808,Cephalopholis cyanostigma,Blue Spotted Hind,2008,LC,NA,LC,0,2017-3
132809,Alphestes multiguttatus,Rivulated Mutton Hamlet,2008,LC,NA,LC,0,2017-3
132810,Variola albimarginata,White-edged Lyre Tail,2008,LC,NA,LC,0,2017-3
132811,Mycteroperca xenarcha,Broomtail Grouper,2008,LC,NA,LC,0,2017-3
132812,Epinephelus amblycephalus,Banded Grouper,2008,DD,NA,DD,NA,2017-3
132813,Epinephelus bontoides,Palemargin Grouper,2008,DD,NA,DD,NA,2017-3
132814,Aethaloperca rogaa,Redmouth Grouper,2008,DD,NA,DD,NA,2017-3
132815,Epinephelus cyanopodus,Speckled Blue Grouper,2008,LC,NA,LC,0,2017-3
132816,Saloptia powelli,Golden Grouper,2008,DD,NA,DD,NA,2017-3
132817,Epinephelus fasciatus,Blacktip Grouper,2008,LC,NA,LC,0,2017-3
132818,Plectropomus maculatus,Bar-cheeked Trout,2008,LC,NA,LC,0,2017-3
132819,Epinephelus adscensionis,Rock Hind,2008,LC,NA,LC,0,2017-3
132820,Cephalopholis taeniops,African Hind,2008,DD,NA,DD,NA,2017-3
132821,Epinephelus trimaculatus,Threespot Grouper,2008,LC,NA,LC,0,2017-3
132822,Paranthias colonus,Pacific Creole-fish,2017,LC,NA,LC,0,2017-3
132823,Epinephelus chlorostigma,Brownspotted Grouper,2008,LC,NA,LC,0,2017-3
132824,Epinephelus epistictus,Dotted Grouper,2008,DD,NA,DD,NA,2017-3
132825,Cephalopholis spiloparaea,Strawberry Hind,2008,LC,NA,LC,0,2017-3
132826,Epinephelus bleekeri,Duskytail Grouper,2008,NT,NA,NT,0.2,2017-3
132827,Hyporthodus mystacinus,Misty Grouper,2008,LC,NA,LC,0,2017-3
132828,Hyporthodus haifensis,Haifa Grouper,2008,DD,NA,DD,NA,2017-3
132829,Epinephelus howlandi,Blacksaddle Grouper,2008,LC,NA,LC,0,2017-3
132830,Mycteroperca acutirostris,Comb Grouper,2008,LC,NA,LC,0,2017-3
132832,Megaptera novaeangliae Oceania subpopulation,Humpback Whale,2008,EN,A1ad,EN,0.6,2017-3
132835,Megaptera novaeangliae Arabian Sea subpopulation,Humpback Whale,2008,EN,D,EN,0.6,2017-3
132859,Oulastrea crispata,NA,2008,LC,NA,LC,0,2017-3
132860,Psammocora stellata,NA,2014,VU,A4ce,VU,0.4,2017-3
132861,Calathiscus tantillus,NA,2008,DD,NA,DD,NA,2017-3
132864,Fungia costulata,NA,2014,LC,NA,LC,0,2017-3
132865,Alveopora japonica,NA,2008,VU,A4cd,VU,0.4,2017-3
132866,Montipora angulata,NA,2008,VU,A4ce,VU,0.4,2017-3
132867,Acropora pectinatus,NA,2008,DD,NA,DD,NA,2017-3
132868,Goniastrea columella,NA,2008,NT,NA,NT,0.2,2017-3
132869,Acropora florida,Branch Coral,2014,NT,NA,NT,0.2,2017-3
132870,Moseleya latistellata,NA,2008,VU,A4c,VU,0.4,2017-3
132871,Pectinia elongata,NA,2008,NT,NA,NT,0.2,2017-3
132872,Favia vietnamensis,NA,2008,NT,NA,NT,0.2,2017-3
132873,Porites densa,NA,2014,NT,NA,NT,0.2,2017-3
132874,Scolymia lacera,NA,2008,LC,NA,LC,0,2017-3
132875,Pocillopora kelleheri,NA,2008,LC,NA,LC,0,2017-3
132876,Leptoseris tubulifera,NA,2008,LC,NA,LC,0,2017-3
132877,Fungia fralinae,NA,2008,LC,NA,LC,0,2017-3
132878,Favia maxima,NA,2014,NT,NA,NT,0.2,2017-3
132879,Goniopora tenella,NA,2008,NT,NA,NT,0.2,2017-3
132880,Pavona venosa,NA,2014,VU,A4c,VU,0.4,2017-3
132881,Hydnophora rigida,NA,2014,LC,NA,LC,0,2017-3
132882,Acropora japonica,NA,2008,DD,NA,DD,NA,2017-3
132883,Goniastrea australensis,NA,2014,LC,NA,LC,0,2017-3
132884,Colpophyllia natans,Boulder Brain Coral,2008,LC,NA,LC,0,2017-3
132885,Leptoseris hawaiiensis,NA,2014,LC,NA,LC,0,2017-3
132887,Leptoseris explanata,NA,2014,LC,NA,LC,0,2017-3
132888,Acropora secale,NA,2014,NT,NA,NT,0.2,2017-3
132889,Porites nodifera,NA,2008,LC,NA,LC,0,2017-3
132890,Catalaphyllia jardinei,NA,2008,VU,A4cd,VU,0.4,2017-3
132891,Porites duerdeni,NA,2008,LC,NA,LC,0,2017-3
132892,Montipora hodgsoni,NA,2008,VU,A4c,VU,0.4,2017-3
132893,Platygyra crosslandi,NA,2008,NT,NA,NT,0.2,2017-3
132894,Favia veroni,NA,2008,NT,NA,NT,0.2,2017-3
132895,Hydnophora pilosa,NA,2014,LC,NA,LC,0,2017-3
132896,Alveopora marionensis,NA,2008,VU,A4c,VU,0.4,2017-3
132897,Porites eridani,NA,2014,EN,A4cde,EN,0.6,2017-3
132898,Goniopora cellulosa,NA,2008,VU,A4c,VU,0.4,2017-3
132899,Favia rosaria,NA,2008,VU,A4c,VU,0.4,2017-3
132900,Symphyllia radians,NA,2008,LC,NA,LC,0,2017-3
132901,Leptoseris amitoriensis,NA,2008,NT,NA,NT,0.2,2017-3
132902,Fungia puishani,NA,2008,DD,NA,DD,NA,2017-3
132903,Leptoseris solida,NA,2014,LC,NA,LC,0,2017-3
132904,Pavona minuta,NA,2014,NT,NA,NT,0.2,2017-3
132905,Alveopora catalai,NA,2008,NT,NA,NT,0.2,2017-3
132907,Echinomorpha nishihirai,NA,2008,NT,NA,NT,0.2,2017-3
132909,Acropora turaki,NA,2008,VU,A4ce,VU,0.4,2017-3
132910,Acropora divaricata,NA,2008,NT,NA,NT,0.2,2017-3
132911,Pavona maldivensis,NA,2014,LC,NA,LC,0,2017-3
132913,Acropora rudis,NA,2008,EN,A4ce,EN,0.6,2017-3
132914,Acropora maryae,NA,2008,DD,NA,DD,NA,2017-3
132915,Siderastrea stellata,NA,2014,DD,NA,DD,NA,2017-3
132916,Turbinaria irregularis,NA,2014,LC,NA,LC,0,2017-3
132917,Gardineroseris planulata,NA,2014,LC,NA,LC,0,2017-3
132918,Pectinia pygmaeus,NA,2008,NT,NA,NT,0.2,2017-3
132920,Echinopora ashmorensis,NA,2008,VU,A4c,VU,0.4,2017-3
132921,Porites branneri,Blue Crust Coral,2008,NT,NA,NT,0.2,2017-3
132922,Montastrea curta,NA,2014,LC,NA,LC,0,2017-3
132923,Pocillopora woodjonesi,NA,2014,LC,NA,LC,0,2017-3
132924,Pachyseris gemmae,NA,2008,NT,NA,NT,0.2,2017-3
132925,Fungia hexagonalis,NA,2014,LC,NA,LC,0,2017-3
132927,Leptoseris striata,NA,2008,NT,NA,NT,0.2,2017-3
132928,Pectinia lactuca,Lettuce Coral,2008,VU,A4cd,VU,0.4,2017-3
132929,Acanthastrea subechinata,NA,2008,NT,NA,NT,0.2,2017-3
132930,Montipora gaimardi,NA,2008,VU,A4c,VU,0.4,2017-3
132931,Acropora willisae,NA,2008,VU,A4ce,VU,0.4,2017-3
132932,Montipora orientalis,NA,2008,VU,A4c,VU,0.4,2017-3
132933,Acropora carduus,NA,2008,NT,NA,NT,0.2,2017-3
132934,Acropora tanegashimensis,NA,2008,DD,NA,DD,NA,2017-3
132935,Acropora plumosa,NA,2008,VU,A4ce,VU,0.4,2017-3
132936,Favia pallida,NA,2014,LC,NA,LC,0,2017-3
132938,Porites evermanni,NA,2008,DD,NA,DD,NA,2017-3
132939,Heterocyathus sulcatus,NA,2008,LC,NA,LC,0,2017-3
132940,Acropora acuminata,NA,2014,VU,A4ce,VU,0.4,2017-3
132941,Indophyllia macassarensis,NA,2008,DD,NA,DD,NA,2017-3
132942,Montipora patula,NA,2008,VU,D2,VU,0.4,2017-3
132943,Stylophora madagascarensis,NA,2008,EN,A4c,EN,0.6,2017-3
132944,Montipora nodosa,NA,2008,NT,NA,NT,0.2,2017-3
132945,Porites colonensis,Honycomb Plate Coral,2008,DD,NA,DD,NA,2017-3
132947,Echinophyllia echinoporoides,NA,2008,LC,NA,LC,0,2017-3
132948,Acropora granulosa,NA,2014,NT,NA,NT,0.2,2017-3
132949,Goniopora pendulus,NA,2008,LC,NA,LC,0,2017-3
132951,Acropora rufus,NA,2008,DD,NA,DD,NA,2017-3
132953,Merulina scheeri,NA,2008,LC,NA,LC,0,2017-3
132954,Fungia cyclolites,NA,2014,LC,NA,LC,0,2017-3
132955,Goniopora pearsoni,NA,2008,LC,NA,LC,0,2017-3
132956,Pectinia alcicornis,NA,2014,VU,A4c,VU,0.4,2017-3
132957,Turbinaria bifrons,NA,2008,VU,A4c,VU,0.4,2017-3
132958,Pocillopora capitata,NA,2014,LC,NA,LC,0,2017-3
132959,Porites desilveri,NA,2008,EN,A4ce,EN,0.6,2017-3
132960,Hydnophora grandis,NA,2014,LC,NA,LC,0,2017-3
132961,Oculina tenella,Delicate Ivory Bush Coral,2008,DD,NA,DD,NA,2017-3
132962,Symphyllia erythraea,NA,2008,LC,NA,LC,0,2017-3
132963,Manicina areolata,Rose Coral,2008,LC,NA,LC,0,2017-3
132964,Fungia taiwanensis,NA,2008,VU,A4c,VU,0.4,2017-3
132965,Boninastrea boninensis,Merulina Coral,2014,DD,NA,DD,NA,2017-3
132967,Euphyllia yaeyamaensis,NA,2008,NT,NA,NT,0.2,2017-3
132968,Halomitra clavator,NA,2008,VU,A4c,VU,0.4,2017-3
132969,Acropora listeri,NA,2014,VU,A4ce,VU,0.4,2017-3
132970,Agaricia lamarcki,Lamarck's Sheet Coral,2008,VU,A4ce,VU,0.4,2017-3
132972,Acropora paniculata,NA,2008,VU,A4ce,VU,0.4,2017-3
132973,Anacropora matthai,NA,2008,VU,A4c,VU,0.4,2017-3
132974,Plerogyra discus,NA,2008,VU,A4c,VU,0.4,2017-3
132975,Millepora tenera,NA,2014,LC,NA,LC,0,2017-3
132976,Acropora loripes,NA,2014,NT,NA,NT,0.2,2017-3
132977,Montipora stilosa,NA,2008,VU,A4c,VU,0.4,2017-3
132978,Montastrea magnistellata,NA,2014,NT,NA,NT,0.2,2017-3
132979,Favites complanata,NA,2008,NT,NA,NT,0.2,2017-3
132980,Leptoria phrygia,NA,2014,NT,NA,NT,0.2,2017-3
132981,Acropora hemprichii,NA,2008,VU,A4ce,VU,0.4,2017-3
132983,Leptastrea bottae,NA,2014,NT,NA,NT,0.2,2017-3
132984,Acropora derawanensis,NA,2008,VU,A4ce,VU,0.4,2017-3
132985,Turbinaria radicalis,NA,2008,NT,NA,NT,0.2,2017-3
132986,Fungia repanda,NA,2014,LC,NA,LC,0,2017-3
132987,Echinopora gemmacea,NA,2008,LC,NA,LC,0,2017-3
132988,Acropora longicyathus,NA,2008,LC,NA,LC,0,2017-3
132990,Acropora multiacuta,NA,2008,VU,A4ce,VU,0.4,2017-3
132991,Coscinaraea crassa,NA,2008,NT,NA,NT,0.2,2017-3
132992,Acropora humilis,Finger Coral,2014,NT,NA,NT,0.2,2017-3
132993,Zoopilus echinatus,NA,2008,LC,NA,LC,0,2017-3
132994,Favites vasta,NA,2008,NT,NA,NT,0.2,2017-3
132995,Goniopora planulata,NA,2008,VU,A4c,VU,0.4,2017-3
132996,Fungia seychellensis,NA,2008,VU,A4c,VU,0.4,2017-3
132997,Montastrea valenciennesi,NA,2014,NT,NA,NT,0.2,2017-3
132998,Acropora samoensis,NA,2014,LC,NA,LC,0,2017-3
133001,Goniopora pandoraensis,NA,2014,LC,NA,LC,0,2017-3
133002,Seriatopora stellata,NA,2008,NT,NA,NT,0.2,2017-3
133003,Leptastrea bewickensis,NA,2008,NT,NA,NT,0.2,2017-3
133004,Simplastrea vesicularis,NA,2008,DD,NA,DD,NA,2017-3
133005,Anacropora spumosa,NA,2008,DD,NA,DD,NA,2017-3
133006,Acropora palmata,Elkhorn Coral,2008,CR,A2ace,CR,0.8,2017-3
133007,Montipora malampaya,NA,2008,VU,A4c,VU,0.4,2017-3
133008,Fungia spinifer,NA,2014,LC,NA,LC,0,2017-3
133009,Favia albidus,NA,2008,NT,NA,NT,0.2,2017-3
133010,Acropora elseyi,NA,2008,LC,NA,LC,0,2017-3
133011,Pocillopora ankeli,NA,2008,VU,A4c,VU,0.4,2017-3
133012,Montastraea franksi,NA,2008,VU,A4ce,VU,0.4,2017-3
133013,Acropora grandis,NA,2014,LC,NA,LC,0,2017-3
133014,Goniopora polyformis,NA,2008,VU,A4c,VU,0.4,2017-3
133015,Montipora millepora,NA,2008,LC,NA,LC,0,2017-3
133016,Porites vaughani,NA,2014,LC,NA,LC,0,2017-3
133018,Acropora minuta,NA,2008,DD,NA,DD,NA,2017-3
133019,Galaxea cryptoramosa,NA,2008,VU,A4c,VU,0.4,2017-3
133020,Acropora tenuis,NA,2014,NT,NA,NT,0.2,2017-3
133021,Acropora microphthalma,NA,2014,LC,NA,LC,0,2017-3
133022,Montipora niugini,NA,2008,NT,NA,NT,0.2,2017-3
133023,Porites lichen,NA,2014,LC,NA,LC,0,2017-3
133024,Merulina scabricula,NA,2014,LC,NA,LC,0,2017-3
133025,Acropora vaughani,NA,2014,VU,A4ce,VU,0.4,2017-3
133026,Mycedium mancaoi,NA,2008,LC,NA,LC,0,2017-3
133027,Siderastrea radians,Lesser Starlet Coral,2008,LC,NA,LC,0,2017-3
133028,Seriatopora caliendrum,Birdsnest Coral,2014,NT,NA,NT,0.2,2017-3
133029,Favia rotumana,NA,2014,LC,NA,LC,0,2017-3
133031,Montipora effusa,NA,2008,NT,NA,NT,0.2,2017-3
133032,Lobophyllia flabelliformis,NA,2008,VU,A4ce,VU,0.4,2017-3
133033,Acropora pulchra,NA,2008,LC,NA,LC,0,2017-3
133036,Fungia curvata,NA,2008,VU,A4c,VU,0.4,2017-3
133037,Mycetophyllia reesi,Ridgeless Cactus Coral,2008,DD,NA,DD,NA,2017-3
133038,Porites nigrescens,NA,2014,VU,A4cde,VU,0.4,2017-3
133039,Turbinaria conspicua,NA,2008,LC,NA,LC,0,2017-3
133040,Echinopora mammiformis,NA,2008,NT,NA,NT,0.2,2017-3
133041,Pavona decussata,Cactus Coral,2014,VU,A4c,VU,0.4,2017-3
133042,Millepora complanata,NA,2008,LC,NA,LC,0,2017-3
133043,Psammocora digitata,NA,2014,NT,NA,NT,0.2,2017-3
133044,Cantharellus jebbi,NA,2014,LC,NA,LC,0,2017-3
133045,Pocillopora ligulata,NA,2014,LC,NA,LC,0,2017-3
133046,Anacropora spinosa,NA,2014,EN,A4ce,EN,0.6,2017-3
133047,Mycetophyllia aliciae,Knobby Cactus Coral,2008,LC,NA,LC,0,2017-3
133048,Astreopora suggesta,NA,2008,LC,NA,LC,0,2017-3
133049,Stylocoeniella guentheri,NA,2014,LC,NA,LC,0,2017-3
133051,Goniopora norfolkensis,NA,2008,LC,NA,LC,0,2017-3
133052,Echinopora irregularis,NA,2008,DD,NA,DD,NA,2017-3
133053,Scolymia cubensis,Artichoke Coral,2008,LC,NA,LC,0,2017-3
133054,Goniopora tenuidens,NA,2014,LC,NA,LC,0,2017-3
133055,Favites halicora,NA,2014,NT,NA,NT,0.2,2017-3
133056,Montipora spongiosa,NA,2008,LC,NA,LC,0,2017-3
133057,Euphyllia paradivisa,NA,2008,VU,A4cd,VU,0.4,2017-3
133058,Echinophyllia echinata,NA,2014,LC,NA,LC,0,2017-3
133059,Platygyra verweyi,NA,2008,NT,NA,NT,0.2,2017-3
133060,Goniastrea favulus,NA,2008,NT,NA,NT,0.2,2017-3
133062,Mycetophyllia lamarckiana,Ridged Cactus Coarl,2008,LC,NA,LC,0,2017-3
133063,Polyphyllia talpina,Feather Coral,2014,LC,NA,LC,0,2017-3
