iucn_sid,year,cat_ts,cat_ts_score,iucn_version
132956,2014,VU,0.4,2017-3
132957,2008,VU,0.4,2017-3
132958,2008,LC,0,2017-3
132958,2014,LC,0,2017-3
132960,2008,LC,0,2017-3
132960,2014,LC,0,2017-3
132962,2008,LC,0,2017-3
132963,2008,LC,0,2017-3
132967,2008,NT,0.2,2017-3
132968,2008,VU,0.4,2017-3
132969,2008,VU,0.4,2017-3
132969,2014,VU,0.4,2017-3
132970,2008,VU,0.4,2017-3
132972,2008,VU,0.4,2017-3
132974,2008,VU,0.4,2017-3
132975,2008,LC,0,2017-3
132975,2014,LC,0,2017-3
132976,2008,NT,0.2,2017-3
132976,2014,NT,0.2,2017-3
132978,2008,NT,0.2,2017-3
132978,2014,NT,0.2,2017-3
132979,2008,NT,0.2,2017-3
132980,2008,NT,0.2,2017-3
132980,2014,NT,0.2,2017-3
132981,2008,VU,0.4,2017-3
132983,2008,NT,0.2,2017-3
132983,2014,NT,0.2,2017-3
132984,2008,VU,0.4,2017-3
132985,2008,NT,0.2,2017-3
132986,2008,LC,0,2017-3
132986,2014,LC,0,2017-3
132987,2008,LC,0,2017-3
132988,2008,LC,0,2017-3
132990,2008,VU,0.4,2017-3
132991,2008,NT,0.2,2017-3
132992,2008,NT,0.2,2017-3
132992,2014,NT,0.2,2017-3
132993,2008,LC,0,2017-3
132995,2008,VU,0.4,2017-3
132996,2008,VU,0.4,2017-3
132997,2008,NT,0.2,2017-3
132997,2014,NT,0.2,2017-3
132998,2008,LC,0,2017-3
132998,2014,LC,0,2017-3
133001,2008,LC,0,2017-3
133001,2014,LC,0,2017-3
133002,2008,NT,0.2,2017-3
133003,2008,NT,0.2,2017-3
133006,2008,CR,0.8,2017-3
133008,2008,LC,0,2017-3
133008,2014,LC,0,2017-3
133009,2008,NT,0.2,2017-3
133010,2008,LC,0,2017-3
133011,2008,VU,0.4,2017-3
133012,2008,VU,0.4,2017-3
133013,2008,LC,0,2017-3
133013,2014,LC,0,2017-3
133015,2008,LC,0,2017-3
133016,2008,LC,0,2017-3
133016,2014,LC,0,2017-3
133019,2008,VU,0.4,2017-3
133020,2008,NT,0.2,2017-3
133020,2014,NT,0.2,2017-3
133021,2008,LC,0,2017-3
133021,2014,LC,0,2017-3
133023,2008,LC,0,2017-3
133023,2014,LC,0,2017-3
133024,2008,LC,0,2017-3
133024,2014,LC,0,2017-3
133025,2008,VU,0.4,2017-3
133025,2014,VU,0.4,2017-3
133026,2008,LC,0,2017-3
133027,2008,LC,0,2017-3
133028,2008,NT,0.2,2017-3
133028,2014,NT,0.2,2017-3
133029,2008,LC,0,2017-3
133029,2014,LC,0,2017-3
133031,2008,NT,0.2,2017-3
