iucn_sid,habs,deep_ok
154804,"9.10, 9.5, 9.6",FALSE
154805,"12.1, 12.6",FALSE
154806,"9.4, 9.6",FALSE
154807,"10.1, 9.1",TRUE
154809,"9.2, 9.8.3",FALSE
154811,"9.2, 9.3",FALSE
154812,"9.8.3, 9.8.4",FALSE
154813,"10.3, 11.5",TRUE
154814,9.1,FALSE
154815,10.2,TRUE
154816,10.2,TRUE
154817,"12.1, 12.6, 9.2",FALSE
154818,"9.8.3, 9.8.4, 9.8.5, 9.8.6",FALSE
154819,"9.4, 9.8.5",FALSE
154820,"10.1, 10.2, 10.3",TRUE
154821,10.2,TRUE
154822,9.10,FALSE
154823,"9.4, 9.8.6",FALSE
154825,"11.1.1, 11.1.2, 9.5",TRUE
154827,"9.4, 9.5, 9.6, 9.8.5, 9.8.6",FALSE
154828,"9.1, 9.4",FALSE
154829,"12.1, 12.6",FALSE
154830,10.2,TRUE
154831,"15.11, 9.2, 9.7",FALSE
154832,"9.2, 9.8.5",FALSE
154833,"9.3, 9.4, 9.8.1, 9.8.5, 9.8.6",FALSE
154834,"12.1, 12.6, 9.2, 9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.6",FALSE
154836,"9.8.3, 9.8.4, 9.8.5",FALSE
154837,9.2,FALSE
154840,"9.4, 9.5, 9.6",FALSE
154841,"9.2, 9.7",FALSE
154842,"12.1, 9.2",FALSE
154843,"12.1, 9.3, 9.4",FALSE
154844,"10.1, 9.1",TRUE
154845,9.1,FALSE
154846,"12.1, 9.2, 9.4, 9.8.5, 9.8.6",FALSE
154847,"9.4, 9.5",FALSE
154848,9.4,FALSE
154849,"12.6, 9.2, 9.8.1, 9.8.2, 9.8.3",FALSE
154850,"9.8.3, 9.8.4",FALSE
154851,"11.5, 9.1, 9.7",TRUE
154852,11.1.2,TRUE
154853,9.9,FALSE
154855,"12.7, 9.10",FALSE
154857,12.6,FALSE
154859,"10.1, 10.2, 9.1",TRUE
154860,11.1.2,TRUE
154861,"9.8.5, 9.8.6",FALSE
154862,12.4,FALSE
154863,"12.7, 9.10, 9.4, 9.5, 9.6",FALSE
154866,"12.3, 12.4, 9.10",FALSE
154868,"9.8.1, 9.8.3, 9.8.5, 9.8.6",FALSE
154869,10.3,TRUE
154870,"12.1, 9.2, 9.4, 9.7",FALSE
154871,"12.7, 9.10, 9.6",FALSE
154873,"9.10, 9.3, 9.4, 9.5, 9.6",FALSE
154874,"12.1, 12.3, 9.2, 9.3, 9.4, 9.5, 9.8.6",FALSE
154875,"12.7, 9.10, 9.4, 9.5, 9.6",FALSE
154876,9.8.3,FALSE
154877,"12.2, 9.4",FALSE
154878,9.8.4,FALSE
154881,9.1,FALSE
154883,"9.4, 9.5",FALSE
154884,"12.1, 9.2",FALSE
154885,11.5,TRUE
154886,"9.10, 9.5, 9.6",FALSE
154887,"10.1, 10.2",TRUE
154888,"9.8.3, 9.8.4",FALSE
154890,"10.2, 10.3",TRUE
154891,"9.8.3, 9.8.6",FALSE
154892,"9.10, 9.4, 9.5, 9.6",FALSE
154893,9.4,FALSE
154895,"9.10, 9.3, 9.4, 9.5, 9.6",FALSE
154896,"9.4, 9.5, 9.6",FALSE
154898,"12.7, 9.2, 9.7, 9.9",FALSE
154899,"9.2, 9.3, 9.4",FALSE
154900,"11.1.2, 9.4, 9.5, 9.6",TRUE
154901,"9.4, 9.5, 9.6",FALSE
154904,"9.8.3, 9.8.4",FALSE
154905,"9.1, 9.10, 9.6",FALSE
154906,9.1,FALSE
154907,"10.2, 10.3",TRUE
154908,10.3,TRUE
154909,"10.1, 10.2",TRUE
154910,"9.8.3, 9.8.4",FALSE
154911,10.2,TRUE
154913,9.9,FALSE
154914,"12.4, 9.4, 9.5",FALSE
154915,9.4,FALSE
154916,10.3,TRUE
154917,"12.2, 12.6, 9.10, 9.4, 9.5, 9.9",FALSE
154920,9.8.6,FALSE
154924,11.1.2,TRUE
154926,"12.2, 12.3",FALSE
154927,12.1,FALSE
154928,9.1,FALSE
154929,"10.2, 10.3",TRUE
154930,9.6,FALSE
154931,"9.3, 9.8.3",FALSE
154932,"9.1, 9.4",FALSE
154933,"9.2, 9.4, 9.6, 9.7, 9.8.6, 9.9",FALSE
154934,"12.4, 12.6, 9.6",FALSE
154935,"12.7, 9.10, 9.4, 9.5, 9.6",FALSE
154936,11.1.2,TRUE
154937,"9.4, 9.6",FALSE
154938,"12.6, 12.7, 9.4",FALSE
154939,"9.1, 9.4",FALSE
154940,9.8.3,FALSE
154942,"9.10, 9.5, 9.6",FALSE
154943,"12.1, 12.6, 9.2",FALSE
154945,"9.8.5, 9.8.6",FALSE
154946,"10.1, 9.1, 9.10",TRUE
154947,"9.2, 9.8.4",FALSE
154948,"10.2, 10.3, 9.1",TRUE
154950,"9.2, 9.9",FALSE
154951,"12.7, 9.4, 9.8.3, 9.9",FALSE
154952,"9.2, 9.3, 9.7, 9.8.4, 9.8.6",FALSE
154953,"9.4, 9.5, 9.6",FALSE
154954,9.2,FALSE
154955,9.1,FALSE
154956,"10.1, 10.2, 9.1",TRUE
154957,"12.6, 9.2",FALSE
154958,"12.1, 9.2, 9.7, 9.8.1",FALSE
154960,"9.8.1, 9.8.3, 9.8.4",FALSE
154961,"9.8.5, 9.8.6",FALSE
154962,11.5,TRUE
154963,9.6,FALSE
154964,9.1,FALSE
154965,9.9,FALSE
154967,"12.4, 12.7, 9.8.5, 9.9",FALSE
154968,9.1,FALSE
154970,"9.2, 9.4",FALSE
154971,"9.2, 9.8.1, 9.8.3",FALSE
154972,"12.1, 9.2",FALSE
154974,"9.8.2, 9.8.3",FALSE
154975,"9.1, 9.10",FALSE
154976,"12.1, 12.4, 12.6, 12.7, 9.2",FALSE
154977,"11.1.2, 9.4",TRUE
154978,"9.8.3, 9.8.4",FALSE
154979,"9.1, 9.10",FALSE
154980,9.2,FALSE
154982,"12.4, 12.7, 9.5, 9.6",FALSE
154983,"10.1, 12.5, 9.10, 9.9",TRUE
154986,"12.1, 9.2, 9.3",FALSE
154987,9.2,FALSE
154988,10.2,TRUE
154989,9.1,FALSE
154990,9.2,FALSE
154991,"12.1, 12.6, 9.2, 9.5, 9.9",FALSE
154992,"11.1.2, 9.4, 9.5, 9.6",TRUE
154993,10.1,TRUE
154994,"10.1, 9.1",TRUE
154995,"10.1, 10.2, 9.1",TRUE
154996,9.8.6,FALSE
154997,"10.1, 10.2",TRUE
154998,"10.2, 10.3",TRUE
154999,"11.1.1, 9.2",TRUE
155000,"9.4, 9.5, 9.6",FALSE
155001,"12.2, 9.4, 9.8.3, 9.8.5",FALSE
155002,"12.1, 9.1",FALSE
155003,9.1,FALSE
155004,9.8.5,FALSE
155005,11.1.2,TRUE
155006,"9.4, 9.8.4, 9.8.5, 9.8.6",FALSE
155007,9.2,FALSE
155008,9.2,FALSE
155009,"10.3, 10.4",TRUE
155010,"9.2, 9.4, 9.5, 9.8.5, 9.8.6",FALSE
155011,9.1,FALSE
155012,10.2,TRUE
155013,"12.3, 12.6, 9.2",FALSE
155014,"10.1, 9.1",TRUE
155015,10.2,TRUE
155016,"9.3, 9.4",FALSE
155017,9.2,FALSE
155018,"9.10, 9.5, 9.6",FALSE
155019,"12.1, 9.2",FALSE
155020,"9.1, 9.10",FALSE
155021,"9.8.3, 9.8.5",FALSE
155022,"9.4, 9.5, 9.6",FALSE
155023,"12.2, 9.10, 9.4, 9.5",FALSE
155024,"9.2, 9.3, 9.4, 9.8.5",FALSE
155025,"9.2, 9.7",FALSE
155026,"9.10, 9.2, 9.4, 9.9",FALSE
155028,9.1,FALSE
155029,"9.7, 9.8.4, 9.8.6",FALSE
155030,"11.1.2, 11.5, 9.4",TRUE
155031,9.5,FALSE
155032,9.8.6,FALSE
155034,9.2,FALSE
155035,"9.8.3, 9.8.5, 9.8.6",FALSE
155036,"9.3, 9.4",FALSE
155037,11.5,TRUE
155038,"10.2, 11.1.2",TRUE
155040,"9.4, 9.5, 9.6",FALSE
155041,"9.1, 9.3, 9.8.3",FALSE
155042,"9.2, 9.8.6",FALSE
155043,"10.1, 9.1",TRUE
155044,"9.10, 9.4, 9.5",FALSE
155045,"10.1, 10.2, 11.5",TRUE
155046,"9.8.4, 9.9",FALSE
155047,9.3,FALSE
155048,12.6,FALSE
155049,"9.3, 9.4, 9.5, 9.6",FALSE
155050,"9.4, 9.8.3, 9.8.5, 9.8.6",FALSE
155051,"12.7, 9.10, 9.5, 9.6",FALSE
155052,"9.4, 9.5",FALSE
155053,"12.1, 9.2, 9.7",FALSE
155054,"10.1, 10.2, 9.1",TRUE
155055,"10.1, 10.2, 10.3",TRUE
155056,9.1,FALSE
155057,"11.1.2, 9.4, 9.5, 9.6",TRUE
155058,"9.4, 9.5, 9.6",FALSE
155059,9.4,FALSE
155061,"9.8.2, 9.8.3, 9.8.4",FALSE
155064,9.2,FALSE
155065,"9.2, 9.7",FALSE
155066,"10.1, 9.4, 9.5",TRUE
155067,9.2,FALSE
155068,"10.1, 9.1",TRUE
155070,10.1,TRUE
155071,9.8.5,FALSE
155072,9.2,FALSE
155073,"9.2, 9.8.2",FALSE
155074,"12.1, 9.2, 9.7",FALSE
155075,"10.1, 9.1",TRUE
155076,9.2,FALSE
155077,10.3,TRUE
155078,9.1,FALSE
155079,9.5,FALSE
155080,"10.1, 12.7, 9.10, 9.8.4",TRUE
155081,9.1,FALSE
155082,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
155083,"9.3, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.6",FALSE
155084,"10.1, 10.2, 9.1",TRUE
155085,"10.2, 10.3",TRUE
155086,"12.1, 9.2, 9.3",FALSE
155087,"9.2, 9.3, 9.4",FALSE
155088,"9.2, 9.4",FALSE
155089,"9.1, 9.4",FALSE
155090,"12.7, 9.1, 9.4, 9.5",FALSE
155091,"9.2, 9.8.3, 9.8.4",FALSE
155092,"9.4, 9.5, 9.6",FALSE
155093,"10.2, 10.3",TRUE
155094,"12.1, 12.6",FALSE
155095,9.2,FALSE
155096,"10.1, 9.1",TRUE
155097,"9.8.1, 9.8.3, 9.8.4, 9.8.5",FALSE
155098,9.8.3,FALSE
155099,"12.4, 9.10",FALSE
155102,"9.8.3, 9.8.4, 9.9",FALSE
155103,"12.7, 9.10, 9.4, 9.5, 9.6",FALSE
155104,"10.1, 9.1",TRUE
155105,"10.1, 9.10",TRUE
155106,10.3,TRUE
155107,9.2,FALSE
155108,"12.1, 9.10, 9.2, 9.3",FALSE
155109,"12.1, 12.6",FALSE
155110,"9.3, 9.4",FALSE
155111,"11.1.2, 9.4, 9.5, 9.6",TRUE
155112,"10.1, 10.2",TRUE
155113,9.4,FALSE
155114,9.8.5,FALSE
155115,9.4,FALSE
155116,"12.7, 9.1",FALSE
155117,10.2,TRUE
155119,"9.1, 9.10",FALSE
155120,"9.8.3, 9.8.4",FALSE
155121,"12.1, 12.6, 9.2",FALSE
155122,9.1,FALSE
155123,"10.1, 9.1",TRUE
155124,"9.3, 9.4, 9.8.5, 9.8.6",FALSE
155125,9.1,FALSE
155126,"9.2, 9.8.3",FALSE
155127,9.8.6,FALSE
155128,"10.1, 10.2, 11.1.1, 11.1.2, 9.3, 9.4, 9.5, 9.6",TRUE
155129,"9.2, 9.4, 9.6, 9.8.5",FALSE
155130,"10.1, 9.1",TRUE
155131,"9.4, 9.8.5",FALSE
155132,"10.1, 10.2, 10.3",TRUE
155133,9.1,FALSE
155134,9.1,FALSE
155135,9.4,FALSE
155136,9.5,FALSE
155138,11.1.1,TRUE
155140,9.5,FALSE
155141,"9.2, 9.6, 9.8.4",FALSE
155142,11.1.1,TRUE
155144,"9.2, 9.8.1",FALSE
155145,"9.4, 9.5, 9.6",FALSE
155146,"9.1, 9.8.1, 9.8.3",FALSE
155147,10.2,TRUE
155148,9.2,FALSE
155149,11.1.2,TRUE
155151,9.8.4,FALSE
155152,"9.2, 9.9",FALSE
155153,"12.1, 12.6, 9.1, 9.2",FALSE
155155,"9.2, 9.3, 9.4",FALSE
155156,9.2,FALSE
155157,9.1,FALSE
155158,"9.5, 9.6",FALSE
155159,"9.1, 9.2",FALSE
155160,"10.1, 10.2",TRUE
155162,9.1,FALSE
155164,"12.7, 9.10",FALSE
155165,"9.4, 9.8.4",FALSE
155166,9.9,FALSE
155167,"12.7, 9.10, 9.8.2, 9.9",FALSE
155170,"9.4, 9.5, 9.6",FALSE
155173,"9.3, 9.4, 9.5, 9.6",FALSE
155174,"15.11, 9.2, 9.3",FALSE
155175,"9.4, 9.5, 9.6",FALSE
155176,"9.8.3, 9.8.4",FALSE
155177,"10.1, 10.2",TRUE
155178,"9.3, 9.4",FALSE
155179,"9.2, 9.7",FALSE
155180,9.6,FALSE
155181,"9.1, 9.10",FALSE
155182,"9.10, 9.2, 9.3, 9.4, 9.5, 9.6",FALSE
155183,"9.4, 9.5, 9.6",FALSE
155186,"12.6, 9.2, 9.3",FALSE
155187,"9.4, 9.5, 9.6",FALSE
155188,"10.1, 9.10",TRUE
155189,"10.2, 10.3",TRUE
155191,"10.2, 10.3",TRUE
155192,9.10,FALSE
155193,"9.2, 9.8.2, 9.8.3, 9.8.4",FALSE
155194,9.2,FALSE
155195,10.3,TRUE
155196,"9.10, 9.9",FALSE
155197,"9.1, 9.10",FALSE
155199,"9.4, 9.5, 9.6",FALSE
155200,"9.2, 9.8.4",FALSE
155201,"12.7, 9.10",FALSE
155202,"10.1, 9.10",TRUE
155203,"10.2, 10.3",TRUE
155205,"9.2, 9.4",FALSE
155206,9.6,FALSE
155207,10.1,TRUE
155208,"9.8.1, 9.8.3",FALSE
155210,"12.1, 9.10, 9.2",FALSE
155212,"9.7, 9.9",FALSE
155213,"11.1.2, 9.4, 9.5",TRUE
155214,"12.1, 9.2",FALSE
155215,"9.4, 9.5",FALSE
155216,"9.4, 9.5",FALSE
155218,9.2,FALSE
155220,9.2,FALSE
155222,"10.1, 10.2, 11.5",TRUE
155223,9.10,FALSE
155224,9.8.4,FALSE
155225,"11.1.2, 9.4, 9.5",TRUE
155226,"12.1, 9.3",FALSE
155228,9.1,FALSE
155229,9.8.3,FALSE
155231,"15.11, 9.10, 9.2, 9.7",FALSE
155232,10.3,TRUE
155233,11.1.2,TRUE
155235,"12.7, 9.1, 9.10",FALSE
155236,"9.5, 9.6",FALSE
155237,"9.8.1, 9.8.2, 9.8.3, 9.8.6",FALSE
155239,"11.1.2, 9.5, 9.6",TRUE
155240,"12.7, 9.1, 9.10",FALSE
155242,"9.1, 9.4, 9.5, 9.6",FALSE
155243,"9.4, 9.5",FALSE
155244,"9.4, 9.5, 9.6",FALSE
155245,"9.10, 9.2, 9.4, 9.5, 9.8.5, 9.8.6",FALSE
155248,"12.1, 9.2, 9.8.1, 9.8.2, 9.8.3",FALSE
155249,9.2,FALSE
155250,"11.1.1, 11.1.2, 9.4, 9.5, 9.6",TRUE
155251,9.1,FALSE
155252,9.8.6,FALSE
155253,"9.1, 9.8.5",FALSE
155254,9.1,FALSE
155255,9.2,FALSE
155256,11.5,TRUE
155257,9.1,FALSE
155258,"10.1, 10.2",TRUE
155259,"12.7, 9.10, 9.9",FALSE
155260,"10.1, 10.2, 9.1",TRUE
155261,"9.10, 9.4, 9.5, 9.6",FALSE
155262,"10.1, 10.2",TRUE
155263,"12.1, 12.6, 9.2, 9.3",FALSE
155264,"9.1, 9.2",FALSE
155266,11.1.2,TRUE
155267,10.2,TRUE
155268,"12.7, 9.10",FALSE
155269,"9.3, 9.4",FALSE
155270,"12.1, 9.2",FALSE
155271,"15.11, 9.2, 9.8.3",FALSE
155272,"12.2, 12.6, 9.4, 9.5",FALSE
155273,"12.7, 9.10, 9.8.6",FALSE
155276,"10.1, 9.1, 9.2",TRUE
155277,"12.6, 9.8.3",FALSE
155278,"9.4, 9.5, 9.6",FALSE
155280,"9.1, 9.10",FALSE
155281,"10.1, 10.2",TRUE
155282,"9.2, 9.3",FALSE
155284,"9.2, 9.9",FALSE
155285,"9.7, 9.9",FALSE
155286,"9.1, 9.2",FALSE
155288,"10.2, 10.3, 11.5",TRUE
155289,"11.1.1, 11.1.2, 9.1",TRUE
155290,9.2,FALSE
155291,"12.2, 12.4, 12.5, 12.6, 12.7, 9.10, 9.4, 9.5, 9.6, 9.8.4, 9.9",FALSE
155292,9.2,FALSE
155293,"12.7, 9.10, 9.2, 9.4",FALSE
155294,"10.1, 9.10",TRUE
155295,9.8.3,FALSE
155296,"10.2, 11.1.2, 9.1, 9.4",TRUE
155297,"12.4, 9.10, 9.5, 9.6",FALSE
155298,9.1,FALSE
155299,"9.4, 9.5, 9.6",FALSE
155300,"9.2, 9.4, 9.8.4, 9.8.5",FALSE
155301,"9.8.2, 9.8.4, 9.8.5, 9.8.6",FALSE
155303,"10.3, 11.5",TRUE
155304,9.2,FALSE
155305,10.3,TRUE
155306,"9.5, 9.6",FALSE
155307,9.1,FALSE
155308,"9.8.3, 9.8.4",FALSE
155309,"12.1, 12.2, 9.2, 9.4",FALSE
155311,9.10,FALSE
155312,"12.1, 9.2",FALSE
155313,9.8.3,FALSE
155314,"9.8.1, 9.8.3",FALSE
155316,"9.10, 9.4, 9.5",FALSE
155317,9.8.6,FALSE
155318,"10.1, 9.2",TRUE
155320,10.3,TRUE
155321,"12.1, 9.2, 9.8.6",FALSE
155323,9.2,FALSE
155324,"10.2, 10.3",TRUE
155325,"9.4, 9.6",FALSE
155326,"9.10, 9.2",FALSE
155327,"12.1, 9.2",FALSE
155328,11.1.2,TRUE
155329,"9.4, 9.5, 9.6",FALSE
155330,"9.4, 9.8.5",FALSE
155342,9.10,FALSE
155474,9.1,FALSE
155535,"12.1, 12.2, 12.3",FALSE
155552,9.10,FALSE
155568,9.10,FALSE
155597,9.10,FALSE
155608,9.10,FALSE
155610,9.10,FALSE
155623,9.10,FALSE
155680,9.1,FALSE
155778,12.3,FALSE
155784,12.1,FALSE
155835,9.10,FALSE
155843,9.10,FALSE
155854,9.10,FALSE
155980,9.10,FALSE
156018,9.10,FALSE
156116,12.5,FALSE
157256,9.1,FALSE
157261,12.5,FALSE
157273,12.5,FALSE
158616,10.2,TRUE
158624,9.2,FALSE
158625,9.2,FALSE
158626,"9.8.2, 9.8.4",FALSE
158627,9.8.1,FALSE
158630,"12.4, 9.1, 9.6",FALSE
158632,"9.8.2, 9.8.6, 12.1, 12.6, 9.2, 9.3",FALSE
161317,11.1.2,TRUE
161318,11.1.2,TRUE
161320,"9.3, 9.4, 9.5, 9.6, 9.7",FALSE
161321,"11.1.1, 9.2",TRUE
161324,"11.1.1, 11.1.2",TRUE
161325,"11.1.2, 9.5",TRUE
161326,10.1,TRUE
161328,"10.1, 12.1, 12.2, 12.4, 9.2, 9.3, 9.4, 9.5, 9.6, 9.9",TRUE
161329,11.1.2,TRUE
161330,10.2,TRUE
161334,"9.4, 9.5, 9.6",FALSE
161335,"12.2, 9.4, 9.5, 9.6",FALSE
161336,"11.1.1, 11.1.2",TRUE
161339,"11.1.1, 11.1.2, 9.5",TRUE
161340,"11.1.1, 11.1.2",TRUE
161342,"9.4, 9.5, 9.6",FALSE
161343,"9.4, 9.5, 9.6",FALSE
161344,"9.3, 9.4, 9.5, 9.6",FALSE
161346,"9.4, 9.5",FALSE
161349,"11.1.1, 11.1.2",TRUE
161351,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161352,10.1,TRUE
161354,11.1.2,TRUE
161355,10.1,TRUE
161357,9.5,FALSE
161366,"9.4, 9.5, 9.6",FALSE
161370,"11.1.2, 9.4",TRUE
161371,11.2,TRUE
161373,"10.1, 9.4, 9.5, 9.6",TRUE
161375,"10.2, 10.3, 9.1",TRUE
161376,"9.1, 9.4, 9.5, 9.6",FALSE
161378,9.4,FALSE
161380,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161381,"11.1.1, 11.1.2",TRUE
161383,"11.1.1, 11.1.2",TRUE
161386,"9.8.5, 9.4, 9.5, 9.6",FALSE
161393,"9.4, 9.5, 9.6",FALSE
161395,"9.8.5, 9.8.6, 10.1, 12.1, 12.4, 12.5, 9.1, 9.2, 9.3, 9.4, 9.7, 9.9",TRUE
161396,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161397,"11.1.2, 10.1, 10.2, 12.2, 9.1, 9.4, 9.5, 9.6",TRUE
161398,"9.5, 9.6",FALSE
161402,"11.1.1, 11.1.2",TRUE
161403,"10.1, 10.2, 10.3, 12.6, 9.1",TRUE
161406,"9.5, 9.6",FALSE
161408,"9.4, 9.5, 9.6",FALSE
161409,"9.4, 9.5, 9.6",FALSE
161411,"9.1, 9.4, 9.5, 9.6",FALSE
161413,"10.2, 9.1",TRUE
161418,"9.3, 9.4, 9.5",FALSE
161419,"9.4, 9.5, 9.6",FALSE
161421,"10.2, 9.1",TRUE
161423,"9.4, 9.5, 9.6",FALSE
161424,"11.1.1, 9.3",TRUE
161425,"10.1, 9.1, 9.1, 9.4, 9.5, 9.6",TRUE
161426,"9.8.4, 12.7, 9.1, 9.2",FALSE
161428,"9.2, 9.3, 9.4",FALSE
161429,9.5,FALSE
161431,"12.1, 12.2, 12.3, 12.4, 12.7, 9.1, 9.3, 9.4, 9.5, 9.9",FALSE
161434,"9.3, 9.4",FALSE
161443,"10.1, 10.2",TRUE
161447,"9.4, 9.5, 9.6",FALSE
161449,"11.1.1, 11.1.2",TRUE
161451,"11.1.1, 9.2",TRUE
161452,"11.1.1, 11.1.2",TRUE
161453,"9.4, 9.5, 9.6",FALSE
161454,"10.2, 10.3, 9.1",TRUE
161457,"9.4, 9.5, 9.6",FALSE
161459,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161461,"10.1, 10.2, 9.2, 9.3, 9.4, 9.5",TRUE
161462,"10.1, 10.2, 9.1",TRUE
161464,"11.1.1, 11.1.2, 10.1, 10.2, 9.2, 9.3, 9.4, 9.5, 9.6",TRUE
161465,"12.7, 9.1, 9.4",FALSE
161466,"11.1.2, 9.4, 9.5, 9.6",TRUE
161468,"10.1, 9.6",TRUE
161469,"11.1.1, 11.1.2, 11.5, 11.6",TRUE
161470,"11.1.1, 11.1.2",TRUE
161475,"11.1.1, 11.1.2",TRUE
161476,"9.4, 9.5, 9.6",FALSE
161477,"9.3, 9.6",FALSE
161479,"10.1, 10.2",TRUE
161480,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161484,"9.8.6, 9.2, 9.3, 9.7",FALSE
161485,"9.3, 9.4, 9.9",FALSE
161486,11.1.1,TRUE
161487,"10.1, 9.4, 9.5, 9.6",TRUE
161488,9.5,FALSE
161489,9.6,FALSE
161495,9.1,FALSE
161496,"9.3, 9.4, 9.6",FALSE
161497,11.1.2,TRUE
161499,"11.1.1, 11.1.2",TRUE
161502,11.1.2,TRUE
161504,10.3,TRUE
161505,"12.4, 12.7, 9.4, 9.5, 9.6",FALSE
161508,11.5,TRUE
161510,10.1,TRUE
161513,"10.1, 9.4, 9.5, 9.6",TRUE
161515,"12.1, 12.2, 12.4, 9.1, 9.2, 9.4, 9.7",FALSE
161518,"9.4, 9.5, 9.6",FALSE
161519,"9.4, 9.5, 9.6",FALSE
161520,"9.8.4, 9.1",FALSE
161523,10.1,TRUE
161524,"12.3, 9.1",FALSE
161526,"9.8.4, 9.1",FALSE
161530,"12.4, 9.1",FALSE
161532,"10.1, 9.4, 9.5, 9.6",TRUE
161535,"11.1.2, 9.6",TRUE
161536,9.6,FALSE
161539,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161540,"12.7, 9.1, 9.5",FALSE
161541,"9.4, 9.5, 9.6",FALSE
161542,"11.1.1, 11.1.2",TRUE
161544,11.1.2,TRUE
161546,"12.4, 12.7, 9.1, 9.6",FALSE
161547,"9.1, 9.4, 9.5",FALSE
161552,"10.1, 10.2",TRUE
161553,11.1.2,TRUE
161555,"9.4, 9.5, 9.6",FALSE
161557,"9.4, 9.5, 9.6",FALSE
161558,"11.1.2, 9.5",TRUE
161560,10.1,TRUE
161563,9.2,FALSE
161564,"10.1, 10.2",TRUE
161566,9.4,FALSE
161567,"10.1, 10.2",TRUE
161568,9.1,FALSE
161569,"10.1, 10.2",TRUE
161570,9.1,FALSE
161571,"9.3, 9.4, 9.5, 9.6",FALSE
161580,"10.1, 10.2, 9.1, 9.2, 9.4, 9.5",TRUE
161582,"9.1, 9.4",FALSE
161583,"10.2, 11.5",TRUE
161589,"9.2, 9.3, 9.4",FALSE
161590,"9.2, 9.4, 9.5, 9.6",FALSE
161594,"9.3, 9.5",FALSE
161595,"9.3, 9.6",FALSE
161596,"12.4, 9.1, 9.2, 9.4, 9.6, 9.9",FALSE
161597,10.1,TRUE
161598,"12.4, 12.7, 9.1, 9.6",FALSE
161599,"11.1.2, 9.4, 9.5, 9.6, 9.7, 9.9",TRUE
161605,10.1,TRUE
161607,"9.4, 9.5, 9.6",FALSE
161611,"12.7, 9.1",FALSE
161614,"9.5, 9.6",FALSE
161615,"9.8.5, 9.4",FALSE
161618,9.1,FALSE
161619,"10.2, 10.3",TRUE
161620,9.1,FALSE
161621,"9.8.4, 9.8.5, 12.7, 9.1, 9.4, 9.5",FALSE
161622,"11.1.1, 11.1.2",TRUE
161623,"10.2, 10.3",TRUE
161625,"11.1.1, 11.1.2",TRUE
161626,"9.3, 9.4, 9.5, 9.6",FALSE
161628,"9.2, 9.4, 9.6",FALSE
161629,"11.1.1, 9.2, 9.4, 9.5, 9.6",TRUE
161630,"9.4, 9.5, 9.6",FALSE
161631,"9.3, 9.4",FALSE
161632,"9.4, 9.5, 9.6",FALSE
161633,"9.4, 9.5, 9.6",FALSE
161634,11.1.2,TRUE
161635,11.5,TRUE
161636,"10.1, 9.4, 9.5, 9.6",TRUE
161639,"9.2, 9.3, 9.4, 9.5, 9.6",FALSE
161640,"9.3, 9.4, 9.5, 9.6",FALSE
161643,"10.1, 12.2, 9.4",TRUE
161645,"9.4, 9.5, 9.6",FALSE
161648,"9.1, 9.4, 9.5, 9.6",FALSE
161650,"9.2, 9.7",FALSE
161651,"9.2, 9.4",FALSE
161653,10.2,TRUE
161655,"9.4, 9.5",FALSE
161656,"10.1, 10.2",TRUE
161658,"9.1, 9.3, 9.4, 9.5",FALSE
161660,9.1,FALSE
161661,11.1.2,TRUE
161662,"9.4, 9.5, 9.6",FALSE
161663,"11.1.1, 11.1.2, 9.4, 9.5, 9.6",TRUE
161664,"9.2, 9.4",FALSE
161666,11.1.2,TRUE
161667,"9.2, 9.4",FALSE
161668,10.2,TRUE
161673,"11.1.2, 9.3, 9.4, 9.5, 9.6",TRUE
161674,"11.1.1, 11.1.2",TRUE
161676,"11.1.1, 11.1.2",TRUE
161677,9.10,FALSE
161680,"9.3, 9.4, 9.5, 9.6, 9.7",FALSE
161685,"9.3, 9.4, 9.5, 9.6",FALSE
161686,"9.3, 9.4, 9.5, 9.6",FALSE
161689,9.5,FALSE
161690,9.4,FALSE
161691,9.4,FALSE
161692,"12.2, 12.7, 9.10, 9.4, 9.8.4, 9.8.5",FALSE
161696,"10.1, 10.2",TRUE
161697,"9.4, 9.5, 9.6",FALSE
161699,9.10,FALSE
161703,11.5,TRUE
161705,"10.2, 10.3, 11.1.1, 11.1.2, 11.5",TRUE
161707,"10.1, 9.1",TRUE
161709,"9.2, 9.4, 9.7",FALSE
161713,"10.1, 10.2, 12.1, 12.2, 12.3, 9.1, 9.10, 9.3",TRUE
161714,"12.1, 9.10, 9.2, 9.3, 9.7, 9.9",FALSE
161715,9.4,FALSE
161716,9.4,FALSE
161720,"9.2, 9.5",FALSE
161723,9.6,FALSE
161725,"9.4, 9.5, 9.6",FALSE
161728,"12.3, 12.4, 12.7, 9.10",FALSE
161730,9.5,FALSE
161731,9.1,FALSE
161735,"9.4, 9.5, 9.6",FALSE
161737,10.1,TRUE
