iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
22685200,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22686806,global,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22686815,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22686831,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22686839,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22689032,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22689535,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22689714,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22689906,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22689985,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22692146,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22692151,global,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,0
22692167,global,"1994, 1996, 2000, 2004, 2008, 2009, 2012, 2013, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN","0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00895
22692384,global,"1994, 2000, 2004, 2005, 2006, 2008, 2012, 2016, 2018","NT, VU, VU, VU, VU, VU, VU, VU, VU","0.2, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.00565
22692425,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22692521,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22692535,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22692667,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22692680,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22692705,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22692778,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22692913,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22693102,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693133,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693150,global,"1994, 2000, 2004, 2006, 2008, 2012, 2016","LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.01184
22693154,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC, LC","0.2, 0, 0, 0, 0, 0, 0",decreasing,-0.0073
22693158,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00822
22693162,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693178,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693182,global,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22693185,global,"1994, 1996, 2000, 2004, 2008, 2009, 2010, 2012, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0
22693190,global,"1994, 2000, 2004, 2008, 2012, 2015, 2016, 2017","LC, LC, LC, NT, NT, NT, NT, NT","0, 0, 0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.01102
22693195,global,"1994, 2000, 2004, 2006, 2008, 2009, 2012, 2016","LC, NT, NT, NT, LC, LC, LC, LC","0, 0.2, 0.2, 0.2, 0, 0, 0, 0",decreasing,-0.00503
22693199,global,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2015, 2016, 2017","NT, NT, LC, LC, LC, VU, VU, EN, EN, EN","0.2, 0.2, 0, 0, 0, 0.4, 0.4, 0.6, 0.6, 0.6",decreasing,0.02231
22693207,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22693211,global,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22693216,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693220,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22693225,global,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22693231,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693251,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693264,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693277,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693289,global,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00814
22693305,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693319,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693336,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693341,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693344,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693348,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693351,global,"1994, 2000, 2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22693356,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693359,global,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2015, 2016","LC, LC, LC, LC, LC, VU, VU, EN, EN","0, 0, 0, 0, 0, 0.4, 0.4, 0.6, 0.6",decreasing,0.0301
22693363,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2018","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.00939
22693369,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693373,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00944
22693376,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693379,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22693383,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00822
22693388,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693392,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693396,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693399,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693404,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693408,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693414,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22693420,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693424,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693427,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693431,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00822
22693452,global,"1994, 1996, 2000, 2004, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018","VU, VU, VU, EN, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.4, 0.4, 0.4, 0.6, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.02039
22693464,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693468,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693472,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22693490,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693494,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22693520,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693528,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693556,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22693567,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693584,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693627,global,"1994, 2000, 2004, 2006, 2008, 2012, 2015, 2016, 2017","NT, NT, NT, NT, NT, NT, NT, NT, LC","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0",increasing,-0.00367
22693644,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693647,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693656,global,"1994, 2000, 2004, 2006, 2008, 2012, 2016","EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22693663,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693669,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693690,global,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2009, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",increasing,-0
22693709,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693712,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693717,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693720,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693727,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22693735,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693740,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693749,global,"1994, 2000, 2004, 2008, 2009, 2011, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693759,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693764,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693767,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC, LC","0.2, 0, 0, 0, 0, 0, 0",decreasing,-0.0073
22693770,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693774,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693777,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693780,global,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016","VU, VU, NT, VU, VU, VU, VU, VU","0.4, 0.4, 0.2, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.00222
22693793,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693814,global,"1994, 2000, 2004, 2007, 2008, 2012, 2016","LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0.2, 0.2, 0.2, 0.2",stable,0.01205
22693828,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693832,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693836,global,"1994, 2000, 2004, 2006, 2008, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22693839,global,"1994, 2000, 2004, 2008, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22693842,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693845,global,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22693852,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693855,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693862,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693868,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693872,global,"1994, 2000, 2004, 2008, 2009, 2011, 2012, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22693879,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693899,global,"1994, 1996, 2000, 2004, 2008, 2012, 2016","EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",stable,0
22693928,global,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22693949,global,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.00947
22693978,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22693983,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694038,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694081,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694086,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694127,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694132,global,"1994, 2000, 2004, 2008, 2009, 2011, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694140,global,"1994, 2000, 2004, 2006, 2007, 2008, 2012, 2016","LC, LC, VU, VU, VU, VU, VU, VU","0, 0, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.02185
22694148,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694152,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694160,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694210,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694218,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694240,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694245,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694251,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694256,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694271,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694279,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","NT, LC, LC, LC, LC, LC, LC, LC","0.2, 0, 0, 0, 0, 0, 0, 0",stable,-0.00598
22694282,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22694286,global,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2013, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, NT, NT, NT, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2",stable,-0.00944
22694289,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694292,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694296,global,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016, 2017, 2018","NT, NT, NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",unknown,0
22694299,global,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2016, 2018","VU, VU, NT, NT, NT, NT, NT, NT, NT, LC","0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0",stable,-0.01181
22694303,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694308,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22694313,global,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2015, 2016, 2018","VU, NT, NT, NT, NT, NT, NT, LC, LC, LC","0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0, 0, 0",stable,-0.015
22694317,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22694321,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694324,global,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
