wdpa_category,cell_id,mpa_pct
1,2282401,0.20168067226890757
1,2286001,0.923076923076923
1,2286002,0.19230769230769232
1,2289601,1
1,2289602,0.9307692307692307
1,2289603,0.18461538461538463
1,2293201,1
1,2293202,1
1,2293203,0.9083333333333334
1,2293204,0.1487603305785124
1,2296801,1
1,2296802,1
1,2296803,1
1,2296804,0.8846153846153846
1,2296805,0.12878787878787878
1,2300401,1
1,2300402,1
1,2300403,1
1,2300404,1
1,2300405,0.8692307692307691
1,2300406,0.11278195488721804
1,2304001,1
1,2304002,1
1,2304003,1
1,2304004,1
1,2304005,1
1,2304006,0.8496240601503758
1,2304007,0.09230769230769231
1,2307601,1
1,2307602,1
1,2307603,1
1,2307604,1
1,2307605,1
1,2307606,1
1,2307607,0.8166666666666667
1,2307608,0.058333333333333334
1,2311201,1
1,2311202,1
1,2311203,1
1,2311204,1
1,2311205,1
1,2311206,1
1,2311207,1
1,2311208,0.7575757575757576
1,2311209,0.03816793893129771
1,2314801,1
1,2314802,1
1,2314803,1
1,2314804,1
1,2314805,1
1,2314806,1
1,2314807,1
1,2314808,1
1,2314809,0.732824427480916
1,2314810,0.022900763358778626
1,2318401,1
1,2318402,1
1,2318403,1
1,2318404,1
1,2318405,1
1,2318406,1
1,2318407,1
1,2318408,1
1,2318409,1
1,2318410,0.6611570247933886
1,2318411,0.008264462809917356
1,2322001,1
1,2322002,1
1,2322003,1
1,2322004,1
1,2322005,1
1,2322006,1
1,2322007,1
1,2322008,1
1,2322009,1
1,2322010,1
1,2322011,0.5725190839694657
1,2325601,0.33076923076923076
1,2325602,0.7196969696969697
1,2325603,0.9923664122137404
1,2325604,1
1,2325605,1
1,2325606,1
1,2325607,1
1,2325608,1
1,2325609,1
1,2325610,1
1,2325611,1
1,2325612,0.5151515151515151
1,2329203,0.09230769230769231
1,2329204,0.42748091603053434
1,2329205,0.7348484848484849
1,2329206,0.9847328244274809
1,2329207,1
1,2329208,1
1,2329209,1
1,2329210,1
1,2329211,1
1,2329212,1
1,2329213,0.45038167938931295
1,2332806,0.05
1,2332807,0.30327868852459017
1,2332808,0.5583333333333333
1,2332809,0.7768595041322314
1,2332810,0.9672131147540983
1,2332811,1
1,2332812,1
1,2332813,0.9917355371900827
1,2332814,0.34710743801652894
1,2336410,0.015384615384615384
1,2336411,0.12878787878787878
1,2336412,0.27692307692307694
1,2336413,0.3816793893129771
1,2336414,0.5681818181818182
1,2336415,0.15384615384615385
5,2610071,0.11764705882352941
5,2613671,0.7185185185185186
5,2613672,0.11764705882352941
5,2617271,0.9333333333333333
5,2617272,0.6617647058823529
5,2620870,0.06666666666666667
5,2620871,1
5,2620872,1
5,2620873,0.2426470588235294
5,2624470,0.17777777777777778
5,2624471,1
5,2624472,1
5,2624473,0.8074074074074075
5,2624474,0.007352941176470588
5,2628070,0.2740740740740741
5,2628071,1
5,2628072,1
5,2628073,1
5,2628074,0.3823529411764706
5,2631670,0.3161764705882353
5,2631671,1
5,2631672,1
5,2631673,1
5,2631674,0.9044117647058824
5,2631675,0.044117647058823525
5,2635270,0.33088235294117646
5,2635271,1
5,2635272,1
5,2635273,1
5,2635274,1
5,2635275,0.5147058823529412
5,2638870,0.3161764705882353
5,2638871,1
5,2638872,1
5,2638873,1
5,2638874,1
5,2638875,0.9558823529411764
5,2638876,0.10370370370370369
5,2642470,0.2720588235294118
5,2642471,1
5,2642472,1
5,2642473,1
5,2642474,1
5,2642475,1
5,2642476,0.6176470588235293
5,2646070,0.1911764705882353
5,2646071,1
5,2646072,1
5,2646073,1
5,2646074,1
5,2646075,1
5,2646076,0.9926470588235294
5,2646077,0.17777777777777778
5,2649670,0.07407407407407408
5,2649671,1
5,2649672,1
5,2649673,1
5,2649674,1
5,2649675,1
5,2649676,1
5,2649677,0.7153284671532847
5,2653271,0.9343065693430657
5,2653272,1
5,2653273,1
5,2653274,1
5,2653275,1
5,2653276,1
5,2653277,1
5,2653278,0.25925925925925924
5,2656871,0.7851851851851852
5,2656872,1
5,2656873,1
5,2656874,1
5,2656875,1
5,2656876,1
5,2656877,1
5,2656878,0.7971014492753623
5,2660471,0.5766423357664234
5,2660472,1
5,2660473,1
5,2660474,1
5,2660475,1
5,2660476,1
5,2660477,1
5,2660478,1
5,2660479,0.3357664233576642
5,2664071,0.3430656934306569
5,2664072,1
5,2664073,1
5,2664074,1
5,2664075,1
5,2664076,1
5,2664077,1
5,2664078,1
5,2664079,0.8467153284671532
5,2664080,0.014814814814814814
5,2667671,0.08029197080291971
5,2667672,0.9925925925925926
5,2667673,1
5,2667674,1
5,2667675,1
5,2667676,1
5,2667677,1
5,2667678,1
5,2667679,1
5,2667680,0.39416058394160586
5,2671272,0.7737226277372263
5,2671273,1
5,2671274,1
5,2671275,1
5,2671276,1
5,2671277,1
5,2671278,1
5,2671279,1
5,2671280,0.8897058823529411
5,2671281,0.029411764705882353
5,2674872,0.4296296296296296
5,2674873,1
5,2674874,1
5,2674875,1
5,2674876,1
5,2674877,1
5,2674878,1
5,2674879,1
5,2674880,1
5,2674881,0.437037037037037
5,2678472,0.08823529411764705
5,2678473,0.9779411764705882
5,2678474,1
5,2678475,1
5,2678476,1
5,2678477,1
5,2678478,1
5,2678479,1
5,2678480,1
5,2678481,0.9117647058823529
5,2678482,0.044117647058823525
5,2682073,0.6544117647058824
5,2682074,1
5,2682075,1
5,2682076,1
5,2682077,1
5,2682078,1
5,2682079,1
5,2682080,1
5,2682081,1
5,2682082,0.463235294117647
5,2685673,0.1838235294117647
5,2685674,0.9927007299270073
5,2685675,1
5,2685676,1
5,2685677,1
5,2685678,1
5,2685679,1
5,2685680,1
5,2685681,1
5,2685682,0.926470588235294
5,2685683,0.0510948905109489
5,2689274,0.7481481481481481
5,2689275,1
5,2689276,1
5,2689277,1
5,2689278,1
5,2689279,1
5,2689280,1
5,2689281,1
5,2689282,1
5,2689283,0.48148148148148145
5,2692874,0.1751824817518248
5,2692875,0.9926470588235294
5,2692876,1
5,2692877,1
5,2692878,1
5,2692879,1
5,2692880,1
5,2692881,1
5,2692882,1
5,2692883,0.927007299270073
5,2692884,0.05185185185185184
5,2696475,0.6027397260273972
5,2696476,1
5,2696477,1
5,2696478,1
5,2696479,1
5,2696480,1
5,2696481,1
5,2696482,1
5,2696483,1
5,2696484,0.5
5,2700075,0.06521739130434782
5,2700076,0.8962962962962963
5,2700077,1
5,2700078,1
5,2700079,1
5,2700080,1
5,2700081,1
5,2700082,1
5,2700083,1
5,2700084,0.9485294117647058
5,2700085,0.06569343065693431
5,2703676,0.2992700729927007
5,2703677,0.9926470588235294
5,2703678,1
5,2703679,1
5,2703680,1
5,2703681,1
5,2703682,1
5,2703683,1
5,2703684,1
5,2703685,0.5
5,2707277,0.573529411764706
5,2707278,1
5,2707279,1
5,2707280,1
5,2707281,1
5,2707282,1
5,2707283,1
5,2707284,1
5,2707285,0.9343065693430657
5,2707286,0.051470588235294115
5,2710877,0.0218978102189781
5,2710878,0.7647058823529412
5,2710879,1
5,2710880,1
5,2710881,1
5,2710882,1
5,2710883,1
5,2710884,1
5,2710885,1
5,2710886,0.46715328467153283
5,2714478,0.0875912408759124
5,2714479,0.8613138686131386
5,2714480,1
5,2714481,1
5,2714482,1
5,2714483,1
5,2714484,1
5,2714485,1
5,2714486,0.9124087591240876
5,2714487,0.03676470588235294
5,2718079,0.1386861313868613
5,2718080,0.9051094890510949
5,2718081,1
5,2718082,1
5,2718083,1
5,2718084,1
5,2718085,1
5,2718086,1
5,2718087,0.4233576642335766
5,2721680,0.16058394160583941
5,2721681,0.8978102189781021
5,2721682,1
5,2721683,1
5,2721684,1
5,2721685,1
5,2721686,1
5,2721687,0.8832116788321167
5,2721688,0.014598540145985401
5,2725281,0.1386861313868613
5,2725282,0.8602941176470588
5,2725283,1
5,2725284,1
5,2725285,1
5,2725286,1
5,2725287,1
5,2725288,0.36496350364963503
5,2728882,0.08029197080291971
5,2728883,0.7573529411764706
5,2728884,1
5,2728885,1
5,2728886,1
5,2728887,1
5,2728888,0.8248175182481751
5,2732483,0.022058823529411763
5,2732484,0.5328467153284671
5,2732485,1
5,2732486,1
5,2732487,1
5,2732488,1
5,2732489,0.29197080291970806
5,2736085,0.27007299270072993
5,2736086,0.8832116788321167
5,2736087,1
5,2736088,1
5,2736089,0.7518248175182481
5,2739686,0.044117647058823525
5,2739687,0.5289855072463767
5,2739688,0.9781021897810219
5,2739689,1
5,2739690,0.19708029197080293
5,2743288,0.14598540145985403
5,2743289,0.6397058823529411
5,2743290,0.6496350364963503
5,2746890,0.12244897959183675
5,3178826,0.326241134751773
5,3178827,0.5985401459854014
5,3178828,0.6376811594202898
5,3178829,0.6153846153846153
5,3178830,0.6043165467625898
5,3178831,0.6176470588235293
5,3178832,0.6241134751773049
5,3178833,0.6126760563380281
5,3178834,0.5985401459854014
5,3178835,0.6350364963503649
5,3178836,0.6153846153846153
5,3178837,0.6071428571428571
5,3178838,0.6058394160583941
5,3178839,0.6330935251798561
5,3178840,0.6153846153846153
5,3178841,0.5985401459854014
5,3178842,0.6277372262773722
5,3178843,0.6197183098591549
5,3178844,0.39716312056737585
5,3182426,0.5144927536231884
5,3182427,1
5,3182428,1
5,3182429,1
5,3182430,1
5,3182431,1
5,3182432,1
5,3182433,1
5,3182434,1
5,3182435,1
5,3182436,1
5,3182437,1
5,3182438,1
5,3182439,1
5,3182440,1
5,3182441,1
5,3182442,1
5,3182443,1
5,3182444,0.7028985507246377
5,3186026,0.5323741007194245
5,3186027,1
5,3186028,1
5,3186029,1
5,3186030,1
5,3186031,1
5,3186032,1
5,3186033,1
5,3186034,1
5,3186035,1
5,3186036,1
5,3186037,1
5,3186038,1
5,3186039,1
5,3186040,1
5,3186041,1
5,3186042,1
5,3186043,1
5,3186044,0.6499999999999999
5,3189626,0.4666666666666667
5,3189627,1
5,3189628,1
5,3189629,1
5,3189630,1
5,3189631,1
5,3189632,1
5,3189633,1
5,3189634,1
5,3189635,1
5,3189636,1
5,3189637,1
5,3189638,1
5,3189639,1
5,3189640,1
5,3189641,1
5,3189642,1
5,3189643,1
5,3189644,0.72
5,3193226,0.44285714285714284
5,3193227,1
5,3193228,1
5,3193229,1
5,3193230,1
5,3193231,1
5,3193232,1
5,3193233,1
5,3193234,1
5,3193235,1
5,3193236,1
5,3193237,1
5,3193238,1
5,3193239,1
5,3193240,1
5,3193241,1
5,3193242,1
5,3193243,1
5,3193244,0.7375886524822695
5,3196826,0.3795620437956204
5,3196827,1
5,3196828,1
5,3196829,1
5,3196830,1
5,3196831,1
5,3196832,1
5,3196833,1
5,3196834,1
5,3196835,1
5,3196836,1
5,3196837,1
5,3196838,1
5,3196839,1
5,3196840,1
5,3196841,1
5,3196842,1
5,3196843,1
5,3196844,0.8088235294117647
5,3200426,0.36363636363636365
5,3200427,1
5,3200428,1
5,3200429,1
5,3200430,1
5,3200431,1
5,3200432,1
5,3200433,1
1,3200434,0.15602836879432622
5,3200434,0.8439716312056736
1,3200435,0.08270676691729323
5,3200435,0.9172932330827067
5,3200436,1
5,3200437,1
5,3200438,1
5,3200439,1
5,3200440,1
5,3200441,1
5,3200442,1
5,3200443,1
5,3200444,0.8181818181818181
5,3204026,0.41481481481481475
5,3204027,1
5,3204028,1
5,3204029,1
5,3204030,1
5,3204031,1
1,3204032,0.006993006993006993
5,3204032,0.993006993006993
1,3204033,0.6956521739130435
5,3204033,0.3043478260869565
1,3204034,1
1,3204035,0.972027972027972
5,3204035,0.027972027972027972
1,3204036,0.29370629370629364
5,3204036,0.7062937062937062
5,3204037,1
5,3204038,1
5,3204039,1
5,3204040,1
5,3204041,1
5,3204042,1
5,3204043,1
5,3204044,0.8029197080291971
5,3207626,0.3708609271523179
5,3207627,1
5,3207628,1
5,3207629,1
5,3207630,1
5,3207631,1
1,3207632,0.18493150684931509
5,3207632,0.815068493150685
1,3207633,1
1,3207634,1
1,3207635,1
1,3207636,0.8309859154929576
5,3207636,0.16901408450704225
5,3207637,1
5,3207638,1
5,3207639,1
5,3207640,1
5,3207641,1
5,3207642,1
5,3207643,1
5,3207644,0.8120805369127517
5,3211226,0.36363636363636365
5,3211227,1
5,3211228,1
5,3211229,1
5,3211230,1
5,3211231,1
1,3211232,0.10144927536231883
5,3211232,0.8985507246376812
1,3211233,0.993006993006993
5,3211233,0.006993006993006993
1,3211234,1
1,3211235,1
1,3211236,0.8181818181818181
5,3211236,0.18181818181818182
5,3211237,1
5,3211238,1
5,3211239,1
5,3211240,1
5,3211241,1
5,3211242,1
5,3211243,1
5,3211244,0.8181818181818181
5,3214826,0.36363636363636365
5,3214827,1
5,3214828,1
5,3214829,1
5,3214830,1
5,3214831,1
5,3214832,1
1,3214833,0.5244755244755245
5,3214833,0.4755244755244755
1,3214834,0.9923664122137404
5,3214834,0.007633587786259542
1,3214835,0.9295774647887324
5,3214835,0.07042253521126761
1,3214836,0.26573426573426573
5,3214836,0.7342657342657343
5,3214837,1
5,3214838,1
5,3214839,1
5,3214840,1
5,3214841,1
5,3214842,1
5,3214843,1
5,3214844,0.8181818181818181
5,3218426,0.30000000000000004
5,3218427,1
5,3218428,1
5,3218429,1
5,3218430,1
5,3218431,1
5,3218432,1
5,3218433,1
1,3218434,0.043165467625899276
5,3218434,0.9568345323741007
1,3218435,0.020979020979020976
5,3218435,0.9790209790209791
5,3218436,1
5,3218437,1
5,3218438,1
5,3218439,1
5,3218440,1
5,3218441,1
5,3218442,1
5,3218443,1
5,3218444,0.8863636363636364
5,3222026,0.3243243243243243
5,3222027,1
5,3222028,1
5,3222029,1
5,3222030,1
5,3222031,1
5,3222032,1
5,3222033,1
5,3222034,1
1,3222035,0.012987012987012986
5,3222035,0.987012987012987
1,3222036,0.034722222222222224
5,3222036,0.9652777777777778
5,3222037,1
5,3222038,1
5,3222039,1
5,3222040,1
5,3222041,1
5,3222042,1
5,3222043,1
5,3222044,0.9027777777777777
5,3225626,0.36363636363636365
5,3225627,1
5,3225628,1
5,3225629,1
5,3225630,1
5,3225631,1
5,3225632,1
5,3225633,1
1,3225634,0.21678321678321677
5,3225634,0.7832167832167831
1,3225635,0.9090909090909091
5,3225635,0.09090909090909091
1,3225636,0.9923076923076923
5,3225636,0.007692307692307692
1,3225637,0.5804195804195803
5,3225637,0.41958041958041953
5,3225638,1
5,3225639,1
5,3225640,1
5,3225641,1
5,3225642,1
5,3225643,1
5,3225644,0.8181818181818181
5,3229226,0.36363636363636365
5,3229227,1
5,3229228,1
5,3229229,1
5,3229230,1
5,3229231,1
5,3229232,1
5,3229233,1
1,3229234,0.7552447552447552
5,3229234,0.24475524475524477
1,3229235,1
1,3229236,1
1,3229237,1
1,3229238,0.19580419580419578
5,3229238,0.804195804195804
5,3229239,1
5,3229240,1
5,3229241,1
5,3229242,1
5,3229243,1
5,3229244,0.8181818181818181
5,3232826,0.36363636363636365
5,3232827,1
5,3232828,1
5,3232829,1
5,3232830,1
5,3232831,1
5,3232832,1
5,3232833,1
1,3232834,0.804195804195804
5,3232834,0.19580419580419578
1,3232835,1
1,3232836,1
1,3232837,1
1,3232838,0.21678321678321677
5,3232838,0.7832167832167831
5,3232839,1
5,3232840,1
5,3232841,1
5,3232842,1
5,3232843,1
5,3232844,0.8181818181818181
5,3236426,0.3636363636363636
5,3236427,1
5,3236428,1
5,3236429,1
5,3236430,1
5,3236431,1
5,3236432,1
5,3236433,1
1,3236434,0.2922077922077922
5,3236434,0.7077922077922078
1,3236435,0.9357142857142857
5,3236435,0.0642857142857143
1,3236436,0.9935064935064934
5,3236436,0.006493506493506493
