iucn_sid,sciname,dbf,shp,max_depth,kingdom,phylum,class,order,family,taxon
154717,Anchoa choerostoma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
190269,Anchoa colonensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98888849,Anchoa compressa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16405685,Anchoa cubana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183619,Anchoa curta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
154975,Anchoa delicatissima,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183635,Anchoa eigenmannia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183470,Anchoa exigua,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406269,Anchoa filifera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183382,Anchoa helleri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406327,Anchoa hepsetus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183245,Anchoa ischana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406486,Anchoa januaria,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406525,Anchoa lamprotaenia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183464,Anchoa lucida,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
191214,Anchoa lyolepis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
195022,Anchoa marinii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
190222,Anchoa mitchilli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183811,Anchoa mundeola,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183604,Anchoa mundeoloides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183657,Anchoa nasus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183244,Anchoa panamensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
190104,Anchoa parva,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98890443,Anchoa pectoralis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183516,Anchoa scofieldi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406554,Anchoa spinifer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
184000,Anchoa starksi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98891120,Anchoa tricolor,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406635,Anchoa trinitatis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
155020,Anchoa walkeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406679,Anchovia clupeoides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98891738,Anchovia landivarensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183917,Anchovia macrolepidota,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98892186,Anchovia surinamensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183934,Anchoviella balboae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406919,Anchoviella blackburni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
155294,Anchoviella brevirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
20662212,Anchoviella cayennensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
190092,Anchoviella elongata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
20662092,Anchoviella lepidentostole,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98893448,Anchoviella miarcha,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
16406934,Anchoviella perfasciata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
46075152,Anodontostoma chacunda,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
154723,Anodontostoma selangkat,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
154792,Anodontostoma thailandiae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
195080,Brevoortia aurea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
191207,Brevoortia gunteri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
191208,Brevoortia patronus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
98471004,Brevoortia pectinata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
190185,Brevoortia smithi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
190134,Brevoortia tyrannus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
190383,Cetengraulis edentulus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
183878,Cetengraulis mysticetus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
155181,Chirocentrodon bleekerianus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,pristigasteridae,clupeiformes
75150150,Chirocentrus dorab,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,chirocentridae,clupeiformes
98735314,Chirocentrus nudus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,chirocentridae,clupeiformes
166196,Clupanodon thrissa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
155123,Clupea harengus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
166216,Coilia grayii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
180980,Coilia lindmani,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
154743,Coilia neglecta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
166428,Corica soborna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
18124721,Dussumieria acuta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
18124738,Dussumieria elopsoides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
98472093,Ehirava fluviatilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeidae,clupeiformes
118357019,Encrasicholina auster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98798114,Encrasicholina gloria,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
75155263,Encrasicholina heteroloba,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
98798304,Encrasicholina intermedia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_maps_byorder_part1/Clupeiformes.shp,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,engraulidae,clupeiformes
