iucn_sid,sciname,dbf,shp,max_depth,kingdom,phylum,class,order,family,taxon
178060,Ammodytoides gilli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
15521789,Gymnammodytes capensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
198630,Gymnammodytes cicerelus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
18155963,Gymnammodytes semisquamatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
18155982,Hyperoplus lanceolatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
47139816,Protammodytes sarisa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ammodytidae.shp,deep oceanic,ANIMALIA,chordata,actinopterygii,perciformes,ammodytidae,ammodytidae
183259,Apogon atradorsatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
183329,Apogon atricaudus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185925,Apogon aurolineatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
195885,Apogon axillaris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185923,Apogon binotatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154872,Apogon compressus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
183640,Apogon dovii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154912,Apogon fleurieu,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185930,Apogon gouldi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,deep oceanic,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
183756,Apogon guadalupensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
193318,Apogon hyalosoma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
195886,Apogon imberbis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154978,Apogon indicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185926,Apogon lachneri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185927,Apogon leptocaulus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185937,Apogon maculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
155046,Apogon margaritophorus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185932,Apogon mosavi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154910,Apogon neotes,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
155064,Apogon notatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
183403,Apogon pacificus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185934,Apogon phenax,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185938,Apogon pillionatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
190973,Apogon planifrons,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185931,Apogon pseudomaculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185935,Apogon quadrisquamatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
183419,Apogon retrosella,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185928,Apogon robbyi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185929,Apogon robinsi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
155151,Apogon rubrimacula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154678,Apogon sealei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185936,Apogon townsendi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
155274,Apogon wassinki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154952,Apogonichthys ocellatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185868,Astrapogon alutus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185870,Astrapogon puncticulatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185869,Astrapogon stellatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
155102,Cheilodipterus singapurensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154832,Gymnapogon melanogaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
154688,Apogon semilineatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185924,Paroncheilus affinis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185866,Phaeoptyx conklini,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185865,Phaeoptyx pigmentaria,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
190974,Phaeoptyx xenus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
63572,Pterapogon kauderni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
185933,Zapogon evermanni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Apogonidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,apogonidae,apogonidae
16407630,Ariomma bondi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,ariommatidae,ariommatidae
190252,Ariomma melanum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,ariommatidae,ariommatidae
16407645,Ariomma regulus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Ariommatidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,ariommatidae,ariommatidae
195091,Brama brama,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
154906,Brama dussumieri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
154993,Pteraclis aesticola,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
190330,Pterycombus brama,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
16506080,Taractes rubescens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
190394,Taractichthys longipinnis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Bramidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,bramidae,bramidae
20249232,Caesio cuning,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20249446,Caesio lunaris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20250059,Caesio teres,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20251047,Dipterygonotus balteatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20251174,Gymnocaesio gymnoptera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20251507,Pterocaesio chrysozona,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20252379,Pterocaesio digramma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20252707,Pterocaesio lativittata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20252738,Pterocaesio marri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20252870,Pterocaesio pisang,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20253006,Pterocaesio tessellata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
20253212,Pterocaesio trilineata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,unknown,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
155097,Caesio caerulaurea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Caesionidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,caesionidae,caesionidae
198633,Callanthias ruber,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callanthiidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callanthiidae.shp,200 m +,ANIMALIA,chordata,actinopterygii,perciformes,callanthiidae,callanthiidae
16506657,Callionymus bairdi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,callionymidae,callionymidae
154738,Callionymus comptus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,callionymidae,callionymidae
194857,Callionymus fasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.dbf,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/Perciformes/Callionymidae.shp,< 200 m,ANIMALIA,chordata,actinopterygii,perciformes,callionymidae,callionymidae
