iucn_sid,poly_range_km2
165696,368009.86868463317
165697,10346703.867129488
165698,384991.78232323943
165699,621642.187616806
165700,1067676.6455683005
165701,340267.10011578933
165727,74538.1214120695
4363,30482.49750942727
4364,853754.9280849585
4361,37653.516207332716
4362,303932.7510883688
4360,95810.03706505161
4292,134995863.9523903
6229,6899258.150103032
60143,373851.0479376081
104176764,1337336.676859194
44227,8914.279178279368
9281,568213.8958636929
11200,103751388.94882786
39371,527936.4279364644
161453,2391671.945956138
39332,177906.24575158407
41876,7834162.535141992
60200,8399186.927352985
63141,4577925.842396674
161426,664696.4640175595
161499,236349.63617115642
161408,1230257.2707347786
161488,106316.49386060632
161625,423227.68289821164
161720,78073.04786465265
161632,12337.386399941981
161663,166033.14248079542
107604987,357596.4095309292
47407786,237896.79869521986
161690,66437.5840070426
107604828,106095.79941567405
70682503,1948021.7071257974
103055306,86381.45125684988
161723,21606.438527575017
161447,1277905.8475527065
60131,10600.196407101592
60181,18993.639638757668
107604242,180699.39114877753
60172,259496.58571890165
161476,397661.0178225522
104023514,666404.4526234472
39370,166750303.9634556
60199,3800870.911841141
60233,1532521.6930092315
42713,472945.0993983821
42729,613697.4510829464
44207,467484.50804612675
44209,1130357.3620830772
60148,856567.1442283501
60149,3931129.3189566387
161340,7958.027709270692
60150,522243.7142911301
60161,2154936.959803089
60141,407482.7234675298
60123,166212.26077619946
60124,411746.77030939946
60107,127395.50960874303
60159,2295962.260767224
63114,3381158.845734957
19488,171566419.21365502
63122,1372563.610351793
60169,11310.412208147933
60170,355360.2015633908
60127,3406424.9339682725
60128,1545911.3373267862
60129,2606320.2328860555
60130,451843.74479180673
60175,917483.8995921522
40797,8830241.754285205
39372,13002552.98871771
39374,180953307.462668
39378,26274266.318972025
39352,11358910.741366487
39363,534577.5724085133
39413,12963827.196637262
39415,25432456.008795094
39324,5976465.737411959
39327,822192.4225761079
39328,735122.0987482148
39329,1128986.8975547296
39330,470567.690475335
39333,479638.79103291105
39334,1324880.2474384836
39335,154614.13706631796
39336,179696286.28090054
39337,154057452.68038866
39338,201493912.15919033
39339,264836694.21631303
39341,222805995.823591
39342,23962462.391808063
39345,278592.10461488116
39347,1499606.3673611851
39349,612949.6394675376
39350,2809640.0599624966
39351,782210.1748736299
39354,3881080.32375121
39355,848653.4962872026
39356,816570.821647641
39357,3136855.7250384917
39358,3627756.590241721
39359,5016211.501312945
39361,123295.10189294636
39362,454885.96402272186
39379,135445.43241408878
39380,6068792.228472985
39381,278737433.26020086
39382,1935269.4802629384
39384,27615669.509694453
39385,27034367.49380078
39386,19440486.74800344
39387,4432083.224055956
39388,14434193.33079205
39389,3196699.7798643555
39389,303094.496510115
39390,1050593.118424007
39390,2305652.892141912
39393,3619158.572518356
39393,410897.26332284615
39393,1811993.1931566042
39394,592132.835549258
39396,429935.32392429287
39397,2931232.295434888
39399,5249338.980523734
39400,598749.9580181714
39412,2682837.2686565095
39771,507401.9836058383
60171,432102.38156485284
41064,135756.37406881544
42711,199373.8764403447
44229,75334.7522310459
44210,66093.61687626273
44216,556975.6973949313
41746,820401.6107648691
41747,5764206.795714325
41739,1352877.5163350916
41740,252914.4903259194
41852,1718621.65175672
41741,7865906.476917493
41743,1188835.5889123317
41749,3768195.2956492514
41752,790648.2046048087
41753,702173.9008107266
41861,154422.18520100677
41843,32215.261235015176
41844,642373.7161335257
41863,382561.2087737167
41718,202706.99786704403
41719,1275182.5187412405
41720,137537.8993571831
41721,12501.328281142432
41722,406185.64589606255
41791,6382863.593146852
41792,7158923.986421238
44223,647108.2155484036
41723,473397.986552724
41724,490730.3480154936
41725,294795.24256226467
41726,213000.22896367803
41727,809445.269150755
41728,137015.1680030111
41729,519039.9761528024
41731,171219.2879952801
41732,85770.07828196113
41733,1977705.8776243462
41734,7403266.039951029
41735,1382711.249722155
41736,3397072.000474557
41737,9647990.702278769
41738,8265270.978556441
41846,540962.682722454
41848,13387182.467948245
41849,6031207.548872086
41850,15203217.177846551
41851,5572947.29823343
41853,1067198.0224403623
41854,1282848.777214599
41860,138989.23410980354
41862,779712.1598047117
41864,449215.5639765027
41866,115863.9100928116
41867,55069.41046523949
41828,1078955.3306342172
41829,2175912.962561311
41793,170289.43959885254
41794,3644588.496025578
41795,241805.71969578983
41796,1772504.0155453703
41797,183545.790432326
41798,5167028.406130042
41799,619171.6351074083
41800,598628.029747408
41801,9209151.80705723
41802,1884486.505162142
41820,1447896.1218055298
41821,276239.1842851445
41822,194326.64200161895
41823,15220036.416257817
41824,106877.09328468585
41825,4199481.119267832
41826,1380628.796258319
41827,846077.304075771
41804,53099.35231830852
41805,52796.64985904506
41806,553124.6820847099
41807,376493.1939422378
41808,124345.9782106737
41830,2127574.8714887765
41831,9654226.633018935
41809,55264.969232439165
41810,9607295.84909723
41811,1248921.3271453404
41812,281629.49395164504
41813,168690.11417298223
41814,499194.2016105403
41818,2857426.3258890808
41845,199539.60018716092
41855,44575.09808930044
41856,122843.60196977295
41857,1362130.1262104851
41858,2522523.756272309
41859,11329925.945284555
41871,4224245.343975895
41872,7418431.403949772
41873,1421202.0565527214
41874,9208410.704390228
41875,125181.78072995547
41877,2245511.3913552365
44206,11342.75982034156
42712,576533.9185088837
42730,16963.04323606612
42838,1365464.993602742
42838,328741.1404091089
44217,2520350.961326991
44218,404118.145517319
44225,1081366.4052346265
44226,535169.3811345448
44646,3369.349728777781
44219,70530.98117645424
44220,58073.07020221442
44221,1085887.899318631
44222,767206.9760724705
44224,383198.6123255331
42703,10172.309389030532
42704,855079.422330636
44647,481622.09314165055
44649,1417469.0779528106
44650,859082.0914352254
44651,540480.5710451385
42701,586892.0030848318
44608,3288.474766322063
42720,281936.2881883643
42721,543895.2740962312
44572,94328.5651727783
42716,202126.0376250659
42717,222314.73506394256
44595,141009.8830082241
42725,153407.74790400694
42726,410561.35825261916
42722,281591.1759181672
42723,311077.66640093626
42727,363091.5230464487
42728,419584.2476168146
42838,346715.34853163565
42838,253658.01889110252
44170,778232.1729201117
44171,14129.19331275905
44183,1265573.308378678
44186,751327.8581522896
44228,291419.451519523
44205,139552.8650492074
44211,85320.53535336847
44212,326725.34229252784
44213,285304.38901079743
44214,55375.704102516
44215,435484.3587525451
44656,82570.68457533918
44657,441164.8554641892
44609,112610.88329043631
44575,57999.594846149
44496,303784.2619870251
44576,8975.85104597736
44577,22529.725358749645
44610,5593.2927279608675
44611,634311.7451637452
44612,250289.8670984077
44613,239877.8209071994
44614,940969.5361823349
44596,120204.36791531347
44597,368866.5692908901
44598,594040.2407086726
44599,375947.08683459804
44514,760541.2751976673
44515,47569.59358577096
44607,57663.248570505086
44563,862574.7377172504
44564,34349.77047741134
44565,2213712.4550536005
44566,4890044.195424763
44567,481012.5576690575
44568,823362.0202270343
44569,505288.1350340609
44570,76271.85774198602
44571,760935.7993607426
44573,317303.8068190053
44574,215409.90226863028
44578,61158.14277527276
44579,272356.3847961708
44580,626082.6080639126
44581,866123.6424075186
44582,185131.7317267628
44583,358915.2576473257
44584,369904.6106671965
44585,289199.4496044894
44586,272135.38566341245
44587,523515.16932502046
44588,180200.4131456158
44589,2180060.184086411
44590,415851.5403545153
44591,1060054.6246528642
44592,2855367.598358518
44600,21748.66167352109
44601,22251.975900730937
44602,273811.5861045331
44603,419314.0491430531
44604,15472.573458577133
44605,307602.0969374759
44606,343789.1778825297
44615,51789.04791735738
44645,49095.199819943155
44618,140344.96656284702
44619,678382.4467554735
44620,91911.2040458237
44621,870618.5230445806
44640,276573.39844567206
44641,223144.35208444158
44642,151474.5364360344
44643,192849.33755433132
44644,2116.2879458764874
44652,129376.98895998248
44653,403978.35505802784
44654,9198.956296225186
44655,90132.8458609395
44666,1517876.624854267
44993,1299175.9793203417
44996,682221.8846345777
46864,3891668.801759554
46865,962617.9734150571
103055459,87003.09190585115
161470,430275.8350622625
63113,614705.3886612447
60125,295997.7808026428
60132,15760.37534519648
60142,1413140.536669204
60144,1330602.1071592523
60145,1495605.2231260824
60146,4068470.776710842
60147,95919.40557127382
60080,122343.425482584
60081,145990.53629945967
60082,116161.1581524396
60083,76543.61769815689
60084,43985.97451629682
60085,49870.74233819021
60151,5832.242978260177
60152,421769.45048611204
60153,412026.56291612395
60154,321417.9978146472
60092,200637.3733653154
60093,229225.164372412
60094,149342.89085463498
60160,1211405.6721035058
60088,142852.79519996804
60089,45630.87832640393
60090,111121.2793518418
60091,37218.79339649433
60098,2811.6657128086235
60162,12682711.431006422
60163,161375.46317132574
60164,46765.627159955875
60166,1409865.2544521168
60167,131375.91487750746
60168,434396.360735936
60099,82258.3436776566
60133,36884.50491023558
60134,1161512.8793700482
60135,221804.96274864
60136,1426323.9605185038
60137,486656.0732121217
60138,338797.6410041977
60139,2351087.4422772843
60140,5102370.296537839
60097,18161.929769466733
60108,968787.100215174
60100,38373.79136671389
60101,41327.57990007533
60102,436986.88689942705
60109,2941001.5150145083
60110,95618.49476810679
60111,1189124.7331014983
60112,385342.7945567483
60113,724713.8362864661
60115,2929130.008625773
60116,111353.16961438346
60117,2017782.6311919882
60118,4049.3803070277067
60119,477185.40379676124
60120,1193214.079127011
60121,5655163.257789606
60103,31887.83020604554
60104,35573.546037855536
60105,394258.480449816
60106,49269.78524882742
60155,5089.422188558955
60156,187946.78021472978
60157,310628.25590771
60158,8091.453648815741
60158,734341.2616455356
60176,5864.307680155869
60177,419953.32985573466
60234,1129112.713604943
60235,963596.3684474248
60236,2113287.5875094063
60237,1106332.3161065758
60179,3306.455261668948
60180,132451.0132752125
60182,1482203.7348751714
60183,447236.5904650466
60184,246219.4705688591
60185,872043.1981740372
60186,243996.5922910491
60187,3867465.723528485
60188,704125.1770057994
60189,1691991.5295006738
60190,1184938.213241794
60191,905443.2321124736
60192,1128412.6592522615
60193,388836.1007562734
60194,1203755.6288979684
60195,283990.26877913723
60196,1243810.8874238005
60197,1269202.353248808
60198,1095610.0862210616
60201,2629320.765177186
60202,1524698.8965117722
60203,606591.8375488608
60204,2925433.4594765585
60205,86144.86063329631
60206,159613.0925799645
60208,595321.168081417
60209,2133291.608573503
60210,230221072.8183677
60211,285748.11615832814
60212,576738.6306725407
60213,7108820.3569899835
60214,1045951.8667971923
60215,8770821.348282654
60217,3710040.208051645
60218,616491.2816329538
60219,3015997.7267899574
60220,3446688.812366426
60223,5067049.7316412395
60225,185338539.86605892
60226,29379.962433213837
60227,880742.9661509603
60228,119286.56931543465
60229,417254.4907712159
60230,29683.26617790099
60231,771463.0596662596
60232,924219.6839053642
60238,17879.05500963944
60239,899960.5945394286
60240,16640.201554163003
60241,1071988.1808972463
60242,3527042.9676693273
60243,216952.0983480435
60244,622981.3983217011
60245,1898368.1133882205
60246,589905.4843920934
60247,565215.0996610705
60248,1591708.5520282462
61399,13637.80729224838
61400,359128.55891548516
61401,25159.08941652198
61405,306688.0797680832
61406,77090.79330251274
61407,3403532.370526326
61408,3271674.192103582
61416,1786008.3995553136
61417,2643439.258020203
61418,3627743.1339874845
61398,349938.27630855027
61402,125455.26343011361
61403,370268.7605906291
61404,136418.00762547963
61419,154705.02110889947
161629,219628.20650827582
63121,193163.73824566102
63123,1919321.6598204563
63124,12023.7433846949
63125,201210.47458041232
63129,689530.2884209349
63130,537232.7050639617
63131,1138427.6528300825
63132,1207944.251034345
63134,1427.3586340996414
63135,11814.186049160231
63128,1524673.0018409549
63100,1778603.3247528262
63101,263753.2673656736
63102,749382.4136527906
63103,979113.3637305571
63104,779838.3046550681
63106,5390.896972662636
63107,2000699.575152297
63108,1046416.2730914672
63109,210778.25563551422
63110,501830.775064048
63111,828149.7240637065
63112,936163.4309285661
63115,41554.45017358721
63137,14879.391974015462
63116,417981.16627734597
63117,941210.5844115234
63118,642710.2484113465
63119,10367986.563908385
63120,1518792.4039266524
63126,64291.569366262884
63127,2871702.0028523966
63140,164598.48365045775
63142,614165.0481335334
63143,749049.1950192609
63144,1134222.6056461004
63145,520187.70209595776
63146,2468593.1754168053
63147,801332.326110143
63148,45016.03357552009
63149,35029.25753640718
63150,313724.42318947555
63159,46824.614644798145
63151,207013.3888625267
63152,4541311.802985008
63153,3914234.4213141482
63154,12007.243568229163
63155,137050.44266073563
63157,236162.15451118053
63158,140203.81272472246
63160,154801.3059400697
63161,229353.25554198405
63162,170306.7555590707
63164,14119.178101669402
63165,252373.14625592585
63166,37120.77811520366
63167,12922.181187244314
64442,354.4146025590743
161630,1420763.2186951628
161631,306354.2506861028
161643,281210.7317303856
161645,1330906.837552951
161651,85398.07962098919
161658,351173.9765931838
161648,1332853.6707066516
161650,235221.66201077568
161660,7169.178692865493
161661,2504469.480874261
161662,1238361.8842322447
161677,19947.816241332173
161680,1346886.0179962006
161691,1929321.2547650207
161692,11335822.624465335
161696,191532808.90724954
161697,59828.112208944825
161699,2752593.472251825
161636,1128455.0688111342
161640,948013.4788666978
161334,473496.7977586475
161335,249885.6147961978
161339,1384296.8647089743
161357,1711002.1207983526
161738,636570.1446113437
161743,258345.65356077434
161380,10437.230226898982
161371,670256.7539794587
161373,643303.4600353126
161747,117576.42581948111
161748,342938.90561657504
161532,432290.88019045495
161535,586132.3753147313
158616,107327.13653557484
161674,3506130.980824917
161676,949196.9471950548
161321,2221361.556332697
161324,168744.90373728835
161325,1468579.8526232815
161326,604088.3056393466
161328,2251871.059232249
161329,635692.5833207916
161330,240731.87407260312
161336,1613969.5986417946
161342,1678765.7065751704
161343,158051.6335309828
161344,682473.8865392741
161346,147974.15964983142
161737,3404401.7824484725
161355,1133522.6574393215
161740,7069.412699184465
161742,94293.01217659657
161317,129879.45099286611
161375,3768382.0074669905
161376,8930556.611602155
161378,4145417.8427774957
161318,279140.92322018754
161320,192549.02419846682
161351,347394.75570593163
161352,5689554.617726913
161354,607827.8801446133
161381,2771417.357640093
161383,222748.09445094425
161386,230906.63199970676
161744,8857725.789953949
161746,111869.8016683501
161366,657883.6826023684
161370,640310.8304331733
161393,482823.08505839884
161395,1485374.9633367558
161396,77861.82006645229
161397,1865779.2390743934
161398,4094068.391769282
161402,638853.2115547807
161403,6088553.843499261
161406,1331487.925421223
161409,348443.21597121214
161411,320766.69809315394
161428,6297.500569629146
161530,427281.1722230393
161413,44667.43187342849
161566,924676.1597529193
161418,325806.2097448392
161451,182371.24389705728
161452,4141284.2602453474
161419,199034.74866565896
161421,59184.956968313985
161454,2156333.321688606
161423,320570.9294393324
161457,334336.58806516876
161424,139492.86136016977
161425,2107517.690478551
161497,355009.99220089056
161429,53374.378628924045
161431,9753804.680477021
161434,760735.920189979
161443,5040414.747718471
161449,566706.6285835357
161502,2048.1715538302888
161459,53957.71140848378
161461,2228038.280297509
161462,140882.9097024861
161464,2206139.913369609
161465,138076.36532848718
161466,445621.905989419
161468,1941338.5421120315
161510,272297.6417386693
161469,6250.532410218437
161475,72112.7616004744
161477,685633.376205862
161513,2596284.8384793387
161479,1439129.2316680765
161480,2187202.1375131584
161484,4292197.084349008
161485,2130093.8607202787
161486,736470.7440869778
161487,700080.5517000523
161489,273205.37486658874
161495,686345.2894527962
161496,725105.2532150765
161504,39960.569497212724
161505,761156.6450983004
161508,379135.5757568818
161515,1132173.0615478756
161518,1646051.729822398
161519,1054684.0663704064
161520,745303.0340052014
161523,230423.066313951
161524,1469110.150314237
161526,10593462.413545888
161536,53743.2943743639
161539,1601073.9845983095
161540,631071.3374417878
161541,8796.587029825865
161542,2160024.367440394
161544,265006.35843061435
161546,166992.20476019187
161547,1089451.5031128516
161552,437116.5266710475
161553,619797.4459725724
161555,331388.0791479814
161557,2070676.7536931725
161558,1585301.2461404344
161605,416416.3976506994
161560,658885.9974679203
161566,759499.7108184226
161566,1135489.8415432924
161566,946829.9868507902
161566,1105970.5459392082
161563,3002482.150376733
161564,5782113.008361619
161566,1055802.5334981023
161566,536264.7529122401
161607,2785932.4728019335
161566,129111.91273150798
161567,180407.05696456978
161568,1029456.1063216449
161569,4005238.041341013
161570,3458609.986574425
161571,26253.563202018246
161580,5227201.781916727
161582,1797647.783875703
161583,40529.384541290514
161594,2319613.1526945243
161595,760960.6039994435
161596,329016.75326487975
161597,121085240.56005576
161598,23146.29862303452
161599,2988980.092721423
161589,1783299.8573352543
161590,9066766.584637122
161611,68495.15123671228
161633,2708040.735399577
161614,148377.1290289622
161615,5372775.158531771
161634,1469340.0631371853
161635,1715054.2792262014
161618,214182.06516845778
161619,812094.1100515227
161709,866574.2813592611
161620,44824.505899540316
161621,1937921.646630992
161622,559326.7300562146
161623,1096369.627677393
161626,2102085.750831062
161628,618483.7804162141
161653,203836.74333815346
161655,372786.1447470083
161656,300021.0605976379
161664,75800.60110014839
161666,210567.3230071843
161667,5665.661658393293
161639,51557.69841271849
161668,2029.2529865137178
161728,991348.7174805733
161673,923519.4519442111
161730,172109.9553121239
161713,509090.1651833711
161714,1767258.6083114098
161715,2158323.4968290976
161716,460483.7942145558
161685,669877.9352178203
161686,391180.65056743944
161689,192305.47584333734
161703,321790.0433346341
161705,1245143.7837816468
161707,1459587.5323859572
161731,5309180.399622481
161735,1802262.4360994927
161725,168553.092750401
165290,124242.12586002029
161349,472831.3646334202
195319,30832.407433090273
195320,163919.42944183838
195320,227811.36900932557
195428,3215.2590377860884
195429,619110.7330497127
195446,71255.71911249567
195478,66617.97700557279
195423,4884.594036542058
195424,4884.594036542058
195426,191383.26453054475
195427,230884.59408704436
195430,707591.0276716087
195431,374189.5859873594
195432,346098.5395694085
195433,566281.5273837941
195434,223591.27857338634
195435,654173.8732795794
195436,13897.809405055274
195437,263.9441619392119
195438,19635.36922338207
195439,59748.32332567095
195442,72266.69592666958
195444,422920.19918854436
195448,191848.0289718933
195452,58425.182613189936
195454,15393.724971134243
195455,2310680.1014494603
195456,7052840.788767796
195457,194910.27154764676
195459,64091030.675431296
195460,330561.7764803993
195462,921487.4186522042
195463,3268.67951964096
195464,842111.7526845053
195465,611050.4344040765
195466,72609.02549436952
195467,146636.1140512681
195468,80680.58251216287
195470,292031.4889100605
195471,324244.6051599732
195487,684527.313138766
195488,4649220.922149632
195477,318249.2361444051
195485,209915.816304859
195486,24038.33755118653
198921,184985621.16467828
199932,735784.244486428
14134315,361714.41787744063
14134315,361714.41787744063
14134429,433129.8765859331
14134431,1050692.7977241196
18584848,48233.47597189543
18584848,46289.12439077279
18584848,1870463.8665709454
18584848,840126.8144782814
18584848,284408.29151314194
18584848,189945.7953846235
18584848,67464.3149545326
18584848,648583.734698399
18584848,635909.9807275417
18584848,17034.67912296857
18584848,17786.068711616055
18584848,2745067.222013687
18584848,230082.58336738302
42566169,22704347.21377413
42566169,22704347.21377413
43270317,829073.3882369042
70681387,84450.58041901766
70682232,3950506.7448356966
70686656,1275562.659232267
70688138,306038.4981014817
70688138,306038.4981014817
70688333,281437.1151897751
80671020,121670.9903677502
84784918,8522577.946242563
84785231,1596136.4886705189
84785231,1596136.4886705189
91209505,11769061.055659698
3851,20813144.360956293
3852,13788423.36881953
3853,21432383.0892452
3854,10969858.85982184
3855,278228629.39526284
39368,15269679.61651512
39416,534344.4016030321
39418,1748622.5797205248
41837,890415.918902698
41839,581445.6360145132
39366,10976814.869003056
39369,5764847.295506457
10030,12416636.718161268
41833,7996435.029362465
41832,11600934.107752923
41835,12609367.86574255
41836,11116989.809923302
41838,360277.97763021453
41840,1191599.1367259314
41841,127258.900796165
41842,643196.3309059017
18374,19457.429973249586
155108,1794652.3075314078
155109,175645.24574240338
154829,1292894.6105074475
155086,1965579.4925596092
155099,863504.785736801
155156,170306.74681363287
154753,150182.91665571232
155103,8462.624672858556
155121,227667.6733663509
155270,2764365.331501776
155167,2514688.289283817
155174,150842.11666558668
155186,12416900.495277092
155237,2382087.4040543055
155248,165713.9174626637
155263,368959.3597382055
155321,607546.8732271018
155327,148668.4984861062
154775,904671.4769875733
154763,44916.56144734528
154943,112232.12595946282
154947,2576136.6282794066
155013,1297446.136971267
154811,11417.114744731538
154817,170306.74681810656
154643,11900407.779088182
154834,404919.501367667
154700,172471.42572590697
154713,152448.7833550033
154837,187220.48874982816
154796,132377.7266735721
154849,6713191.727890927
154926,49930.21430607266
154927,129410.85912063504
154957,157022.89012230802
154958,1654852.4429071897
154972,1065361.2426958478
154986,11726.381306785986
178918,115908.85048289727
155019,14207.913981597196
155029,5762392.370615691
155034,7316587.3881575195
155059,379955.19487773854
155194,191463.31052210007
178921,107164.28473130072
178916,582156.3154485441
178917,368434.4596044578
178919,2132461.18318788
178920,411073.0635467675
178949,3958459.2657568534
178950,3511301.983660449
178951,1300827.9288361748
178952,140636.03192168399
178953,190178.33015717653
179065,454445.25619327964
179063,292771.24308100576
179066,558758.4969699478
179067,307531.043037467
179068,365593.8355423939
179069,224714.26166708002
179070,274596.7251005136
179072,127869.4383608696
179074,2613274.865293148
179075,238900.18590264887
178985,1961420.4090812372
183521,1005700.9491122493
178990,641628.4607161056
178995,490402.1261713069
183959,27704.460126986905
158632,7738467.561186213
185157,914760.4637550126
185158,304746.755517425
183875,381846.57191858726
183280,149392.13036891114
183924,177557.5762334141
183303,290882.7991201301
185137,307634.6407145991
183968,32598.791345008132
179079,489324.155973683
179080,1757441.2202848264
185153,139074.64568217954
178908,34028.5862842846
178909,558117.4055678252
178910,1845309.9218191607
178911,18158.03269141159
178912,507132.9533658393
178913,2215113.80681918
178914,114651.49372640271
178915,2614043.849175894
178903,941433.579610423
178948,593230.1842604458
179035,326350.21903041145
179041,87089.02035697374
179057,1186951.206762382
179107,33723.765518549524
179108,471666.0708553479
179109,4758861.593564147
179110,130156.4908292593
179111,5302212.982496242
179112,6311736.224398172
179078,126658.64392013436
178979,3458411.440674644
178980,105860.29739522617
178904,497106.6127718904
172376,999984.4455634587
172447,1860201.9696903822
172487,19568421.433359317
179013,36150.82055553952
179015,537219.4865552369
179018,807.2405617085442
179042,1061639.8119687517
179014,650705.0022236066
179016,275560.9835426985
179017,187348.7233236634
179019,1972864.9010834405
179020,863255.7142037848
179043,3469308.0104783513
178889,3330586.499602595
178890,295248.1859956827
178905,121881.70730918554
178923,114763.36540929259
178924,653746.7770724599
178925,312401.9445125772
178928,704631.5427384512
178937,477579.28763411916
178965,490402.1261713069
178978,2997647.3674170715
179047,7731.38655918122
178891,174903.21379713636
178892,7994061.948399455
179044,2002512.1830237987
178906,124216.87752498782
178907,163762.36124066604
178926,80933.2510369209
178927,95936.45102010795
178929,601734.1870485928
178930,692919.0076818073
178935,635674.2796521973
178936,471666.0708553479
178963,1911077.958854168
178966,30752.15642563734
178967,434695.89470665855
178968,94807.28140431916
178969,550583.0584494404
178970,616448.4762717087
178971,103552.64820844577
178972,424871.9258263707
178973,142505.16557590244
178974,103433.62406242789
178976,111505.33038060837
178977,57203.60091510927
178981,676634.6515556555
179045,1002474.5853667259
179046,124576.23228063395
179048,235311.82333928032
179049,326238.0107805442
179058,104924.21168133043
178982,33646.8634038621
178983,101485.53230002186
