am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
Fis-32552,155008,Myripristis seychellensis,Seychelles Soldier,LC,0
Fis-32554,187785,Coris venusta,Elegant coris,LC,0
Fis-26708,187602,Coris flavovittata,Yellowstripe coris,LC,0
Fis-26709,187799,Stethojulis balteata,Orange band wrasse,LC,0
Fis-123153,190718,Chlorurus perspicillatus,Spectacled Parrotfish,LC,0
Fis-26749,165661,Parachaetodon ocellatus,Sixspine Butterflyfish,LC,0
Fis-26750,154882,Dicrolene multifilis,Slender Brotula,LC,0
Fis-32574,155183,Paralichthodes algoensis,Peppered Flounder,LC,0
Fis-26756,165873,Pomacanthus annularis,Bluering Angelfish,LC,0
Fis-26757,165833,Pomacanthus maculosus,Yellowbar Angelfish,LC,0
Fis-26760,190733,Hipposcarus harid,Candelamoa Parrotfish,LC,0
Fis-123148,190699,Chlorurus atrilunula,Bluemoon Parrotfish,LC,0
Fis-26761,190766,Scarus caudofasciatus,Redbarred Parrotfish,LC,0
Fis-123150,190692,Chlorurus enneacanthus,Captain Parrotfish,LC,0
Fis-26762,190722,Scarus falcipinnis,Sicklefin Parrotfish,LC,0
Fis-32579,190706,Scarus russelii,Eclipse Parrotfish,LC,0
Fis-32580,190700,Scarus scaber,Five-saddle Parrotfish,LC,0
Fis-26763,154971,Scarus viridifucatus,Greenlip Parrotfish,LC,0
Fis-32596,154956,Zeus capensis,Cape Dory,LC,0
Fis-32598,161401,Dasyatis thetidis,NA,LC,0
Fis-32599,39393,Pristis zijsron,Green Sawfish,CR,0.8
Fis-131829,44609,Dipturus pullopunctatus,Slimeskate,LC,0
Fis-132550,161492,Leucoraja wallacei,Yellospotted Skate,LC,0
Fis-32608,60164,Acroteriobatus blochii,Bluntnose Guitarfish,LC,0
Fis-32611,60129,Rhinoptera javanica,Javanese Cownose Ray,VU,0.4
Fis-32632,4362,Chaetodon marleyi,Doublesash Butterflyfish,LC,0
Fis-32633,165607,Chaetodon falcula,Indian Double-saddle Butterflyfish,LC,0
Fis-32634,165709,Chaetodon blackburnii,Blackburn's Butterflyfish,LC,0
Fis-26804,187779,Thalassoma hebraicum,Goldbar wrasse,LC,0
Fis-32637,187691,Halichoeres lapillus,Jewelled wrasse,LC,0
Fis-26806,187684,Pteragogus flagellifer,Cocktail wrasse,LC,0
Fis-32638,187651,Pteragogus pelycus,Sideburn wrasse,LC,0
Fis-26807,187795,Pteragogus taeniops,Cheekbar wrasse,LC,0
Fis-26808,187632,Stethojulis albovittata,Blue-lined wrasse,LC,0
Fis-26809,155006,Coris caudimacula,Tailspot Wrasse,LC,0
Fis-26815,166077,Eleotris fusca,Brown Spinecheek Gudgeon,LC,0
Fis-26816,3381,Butis butis,Crimson-tipped Gudgeon,LC,0
Fis-26830,166552,Pisodonophis boro,NA,LC,0
Fis-32647,154680,Dentex barnardi,Barnard's Dentex,LC,0
Fis-32653,165610,Chaetodon leucopleura,Somali Butterflyfish,LC,0
Fis-26866,154933,Tetrosomus gibbosus,Humpback Turretfish,LC,0
Fis-26885,167710,Odontesthes regia,Chilean silverside,LC,0
Fis-32706,154935,Anacanthus barbatus,Bearded Leatherjacket,LC,0
Fis-32714,196052,Myxine circifrons,Whiteface Hagfish,LC,0
Fis-32715,183821,Ogcocephalus darwini,Galápagos batfish,LC,0
Fis-170316,193318,Apogon hyalosoma,Mangrove Cardinalfish,LC,0
Fis-26901,14051,Mycteroperca olfax,Colorado Grouper,VU,0.4
Fis-26902,60160,Telatrygon zugei,Sharpnose Stingray,NT,0.2
Fis-32717,183921,Muraena lentiginosa,Jewel moray,LC,0
Fis-26904,183822,Halichoeres dispilus,Chameleon wrasse,LC,0
Fis-26906,39389,Anoxypristis cuspidata,Narrow Sawfish,EN,0.6
Fis-32722,183263,Synodus lacertinus,Calico lizardfish,LC,0
Fis-26911,183593,Porichthys margaritatus,Pearlspot midshipman,LC,0
Fis-32725,183656,Ancylopsetta dendritica,Threespot Sand Flounder,LC,0
Fis-26914,183298,Pseudobalistes naufragium,Stone Triggerfish,LC,0
Fis-32731,155261,Brachypleura novaezeelandiae,Yellow-dappled Flounder,LC,0
Fis-26922,183397,Abudefduf troschelii,Panama sergeant major,LC,0
Fis-169083,183680,Genyatremus dovii,Blackbarred Grunt,LC,0
Fis-26928,183489,Anisotremus interruptus,Burrito Grunt,LC,0
Fis-169086,183208,Genyatremus pacifici,Carruco Grunt,LC,0
Fis-26930,183256,Anisotremus scapularis,Roncador Peruano,LC,0
Fis-32737,183640,Apogon dovii,Tailspot Cardinalfish,LC,0
Fis-26931,183545,Bathygobius andrei,Chalaco,LC,0
Fis-32739,183649,Bathygobius ramosus,Panamic frillfin,LC,0
Fis-26932,60117,Gymnura poecilura,Longtail Butterfly Ray,NT,0.2
Fis-26936,154736,Minous quincarinatus,Whitetail Goblinfish,LC,0
Fis-26938,183425,Hypsoblennius brevipinnis,Barnacle Blenny,LC,0
Fis-26939,183624,Bodianus diplotaenia,Streamer hogfish,LC,0
Fis-26941,183539,Bodianus eclancheri,Galápagos hogfish,LC,0
Fis-32743,183947,Bollmannia chlamydes,Góbido cabezón,LC,0
Fis-32745,155205,Caulolatilus affinis,Bighead Tilefish,LC,0
Fis-32747,165635,Chaetodon humeralis,Three-banded Butterflyfish,LC,0
Fis-32748,183653,Chromis atrilobata,Scissortail damselfish,LC,0
Fis-26943,155172,Pontinus macrocephalus,Large-headed Scorpionfish,LC,0
Fis-26945,155078,Pterygotrigla hemisticta,Blackspotted Gurnard,LC,0
Fis-26946,183375,Echidna nocturna,Palenose moray,LC,0
Fis-32753,178111,Fistularia corneta,Pacific Cornetfish,LC,0
Fis-26949,155039,Saurenchelys fierasfer,Blacktail Buckbill Eel,LC,0
Fis-26950,183490,Gobiosoma paradoxum,Paradox goby,LC,0
Fis-32755,165880,Holacanthus passer,King Angelfish,LC,0
Fis-32756,183854,Labrisomus multiporosus,Porehead Blenny,LC,0
Fis-32757,183840,Labrisomus xanti,Largemouth Blenny,LC,0
Fis-32758,184041,Myrichthys tigrinus,Spotted snake-eel,LC,0
Fis-32760,183308,Ophioblennius steindachneri,Large-banded Blenny,LC,0
Fis-32761,154632,Uranoscopus oligolepis,Drab Nackednape Stargazer,LC,0
Fis-32762,187809,Xiphocheilus typus,Blue-toothed tuskfish,LC,0
Fis-26961,166900,Hyporhamphus limbatus,Congaturi Halfbeak,LC,0
Fis-10984,183412,Haemulon maculicauda,Spottail grunt,LC,0
Fis-26969,183788,Paraclinus mexicanus,Mexican Blenny,LC,0
Fis-26970,132822,Paranthias colonus,Pacific Creole-fish,LC,0
Fis-32765,178074,Parapsettus panamensis,Panama Spadefish,LC,0
Fis-17284,183444,Pareques viola,Gungo highhat,LC,0
Fis-26971,165889,Pomacanthus zonipectus,Cortez Angelfish,LC,0
Fis-32766,20316,Solegnathus lettiensis,NA,VU,0.4
Fis-26972,155076,Halichoeres notospilus,Banded Wrasse,LC,0
Fis-32767,183938,Rypticus nigripinnis,Blackfin Soapfish,LC,0
Fis-32768,183940,Scorpaena histrio,Player Scorpionfish,LC,0
Fis-10993,183491,Scorpaena mystes,Pacific Spotted Scorpionfish,LC,0
Fis-32769,183691,Xenichthys xanti,Longfin salema,LC,0
Fis-32770,178107,Sphyraena idiastes,Pelican Barracuda,LC,0
Fis-32807,183839,Scarus perrico,Bumphead Parrotfish,LC,0
Fis-26994,154822,Pterotolithus maculatus,Blotched Tiger-toothed Croaker,LC,0
Fis-119366,190746,Chlorurus oedema,Knothead Parrotfish,LC,0
Fis-32809,44993,Discopyge tschudii,Apron Ray,NT,0.2
Fis-26997,63107,Callorhinchus callorynchus,American Elephantfish,LC,0
Fis-26998,187568,Choerodon oligacanthus,White-patch tuskfish,LC,0
Fis-32845,154781,Coryphaenoides ariommus,Humboldt Grenadier,LC,0
Fis-32850,154890,Coryphaenoides subserrulatus,Four Rayed Rattail,LC,0
Fis-27037,154754,Mataeocephalus tenuicauda,Slendertail Grenadier,LC,0
Fis-32869,155321,Helcogramma decurrens,Black-throated Triplefin,LC,0
Fis-32872,154849,Helcogramma springeri,Springer's Triplefin,LC,0
Fis-32874,154626,Helcogramma striata,Tropical Striped Triplefin,LC,0
Fis-170331,155064,Apogon notatus,Spotnape Cardinalfish,LC,0
Fis-32916,155301,Rhinomuraena quaesita,Ribbon Moray,LC,0
Fis-32960,60122,Myliobatis australis,NA,LC,0
Fis-32967,180142,Zebrias lucapensis,NA,VU,0.4
Fis-27124,165843,Genicanthus melanospilos,Spotbreast Angelfish,LC,0
Fis-27125,165872,Genicanthus watanabei,Blackedged Angelfish,LC,0
Fis-27126,196016,Eptatretus burgeri,Inshore Hagfish,NT,0.2
Fis-27127,196026,Eptatretus hexatrema,Sixgill Hagfish,LC,0
Fis-27129,196086,Paramyxine springeri,Gulf Hagfish,LC,0
Fis-32970,196049,Myxine affinis,Patagonian Hagfish,LC,0
Fis-32973,161317,Benthobatis marcida,Deepsea Blind Ray,LC,0
Fis-27132,61403,Diplobatis ommata,Ocellated Electric Ray,VU,0.4
Fis-139820,41828,Hypnos monopterygius,Coffin Ray,LC,0
Fis-27135,132764,Alphestes afer,Mutton Hamlet,LC,0
Fis-32974,132754,Alphestes immaculatus,Pacific Mutton Hamlet,LC,0
Fis-32975,41848,Rhina ancylostoma,Bowmouth Guitarfish,VU,0.4
Fis-159583,60166,Glaucostegus granulatus,Sharpnose Guitarfish,VU,0.4
Fis-140168,41064,Pseudobatos horkelii,Brazilian Guitarfish,CR,0.8
Fis-27163,132733,Cephalopholis panamensis,Pacific Graysby,LC,0
Fis-32986,165838,Centropyge colini,Cocos-Keeling Angelfish,LC,0
Fis-27186,132806,Cephalopholis fulva,Coney,LC,0
Fis-33010,196060,Myxine ios,White-headed Hagfish,LC,0
Fis-12913,161320,Rhinobatos albomaculatus,White-spotted Guitarfish,VU,0.4
Fis-33026,154883,Pelotretis flavilatus,New Zealand Lemon Sole,LC,0
Fis-33049,161409,Rhinobatos irvinei,Spineback Guitarfish,VU,0.4
Fis-54405,63126,Malacoraja spinacidermis,Roughskin Skate,LC,0
Fis-33074,165654,Chaetodon dolosus,Blackedged Butterflyfish,LC,0
Fis-33079,63120,Raja asterias,Starry Skate,NT,0.2
Fis-33082,165666,Chaetodon mitratus,Indian Butterflyfish,LC,0
Fis-33084,161339,Raja radula,Rough Skate,EN,0.6
Fis-59414,165612,Chaetodon zanzibarensis,Zanzibar Butterflyfish,LC,0
Fis-131803,161345,Rajella bathyphila,Deepwater Skate,LC,0
Fis-132544,161371,Rajella bigelowi,Bigelow's Skate,LC,0
Fis-131897,44651,Rajella dissimilis,Ghost Skate,LC,0
Fis-170052,44619,Rajella leopardus,Leopard Skate,LC,0
Fis-27224,18584848,Pristis pristis,Largetooth Sawfish,CR,0.8
Fis-27230,154929,Benthocometes robustus,Robust Cusk-eel,LC,0
Fis-27240,60119,Aetobatus flagellum,Longhead Eagle Ray,EN,0.6
Fis-27241,161463,Rhinoptera marginata,Lusitanian Cownose Ray,NT,0.2
Fis-27249,63104,Hydrolagus mirabilis,Large-eyed Rabbitfish,NT,0.2
Fis-33128,154798,Thalassobathia pelagica,NA,LC,0
Fis-33129,60145,Rhinochimaera atlantica,Straightnose Rabbitfish,LC,0
Fis-27266,155107,Monopenchelys acuta,Redface Eel,LC,0
Fis-27280,154673,Bathyuroconger vicinus,Large-toothed Conger,LC,0
Fis-133336,155190,Simenchelys parasitica,Snubnosed Eel,LC,0
Fis-33179,155246,Synaphobranchus kaupii,Kaup's Arrowtooth Eel,LC,0
Fis-33202,194816,Bathypterois mediterraneus,Spiderfish,LC,0
Fis-27319,132767,Dermatolepis dermatolepis,Leather Bass,LC,0
Fis-27320,187522,Symphodus bailloni,Baillon's Wrasse,LC,0
Fis-33242,194882,Pomatoschistus bathi,Gobi de Bath,LC,0
Fis-27325,194884,Pomatoschistus quagga,Quagga Goby,LC,0
Fis-27331,132742,Cephalopholis nigri,Niger Hind,LC,0
Fis-163774,132730,Hyporthodus acanthistius,Rooster Hind,LC,0
Fis-27336,161589,Platyrhina sinensis,Fanray,VU,0.4
Fis-33251,44686,Epinephelus cifuentesi,Olive Grouper,NT,0.2
Fis-27342,155083,Centropyge acanthops,Flameback Angelfish,LC,0
Fis-33258,180926,Ambassis miops,Flag-tailed Glassfish,LC,0
Fis-33259,155201,Ambassis urotaenia,Bleeker's Glass Perchlet,LC,0
Fis-33262,154937,Erisphex pottii,Spotted Velvetfish,LC,0
Fis-27351,63127,Bathyraja richardsoni,Richardson’s Skate,LC,0
Fis-131718,161666,Neoraja caerulea,Blue Pygmy Skate,LC,0
Fis-131852,63119,Amblyraja hyperborea,Arctic Skate,LC,0
Fis-33294,161673,Raja polystigma,Speckled Skate,LC,0
Fis-27382,132830,Mycteroperca acutirostris,Comb Grouper,LC,0
Fis-33369,14052,Mycteroperca prionura,Sawtail Grouper,NT,0.2
Fis-27393,14053,Mycteroperca rosacea,Leopard Grouper,VU,0.4
Fis-27428,172497,Zenarchopterus dispar,Feathered River-garfish,LC,0
Fis-33712,172415,Ambassis dussumieri,Malabar Glassy Perchlet,LC,0
Fis-33714,178100,Priacanthus alalaua,Alalaua,LC,0
Fis-17253,16012,Favonigobius reichei,Indo-pacific Tropical Sand Goby,LC,0
Fis-152317,9266,Psammogobius biocellatus,Sleepy Goby,LC,0
Fis-27571,154848,Gnatholepis cauerensis,Eyebar Goby,LC,0
Fis-125127,182933,Gobioides sagitta,NA,LC,0
Fis-59241,15239,Oxyurichthys keiensis,Kei Goby,LC,0
Fis-33742,194902,Cyclothone pygmaea,NA,LC,0
Fis-27595,196371,Sicyopterus lagocephalus,NA,LC,0
Fis-19607,196382,Stenogobius genivittatus,NA,LC,0
Fis-27602,181797,Dormitator lebretonis,Sleeper Goby,LC,0
Fis-27603,182363,Bostrychus africanus,NA,LC,0
Fis-33751,7135,Eleotris melanosoma,Broadhead Sleeper,LC,0
Fis-27612,188101,Ophiocara porocephala,Spangled Gudgeon,LC,0
Fis-33774,196051,Myxine capensis,Cape Hagfish,LC,0
Fis-33775,161746,Heteronarce garmani,Natal Electric Ray,VU,0.4
Fis-27676,41717,Aetomylaeus nichofii,NA,VU,0.4
Fis-131805,44618,Rajella caudaspinosa,Munchkin Skate,NT,0.2
Fis-33788,154815,Astronesthes richardsoni,Richardson's Snaggletooth,LC,0
Fis-27708,155289,Schedophilus pemarco,Pemarco Blackfish,LC,0
Fis-33809,4364,Chaetodon robustus,Three-banded Butterflyfish,LC,0
Fis-27728,155260,Benthosema pterotum,Skinnycheek Lanternfish,LC,0
Fis-33842,154748,Lophius vomerinus,Cape Monk,NT,0.2
Fis-33852,154878,Pomacentrus smithi,Smith's Damsel,LC,0
Fis-33854,154888,Pomacentrus wardi,Ward's Damsel,LC,0
Fis-27746,165720,Chelmonops truncatus,Truncate Coralfish,LC,0
Fis-27747,155193,Coradion melanopus,Twospot Coralfish,LC,0
Fis-33858,155084,Champsodon capensis,Gaper,LC,0
Fis-33881,165648,Chaetodon decussatus,Indian vagabond Butterflyfish,LC,0
Fis-60987,155164,Polydactylus microstomus,Small-mouthed Threadfin,LC,0
Fis-27804,183932,Achirus mazatlanus,Mazatlan Sole,LC,0
Fis-27805,183874,Diapterus peruvianus,Peruvian mojarra,LC,0
Fis-27817,165850,Chaetodontoplus melanosoma,Black-velvet Angelfish,LC,0
Fis-155103,187623,Iniistius dea,Black-spot tuskfish,LC,0
Fis-27837,169353,Johnius coitor,Big-eyed Jewfish,LC,0
Fis-27838,187419,Choerodon zamboangae,Purple eyebrowed tuskfish,LC,0
Fis-27843,21994,Torquigener brevipinnis,Yellow-stripe Toadfish,LC,0
Fis-27844,183528,Paralichthys adspersus,Fine flounder,LC,0
Fis-27845,187797,Leptojulis cyanopleura,Shoulder-spot wrasse,LC,0
Fis-34043,154615,Laeops guentheri,Günther's Flounder,LC,0
Fis-34097,154924,Notopogon macrosolen,Longsnout Bellowfish,LC,0
Fis-27890,155111,Congiopodus torvus,Smooth Horsefish,LC,0
Fis-27908,154915,Teixeirichthys jordani,Jordan's Damsel,LC,0
Fis-27944,165870,Chaetodontoplus conspicillatus,Conspicuous Angelfish,LC,0
Fis-27945,165857,Chaetodontoplus duboulayi,Scribbled Angelfish,LC,0
Fis-27948,165881,Chaetodontoplus personifer,Blueface Angelfish,LC,0
Fis-27963,187430,Choerodon cephalotes,Purple tuskfish,LC,0
Fis-34182,165891,Chaetodontoplus meredithi,Queensland Yellowtail Angelfish,LC,0
Fis-34183,187400,Choerodon vitta,Redstripe tuskfish,LC,0
Fis-34191,165855,Centropyge eibli,Blacktail Angelfish,LC,0
Fis-28014,165853,Apolemichthys xanthotis,Yellow-ear Angelfish,LC,0
Fis-28015,165844,Apolemichthys xanthurus,Yellowtail Angelfish,LC,0
Fis-34233,165865,Centropyge aurantonotus,Flameback Angelfish,LC,0
Fis-34246,165895,Centropyge flavipectoralis,Yellowfin Angelfish,LC,0
Fis-34247,178062,Centropomus armatus,Longspine snook,LC,0
Fis-34250,178065,Centropomus robalito,Yellowfin snook,LC,0
Fis-34253,178066,Centropomus unionensis,Humpback snook,LC,0
Fis-148570,165646,Prognathodes guyanensis,French Butterflyfish,LC,0
Fis-34264,165896,Centropyge multicolor,Multicolor Angelfish,LC,0
Fis-34265,183996,Cynoscion phoxocephalus,Sharpnose corvina,LC,0
Fis-28025,183278,Cynoscion stolzmanni,Stolzmann's weakfish,LC,0
Fis-143222,165897,Centropyge nigriocellus,Blackspot Angelfish,LC,0
Fis-28063,165882,Chaetodontoplus septentrionalis,Bluestriped Angelfish,LC,0
Fis-28065,165845,Genicanthus caudovittatus,Zebra Angelfish,LC,0
Fis-166689,155277,Antennarius analis,Dwarf Frogfish,LC,0
Fis-28077,165856,Genicanthus semifasciatus,Japanese Swallow,LC,0
Fis-34365,165825,Holacanthus africanus,Guinean Angelfish,LC,0
Fis-143223,165900,Centropyge venusta,Purplemask Angelfish,LC,0
Fis-28087,165839,Pomacanthus asfur,Arabian Angelfish,LC,0
Fis-28090,165831,Pomacanthus chrysurus,Goldtail Angelfish,LC,0
Fis-34428,165697,Coradion altivelis,High-fin Butterflyfish,LC,0
Fis-34672,195503,Anguilla celebesensis,Celebes Longfin Eel,NT,0.2
Fis-28135,154635,Lestidiops ringens,Slender Barracudina,LC,0
Fis-34717,60093,Urolophus flavomosaicus,Patchwork Stingaree,LC,0
Fis-28151,187688,Pseudocoris heteroptera,Torpedo wrasse,LC,0
Fis-34757,165677,Roa modestus,Brown-banded Butterflyfish,LC,0
Fis-34769,154984,Physiculus roseus,NA,LC,0
Fis-28187,196426,Lamnostoma orientalis,Oriental Snake Eel,LC,0
Fis-28193,169359,Tetraroge barbata,Mangrove Waspfish,LC,0
Fis-28194,196450,Tetraroge niger,NA,LC,0
Fis-28204,196313,Butis amboinensis,Ambon Gudgeon,LC,0
Fis-28205,183483,Abudefduf concolor,Night sergeant,LC,0
Fis-62779,196315,Eleotris acanthopoma,Spine-cheek Gudgeon,LC,0
Fis-34843,155036,Caulolatilus hubbsi,Hubbs' Tilefish,LC,0
Fis-28208,196327,Glossogobius bicirrhosus,Bearded Flathead Goby,LC,0
Fis-28209,183261,Hemanthias signifer,Hookthroat bass,LC,0
Fis-28211,172468,Ichthyocampus carce,Indian Freshwater Pipefish,LC,0
Fis-28215,196351,Redigobius balteatus,Girdled Goby,LC,0
Fis-28216,19388,Redigobius bikolanus,Speckled Goby,LC,0
Fis-34881,183452,Chromis limbaughi,Blue-and-yellow chromis,LC,0
Fis-28282,154920,Chrysiptera flavipinnis,Yellowfin Damselfish,LC,0
Fis-28308,14524,Neogobius melanostomus,NA,LC,0
Fis-28309,18376,Proterorhinus marmoratus,Tubenose Goby,LC,0
Fis-28312,178009,Zebrasoma xanthurum,Yellowtail Tang,LC,0
Fis-28314,154827,Inimicus caledonicus,Chinese Ghoul,LC,0
Fis-35068,154741,Girella simplicidens,Gulf Opal Eye,LC,0
Fis-28408,183849,Kyphosus elegans,Cortez chub,LC,0
Fis-35089,165705,Chaetodon fasciatus,Red Sea Raccoon Butterflyfish,LC,0
Fis-35091,165609,Chaetodon larvatus,Orange-face Buttterflyfish,LC,0
Fis-35094,165625,Chaetodon paucifasciatus,Red Sea Chevron Butterflyfish,LC,0
Fis-35096,165670,Chaetodon semilarvatus,Bluecheek Butterflyfish,LC,0
Fis-35097,165691,Heniochus intermedius,Red Sea Bannerfish,LC,0
Fis-28456,165633,Johnrandallia nigrirostris,Black-nosed Butterflyfish,LC,0
Fis-35124,155222,Pentaceros japonicus,Japanese Armorhead,LC,0
Fis-35167,154856,Chromis pembae,Pemba Chromis,LC,0
Fis-35175,155059,Gillellus healae,Masked Stargazer,LC,0
Fis-28514,183472,Microspathodon bairdii,Bumphead damselfish,LC,0
Fis-28516,183825,Microspathodon dorsalis,Giant damselfish,LC,0
Fis-28517,155255,Neopomacentrus bankieri,Chinese Damsel,LC,0
Fis-28522,183789,Nexilosus latifrons,Coquito sergeant,LC,0
Fis-28524,154718,Parma victoriae,Victorian Scalyfin,LC,0
Fis-35210,155304,Pomacentrus milleri,Miller's Damselfish,LC,0
Fis-28527,183431,Stegastes acapulcoensis,Acapulco damselfish,LC,0
Fis-28528,183530,Stegastes arcifrons,Galapagos gregory,LC,0
Fis-28529,183747,Stegastes flavilatus,Beaubrummel,LC,0
Fis-150883,183963,Stegastes leucorus,Whitetail damselfish,VU,0.4
Fis-28532,183586,Stegastes rectifraenum,Cortez damselfish,LC,0
Fis-35229,165608,Heniochus pleurotaenia,Indian Ocean Bannerfish,LC,0
Fis-28538,165682,Amphichaetodon howensis,Lord Howe Island Butterflyfish,LC,0
Fis-35231,165636,Chaetodon nippon,Japanese Butterflyfish,LC,0
Fis-35232,165724,Chaetodon melapterus,Black-finned Melon Butterflyfish,LC,0
Fis-58068,165649,Chaetodon gardineri,Gardiner's Butterflyfish,LC,0
Fis-35234,165696,Chaetodon nigropunctatus,Black-spotted Butterflyfish,LC,0
Fis-35236,165679,Chaetodon trichrous,Tahitian Butterflyfish,LC,0
Fis-143777,155009,Pseudobathylagus milleri,Stout Blacksmelt,LC,0
Fis-28541,154663,Oneirodes acanthias,Pacific Dreamer,LC,0
Fis-159584,41849,Glaucostegus typus,Giant Shovelnose Ray,VU,0.4
Fis-28552,60175,Glaucostegus thouin,Clubnose Guitarfish,VU,0.4
Fis-35263,41797,Hemitrygon fluviorum,Estuary Stingray,VU,0.4
Fis-28555,161431,Urogymnus granulatus,Mangrove Whipray,VU,0.4
Fis-35264,161615,Pateobatis fai,Pink Whipray,VU,0.4
Fis-35265,161744,Pateobatis jenkinsii,Jenkins' Whipray,VU,0.4
Fis-28559,60113,Gymnura zonura,Zonetail Butterfly Ray,VU,0.4
Fis-28560,60120,Aetomylaeus maculatus,Mottled Eagle Ray,EN,0.6
Fis-35267,154695,Luzonichthys earlei,Earle's Splitfin,LC,0
Fis-28562,60121,Aetomylaeus vespertilio,Ornate Eagle Ray,EN,0.6
Fis-35281,178025,Prionurus maculatus,Yellowspotted Sawtail,LC,0
Fis-35282,178016,Prionurus microlepidotus,Sixplate Sawtail,LC,0
Fis-35292,154947,Ecsenius trilineatus,Three-lined Blenny,LC,0
Fis-28580,187673,Halichoeres hortulanus,Checkerboard wrasse,LC,0
Fis-28581,155200,Parapercis xanthozona,Yellow-spot Grubfish,LC,0
Fis-28586,154940,Pseudanthias pictilis,Painted Anthias,LC,0
Fis-28592,190761,Scarus hypselopterus,Yellow-tail Parrotfish,NT,0.2
Fis-28602,187511,Choerodon fasciatus,Harlequin tuskfish,LC,0
Fis-35326,187768,Macropharyngodon ornatus,Ornate leopard wrasse,LC,0
Fis-35327,187599,Cirrhilabrus scottorum,Scott's wrasse,LC,0
Fis-28609,187744,Bodianus loxozonus,Blackfin Hogfish,LC,0
Fis-58709,187735,Oxycheilinus mentalis,Mental wrasse,LC,0
Fis-28623,187618,Cheilinus lunulatus,Broomtail wrasse,LC,0
Fis-35351,187726,Cirrhilabrus rubriventralis,Socia fairy wrasse,LC,0
Fis-35352,177998,Acanthurus tristis,Indian Ocean Mimic Surgeonfish,LC,0
Fis-28627,155238,Halichoeres binotopsis,Banded Rainbow Fish,LC,0
Fis-35356,187589,Halichoeres iridis,Rainbow wrasse,LC,0
Fis-28631,154701,Pseudolabrus luculentus,Luculentus Wrasse,LC,0
Fis-28634,182285,Periophthalmus barbarus,Atlantic Mudskipper,LC,0
Fis-35371,41834,Myliobatis tenuicaudatus,NA,LC,0
Fis-57950,190742,Chlorurus strongylocephalus,Indian Ocean Steephead Parrotfish,LC,0
Fis-28640,190676,Neoodax balteatus,Little Weed Whiting,LC,0
Fis-28641,190674,Haletta semifasciata,Blue Weed Whiting,LC,0
Fis-165475,190675,Heteroscarus acroptilus,Rainbow Cale,LC,0
Fis-21342,190679,Olisthops cyanomelas,Herring Cale,LC,0
Fis-35385,190681,Siphonognathus argyrophanes,Tubemouth,LC,0
Fis-28644,190682,Siphonognathus attenuatus,Slender Weed Whiting,LC,0
Fis-28645,154780,Siphonognathus beddomei,Pencil Weed Whiting,LC,0
Fis-28647,190683,Siphonognathus radiatus,Long-rayed Weed Whiting,LC,0
Fis-28651,154913,Leviprora inops,Longhead Flatfish,LC,0
Fis-28658,183769,Paralabrax albomaculatus,Camotillo,EN,0.6
Fis-35407,183820,Prionotus miles,Galapagos gurnard,VU,0.4
Fis-28683,154657,Bathygobius lineatus,Southern Frillfin,VU,0.4
Fis-35417,155281,Seriolella caerulea,Silver Warehou,LC,0
Fis-28690,155119,Odontesthes incisa,Silverside,LC,0
Fis-28694,44670,Choerodon cyanodus,Bluebone Groper,LC,0
Fis-28703,154914,Rhombosolea plebeia,New Zealand Flounder,LC,0
Fis-28707,155079,Torquigener tuberculiferus,NA,LC,0
