iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
162572,Inioteuthis japonica,NA,2012,DD,NA,DD,NA,2019-2
162573,Semirossia equalis,Greater Shining Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162574,Sepioloidea pacifica,Pacific Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162575,Rossia megaptera,NA,2012,LC,NA,LC,0,2019-2
162576,Stoloteuthis weberi,NA,2012,DD,NA,DD,NA,2019-2
162577,Sepia kiensis,NA,2012,DD,NA,DD,NA,2019-2
162578,Sepia vercoi,NA,2012,LC,NA,LC,0,2019-2
162579,Sepia elegans,Elegant Cuttlefish,2012,DD,NA,DD,NA,2019-2
162580,Sepiola rondeleti,Dwarf Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162581,Sepia confusa,NA,2012,DD,NA,DD,NA,2019-2
162582,Sepia chirotrema,NA,2012,LC,NA,LC,0,2019-2
162583,Sepia pardex,NA,2012,DD,NA,DD,NA,2019-2
162584,Sepia stellifera,Starry Cuttlefish,2012,DD,NA,DD,NA,2019-2
162585,Idiosepius minimus,NA,2012,DD,NA,DD,NA,2019-2
162586,Sepietta petersi,NA,2012,DD,NA,DD,NA,2019-2
162587,Spirula spirula,Ram's Horn Squid,2012,LC,NA,LC,0,2019-2
162588,Sepia peterseni,NA,2012,DD,NA,DD,NA,2019-2
162589,Sepiola rossiaeformis,NA,2012,DD,NA,DD,NA,2019-2
162590,Sepia ivanovi,NA,2012,DD,NA,DD,NA,2019-2
162591,Sepia foliopeza,NA,2012,DD,NA,DD,NA,2019-2
162592,Sepiadarium auritum,NA,2012,DD,NA,DD,NA,2019-2
162593,Sepia lorigera,Spider Cuttlefish,2012,DD,NA,DD,NA,2019-2
162594,Sepia brevimana,Shortclub Cuttlefish,2012,DD,NA,DD,NA,2019-2
162595,Iridoteuthis iris,NA,2012,DD,NA,DD,NA,2019-2
162596,Sepia limata,NA,2012,LC,NA,LC,0,2019-2
162597,Sepiola robusta,Robust Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162598,Euprymna scolopes,NA,2012,DD,NA,DD,NA,2019-2
162599,Euprymna berryi,Humming-bird Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162600,Sepia kobiensis,Kobi Cuttlefish,2012,DD,NA,DD,NA,2019-2
162601,Austrorossia antillensis,Antilles Bobtail Squid,2012,LC,NA,LC,0,2019-2
162602,Euprymna hyllebergi,NA,2012,DD,NA,DD,NA,2019-2
162603,Sepia simoniana,NA,2012,DD,NA,DD,NA,2019-2
162604,Idiosepius pygmaeus,Two-toned Pygmy Squid,2012,DD,NA,DD,NA,2019-2
162605,Sepia bandensis,Stumpy Cuttlefish,2012,DD,NA,DD,NA,2019-2
162606,Sepia novaehollandiae,NA,2012,LC,NA,LC,0,2019-2
162608,Sepia dollfusi,NA,2012,DD,NA,DD,NA,2019-2
162609,Sepiola birostrata,Butterfly Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162610,Sepietta neglecta,Elegant Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162611,Austrorossia enigmatica,NA,2012,DD,NA,DD,NA,2019-2
162612,Sepia papillata,NA,2012,DD,NA,DD,NA,2019-2
162613,Sepia erostrata,NA,2012,LC,NA,LC,0,2019-2
162614,Rossia tortugaensis,Tortuga Bobtail Squid,2012,DD,NA,DD,NA,2019-2
162615,Sepia adami,NA,2012,DD,NA,DD,NA,2019-2
162616,Semirossia tenera,Lesser Shining Bobtail Squid,2012,LC,NA,LC,0,2019-2
162617,Rossia moelleri,NA,2012,LC,NA,LC,0,2019-2
162618,Sepia cultrata,Knifebone Cuttlefish,2012,LC,NA,LC,0,2019-2
162619,Sepia vermiculata,Patchwork Cuttlefish,2012,DD,NA,DD,NA,2019-2
162620,Sepiola aurantiaca,NA,2012,LC,NA,LC,0,2019-2
162621,Sepia aureomaculata,NA,2012,DD,NA,DD,NA,2019-2
162622,Sepia cottoni,NA,2012,LC,NA,LC,0,2019-2
162623,Sepia thurstoni,NA,2012,DD,NA,DD,NA,2019-2
162624,Sepia reesi,NA,2012,DD,NA,DD,NA,2019-2
162625,Sepiella mangkangunga,NA,2012,LC,NA,LC,0,2019-2
162626,Sepia sulcata,Grooved Cuttlefish,2012,LC,NA,LC,0,2019-2
162627,Sepia apama,Giant Australian Cuttlefish,2012,NT,NA,NT,0.2,2019-2
162628,Rossia mollicella,NA,2012,DD,NA,DD,NA,2019-2
