iucn_sid,year,rgn_cat_ts,rgn_cat_ts_score,iucn_rgn,iucn_version
135579,2011,LC,0,mediterranean,2019-2
135579,2018,LC,0,mediterranean,2019-2
135681,2011,LC,0,mediterranean,2019-2
135681,2018,LC,0,mediterranean,2019-2
135714,2011,LC,0,mediterranean,2019-2
135714,2018,LC,0,mediterranean,2019-2
