iucn_sid,sciname
39351,Furgaleus macki
39378,Galeocerdo cuvier
39352,Galeorhinus galeus
161732,Galeus antillensis
161479,Galeus arae
63149,Galeus atlanticus
161460,Galeus cadenati
161364,Galeus eastmani
41812,Galeus gracilis
161473,Galeus longirostris
161398,Galeus melastomus
44578,Galeus mincaronei
161705,Galeus murinus
161567,Galeus nipponensis
60228,Galeus piperatus
44649,Galeus polli
195425,Galeus priapus
161406,Galeus sauteri
161333,Galeus schultzi
161498,Galeus springeri
60223,Ginglymostoma cirratum
60224,Ginglymostoma cirratum Western Atlantic subpopulation
104050689,Glaucostegus cemiculus
60166,Glaucostegus granulatus
161408,Glaucostegus halavi
60170,Glaucostegus obtusus
60175,Glaucostegus thouin
104061138,Glaucostegus typus
9281,Glyphis gangeticus
42712,Glyphis garricki
39379,Glyphis glyphis
161611,Glyphis siamensis
41813,Gogolia filewoodi
41814,Gollum attenuatus
63161,Gurgesiella atlantica
44656,Gurgesiella dorsalifera
44654,Gurgesiella furvescens
63153,Gymnura altavela
161342,Gymnura australis
14134431,Gymnura crebripunctata
161630,Gymnura japonica
14134429,Gymnura marmorata
60115,Gymnura micrura
60116,Gymnura natalensis
60117,Gymnura poecilura
161516,Gymnura tentaculata
60113,Gymnura zonura
161488,Halaelurus boesemani
161680,Halaelurus buergeri
44612,Halaelurus lineatus
161644,Halaelurus maculosus
44613,Halaelurus natalensis
161625,Halaelurus quagga
42713,Halaelurus sellus
39345,Haploblepharus edwardsii
39346,Haploblepharus fuscus
161667,Haploblepharus kistnasamyi
161650,Haploblepharus pictus
60139,Harriotta haeckeli
60140,Harriotta raleighana
161539,Hemigaleus australiensis
41816,Hemigaleus microstoma
41874,Hemipristis elongata
199932,Hemiscyllium freycineti
195436,Hemiscyllium galei
41875,Hemiscyllium hallstromi
195437,Hemiscyllium henryi
195438,Hemiscyllium michaeli
41818,Hemiscyllium ocellatum
42833,Hemiscyllium ocellatum New Guinea subpopulation
41819,Hemiscyllium strahani
41820,Hemiscyllium trispeculare
41821,Hemitriakis abdita
161368,Hemitriakis complicofasciata
41822,Hemitriakis falcata
161507,Hemitriakis japanica
39353,Hemitriakis leucoperiptera
60148,Hemitrygon akajei
161533,Hemitrygon bennetti
41797,Hemitrygon fluviorum
60155,Hemitrygon izuensis
161618,Hemitrygon laevigata
39407,Hemitrygon laosensis
161741,Hemitrygon navarrae
195442,Hemitrygon parvonigra
161576,Hemitrygon sinensis
41823,Heptranchias perlo
39333,Heterodontus francisci
41824,Heterodontus galeatus
161714,Heterodontus japonicus
60235,Heterodontus mexicanus
161720,Heterodontus omanensis
39334,Heterodontus portusjacksoni
44579,Heterodontus quoyi
44614,Heterodontus ramalheira
41825,Heterodontus zebra
161632,Heteronarce bentuviai
161746,Heteronarce garmani
161663,Heteronarce mollis
161593,Heteronarce prabhui
60211,Heteroscymnoides marleyi
10030,Hexanchus griseus
161352,Hexanchus nakamurai
161674,Hexatrygon bickelli
195456,Himantura leoparda
161692,Himantura uarnak
161621,Himantura undulata
161652,Holohalaelurus favus
161531,Holohalaelurus grennian
60229,Holohalaelurus melanostigma
161675,Holohalaelurus punctatus
161574,Holohalaelurus regani
161483,Hongeo koreana
63123,Hydrolagus affinis
60188,Hydrolagus africanus
60189,Hydrolagus alberti
161324,Hydrolagus alphus
60190,Hydrolagus barbouri
41826,Hydrolagus bemisi
60191,Hydrolagus colliei
195433,Hydrolagus homonycteris
60192,Hydrolagus lemures
161475,Hydrolagus lusitanicus
60193,Hydrolagus macrophthalmus
195434,Hydrolagus marmoratus
63151,Hydrolagus matallanasi
63164,Hydrolagus mccoskeri
195435,Hydrolagus melanophasma
63104,Hydrolagus mirabilis
60194,Hydrolagus mitsukurii
41827,Hydrolagus novaezealandiae
60195,Hydrolagus ogilbyi
63103,Hydrolagus pallidus
60196,Hydrolagus purpurescens
60197,Hydrolagus trolli
60149,Hypanus americanus
60152,Hypanus dipterurus
44592,Hypanus guttatus
60157,Hypanus longus
45925,Hypanus marianae
161620,Hypanus rudis
60158,Hypanus sabinus
60159,Hypanus say
41828,Hypnos monopterygius
39354,Hypogaleus hyugaensis
41829,Iago garricki
161501,Iago omanensis
44601,Indobatis ori
161390,Insentiraja laxipella
161553,Insentiraja subtilispinosa
161655,Irolita waitii
195457,Irolita westraliensis
41830,Isistius brasiliensis
161413,Isistius labialis
60212,Isistius plutodus
60218,Isogomphodon oxyrhynchus
39341,Isurus oxyrinchus
161749,Isurus oxyrinchus Atlantic subpopulation
161751,Isurus oxyrinchus Eastern North Pacific subpopulation
161750,Isurus oxyrinchus Indo-west Pacific subpopulation
60225,Isurus paucus
161570,Lamiopsis temminckii
39342,Lamna ditropis
11200,Lamna nasus
61420,Lamna nasus Mediterranean subpopulation
39343,Lamna nasus Northeast Atlantic subpopulation
39344,Lamna nasus Northwest Atlantic subpopulation
39350,Leptocharias smithii
161464,Leucoraja circularis
161704,Leucoraja compagnoi
161418,Leucoraja erinacea
161461,Leucoraja fullonica
161419,Leucoraja garmani
161318,Leucoraja lentiginosa
161685,Leucoraja leucosticta
61405,Leucoraja melitensis
161626,Leucoraja naevus
161631,Leucoraja ocellata
195458,Leucoraja pristispina
161492,Leucoraja wallacei
161604,Leucoraja yucatanensis
41831,Loxodon macrorhinus
107604987,Maculabatis arabica
195455,Maculabatis astra
161566,Maculabatis gerrardi
161540,Maculabatis pastinacoides
47407786,Maculabatis randalli
161505,Maculabatis toshi
161698,Makararaja chindwinensis
63125,Malacoraja kreffti
63133,Malacoraja obscura
161477,Malacoraja senta
63126,Malacoraja spinacidermis
39338,Megachasma pelagios
161582,Megatrygon microps
44564,Miroscyllium sheikoi
44565,Mitsukurina owstoni
195459,Mobula alfredi
198921,Mobula birostris
41832,Mobula eregoodootenkee
161737,Mobula hypostoma
41833,Mobula japanica
161439,Mobula kuhlii
39418,Mobula mobular
60198,Mobula munkiana
161510,Mobula rochebrunei
60199,Mobula tarapacana
60200,Mobula thurstoni
44515,Mollisquama parini
161451,Mustelus albipinnis
39355,Mustelus antarcticus
39357,Mustelus asterias
161334,Mustelus californicus
39359,Mustelus canis
44580,Mustelus dorsalis
44581,Mustelus fasciatus
161715,Mustelus griseus
161648,Mustelus henlei
60204,Mustelus higmani
39356,Mustelus lenticulatus
161640,Mustelus lunulatus
161633,Mustelus manazo
63128,Mustelus mento
60205,Mustelus minicanis
161480,Mustelus mosis
39358,Mustelus mustelus
161518,Mustelus norrisi
60247,Mustelus palumbes
161485,Mustelus punctulatus
63165,Mustelus ravidus
60203,Mustelus schmitti
60206,Mustelus sinusmexicanus
42716,Mustelus stevensi
195426,Mustelus walkeri
63129,Mustelus whitneyi
161571,Mustelus widodoi
161569,Myliobatis aquila
39416,Myliobatis californicus
60123,Myliobatis chilensis
161568,Myliobatis freminvillii
161436,Myliobatis goodei
60124,Myliobatis hamlyni
60125,Myliobatis longirostris
60126,Myliobatis peruvianus
70686656,Myliobatis tenuicaudatus
161357,Myliobatis tobijei
161660,Narcine atzi
63142,Narcine bancroftii
63157,Narcine brasiliensis
61406,Narcine brevilabiata
161716,Narcine entemedor
161554,Narcine insolita
161700,Narcine lasti
63154,Narcine leoparda
161523,Narcine lingula
161560,Narcine maculata
195460,Narcine nelsoni
161690,Narcine oculifera
195462,Narcine ornata
161545,Narcine prodorsalis
161646,Narcine rierai
161628,Narcine tasmaniensis
161445,Narcine timlei
161423,Narcine vermiculatus
161346,Narcine westraliensis
161614,Narke capensis
161607,Narke dipterygia
161665,Narke japonica
161355,Nasolamia velox
41835,Nebrius ferrugineus
41836,Negaprion acutidens
42834,Negaprion acutidens Southeast Asia subpopulation
39380,Negaprion brevirostris
60141,Neoharriotta carri
60142,Neoharriotta pinnata
60143,Neoharriotta pumila
161347,Neoraja africana
161666,Neoraja caerulea
161522,Neoraja carolinensis
161383,Neoraja iberica
44615,Neoraja stehmanni
60150,Neotrygon annotata
116847578,Neotrygon kuhlii
60156,Neotrygon leylandi
195463,Neotrygon ningalooensis
195464,Neotrygon picta
116878521,Notoraja alisae
195465,Notoraja azurea
116878536,Notoraja fijiensis
161647,Notoraja hirticauda
116878550,Notoraja inusitata
195466,Notoraja lira
116878564,Notoraja longiventralis
161559,Notoraja ochroderma
195467,Notoraja sapphira
195468,Notoraja sticta
161605,Notoraja tobitukai
39324,Notorynchus cepedianus
39541,Notorynchus cepedianus East Pacific subpopulation
41876,Odontaspis ferox
39336,Odontaspis noronhai
161636,Okamejei acutispina
195469,Okamejei arafurensis
161735,Okamejei boesemani
161421,Okamejei heemstrai
161532,Okamejei hollandi
161645,Okamejei kenojei
195470,Okamejei leptoura
161487,Okamejei meerdervoortii
161537,Okamejei mengae
107604828,Okamejei ornata
161493,Okamejei philipi
161725,Okamejei schmidti
161548,Orbiraja powelli
161664,Orectolobus floridus
161709,Orectolobus halei
42717,Orectolobus hutchinsi
161563,Orectolobus japonicus
41837,Orectolobus maculatus
41838,Orectolobus ornatus
161651,Orectolobus parvimaculatus
195439,Orectolobus reticulatus
41839,Orectolobus wardi
41840,Oxynotus bruniensis
44568,Oxynotus caribbaeus
63141,Oxynotus centrina
44206,Oxynotus japonicus
161361,Oxynotus paradoxus
161639,Paragaleus leucolomatus
161707,Paragaleus pectoralis
161506,Paragaleus randalli
161543,Paragaleus tengi
41841,Parascyllium collare
195440,Parascyllium elongatum
41842,Parascyllium ferrugineum
41843,Parascyllium sparsimaculatum
41844,Parascyllium variolatum
161588,Paratrygon aiereba
161509,Parmaturus albimarginatus
161726,Parmaturus albipenis
42718,Parmaturus bigus
60230,Parmaturus campechiensis
161450,Parmaturus lanatus
41845,Parmaturus macmillani
161497,Parmaturus melanobranchus
161581,Parmaturus pilosus
60231,Parmaturus xaniurus
70682232,Pastinachus ater
70682503,Pastinachus sephen
161465,Pastinachus solocirostris
161615,Pateobatis fai
161598,Pateobatis hortlei
161744,Pateobatis jenkinsii
161547,Pateobatis uarnacoides
161337,Pavoraja alleni
195471,Pavoraja arenaria
195472,Pavoraja mosaica
161370,Pavoraja nitida
195473,Pavoraja pseudonitida
70681387,Pavoraja umbrosa
161437,Pentanchus profundicolus
103055306,Planonasus parini
161589,Platyrhina sinensis
60112,Platyrhinoidis triseriata
60111,Plesiobatis daviesi
161699,Plesiotrygon iwamae
44496,Pliotrema warreni
39348,Poroderma africanum
161515,Poroderma pantherinum
161687,Potamotrygon brachyura
161572,Potamotrygon castexi
165302,Potamotrygon constellata
161353,Potamotrygon falkneri
39402,Potamotrygon henlei
161657,Potamotrygon histrix
39403,Potamotrygon leopoldi
161385,Potamotrygon magdalenae
161362,Potamotrygon marinae
39404,Potamotrygon motoro
165303,Potamotrygon ocellata
161609,Potamotrygon orbignyi
161365,Potamotrygon schroederi
44593,Potamotrygon schuemacheri
44594,Potamotrygon scobina
161467,Potamotrygon signata
58431796,Potamotrygon tigrina
161573,Potamotrygon yepezi
39381,Prionace glauca
39327,Pristiophorus cirratus
42720,Pristiophorus delicatus
161634,Pristiophorus japonicus
41846,Pristiophorus nudipinnis
60226,Pristiophorus schroederi
39390,Pristis clavata
18175,Pristis pectinata
43398244,Pristis pectinata Eastern Atlantic subpopulation
43398250,Pristis pectinata Western Atlantic subpopulation
18584848,Pristis pristis
43508842,Pristis pristis Eastern Atlantic subpopulation
43508949,Pristis pristis Eastern Pacific subpopulation
43508905,Pristis pristis Indo-West Pacific subpopulation
43508845,Pristis pristis Western Atlantic subpopulation
39393,Pristis zijsron
161733,Proscyllium habereri
44569,Proscymnodon macracanthus
44582,Psammobatis bergi
44583,Psammobatis extenta
63121,Psammobatis lentiginosa
44640,Psammobatis normani
63134,Psammobatis parvacauda
44641,Psammobatis rudis
63101,Psammobatis rutrum
63140,Psammobatis scobina
161457,Pseudobatos glaucostigmus
41064,Pseudobatos horkelii
161743,Pseudobatos lentiginosus
60168,Pseudobatos leucorhynchus
161373,Pseudobatos percellens
44584,Pseudobatos planiceps
63158,Pseudobatos prahli
60171,Pseudobatos productus
39337,Pseudocarcharias kamoharai
44617,Pseudoginglymostoma brevicaudatum
161440,Pseudoraja fischeri
44566,Pseudotriakis microdon
161731,Pteroplatytrygon violacea
63120,Raja asterias
161691,Raja brachyura
39399,Raja clavata
161343,Raja herwigi
161466,Raja inornata
161459,Raja maderensis
39400,Raja microocellata
161599,Raja miraletus
63146,Raja montagui
161723,Raja pita
161673,Raja polystigma
161339,Raja radula
161629,Raja stellulata
161586,Raja straeleni
161425,Raja undulata
161721,Rajella annandalei
44650,Rajella barnardi
161345,Rajella bathyphila
161371,Rajella bigelowi
44618,Rajella caudaspinosa
70688333,Rajella challengeri
44651,Rajella dissimilis
63162,Rajella eisenhardti
161512,Rajella fuliginea
161587,Rajella fyllae
161622,Rajella kukujevi
44619,Rajella leoparda
161377,Rajella lintea
44655,Rajella nigerrima
161702,Rajella purpuriventralis
44620,Rajella ravidula
44645,Rajella sadowskii
41848,Rhina ancylostoma
19488,Rhincodon typus
161320,Rhinobatos albomaculatus
161478,Rhinobatos annandalei
161405,Rhinobatos holcorhynchus
60167,Rhinobatos hynnicephalus
161409,Rhinobatos irvinei
63167,Rhinobatos jimbaranensis
161677,Rhinobatos lionotus
60169,Rhinobatos nudidorsalis
63166,Rhinobatos penggali
161447,Rhinobatos punctifer
63131,Rhinobatos rhinobatos
42721,Rhinobatos sainsburyi
161713,Rhinobatos schlegelii
60144,Rhinochimaera africana
60145,Rhinochimaera atlantica
60146,Rhinochimaera pacifica
60128,Rhinoptera bonasus
44595,Rhinoptera brasiliensis
60129,Rhinoptera javanica
161463,Rhinoptera marginata
161530,Rhinoptera neglecta
60130,Rhinoptera steindachneri
161534,Rhinoraja kujiensis
161575,Rhinoraja longicauda
161742,Rhinoraja odai
41850,Rhizoprionodon acutus
44666,Rhizoprionodon lalandii
161662,Rhizoprionodon longurio
41851,Rhizoprionodon oligolinx
61407,Rhizoprionodon porosus
41852,Rhizoprionodon taylori
39382,Rhizoprionodon terraenovae
41853,Rhynchobatus australiae
60181,Rhynchobatus cooki
39394,Rhynchobatus djiddensis
104019954,Rhynchobatus immaculatus
41854,Rhynchobatus laevis
60180,Rhynchobatus luebberti
195475,Rhynchobatus palpebratus
60182,Rhynchobatus springeri
130391495,Rhynchorhina mauritaniensis
63109,Rioraja agassizii
161446,Rostroraja ackleyi
61408,Rostroraja alba
161528,Rostroraja bahamensis
63155,Rostroraja cervigoni
161658,Rostroraja eglanteria
161694,Rostroraja equatorialis
161686,Rostroraja texana
161344,Rostroraja velezi
39347,Schroederichthys bivius
44585,Schroederichthys chilensis
161544,Schroederichthys maculatus
44586,Schroederichthys saurisqualus
44587,Schroederichthys tenuis
161481,Schroederobatis americana
39383,Scoliodon laticaudus
44588,Scyliorhinus besnardi
161336,Scyliorhinus boa
161399,Scyliorhinus canicula
39349,Scyliorhinus capensis
60234,Scyliorhinus cervigoni
161429,Scyliorhinus comoroensis
161458,Scyliorhinus garmani
44589,Scyliorhinus haeckelii
44590,Scyliorhinus hesperius
60232,Scyliorhinus meadi
60233,Scyliorhinus retifer
161484,Scyliorhinus stellaris
161412,Scyliorhinus tokubee
161435,Scyliorhinus torazame
161449,Scyliorhinus torrei
39360,Scylliogaleus quecketti
41855,Scymnodalatias albicauda
161583,Scymnodalatias garricki
44570,Scymnodalatias oligodon
41856,Scymnodalatias sherwoodi
46865,Scymnodon plunketi
161717,Scymnodon ringens
161379,Sinobatis borneensis
195477,Sinobatis bulbicauda
195478,Sinobatis caerulea
195479,Sinobatis filicauda
161358,Sinobatis melanosoma
41857,Somniosus antarcticus
161552,Somniosus longus
60213,Somniosus microcephalus
161403,Somniosus pacificus
161432,Somniosus rostratus
44591,Sphyrna corona
39385,Sphyrna lewini
165291,Sphyrna lewini Eastern Central and Southeast Pacific subpopulation
165297,Sphyrna lewini Eastern Central Atlantic subpopulation
165293,Sphyrna lewini Northwest and Western Central Atlantic subpopulation
165296,Sphyrna lewini Southwest Atlantic subpopulation
165294,Sphyrna lewini Western Indian Ocean subpopulation
60201,Sphyrna media
39386,Sphyrna mokarran
39387,Sphyrna tiburo
60202,Sphyrna tudes
39388,Sphyrna zygaena
161496,Spiniraja whitleyi
161681,Springeria folirostris
161494,Springeria longirostris
41858,Squaliolus aliae
60214,Squaliolus laticaudus
91209505,Squalus acanthias
61409,Squalus acanthias Australasia subpopulation
61410,Squalus acanthias Black Sea subpopulation
61411,Squalus acanthias Mediterranean subpopulation
44168,Squalus acanthias Northeast Atlantic subpopulation
44169,Squalus acanthias Northwest Atlantic subpopulation
61414,Squalus acanthias South America subpopulation
61415,Squalus acanthias Southern Africa subpopulation
195486,Squalus acutirostris
42723,Squalus albifrons
158616,Squalus altipinnis
161536,Squalus blainville
161438,Squalus brevirostris
161703,Squalus bucephalus
161360,Squalus chloroculus
42725,Squalus crassispinus
61416,Squalus cubensis
158617,Squalus edmundsi
42727,Squalus grahami
195487,Squalus griffini
161410,Squalus hemipinnis
161433,Squalus japonicus
161668,Squalus lalannei
41859,Squalus megalops
41860,Squalus melanurus
41877,Squalus mitsukurii
161404,Squalus montalbani
42726,Squalus nasutus
42722,Squalus notocaudatus
41861,Squalus rancureli
161469,Squalus raoulensis
195488,Squalus suckleyi
61417,Squatina aculeata
44996,Squatina africana
42729,Squatina albipunctata
39329,Squatina argentina
44571,Squatina armata
41862,Squatina australis
116880225,Squatina caillieti
39328,Squatina californica
116880357,Squatina david
197087,Squatina dumeril
161456,Squatina formosa
130393378,Squatina guggenheim
39465,Squatina guggenheim Brazilian subpopulation
161558,Squatina japonica
161638,Squatina legnota
161325,Squatina nebulosa
39331,Squatina occulta
61418,Squatina oculata
42728,Squatina pseudocellata
39332,Squatina squatina
41863,Squatina tergocellata
161525,Squatina tergocellatoides
130389813,Squatina varii
41878,Stegostoma fasciatum
71711344,Stegostoma fasciatum Eastern Indonesian-Oceania subpopulation
71711476,Stegostoma fasciatum Indian Ocean-Southeast Asian subpopulation
60161,Styracura schmardae
41864,Sutorectus tentaculatus
44642,Sympterygia acuta
44597,Sympterygia bonapartii
44596,Sympterygia brevicaudata
44643,Sympterygia lima
116855477,Taeniura lessoni
39412,Taeniura lymma
161513,Taeniurops grabata
60162,Taeniurops meyeni
60147,Telatrygon acutirostra
60160,Telatrygon zugei
161745,Temera hardwickii
39396,Tetronarce californica
161608,Tetronarce formosa
161580,Tetronarce nobiliana
60135,Tetronarce puelcha
161676,Tetronarce tokionis
60137,Tetronarce tremens
60131,Torpedo adenensis
60132,Torpedo andersoni
161562,Torpedo bauchotae
44621,Torpedo fuscomaculata
161411,Torpedo mackayana
161328,Torpedo marmorata
60133,Torpedo microdiscus
60134,Torpedo panthera
60136,Torpedo sinuspersici
161613,Torpedo suessii
161397,Torpedo torpedo
39384,Triaenodon obesus
39361,Triakis acutipinna
63130,Triakis maculata
39362,Triakis megalopterus
161395,Triakis scyllium
39363,Triakis semifasciata
44205,Trigonognathus kabeyai
60080,Trygonoptera galba
60081,Trygonoptera imitata
60082,Trygonoptera mucosa
60083,Trygonoptera ovalis
60084,Trygonoptera personata
60085,Trygonoptera testacea
43270317,Trygonorrhina dumerilii
41866,Trygonorrhina fasciata
116863205,Typhlonarke aysoni
60107,Urobatis concentricus
60108,Urobatis halleri
60109,Urobatis jamaicensis
60110,Urobatis maculatus
44646,Urobatis marmoratus
63135,Urobatis tumbesensis
39413,Urogymnus asperrimus
195319,Urogymnus dalyensis
161431,Urogymnus granulatus
161546,Urogymnus lobistomus
195320,Urogymnus polylepis
39408,Urogymnus polylepis Thailand subpopulation
60086,Urolophus armatus
60087,Urolophus aurantiacus
60088,Urolophus bucculentus
60089,Urolophus circularis
60090,Urolophus cruciatus
60091,Urolophus deforgesi
60092,Urolophus expansus
60093,Urolophus flavomosaicus
60094,Urolophus gigas
60095,Urolophus javanicus
60096,Urolophus kaianus
42730,Urolophus kapalensis
60097,Urolophus lobatus
60098,Urolophus mitosis
60099,Urolophus neocaledoniensis
60100,Urolophus orarius
60101,Urolophus papilio
60102,Urolophus paucimaculatus
60103,Urolophus piperatus
60104,Urolophus sufflavus
60105,Urolophus viridis
60106,Urolophus westraliensis
161689,Urotrygon aspidura
44647,Urotrygon chilensis
44598,Urotrygon microphthalmum
161730,Urotrygon munda
161747,Urotrygon nana
161541,Urotrygon reticulata
161335,Urotrygon rogersi
161394,Urotrygon simulatrix
63156,Urotrygon venezuelae
161363,Zameus ichiharai
60215,Zameus squamulosus
161519,Zanobatus schoenleinii
61419,Zapteryx brevirostris
60177,Zapteryx exasperata
60178,Zapteryx xyster
63147,Zearaja chilensis
64442,Zearaja maugeana
41800,Zearaja nasutus
134781,Acanthopotamon fungosum
134336,Acanthopotamon martensi
134527,Acanthopotamon panningi
134667,Acartiapotamon inflatum
133964,Adeleana chapmani
134437,Adeleana forcarti
135106,Adeleana sumatrensis
594,Afrithelphusa afzelii
593,Afrithelphusa gerhildae
592,Afrithelphusa leonensis
595,Afrithelphusa monodosa
134745,Alcomon lophocarpus
134290,Alcomon superciliosum
134456,Allacanthos pittieri
134664,Allopotamon tambelanense
134110,Amamiku amamensis
134757,Amamiku occulta
134240,Anchlidon agrestis
134201,Aparapotamon arcuatum
134747,Aparapotamon emineoforaminum
134964,Aparapotamon gracillipedum
135086,Aparapotamon grahami
134079,Aparapotamon huiliense
134843,Aparapotamon inflomanum
134022,Aparapotamon molarum
134724,Aparapotamon muliense
134526,Aparapotamon protinum
134032,Aparapotamon similium
133965,Aparapotamon tholosum
134283,Apotamonautes hainanensis
135125,Arachnothelphusa kadamaiana
134106,Arachnothelphusa melanippe
134592,Arachnothelphusa rhadamanthysi
133956,Arachnothelphusa terrapes
133994,Artopotamon compressum
134222,Aspermon feae
135004,Austrothelphusa agassizi
134013,Austrothelphusa angustifrons
134952,Austrothelphusa insularis
134702,Austrothelphusa raceki
134010,Austrothelphusa tigrina
134922,Austrothelphusa transversa
134126,Austrothelphusa valentula
134987,Austrothelphusa wasselli
134719,Avotrichodactylus constrictus
134885,Avotrichodactylus oaxensis
135056,Badistemon turgidulum
134090,Bakousa hendersoniana
134900,Bakousa kenepai
134978,Bakousa sarawakensis
134588,Balssiathelphusa cursor
134460,Balssiathelphusa natunaensis
134705,Balssiathelphusa sucki
135011,Balssipotamon fruhstorferi
135057,Balssipotamon ungulatum
134035,Baratha peena
134514,Baratha pushta
134906,Barythelphusa cunicularis
134825,Barythelphusa guerini
134378,Barythelphusa jacquemontii
134755,Beccumon alcockianum
134071,Beccumon jarujini
134393,Beccumon maesariang
134968,Beccumon namlang
134748,Boreathelphusa uglowi
135012,Bottapotamon engelhardti
134340,Bottapotamon fukienense
134107,Bottapotamon lingchuanense
134348,Bottapotamon yonganense
134683,Bottiella cucutensis
135029,Bottiella medemi
134651,Bottiella niceforei
134443,Brasiliothelphusa tapajoense
134105,Camptophallus botti
134886,Candidiopotamon guangdongense
134426,Candidiopotamon kumejimense
134803,Candidiopotamon okinawense
134659,Candidiopotamon rathbunae
134055,Carpomon pomulum
134335,Cerberusa caeca
134516,Cerberusa tipula
61690,Ceylonthelphusa alpina
61691,Ceylonthelphusa armata
61692,Ceylonthelphusa callista
61693,Ceylonthelphusa cavatrix
61694,Ceylonthelphusa diva
61695,Ceylonthelphusa durrelli
61696,Ceylonthelphusa kandambyi
61697,Ceylonthelphusa kotagama
61730,Ceylonthelphusa nana
61698,Ceylonthelphusa nata
61699,Ceylonthelphusa orthos
61700,Ceylonthelphusa rugosa
61703,Ceylonthelphusa sanguinea
61701,Ceylonthelphusa savitriae
61702,Ceylonthelphusa sentosa
61704,Ceylonthelphusa soror
61705,Ceylonthelphusa venusta
134163,Chaceus caecus
134109,Chaceus cesarensis
134000,Chaceus curumanensis
135126,Chaceus davidi
134418,Chaceus ibiricensis
134565,Chaceus motiloni
134331,Chaceus nasutus
134785,Chaceus pearsei
134372,Chaceus turikensis
134101,Chinapotamon anlongense
134915,Chinapotamon depressum
134933,Chinapotamon glabrum
134470,Chinapotamon longlingense
133954,Chinapotamon pusillum
135063,Chinapotamon xingrenense
61706,Clinothelphusa kakoota
134927,Coccusa adipis
134235,Coccusa cristicervix
134215,Coccusa isophallus
134280,Cryptopotamon anacoluthon
134671,Currothelphusa asserpes
134440,Cylindrothelphusa steniops
134081,Daipotamon minos
134273,Dalatomon laevior
134716,Dalatomon loxophrys
44516,Deckenia imitatrix
44517,Deckenia mitis
134189,Demanietta huahin
135042,Demanietta khirikhan
134490,Demanietta lansak
135001,Demanietta manii
134590,Demanietta merguensis
134362,Demanietta nakhonsi
134867,Demanietta renongensis
134965,Demanietta suanphung
134108,Demanietta thagatensis
134311,Demanietta tritrungensis
134131,Dilocarcinus pagei
134191,Dilocarcinus septemdentatus
134575,Dilocarcinus truncatus
134274,Disparithelphusa pecki
134544,Doimon doichiangdao
134661,Doimon doisutep
134619,Doimon maehongsonense
134967,Donopotamon haii
134491,Dromothelphusa longipes
134809,Eidocamptophallus chacei
134865,Elsalvadoria tomhaasi
135069,Elsalvadoria zurstrasseni
135036,Eosamon boonyaratae
134459,Eosamon brousmichei
134263,Eosamon hafniense
134897,Eosamon lushuiense
195050,Eosamon nominathuis
134315,Eosamon paludosum
134562,Eosamon phuphanense
134734,Eosamon smithianum
134568,Eosamon tengchonense
134947,Eosamon tumidum
135008,Eosamon yotdomense
134721,Epilobocera capolongoi
134820,Epilobocera cubensis
135104,Epilobocera haytensis
135113,Epilobocera sinuatifrons
134152,Epilobocera wetherbeei
134051,Epithelphusa chiapensis
134002,Epithelphusa mixtepensis
134094,Erebusa calobates
134102,Erimetopus brazzae
134252,Erimetopus vandenbrandeni
134073,Esanpotamon namsom
134050,Esanthelphusa chiangmai
134813,Esanthelphusa denchaii
134644,Esanthelphusa dugasti
134158,Esanthelphusa fangensis
134888,Esanthelphusa nani
134256,Esanthelphusa nimoafi
134971,Esanthelphusa phetchaburi
134468,Esanthelphusa prolatus
134342,Eudaniela casanarensis
134700,Eudaniela pestai
134692,Flabellamon kuehnelti
134439,Forsteria venezuelensis
70870429,Foza ambohitra
134316,Foza goudoti
70870294,Foza manonae
134228,Foza raimundi
134034,Fredilocarcinus apyratii
134628,Fredilocarcinus musmuschiae
133996,Fredilocarcinus raddai
134985,Fredius adpressus
134827,Fredius beccarii
134876,Fredius chaffanjoni
134626,Fredius denticulatus
134955,Fredius estevisi
134322,Fredius fittkaui
134261,Fredius granulatus
134808,Fredius platyacanthus
135127,Fredius reflexifrons
134764,Fredius stenolobus
135000,Gecarcinucus edwardsi
134941,Gecarcinucus jaquemontii
134600,Geelvinkia ambaiana
134136,Geelvinkia calmani
134376,Geelvinkia darnei
134624,Geelvinkia holthuisi
135019,Geithusa lentiginosa
134974,Geithusa pulchra
134920,Geothelphusa albogilva
134198,Geothelphusa ancylophallus
134871,Geothelphusa aramotoi
134679,Geothelphusa bicolor
134924,Geothelphusa caesia
134894,Geothelphusa candidiensis
134677,Geothelphusa chiui
134501,Geothelphusa cinerea
134810,Geothelphusa dehaani
134684,Geothelphusa dolichopodes
134384,Geothelphusa eucrinodonta
135118,Geothelphusa eurysoma
134487,Geothelphusa exigua
135034,Geothelphusa ferruginea
134407,Geothelphusa fulva
135116,Geothelphusa gracilipes
134940,Geothelphusa grandiovata
134730,Geothelphusa hirsuta
134819,Geothelphusa iheya
134419,Geothelphusa ilan
134494,Geothelphusa kumejima
134027,Geothelphusa lanyu
134176,Geothelphusa leeae
134902,Geothelphusa levicervix
134187,Geothelphusa lili
134524,Geothelphusa lutao
134550,Geothelphusa marginata
134814,Geothelphusa marmorata
134847,Geothelphusa minei
135129,Geothelphusa miyakoensis
134086,Geothelphusa miyazakii
134898,Geothelphusa monticola
134751,Geothelphusa nanao
134469,Geothelphusa nanhsi
134314,Geothelphusa obtusipes
134529,Geothelphusa olea
