iucn_sid,iucn_rgn,pop_trend,trend_score,trend_source
170039,global,unknown,NA,NA
170040,global,unknown,NA,NA
170041,global,unknown,NA,NA
170042,global,unknown,NA,NA
170043,global,unknown,NA,NA
170044,global,unknown,NA,NA
170046,global,unknown,NA,NA
170047,global,unknown,NA,NA
170048,global,unknown,NA,NA
170049,global,unknown,NA,NA
170050,global,decreasing,0.00394,regr
170051,global,unknown,NA,NA
170052,global,unknown,NA,NA
170053,global,unknown,NA,NA
170054,global,unknown,NA,NA
170055,global,unknown,NA,NA
170056,global,unknown,NA,NA
170057,global,unknown,NA,NA
170059,global,unknown,NA,NA
170060,global,unknown,NA,NA
170061,global,unknown,NA,NA
170062,global,unknown,NA,NA
170063,global,unknown,NA,NA
170064,global,unknown,NA,NA
170065,global,unknown,NA,NA
170066,global,unknown,NA,NA
170067,global,unknown,NA,NA
170068,global,unknown,NA,NA
170069,global,unknown,NA,NA
170070,global,unknown,NA,NA
170071,global,unknown,NA,NA
170072,global,stable,0,regr
170073,global,unknown,NA,NA
170074,global,unknown,NA,NA
170075,global,unknown,NA,NA
170079,global,unknown,NA,NA
170080,global,unknown,NA,NA
170081,global,unknown,NA,NA
170082,global,unknown,NA,NA
170083,global,stable,0,regr
170085,global,unknown,NA,NA
170086,global,unknown,NA,NA
170087,global,stable,0,regr
170088,global,unknown,NA,NA
170089,global,unknown,NA,NA
170090,global,unknown,NA,NA
170091,global,unknown,NA,NA
170092,global,unknown,NA,NA
170093,global,unknown,NA,NA
170094,global,decreasing,0.00394,regr
170095,global,unknown,NA,NA
170096,global,unknown,NA,NA
170097,global,unknown,NA,NA
17013,global,unknown,0,lm
17014,global,unknown,-0.2,lm
170153,global,stable,0,regr
170154,global,unknown,NA,NA
170155,global,unknown,NA,NA
170156,global,unknown,NA,NA
170157,global,unknown,NA,NA
170158,global,unknown,NA,NA
170159,global,unknown,NA,NA
170160,global,stable,0,regr
170161,global,unknown,NA,NA
170162,global,unknown,NA,NA
170163,global,unknown,NA,NA
170164,global,unknown,NA,NA
170165,global,unknown,NA,NA
170166,global,unknown,NA,NA
170167,global,unknown,NA,NA
170168,global,decreasing,0.00394,regr
170169,global,stable,0,regr
170170,global,stable,0,regr
170171,global,unknown,NA,NA
170172,global,unknown,NA,NA
170173,global,decreasing,0.00394,regr
170174,global,unknown,NA,NA
170175,global,increasing,-0.00394,regr
170176,global,unknown,NA,NA
170177,global,unknown,NA,NA
170178,global,unknown,NA,NA
170179,global,unknown,NA,NA
170180,global,unknown,NA,NA
170181,global,unknown,NA,NA
170182,global,unknown,NA,NA
170183,global,decreasing,0.00394,regr
170184,global,decreasing,0.00394,regr
170185,global,stable,0,regr
170186,global,unknown,NA,NA
170187,global,unknown,NA,NA
170188,global,unknown,NA,NA
170189,global,stable,0,regr
170190,global,unknown,NA,NA
170191,global,unknown,NA,NA
170192,global,unknown,NA,NA
170193,global,unknown,NA,NA
170194,global,decreasing,0.00394,regr
170195,global,unknown,NA,NA
170196,global,unknown,NA,NA
170197,global,unknown,NA,NA
170198,global,stable,0,regr
170199,global,decreasing,0.00394,regr
17020,global,unknown,0,lm
170200,global,decreasing,0.00394,regr
170201,global,increasing,-0.00394,regr
170203,global,unknown,NA,NA
170204,global,decreasing,0.00394,regr
170205,global,unknown,NA,NA
170206,global,increasing,-0.00394,regr
170207,global,unknown,NA,NA
170208,global,decreasing,0.00394,regr
170209,global,unknown,NA,NA
17021,global,unknown,0,lm
170210,global,unknown,NA,NA
170211,global,unknown,NA,NA
170212,global,unknown,NA,NA
170213,global,stable,0,regr
170214,global,unknown,NA,NA
170215,global,stable,0,regr
170216,global,unknown,NA,NA
170217,global,unknown,NA,NA
170218,global,stable,0,regr
170219,global,unknown,NA,NA
17022,global,increasing,0,lm
170220,global,unknown,NA,NA
170221,global,unknown,NA,NA
170222,global,unknown,NA,NA
170223,global,stable,0,regr
170224,global,unknown,NA,NA
170225,global,decreasing,0.00394,regr
170226,global,decreasing,0.00394,regr
170227,global,unknown,NA,NA
170228,global,unknown,NA,NA
170229,global,unknown,NA,NA
17023,global,unknown,0,lm
170230,global,unknown,NA,NA
170231,global,increasing,-0.00394,regr
170232,global,unknown,NA,NA
170233,global,unknown,NA,NA
170234,global,unknown,NA,NA
170235,global,unknown,NA,NA
170236,global,unknown,NA,NA
170238,global,stable,0,regr
170239,global,unknown,NA,NA
170240,global,unknown,NA,NA
170241,global,unknown,NA,NA
170242,global,unknown,NA,NA
170243,global,stable,0,regr
170244,global,decreasing,0.00394,regr
170245,global,unknown,NA,NA
170246,global,unknown,NA,NA
170247,global,decreasing,0.00394,regr
170248,global,stable,0,regr
170249,global,unknown,NA,NA
170250,global,stable,0,regr
170251,global,stable,0,regr
170252,global,unknown,NA,NA
170253,global,stable,0,regr
170254,global,unknown,NA,NA
170255,global,unknown,NA,NA
170256,global,decreasing,0.00394,regr
170257,global,stable,0,regr
170258,global,unknown,NA,NA
170259,global,increasing,-0.00394,regr
17026,global,decreasing,0.00787,lm
170260,global,stable,0,regr
170261,global,unknown,NA,NA
170262,global,unknown,NA,NA
170263,global,unknown,NA,NA
170264,global,unknown,NA,NA
170265,global,unknown,NA,NA
170266,global,unknown,0,lm
170267,global,unknown,NA,NA
170269,global,unknown,NA,NA
17027,global,unknown,-0.03333,lm
170270,global,unknown,NA,NA
170271,global,unknown,NA,NA
170272,global,stable,0,regr
170273,global,unknown,NA,NA
170275,global,unknown,NA,NA
170276,global,unknown,NA,NA
170277,global,unknown,NA,NA
170278,global,unknown,NA,NA
17028,global,decreasing,0.00582,lm
170280,global,unknown,NA,NA
170281,global,unknown,NA,NA
170282,global,unknown,NA,NA
170283,global,unknown,NA,NA
170284,global,unknown,NA,NA
170285,global,unknown,NA,NA
170286,global,unknown,NA,NA
170287,global,unknown,NA,NA
17029,global,unknown,NA,NA
17030,global,decreasing,0.01667,lm
170306,global,stable,0,regr
170307,global,stable,0,regr
170308,global,unknown,NA,NA
170309,global,decreasing,0.00394,regr
17031,global,decreasing,0.03333,lm
170310,global,stable,0,regr
170311,global,unknown,NA,NA
170312,global,unknown,NA,NA
170313,global,unknown,NA,NA
170314,global,decreasing,0.00394,regr
170315,global,unknown,NA,NA
170316,global,decreasing,0.00394,regr
170318,global,unknown,NA,NA
170319,global,stable,0,regr
17032,global,unknown,-0.01931,lm
170320,global,stable,0,regr
170321,global,unknown,NA,NA
170322,global,decreasing,0.00394,regr
170323,global,unknown,NA,NA
170324,global,unknown,NA,NA
170325,global,stable,0,regr
170326,global,unknown,NA,NA
170327,global,unknown,NA,NA
170328,global,unknown,NA,NA
170329,global,stable,0,regr
170330,global,decreasing,0.00394,regr
170331,global,stable,0,regr
170332,global,unknown,NA,NA
170333,global,unknown,NA,NA
170334,global,stable,0,regr
170335,global,decreasing,0.00394,regr
170336,global,unknown,NA,NA
170337,global,unknown,NA,NA
170338,global,unknown,NA,NA
170339,global,stable,0,regr
170340,global,unknown,NA,NA
170341,global,decreasing,0.13333,lm
170342,global,unknown,NA,NA
170343,global,unknown,NA,NA
170344,global,stable,0,regr
170345,global,stable,0,regr
170346,global,unknown,NA,NA
170347,global,unknown,NA,NA
170348,global,unknown,NA,NA
170349,global,stable,0,regr
170350,global,stable,0,regr
170351,global,unknown,NA,NA
170352,global,decreasing,0.00394,regr
170353,global,unknown,NA,NA
170354,global,decreasing,0.00394,regr
170355,global,stable,0,regr
170356,global,unknown,NA,NA
170357,global,unknown,NA,NA
170358,global,unknown,NA,NA
170501,global,decreasing,0,lm
170526,global,decreasing,0.00394,regr
170600,global,unknown,NA,NA
170603,global,stable,0,regr
170605,global,unknown,NA,NA
17096,global,decreasing,-0.01818,lm
17177,global,decreasing,-0.01818,lm
171815,global,unknown,NA,NA
171899,global,unknown,NA,NA
171906,global,unknown,NA,NA
172016,global,unknown,NA,NA
172284,global,unknown,NA,NA
172359,global,unknown,0,lm
172363,global,unknown,0,lm
172376,global,stable,0,regr
172393,global,unknown,0,lm
172404,global,stable,0,lm
172416,global,unknown,NA,NA
172443,global,stable,0,lm
172447,global,stable,0,regr
17245,global,unknown,NA,NA
172450,global,unknown,0,lm
172468,global,unknown,0,lm
172469,global,unknown,0,lm
172470,global,unknown,NA,NA
172487,global,stable,0,regr
172491,global,stable,0,regr
172495,global,unknown,NA,NA
172497,global,unknown,NA,NA
173157,global,unknown,NA,NA
173319,global,stable,0,regr
173320,global,stable,0,regr
173321,global,stable,0,regr
173322,global,decreasing,0.00394,regr
173324,global,increasing,-0.00394,regr
173325,global,unknown,NA,NA
173326,global,unknown,NA,NA
173327,global,decreasing,0.00394,regr
173328,global,stable,0,regr
173329,global,unknown,NA,NA
173330,global,unknown,NA,NA
173331,global,decreasing,0.00394,regr
173332,global,stable,0,regr
173333,global,decreasing,0.00394,regr
173334,global,unknown,NA,NA
173335,global,decreasing,0.00394,regr
173336,global,stable,0,regr
173337,global,decreasing,0.00394,regr
173338,global,decreasing,0.00394,regr
173339,global,decreasing,0.00394,regr
173340,global,unknown,NA,NA
173341,global,decreasing,0.00394,regr
173342,global,decreasing,0.00394,regr
173343,global,stable,0,regr
173344,global,decreasing,0.00394,regr
173345,global,decreasing,0.00394,regr
173346,global,stable,0,regr
173347,global,unknown,NA,NA
173348,global,increasing,-0.00394,regr
173349,global,decreasing,0.00394,regr
173350,global,stable,0,regr
173351,global,stable,0,regr
173352,global,stable,0,regr
173353,global,unknown,NA,NA
173354,global,stable,0,regr
173355,global,decreasing,0.00394,regr
173356,global,stable,0,regr
173357,global,decreasing,0.00394,regr
173358,global,stable,0,regr
173359,global,unknown,NA,NA
173360,global,stable,0,regr
173361,global,decreasing,0.00394,regr
173362,global,unknown,NA,NA
173363,global,stable,0,regr
173364,global,stable,0,regr
173365,global,unknown,NA,NA
173366,global,stable,0,regr
173367,global,stable,0,regr
173368,global,stable,0,regr
173369,global,stable,0,regr
173370,global,decreasing,0.00394,regr
173371,global,stable,0,regr
173372,global,increasing,-0.00394,regr
173373,global,unknown,NA,NA
173374,global,decreasing,0.00394,regr
173375,global,unknown,NA,NA
173376,global,unknown,NA,NA
173378,global,stable,0,regr
173379,global,unknown,NA,NA
173380,global,stable,0,regr
173381,global,decreasing,0.00394,regr
173382,global,decreasing,0.00394,regr
173383,global,unknown,NA,NA
173384,global,stable,0,regr
17345844,global,increasing,0,lm
17367725,global,increasing,0,lm
174145,global,unknown,NA,NA
174486,global,unknown,NA,NA
174487,global,unknown,NA,NA
175067,global,unknown,NA,NA
175075,global,stable,0,regr
175104,global,unknown,NA,NA
17595,global,NA,NA,NA
17604,global,NA,NA,NA
176049,global,unknown,NA,NA
176050,global,unknown,NA,NA
176051,global,unknown,NA,NA
176053,global,unknown,NA,NA
176054,global,unknown,NA,NA
176055,global,unknown,NA,NA
176058,global,unknown,NA,NA
176060,global,unknown,NA,NA
176063,global,unknown,NA,NA
176064,global,unknown,NA,NA
176065,global,unknown,NA,NA
176066,global,unknown,NA,NA
176067,global,unknown,NA,NA
176068,global,unknown,NA,NA
176069,global,unknown,NA,NA
176070,global,unknown,NA,NA
176072,global,unknown,NA,NA
176073,global,unknown,NA,NA
176074,global,unknown,NA,NA
176075,global,unknown,NA,NA
176076,global,unknown,NA,NA
176077,global,unknown,NA,NA
176079,global,unknown,NA,NA
176081,global,unknown,NA,NA
176082,global,unknown,NA,NA
176083,global,unknown,NA,NA
176084,global,unknown,NA,NA
176085,global,unknown,NA,NA
176086,global,unknown,NA,NA
176087,global,unknown,NA,NA
176088,global,unknown,NA,NA
176670,global,unknown,NA,NA
176672,global,unknown,NA,NA
176677,global,unknown,NA,NA
176678,global,unknown,NA,NA
176680,global,unknown,NA,NA
176683,global,unknown,NA,NA
176691,global,unknown,NA,NA
176694,global,unknown,0,lm
176703,global,unknown,0,lm
176704,global,decreasing,0.00394,regr
176706,global,unknown,NA,NA
176707,global,unknown,NA,NA
176708,global,unknown,NA,NA
176709,global,unknown,NA,NA
176711,global,unknown,0,lm
176712,global,decreasing,0.00394,regr
176713,global,unknown,NA,NA
176714,global,decreasing,0.00394,regr
176715,global,unknown,NA,NA
176716,global,unknown,NA,NA
176717,global,unknown,NA,NA
176718,global,stable,0,lm
176719,global,stable,0,regr
176720,global,decreasing,0.00394,regr
176721,global,unknown,NA,NA
176722,global,unknown,NA,NA
176723,global,unknown,NA,NA
176724,global,unknown,NA,NA
176725,global,stable,0,regr
176726,global,unknown,NA,NA
176727,global,unknown,NA,NA
176728,global,unknown,NA,NA
176729,global,unknown,NA,NA
176730,global,unknown,NA,NA
176731,global,unknown,NA,NA
176732,global,unknown,NA,NA
176733,global,unknown,NA,NA
176734,global,stable,0,regr
176735,global,unknown,NA,NA
176736,global,unknown,NA,NA
176737,global,unknown,NA,NA
176738,global,stable,0,regr
176739,global,unknown,NA,NA
176740,global,unknown,NA,NA
176741,global,unknown,NA,NA
176742,global,unknown,NA,NA
176743,global,unknown,NA,NA
176744,global,unknown,NA,NA
176745,global,unknown,NA,NA
176746,global,unknown,NA,NA
176748,global,decreasing,0.00394,regr
176749,global,unknown,NA,NA
176750,global,stable,0,regr
176751,global,unknown,NA,NA
176752,global,unknown,NA,NA
176753,global,unknown,NA,NA
176754,global,unknown,NA,NA
176755,global,unknown,NA,NA
176756,global,stable,0,regr
176757,global,unknown,NA,NA
176758,global,unknown,NA,NA
176759,global,unknown,NA,NA
176760,global,unknown,NA,NA
176761,global,unknown,NA,NA
176762,global,unknown,NA,NA
176763,global,decreasing,0.00394,regr
176765,global,unknown,NA,NA
176766,global,unknown,NA,NA
176767,global,unknown,NA,NA
176768,global,unknown,NA,NA
176769,global,stable,0,regr
176770,global,decreasing,0.00394,regr
176771,global,stable,0,regr
176772,global,unknown,NA,NA
176773,global,unknown,NA,NA
17710,global,NA,NA,NA
177110,global,stable,0,regr
177115,global,stable,0,regr
177949,global,stable,0,regr
177950,global,stable,0,regr
177951,global,stable,0,regr
177952,global,stable,0,regr
177953,global,stable,0,regr
177954,global,unknown,NA,NA
177955,global,stable,0,regr
177956,global,unknown,NA,NA
177957,global,unknown,NA,NA
177958,global,stable,0,regr
177959,global,unknown,NA,NA
177960,global,stable,0,regr
177961,global,unknown,NA,NA
177962,global,unknown,NA,NA
177963,global,unknown,NA,NA
177964,global,unknown,NA,NA
177965,global,stable,0,regr
177966,global,unknown,NA,NA
177967,global,stable,0,regr
177968,global,stable,0,regr
177969,global,stable,0,regr
177970,global,unknown,NA,NA
177971,global,stable,0,regr
177972,global,unknown,NA,NA
177973,global,unknown,NA,NA
177974,global,unknown,NA,NA
177975,global,stable,0,regr
177976,global,stable,0,regr
177977,global,unknown,NA,NA
177978,global,unknown,NA,NA
177979,global,unknown,NA,NA
177980,global,stable,0,regr
177981,global,unknown,NA,NA
177982,global,stable,0,regr
177983,global,stable,0,regr
177984,global,unknown,NA,NA
177985,global,stable,0,regr
177986,global,unknown,NA,NA
177987,global,stable,0,regr
177988,global,stable,0,regr
177989,global,stable,0,regr
177990,global,stable,0,regr
177991,global,stable,0,regr
177992,global,unknown,NA,NA
177993,global,stable,0,regr
177994,global,unknown,NA,NA
177995,global,unknown,NA,NA
177997,global,stable,0,regr
177998,global,stable,0,regr
177999,global,stable,0,regr
178000,global,unknown,NA,NA
178001,global,unknown,NA,NA
178002,global,stable,0,regr
178003,global,unknown,NA,NA
178004,global,unknown,NA,NA
178005,global,stable,0,regr
178006,global,unknown,NA,NA
178007,global,unknown,NA,NA
178008,global,stable,0,regr
178009,global,stable,0,regr
178010,global,stable,0,regr
178011,global,stable,0,regr
178012,global,stable,0,regr
178013,global,stable,0,regr
178014,global,unknown,NA,NA
178015,global,stable,0,regr
178016,global,unknown,NA,NA
178017,global,stable,0,regr
178018,global,unknown,NA,NA
178019,global,stable,0,regr
178020,global,unknown,NA,NA
178021,global,stable,0,regr
178022,global,stable,0,regr
178023,global,unknown,NA,NA
178024,global,stable,0,regr
178025,global,unknown,NA,NA
178043,global,unknown,NA,NA
178048,global,unknown,NA,NA
178051,global,unknown,NA,NA
178054,global,unknown,NA,NA
178057,global,unknown,NA,NA
178060,global,unknown,NA,NA
178062,global,unknown,0,lm
178063,global,unknown,0,lm
178064,global,unknown,0,lm
178065,global,unknown,0,lm
178066,global,unknown,NA,NA
178067,global,unknown,0,lm
178070,global,stable,0,regr
178072,global,unknown,NA,NA
178074,global,unknown,NA,NA
178077,global,unknown,NA,NA
178081,global,unknown,NA,NA
178082,global,unknown,NA,NA
178084,global,unknown,NA,NA
178086,global,unknown,NA,NA
178087,global,unknown,NA,NA
178088,global,unknown,NA,NA
178089,global,unknown,NA,NA
178090,global,unknown,NA,NA
178091,global,unknown,NA,NA
178092,global,unknown,NA,NA
178093,global,unknown,NA,NA
178094,global,unknown,NA,NA
178097,global,unknown,NA,NA
178100,global,unknown,NA,NA
178102,global,unknown,NA,NA
178105,global,unknown,NA,NA
178106,global,unknown,NA,NA
178107,global,unknown,NA,NA
178108,global,unknown,NA,NA
178111,global,unknown,0,lm
178796,global,decreasing,0.00394,regr
178797,global,decreasing,0.00394,regr
178798,global,decreasing,0.00394,regr
178799,global,decreasing,0.00394,regr
178800,global,unknown,NA,NA
178801,global,decreasing,0.00394,regr
178802,global,decreasing,0.00394,regr
178803,global,decreasing,0.00394,regr
178804,global,decreasing,0.00394,regr
178805,global,decreasing,0.00394,regr
178806,global,decreasing,0.00394,regr
178807,global,decreasing,0.00394,regr
178808,global,decreasing,0.00394,regr
178809,global,decreasing,0.00394,regr
178810,global,unknown,NA,NA
178811,global,decreasing,0.00394,regr
178812,global,decreasing,0.00394,regr
178813,global,stable,0,regr
178814,global,decreasing,0.00394,regr
178815,global,decreasing,0.00394,regr
178816,global,decreasing,0.00394,regr
178817,global,decreasing,0.00394,regr
178818,global,stable,0,regr
178819,global,decreasing,0.00394,regr
178820,global,decreasing,0.00394,regr
178821,global,decreasing,0.00394,regr
178822,global,decreasing,0.00394,regr
178823,global,decreasing,0.00394,regr
178824,global,decreasing,0.00394,regr
178825,global,decreasing,0.00394,regr
178826,global,decreasing,0.00394,regr
178827,global,decreasing,0.00394,regr
178828,global,decreasing,0.00394,regr
178829,global,decreasing,0.00394,regr
178830,global,decreasing,0.00394,regr
178831,global,decreasing,0.00394,regr
178832,global,decreasing,0.00394,regr
178833,global,decreasing,0.00394,regr
178834,global,decreasing,0.00394,regr
178835,global,decreasing,0.00394,regr
178836,global,decreasing,0.00394,regr
178837,global,decreasing,0.00394,regr
178838,global,decreasing,0.00394,regr
178839,global,decreasing,0.00394,regr
178840,global,decreasing,0.00394,regr
178841,global,decreasing,0.00394,regr
178842,global,decreasing,0.00394,regr
178843,global,decreasing,0.00394,regr
178844,global,decreasing,0.00394,regr
178845,global,decreasing,0.00394,regr
178846,global,decreasing,0.00394,regr
178847,global,decreasing,0.00394,regr
178848,global,unknown,NA,NA
178849,global,decreasing,0.00394,regr
178850,global,decreasing,0.00394,regr
178851,global,decreasing,0,lm
178852,global,decreasing,0.00394,regr
178853,global,decreasing,0.00394,regr
178854,global,decreasing,0.00394,regr
178855,global,decreasing,0.00394,regr
178856,global,decreasing,0.00394,regr
178857,global,decreasing,0.00394,regr
178858,global,decreasing,0.00394,regr
178889,global,unknown,NA,NA
178890,global,unknown,NA,NA
178891,global,unknown,NA,NA
178892,global,unknown,NA,NA
178893,global,unknown,NA,NA
178894,global,unknown,NA,NA
178895,global,unknown,NA,NA
178896,global,stable,0,regr
178897,global,unknown,NA,NA
178898,global,unknown,NA,NA
178899,global,unknown,NA,NA
178900,global,unknown,NA,NA
178901,global,unknown,NA,NA
178902,global,unknown,NA,NA
178903,global,unknown,NA,NA
178904,global,stable,0,regr
178905,global,stable,0,regr
178906,global,unknown,NA,NA
178907,global,unknown,NA,NA
178908,global,unknown,NA,NA
178909,global,unknown,NA,NA
178910,global,unknown,NA,NA
178911,global,unknown,NA,NA
178912,global,unknown,NA,NA
178913,global,unknown,NA,NA
178914,global,unknown,NA,NA
178915,global,unknown,NA,NA
178916,global,unknown,NA,NA
178917,global,unknown,NA,NA
178918,global,unknown,NA,NA
178919,global,unknown,NA,NA
178920,global,unknown,NA,NA
178921,global,unknown,NA,NA
178922,global,unknown,NA,NA
178923,global,unknown,NA,NA
178924,global,unknown,NA,NA
178925,global,unknown,NA,NA
178926,global,unknown,NA,NA
178927,global,unknown,NA,NA
178928,global,unknown,NA,NA
178929,global,unknown,NA,NA
178930,global,unknown,NA,NA
178931,global,unknown,NA,NA
178932,global,unknown,NA,NA
178933,global,unknown,NA,NA
178934,global,unknown,NA,NA
178935,global,unknown,NA,NA
178936,global,unknown,NA,NA
178937,global,unknown,NA,NA
178938,global,unknown,NA,NA
178939,global,unknown,NA,NA
178940,global,unknown,NA,NA
178941,global,unknown,NA,NA
178942,global,unknown,NA,NA
178943,global,unknown,NA,NA
178944,global,unknown,NA,NA
178945,global,unknown,NA,NA
178947,global,stable,0,regr
178948,global,stable,0,regr
178949,global,unknown,NA,NA
178950,global,unknown,NA,NA
178951,global,unknown,NA,NA
178952,global,unknown,NA,NA
178953,global,unknown,NA,NA
178954,global,unknown,NA,NA
178956,global,unknown,NA,NA
178957,global,unknown,NA,NA
178958,global,stable,0,regr
178959,global,unknown,NA,NA
178960,global,unknown,NA,NA
178961,global,unknown,NA,NA
178962,global,unknown,NA,NA
178963,global,stable,0,regr
178965,global,stable,0,regr
178966,global,unknown,NA,NA
178967,global,unknown,NA,NA
178968,global,unknown,NA,NA
178969,global,stable,0,regr
178970,global,unknown,NA,NA
178971,global,unknown,NA,NA
178972,global,unknown,NA,NA
178973,global,stable,0,regr
178974,global,unknown,NA,NA
178976,global,unknown,NA,NA
178977,global,unknown,NA,NA
178978,global,unknown,NA,NA
178979,global,unknown,NA,NA
178980,global,unknown,NA,NA
178981,global,unknown,NA,NA
178982,global,unknown,NA,NA
178983,global,unknown,NA,NA
178984,global,unknown,NA,NA
178985,global,unknown,NA,NA
178986,global,unknown,NA,NA
178987,global,unknown,NA,NA
178988,global,stable,0,regr
178989,global,unknown,NA,NA
178990,global,stable,0,regr
178991,global,unknown,NA,NA
178992,global,stable,0,regr
178993,global,stable,0,regr
178994,global,unknown,NA,NA
178995,global,stable,0,regr
178996,global,unknown,NA,NA
178997,global,unknown,NA,NA
178998,global,stable,0,regr
178999,global,unknown,NA,NA
179000,global,unknown,NA,NA
179001,global,unknown,NA,NA
179002,global,unknown,NA,NA
179003,global,unknown,NA,NA
179004,global,unknown,NA,NA
179005,global,unknown,NA,NA
179006,global,unknown,NA,NA
179007,global,unknown,NA,NA
179008,global,unknown,NA,NA
179009,global,unknown,NA,NA
179010,global,unknown,NA,NA
179012,global,unknown,NA,NA
179013,global,unknown,NA,NA
179014,global,stable,0,regr
179015,global,unknown,NA,NA
179016,global,unknown,NA,NA
179017,global,unknown,NA,NA
179018,global,unknown,NA,NA
179019,global,stable,0,regr
179020,global,stable,0,regr
179021,global,unknown,NA,NA
179022,global,stable,0,regr
179023,global,unknown,NA,NA
179024,global,unknown,NA,NA
179025,global,unknown,NA,NA
179026,global,unknown,NA,NA
179027,global,unknown,NA,NA
179028,global,unknown,NA,NA
179029,global,stable,0,regr
179030,global,unknown,NA,NA
179031,global,unknown,NA,NA
179032,global,unknown,NA,NA
179033,global,unknown,NA,NA
179034,global,stable,0,regr
179035,global,unknown,NA,NA
179036,global,unknown,NA,NA
179037,global,unknown,NA,NA
179038,global,unknown,NA,NA
179039,global,unknown,NA,NA
179040,global,unknown,NA,NA
179041,global,unknown,NA,NA
179042,global,unknown,NA,NA
179043,global,unknown,NA,NA
179044,global,unknown,NA,NA
179045,global,stable,0,regr
179046,global,unknown,NA,NA
179047,global,unknown,NA,NA
179048,global,unknown,NA,NA
179049,global,unknown,NA,NA
179050,global,unknown,NA,NA
179051,global,unknown,NA,NA
179052,global,unknown,NA,NA
179053,global,unknown,NA,NA
179054,global,unknown,NA,NA
179055,global,stable,0,regr
179056,global,unknown,NA,NA
179057,global,unknown,NA,NA
179058,global,unknown,NA,NA
179059,global,unknown,NA,NA
179060,global,unknown,NA,NA
179061,global,unknown,NA,NA
179062,global,unknown,NA,NA
179063,global,unknown,NA,NA
179064,global,unknown,NA,NA
179065,global,unknown,NA,NA
179066,global,unknown,NA,NA
179067,global,unknown,NA,NA
179068,global,unknown,NA,NA
179069,global,unknown,NA,NA
179070,global,unknown,NA,NA
179071,global,unknown,NA,NA
179072,global,unknown,NA,NA
179074,global,stable,0,regr
179075,global,unknown,NA,NA
179076,global,unknown,NA,NA
179077,global,unknown,NA,NA
179078,global,unknown,NA,NA
179079,global,unknown,NA,NA
179080,global,unknown,NA,NA
179081,global,unknown,NA,NA
179083,global,unknown,NA,NA
179084,global,unknown,NA,NA
179085,global,unknown,NA,NA
179086,global,unknown,NA,NA
179087,global,unknown,NA,NA
179088,global,unknown,NA,NA
179089,global,unknown,NA,NA
179090,global,unknown,NA,NA
179091,global,unknown,NA,NA
179092,global,unknown,NA,NA
179093,global,unknown,NA,NA
179094,global,unknown,NA,NA
179095,global,stable,0,regr
179096,global,unknown,NA,NA
179097,global,unknown,NA,NA
179099,global,stable,0,regr
179100,global,unknown,NA,NA
179102,global,unknown,NA,NA
179103,global,unknown,NA,NA
179104,global,unknown,NA,NA
179105,global,unknown,NA,NA
179106,global,unknown,NA,NA
179107,global,unknown,NA,NA
179108,global,stable,0,regr
179109,global,unknown,NA,NA
179110,global,unknown,NA,NA
179111,global,unknown,NA,NA
179112,global,unknown,NA,NA
179113,global,stable,0,regr
179114,global,unknown,NA,NA
179115,global,stable,0,regr
179116,global,unknown,NA,NA
1793,global,decreasing,0.00967,lm
17974,global,NA,NA,NA
17977,global,unknown,-0.02105,lm
17978,global,decreasing,-0,lm
180103,global,unknown,NA,NA
180105,global,unknown,NA,NA
180106,global,unknown,NA,NA
180107,global,unknown,NA,NA
180108,global,unknown,NA,NA
180109,global,unknown,NA,NA
180110,global,unknown,NA,NA
180111,global,unknown,NA,NA
180112,global,unknown,NA,NA
180114,global,unknown,NA,NA
180115,global,unknown,NA,NA
180116,global,unknown,NA,NA
180118,global,unknown,NA,NA
180120,global,unknown,NA,NA
180121,global,unknown,NA,NA
180122,global,unknown,NA,NA
180123,global,unknown,NA,NA
180125,global,unknown,NA,NA
180126,global,unknown,NA,NA
180127,global,unknown,NA,NA
180129,global,unknown,NA,NA
180131,global,unknown,NA,NA
180133,global,unknown,NA,NA
180135,global,unknown,NA,NA
180139,global,unknown,NA,NA
180141,global,unknown,NA,NA
180142,global,unknown,NA,NA
180208,global,unknown,NA,NA
180209,global,unknown,NA,NA
180211,global,unknown,NA,NA
180212,global,NA,NA,NA
180213,global,unknown,NA,NA
180214,global,unknown,NA,NA
180215,global,unknown,NA,NA
180216,global,unknown,NA,NA
180218,global,unknown,NA,NA
180219,global,unknown,NA,NA
180220,global,unknown,NA,NA
180223,global,unknown,NA,NA
180224,global,unknown,NA,NA
180225,global,unknown,NA,NA
180226,global,unknown,NA,NA
180227,global,unknown,NA,NA
180228,global,unknown,NA,NA
180230,global,unknown,NA,NA
180231,global,unknown,NA,NA
180232,global,unknown,NA,NA
180233,global,unknown,NA,NA
180234,global,unknown,NA,NA
180235,global,unknown,NA,NA
180236,global,unknown,NA,NA
180237,global,unknown,NA,NA
180238,global,decreasing,0.00394,regr
180239,global,unknown,NA,NA
180240,global,unknown,NA,NA
180241,global,unknown,NA,NA
180245,global,unknown,NA,NA
180246,global,unknown,NA,NA
180247,global,unknown,NA,NA
180248,global,unknown,NA,NA
180249,global,unknown,NA,NA
180250,global,unknown,NA,NA
180251,global,unknown,NA,NA
180252,global,unknown,NA,NA
180253,global,unknown,NA,NA
180254,global,unknown,NA,NA
180255,global,unknown,NA,NA
180256,global,unknown,NA,NA
