iucn_sid,year,cat_ts,cat_ts_score,iucn_version
11375,1990,VU,0.4,2018-1
11375,1994,VU,0.4,2018-1
11375,1996,EN,0.6,2018-1
11375,2000,CR,0.8,2018-1
114164022,2017,LC,0,2018-1
114164251,2017,LC,0,2018-1
11501,1986,VU,0.4,2018-1
11501,1988,VU,0.4,2018-1
11501,1990,VU,0.4,2018-1
11501,1994,VU,0.4,2018-1
11533,1982,EN,0.6,2018-1
11533,1986,EN,0.6,2018-1
11533,1988,EN,0.6,2018-1
11533,1990,EN,0.6,2018-1
11533,1994,EN,0.6,2018-1
11533,1996,CR,0.8,2018-1
11534,1982,EN,0.6,2018-1
11534,1986,EN,0.6,2018-1
11534,1988,EN,0.6,2018-1
11534,1990,EN,0.6,2018-1
11534,1994,EN,0.6,2018-1
11534,1996,EN,0.6,2018-1
11534,2008,VU,0.4,2018-1
11696,1996,LC,0,2018-1
11696,2008,LC,0,2018-1
11696,2015,LC,0,2018-1
117636167,2017,CR,0.8,2018-1
11987,1996,NT,0.2,2018-1
11987,2016,VU,0.4,2018-1
12103,1996,VU,0.4,2018-1
12125,1996,LC,0,2018-1
12125,2008,LC,0,2018-1
12125,2012,LC,0,2018-1
12137,1996,VU,0.4,2018-1
12137,2014,EN,0.6,2018-1
12242,1996,EX,1,2018-1
12244,1994,EN,0.6,2018-1
12244,1996,EN,0.6,2018-1
12246,1996,LC,0,2018-1
12246,2008,LC,0,2018-1
12246,2015,LC,0,2018-1
12302,2000,LC,0,2018-1
12302,2004,LC,0,2018-1
12302,2008,LC,0,2018-1
12302,2015,LC,0,2018-1
12303,1982,VU,0.4,2018-1
12303,1986,VU,0.4,2018-1
12303,1988,VU,0.4,2018-1
12303,1990,VU,0.4,2018-1
12303,1994,VU,0.4,2018-1
12303,1996,EN,0.6,2018-1
12303,2000,EN,0.6,2018-1
12303,2004,EN,0.6,2018-1
12303,2008,EN,0.6,2018-1
12303,2015,EN,0.6,2018-1
12305,1988,VU,0.4,2018-1
12305,1990,VU,0.4,2018-1
12305,1994,VU,0.4,2018-1
12305,1996,VU,0.4,2018-1
12305,2000,EN,0.6,2018-1
12305,2004,EN,0.6,2018-1
12305,2008,EN,0.6,2018-1
12305,2015,EN,0.6,2018-1
12382,1994,EX,1,2018-1
12382,1996,EX,1,2018-1
12416,1996,VU,0.4,2018-1
12416,2016,NT,0.2,2018-1
12417,1996,VU,0.4,2018-1
12417,2016,VU,0.4,2018-1
12419,1996,LC,0,2018-1
12419,2000,VU,0.4,2018-1
12419,2004,NT,0.2,2018-1
12419,2008,NT,0.2,2018-1
12419,2015,NT,0.2,2018-1
12421,1996,VU,0.4,2018-1
12421,2008,EN,0.6,2018-1
12421,2015,EN,0.6,2018-1
12427,1996,VU,0.4,2018-1
12427,2000,VU,0.4,2018-1
12427,2004,VU,0.4,2018-1
12427,2008,VU,0.4,2018-1
12427,2015,VU,0.4,2018-1
13006,1965,EN,0.6,2018-1
13006,1986,EN,0.6,2018-1
13006,1988,EN,0.6,2018-1
13006,1990,VU,0.4,2018-1
13006,1994,VU,0.4,2018-1
13006,1996,VU,0.4,2018-1
13006,2008,LC,0,2018-1
13045,1996,VU,0.4,2018-1
1308,1996,EN,0.6,2018-1
1308,2015,LC,0,2018-1
13145,1986,EN,0.6,2018-1
13145,1988,EN,0.6,2018-1
13145,1990,VU,0.4,2018-1
13145,1994,VU,0.4,2018-1
13145,1996,NT,0.2,2018-1
13145,2015,EN,0.6,2018-1
13145780,2017,NT,0.2,2018-1
13168143,2018,LC,0,2018-1
13232,2008,LC,0,2018-1
13232,2011,LC,0,2018-1
13238,1996,CR,0.8,2018-1
132722,2008,NT,0.2,2018-1
132723,2008,LC,0,2018-1
132724,2008,NT,0.2,2018-1
132726,2008,LC,0,2018-1
132727,2008,LC,0,2018-1
132729,2008,LC,0,2018-1
132730,2008,LC,0,2018-1
132730,2017,LC,0,2018-1
132731,2008,NT,0.2,2018-1
132732,2008,LC,0,2018-1
132733,2008,LC,0,2018-1
132733,2017,LC,0,2018-1
132736,2008,LC,0,2018-1
132737,2008,LC,0,2018-1
132738,2008,LC,0,2018-1
132740,2008,LC,0,2018-1
132741,2008,LC,0,2018-1
132742,2008,LC,0,2018-1
132743,2008,LC,0,2018-1
132744,2008,LC,0,2018-1
132745,2008,LC,0,2018-1
132747,2008,LC,0,2018-1
132748,2008,LC,0,2018-1
132749,2008,LC,0,2018-1
132750,2008,LC,0,2018-1
132751,2008,LC,0,2018-1
132753,2008,NT,0.2,2018-1
132754,2008,LC,0,2018-1
132754,2017,LC,0,2018-1
132755,2008,LC,0,2018-1
132756,2008,LC,0,2018-1
132757,2008,LC,0,2018-1
132759,2008,NT,0.2,2018-1
132761,2008,LC,0,2018-1
132764,2008,LC,0,2018-1
132766,2008,LC,0,2018-1
132767,2008,LC,0,2018-1
132767,2017,LC,0,2018-1
132770,2008,LC,0,2018-1
132771,2008,LC,0,2018-1
132773,2008,LC,0,2018-1
132774,2008,LC,0,2018-1
132775,2008,NT,0.2,2018-1
132776,2008,NT,0.2,2018-1
132777,2008,NT,0.2,2018-1
132778,2008,LC,0,2018-1
132779,2008,LC,0,2018-1
132781,2008,LC,0,2018-1
132783,2008,LC,0,2018-1
132783,2017,LC,0,2018-1
132787,2008,LC,0,2018-1
132788,2008,LC,0,2018-1
132789,2008,LC,0,2018-1
132790,2008,LC,0,2018-1
132795,2008,LC,0,2018-1
132799,2008,LC,0,2018-1
132802,2008,LC,0,2018-1
132803,2008,LC,0,2018-1
132804,2008,LC,0,2018-1
132805,2008,LC,0,2018-1
132806,2008,LC,0,2018-1
132807,2008,LC,0,2018-1
132808,2008,LC,0,2018-1
132809,2008,LC,0,2018-1
132810,2008,LC,0,2018-1
132811,2008,LC,0,2018-1
132815,2008,LC,0,2018-1
132817,2008,LC,0,2018-1
132818,2008,LC,0,2018-1
132819,2008,LC,0,2018-1
132821,2008,LC,0,2018-1
132822,2008,LC,0,2018-1
132823,2008,LC,0,2018-1
132825,2008,LC,0,2018-1
132826,2008,NT,0.2,2018-1
132827,2008,LC,0,2018-1
132829,2008,LC,0,2018-1
132830,2008,LC,0,2018-1
132832,2008,EN,0.6,2018-1
132835,2008,EN,0.6,2018-1
132859,2008,LC,0,2018-1
132860,2008,VU,0.4,2018-1
132860,2014,VU,0.4,2018-1
132864,2008,LC,0,2018-1
132864,2014,LC,0,2018-1
132865,2008,VU,0.4,2018-1
132866,2008,VU,0.4,2018-1
132868,2008,NT,0.2,2018-1
132869,2008,NT,0.2,2018-1
132869,2014,NT,0.2,2018-1
132870,2008,VU,0.4,2018-1
132871,2008,NT,0.2,2018-1
132872,2008,NT,0.2,2018-1
132873,2008,NT,0.2,2018-1
132873,2014,NT,0.2,2018-1
132874,2008,LC,0,2018-1
132875,2008,LC,0,2018-1
132876,2008,LC,0,2018-1
132877,2008,LC,0,2018-1
132878,2008,NT,0.2,2018-1
132878,2014,NT,0.2,2018-1
132879,2008,NT,0.2,2018-1
132880,2008,VU,0.4,2018-1
132880,2014,VU,0.4,2018-1
132881,2008,LC,0,2018-1
132881,2014,LC,0,2018-1
132883,2008,LC,0,2018-1
132883,2014,LC,0,2018-1
132884,2008,LC,0,2018-1
132885,2008,LC,0,2018-1
132885,2014,LC,0,2018-1
132887,2008,LC,0,2018-1
132887,2014,LC,0,2018-1
132888,2008,NT,0.2,2018-1
132888,2014,NT,0.2,2018-1
132889,2008,LC,0,2018-1
132890,2008,VU,0.4,2018-1
132891,2008,LC,0,2018-1
132892,2008,VU,0.4,2018-1
132893,2008,NT,0.2,2018-1
132894,2008,NT,0.2,2018-1
132895,2008,LC,0,2018-1
132895,2014,LC,0,2018-1
132896,2008,VU,0.4,2018-1
132897,2008,EN,0.6,2018-1
132897,2014,EN,0.6,2018-1
132898,2008,VU,0.4,2018-1
132899,2008,VU,0.4,2018-1
132900,2008,LC,0,2018-1
132901,2008,NT,0.2,2018-1
132903,2008,LC,0,2018-1
132903,2014,LC,0,2018-1
132904,2008,NT,0.2,2018-1
132904,2014,NT,0.2,2018-1
132905,2008,NT,0.2,2018-1
132907,2008,NT,0.2,2018-1
132909,2008,VU,0.4,2018-1
132910,2008,NT,0.2,2018-1
132911,2008,LC,0,2018-1
132911,2014,LC,0,2018-1
132913,2008,EN,0.6,2018-1
132916,2008,LC,0,2018-1
132916,2014,LC,0,2018-1
132917,2008,LC,0,2018-1
132917,2014,LC,0,2018-1
132918,2008,NT,0.2,2018-1
132920,2008,VU,0.4,2018-1
132921,2008,NT,0.2,2018-1
132922,2008,LC,0,2018-1
132922,2014,LC,0,2018-1
132923,2008,LC,0,2018-1
132923,2014,LC,0,2018-1
132924,2008,NT,0.2,2018-1
132925,2008,LC,0,2018-1
132925,2014,LC,0,2018-1
132927,2008,NT,0.2,2018-1
132928,2008,VU,0.4,2018-1
132929,2008,NT,0.2,2018-1
132930,2008,VU,0.4,2018-1
132931,2008,VU,0.4,2018-1
132932,2008,VU,0.4,2018-1
132933,2008,NT,0.2,2018-1
132935,2008,VU,0.4,2018-1
132936,2008,LC,0,2018-1
132936,2014,LC,0,2018-1
132937,2008,LC,0,2018-1
132939,2008,LC,0,2018-1
132940,2008,VU,0.4,2018-1
132940,2014,VU,0.4,2018-1
132942,2008,VU,0.4,2018-1
132943,2008,EN,0.6,2018-1
132944,2008,NT,0.2,2018-1
132947,2008,LC,0,2018-1
132948,2008,NT,0.2,2018-1
132948,2014,NT,0.2,2018-1
132949,2008,LC,0,2018-1
132953,2008,LC,0,2018-1
132954,2008,LC,0,2018-1
132954,2014,LC,0,2018-1
132955,2008,LC,0,2018-1
132956,2008,VU,0.4,2018-1
132956,2014,VU,0.4,2018-1
132957,2008,VU,0.4,2018-1
132958,2008,LC,0,2018-1
132958,2014,LC,0,2018-1
132959,2008,EN,0.6,2018-1
132960,2008,LC,0,2018-1
132960,2014,LC,0,2018-1
132962,2008,LC,0,2018-1
132963,2008,LC,0,2018-1
132964,2008,VU,0.4,2018-1
132967,2008,NT,0.2,2018-1
132968,2008,VU,0.4,2018-1
132969,2008,VU,0.4,2018-1
132969,2014,VU,0.4,2018-1
132970,2008,VU,0.4,2018-1
132972,2008,VU,0.4,2018-1
132973,2008,VU,0.4,2018-1
132974,2008,VU,0.4,2018-1
132975,2008,LC,0,2018-1
132975,2014,LC,0,2018-1
132976,2008,NT,0.2,2018-1
132976,2014,NT,0.2,2018-1
132977,2008,VU,0.4,2018-1
132978,2008,NT,0.2,2018-1
132978,2014,NT,0.2,2018-1
132979,2008,NT,0.2,2018-1
132980,2008,NT,0.2,2018-1
132980,2014,NT,0.2,2018-1
132981,2008,VU,0.4,2018-1
132983,2008,NT,0.2,2018-1
132983,2014,NT,0.2,2018-1
132984,2008,VU,0.4,2018-1
132985,2008,NT,0.2,2018-1
132986,2008,LC,0,2018-1
132986,2014,LC,0,2018-1
132987,2008,LC,0,2018-1
132988,2008,LC,0,2018-1
132990,2008,VU,0.4,2018-1
132991,2008,NT,0.2,2018-1
132992,2008,NT,0.2,2018-1
132992,2014,NT,0.2,2018-1
132993,2008,LC,0,2018-1
132994,2008,NT,0.2,2018-1
132995,2008,VU,0.4,2018-1
132996,2008,VU,0.4,2018-1
132997,2008,NT,0.2,2018-1
132997,2014,NT,0.2,2018-1
132998,2008,LC,0,2018-1
132998,2014,LC,0,2018-1
133001,2008,LC,0,2018-1
133001,2014,LC,0,2018-1
133002,2008,NT,0.2,2018-1
133003,2008,NT,0.2,2018-1
133006,2008,CR,0.8,2018-1
133007,2008,VU,0.4,2018-1
133008,2008,LC,0,2018-1
133008,2014,LC,0,2018-1
133009,2008,NT,0.2,2018-1
133010,2008,LC,0,2018-1
133011,2008,VU,0.4,2018-1
133012,2008,VU,0.4,2018-1
133013,2008,LC,0,2018-1
133013,2014,LC,0,2018-1
133014,2008,VU,0.4,2018-1
133015,2008,LC,0,2018-1
133016,2008,LC,0,2018-1
133016,2014,LC,0,2018-1
133019,2008,VU,0.4,2018-1
133020,2008,NT,0.2,2018-1
133020,2014,NT,0.2,2018-1
133021,2008,LC,0,2018-1
133021,2014,LC,0,2018-1
133022,2008,NT,0.2,2018-1
133023,2008,LC,0,2018-1
133023,2014,LC,0,2018-1
133024,2008,LC,0,2018-1
133024,2014,LC,0,2018-1
133025,2008,VU,0.4,2018-1
133025,2014,VU,0.4,2018-1
133026,2008,LC,0,2018-1
133027,2008,LC,0,2018-1
133028,2008,NT,0.2,2018-1
133028,2014,NT,0.2,2018-1
133029,2008,LC,0,2018-1
133029,2014,LC,0,2018-1
133031,2008,NT,0.2,2018-1
133032,2008,VU,0.4,2018-1
133033,2008,LC,0,2018-1
133034,2008,LC,0,2018-1
133034,2014,LC,0,2018-1
133036,2008,VU,0.4,2018-1
133038,2008,VU,0.4,2018-1
133038,2014,VU,0.4,2018-1
133039,2008,LC,0,2018-1
133040,2008,NT,0.2,2018-1
133041,2008,VU,0.4,2018-1
133041,2014,VU,0.4,2018-1
133042,2008,LC,0,2018-1
133043,2008,NT,0.2,2018-1
133043,2014,NT,0.2,2018-1
133044,2008,LC,0,2018-1
133044,2014,LC,0,2018-1
133045,2008,LC,0,2018-1
133045,2014,LC,0,2018-1
133046,2008,EN,0.6,2018-1
133046,2014,EN,0.6,2018-1
133047,2008,LC,0,2018-1
133048,2008,LC,0,2018-1
133049,2008,LC,0,2018-1
133049,2014,LC,0,2018-1
133051,2008,LC,0,2018-1
133053,2008,LC,0,2018-1
133054,2008,LC,0,2018-1
133054,2014,LC,0,2018-1
133055,2008,NT,0.2,2018-1
133055,2014,NT,0.2,2018-1
133056,2008,LC,0,2018-1
133057,2008,VU,0.4,2018-1
133058,2008,LC,0,2018-1
133058,2014,LC,0,2018-1
133059,2008,NT,0.2,2018-1
133060,2008,NT,0.2,2018-1
133062,2008,LC,0,2018-1
133063,2008,LC,0,2018-1
133063,2014,LC,0,2018-1
133064,2008,VU,0.4,2018-1
133065,2008,NT,0.2,2018-1
133066,2008,LC,0,2018-1
133066,2014,LC,0,2018-1
133067,2008,VU,0.4,2018-1
133068,2008,LC,0,2018-1
133069,2008,VU,0.4,2018-1
133070,2008,NT,0.2,2018-1
133070,2014,NT,0.2,2018-1
133071,2008,NT,0.2,2018-1
133071,2014,NT,0.2,2018-1
133073,2008,LC,0,2018-1
133074,2008,VU,0.4,2018-1
133075,2008,NT,0.2,2018-1
133076,2008,LC,0,2018-1
133076,2014,LC,0,2018-1
133077,2008,LC,0,2018-1
133078,2008,NT,0.2,2018-1
133079,2008,VU,0.4,2018-1
133080,2008,NT,0.2,2018-1
133081,2008,VU,0.4,2018-1
133082,2008,LC,0,2018-1
133082,2014,LC,0,2018-1
133083,2008,NT,0.2,2018-1
133083,2014,NT,0.2,2018-1
133084,2008,LC,0,2018-1
133084,2014,LC,0,2018-1
133085,2015,LC,0,2018-1
133087,2008,LC,0,2018-1
133087,2014,LC,0,2018-1
133088,2008,LC,0,2018-1
133088,2014,LC,0,2018-1
133089,2008,LC,0,2018-1
133090,2008,LC,0,2018-1
133090,2014,LC,0,2018-1
133091,2008,LC,0,2018-1
133091,2014,LC,0,2018-1
133092,2008,VU,0.4,2018-1
133093,2008,VU,0.4,2018-1
133094,2008,LC,0,2018-1
133095,2008,LC,0,2018-1
133095,2014,LC,0,2018-1
133096,2008,LC,0,2018-1
133097,2008,VU,0.4,2018-1
133097,2014,VU,0.4,2018-1
133098,2008,LC,0,2018-1
133098,2014,LC,0,2018-1
133099,2008,VU,0.4,2018-1
133099,2014,VU,0.4,2018-1
133101,2008,NT,0.2,2018-1
133102,2008,VU,0.4,2018-1
133105,2008,NT,0.2,2018-1
133105,2014,NT,0.2,2018-1
133106,2008,NT,0.2,2018-1
133106,2014,NT,0.2,2018-1
133107,2008,VU,0.4,2018-1
133108,2008,EN,0.6,2018-1
133109,2008,VU,0.4,2018-1
133110,2008,LC,0,2018-1
133111,2008,NT,0.2,2018-1
133112,2008,VU,0.4,2018-1
133113,2008,VU,0.4,2018-1
133114,2008,NT,0.2,2018-1
133115,2008,VU,0.4,2018-1
133116,2008,NT,0.2,2018-1
133116,2014,NT,0.2,2018-1
133117,2008,VU,0.4,2018-1
133117,2014,VU,0.4,2018-1
133118,2008,VU,0.4,2018-1
133120,2008,LC,0,2018-1
133121,2008,CR,0.8,2018-1
133123,2008,VU,0.4,2018-1
133124,2008,VU,0.4,2018-1
133126,2008,VU,0.4,2018-1
133127,2008,LC,0,2018-1
133127,2014,LC,0,2018-1
133129,2008,LC,0,2018-1
133131,2008,VU,0.4,2018-1
133132,2008,VU,0.4,2018-1
133132,2014,VU,0.4,2018-1
133133,2008,VU,0.4,2018-1
133134,2008,EN,0.6,2018-1
133135,2008,LC,0,2018-1
133136,2008,NT,0.2,2018-1
133136,2014,NT,0.2,2018-1
133137,2008,LC,0,2018-1
133137,2014,LC,0,2018-1
133139,2008,NT,0.2,2018-1
133139,2014,NT,0.2,2018-1
133140,2008,LC,0,2018-1
133140,2014,LC,0,2018-1
133142,2015,EN,0.6,2018-1
133143,2008,LC,0,2018-1
133144,2008,LC,0,2018-1
133145,2008,VU,0.4,2018-1
133146,2008,LC,0,2018-1
133147,2008,VU,0.4,2018-1
133148,2008,LC,0,2018-1
133148,2014,LC,0,2018-1
133149,2008,LC,0,2018-1
133150,2008,VU,0.4,2018-1
133151,2008,NT,0.2,2018-1
133152,2008,NT,0.2,2018-1
133155,2008,LC,0,2018-1
133156,2008,VU,0.4,2018-1
133156,2014,VU,0.4,2018-1
133157,2008,NT,0.2,2018-1
133158,2008,LC,0,2018-1
133158,2014,LC,0,2018-1
133159,2008,NT,0.2,2018-1
133160,2008,NT,0.2,2018-1
133161,2008,LC,0,2018-1
133162,2008,VU,0.4,2018-1
133163,2008,LC,0,2018-1
133164,2008,VU,0.4,2018-1
133165,2008,VU,0.4,2018-1
133166,2008,LC,0,2018-1
133166,2014,LC,0,2018-1
133167,2008,LC,0,2018-1
133167,2014,LC,0,2018-1
133168,2008,LC,0,2018-1
133169,2008,LC,0,2018-1
133170,2008,EN,0.6,2018-1
133171,2008,LC,0,2018-1
133171,2014,LC,0,2018-1
133172,2008,LC,0,2018-1
133172,2014,LC,0,2018-1
133173,2008,VU,0.4,2018-1
133174,2008,VU,0.4,2018-1
133175,2008,NT,0.2,2018-1
133175,2014,NT,0.2,2018-1
133176,2008,LC,0,2018-1
133177,2008,VU,0.4,2018-1
133178,2008,NT,0.2,2018-1
133179,2008,LC,0,2018-1
133180,2008,NT,0.2,2018-1
133182,2008,VU,0.4,2018-1
133183,2008,LC,0,2018-1
133183,2014,LC,0,2018-1
133185,2008,VU,0.4,2018-1
133186,2008,LC,0,2018-1
133186,2014,LC,0,2018-1
133187,2008,LC,0,2018-1
133188,2008,LC,0,2018-1
133190,2008,VU,0.4,2018-1
133191,2008,NT,0.2,2018-1
133192,2008,LC,0,2018-1
133192,2014,LC,0,2018-1
133193,2008,VU,0.4,2018-1
133194,2008,LC,0,2018-1
133195,2008,NT,0.2,2018-1
133196,2008,NT,0.2,2018-1
133197,2008,LC,0,2018-1
133197,2014,LC,0,2018-1
133198,2008,LC,0,2018-1
133198,2014,LC,0,2018-1
133200,2008,NT,0.2,2018-1
133200,2014,NT,0.2,2018-1
133201,2008,LC,0,2018-1
133201,2014,LC,0,2018-1
133203,2008,VU,0.4,2018-1
133203,2014,VU,0.4,2018-1
133205,2008,NT,0.2,2018-1
133206,2008,EN,0.6,2018-1
133207,2008,LC,0,2018-1
133208,2008,NT,0.2,2018-1
133208,2014,NT,0.2,2018-1
133209,2008,LC,0,2018-1
133209,2014,LC,0,2018-1
133210,2008,LC,0,2018-1
133211,2008,NT,0.2,2018-1
133212,2008,LC,0,2018-1
133213,2008,NT,0.2,2018-1
133215,2008,LC,0,2018-1
133215,2014,LC,0,2018-1
133216,2008,NT,0.2,2018-1
133216,2014,NT,0.2,2018-1
133217,2008,LC,0,2018-1
133218,2008,LC,0,2018-1
133219,2008,VU,0.4,2018-1
133220,2008,VU,0.4,2018-1
133220,2014,VU,0.4,2018-1
133222,2008,LC,0,2018-1
133222,2014,LC,0,2018-1
133223,2008,VU,0.4,2018-1
133224,2008,LC,0,2018-1
133225,2008,NT,0.2,2018-1
133226,2008,EN,0.6,2018-1
133227,2008,NT,0.2,2018-1
133228,2008,VU,0.4,2018-1
133229,2008,VU,0.4,2018-1
133230,2008,LC,0,2018-1
133230,2014,LC,0,2018-1
133231,2008,NT,0.2,2018-1
133231,2014,NT,0.2,2018-1
133232,2008,LC,0,2018-1
133233,2008,VU,0.4,2018-1
133234,2008,LC,0,2018-1
133235,2008,VU,0.4,2018-1
133236,2008,NT,0.2,2018-1
133236,2014,NT,0.2,2018-1
133237,2008,LC,0,2018-1
133238,2008,LC,0,2018-1
133239,2008,NT,0.2,2018-1
133239,2014,NT,0.2,2018-1
133240,2008,LC,0,2018-1
133240,2014,LC,0,2018-1
133242,2008,LC,0,2018-1
133242,2014,LC,0,2018-1
133243,2008,NT,0.2,2018-1
133244,2008,NT,0.2,2018-1
133244,2014,NT,0.2,2018-1
133245,2008,LC,0,2018-1
133246,2008,LC,0,2018-1
133246,2014,LC,0,2018-1
133247,2008,VU,0.4,2018-1
133248,2008,LC,0,2018-1
133248,2014,LC,0,2018-1
133249,2008,LC,0,2018-1
133250,2008,NT,0.2,2018-1
133250,2014,NT,0.2,2018-1
133251,2008,NT,0.2,2018-1
133252,2008,LC,0,2018-1
133253,2008,NT,0.2,2018-1
133254,2008,EN,0.6,2018-1
133255,2008,LC,0,2018-1
133256,2008,NT,0.2,2018-1
133256,2014,NT,0.2,2018-1
133257,2008,LC,0,2018-1
133258,2008,NT,0.2,2018-1
133258,2014,NT,0.2,2018-1
133259,2008,LC,0,2018-1
133260,2008,NT,0.2,2018-1
133261,2008,VU,0.4,2018-1
133262,2008,NT,0.2,2018-1
133262,2014,NT,0.2,2018-1
133263,2008,VU,0.4,2018-1
133266,2008,LC,0,2018-1
133267,2008,LC,0,2018-1
133267,2014,LC,0,2018-1
133269,2008,VU,0.4,2018-1
133270,2008,LC,0,2018-1
133271,2008,LC,0,2018-1
133272,2008,NT,0.2,2018-1
133272,2014,NT,0.2,2018-1
133276,2008,VU,0.4,2018-1
133277,2008,LC,0,2018-1
133277,2014,LC,0,2018-1
133278,2008,LC,0,2018-1
133281,2008,LC,0,2018-1
133283,2008,VU,0.4,2018-1
133284,2008,LC,0,2018-1
133284,2014,LC,0,2018-1
133285,2008,NT,0.2,2018-1
133287,2008,VU,0.4,2018-1
133288,2008,LC,0,2018-1
133289,2008,VU,0.4,2018-1
133289,2014,VU,0.4,2018-1
133290,2008,NT,0.2,2018-1
133290,2014,NT,0.2,2018-1
133291,2008,VU,0.4,2018-1
133291,2014,VU,0.4,2018-1
133292,2008,LC,0,2018-1
133292,2014,LC,0,2018-1
