iucn_sid,pop_trend,iucn_version,iucn_rgn
161557,unknown,2017-3,global
161558,unknown,2017-3,global
161566,unknown,2017-3,global
161570,decreasing,2017-3,global
161574,increasing,2017-3,global
161575,unknown,2017-3,global
161587,unknown,2017-3,global
161589,unknown,2017-3,global
161595,stable,2017-3,global
161596,unknown,2017-3,global
161597,decreasing,2017-3,global
161598,decreasing,2017-3,global
161599,stable,2017-3,global
161600,stable,2017-3,global
161612,unknown,2017-3,global
161615,decreasing,2017-3,global
161621,decreasing,2017-3,global
161622,stable,2017-3,global
161623,unknown,2017-3,global
161626,unknown,2017-3,global
161628,increasing,2017-3,global
161629,unknown,2017-3,global
161631,decreasing,2017-3,global
161635,unknown,2017-3,global
161637,unknown,2017-3,global
161640,unknown,2017-3,global
161644,unknown,2017-3,global
161648,unknown,2017-3,global
161651,unknown,2017-3,global
161652,decreasing,2017-3,global
161655,unknown,2017-3,global
161658,unknown,2017-3,global
161659,unknown,2017-3,global
161661,stable,2017-3,global
161664,unknown,2017-3,global
161665,unknown,2017-3,global
161666,stable,2017-3,global
161669,decreasing,2017-3,global
161673,unknown,2017-3,global
161674,unknown,2017-3,global
161675,decreasing,2017-3,global
161691,decreasing,2017-3,global
161692,decreasing,2017-3,global
161695,unknown,2017-3,global
161696,decreasing,2017-3,global
161700,unknown,2017-3,global
161702,unknown,2017-3,global
161705,stable,2017-3,global
161714,stable,2017-3,global
161722,unknown,2017-3,global
161729,decreasing,2017-3,global
161731,unknown,2017-3,global
161743,unknown,2017-3,global
161744,decreasing,2017-3,global
161745,unknown,2017-3,global
161746,unknown,2017-3,global
162509,unknown,2017-3,global
162515,unknown,2017-3,global
162520,unknown,2017-3,global
162535,unknown,2017-3,global
162544,unknown,2017-3,global
162552,unknown,2017-3,global
162554,unknown,2017-3,global
162556,unknown,2017-3,global
162575,unknown,2017-3,global
162582,unknown,2017-3,global
162587,unknown,2017-3,global
162596,unknown,2017-3,global
162601,unknown,2017-3,global
162606,unknown,2017-3,global
162613,unknown,2017-3,global
162616,unknown,2017-3,global
162617,unknown,2017-3,global
162618,unknown,2017-3,global
162620,unknown,2017-3,global
162625,unknown,2017-3,global
162626,unknown,2017-3,global
162629,unknown,2017-3,global
162633,unknown,2017-3,global
162634,unknown,2017-3,global
162642,unknown,2017-3,global
162647,unknown,2017-3,global
162652,unknown,2017-3,global
162663,unknown,2017-3,global
162664,unknown,2017-3,global
162672,unknown,2017-3,global
162679,unknown,2017-3,global
162680,unknown,2017-3,global
162683,unknown,2017-3,global
162900,unknown,2017-3,global
162909,unknown,2017-3,global
162926,unknown,2017-3,global
162941,unknown,2017-3,global
162950,unknown,2017-3,global
162956,unknown,2017-3,global
162961,unknown,2017-3,global
163002,unknown,2017-3,global
163026,unknown,2017-3,global
163050,unknown,2017-3,global
163059,unknown,2017-3,global
163071,unknown,2017-3,global
163073,unknown,2017-3,global
163085,unknown,2017-3,global
163089,unknown,2017-3,global
163094,unknown,2017-3,global
163102,unknown,2017-3,global
163114,unknown,2017-3,global
163129,unknown,2017-3,global
163146,unknown,2017-3,global
163152,unknown,2017-3,global
163156,unknown,2017-3,global
163161,unknown,2017-3,global
163163,unknown,2017-3,global
163177,unknown,2017-3,global
163184,unknown,2017-3,global
163186,unknown,2017-3,global
163189,unknown,2017-3,global
163198,unknown,2017-3,global
163218,unknown,2017-3,global
163228,unknown,2017-3,global
163232,unknown,2017-3,global
163242,unknown,2017-3,global
163243,unknown,2017-3,global
163246,unknown,2017-3,global
163247,unknown,2017-3,global
163255,unknown,2017-3,global
163256,unknown,2017-3,global
163258,unknown,2017-3,global
163260,unknown,2017-3,global
163265,unknown,2017-3,global
163267,unknown,2017-3,global
163269,unknown,2017-3,global
163276,unknown,2017-3,global
163288,unknown,2017-3,global
163294,unknown,2017-3,global
163302,unknown,2017-3,global
163311,unknown,2017-3,global
163338,unknown,2017-3,global
163343,unknown,2017-3,global
163353,unknown,2017-3,global
163369,unknown,2017-3,global
165607,stable,2017-3,global
165608,stable,2017-3,global
165609,stable,2017-3,global
165610,stable,2017-3,global
165611,stable,2017-3,global
165612,stable,2017-3,global
165613,unknown,2017-3,global
165614,stable,2017-3,global
165615,stable,2017-3,global
165616,stable,2017-3,global
165618,unknown,2017-3,global
165619,stable,2017-3,global
165620,stable,2017-3,global
165621,unknown,2017-3,global
165622,stable,2017-3,global
165623,unknown,2017-3,global
165624,stable,2017-3,global
165625,stable,2017-3,global
165626,stable,2017-3,global
165627,stable,2017-3,global
165628,stable,2017-3,global
165630,stable,2017-3,global
165631,decreasing,2017-3,global
165632,stable,2017-3,global
165633,stable,2017-3,global
165634,stable,2017-3,global
165635,stable,2017-3,global
165636,stable,2017-3,global
165637,stable,2017-3,global
165638,unknown,2017-3,global
165639,stable,2017-3,global
165640,stable,2017-3,global
165641,unknown,2017-3,global
165642,unknown,2017-3,global
165643,unknown,2017-3,global
165646,unknown,2017-3,global
165648,stable,2017-3,global
165649,stable,2017-3,global
165650,stable,2017-3,global
165651,stable,2017-3,global
165652,stable,2017-3,global
165653,stable,2017-3,global
165654,stable,2017-3,global
165655,stable,2017-3,global
165656,stable,2017-3,global
165657,decreasing,2017-3,global
165659,stable,2017-3,global
165660,stable,2017-3,global
165661,stable,2017-3,global
165662,stable,2017-3,global
165663,stable,2017-3,global
165664,stable,2017-3,global
165665,stable,2017-3,global
165666,stable,2017-3,global
165667,unknown,2017-3,global
165668,stable,2017-3,global
165669,stable,2017-3,global
165670,stable,2017-3,global
165671,unknown,2017-3,global
165672,stable,2017-3,global
165674,unknown,2017-3,global
165675,stable,2017-3,global
165677,stable,2017-3,global
165678,stable,2017-3,global
165679,stable,2017-3,global
165680,stable,2017-3,global
165681,stable,2017-3,global
165682,stable,2017-3,global
165683,stable,2017-3,global
165684,stable,2017-3,global
165685,stable,2017-3,global
165687,unknown,2017-3,global
165688,stable,2017-3,global
165689,decreasing,2017-3,global
165691,stable,2017-3,global
165692,decreasing,2017-3,global
165693,stable,2017-3,global
165694,unknown,2017-3,global
165695,stable,2017-3,global
165696,stable,2017-3,global
165697,stable,2017-3,global
165698,stable,2017-3,global
165700,unknown,2017-3,global
165701,unknown,2017-3,global
165702,stable,2017-3,global
165703,stable,2017-3,global
165704,decreasing,2017-3,global
165705,stable,2017-3,global
165706,stable,2017-3,global
165709,stable,2017-3,global
165710,stable,2017-3,global
165711,stable,2017-3,global
165712,decreasing,2017-3,global
165714,stable,2017-3,global
165716,stable,2017-3,global
165717,decreasing,2017-3,global
165718,stable,2017-3,global
165719,stable,2017-3,global
165720,stable,2017-3,global
165721,stable,2017-3,global
165723,stable,2017-3,global
165724,stable,2017-3,global
165725,stable,2017-3,global
165726,stable,2017-3,global
165822,stable,2017-3,global
165825,stable,2017-3,global
165826,unknown,2017-3,global
165828,stable,2017-3,global
165829,stable,2017-3,global
165830,stable,2017-3,global
165831,stable,2017-3,global
165832,stable,2017-3,global
165833,stable,2017-3,global
165834,stable,2017-3,global
165835,stable,2017-3,global
165837,unknown,2017-3,global
165838,stable,2017-3,global
165839,stable,2017-3,global
165840,stable,2017-3,global
165841,stable,2017-3,global
165842,stable,2017-3,global
165843,stable,2017-3,global
165844,unknown,2017-3,global
165845,stable,2017-3,global
165846,stable,2017-3,global
165847,unknown,2017-3,global
165848,stable,2017-3,global
165849,stable,2017-3,global
165850,stable,2017-3,global
165851,stable,2017-3,global
165852,stable,2017-3,global
165853,stable,2017-3,global
165854,stable,2017-3,global
165855,stable,2017-3,global
165856,stable,2017-3,global
165857,stable,2017-3,global
165858,stable,2017-3,global
165860,stable,2017-3,global
165862,stable,2017-3,global
165864,stable,2017-3,global
165865,stable,2017-3,global
165867,stable,2017-3,global
165868,stable,2017-3,global
165870,stable,2017-3,global
165871,stable,2017-3,global
165872,stable,2017-3,global
165873,stable,2017-3,global
165874,stable,2017-3,global
165876,stable,2017-3,global
165878,stable,2017-3,global
165879,stable,2017-3,global
165880,stable,2017-3,global
165881,stable,2017-3,global
165882,stable,2017-3,global
165883,stable,2017-3,global
165884,stable,2017-3,global
165885,stable,2017-3,global
165887,stable,2017-3,global
165888,stable,2017-3,global
165889,stable,2017-3,global
165890,stable,2017-3,global
165891,stable,2017-3,global
165893,stable,2017-3,global
165895,stable,2017-3,global
165896,stable,2017-3,global
165897,stable,2017-3,global
165898,stable,2017-3,global
165899,stable,2017-3,global
165900,stable,2017-3,global
165901,stable,2017-3,global
165902,stable,2017-3,global
165910,unknown,2017-3,global
166077,stable,2017-3,global
166138,stable,2017-3,global
166144,unknown,2017-3,global
166184,decreasing,2017-3,global
166216,unknown,2017-3,global
166442,decreasing,2017-3,global
166446,unknown,2017-3,global
166483,decreasing,2017-3,global
166533,unknown,2017-3,global
166552,unknown,2017-3,global
166575,unknown,2017-3,global
166598,unknown,2017-3,global
166693,unknown,2017-3,global
166856,stable,2017-3,global
166879,unknown,2017-3,global
166881,unknown,2017-3,global
166892,unknown,2017-3,global
166893,unknown,2017-3,global
166894,unknown,2017-3,global
166897,unknown,2017-3,global
166900,stable,2017-3,global
166980,unknown,2017-3,global
166990,unknown,2017-3,global
167710,stable,2017-3,global
168374,stable,2017-3,global
169353,stable,2017-3,global
169359,stable,2017-3,global
169587,unknown,2017-3,global
169632,stable,2017-3,global
169679,stable,2017-3,global
169949,unknown,2017-3,global
169951,unknown,2017-3,global
169954,unknown,2017-3,global
169955,stable,2017-3,global
169958,unknown,2017-3,global
169960,unknown,2017-3,global
169962,unknown,2017-3,global
169963,stable,2017-3,global
169964,unknown,2017-3,global
169965,decreasing,2017-3,global
169966,stable,2017-3,global
169967,stable,2017-3,global
169968,stable,2017-3,global
169969,unknown,2017-3,global
169970,unknown,2017-3,global
169972,unknown,2017-3,global
169973,unknown,2017-3,global
169974,unknown,2017-3,global
169975,decreasing,2017-3,global
169978,unknown,2017-3,global
169979,unknown,2017-3,global
169984,stable,2017-3,global
169985,unknown,2017-3,global
169986,unknown,2017-3,global
169987,stable,2017-3,global
169988,unknown,2017-3,global
169989,unknown,2017-3,global
169990,unknown,2017-3,global
169991,unknown,2017-3,global
169996,unknown,2017-3,global
169999,increasing,2017-3,global
170000,unknown,2017-3,global
170002,unknown,2017-3,global
170004,unknown,2017-3,global
170005,unknown,2017-3,global
170008,unknown,2017-3,global
170009,stable,2017-3,global
170010,unknown,2017-3,global
170011,unknown,2017-3,global
170015,unknown,2017-3,global
170017,unknown,2017-3,global
170018,unknown,2017-3,global
170021,unknown,2017-3,global
170023,unknown,2017-3,global
170024,unknown,2017-3,global
170025,stable,2017-3,global
170026,unknown,2017-3,global
170029,unknown,2017-3,global
170032,unknown,2017-3,global
170034,unknown,2017-3,global
170035,unknown,2017-3,global
170037,unknown,2017-3,global
170038,unknown,2017-3,global
170042,unknown,2017-3,global
170044,unknown,2017-3,global
170048,unknown,2017-3,global
170049,unknown,2017-3,global
170050,decreasing,2017-3,global
170051,unknown,2017-3,global
170053,unknown,2017-3,global
170054,unknown,2017-3,global
170055,unknown,2017-3,global
170056,unknown,2017-3,global
170062,unknown,2017-3,global
170063,unknown,2017-3,global
170064,unknown,2017-3,global
170065,unknown,2017-3,global
170070,unknown,2017-3,global
170071,unknown,2017-3,global
170072,stable,2017-3,global
170073,unknown,2017-3,global
170075,unknown,2017-3,global
170080,unknown,2017-3,global
170082,unknown,2017-3,global
170086,unknown,2017-3,global
170087,stable,2017-3,global
170088,unknown,2017-3,global
170089,unknown,2017-3,global
170093,unknown,2017-3,global
170095,unknown,2017-3,global
170306,stable,2017-3,global
170308,unknown,2017-3,global
170309,decreasing,2017-3,global
170310,stable,2017-3,global
170313,unknown,2017-3,global
170314,decreasing,2017-3,global
170316,decreasing,2017-3,global
170319,stable,2017-3,global
170320,stable,2017-3,global
170321,unknown,2017-3,global
170322,decreasing,2017-3,global
170323,unknown,2017-3,global
170325,stable,2017-3,global
170326,unknown,2017-3,global
170327,unknown,2017-3,global
170329,stable,2017-3,global
170330,decreasing,2017-3,global
170331,stable,2017-3,global
170332,unknown,2017-3,global
170334,stable,2017-3,global
170335,decreasing,2017-3,global
170336,unknown,2017-3,global
170337,unknown,2017-3,global
170338,unknown,2017-3,global
170339,stable,2017-3,global
170340,unknown,2017-3,global
170341,decreasing,2017-3,global
170342,unknown,2017-3,global
170343,unknown,2017-3,global
170344,stable,2017-3,global
170345,stable,2017-3,global
170349,stable,2017-3,global
170350,stable,2017-3,global
170352,decreasing,2017-3,global
170353,unknown,2017-3,global
170354,decreasing,2017-3,global
170355,stable,2017-3,global
170357,unknown,2017-3,global
170358,unknown,2017-3,global
172321,unknown,2017-3,global
172359,unknown,2017-3,global
172363,unknown,2017-3,global
172393,unknown,2017-3,global
172404,stable,2017-3,global
172415,unknown,2017-3,global
172443,stable,2017-3,global
172450,unknown,2017-3,global
172468,unknown,2017-3,global
172469,unknown,2017-3,global
172497,unknown,2017-3,global
176066,unknown,2017-3,global
176070,unknown,2017-3,global
176079,unknown,2017-3,global
176085,unknown,2017-3,global
176088,unknown,2017-3,global
176704,decreasing,2017-3,global
176708,unknown,2017-3,global
176715,unknown,2017-3,global
176717,unknown,2017-3,global
176719,stable,2017-3,global
176720,decreasing,2017-3,global
176726,unknown,2017-3,global
176729,unknown,2017-3,global
176734,stable,2017-3,global
176737,unknown,2017-3,global
176738,stable,2017-3,global
176743,unknown,2017-3,global
176745,unknown,2017-3,global
176746,unknown,2017-3,global
176748,decreasing,2017-3,global
176750,stable,2017-3,global
176756,stable,2017-3,global
176757,unknown,2017-3,global
176769,stable,2017-3,global
176771,stable,2017-3,global
177949,stable,2017-3,global
177950,stable,2017-3,global
177951,stable,2017-3,global
177953,stable,2017-3,global
177955,stable,2017-3,global
177957,unknown,2017-3,global
177958,stable,2017-3,global
177959,unknown,2017-3,global
177960,stable,2017-3,global
177961,unknown,2017-3,global
177962,unknown,2017-3,global
177963,unknown,2017-3,global
177964,unknown,2017-3,global
177965,stable,2017-3,global
177967,stable,2017-3,global
177968,stable,2017-3,global
177969,stable,2017-3,global
177970,unknown,2017-3,global
177971,stable,2017-3,global
177972,unknown,2017-3,global
177974,unknown,2017-3,global
177975,stable,2017-3,global
177976,stable,2017-3,global
177977,unknown,2017-3,global
177979,unknown,2017-3,global
177980,stable,2017-3,global
177981,unknown,2017-3,global
177982,stable,2017-3,global
177983,stable,2017-3,global
177985,stable,2017-3,global
177986,unknown,2017-3,global
177987,stable,2017-3,global
177988,stable,2017-3,global
177989,stable,2017-3,global
177990,stable,2017-3,global
177991,stable,2017-3,global
177992,unknown,2017-3,global
177993,stable,2017-3,global
177994,unknown,2017-3,global
177995,unknown,2017-3,global
177997,stable,2017-3,global
177998,stable,2017-3,global
177999,stable,2017-3,global
178000,unknown,2017-3,global
178002,stable,2017-3,global
178004,unknown,2017-3,global
178005,stable,2017-3,global
178006,unknown,2017-3,global
178007,unknown,2017-3,global
178008,stable,2017-3,global
178009,stable,2017-3,global
178010,stable,2017-3,global
178011,stable,2017-3,global
178012,stable,2017-3,global
178013,stable,2017-3,global
178014,unknown,2017-3,global
178015,stable,2017-3,global
178016,unknown,2017-3,global
178017,stable,2017-3,global
178018,unknown,2017-3,global
178019,stable,2017-3,global
178020,unknown,2017-3,global
178021,stable,2017-3,global
178022,stable,2017-3,global
178023,unknown,2017-3,global
178024,stable,2017-3,global
178025,unknown,2017-3,global
178054,unknown,2017-3,global
178060,unknown,2017-3,global
178062,unknown,2017-3,global
178063,unknown,2017-3,global
178064,unknown,2017-3,global
178065,unknown,2017-3,global
178066,unknown,2017-3,global
178067,unknown,2017-3,global
178070,stable,2017-3,global
178072,unknown,2017-3,global
178074,unknown,2017-3,global
178100,unknown,2017-3,global
178102,unknown,2017-3,global
178105,unknown,2017-3,global
178106,unknown,2017-3,global
178107,unknown,2017-3,global
178111,unknown,2017-3,global
180103,unknown,2017-3,global
180109,unknown,2017-3,global
180111,unknown,2017-3,global
180120,unknown,2017-3,global
180122,unknown,2017-3,global
180123,unknown,2017-3,global
180125,unknown,2017-3,global
180133,unknown,2017-3,global
180142,unknown,2017-3,global
180231,unknown,2017-3,global
180235,unknown,2017-3,global
180246,unknown,2017-3,global
180248,unknown,2017-3,global
180254,unknown,2017-3,global
180257,decreasing,2017-3,global
180265,decreasing,2017-3,global
180275,decreasing,2017-3,global
180286,unknown,2017-3,global
180295,unknown,2017-3,global
180297,unknown,2017-3,global
180298,unknown,2017-3,global
180316,unknown,2017-3,global
180326,NA,2017-3,global
180329,unknown,2017-3,global
180337,decreasing,2017-3,global
180353,unknown,2017-3,global
180373,decreasing,2017-3,global
180375,unknown,2017-3,global
180395,unknown,2017-3,global
180400,unknown,2017-3,global
180406,unknown,2017-3,global
180414,unknown,2017-3,global
180421,stable,2017-3,global
180424,decreasing,2017-3,global
180436,stable,2017-3,global
180443,unknown,2017-3,global
180455,unknown,2017-3,global
180476,unknown,2017-3,global
180477,stable,2017-3,global
180479,unknown,2017-3,global
180481,decreasing,2017-3,global
180492,unknown,2017-3,global
180493,unknown,2017-3,global
180494,unknown,2017-3,global
180495,unknown,2017-3,global
180504,stable,2017-3,global
180518,decreasing,2017-3,global
180519,unknown,2017-3,global
180525,unknown,2017-3,global
180534,unknown,2017-3,global
180540,unknown,2017-3,global
180541,stable,2017-3,global
180682,unknown,2017-3,global
180706,unknown,2017-3,global
180866,unknown,2017-3,global
180926,unknown,2017-3,global
180966,unknown,2017-3,global
181029,unknown,2017-3,global
181100,unknown,2017-3,global
181550,unknown,2017-3,global
181577,unknown,2017-3,global
181797,unknown,2017-3,global
182223,unknown,2017-3,global
182285,unknown,2017-3,global
182363,unknown,2017-3,global
182549,unknown,2017-3,global
182611,unknown,2017-3,global
182933,unknown,2017-3,global
183155,unknown,2017-3,global
183158,stable,2017-3,global
183159,stable,2017-3,global
183206,unknown,2017-3,global
183208,unknown,2017-3,global
183210,unknown,2017-3,global
183211,unknown,2017-3,global
183213,unknown,2017-3,global
183215,unknown,2017-3,global
183217,unknown,2017-3,global
183218,unknown,2017-3,global
183219,unknown,2017-3,global
183220,unknown,2017-3,global
183221,unknown,2017-3,global
183222,unknown,2017-3,global
183224,unknown,2017-3,global
183225,stable,2017-3,global
183227,unknown,2017-3,global
183229,unknown,2017-3,global
183230,unknown,2017-3,global
183232,unknown,2017-3,global
183233,unknown,2017-3,global
183235,unknown,2017-3,global
183237,unknown,2017-3,global
183244,unknown,2017-3,global
183245,unknown,2017-3,global
183246,unknown,2017-3,global
183248,unknown,2017-3,global
183249,unknown,2017-3,global
183250,unknown,2017-3,global
183251,unknown,2017-3,global
183256,unknown,2017-3,global
183257,stable,2017-3,global
183259,unknown,2017-3,global
183260,stable,2017-3,global
183261,unknown,2017-3,global
183263,unknown,2017-3,global
183268,unknown,2017-3,global
183269,unknown,2017-3,global
183270,unknown,2017-3,global
183273,stable,2017-3,global
183275,unknown,2017-3,global
183276,unknown,2017-3,global
183278,unknown,2017-3,global
183280,unknown,2017-3,global
183281,unknown,2017-3,global
183282,unknown,2017-3,global
183283,unknown,2017-3,global
183284,unknown,2017-3,global
183285,unknown,2017-3,global
183287,unknown,2017-3,global
183291,unknown,2017-3,global
183292,unknown,2017-3,global
183293,unknown,2017-3,global
183294,unknown,2017-3,global
183295,unknown,2017-3,global
183297,unknown,2017-3,global
183298,unknown,2017-3,global
183300,unknown,2017-3,global
183301,unknown,2017-3,global
183303,unknown,2017-3,global
183304,unknown,2017-3,global
183308,stable,2017-3,global
183309,unknown,2017-3,global
183310,stable,2017-3,global
183311,unknown,2017-3,global
183312,unknown,2017-3,global
183313,unknown,2017-3,global
183315,unknown,2017-3,global
183317,unknown,2017-3,global
183319,unknown,2017-3,global
183322,unknown,2017-3,global
183324,unknown,2017-3,global
183329,unknown,2017-3,global
183330,unknown,2017-3,global
183331,unknown,2017-3,global
183334,unknown,2017-3,global
183335,unknown,2017-3,global
183336,unknown,2017-3,global
183337,unknown,2017-3,global
183339,unknown,2017-3,global
183341,unknown,2017-3,global
183342,unknown,2017-3,global
183345,unknown,2017-3,global
183346,unknown,2017-3,global
183349,unknown,2017-3,global
183355,unknown,2017-3,global
183358,unknown,2017-3,global
183361,unknown,2017-3,global
183362,unknown,2017-3,global
183363,stable,2017-3,global
183367,unknown,2017-3,global
183370,unknown,2017-3,global
183372,unknown,2017-3,global
183374,unknown,2017-3,global
183375,unknown,2017-3,global
183376,unknown,2017-3,global
183377,unknown,2017-3,global
183378,stable,2017-3,global
183379,unknown,2017-3,global
183380,unknown,2017-3,global
183382,unknown,2017-3,global
183384,unknown,2017-3,global
183385,unknown,2017-3,global
183386,unknown,2017-3,global
183389,unknown,2017-3,global
183390,unknown,2017-3,global
183392,unknown,2017-3,global
183394,unknown,2017-3,global
183395,unknown,2017-3,global
183396,unknown,2017-3,global
183397,unknown,2017-3,global
183398,unknown,2017-3,global
183399,unknown,2017-3,global
183400,unknown,2017-3,global
183402,unknown,2017-3,global
183403,unknown,2017-3,global
183408,unknown,2017-3,global
183410,unknown,2017-3,global
183411,unknown,2017-3,global
183412,unknown,2017-3,global
183416,unknown,2017-3,global
183418,unknown,2017-3,global
183419,unknown,2017-3,global
183420,unknown,2017-3,global
183421,unknown,2017-3,global
183422,unknown,2017-3,global
183423,unknown,2017-3,global
183425,unknown,2017-3,global
183426,unknown,2017-3,global
183428,unknown,2017-3,global
183429,unknown,2017-3,global
183430,unknown,2017-3,global
183431,unknown,2017-3,global
183432,unknown,2017-3,global
183434,unknown,2017-3,global
183436,unknown,2017-3,global
183443,stable,2017-3,global
183444,unknown,2017-3,global
183445,unknown,2017-3,global
183446,stable,2017-3,global
183449,unknown,2017-3,global
183450,unknown,2017-3,global
183452,unknown,2017-3,global
183454,unknown,2017-3,global
183459,unknown,2017-3,global
183460,unknown,2017-3,global
183462,unknown,2017-3,global
183464,unknown,2017-3,global
183467,unknown,2017-3,global
183468,stable,2017-3,global
183470,unknown,2017-3,global
183471,unknown,2017-3,global
183472,unknown,2017-3,global
183474,unknown,2017-3,global
183475,unknown,2017-3,global
183477,unknown,2017-3,global
183479,unknown,2017-3,global
183480,unknown,2017-3,global
183482,unknown,2017-3,global
183483,unknown,2017-3,global
183485,unknown,2017-3,global
183487,unknown,2017-3,global
183489,unknown,2017-3,global
183490,stable,2017-3,global
183491,unknown,2017-3,global
183492,unknown,2017-3,global
183494,unknown,2017-3,global
183497,unknown,2017-3,global
183498,unknown,2017-3,global
183501,unknown,2017-3,global
183502,unknown,2017-3,global
183504,unknown,2017-3,global
183505,unknown,2017-3,global
183506,unknown,2017-3,global
183507,unknown,2017-3,global
183508,unknown,2017-3,global
183509,unknown,2017-3,global
183511,unknown,2017-3,global
183514,unknown,2017-3,global
183515,unknown,2017-3,global
183516,unknown,2017-3,global
183517,unknown,2017-3,global
183521,unknown,2017-3,global
183522,unknown,2017-3,global
183525,unknown,2017-3,global
183526,unknown,2017-3,global
183528,unknown,2017-3,global
183530,unknown,2017-3,global
183531,unknown,2017-3,global
183532,unknown,2017-3,global
183535,unknown,2017-3,global
183539,unknown,2017-3,global
183541,unknown,2017-3,global
183543,unknown,2017-3,global
183544,unknown,2017-3,global
183545,stable,2017-3,global
183547,unknown,2017-3,global
183553,unknown,2017-3,global
183554,unknown,2017-3,global
183555,unknown,2017-3,global
183557,unknown,2017-3,global
183563,unknown,2017-3,global
183566,unknown,2017-3,global
183570,unknown,2017-3,global
183571,unknown,2017-3,global
183573,unknown,2017-3,global
183574,unknown,2017-3,global
183575,unknown,2017-3,global
183576,unknown,2017-3,global
183577,unknown,2017-3,global
183578,unknown,2017-3,global
183579,unknown,2017-3,global
183580,unknown,2017-3,global
183581,unknown,2017-3,global
183584,unknown,2017-3,global
183585,unknown,2017-3,global
183586,unknown,2017-3,global
183587,unknown,2017-3,global
183590,unknown,2017-3,global
183593,unknown,2017-3,global
183595,unknown,2017-3,global
183596,unknown,2017-3,global
183597,unknown,2017-3,global
183598,unknown,2017-3,global
183599,unknown,2017-3,global
183601,unknown,2017-3,global
183603,unknown,2017-3,global
183605,unknown,2017-3,global
183606,unknown,2017-3,global
183607,unknown,2017-3,global
183611,unknown,2017-3,global
183613,unknown,2017-3,global
183616,unknown,2017-3,global
183617,unknown,2017-3,global
183618,stable,2017-3,global
183619,unknown,2017-3,global
183620,unknown,2017-3,global
183621,unknown,2017-3,global
183622,unknown,2017-3,global
183624,stable,2017-3,global
183628,unknown,2017-3,global
183629,unknown,2017-3,global
183630,unknown,2017-3,global
183632,unknown,2017-3,global
183635,unknown,2017-3,global
183636,unknown,2017-3,global
183637,unknown,2017-3,global
183638,unknown,2017-3,global
183639,unknown,2017-3,global
183640,unknown,2017-3,global
183642,unknown,2017-3,global
183643,unknown,2017-3,global
183645,unknown,2017-3,global
183646,stable,2017-3,global
183648,unknown,2017-3,global
183649,stable,2017-3,global
183650,unknown,2017-3,global
183651,unknown,2017-3,global
183652,unknown,2017-3,global
183653,unknown,2017-3,global
183654,unknown,2017-3,global
183655,unknown,2017-3,global
183656,unknown,2017-3,global
183657,unknown,2017-3,global
183658,unknown,2017-3,global
183659,unknown,2017-3,global
183660,unknown,2017-3,global
183664,unknown,2017-3,global
183665,unknown,2017-3,global
183666,unknown,2017-3,global
183667,unknown,2017-3,global
183668,unknown,2017-3,global
183669,unknown,2017-3,global
183671,unknown,2017-3,global
183675,unknown,2017-3,global
183677,unknown,2017-3,global
183678,unknown,2017-3,global
183679,unknown,2017-3,global
183680,unknown,2017-3,global
183683,unknown,2017-3,global
183684,unknown,2017-3,global
183685,unknown,2017-3,global
183688,unknown,2017-3,global
183690,unknown,2017-3,global
183691,unknown,2017-3,global
183692,unknown,2017-3,global
183693,unknown,2017-3,global
183694,unknown,2017-3,global
183695,unknown,2017-3,global
183696,unknown,2017-3,global
183697,stable,2017-3,global
183699,unknown,2017-3,global
183700,unknown,2017-3,global
183701,unknown,2017-3,global
183704,unknown,2017-3,global
183705,unknown,2017-3,global
183706,unknown,2017-3,global
183707,unknown,2017-3,global
183713,unknown,2017-3,global
183714,unknown,2017-3,global
183716,unknown,2017-3,global
183718,unknown,2017-3,global
183719,unknown,2017-3,global
183720,unknown,2017-3,global
183724,unknown,2017-3,global
183725,stable,2017-3,global
183726,unknown,2017-3,global
183727,unknown,2017-3,global
183729,unknown,2017-3,global
183730,unknown,2017-3,global
183731,stable,2017-3,global
183733,unknown,2017-3,global
183734,unknown,2017-3,global
183736,unknown,2017-3,global
183737,unknown,2017-3,global
183740,unknown,2017-3,global
183743,unknown,2017-3,global
183744,unknown,2017-3,global
183745,unknown,2017-3,global
183747,unknown,2017-3,global
183750,unknown,2017-3,global
183751,unknown,2017-3,global
183752,unknown,2017-3,global
183754,unknown,2017-3,global
183756,unknown,2017-3,global
183757,unknown,2017-3,global
183758,unknown,2017-3,global
183761,unknown,2017-3,global
183763,unknown,2017-3,global
183764,unknown,2017-3,global
183765,unknown,2017-3,global
183767,unknown,2017-3,global
183768,unknown,2017-3,global
183769,decreasing,2017-3,global
183773,unknown,2017-3,global
183774,unknown,2017-3,global
183775,unknown,2017-3,global
183776,unknown,2017-3,global
183777,unknown,2017-3,global
183779,unknown,2017-3,global
183780,unknown,2017-3,global
183782,unknown,2017-3,global
183786,unknown,2017-3,global
183788,unknown,2017-3,global
183789,unknown,2017-3,global
183793,unknown,2017-3,global
183794,unknown,2017-3,global
183795,unknown,2017-3,global
183796,unknown,2017-3,global
183799,unknown,2017-3,global
183801,stable,2017-3,global
183803,unknown,2017-3,global
183804,unknown,2017-3,global
183805,stable,2017-3,global
183806,unknown,2017-3,global
183807,unknown,2017-3,global
183808,unknown,2017-3,global
183809,unknown,2017-3,global
183810,unknown,2017-3,global
183812,unknown,2017-3,global
183813,unknown,2017-3,global
183814,unknown,2017-3,global
