shp_iucn_sid,iucn_sid,sciname,presence,subpop,dbf_file,max_depth,comp_assessed
183517,183517,Elacatinus puncticulatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
185987,185987,Elacatinus randalli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
47143570,47143570,Elacatinus rubrigenis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
195875,195875,Elacatinus serranilla,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
190964,190964,Elacatinus tenox,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
185974,185974,Elacatinus xanthiprora,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
183407,183407,Eleotrica cableae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183415,183415,Enypnias aceras,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183540,183540,Enypnias seminudus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
181023,181023,Eugnathogobius kabilia,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
181029,181029,Eugnathogobius mindora,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183914,183914,Evermannia erici,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183987,183987,Evermannia longipinnis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
183708,183708,Evermannia panamensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183627,183627,Evermannia zosterura,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
185913,185913,Evermannichthys bicolor,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
185917,185917,Evermannichthys convictor,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
185916,185916,Evermannichthys metzelaari,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
185914,185914,Evermannichthys silus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
185915,185915,Evermannichthys spongicola,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
154898,154898,Eviota storthynx,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
185999,185999,Evorthodus lyricus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183413,183413,Evorthodus minutus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
193092,193092,Exyrias puntang,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154917,154917,Favonigobius exquisitus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
16011,16011,Favonigobius melanobranchus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
16012,16012,Favonigobius reichei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
184044,184044,Gillichthys mirabilis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183722,183722,Gillichthys seta,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
185887,185887,Ginsburgellus novemlineatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
196327,196327,Glossogobius bicirrhosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
166533,166533,Glossogobius giuris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
166144,166144,Glossogobius olivaceus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
154848,154848,Gnatholepis cauerensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
61984292,61984292,Gnatholepis thompsoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154641,154641,Gobiodon histrio,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
21130133,21130133,Gobioides africanus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186007,186007,Gobioides broussonnetii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186006,186006,Gobioides grahamae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183981,183981,Gobioides peruanus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
182933,182933,Gobioides sagitta,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183594,183594,Gobionellus daguae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183223,183223,Gobionellus liolepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183633,183633,Gobionellus microdon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
181984,181984,Gobionellus oceanicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
168438,168438,Gobiopterus chuno,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186012,186012,Gobiosoma bosc,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183454,183454,Gobiosoma chiquita,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186010,186010,Gobiosoma ginsburgi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186013,186013,Gobiosoma grosvenori,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
186014,186014,Gobiosoma hildebrandi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183748,183748,Gobiosoma homochroma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186011,186011,Gobiosoma longipala,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183255,183255,Gobiosoma nudum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183490,183490,Gobiosoma paradoxum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
190958,190958,Gobiosoma robustum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186015,186015,Gobiosoma spes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186016,186016,Gobiosoma spilotum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
194872,194872,Gobius ater,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
21130147,21130147,Gobius ateriformis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198657,198657,Gobius auratus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194873,194873,Gobius bucchichi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198659,198659,Gobius couchi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198660,198660,Gobius cruentatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
155214,155214,Gobius fallax,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18159556,18159556,Gobius gasteveni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194874,194874,Gobius geniporus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194875,194875,Gobius kolombatovici,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198570,198570,Gobius niger,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198662,198662,Gobius paganellus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
198663,198663,Gobius roulei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
21130156,21130156,Gobius rubropunctatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
21130171,21130171,Gobius senegambiensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194876,194876,Gobius strictus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
21130177,21130177,Gobius tetrophthalmus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194877,194877,Gobius vittatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
155282,155282,Gobius xanthocephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18159817,18159817,Gobiusculus flavescens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183832,183832,Gobulus birdsongi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183323,183323,Gobulus crescentalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183916,183916,Gobulus hancocki,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186018,186018,Gobulus myersi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
21130196,21130196,Gorogobius nigricinctus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183668,183668,Gymneleotris seminudus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154874,154874,Hetereleotris georgegilli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154709,154709,Hetereleotris vulgaris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183570,183570,Ilypnus gilberti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183242,183242,Ilypnus luculentus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
193213,193213,Istigobius ornatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154861,154861,Istigobius rigilius,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
11030,11030,Knipowitschia caucasica,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198664,198664,Lebetus guilleti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18159823,18159823,Lebetus scorpioides,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,200 m +,FALSE
11501,11501,Lentipes concolor,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
198665,198665,Lesueurigobius friesii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,200 m +,FALSE
21130837,21130837,Lesueurigobius koumansi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18160428,18160428,Lesueurigobius sanzi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183915,183915,Lophogobius cristulatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
190957,190957,Lophogobius cyprinoides,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183902,183902,Lythrypnus alphigena,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183243,183243,Lythrypnus cobalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
190963,190963,Lythrypnus crocodilus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183363,183363,Lythrypnus dalli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186034,186034,Lythrypnus elasson,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
183782,183782,Lythrypnus gilberti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186029,186029,Lythrypnus heterochroma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
183950,183950,Lythrypnus insularis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186032,186032,Lythrypnus minimus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
186027,186027,Lythrypnus mowbrayi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
186033,186033,Lythrypnus nesiotes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186031,186031,Lythrypnus okapia,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
186028,186028,Lythrypnus phorellus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183335,183335,Lythrypnus pulchellus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183417,183417,Lythrypnus rhizophora,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
184002,184002,Lythrypnus solanensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186030,186030,Lythrypnus spilus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
184029,184029,Lythrypnus zebra,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186069,186069,Mauligobius nigri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
13232,13232,Mesogobius batrachocephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186035,186035,Microgobius carri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183983,183983,Microgobius crocatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183975,183975,Microgobius curtus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183459,183459,Microgobius cyclolepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183285,183285,Microgobius emblematicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
155278,155278,Microgobius erectus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186040,186040,Microgobius gulosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186039,186039,Microgobius meeki,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186038,186038,Microgobius microlepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
184036,184036,Microgobius miraflorensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186036,186036,Microgobius signatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
155051,155051,Microgobius tabogensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186037,186037,Microgobius thalassinus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194879,194879,Millerigobius macrocephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
181269,181269,Mugilogobius abei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
196335,196335,Mugilogobius cavifrons,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
180706,180706,Mugilogobius chulae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,200 m +,FALSE
181e3,181e3,Mugilogobius mertoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
21130857,21130857,Nematogobius brachynemus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 20 m,FALSE
185885,185885,Nes longus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
155272,155272,Nesogobius hinsbyi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194881,194881,Odondebuenia balearica,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
61213,61213,Oligolepis acutipennis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186041,186041,Oxyurichthys stigmalophius,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186042,186042,Palatogobius paradoxus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
15939,15939,Pandaka pygmaea,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154770,154770,Pariah scotius,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183560,183560,Parrella fusca,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183960,183960,Parrella ginsburgi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
183831,183831,Parrella lucretiae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186043,186043,Parrella macropteryx,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
184013,184013,Parrella maxillaris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194882,194882,Pomatoschistus bathi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194883,194883,Pomatoschistus knerii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18160573,18160573,Pomatoschistus lozanoi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198667,198667,Pomatoschistus marmoratus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
135525,135525,Pomatoschistus microps,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198668,198668,Pomatoschistus minutus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
198552,198552,Pomatoschistus norvegicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,200 m +,FALSE
198550,198550,Pomatoschistus pictus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194884,194884,Pomatoschistus quagga,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
194885,194885,Pomatoschistus tortonesei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18160456,18160456,Ponticola cephalargoides,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18160468,18160468,Ponticola platyrostris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
60482909,60482909,Priolepis ascensionis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186044,186044,Priolepis dawsoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
186045,186045,Priolepis hipoliti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,unknown,FALSE
18145,18145,Priolepis robinsi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
154963,154963,Priolepis sticta,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
18376,18376,Proterorhinus marmoratus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
9266,9266,Psammogobius biocellatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/gobiidae.dbf,< 200 m,FALSE
