shp_iucn_sid,iucn_sid,sciname,presence,subpop,dbf_file,max_depth,comp_assessed
179012,179012,Helcogramma capidata,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179059,179059,Cancelloxus elongatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179060,179060,Helcogramma cerasina,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179061,179061,Cristiceps argyropleura,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179062,179062,Enneapterygius nigricauda,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178954,178954,Enneapterygius sheni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178956,178956,Norfolkia leeuwin,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178957,178957,Enneapterygius pyramis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178958,178958,Enneapterygius ventermaculus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179027,179027,Ophiclinops varius,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179028,179028,Myxodes cristatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179029,179029,Karalepis stewarti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178959,178959,Enneapterygius melanospilus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178960,178960,Trianectes bucephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
178961,178961,Gilloblennius abditus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178962,178962,Clinus venustris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
178999,178999,Clinus latipennis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179e3,179e3,Helcogramma novaecaledoniae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179001,179001,Enneapterygius nanus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179002,179002,Enneapterygius fasciatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,unknown,TRUE
179003,179003,Cancelloxus burrelli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179004,179004,Xenopoclinus kochi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179005,179005,Ericentrus rubrus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179006,179006,Enneapterygius atrogulare,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179007,179007,Heteroclinus nasutus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179031,179031,Helcogramma microstigma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179032,179032,Sticharium clarkae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179033,179033,Helcogramma ememes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179034,179034,Tripterygion tartessicum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179008,179008,Ophiclinops hutchinsi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179009,179009,Heteroclinus antinectes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179036,179036,Ophiclinus gracilis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179037,179037,Enneapterygius mirabilis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179038,179038,Helcogramma rosea,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179039,179039,Brachynectes fasciatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179040,179040,Helcogramma nigra,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179050,179050,Cancelloxus longior,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179051,179051,Muraenoclinus dorsalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179052,179052,Helcogramma lacuna,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,unknown,TRUE
179053,179053,Helcogramma gymnauchen,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179054,179054,Clinus acuminatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179055,179055,Lepidoblennius haplodactylus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179056,179056,Enneapterygius ziegleri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179077,179077,Enneapterygius miyakensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179081,179081,Springeratus polyporatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179083,179083,Smithichthys fucorum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179084,179084,Trinorfolkia incisa,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179085,179085,Enneapterygius philippinus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179086,179086,Enneapterygius trisignatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179113,179113,Notoclinus compressus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179114,179114,Ophiclinus antarcticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179115,179115,Forsterygion nigripenne,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179116,179116,Enneanectes jordani,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179087,179087,Enneapterygius shaoi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179088,179088,Gilloblennius tripennis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179089,179089,Helcogrammoides chilensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179090,179090,Clinus brevicristatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179091,179091,Climacoporus navalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179092,179092,Ophiclinus brevipinnis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179093,179093,Enneapterygius unimaculatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179094,179094,Myxodes viridis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
179095,179095,Forsterygion malcolmi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179096,179096,Clinus superciliosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179097,179097,Clinus taurus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179099,179099,Forsterygion capito,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179100,179100,Ophiclinus gabrieli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179102,179102,Enneapterygius elegans,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179103,179103,Helcogramma desa,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179104,179104,Pavoclinus caeruleopunctatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179105,179105,Clinus heterodon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
179106,179106,Enneapterygius etheostoma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183638,183638,Dactylagnus mundus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
180121,180121,Cirripectes viriosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
180122,180122,Ecsenius dilemma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
180123,180123,Ecsenius kurti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,unknown,TRUE
180125,180125,Istiblennius colei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183503,183503,Paraclinus monophthalmus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
180126,180126,Plagiotremus iosodon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183676,183676,Emblemaria nivipes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183486,183486,Malacoctenus margaritae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183497,183497,Dactylagnus parvus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183500,183500,Chaenopsis deltarrhis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183505,183505,Acanthemblemaria crockeri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183513,183513,Paraclinus fehlmanni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183679,183679,Enneanectes carminalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183694,183694,Platygillellus bussingi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183699,183699,Emblemaria hypacanthus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183701,183701,Paraclinus sini,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183886,183886,Entomacrodus chiostictus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183551,183551,Hypsoblennius maculipinna,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183552,183552,Malacoctenus zacae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183555,183555,Malacoctenus tetranemus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183564,183564,Brockius striatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183572,183572,Dialommus fuscus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183605,183605,Ekemblemaria myersi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183941,183941,Chaenopsis alepidota,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183943,183943,Gobioclinus dendriticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183705,183705,Platygillellus altivelis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183717,183717,Gillellus ornatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183952,183952,Coralliozetus micropes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183955,183955,Starksia hoesei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
180982,180982,Phenablennius heyligeri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
180982,180982,Phenablennius heyligeri,2,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183980,183980,Plagiotremus azaleus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183741,183741,Dialommus macrocephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183781,183781,Hypsoblennius gilberti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183764,183764,Exerpes asper,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183766,183766,Hypsoblennius sordidus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185135,185135,Storrsia olsoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185136,185136,Parablennius salensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185138,185138,Parablennius dialloi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185139,185139,Scartella itajobi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185142,185142,Cryptotrema corallinum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185140,185140,Parablennius sierraensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185141,185141,Hypleurochilus aequipinnis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185143,185143,Acanthemblemaria hastingsi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,unknown,TRUE
185154,185154,Sindoscopus australis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185155,185155,Clinitrachus argentatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185156,185156,Microlipophrys canevae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185159,185159,Starksia multilepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185160,185160,Microlipophrys velifer,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185184,185184,Labrisomus conditus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185185,185185,Parablennius tentacularis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185186,185186,Malacoctenus africanus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185187,185187,Microlipophrys bauchotae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,unknown,TRUE
185188,185188,Neoclinus okazakii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185189,185189,Emblemaria hudsoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185190,185190,Paraclinus spectator,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185191,185191,Ophioblennius trinitatis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185192,185192,Calliclinus geniguttatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185193,185193,Parablennius sanguinolentus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185194,185194,Starksia brasiliensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
185195,185195,Labrisomus philippii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
185196,185196,Starksia guadalupae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183548,183548,Cirriemblemaria lucasana,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183207,183207,Hypsoblennius paytensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183212,183212,Malacoctenus gigas,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183219,183219,Acanthemblemaria macrospilus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183221,183221,Myxodagnus sagitta,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183228,183228,Stathmonotus culebrai,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183236,183236,Tanyemblemaria alleni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183241,183241,Starksia grammilaga,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183253,183253,Axoclinus storeyae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183273,183273,Axoclinus nigricaudus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183275,183275,Scartichthys gigas,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183290,183290,Paraclinus beebei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183258,183258,Cottoclinus canops,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 20 m,TRUE
183260,183260,Scartichthys viridis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183308,183308,Ophioblennius steindachneri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183318,183318,Labrisomus wigginsi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183319,183319,Coralliozetus springeri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
183320,183320,Paraclinus altivelis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2018-1/COMBTOOTHBLENNIES.dbf,< 200 m,TRUE
