loiczid,n_spp,mean_risk,var_risk,log_mean_risk
81269,260,0.056923076923076923,0.01929551529551527,-2.8660544502454584
81270,280,0.06714285714285714,0.0230025601638506,-2.700932733333346
81271,298,0.06979865771812081,0.023933292658124813,-2.662140499798132
81272,289,0.0726643598615917,0.024840445982314413,-2.6219042503890093
81273,325,0.06461538461538462,0.02161443494776838,-2.7393027446063143
81274,18,0.011111111111111112,0.002222222222222221,-4.499809670330265
81275,18,0.011111111111111112,0.002222222222222221,-4.499809670330265
81276,8,0.025,0.005000000000000002,-3.6888794541139363
81277,9,0.022222222222222223,0.004444444444444445,-3.8066624897703196
81278,137,0.06569343065693431,0.02182911120652642,-2.7227563484919055
81279,72,0.05555555555555556,0.02278560250391237,-2.8903717578961645
81280,314,0.055414012738853505,0.01800573858895829,-2.89292277968777
81281,71,0.0647887323943662,0.022599597585513054,-2.7366235735462663
81282,26,0.007692307692307693,0.0015384615384615374,-4.867534450455582
81283,2,0,0,NA
81284,1,0,NA,NA
81285,1,0,NA,NA
81286,1,0,NA,NA
81287,1,0,NA,NA
81288,1,0,NA,NA
81290,1,0.2,NA,-1.6094379124341003
81291,1,0.2,NA,-1.6094379124341003
81292,1,0.2,NA,-1.6094379124341003
81293,1,0.2,NA,-1.6094379124341003
81294,1,0.2,NA,-1.6094379124341003
81295,1,0.2,NA,-1.6094379124341003
81305,1,0,NA,NA
81306,1,0,NA,NA
81307,1,0,NA,NA
81308,1,0,NA,NA
81309,1,0,NA,NA
81310,1,0,NA,NA
81312,1,0.2,NA,-1.6094379124341003
81313,1,0.2,NA,-1.6094379124341003
81314,1,0.2,NA,-1.6094379124341003
81315,1,0.2,NA,-1.6094379124341003
81316,2,0.4,0.07999999999999999,-0.916290731874155
81317,2,0.4,0.07999999999999999,-0.916290731874155
81318,2,0.4,0.07999999999999999,-0.916290731874155
81319,2,0.4,0.07999999999999999,-0.916290731874155
81320,1,0.6,NA,-0.5108256237659907
81321,1,0.6,NA,-0.5108256237659907
81322,1,0.6,NA,-0.5108256237659907
81328,1,0.2,NA,-1.6094379124341003
81329,1,0.2,NA,-1.6094379124341003
81330,1,0.2,NA,-1.6094379124341003
81332,1,0.2,NA,-1.6094379124341003
81333,1,0.2,NA,-1.6094379124341003
81334,1,0.2,NA,-1.6094379124341003
81335,1,0.2,NA,-1.6094379124341003
81336,1,0.2,NA,-1.6094379124341003
81337,1,0.2,NA,-1.6094379124341003
81338,1,0.2,NA,-1.6094379124341003
81339,1,0.2,NA,-1.6094379124341003
81340,1,0.2,NA,-1.6094379124341003
81341,1,0.2,NA,-1.6094379124341003
81342,1,0.2,NA,-1.6094379124341003
81343,4,0.2,0.08,-1.6094379124341003
81344,17,0.07058823529411765,0.029705882352941176,-2.6508917872622613
81345,4,0.2,0.08,-1.6094379124341003
81348,1,0.6,NA,-0.5108256237659907
81349,1,0.6,NA,-0.5108256237659907
81350,2,0.3,0.18,-1.2039728043259361
81351,2,0.3,0.18,-1.2039728043259361
81352,2,0.3,0.18,-1.2039728043259361
81353,3,0.26666666666666666,0.09333333333333332,-1.3217558399823195
81354,2,0.3,0.18,-1.2039728043259361
81355,2,0.3,0.18,-1.2039728043259361
81356,2,0.3,0.18,-1.2039728043259361
81357,4,0.15,0.08999999999999998,-1.8971199848858813
81358,4,0.15,0.08999999999999998,-1.8971199848858813
81359,4,0.15,0.08999999999999998,-1.8971199848858813
81360,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81362,1,0.6,NA,-0.5108256237659907
81363,1,0.6,NA,-0.5108256237659907
81366,2,0.3,0.18,-1.2039728043259361
81367,2,0.4,0.07999999999999999,-0.916290731874155
81368,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81369,6,0.09999999999999999,0.06,-2.302585092994046
81370,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81387,1,0.6,NA,-0.5108256237659907
81388,1,0.6,NA,-0.5108256237659907
81390,1,0.6,NA,-0.5108256237659907
81391,1,0.6,NA,-0.5108256237659907
81392,1,0.6,NA,-0.5108256237659907
81393,1,0.6,NA,-0.5108256237659907
81447,1,0.6,NA,-0.5108256237659907
81451,1,0.6,NA,-0.5108256237659907
81452,1,0.6,NA,-0.5108256237659907
81453,1,0.6,NA,-0.5108256237659907
81454,1,0.6,NA,-0.5108256237659907
81455,1,0.6,NA,-0.5108256237659907
81456,1,0.6,NA,-0.5108256237659907
81457,1,0.6,NA,-0.5108256237659907
81458,1,0.6,NA,-0.5108256237659907
81459,1,0.6,NA,-0.5108256237659907
81460,1,0.6,NA,-0.5108256237659907
81461,1,0.6,NA,-0.5108256237659907
81462,1,0.6,NA,-0.5108256237659907
81463,1,0.6,NA,-0.5108256237659907
81464,1,0.6,NA,-0.5108256237659907
81465,1,0.6,NA,-0.5108256237659907
81466,1,0.6,NA,-0.5108256237659907
81467,2,0.3,0.18,-1.2039728043259361
81468,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81469,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81470,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
81471,4,0.15,0.08999999999999998,-1.8971199848858813
81472,4,0.15,0.08999999999999998,-1.8971199848858813
81473,4,0.15,0.08999999999999998,-1.8971199848858813
81474,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
81475,8,0.125,0.05642857142857143,-2.0794415416798357
81476,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
81477,11,0.09090909090909091,0.042909090909090904,-2.3978952727983707
81478,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
81479,26,0.038461538461538464,0.019261538461538462,-3.258096538021482
81480,35,0.045714285714285714,0.019025210084033614,-3.0853444322436783
81481,134,0.06567164179104477,0.02873751543036697,-2.7230880784667506
81482,139,0.06330935251798561,0.02784693983943281,-2.759722211646531
81483,141,0.059574468085106386,0.026711246200607885,-2.8205281845289
81484,140,0.06285714285714286,0.02767523124357657,-2.7668907011251433
81485,139,0.060431654676258995,0.027046189135648,-2.8062422272814236
81486,132,0.06060606060606061,0.027443904695813127,-2.803360380906535
81561,50,0.024,0.005942857142857151,-3.7297014486341915
81562,111,0.10090090090090091,0.03409009009009012,-2.293616423011285
81563,78,0.13333333333333333,0.04536796536796537,-2.0149030205422647
81564,87,0.12873563218390804,0.04462977813418869,-2.049994340353535
81565,131,0.10992366412213742,0.04320845566647091,-2.2079691166191964
81566,152,0.09868421052631579,0.03920355524573019,-2.3158303197440664
81567,96,0.08750000000000001,0.03689473684210529,-2.436116485618568
81568,39,0.005128205128205128,0.0010256410256410276,-5.272999558563747
81569,7,0,0,NA
81570,4,0,0,NA
81571,3,0,0,NA
81572,4,0,0,NA
81573,4,0,0,NA
81574,4,0,0,NA
81575,4,0,0,NA
81576,3,0,0,NA
81577,3,0,0,NA
81578,3,0,0,NA
81579,3,0,0,NA
81580,3,0,0,NA
81581,3,0,0,NA
81582,3,0,0,NA
81583,3,0,0,NA
81584,4,0,0,NA
81585,3,0,0,NA
81586,3,0,0,NA
81587,3,0,0,NA
81588,3,0,0,NA
81589,3,0,0,NA
81590,3,0,0,NA
81591,4,0,0,NA
81592,3,0,0,NA
81593,3,0,0,NA
81594,3,0,0,NA
81595,3,0,0,NA
81596,3,0,0,NA
81597,3,0,0,NA
81598,3,0,0,NA
81599,3,0,0,NA
81600,3,0,0,NA
81601,3,0,0,NA
81602,3,0,0,NA
81603,3,0,0,NA
81604,3,0,0,NA
81605,3,0,0,NA
81606,3,0,0,NA
81607,3,0,0,NA
81608,3,0,0,NA
81609,3,0,0,NA
81610,3,0,0,NA
81611,3,0,0,NA
81612,3,0,0,NA
81613,3,0,0,NA
81614,3,0,0,NA
81615,3,0,0,NA
81616,3,0,0,NA
81617,3,0,0,NA
81618,3,0,0,NA
81619,3,0,0,NA
81620,3,0,0,NA
81621,3,0,0,NA
81622,3,0,0,NA
81623,3,0,0,NA
81624,3,0,0,NA
81625,3,0,0,NA
81626,3,0,0,NA
81627,3,0,0,NA
81628,3,0,0,NA
81629,3,0,0,NA
81630,3,0,0,NA
81631,4,0,0,NA
81632,4,0,0,NA
81633,4,0,0,NA
81634,4,0,0,NA
81635,4,0,0,NA
81636,4,0,0,NA
81637,4,0,0,NA
81638,4,0,0,NA
81639,4,0,0,NA
81640,4,0,0,NA
81641,2,0,0,NA
81642,2,0,0,NA
81643,2,0,0,NA
81644,2,0,0,NA
81645,1,0,NA,NA
81646,2,0,0,NA
81647,1,0,NA,NA
81648,1,0,NA,NA
81649,1,0,NA,NA
81650,1,0,NA,NA
81651,1,0,NA,NA
81652,1,0,NA,NA
81653,1,0,NA,NA
81654,1,0,NA,NA
81655,1,0,NA,NA
81656,1,0,NA,NA
81660,1,0,NA,NA
81661,13,0.015384615384615385,0.0030769230769230765,-4.174387269895637
81662,8,0.025,0.005000000000000002,-3.6888794541139363
81663,10,0.02,0.003999999999999999,-3.912023005428146
81664,1,0,NA,NA
81687,1,0,NA,NA
81688,44,0.06818181818181818,0.025940803382663833,-2.6855773452501515
81701,2,0,0,NA
81702,64,0.15,0.053333333333333316,-1.8971199848858813
81703,100,0.14,0.05535353535353537,-1.9661128563728327
81704,100,0.14,0.05535353535353537,-1.9661128563728327
81743,73,0.06027397260273973,0.0263165905631659,-2.808854900224176
81744,67,0.0626865671641791,0.02691994572591587,-2.7696080941016437
81745,72,0.07222222222222223,0.030766823161189345,-2.6280074934286737
81746,64,0.096875,0.03808531746031745,-2.334333791308626
81747,49,0.11836734693877551,0.04486394557823132,-2.133962380558253
81748,50,0.116,0.044228571428571395,-2.1541650878757723
81749,19,0.08421052631578947,0.02807017543859648,-2.474435349920705
81750,17,0.07058823529411765,0.029705882352941172,-2.6508917872622613
81751,12,0.049999999999999996,0.029999999999999992,-2.9957322735539913
81752,9,0.06666666666666667,0.04,-2.70805020110221
81753,7,0.08571428571428572,0.051428571428571414,-2.456735772821304
81754,6,0,0,NA
81755,6,0,0,NA
81756,5,0,0,NA
81757,5,0,0,NA
81758,6,0,0,NA
81759,6,0,0,NA
81760,8,0.075,0.045,-2.5902671654458267
81761,8,0.075,0.045,-2.5902671654458267
81762,6,0,0,NA
81763,8,0.075,0.045,-2.5902671654458267
81764,12,0.06666666666666667,0.03151515151515152,-2.70805020110221
81765,13,0.061538461538461535,0.029230769230769227,-2.7880929087757464
81766,13,0.061538461538461535,0.029230769230769227,-2.7880929087757464
81767,12,0.06666666666666667,0.03151515151515152,-2.70805020110221
81768,8,0.075,0.045,-2.5902671654458267
81769,6,0,0,NA
81770,5,0,0,NA
81771,5,0,0,NA
81772,5,0,0,NA
81773,5,0,0,NA
81774,5,0,0,NA
81775,4,0,0,NA
81776,3,0,0,NA
81777,3,0,0,NA
81778,3,0,0,NA
81779,3,0,0,NA
81780,4,0,0,NA
81781,4,0,0,NA
81782,4,0,0,NA
81783,4,0,0,NA
81784,4,0,0,NA
81785,4,0,0,NA
81786,5,0,0,NA
81787,5,0,0,NA
81788,5,0,0,NA
81789,5,0,0,NA
81790,10,0.08,0.037333333333333336,-2.5257286443082556
81791,33,0.07878787878787878,0.03234848484848486,-2.540996116439044
81962,24,0.1,0.03478260869565219,-2.3025850929940455
81963,8,0.175,0.062142857142857146,-1.742969305058623
81964,4,0.25,0.09000000000000001,-1.3862943611198906
81965,3,0.3333333333333333,0.09333333333333332,-1.0986122886681098
81966,8,0.175,0.062142857142857146,-1.742969305058623
81967,14,0.1,0.04153846153846154,-2.3025850929940455
81968,16,0.0875,0.03716666666666667,-2.436116485618568
81969,16,0.125,0.05266666666666667,-2.0794415416798357
81970,18,0.16666666666666666,0.062352941176470604,-1.791759469228055
81971,25,0.16,0.05333333333333332,-1.8325814637483102
81972,20,0.18,0.058526315789473676,-1.7147984280919266
81973,53,0.16226415094339622,0.055471698113207575,-1.8185297102926599
81974,91,0.13846153846153847,0.04950427350427346,-1.9771626925594177
81975,114,0.12280701754385966,0.04566992702996431,-2.097141118779237
81976,50,0.14,0.04285714285714287,-1.9661128563728327
81977,59,0.1152542372881356,0.03890122735242547,-2.1606148317236586
81978,169,0.08757396449704143,0.030380388841927276,-2.4352715341530042
81979,177,0.08022598870056498,0.02875449409347718,-2.522907767966614
81980,153,0.07712418300653595,0.02690746474028217,-2.5623383899208165
81981,213,0.07793427230046948,0.02729382584817081,-2.5518894703469277
81984,169,0.06390532544378698,0.02160608622147086,-2.7503525807928995
81985,206,0.06213592233009709,0.02031541558134029,-2.7784309978640094
81986,54,0.03703703703703704,0.009168413696715593,-3.295836866004329
81987,257,0.06459143968871596,0.021905398832684823,-2.7396733895327223
81988,279,0.06379928315412187,0.022245945179340306,-2.7520133245233263
81989,287,0.05853658536585366,0.020057990789698145,-2.8381033293504077
81990,72,0.07777777777777778,0.02766823161189361,-2.5538995212749516
81991,41,0.05365853658536585,0.026048780487804873,-2.925114706340038
81992,299,0.05618729096989967,0.018845817153374703,-2.879064686981473
81993,17,0.011764705882352941,0.002352941176470586,-4.442651256490317
81994,6,0.03333333333333333,0.006666666666666668,-3.4011973816621555
81995,6,0.03333333333333333,0.006666666666666668,-3.4011973816621555
81996,2,0.1,0.020000000000000004,-2.3025850929940455
81997,3,0.06666666666666667,0.013333333333333338,-2.70805020110221
81998,13,0.015384615384615385,0.0030769230769230774,-4.174387269895637
81999,33,0.030303030303030304,0.012803030303030306,-3.4965075614664802
82000,298,0.05906040268456376,0.019395747180982116,-2.8291945844612982
82001,50,0.064,0.025208163265306147,-2.7488721956224653
82002,25,0.008,0.001600000000000001,-4.8283137373023015
82003,2,0,0,NA
82004,1,0,NA,NA
82005,1,0,NA,NA
82007,1,0,NA,NA
82008,1,0,NA,NA
82011,1,0.2,NA,-1.6094379124341003
82012,1,0.2,NA,-1.6094379124341003
82013,1,0.2,NA,-1.6094379124341003
82014,1,0.2,NA,-1.6094379124341003
82015,1,0.2,NA,-1.6094379124341003
82017,1,0,NA,NA
82018,1,0,NA,NA
82024,1,0,NA,NA
82025,1,0,NA,NA
82026,1,0,NA,NA
82027,1,0,NA,NA
82028,1,0,NA,NA
82029,1,0,NA,NA
82030,1,0,NA,NA
82032,1,0.2,NA,-1.6094379124341003
82033,1,0.2,NA,-1.6094379124341003
82034,1,0.2,NA,-1.6094379124341003
82035,1,0.2,NA,-1.6094379124341003
82036,2,0.4,0.07999999999999999,-0.916290731874155
82037,3,0.26666666666666666,0.09333333333333332,-1.3217558399823195
82038,2,0.3,0.18,-1.2039728043259361
82039,1,0.6,NA,-0.5108256237659907
82040,1,0.6,NA,-0.5108256237659907
82044,1,0,NA,NA
82045,1,0,NA,NA
82048,1,0.2,NA,-1.6094379124341003
82049,1,0.2,NA,-1.6094379124341003
82053,1,0.2,NA,-1.6094379124341003
82055,1,0.2,NA,-1.6094379124341003
82056,1,0.2,NA,-1.6094379124341003
82057,1,0.2,NA,-1.6094379124341003
82058,1,0.2,NA,-1.6094379124341003
82059,1,0.2,NA,-1.6094379124341003
82060,1,0.2,NA,-1.6094379124341003
82061,1,0.2,NA,-1.6094379124341003
82062,1,0.2,NA,-1.6094379124341003
82063,1,0.2,NA,-1.6094379124341003
82064,14,0.08571428571428572,0.03516483516483516,-2.456735772821304
82065,1,0.6,NA,-0.5108256237659907
82069,1,0.6,NA,-0.5108256237659907
82070,2,0.3,0.18,-1.2039728043259361
82071,2,0.3,0.18,-1.2039728043259361
82072,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82073,2,0.3,0.18,-1.2039728043259361
82074,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82075,2,0.3,0.18,-1.2039728043259361
82076,2,0.3,0.18,-1.2039728043259361
82077,2,0.3,0.18,-1.2039728043259361
82078,1,0.6,NA,-0.5108256237659907
82079,8,0.125,0.05642857142857143,-2.0794415416798357
82080,10,0.1,0.04666666666666667,-2.3025850929940455
82084,1,0,NA,NA
82085,1,0,NA,NA
82086,1,0,NA,NA
82087,1,0,NA,NA
82088,1,0,NA,NA
82089,2,0.3,0.18,-1.2039728043259361
82090,26,0.06923076923076923,0.03181538461538461,-2.670309873119363
82091,1,0.6,NA,-0.5108256237659907
82092,1,0.6,NA,-0.5108256237659907
82108,1,0.6,NA,-0.5108256237659907
82109,1,0.6,NA,-0.5108256237659907
82112,1,0.6,NA,-0.5108256237659907
82113,1,0.6,NA,-0.5108256237659907
82114,1,0.6,NA,-0.5108256237659907
82115,1,0.6,NA,-0.5108256237659907
82159,1,0.6,NA,-0.5108256237659907
82162,1,0.6,NA,-0.5108256237659907
82167,1,0.6,NA,-0.5108256237659907
82168,1,0.6,NA,-0.5108256237659907
82169,1,0.6,NA,-0.5108256237659907
82170,1,0.6,NA,-0.5108256237659907
82171,1,0.6,NA,-0.5108256237659907
82172,1,0.6,NA,-0.5108256237659907
82173,1,0.6,NA,-0.5108256237659907
82174,1,0.6,NA,-0.5108256237659907
82175,2,0.3,0.18,-1.2039728043259361
82176,5,0.12,0.072,-2.120263536200091
82177,1,0.6,NA,-0.5108256237659907
82178,1,0.6,NA,-0.5108256237659907
82179,4,0.15,0.08999999999999998,-1.8971199848858813
82180,1,0.6,NA,-0.5108256237659907
82181,1,0.6,NA,-0.5108256237659907
82182,1,0.6,NA,-0.5108256237659907
82183,1,0.6,NA,-0.5108256237659907
82184,1,0.6,NA,-0.5108256237659907
82185,5,0.12,0.072,-2.120263536200091
82186,1,0.6,NA,-0.5108256237659907
82187,1,0.6,NA,-0.5108256237659907
82188,1,0.6,NA,-0.5108256237659907
82189,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82190,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82191,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82192,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
82193,4,0.15,0.08999999999999998,-1.8971199848858813
82194,5,0.12,0.072,-2.120263536200091
82195,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
82196,8,0.125,0.05642857142857143,-2.0794415416798357
82197,11,0.09090909090909091,0.042909090909090904,-2.3978952727983707
82198,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
82199,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
82200,34,0.047058823529411764,0.019536541889483068,-3.056356895370426
82201,38,0.0736842105263158,0.03550497866287341,-2.6079667425452273
82202,88,0.06363636363636364,0.02532915360501569,-2.7545702167371027
82203,145,0.05931034482758621,0.02618007662835249,-2.8249715391611123
82204,141,0.060992907801418444,0.026824721377912846,-2.796997687118706
82205,37,0.07567567567567568,0.036336336336336345,-2.581298495463066
82206,136,0.06323529411764706,0.027675381263616582,-2.76089268247659
82279,33,0.024242424242424242,0.006893939393939401,-3.71965111278069
82280,104,0.08076923076923077,0.026034353995519004,-2.5161591932921046
82281,154,0.09350649350649351,0.03355233002291831,-2.3697243958316743
82282,108,0.11111111111111112,0.039127725856697854,-2.197224577336219
82283,133,0.10827067669172932,0.04152198678514469,-2.223120921639799
82284,131,0.1068702290076336,0.04202935995302403,-2.2361399935858928
82285,86,0.07906976744186046,0.036027359781121746,-2.5374246840714467
82286,57,0.05964912280701755,0.027092731829573936,-2.819275836212434
82287,41,0.004878048780487805,9.756097560975629e-4,-5.3230099791384085
82288,20,0.01,0.0020000000000000018,-4.605170185988091
82289,6,0,0,NA
82290,3,0,0,NA
82291,4,0,0,NA
82292,4,0,0,NA
82293,4,0,0,NA
82294,4,0,0,NA
82295,3,0,0,NA
82296,3,0,0,NA
82297,3,0,0,NA
82298,3,0,0,NA
82299,3,0,0,NA
82300,3,0,0,NA
82301,3,0,0,NA
82302,3,0,0,NA
82303,3,0,0,NA
82304,3,0,0,NA
82305,3,0,0,NA
82306,3,0,0,NA
82307,3,0,0,NA
82308,3,0,0,NA
82309,3,0,0,NA
82310,3,0,0,NA
82311,89,0.06741573033707865,0.023585291113381025,-2.6968769005040847
82312,5,0,0,NA
82313,3,0,0,NA
82314,3,0,0,NA
82315,3,0,0,NA
82316,3,0,0,NA
82317,3,0,0,NA
82318,3,0,0,NA
82319,3,0,0,NA
82320,3,0,0,NA
82321,3,0,0,NA
82322,3,0,0,NA
82323,3,0,0,NA
82324,2,0,0,NA
82325,3,0,0,NA
82326,3,0,0,NA
82327,3,0,0,NA
82328,3,0,0,NA
82329,3,0,0,NA
82330,3,0,0,NA
82331,3,0,0,NA
82332,3,0,0,NA
82333,2,0,0,NA
82334,2,0,0,NA
82335,3,0,0,NA
82336,3,0,0,NA
82337,3,0,0,NA
82338,3,0,0,NA
82339,3,0,0,NA
82340,3,0,0,NA
82341,3,0,0,NA
82342,2,0,0,NA
82343,3,0,0,NA
82344,3,0,0,NA
82345,3,0,0,NA
82346,3,0,0,NA
82347,3,0,0,NA
82348,3,0,0,NA
82349,3,0,0,NA
82350,3,0,0,NA
82351,3,0,0,NA
82352,4,0,0,NA
82353,4,0,0,NA
82354,4,0,0,NA
82355,4,0,0,NA
82356,4,0,0,NA
82357,4,0,0,NA
82358,4,0,0,NA
82359,3,0,0,NA
82360,2,0,0,NA
82361,2,0,0,NA
82362,2,0,0,NA
82363,2,0,0,NA
82364,1,0,NA,NA
82365,1,0,NA,NA
82366,1,0,NA,NA
82367,1,0,NA,NA
82368,1,0,NA,NA
82369,1,0,NA,NA
82370,1,0,NA,NA
82371,1,0,NA,NA
82372,1,0,NA,NA
82373,1,0,NA,NA
82374,1,0,NA,NA
82375,1,0,NA,NA
82376,1,0,NA,NA
82377,1,0,NA,NA
82378,1,0,NA,NA
82379,1,0,NA,NA
82380,1,0,NA,NA
82384,1,0,NA,NA
82385,1,0,NA,NA
82406,45,0.06666666666666667,0.025454545454545466,-2.70805020110221
82407,55,0.09454545454545454,0.03682154882154883,-2.358674559645089
82408,56,0.07142857142857142,0.02535064935064933,-2.639057329615259
82414,5,0,0,NA
82420,2,0,0,NA
82421,77,0.13766233766233765,0.04869446343130551,-1.9829514207356624
82422,100,0.14,0.05535353535353537,-1.9661128563728327
82423,82,0.14878048780487804,0.060060222824450483,-1.9052832955250423
82465,61,0.05245901639344262,0.023868852459016394,-2.9477230543676303
82466,69,0.06666666666666667,0.02784313725490198,-2.70805020110221
82467,67,0.05970149253731343,0.026684758028041638,-2.8183982582710754
82468,93,0.08387096774193549,0.03332398316970553,-2.4784757594577096
82469,82,0.07804878048780488,0.031364046973803086,-2.550421256898627
82470,76,0.06842105263157895,0.02832280701754389,-2.6820747146989494
82471,27,0.0962962962962963,0.03498575498575497,-2.340325420976893
82472,14,0.07142857142857142,0.028351648351648353,-2.639057329615259
82473,8,0.075,0.045,-2.5902671654458267
82474,8,0.075,0.045,-2.5902671654458267
82475,6,0,0,NA
82476,6,0,0,NA
82477,6,0,0,NA
82478,6,0,0,NA
82479,8,0.075,0.045,-2.5902671654458267
82480,12,0.06666666666666667,0.03151515151515152,-2.70805020110221
82481,43,0.04186046511627907,0.01820598006644519,-3.1734134507914433
82482,46,0.0391304347826087,0.017101449275362335,-3.240854731586976
82483,47,0.04680851063829787,0.019500462534690115,-3.0616902413457883
82484,51,0.043137254901960784,0.01810196078431372,-3.1433682723600556
82485,48,0.04583333333333334,0.019131205673758884,-3.0827436505436205
82486,34,0.041176470588235294,0.021283422459893047,-3.1898882879949486
82487,42,0.04285714285714286,0.018606271777003497,-3.1498829533812494
82488,13,0.061538461538461535,0.029230769230769227,-2.7880929087757464
82489,8,0.075,0.045,-2.5902671654458267
82490,6,0,0,NA
82491,5,0,0,NA
82492,5,0,0,NA
82493,4,0,0,NA
82494,4,0,0,NA
82495,3,0,0,NA
82496,3,0,0,NA
82497,3,0,0,NA
82498,5,0,0,NA
82499,5,0,0,NA
82500,5,0,0,NA
82501,6,0,0,NA
82502,6,0,0,NA
82503,6,0.09999999999999999,0.06,-2.302585092994046
82504,6,0.09999999999999999,0.06,-2.302585092994046
82505,6,0.09999999999999999,0.06,-2.302585092994046
82506,7,0.08571428571428572,0.051428571428571414,-2.456735772821304
82507,6,0.09999999999999999,0.06,-2.302585092994046
82508,5,0,0,NA
82509,7,0.08571428571428572,0.051428571428571414,-2.456735772821304
82510,30,0.06666666666666667,0.025747126436781596,-2.70805020110221
82511,28,0.08571428571428572,0.03682539682539681,-2.456735772821304
82682,20,0.12000000000000001,0.039578947368421075,-2.120263536200091
82683,25,0.096,0.03373333333333334,-2.3434070875143007
82684,10,0.18,0.05733333333333332,-1.7147984280919266
82685,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
82686,3,0.3333333333333333,0.09333333333333332,-1.0986122886681098
82687,7,0.2,0.06666666666666667,-1.6094379124341003
82688,11,0.1272727272727273,0.050181818181818175,-2.0614230361771577
82689,13,0.15384615384615385,0.06102564102564103,-1.8718021769015913
82690,15,0.2,0.06857142857142859,-1.6094379124341003
82691,21,0.18095238095238095,0.05561904761904761,-1.709521370991083
82692,20,0.19,0.05673684210526316,-1.6607312068216509
82693,31,0.13548387096774195,0.0436989247311828,-1.9989026791958235
82694,31,0.16129032258064516,0.04645161290322579,-1.824549292051046
82695,58,0.1206896551724138,0.039213551119177244,-2.114532861491106
82696,49,0.12653061224489795,0.03948979591836737,-2.0672710060595807
82697,68,0.08235294117647059,0.028937664618086036,-2.496741107435003
82698,237,0.0759493670886076,0.02641064149324186,-2.5776883832389665
82699,285,0.06807017543859649,0.022533234494687387,-2.687216114199368
82700,270,0.06814814814814815,0.02210436458763592,-2.6860712943834346
82701,330,0.07030303030303031,0.023005986920880458,-2.6549403757882617
82702,297,0.06801346801346801,0.021980161980161894,-2.6880495343955406
82704,364,0.060989010989010994,0.019741167922985976,-2.7970615787585067
82705,392,0.06122448979591837,0.02018059397672119,-2.793208009442517
82706,377,0.059416445623342175,0.019226254303290134,-2.823184228587017
82707,397,0.055415617128463476,0.018133475816095482,-2.8928938273288747
82708,54,0.06296296296296297,0.023885394828791068,-2.7652086149421584
82709,32,0.03125,0.01318548387096774,-3.4657359027997265
82710,37,0.043243243243243246,0.020300300300300292,-3.1409142833984887
82711,3,0,0,NA
82714,1,0,NA,NA
82717,1,0,NA,NA
82718,12,0.016666666666666666,0.0033333333333333353,-4.0943445622221
82719,36,0.03888888888888889,0.02015873015873017,-3.247046701834897
82720,68,0.061764705882352944,0.02179982440737487,-2.784423179886784
82721,43,0.046511627906976744,0.020642303433001098,-3.068052935133617
82722,13,0.015384615384615385,0.0030769230769230774,-4.174387269895637
82723,1,0,NA,NA
82725,1,0,NA,NA
82726,1,0,NA,NA
82727,1,0,NA,NA
82728,1,0,NA,NA
82732,1,0.2,NA,-1.6094379124341003
82736,1,0,NA,NA
82737,3,0,0,NA
82738,2,0,0,NA
82744,1,0,NA,NA
82745,1,0,NA,NA
82746,1,0,NA,NA
82747,1,0,NA,NA
82748,1,0,NA,NA
82749,1,0,NA,NA
82750,1,0,NA,NA
82752,1,0.2,NA,-1.6094379124341003
82753,1,0.2,NA,-1.6094379124341003
82754,1,0.2,NA,-1.6094379124341003
82755,1,0.2,NA,-1.6094379124341003
82756,2,0.4,0.07999999999999999,-0.916290731874155
82757,2,0.3,0.18,-1.2039728043259361
82758,2,0.3,0.18,-1.2039728043259361
82759,2,0.3,0.18,-1.2039728043259361
82765,1,0,NA,NA
82768,1,0.2,NA,-1.6094379124341003
82769,1,0.2,NA,-1.6094379124341003
82776,1,0.2,NA,-1.6094379124341003
82778,1,0.2,NA,-1.6094379124341003
82784,2,0.4,0.07999999999999999,-0.916290731874155
82785,31,0.05806451612903226,0.027182795698924737,-2.846200539583027
82786,2,0.3,0.18,-1.2039728043259361
82792,1,0.6,NA,-0.5108256237659907
82796,1,0.2,NA,-1.6094379124341003
82798,1,0.6,NA,-0.5108256237659907
82802,1,0,NA,NA
82803,1,0,NA,NA
82804,1,0,NA,NA
82805,1,0,NA,NA
82806,1,0,NA,NA
82807,1,0,NA,NA
82808,1,0,NA,NA
