loiczid,n_spp,mean_risk,var_risk,log_mean_risk
65038,39,0.1794871794871795,0.05641025641025643,-1.717651497074333
65039,50,0.16,0.053877551020408164,-1.8325814637483102
65040,50,0.16,0.053877551020408164,-1.8325814637483102
65041,48,0.16666666666666666,0.055035460992907785,-1.791759469228055
65042,48,0.16666666666666666,0.055035460992907785,-1.791759469228055
65043,45,0.17333333333333334,0.057454545454545466,-1.7525387560747736
65044,41,0.17560975609756097,0.05639024390243902,-1.7394910406822983
65045,44,0.16363636363636364,0.05818181818181816,-1.8101086078962516
65046,54,0.14074074074074075,0.05076170510132775,-1.960835799271989
65047,26,0.13076923076923078,0.05741538461538462,-2.0343211063993665
65048,31,0.16774193548387098,0.061591397849462354,-1.7853285788977644
65049,42,0.1523809523809524,0.05426248548199767,-1.8813716279177422
65050,25,0.112,0.05026666666666666,-2.1892564076870427
65051,20,0.08,0.035368421052631584,-2.5257286443082556
65052,43,0.15813953488372093,0.05439645625692134,-1.8442775035115013
65053,46,0.14782608695652175,0.05232850241545893,-1.911718784307034
65054,65,0.12307692307692308,0.0433653846153846,-2.094945728215801
65055,38,0.16842105263157894,0.059516358463726916,-1.7812881693607596
65056,33,0.1575757575757576,0.05439393939393941,-1.8478489358790984
65057,39,0.17435897435897435,0.05511470985155194,-1.7466390339475855
65058,37,0.16756756756756758,0.052252252252252246,-1.7863686205931786
65059,38,0.16842105263157894,0.05086770981507826,-1.7812881693607596
65060,38,0.17894736842105263,0.05792318634423896,-1.7206635475443248
65061,52,0.11538461538461539,0.03819004524886873,-2.159484249353372
65062,69,0.11884057971014493,0.04155157715260013,-2.129972350327052
65063,33,0.15757575757575756,0.0593939393939394,-1.8478489358790986
65064,8,0.075,0.045,-2.5902671654458267
65065,3,0,0,NA
65066,2,0,0,NA
65067,2,0,0,NA
65068,2,0,0,NA
65069,2,0,0,NA
65070,2,0,0,NA
65071,1,0,NA,NA
65072,1,0,NA,NA
65073,1,0,NA,NA
65074,1,0,NA,NA
65075,1,0,NA,NA
65076,1,0,NA,NA
65077,2,0,0,NA
65078,4,0,0,NA
65079,8,0,0,NA
65080,8,0,0,NA
65081,8,0,0,NA
65082,4,0,0,NA
65083,2,0,0,NA
65084,2,0,0,NA
65085,2,0,0,NA
65086,2,0,0,NA
65087,2,0,0,NA
65088,2,0,0,NA
65089,2,0,0,NA
65090,2,0,0,NA
65091,2,0,0,NA
65092,14,0.028571428571428574,0.011428571428571429,-3.5553480614894135
65093,11,0,0,NA
65094,2,0,0,NA
65095,4,0,0,NA
65096,2,0,0,NA
65097,3,0,0,NA
65098,4,0,0,NA
65099,4,0,0,NA
65100,4,0,0,NA
65101,4,0,0,NA
65102,4,0,0,NA
65103,7,0,0,NA
65104,12,0,0,NA
65105,12,0,0,NA
65106,7,0,0,NA
65107,4,0,0,NA
65108,4,0,0,NA
65109,4,0,0,NA
65110,7,0,0,NA
65111,4,0,0,NA
65112,7,0,0,NA
65113,4,0,0,NA
65114,4,0,0,NA
65115,2,0,0,NA
65116,2,0,0,NA
65117,2,0,0,NA
65118,3,0,0,NA
65119,2,0,0,NA
65120,2,0,0,NA
65121,2,0,0,NA
65122,2,0,0,NA
65123,2,0,0,NA
65124,2,0,0,NA
65125,2,0,0,NA
65126,2,0,0,NA
65127,2,0,0,NA
65128,4,0,0,NA
65129,4,0,0,NA
65130,4,0,0,NA
65131,2,0,0,NA
65132,2,0,0,NA
65133,3,0,0,NA
65134,3,0,0,NA
65135,3,0,0,NA
65136,2,0,0,NA
65137,2,0,0,NA
65138,2,0,0,NA
65139,2,0,0,NA
65140,2,0,0,NA
65141,2,0,0,NA
65142,2,0,0,NA
65143,2,0,0,NA
65144,2,0,0,NA
65145,2,0,0,NA
65146,2,0,0,NA
65147,2,0,0,NA
65148,2,0,0,NA
65149,2,0,0,NA
65150,2,0,0,NA
65151,1,0,NA,NA
65152,1,0,NA,NA
65153,1,0,NA,NA
65154,7,0,0,NA
65155,12,0.03333333333333333,0.013333333333333336,-3.4011973816621555
65156,88,0.1409090909090909,0.05072100313479623,-1.9596403418672153
65157,80,0.15,0.053164556962025294,-1.8971199848858813
65158,103,0.11844660194174758,0.048185798591281144,-2.133293036490425
65185,55,0.08363636363636363,0.03954208754208755,-2.4812768817374216
65186,51,0.10196078431372549,0.04379607843137257,-2.283167007136944
65187,45,0.1511111111111111,0.06028282828282827,-1.8897398775882588
65188,101,0.09504950495049505,0.04287524752475253,-2.353357418367469
65189,1,0,NA,NA
65190,110,0.1,0.046055045871559556,-2.3025850929940455
65191,19,0.031578947368421054,0.010058479532163751,-3.455264602932431
65218,29,0.14482758620689656,0.08256157635467974,-1.9322113046971514
65219,19,0.12631578947368421,0.07204678362573097,-2.0689702418125404
65220,22,0.08181818181818182,0.04060606060606061,-2.503255788456197
65221,12,0.30000000000000004,0.14909090909090914,-1.203972804325936
65222,12,0.30000000000000004,0.14909090909090914,-1.203972804325936
65223,5,0.16,0.128,-1.8325814637483102
65224,4,0.2,0.16000000000000006,-1.6094379124341003
65225,4,0.2,0.16000000000000006,-1.6094379124341003
65226,4,0.2,0.16000000000000006,-1.6094379124341003
65227,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65228,30,0.12666666666666668,0.07857471264367812,-2.0661963149298153
65229,33,0.1272727272727273,0.07454545454545458,-2.0614230361771577
65230,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65231,31,0.12258064516129033,0.07647311827956983,-2.098986137752806
65232,30,0.12666666666666668,0.07857471264367813,-2.0661963149298153
65233,29,0.1310344827586207,0.08078817733990153,-2.032294763254134
65234,29,0.1310344827586207,0.08078817733990153,-2.032294763254134
65235,31,0.12258064516129033,0.07647311827956983,-2.098986137752806
65236,32,0.13125,0.07641129032258061,-2.030651377510404
65237,33,0.1272727272727273,0.07454545454545458,-2.0614230361771577
65433,45,0.10666666666666667,0.039272727272727265,-2.2380465718564744
65434,43,0.09767441860465116,0.03499446290143964,-2.32611559040424
65435,15,0.13333333333333333,0.055238095238095246,-2.0149030205422647
65436,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65437,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65438,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
65439,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
65440,17,0.11764705882352941,0.050294117647058816,-2.1400661634962708
65441,33,0.09696969696969697,0.037803030303030304,-2.3333567516607996
65442,24,0.1,0.04173913043478262,-2.3025850929940455
65443,26,0.13076923076923078,0.05101538461538462,-2.0343211063993665
65444,40,0.095,0.034846153846153825,-2.353878387381596
65446,57,0.09473684210526316,0.03586466165413534,-2.356652314264321
65447,57,0.08421052631578947,0.0313533834586466,-2.474435349920705
65448,39,0.08717948717948718,0.03535762483130904,-2.4397862145075306
65449,36,0.08333333333333333,0.035142857142857135,-2.4849066497880004
65450,16,0.0625,0.030500000000000003,-2.772588722239781
65451,16,0.0625,0.030500000000000003,-2.772588722239781
65452,15,0.10666666666666666,0.05066666666666666,-2.2380465718564744
65453,64,0.0875,0.034126984126984096,-2.436116485618568
65454,70,0.09142857142857143,0.03557763975155278,-2.392197251683733
65455,68,0.09411764705882353,0.03638279192273924,-2.3632097148104805
65456,64,0.1125,0.045555555555555585,-2.184802057337662
65457,32,0.11875,0.04866935483870969,-2.1307348360673863
65458,59,0.10508474576271186,0.040490940970192874,-2.2529881518546735
65459,64,0.090625,0.03546626984126987,-2.4010251658072983
65460,25,0.08,0.036666666666666674,-2.5257286443082556
65461,5,0.2,0.08000000000000002,-1.6094379124341003
65462,3,0.19999999999999998,0.12,-1.6094379124341005
65463,2,0,0,NA
65464,2,0,0,NA
65465,2,0,0,NA
65466,2,0,0,NA
65467,2,0,0,NA
65468,2,0,0,NA
65469,2,0,0,NA
65470,2,0,0,NA
65471,2,0,0,NA
65472,2,0,0,NA
65473,1,0,NA,NA
65499,1,0.6,NA,-0.5108256237659907
65500,1,0.6,NA,-0.5108256237659907
65501,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
65502,1,0.6,NA,-0.5108256237659907
65526,1,0.2,NA,-1.6094379124341003
65527,1,0.2,NA,-1.6094379124341003
65548,1,0.6,NA,-0.5108256237659907
65551,2,0,0,NA
65552,1,0,NA,NA
65553,2,0,0,NA
65554,2,0,0,NA
65555,1,0,NA,NA
65556,1,0,NA,NA
65557,2,0,0,NA
65558,2,0,0,NA
65559,2,0,0,NA
65561,2,0,0,NA
65562,3,0,0,NA
65563,3,0,0,NA
65564,3,0,0,NA
65565,2,0,0,NA
65566,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65567,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65568,2,0,0,NA
65569,1,0,NA,NA
65570,1,0,NA,NA
65571,1,0,NA,NA
65572,1,0,NA,NA
65573,2,0,0,NA
65574,2,0,0,NA
65575,4,0.15,0.08999999999999998,-1.8971199848858813
65576,4,0,0,NA
65577,3,0,0,NA
65578,3,0,0,NA
65579,1,0,NA,NA
65580,1,0,NA,NA
65581,1,0,NA,NA
65582,2,0,0,NA
65583,1,0,NA,NA
65584,1,0,NA,NA
65585,1,0,NA,NA
65586,1,0,NA,NA
65587,2,0,0,NA
65588,1,0,NA,NA
65589,1,0,NA,NA
65590,1,0,NA,NA
65591,3,0,0,NA
65592,4,0,0,NA
65593,4,0,0,NA
65594,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65595,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
65596,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
65597,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
65598,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65599,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65600,5,0.12,0.072,-2.120263536200091
65601,4,0.15,0.08999999999999998,-1.8971199848858813
65602,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65603,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65604,4,0.15,0.08999999999999998,-1.8971199848858813
65605,4,0.15,0.08999999999999998,-1.8971199848858813
65606,4,0.15,0.08999999999999998,-1.8971199848858813
65607,4,0.15,0.08999999999999998,-1.8971199848858813
65608,4,0.15,0.08999999999999998,-1.8971199848858813
65609,4,0.15,0.08999999999999998,-1.8971199848858813
65610,4,0.15,0.08999999999999998,-1.8971199848858813
65611,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65612,2,0.3,0.18,-1.2039728043259361
65613,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65614,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
65615,4,0.15,0.08999999999999998,-1.8971199848858813
65616,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
65617,8,0.125,0.05642857142857143,-2.0794415416798357
65618,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
65619,10,0.1,0.04666666666666667,-2.3025850929940455
65620,13,0.07692307692307693,0.03692307692307692,-2.5649493574615367
65621,13,0.07692307692307693,0.03692307692307692,-2.5649493574615367
65622,13,0.07692307692307693,0.03692307692307692,-2.5649493574615367
65623,15,0.06666666666666667,0.03238095238095238,-2.70805020110221
65624,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
65625,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
65626,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
65627,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
65628,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
65629,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
65630,25,0.064,0.0324,-2.7488721956224653
65631,49,0.09387755102040816,0.04017006802721087,-2.3657639946155773
65632,94,0.06595744680851064,0.027860901395561643,-2.718745490218958
65741,27,0.037037037037037035,0.015498575498575494,-3.295836866004329
65742,39,0.08205128205128205,0.026774628879892032,-2.5004108363239657
65743,65,0.12,0.04099999999999999,-2.120263536200091
65744,61,0.12786885245901639,0.0427103825136612,-2.056750130477765
65745,70,0.13142857142857142,0.04508488612836442,-2.0292917579943643
65746,47,0.1702127659574468,0.05561517113783531,-1.7707060600302227
65747,41,0.17073170731707318,0.05512195121951217,-1.7676619176489945
65748,73,0.13424657534246576,0.04450532724505332,-2.008077055471865
65749,29,0.06206896551724138,0.023152709359605922,-2.779509165084355
65751,60,0.10333333333333333,0.034564971751412425,-2.2697952701710546
65752,72,0.12777777777777777,0.044287949921752716,-2.0574626349610607
65753,75,0.12533333333333332,0.04299819819819819,-2.076778424260352
65754,76,0.12368421052631579,0.042631578947368416,-2.0900236510103727
65755,38,0.18421052631578946,0.05704125177809389,-1.6916760106710724
65756,40,0.175,0.05576923076923073,-1.742969305058623
65757,44,0.17272727272727273,0.05691331923890065,-1.7560413866259759
65758,45,0.16444444444444445,0.05325252525252524,-1.8051824895601956
65759,71,0.1323943661971831,0.044507042253521104,-2.021970187765357
65760,71,0.1323943661971831,0.044507042253521104,-2.021970187765357
65761,76,0.12368421052631579,0.042631578947368416,-2.0900236510103727
65762,75,0.12533333333333332,0.04299819819819819,-2.076778424260352
65763,47,0.16595744680851063,0.05620721554116561,-1.7960238680145126
65764,51,0.15294117647058825,0.053741176470588244,-1.8777018990287797
65765,51,0.1450980392156863,0.05292549019607842,-1.9303456325142017
65766,48,0.14166666666666666,0.050992907801418456,-1.9542783987258299
65767,17,0.08235294117647059,0.040294117647058814,-2.496741107435003
65768,11,0.05454545454545454,0.03272727272727272,-2.908720896564361
65769,6,0,0,NA
65770,6,0,0,NA
65771,5,0,0,NA
65772,8,0,0,NA
65773,23,0.09565217391304348,0.04316205533596837,-2.3470368555648795
65774,43,0.15813953488372093,0.05439645625692134,-1.8442775035115013
65775,47,0.1446808510638298,0.0516558741905643,-1.9332249895279974
65776,67,0.11940298507462686,0.04249660786974221,-2.12525107771113
65777,32,0.16875,0.05447580645161291,-1.7793369492294977
65778,38,0.17894736842105263,0.05792318634423896,-1.7206635475443248
65779,32,0.1625,0.05532258064516128,-1.817077277212345
65780,56,0.12142857142857143,0.040259740259740294,-2.108429078553088
65781,28,0.11428571428571428,0.0397883597883598,-2.169053700369523
65782,63,0.12063492063492064,0.040696364567332284,-2.1149864790992474
65783,33,0.15757575757575756,0.0593939393939394,-1.8478489358790986
65784,4,0,0,NA
65785,2,0,0,NA
65786,2,0,0,NA
65787,2,0,0,NA
65788,2,0,0,NA
65789,2,0,0,NA
65790,2,0,0,NA
65791,1,0,NA,NA
65792,1,0,NA,NA
65793,1,0,NA,NA
65794,1,0,NA,NA
65795,1,0,NA,NA
65796,1,0,NA,NA
65797,2,0,0,NA
65798,2,0,0,NA
65799,2,0,0,NA
65800,5,0,0,NA
65801,2,0,0,NA
65802,4,0,0,NA
65803,4,0,0,NA
65804,2,0,0,NA
65805,2,0,0,NA
65806,2,0,0,NA
65807,5,0,0,NA
65808,5,0,0,NA
65809,2,0,0,NA
65810,2,0,0,NA
65811,2,0,0,NA
65812,4,0,0,NA
65813,3,0,0,NA
65814,2,0,0,NA
65815,2,0,0,NA
65816,2,0,0,NA
65817,4,0,0,NA
65818,4,0,0,NA
65819,4,0,0,NA
65820,4,0,0,NA
65821,4,0,0,NA
65822,4,0,0,NA
65823,17,0.023529411764705882,0.009411764705882352,-3.7495040759303713
65824,7,0,0,NA
65825,7,0,0,NA
65826,4,0,0,NA
65827,4,0,0,NA
65828,4,0,0,NA
65829,4,0,0,NA
65830,4,0,0,NA
65831,4,0,0,NA
65832,4,0,0,NA
65833,4,0,0,NA
65834,4,0,0,NA
65835,4,0,0,NA
65836,4,0,0,NA
65837,7,0,0,NA
65838,2,0,0,NA
65839,2,0,0,NA
65840,2,0,0,NA
65841,2,0,0,NA
65842,2,0,0,NA
65843,2,0,0,NA
65844,2,0,0,NA
65845,2,0,0,NA
65846,2,0,0,NA
65847,2,0,0,NA
65848,2,0,0,NA
65849,2,0,0,NA
65850,2,0,0,NA
65851,2,0,0,NA
65852,2,0,0,NA
65853,2,0,0,NA
65854,2,0,0,NA
65855,2,0,0,NA
65856,2,0,0,NA
65857,2,0,0,NA
65858,2,0,0,NA
65859,2,0,0,NA
65860,2,0,0,NA
65861,2,0,0,NA
65862,29,0.020689655172413793,0.006699507389162562,-3.8781214537524646
65863,57,0.07719298245614035,0.02822055137844609,-2.5614467269103347
65864,65,0.08,0.027249999999999976,-2.5257286443082556
65865,71,0.10140845070422536,0.032997987927565406,-2.2885988510193056
65866,88,0.1159090909090909,0.04020376175548586,-2.154949094187981
65867,64,0.090625,0.0291170634920635,-2.4010251658072983
65868,16,0.025,0.01,-3.6888794541139363
65869,23,0.017391304347826087,0.006956521739130433,-4.051784947803305
65870,47,0.08085106382978724,0.03071230342275672,-2.5151465349777182
65871,49,0.0816326530612245,0.029863945578231296,-2.505525936990736
65872,19,0.021052631578947368,0.008421052631578947,-3.8607297110405954
65873,3,0,0,NA
65874,11,0.03636363636363637,0.014545454545454545,-3.3141860046725253
65875,19,0.021052631578947368,0.008421052631578949,-3.8607297110405954
65876,53,0.12830188679245283,0.043222060957910036,-2.053369301370061
65877,72,0.16111111111111112,0.05705790297339592,-1.8256610209037363
65878,106,0.11509433962264151,0.047198562443845515,-2.162003142372856
65897,102,0.08431372549019608,0.039157445156280314,-2.473210610024809
65898,102,0.08431372549019608,0.039157445156280314,-2.473210610024809
65899,102,0.08431372549019608,0.03915744515628032,-2.473210610024809
65900,104,0.08269230769230769,0.03853248693054512,-2.4926286958819106
65901,102,0.09607843137254903,0.04493496408464374,-2.3425904276077447
65905,61,0.07540983606557378,0.036218579234972695,-2.5848175606782617
65906,57,0.10526315789473685,0.047293233082706734,-2.251291798606495
65907,67,0.0955223880597015,0.03922207146087745,-2.3483946290253397
65908,43,0.13023255813953488,0.05120708748615727,-2.038433517952459
65909,70,0.09142857142857143,0.04253416149068321,-2.392197251683733
65910,31,0.06451612903225806,0.035698924731182774,-2.740840023925201
65911,98,0.08979591836734695,0.04133810225120976,-2.410215757186411
65912,19,0.031578947368421054,0.010058479532163751,-3.455264602932431
65938,28,0.15000000000000002,0.0848148148148148,-1.897119984885881
65939,10,0.2,0.1155555555555556,-1.6094379124341003
65940,11,0.2545454545454546,0.13672727272727267,-1.368275855617212
65941,7,0.2285714285714286,0.15238095238095234,-1.4759065198095778
65942,5,0.16,0.128,-1.8325814637483102
65943,2,0,0,NA
65947,11,0.29090909090909095,0.1629090909090909,-1.2347444629926896
65948,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65949,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65957,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65958,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
65959,32,0.11875000000000001,0.07447580645161295,-2.1307348360673863
66152,46,0.09130434782608696,0.03325603864734299,-2.3935568711997726
66153,48,0.10833333333333334,0.039078014184397165,-2.222542385320509
66154,11,0.18181818181818182,0.06763636363636363,-1.7047480922384253
66155,5,0.2,0.08,-1.6094379124341003
66156,3,0.3333333333333333,0.09333333333333332,-1.0986122886681098
66157,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
66158,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
66159,8,0.125,0.05642857142857143,-2.0794415416798357
66160,12,0.16666666666666666,0.06424242424242425,-1.791759469228055
66161,19,0.10526315789473684,0.04608187134502924,-2.2512917986064953
66162,28,0.1,0.04000000000000001,-2.3025850929940455
66163,52,0.1,0.03686274509803923,-2.3025850929940455
66164,44,0.1090909090909091,0.03991543340380549,-2.2155737160044158
66167,53,0.09056603773584906,0.03317851959361391,-2.4016759956382767
66168,57,0.09473684210526316,0.03586466165413534,-2.356652314264321
66169,54,0.08518518518518518,0.029587700908455646,-2.462927743069225
66170,55,0.1090909090909091,0.04269360269360268,-2.2155737160044158
66171,60,0.11,0.04396610169491526,-2.2072749131897207
66172,69,0.0927536231884058,0.0359761295822677,-2.377808514231633
66173,68,0.09411764705882353,0.03638279192273924,-2.3632097148104805
66174,67,0.1044776119402985,0.04407055630936229,-2.2587824703356527
66175,62,0.1,0.03901639344262295,-2.3025850929940455
66176,34,0.11176470588235295,0.04652406417112299,-2.1913594578838214
66177,18,0.13333333333333333,0.05647058823529412,-2.0149030205422647
66178,14,0.11428571428571428,0.05362637362637363,-2.169053700369523
66179,4,0.25,0.09000000000000001,-1.3862943611198906
66180,2,0,0,NA
66181,2,0,0,NA
66182,2,0,0,NA
66183,2,0,0,NA
66184,2,0,0,NA
66185,2,0,0,NA
66186,1,0,NA,NA
66187,2,0,0,NA
66188,2,0,0,NA
66189,2,0,0,NA
66190,2,0,0,NA
66192,2,0,0,NA
66193,2,0,0,NA
66194,1,0,NA,NA
66195,1,0,NA,NA
66220,1,0.6,NA,-0.5108256237659907
66221,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
66222,2,0.3,0.18,-1.2039728043259361
66238,1,0.2,NA,-1.6094379124341003
66247,1,0.6,NA,-0.5108256237659907
66270,1,0,NA,NA
66271,2,0,0,NA
66272,1,0,NA,NA
66273,1,0,NA,NA
66274,1,0,NA,NA
66275,1,0,NA,NA
66276,1,0,NA,NA
66277,1,0,NA,NA
66278,1,0,NA,NA
66279,2,0,0,NA
66280,1,0,NA,NA
66281,3,0,0,NA
66282,3,0,0,NA
66283,4,0,0,NA
66284,4,0,0,NA
66285,3,0,0,NA
66286,4,0,0,NA
66287,2,0,0,NA
66288,2,0,0,NA
66289,1,0,NA,NA
66290,1,0,NA,NA
66291,1,0,NA,NA
66292,3,0,0,NA
66293,3,0,0,NA
66294,3,0,0,NA
66295,5,0.12,0.072,-2.120263536200091
66296,6,0.09999999999999999,0.06,-2.302585092994046
66297,3,0,0,NA
66298,2,0,0,NA
66299,2,0,0,NA
66300,3,0,0,NA
66301,1,0,NA,NA
66302,2,0,0,NA
66303,1,0,NA,NA
66304,1,0,NA,NA
66305,2,0,0,NA
66306,1,0,NA,NA
66307,2,0,0,NA
66308,3,0,0,NA
66309,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66310,2,0,0,NA
66311,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66312,4,0.15,0.08999999999999998,-1.8971199848858813
66313,5,0.12,0.072,-2.120263536200091
66314,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
66315,5,0.12,0.072,-2.120263536200091
66316,5,0.12,0.072,-2.120263536200091
66317,7,0.14285714285714285,0.06285714285714285,-1.9459101490553135
66318,4,0.15,0.08999999999999998,-1.8971199848858813
66319,4,0.15,0.08999999999999998,-1.8971199848858813
66320,4,0.15,0.08999999999999998,-1.8971199848858813
66321,4,0.15,0.08999999999999998,-1.8971199848858813
66322,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66323,4,0.15,0.08999999999999998,-1.8971199848858813
66324,4,0.15,0.08999999999999998,-1.8971199848858813
66325,4,0.15,0.08999999999999998,-1.8971199848858813
66326,4,0.15,0.08999999999999998,-1.8971199848858813
66327,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66328,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66329,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66330,2,0.3,0.18,-1.2039728043259361
66331,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66332,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66333,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66334,3,0.19999999999999998,0.12000000000000001,-1.6094379124341005
66335,4,0.15,0.08999999999999998,-1.8971199848858813
66336,6,0.16666666666666666,0.07066666666666668,-1.791759469228055
66337,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
66338,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
66339,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
66340,9,0.1111111111111111,0.05111111111111111,-2.1972245773362196
66341,10,0.1,0.04666666666666667,-2.3025850929940455
66342,10,0.1,0.04666666666666667,-2.3025850929940455
66343,14,0.07142857142857142,0.03450549450549451,-2.639057329615259
66344,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
66345,14,0.07142857142857142,0.03450549450549451,-2.639057329615259
66346,12,0.08333333333333333,0.039696969696969696,-2.4849066497880004
66347,14,0.07142857142857142,0.03450549450549451,-2.639057329615259
66348,13,0.07692307692307693,0.03692307692307691,-2.5649493574615367
66349,14,0.07142857142857142,0.03450549450549451,-2.639057329615259
66350,24,0.06666666666666667,0.033623188405797096,-2.70805020110221
66351,44,0.09545454545454546,0.043699788583509515,-2.3491051086289385
66352,95,0.07157894736842105,0.030566629339305675,-2.6369542794184797
66460,65,0.12,0.04099999999999999,-2.120263536200091
66461,64,0.13125,0.044722222222222226,-2.030651377510404
66462,50,0.12000000000000001,0.03918367346938774,-2.120263536200091
66463,70,0.13142857142857142,0.04508488612836443,-2.0292917579943643
66464,40,0.165,0.05515384615384617,-1.8018098050815563
66465,29,0.2,0.06285714285714286,-1.6094379124341003
66466,38,0.18421052631578946,0.05704125177809389,-1.6916760106710724
66467,40,0.175,0.055769230769230745,-1.742969305058623
66468,69,0.13623188405797101,0.046462063086103955,-1.993396815321301
66469,57,0.11929824561403508,0.03979949874686719,-2.126128655652489
66470,66,0.12424242424242425,0.04155710955710955,-2.085520587756218
66471,70,0.12571428571428572,0.04425672877846792,-2.073743520565198
66472,42,0.15714285714285714,0.05372822299651566,-1.8505999692509885
66473,38,0.1736842105263158,0.056586059743954475,-1.750516510694006
66474,39,0.16923076923076924,0.05587044534412954,-1.7764919970972666
66475,44,0.15,0.05232558139534882,-1.8971199848858813
66476,44,0.15,0.05232558139534882,-1.8971199848858813
66477,51,0.14901960784313725,0.052549019607843125,-1.9036773854320403
66478,42,0.14761904761904762,0.05084785133565618,-1.9131203262323224
66479,46,0.13478260869565217,0.04809661835748793,-2.0040921044380493
66480,81,0.11111111111111112,0.04000000000000003,-2.197224577336219
66481,87,0.10574712643678161,0.03892007484629782,-2.246704634599589
66482,60,0.13,0.047220338983050836,-2.0402208285265546
66483,46,0.12173913043478261,0.047072463768115955,-2.1058747987479913
66484,17,0.08235294117647059,0.040294117647058814,-2.496741107435003
66485,5,0,0,NA
66486,4,0,0,NA
66487,4,0,0,NA
66488,4,0,0,NA
66489,3,0,0,NA
66490,2,0,0,NA
66491,2,0,0,NA
66492,3,0,0,NA
66493,4,0,0,NA
66494,10,0.06,0.036000000000000004,-2.8134107167600364
66495,33,0.1393939393939394,0.058712121212121215,-1.9704512579714308
66496,55,0.12,0.04533333333333332,-2.120263536200091
66497,48,0.13333333333333333,0.04992907801418438,-2.0149030205422647
66498,36,0.16666666666666666,0.06057142857142856,-1.791759469228055
66499,33,0.14545454545454545,0.05318181818181816,-1.927891643552635
66500,35,0.13714285714285715,0.051226890756302525,-1.9867321435755685
66501,35,0.13714285714285715,0.051226890756302525,-1.9867321435755685
66502,51,0.12941176470588237,0.04771764705882352,-2.044755983691946
66503,41,0.09268292682926829,0.04219512195121951,-2.3785709999719677
66504,4,0,0,NA
66505,2,0,0,NA
66506,2,0,0,NA
66507,3,0,0,NA
66508,3,0,0,NA
66509,3,0,0,NA
66510,3,0,0,NA
66511,2,0,0,NA
66512,1,0,NA,NA
66513,2,0,0,NA
66514,1,0,NA,NA
66515,1,0,NA,NA
66516,1,0,NA,NA
66517,2,0,0,NA
66518,2,0,0,NA
66519,2,0,0,NA
66520,2,0,0,NA
66521,2,0,0,NA
66522,2,0,0,NA
66523,4,0,0,NA
66524,2,0,0,NA
66525,2,0,0,NA
66526,2,0,0,NA
66527,4,0,0,NA
66528,4,0,0,NA
66529,4,0,0,NA
66530,2,0,0,NA
66531,2,0,0,NA
66532,2,0,0,NA
66533,2,0,0,NA
66534,2,0,0,NA
66535,2,0,0,NA
66536,2,0,0,NA
66537,2,0,0,NA
