loiczid,lat
125687,2.75
125688,2.75
126409,2.25
126410,2.25
125689,2.75
125690,2.75
124961,3.25
124962,3.25
124241,3.75
124242,3.75
124963,3.25
124964,3.25
124243,3.75
124244,3.75
124965,3.25
124966,3.25
124245,3.75
124246,3.75
124967,3.25
124968,3.25
124247,3.75
124248,3.75
124969,3.25
124970,3.25
124249,3.75
124250,3.75
123521,4.25
123522,4.25
122801,4.75
122802,4.75
123523,4.25
123524,4.25
122803,4.75
122804,4.75
123525,4.25
123526,4.25
122805,4.75
122806,4.75
123527,4.25
123528,4.25
122807,4.75
122808,4.75
123529,4.25
123530,4.25
122809,4.75
122810,4.75
129291,0.25
129292,0.25
128571,0.75
128572,0.75
129293,0.25
129294,0.25
128573,0.75
128574,0.75
129295,0.25
129296,0.25
128575,0.75
128576,0.75
129297,0.25
129298,0.25
128577,0.75
128578,0.75
129299,0.25
129300,0.25
128579,0.75
128580,0.75
127851,1.25
127852,1.25
127131,1.75
127132,1.75
127853,1.25
127854,1.25
127133,1.75
127134,1.75
127855,1.25
127856,1.25
127135,1.75
127136,1.75
127857,1.25
127858,1.25
127137,1.75
127138,1.75
127859,1.25
127860,1.25
127139,1.75
127140,1.75
126411,2.25
126412,2.25
125691,2.75
125692,2.75
126413,2.25
126414,2.25
125693,2.75
125694,2.75
126415,2.25
126416,2.25
125695,2.75
125696,2.75
126417,2.25
126418,2.25
125697,2.75
125698,2.75
126419,2.25
126420,2.25
125699,2.75
125700,2.75
124971,3.25
124972,3.25
124251,3.75
124252,3.75
124973,3.25
124974,3.25
124253,3.75
124254,3.75
124975,3.25
124976,3.25
124255,3.75
124256,3.75
124977,3.25
124978,3.25
124257,3.75
124258,3.75
124979,3.25
124980,3.25
124259,3.75
124260,3.75
123531,4.25
123532,4.25
122811,4.75
122812,4.75
123533,4.25
123534,4.25
122813,4.75
122814,4.75
123535,4.25
123536,4.25
122815,4.75
122816,4.75
123537,4.25
123538,4.25
122817,4.75
122818,4.75
123539,4.25
123540,4.25
122819,4.75
122820,4.75
122081,5.25
122082,5.25
121361,5.75
121362,5.75
122083,5.25
122084,5.25
121363,5.75
121364,5.75
122085,5.25
122086,5.25
121365,5.75
121366,5.75
122087,5.25
122088,5.25
121367,5.75
121368,5.75
122089,5.25
122090,5.25
121369,5.75
121370,5.75
120641,6.25
120642,6.25
119921,6.75
119922,6.75
120643,6.25
120644,6.25
119923,6.75
119924,6.75
120645,6.25
120646,6.25
119925,6.75
119926,6.75
120647,6.25
120648,6.25
119927,6.75
119928,6.75
120649,6.25
120650,6.25
119929,6.75
119930,6.75
119201,7.25
119202,7.25
118481,7.75
118482,7.75
119203,7.25
119204,7.25
118483,7.75
118484,7.75
119205,7.25
119206,7.25
118485,7.75
118486,7.75
119207,7.25
119208,7.25
118487,7.75
118488,7.75
119209,7.25
119210,7.25
118489,7.75
118490,7.75
117761,8.25
117762,8.25
117041,8.75
117042,8.75
117763,8.25
117764,8.25
117043,8.75
117044,8.75
117765,8.25
117766,8.25
117045,8.75
117046,8.75
117767,8.25
117768,8.25
117047,8.75
117048,8.75
117769,8.25
117770,8.25
117049,8.75
117050,8.75
116321,9.25
116322,9.25
115601,9.75
115602,9.75
116323,9.25
116324,9.25
115603,9.75
115604,9.75
116325,9.25
116326,9.25
115605,9.75
115606,9.75
116327,9.25
116328,9.25
115607,9.75
115608,9.75
116329,9.25
116330,9.25
115609,9.75
115610,9.75
122091,5.25
122092,5.25
121371,5.75
121372,5.75
122093,5.25
122094,5.25
121373,5.75
121374,5.75
122095,5.25
122096,5.25
121375,5.75
121376,5.75
122097,5.25
122098,5.25
121377,5.75
121378,5.75
122099,5.25
122100,5.25
121379,5.75
121380,5.75
120651,6.25
120652,6.25
119931,6.75
119932,6.75
120653,6.25
120654,6.25
119933,6.75
119934,6.75
120655,6.25
120656,6.25
119935,6.75
119936,6.75
120657,6.25
120658,6.25
119937,6.75
119938,6.75
120659,6.25
120660,6.25
119939,6.75
119940,6.75
119211,7.25
119212,7.25
118491,7.75
118492,7.75
119213,7.25
119214,7.25
118493,7.75
118494,7.75
119215,7.25
119216,7.25
118495,7.75
118496,7.75
119217,7.25
119218,7.25
118497,7.75
118498,7.75
119219,7.25
119220,7.25
118499,7.75
118500,7.75
117771,8.25
117772,8.25
117051,8.75
117052,8.75
117773,8.25
117774,8.25
117053,8.75
117054,8.75
117775,8.25
117776,8.25
117055,8.75
117056,8.75
117777,8.25
117778,8.25
117057,8.75
117058,8.75
117779,8.25
117780,8.25
117059,8.75
117060,8.75
116331,9.25
116332,9.25
115611,9.75
115612,9.75
116333,9.25
116334,9.25
115613,9.75
115614,9.75
116335,9.25
116336,9.25
115615,9.75
115616,9.75
116337,9.25
116338,9.25
115617,9.75
115618,9.75
116339,9.25
116340,9.25
115619,9.75
115620,9.75
129301,0.25
129302,0.25
128581,0.75
128582,0.75
129303,0.25
129304,0.25
128583,0.75
128584,0.75
129305,0.25
129306,0.25
128585,0.75
128586,0.75
129307,0.25
129308,0.25
128587,0.75
128588,0.75
129309,0.25
129310,0.25
128589,0.75
128590,0.75
127861,1.25
127862,1.25
127141,1.75
127142,1.75
127863,1.25
127864,1.25
127143,1.75
127144,1.75
127865,1.25
127866,1.25
127145,1.75
127146,1.75
127867,1.25
127868,1.25
127147,1.75
127148,1.75
127869,1.25
127870,1.25
127149,1.75
127150,1.75
126421,2.25
126422,2.25
125701,2.75
125702,2.75
126423,2.25
126424,2.25
125703,2.75
125704,2.75
126425,2.25
126426,2.25
125705,2.75
125706,2.75
126427,2.25
126428,2.25
125707,2.75
125708,2.75
126429,2.25
126430,2.25
125709,2.75
125710,2.75
124981,3.25
124982,3.25
124261,3.75
124262,3.75
124983,3.25
124984,3.25
124263,3.75
124264,3.75
124985,3.25
124986,3.25
124265,3.75
124266,3.75
124987,3.25
124988,3.25
124267,3.75
124268,3.75
124989,3.25
124990,3.25
124269,3.75
124270,3.75
123541,4.25
123542,4.25
122821,4.75
122822,4.75
123543,4.25
123544,4.25
122823,4.75
122824,4.75
123545,4.25
123546,4.25
122825,4.75
122826,4.75
123547,4.25
123548,4.25
122827,4.75
122828,4.75
123549,4.25
123550,4.25
122829,4.75
122830,4.75
129311,0.25
129312,0.25
128591,0.75
128592,0.75
129313,0.25
129314,0.25
128593,0.75
128594,0.75
129315,0.25
129316,0.25
128595,0.75
128596,0.75
129317,0.25
129318,0.25
128597,0.75
128598,0.75
129319,0.25
129320,0.25
128599,0.75
128600,0.75
127871,1.25
127872,1.25
127151,1.75
127152,1.75
127873,1.25
127874,1.25
127153,1.75
127154,1.75
127875,1.25
127876,1.25
127155,1.75
127156,1.75
127877,1.25
127878,1.25
127157,1.75
127158,1.75
127879,1.25
127880,1.25
127159,1.75
127160,1.75
126431,2.25
126432,2.25
125711,2.75
125712,2.75
126433,2.25
126434,2.25
125713,2.75
125714,2.75
126435,2.25
126436,2.25
125715,2.75
125716,2.75
126437,2.25
126438,2.25
125717,2.75
125718,2.75
126439,2.25
126440,2.25
125719,2.75
125720,2.75
124991,3.25
124992,3.25
124271,3.75
124272,3.75
124993,3.25
124994,3.25
124273,3.75
124274,3.75
124995,3.25
124996,3.25
124275,3.75
124276,3.75
124997,3.25
124998,3.25
124277,3.75
124278,3.75
124999,3.25
125000,3.25
124279,3.75
124280,3.75
123551,4.25
123552,4.25
122831,4.75
122832,4.75
123553,4.25
123554,4.25
122833,4.75
122834,4.75
123555,4.25
123556,4.25
122835,4.75
122836,4.75
123557,4.25
123558,4.25
122837,4.75
122838,4.75
123559,4.25
123560,4.25
122839,4.75
122840,4.75
122101,5.25
122102,5.25
121381,5.75
121382,5.75
122103,5.25
122104,5.25
121383,5.75
121384,5.75
122105,5.25
122106,5.25
121385,5.75
121386,5.75
122107,5.25
122108,5.25
121387,5.75
121388,5.75
122109,5.25
122110,5.25
121389,5.75
121390,5.75
120661,6.25
120662,6.25
119941,6.75
119942,6.75
120663,6.25
120664,6.25
119943,6.75
119944,6.75
120665,6.25
120666,6.25
119945,6.75
119946,6.75
120667,6.25
120668,6.25
119947,6.75
119948,6.75
120669,6.25
120670,6.25
119949,6.75
119950,6.75
119221,7.25
119222,7.25
118501,7.75
118502,7.75
119223,7.25
119224,7.25
118503,7.75
118504,7.75
119225,7.25
119226,7.25
118505,7.75
118506,7.75
119227,7.25
119228,7.25
118507,7.75
118508,7.75
119229,7.25
119230,7.25
118509,7.75
118510,7.75
117781,8.25
117782,8.25
117061,8.75
117062,8.75
117783,8.25
117784,8.25
117063,8.75
117064,8.75
117785,8.25
117786,8.25
117065,8.75
117066,8.75
117787,8.25
117788,8.25
117067,8.75
117068,8.75
117789,8.25
117790,8.25
117069,8.75
117070,8.75
116341,9.25
116342,9.25
115621,9.75
115622,9.75
116343,9.25
116344,9.25
115623,9.75
115624,9.75
116345,9.25
116346,9.25
115625,9.75
115626,9.75
116347,9.25
116348,9.25
115627,9.75
115628,9.75
116349,9.25
116350,9.25
115629,9.75
115630,9.75
122111,5.25
122112,5.25
121391,5.75
121392,5.75
122113,5.25
122114,5.25
121393,5.75
121394,5.75
122115,5.25
122116,5.25
121395,5.75
121396,5.75
122117,5.25
122118,5.25
121397,5.75
121398,5.75
122119,5.25
122120,5.25
121399,5.75
121400,5.75
120671,6.25
120672,6.25
119951,6.75
119952,6.75
120673,6.25
120674,6.25
119953,6.75
119954,6.75
120675,6.25
120676,6.25
119955,6.75
119956,6.75
120677,6.25
120678,6.25
119957,6.75
119958,6.75
120679,6.25
120680,6.25
119959,6.75
119960,6.75
119231,7.25
119232,7.25
118511,7.75
118512,7.75
119233,7.25
119234,7.25
118513,7.75
118514,7.75
119235,7.25
119236,7.25
118515,7.75
118516,7.75
119237,7.25
119238,7.25
118517,7.75
118518,7.75
119239,7.25
119240,7.25
118519,7.75
118520,7.75
117791,8.25
117792,8.25
117071,8.75
117072,8.75
117793,8.25
117794,8.25
117073,8.75
117074,8.75
117795,8.25
117796,8.25
117075,8.75
117076,8.75
117797,8.25
117798,8.25
117077,8.75
117078,8.75
117799,8.25
117800,8.25
117079,8.75
117080,8.75
116351,9.25
116352,9.25
115631,9.75
115632,9.75
116353,9.25
116354,9.25
115633,9.75
115634,9.75
116355,9.25
116356,9.25
115635,9.75
115636,9.75
116357,9.25
116358,9.25
115637,9.75
115638,9.75
116359,9.25
116360,9.25
115639,9.75
115640,9.75
129321,0.25
129322,0.25
128601,0.75
128602,0.75
129323,0.25
129324,0.25
128603,0.75
128604,0.75
129325,0.25
129326,0.25
128605,0.75
128606,0.75
129327,0.25
129328,0.25
128607,0.75
128608,0.75
129329,0.25
129330,0.25
128609,0.75
128610,0.75
127881,1.25
127882,1.25
127161,1.75
127162,1.75
127883,1.25
127884,1.25
127163,1.75
127164,1.75
127885,1.25
127886,1.25
127165,1.75
127166,1.75
127887,1.25
127888,1.25
127167,1.75
127168,1.75
127889,1.25
127890,1.25
127169,1.75
127170,1.75
126441,2.25
126442,2.25
125721,2.75
125722,2.75
126443,2.25
126444,2.25
125723,2.75
125724,2.75
126445,2.25
126446,2.25
125725,2.75
125726,2.75
126447,2.25
126448,2.25
125727,2.75
125728,2.75
126449,2.25
126450,2.25
125729,2.75
125730,2.75
125001,3.25
125002,3.25
124281,3.75
124282,3.75
125003,3.25
125004,3.25
124283,3.75
124284,3.75
125005,3.25
125006,3.25
124285,3.75
124286,3.75
125007,3.25
125008,3.25
124287,3.75
124288,3.75
125009,3.25
125010,3.25
124289,3.75
124290,3.75
123561,4.25
123562,4.25
122841,4.75
122842,4.75
123563,4.25
123564,4.25
122843,4.75
122844,4.75
123565,4.25
123566,4.25
122845,4.75
122846,4.75
123567,4.25
123568,4.25
122847,4.75
122848,4.75
123569,4.25
123570,4.25
122849,4.75
122850,4.75
129331,0.25
129332,0.25
128611,0.75
128612,0.75
129333,0.25
129334,0.25
128613,0.75
128614,0.75
129335,0.25
129336,0.25
128615,0.75
128616,0.75
129337,0.25
129338,0.25
128617,0.75
128618,0.75
129339,0.25
129340,0.25
128619,0.75
128620,0.75
127891,1.25
127892,1.25
127171,1.75
127172,1.75
127893,1.25
127894,1.25
127173,1.75
127174,1.75
127895,1.25
127896,1.25
127175,1.75
127176,1.75
127897,1.25
127898,1.25
127177,1.75
127178,1.75
127899,1.25
127900,1.25
127179,1.75
127180,1.75
126451,2.25
126452,2.25
125731,2.75
125732,2.75
126453,2.25
126454,2.25
125733,2.75
125734,2.75
126455,2.25
126456,2.25
125735,2.75
125736,2.75
126457,2.25
126458,2.25
125737,2.75
125738,2.75
126459,2.25
126460,2.25
125739,2.75
125740,2.75
125011,3.25
125012,3.25
124291,3.75
124292,3.75
125013,3.25
125014,3.25
124293,3.75
124294,3.75
125015,3.25
125016,3.25
124295,3.75
124296,3.75
125017,3.25
125018,3.25
124297,3.75
124298,3.75
125019,3.25
125020,3.25
124299,3.75
124300,3.75
123571,4.25
123572,4.25
122851,4.75
122852,4.75
123573,4.25
123574,4.25
122853,4.75
