loiczid,lat
52245,53.75
52246,53.75
52967,53.25
52968,53.25
52247,53.75
52248,53.75
52969,53.25
52970,53.25
52249,53.75
52250,53.75
51521,54.25
51522,54.25
50801,54.75
50802,54.75
51523,54.25
51524,54.25
50803,54.75
50804,54.75
51525,54.25
51526,54.25
50805,54.75
50806,54.75
51527,54.25
51528,54.25
50807,54.75
50808,54.75
51529,54.25
51530,54.25
50809,54.75
50810,54.75
57291,50.25
57292,50.25
56571,50.75
56572,50.75
57293,50.25
57294,50.25
56573,50.75
56574,50.75
57295,50.25
57296,50.25
56575,50.75
56576,50.75
57297,50.25
57298,50.25
56577,50.75
56578,50.75
57299,50.25
57300,50.25
56579,50.75
56580,50.75
55851,51.25
55852,51.25
55131,51.75
55132,51.75
55853,51.25
55854,51.25
55133,51.75
55134,51.75
55855,51.25
55856,51.25
55135,51.75
55136,51.75
55857,51.25
55858,51.25
55137,51.75
55138,51.75
55859,51.25
55860,51.25
55139,51.75
55140,51.75
54411,52.25
54412,52.25
53691,52.75
53692,52.75
54413,52.25
54414,52.25
53693,52.75
53694,52.75
54415,52.25
54416,52.25
53695,52.75
53696,52.75
54417,52.25
54418,52.25
53697,52.75
53698,52.75
54419,52.25
54420,52.25
53699,52.75
53700,52.75
52971,53.25
52972,53.25
52251,53.75
52252,53.75
52973,53.25
52974,53.25
52253,53.75
52254,53.75
52975,53.25
52976,53.25
52255,53.75
52256,53.75
52977,53.25
52978,53.25
52257,53.75
52258,53.75
52979,53.25
52980,53.25
52259,53.75
52260,53.75
51531,54.25
51532,54.25
50811,54.75
50812,54.75
51533,54.25
51534,54.25
50813,54.75
50814,54.75
51535,54.25
51536,54.25
50815,54.75
50816,54.75
51537,54.25
51538,54.25
50817,54.75
50818,54.75
51539,54.25
51540,54.25
50819,54.75
50820,54.75
50081,55.25
50082,55.25
49361,55.75
49362,55.75
50083,55.25
50084,55.25
49363,55.75
49364,55.75
50085,55.25
50086,55.25
49365,55.75
49366,55.75
50087,55.25
50088,55.25
49367,55.75
49368,55.75
50089,55.25
50090,55.25
49369,55.75
49370,55.75
48641,56.25
48642,56.25
47921,56.75
47922,56.75
48643,56.25
48644,56.25
47923,56.75
47924,56.75
48645,56.25
48646,56.25
47925,56.75
47926,56.75
48647,56.25
48648,56.25
47927,56.75
47928,56.75
48649,56.25
48650,56.25
47929,56.75
47930,56.75
47201,57.25
47202,57.25
46481,57.75
46482,57.75
47203,57.25
47204,57.25
46483,57.75
46484,57.75
47205,57.25
47206,57.25
46485,57.75
46486,57.75
47207,57.25
47208,57.25
46487,57.75
46488,57.75
47209,57.25
47210,57.25
46489,57.75
46490,57.75
45761,58.25
45762,58.25
45041,58.75
45042,58.75
45763,58.25
45764,58.25
45043,58.75
45044,58.75
45765,58.25
45766,58.25
45045,58.75
45046,58.75
45767,58.25
45768,58.25
45047,58.75
45048,58.75
45769,58.25
45770,58.25
45049,58.75
45050,58.75
44321,59.25
44322,59.25
43601,59.75
43602,59.75
44323,59.25
44324,59.25
43603,59.75
43604,59.75
44325,59.25
44326,59.25
43605,59.75
43606,59.75
44327,59.25
44328,59.25
43607,59.75
43608,59.75
44329,59.25
44330,59.25
43609,59.75
43610,59.75
50091,55.25
50092,55.25
49371,55.75
49372,55.75
50093,55.25
50094,55.25
49373,55.75
49374,55.75
50095,55.25
50096,55.25
49375,55.75
49376,55.75
50097,55.25
50098,55.25
49377,55.75
49378,55.75
50099,55.25
50100,55.25
49379,55.75
49380,55.75
48651,56.25
48652,56.25
47931,56.75
47932,56.75
48653,56.25
48654,56.25
47933,56.75
47934,56.75
48655,56.25
48656,56.25
47935,56.75
47936,56.75
48657,56.25
48658,56.25
47937,56.75
47938,56.75
48659,56.25
48660,56.25
47939,56.75
47940,56.75
47211,57.25
47212,57.25
46491,57.75
46492,57.75
47213,57.25
47214,57.25
46493,57.75
46494,57.75
47215,57.25
47216,57.25
46495,57.75
46496,57.75
47217,57.25
47218,57.25
46497,57.75
46498,57.75
47219,57.25
47220,57.25
46499,57.75
46500,57.75
45771,58.25
45772,58.25
45051,58.75
45052,58.75
45773,58.25
45774,58.25
45053,58.75
45054,58.75
45775,58.25
45776,58.25
45055,58.75
45056,58.75
45777,58.25
45778,58.25
45057,58.75
45058,58.75
45779,58.25
45780,58.25
45059,58.75
45060,58.75
44331,59.25
44332,59.25
43611,59.75
43612,59.75
44333,59.25
44334,59.25
43613,59.75
43614,59.75
44335,59.25
44336,59.25
43615,59.75
43616,59.75
44337,59.25
44338,59.25
43617,59.75
43618,59.75
44339,59.25
44340,59.25
43619,59.75
43620,59.75
57301,50.25
57302,50.25
56581,50.75
56582,50.75
57303,50.25
57304,50.25
56583,50.75
56584,50.75
57305,50.25
57306,50.25
56585,50.75
56586,50.75
57307,50.25
57308,50.25
56587,50.75
56588,50.75
57309,50.25
57310,50.25
56589,50.75
56590,50.75
55861,51.25
55862,51.25
55141,51.75
55142,51.75
55863,51.25
55864,51.25
55143,51.75
55144,51.75
55865,51.25
55866,51.25
55145,51.75
55146,51.75
55867,51.25
55868,51.25
55147,51.75
55148,51.75
55869,51.25
55870,51.25
55149,51.75
55150,51.75
54421,52.25
54422,52.25
53701,52.75
53702,52.75
54423,52.25
54424,52.25
53703,52.75
53704,52.75
54425,52.25
54426,52.25
53705,52.75
53706,52.75
54427,52.25
54428,52.25
53707,52.75
53708,52.75
54429,52.25
54430,52.25
53709,52.75
53710,52.75
52981,53.25
52982,53.25
52261,53.75
52262,53.75
52983,53.25
52984,53.25
52263,53.75
52264,53.75
52985,53.25
52986,53.25
52265,53.75
52266,53.75
52987,53.25
52988,53.25
52267,53.75
52268,53.75
52989,53.25
52990,53.25
52269,53.75
52270,53.75
51541,54.25
51542,54.25
50821,54.75
50822,54.75
51543,54.25
51544,54.25
50823,54.75
50824,54.75
51545,54.25
51546,54.25
50825,54.75
50826,54.75
51547,54.25
51548,54.25
50827,54.75
50828,54.75
51549,54.25
51550,54.25
50829,54.75
50830,54.75
57311,50.25
57312,50.25
56591,50.75
56592,50.75
57313,50.25
57314,50.25
56593,50.75
56594,50.75
57315,50.25
57316,50.25
56595,50.75
56596,50.75
57317,50.25
57318,50.25
56597,50.75
56598,50.75
57319,50.25
57320,50.25
56599,50.75
56600,50.75
55871,51.25
55872,51.25
55151,51.75
55152,51.75
55873,51.25
55874,51.25
55153,51.75
55154,51.75
55875,51.25
55876,51.25
55155,51.75
55156,51.75
55877,51.25
55878,51.25
55157,51.75
55158,51.75
55879,51.25
55880,51.25
55159,51.75
55160,51.75
54431,52.25
54432,52.25
53711,52.75
53712,52.75
54433,52.25
54434,52.25
53713,52.75
53714,52.75
54435,52.25
54436,52.25
53715,52.75
53716,52.75
54437,52.25
54438,52.25
53717,52.75
53718,52.75
54439,52.25
54440,52.25
53719,52.75
53720,52.75
52991,53.25
52992,53.25
52271,53.75
52272,53.75
52993,53.25
52994,53.25
52273,53.75
52274,53.75
52995,53.25
52996,53.25
52275,53.75
52276,53.75
52997,53.25
52998,53.25
52277,53.75
52278,53.75
52999,53.25
53000,53.25
52279,53.75
52280,53.75
51551,54.25
51552,54.25
50831,54.75
50832,54.75
51553,54.25
51554,54.25
50833,54.75
50834,54.75
51555,54.25
51556,54.25
50835,54.75
50836,54.75
51557,54.25
51558,54.25
50837,54.75
50838,54.75
51559,54.25
51560,54.25
50839,54.75
50840,54.75
50101,55.25
50102,55.25
49381,55.75
49382,55.75
50103,55.25
50104,55.25
49383,55.75
49384,55.75
50105,55.25
50106,55.25
49385,55.75
49386,55.75
50107,55.25
50108,55.25
49387,55.75
49388,55.75
50109,55.25
50110,55.25
49389,55.75
49390,55.75
48661,56.25
48662,56.25
47941,56.75
47942,56.75
48663,56.25
48664,56.25
47943,56.75
47944,56.75
48665,56.25
48666,56.25
47945,56.75
47946,56.75
48667,56.25
48668,56.25
47947,56.75
47948,56.75
48669,56.25
48670,56.25
47949,56.75
47950,56.75
47221,57.25
47222,57.25
46501,57.75
46502,57.75
47223,57.25
47224,57.25
46503,57.75
46504,57.75
47225,57.25
47226,57.25
46505,57.75
46506,57.75
47227,57.25
47228,57.25
46507,57.75
46508,57.75
47229,57.25
47230,57.25
46509,57.75
46510,57.75
45781,58.25
45782,58.25
45061,58.75
45062,58.75
45783,58.25
45784,58.25
45063,58.75
45064,58.75
45785,58.25
45786,58.25
45065,58.75
45066,58.75
45787,58.25
45788,58.25
45067,58.75
45068,58.75
45789,58.25
45790,58.25
45069,58.75
45070,58.75
44341,59.25
44342,59.25
43621,59.75
43622,59.75
44343,59.25
44344,59.25
43623,59.75
43624,59.75
44345,59.25
44346,59.25
43625,59.75
43626,59.75
44347,59.25
44348,59.25
43627,59.75
43628,59.75
44349,59.25
44350,59.25
43629,59.75
43630,59.75
50111,55.25
50112,55.25
49391,55.75
49392,55.75
50113,55.25
50114,55.25
49393,55.75
49394,55.75
50115,55.25
50116,55.25
49395,55.75
49396,55.75
50117,55.25
50118,55.25
49397,55.75
49398,55.75
50119,55.25
50120,55.25
49399,55.75
49400,55.75
48671,56.25
48672,56.25
47951,56.75
47952,56.75
48673,56.25
48674,56.25
47953,56.75
47954,56.75
48675,56.25
48676,56.25
47955,56.75
47956,56.75
48677,56.25
48678,56.25
47957,56.75
47958,56.75
48679,56.25
48680,56.25
47959,56.75
47960,56.75
47231,57.25
47232,57.25
46511,57.75
46512,57.75
47233,57.25
47234,57.25
46513,57.75
46514,57.75
47235,57.25
47236,57.25
46515,57.75
46516,57.75
47237,57.25
47238,57.25
46517,57.75
46518,57.75
47239,57.25
47240,57.25
46519,57.75
46520,57.75
45791,58.25
45792,58.25
45071,58.75
45072,58.75
45793,58.25
45794,58.25
45073,58.75
45074,58.75
45795,58.25
45796,58.25
45075,58.75
45076,58.75
45797,58.25
45798,58.25
45077,58.75
45078,58.75
45799,58.25
45800,58.25
45079,58.75
45080,58.75
44351,59.25
44352,59.25
43631,59.75
43632,59.75
44353,59.25
44354,59.25
43633,59.75
43634,59.75
44355,59.25
44356,59.25
43635,59.75
43636,59.75
44357,59.25
44358,59.25
43637,59.75
43638,59.75
44359,59.25
44360,59.25
43639,59.75
43640,59.75
57321,50.25
57322,50.25
56601,50.75
56602,50.75
57323,50.25
57324,50.25
56603,50.75
56604,50.75
57325,50.25
57326,50.25
56605,50.75
56606,50.75
57327,50.25
57328,50.25
56607,50.75
56608,50.75
57329,50.25
57330,50.25
56609,50.75
56610,50.75
55881,51.25
55882,51.25
55161,51.75
55162,51.75
55883,51.25
55884,51.25
55163,51.75
55164,51.75
55885,51.25
55886,51.25
55165,51.75
55166,51.75
55887,51.25
55888,51.25
55167,51.75
55168,51.75
55889,51.25
55890,51.25
55169,51.75
55170,51.75
54441,52.25
54442,52.25
53721,52.75
53722,52.75
54443,52.25
54444,52.25
53723,52.75
53724,52.75
54445,52.25
54446,52.25
53725,52.75
53726,52.75
54447,52.25
54448,52.25
53727,52.75
53728,52.75
54449,52.25
54450,52.25
53729,52.75
53730,52.75
53001,53.25
53002,53.25
52281,53.75
52282,53.75
53003,53.25
53004,53.25
52283,53.75
52284,53.75
53005,53.25
53006,53.25
52285,53.75
52286,53.75
53007,53.25
53008,53.25
52287,53.75
52288,53.75
53009,53.25
53010,53.25
52289,53.75
52290,53.75
51561,54.25
51562,54.25
50841,54.75
50842,54.75
51563,54.25
51564,54.25
50843,54.75
50844,54.75
51565,54.25
51566,54.25
50845,54.75
50846,54.75
51567,54.25
51568,54.25
50847,54.75
50848,54.75
51569,54.25
51570,54.25
50849,54.75
50850,54.75
57331,50.25
57332,50.25
56611,50.75
56612,50.75
57333,50.25
57334,50.25
56613,50.75
56614,50.75
57335,50.25
57336,50.25
56615,50.75
56616,50.75
57337,50.25
57338,50.25
56617,50.75
56618,50.75
57339,50.25
57340,50.25
56619,50.75
56620,50.75
55891,51.25
55892,51.25
55171,51.75
55172,51.75
55893,51.25
55894,51.25
55173,51.75
55174,51.75
55895,51.25
55896,51.25
55175,51.75
55176,51.75
55897,51.25
55898,51.25
55177,51.75
55178,51.75
55899,51.25
55900,51.25
55179,51.75
55180,51.75
54451,52.25
54452,52.25
53731,52.75
53732,52.75
54453,52.25
54454,52.25
53733,52.75
53734,52.75
54455,52.25
54456,52.25
53735,52.75
53736,52.75
54457,52.25
54458,52.25
53737,52.75
53738,52.75
54459,52.25
54460,52.25
53739,52.75
53740,52.75
53011,53.25
53012,53.25
52291,53.75
52292,53.75
53013,53.25
53014,53.25
52293,53.75
52294,53.75
53015,53.25
53016,53.25
52295,53.75
52296,53.75
53017,53.25
53018,53.25
52297,53.75
52298,53.75
53019,53.25
53020,53.25
52299,53.75
52300,53.75
51571,54.25
51572,54.25
50851,54.75
50852,54.75
51573,54.25
51574,54.25
50853,54.75
50854,54.75
51575,54.25
51576,54.25
50855,54.75
50856,54.75
51577,54.25
51578,54.25
50857,54.75
50858,54.75
51579,54.25
51580,54.25
50859,54.75
50860,54.75
50121,55.25
50122,55.25
49401,55.75
49402,55.75
50123,55.25
50124,55.25
49403,55.75
49404,55.75
50125,55.25
50126,55.25
49405,55.75
49406,55.75
50127,55.25
50128,55.25
49407,55.75
49408,55.75
50129,55.25
50130,55.25
49409,55.75
49410,55.75
48681,56.25
48682,56.25
47961,56.75
47962,56.75
48683,56.25
48684,56.25
47963,56.75
47964,56.75
48685,56.25
48686,56.25
47965,56.75
47966,56.75
48687,56.25
48688,56.25
47967,56.75
47968,56.75
48689,56.25
48690,56.25
47969,56.75
47970,56.75
47241,57.25
47242,57.25
46521,57.75
46522,57.75
47243,57.25
47244,57.25
46523,57.75
46524,57.75
47245,57.25
47246,57.25
46525,57.75
46526,57.75
47247,57.25
47248,57.25
46527,57.75
46528,57.75
47249,57.25
47250,57.25
46529,57.75
46530,57.75
45801,58.25
45802,58.25
45081,58.75
45082,58.75
45803,58.25
45804,58.25
45083,58.75
45084,58.75
45805,58.25
45806,58.25
45085,58.75
45086,58.75
45807,58.25
45808,58.25
45087,58.75
45088,58.75
45809,58.25
45810,58.25
45089,58.75
45090,58.75
44361,59.25
44362,59.25
43641,59.75
43642,59.75
44363,59.25
44364,59.25
43643,59.75
43644,59.75
44365,59.25
44366,59.25
43645,59.75
43646,59.75
44367,59.25
44368,59.25
43647,59.75
43648,59.75
44369,59.25
44370,59.25
43649,59.75
43650,59.75
50131,55.25
50132,55.25
49411,55.75
49412,55.75
50133,55.25
50134,55.25
49413,55.75
49414,55.75
50135,55.25
50136,55.25
49415,55.75
49416,55.75
50137,55.25
50138,55.25
49417,55.75
49418,55.75
50139,55.25
50140,55.25
49419,55.75
49420,55.75
48691,56.25
48692,56.25
47971,56.75
47972,56.75
48693,56.25
48694,56.25
47973,56.75
47974,56.75
48695,56.25
48696,56.25
47975,56.75
47976,56.75
48697,56.25
48698,56.25
47977,56.75
47978,56.75
48699,56.25
48700,56.25
47979,56.75
47980,56.75
47251,57.25
47252,57.25
46531,57.75
46532,57.75
47253,57.25
47254,57.25
46533,57.75
46534,57.75
47255,57.25
47256,57.25
46535,57.75
46536,57.75
47257,57.25
47258,57.25
46537,57.75
46538,57.75
47259,57.25
47260,57.25
46539,57.75
46540,57.75
45811,58.25
45812,58.25
45091,58.75
45092,58.75
45813,58.25
45814,58.25
45093,58.75
45094,58.75
45815,58.25
45816,58.25
45095,58.75
45096,58.75
45817,58.25
45818,58.25
45097,58.75
45098,58.75
45819,58.25
45820,58.25
45099,58.75
45100,58.75
44371,59.25
44372,59.25
43651,59.75
43652,59.75
44373,59.25
44374,59.25
43653,59.75
43654,59.75
44375,59.25
44376,59.25
43655,59.75
43656,59.75
44377,59.25
44378,59.25
43657,59.75
43658,59.75
44379,59.25
44380,59.25
43659,59.75
43660,59.75
57341,50.25
57342,50.25
56621,50.75
56622,50.75
57343,50.25
57344,50.25
56623,50.75
56624,50.75
57345,50.25
57346,50.25
56625,50.75
56626,50.75
57347,50.25
57348,50.25
56627,50.75
56628,50.75
57349,50.25
57350,50.25
56629,50.75
56630,50.75
55901,51.25
55902,51.25
55181,51.75
55182,51.75
55903,51.25
55904,51.25
55183,51.75
55184,51.75
55905,51.25
55906,51.25
55185,51.75
55186,51.75
55907,51.25
55908,51.25
55187,51.75
55188,51.75
55909,51.25
55910,51.25
55189,51.75
55190,51.75
54461,52.25
54462,52.25
53741,52.75
53742,52.75
54463,52.25
54464,52.25
53743,52.75
53744,52.75
54465,52.25
54466,52.25
53745,52.75
53746,52.75
54467,52.25
54468,52.25
53747,52.75
53748,52.75
54469,52.25
54470,52.25
53749,52.75
53750,52.75
53021,53.25
53022,53.25
52301,53.75
52302,53.75
53023,53.25
53024,53.25
52303,53.75
52304,53.75
53025,53.25
53026,53.25
52305,53.75
52306,53.75
53027,53.25
53028,53.25
52307,53.75
52308,53.75
53029,53.25
53030,53.25
52309,53.75
52310,53.75
51581,54.25
51582,54.25
50861,54.75
50862,54.75
51583,54.25
51584,54.25
50863,54.75
50864,54.75
51585,54.25
51586,54.25
50865,54.75
50866,54.75
51587,54.25
51588,54.25
50867,54.75
50868,54.75
51589,54.25
51590,54.25
50869,54.75
50870,54.75
57351,50.25
57352,50.25
56631,50.75
56632,50.75
57353,50.25
57354,50.25
56633,50.75
56634,50.75
57355,50.25
57356,50.25
56635,50.75
56636,50.75
57357,50.25
57358,50.25
56637,50.75
56638,50.75
57359,50.25
57360,50.25
56639,50.75
56640,50.75
55911,51.25
55912,51.25
55191,51.75
55192,51.75
55913,51.25
55914,51.25
55193,51.75
55194,51.75
55915,51.25
55916,51.25
55195,51.75
55196,51.75
55917,51.25
55918,51.25
55197,51.75
55198,51.75
55919,51.25
55920,51.25
55199,51.75
55200,51.75
54471,52.25
54472,52.25
53751,52.75
53752,52.75
54473,52.25
54474,52.25
53753,52.75
53754,52.75
54475,52.25
54476,52.25
53755,52.75
53756,52.75
54477,52.25
54478,52.25
53757,52.75
53758,52.75
54479,52.25
54480,52.25
53759,52.75
53760,52.75
53031,53.25
53032,53.25
52311,53.75
52312,53.75
53033,53.25
53034,53.25
52313,53.75
52314,53.75
53035,53.25
53036,53.25
52315,53.75
52316,53.75
53037,53.25
53038,53.25
52317,53.75
52318,53.75
53039,53.25
53040,53.25
52319,53.75
52320,53.75
51591,54.25
51592,54.25
50871,54.75
50872,54.75
51593,54.25
51594,54.25
50873,54.75
50874,54.75
51595,54.25
51596,54.25
50875,54.75
50876,54.75
51597,54.25
51598,54.25
50877,54.75
50878,54.75
51599,54.25
51600,54.25
50879,54.75
50880,54.75
50141,55.25
50142,55.25
49421,55.75
49422,55.75
50143,55.25
50144,55.25
49423,55.75
49424,55.75
50145,55.25
50146,55.25
49425,55.75
49426,55.75
50147,55.25
50148,55.25
49427,55.75
49428,55.75
50149,55.25
50150,55.25
49429,55.75
49430,55.75
48701,56.25
48702,56.25
47981,56.75
47982,56.75
48703,56.25
48704,56.25
47983,56.75
47984,56.75
48705,56.25
48706,56.25
47985,56.75
47986,56.75
48707,56.25
48708,56.25
47987,56.75
47988,56.75
48709,56.25
48710,56.25
47989,56.75
47990,56.75
47261,57.25
47262,57.25
46541,57.75
46542,57.75
47263,57.25
47264,57.25
46543,57.75
46544,57.75
47265,57.25
47266,57.25
46545,57.75
46546,57.75
47267,57.25
47268,57.25
46547,57.75
46548,57.75
47269,57.25
47270,57.25
46549,57.75
46550,57.75
45821,58.25
45822,58.25
45101,58.75
45102,58.75
45823,58.25
45824,58.25
45103,58.75
45104,58.75
45825,58.25
45826,58.25
45105,58.75
45106,58.75
45827,58.25
45828,58.25
45107,58.75
45108,58.75
45829,58.25
45830,58.25
45109,58.75
45110,58.75
44381,59.25
44382,59.25
43661,59.75
43662,59.75
44383,59.25
44384,59.25
43663,59.75
43664,59.75
44385,59.25
44386,59.25
43665,59.75
43666,59.75
44387,59.25
44388,59.25
43667,59.75
43668,59.75
44389,59.25
44390,59.25
43669,59.75
43670,59.75
50151,55.25
50152,55.25
49431,55.75
49432,55.75
50153,55.25
50154,55.25
49433,55.75
49434,55.75
50155,55.25
50156,55.25
49435,55.75
49436,55.75
50157,55.25
50158,55.25
49437,55.75
49438,55.75
50159,55.25
50160,55.25
49439,55.75
49440,55.75
48711,56.25
48712,56.25
47991,56.75
47992,56.75
48713,56.25
48714,56.25
47993,56.75
47994,56.75
48715,56.25
48716,56.25
47995,56.75
47996,56.75
48717,56.25
48718,56.25
47997,56.75
47998,56.75
48719,56.25
48720,56.25
47999,56.75
48000,56.75
47271,57.25
47272,57.25
46551,57.75
46552,57.75
47273,57.25
47274,57.25
46553,57.75
46554,57.75
47275,57.25
47276,57.25
46555,57.75
46556,57.75
47277,57.25
47278,57.25
46557,57.75
46558,57.75
47279,57.25
47280,57.25
46559,57.75
46560,57.75
45831,58.25
45832,58.25
45111,58.75
45112,58.75
45833,58.25
45834,58.25
45113,58.75
45114,58.75
45835,58.25
45836,58.25
45115,58.75
45116,58.75
45837,58.25
45838,58.25
45117,58.75
45118,58.75
45839,58.25
45840,58.25
45119,58.75
45120,58.75
44391,59.25
44392,59.25
43671,59.75
43672,59.75
44393,59.25
44394,59.25
43673,59.75
43674,59.75
44395,59.25
44396,59.25
43675,59.75
43676,59.75
44397,59.25
44398,59.25
43677,59.75
43678,59.75
44399,59.25
44400,59.25
43679,59.75
43680,59.75
57361,50.25
57362,50.25
56641,50.75
56642,50.75
57363,50.25
57364,50.25
56643,50.75
56644,50.75
57365,50.25
57366,50.25
56645,50.75
56646,50.75
57367,50.25
57368,50.25
56647,50.75
56648,50.75
57369,50.25
57370,50.25
56649,50.75
56650,50.75
55921,51.25
55922,51.25
55201,51.75
55202,51.75
55923,51.25
55924,51.25
55203,51.75
55204,51.75
55925,51.25
55926,51.25
55205,51.75
55206,51.75
55927,51.25
55928,51.25
55207,51.75
55208,51.75
55929,51.25
55930,51.25
55209,51.75
55210,51.75
54481,52.25
54482,52.25
53761,52.75
53762,52.75
54483,52.25
54484,52.25
53763,52.75
53764,52.75
54485,52.25
54486,52.25
53765,52.75
53766,52.75
54487,52.25
54488,52.25
53767,52.75
53768,52.75
54489,52.25
54490,52.25
53769,52.75
53770,52.75
53041,53.25
53042,53.25
52321,53.75
52322,53.75
53043,53.25
53044,53.25
52323,53.75
52324,53.75
53045,53.25
53046,53.25
52325,53.75
52326,53.75
53047,53.25
53048,53.25
52327,53.75
52328,53.75
53049,53.25
53050,53.25
52329,53.75
52330,53.75
51601,54.25
51602,54.25
50881,54.75
50882,54.75
51603,54.25
51604,54.25
50883,54.75
50884,54.75
51605,54.25
51606,54.25
50885,54.75
50886,54.75
51607,54.25
51608,54.25
50887,54.75
50888,54.75
51609,54.25
51610,54.25
50889,54.75
50890,54.75
57371,50.25
57372,50.25
56651,50.75
56652,50.75
57373,50.25
57374,50.25
56653,50.75
56654,50.75
57375,50.25
57376,50.25
56655,50.75
56656,50.75
57377,50.25
57378,50.25
56657,50.75
56658,50.75
57379,50.25
57380,50.25
56659,50.75
56660,50.75
55931,51.25
55932,51.25
55211,51.75
55212,51.75
55933,51.25
55934,51.25
55213,51.75
55214,51.75
55935,51.25
55936,51.25
55215,51.75
55216,51.75
55937,51.25
55938,51.25
55217,51.75
55218,51.75
55939,51.25
55940,51.25
55219,51.75
55220,51.75
54491,52.25
54492,52.25
53771,52.75
53772,52.75
54493,52.25
54494,52.25
53773,52.75
53774,52.75
54495,52.25
54496,52.25
53775,52.75
53776,52.75
54497,52.25
54498,52.25
53777,52.75
53778,52.75
54499,52.25
54500,52.25
53779,52.75
53780,52.75
53051,53.25
53052,53.25
52331,53.75
52332,53.75
53053,53.25
53054,53.25
52333,53.75
52334,53.75
53055,53.25
53056,53.25
52335,53.75
52336,53.75
53057,53.25
53058,53.25
52337,53.75
52338,53.75
53059,53.25
53060,53.25
52339,53.75
52340,53.75
51611,54.25
51612,54.25
50891,54.75
50892,54.75
51613,54.25
51614,54.25
50893,54.75
50894,54.75
51615,54.25
51616,54.25
50895,54.75
50896,54.75
51617,54.25
51618,54.25
50897,54.75
50898,54.75
51619,54.25
51620,54.25
50899,54.75
50900,54.75
50161,55.25
50162,55.25
49441,55.75
49442,55.75
50163,55.25
50164,55.25
49443,55.75
49444,55.75
50165,55.25
50166,55.25
49445,55.75
49446,55.75
50167,55.25
50168,55.25
49447,55.75
49448,55.75
50169,55.25
50170,55.25
49449,55.75
49450,55.75
48721,56.25
48722,56.25
48001,56.75
48002,56.75
48723,56.25
48724,56.25
48003,56.75
48004,56.75
48725,56.25
48726,56.25
48005,56.75
48006,56.75
48727,56.25
48728,56.25
48007,56.75
48008,56.75
48729,56.25
48730,56.25
48009,56.75
48010,56.75
47281,57.25
47282,57.25
46561,57.75
46562,57.75
47283,57.25
47284,57.25
46563,57.75
46564,57.75
47285,57.25
47286,57.25
46565,57.75
46566,57.75
47287,57.25
47288,57.25
46567,57.75
46568,57.75
47289,57.25
47290,57.25
46569,57.75
46570,57.75
45841,58.25
45842,58.25
45121,58.75
45122,58.75
45843,58.25
45844,58.25
45123,58.75
45124,58.75
45845,58.25
45846,58.25
45125,58.75
45126,58.75
45847,58.25
45848,58.25
45127,58.75
45128,58.75
45849,58.25
45850,58.25
45129,58.75
45130,58.75
44401,59.25
44402,59.25
43681,59.75
43682,59.75
44403,59.25
44404,59.25
43683,59.75
43684,59.75
44405,59.25
44406,59.25
43685,59.75
43686,59.75
44407,59.25
44408,59.25
43687,59.75
43688,59.75
44409,59.25
44410,59.25
43689,59.75
43690,59.75
50171,55.25
50172,55.25
49451,55.75
49452,55.75
50173,55.25
50174,55.25
49453,55.75
49454,55.75
50175,55.25
50176,55.25
49455,55.75
49456,55.75
50177,55.25
50178,55.25
49457,55.75
49458,55.75
50179,55.25
50180,55.25
49459,55.75
49460,55.75
48731,56.25
48732,56.25
48011,56.75
48012,56.75
48733,56.25
48734,56.25
48013,56.75
48014,56.75
48735,56.25
48736,56.25
48015,56.75
48016,56.75
48737,56.25
48738,56.25
48017,56.75
48018,56.75
48739,56.25
48740,56.25
48019,56.75
48020,56.75
47291,57.25
47292,57.25
46571,57.75
46572,57.75
47293,57.25
47294,57.25
46573,57.75
46574,57.75
47295,57.25
47296,57.25
46575,57.75
46576,57.75
47297,57.25
47298,57.25
46577,57.75
46578,57.75
47299,57.25
47300,57.25
46579,57.75
46580,57.75
45851,58.25
45852,58.25
45131,58.75
45132,58.75
45853,58.25
45854,58.25
45133,58.75
45134,58.75
45855,58.25
45856,58.25
45135,58.75
45136,58.75
45857,58.25
45858,58.25
45137,58.75
45138,58.75
45859,58.25
45860,58.25
45139,58.75
45140,58.75
44411,59.25
44412,59.25
43691,59.75
43692,59.75
44413,59.25
44414,59.25
43693,59.75
43694,59.75
44415,59.25
44416,59.25
43695,59.75
43696,59.75
44417,59.25
44418,59.25
43697,59.75
43698,59.75
44419,59.25
44420,59.25
43699,59.75
43700,59.75
57381,50.25
57382,50.25
56661,50.75
56662,50.75
57383,50.25
57384,50.25
56663,50.75
56664,50.75
57385,50.25
57386,50.25
56665,50.75
56666,50.75
57387,50.25
57388,50.25
56667,50.75
56668,50.75
57389,50.25
57390,50.25
56669,50.75
56670,50.75
55941,51.25
55942,51.25
55221,51.75
55222,51.75
55943,51.25
55944,51.25
55223,51.75
55224,51.75
55945,51.25
55946,51.25
55225,51.75
55226,51.75
55947,51.25
55948,51.25
55227,51.75
55228,51.75
55949,51.25
55950,51.25
55229,51.75
55230,51.75
54501,52.25
54502,52.25
53781,52.75
53782,52.75
54503,52.25
54504,52.25
53783,52.75
53784,52.75
54505,52.25
54506,52.25
53785,52.75
53786,52.75
54507,52.25
54508,52.25
53787,52.75
53788,52.75
54509,52.25
54510,52.25
53789,52.75
53790,52.75
53061,53.25
53062,53.25
52341,53.75
52342,53.75
53063,53.25
53064,53.25
52343,53.75
52344,53.75
