iucn_sid,sciname,lme_id,cat_score,cat_current,rgns,cat_score_global
190403,Polyacanthonotus challengeri,23,0,LC,europe,0
190403,Polyacanthonotus challengeri,24,0,LC,europe,0
190403,Polyacanthonotus challengeri,25,0,LC,europe,0
190403,Polyacanthonotus challengeri,26,0,LC,europe,0
190403,Polyacanthonotus challengeri,59,0,LC,europe,0
190405,Ichthyapus ophioneus,5,0,LC,gulf_of_mexico,0
190407,Trachinotus falcatus,5,0,LC,gulf_of_mexico,0
190409,Mugil liza,5,NA,DD,gulf_of_mexico,NA
190420,Corniger spinosus,5,0,LC,gulf_of_mexico,0
190422,Mola mola,5,0,LC,gulf_of_mexico,0.4
190422,Mola mola,20,NA,DD,europe,0.4
190422,Mola mola,21,NA,DD,europe,0.4
190422,Mola mola,22,NA,DD,europe,0.4
190422,Mola mola,23,NA,DD,europe,0.4
190422,Mola mola,24,NA,DD,europe,0.4
190422,Mola mola,25,NA,DD,europe,0.4
190422,Mola mola,26,NA,DD,mediterranean,0.4
190422,Mola mola,59,NA,DD,europe,0.4
190422,Mola mola,62,NA,DD,mediterranean,0.4
190425,Lobianchia gemellarii,20,0,LC,europe,0
190425,Lobianchia gemellarii,21,0,LC,europe,0
190425,Lobianchia gemellarii,22,0,LC,europe,0
190425,Lobianchia gemellarii,23,0,LC,europe,0
190425,Lobianchia gemellarii,24,0,LC,europe,0
190425,Lobianchia gemellarii,25,0,LC,europe,0
190425,Lobianchia gemellarii,26,NA,DD,mediterranean,0
190425,Lobianchia gemellarii,59,0,LC,europe,0
190425,Lobianchia gemellarii,62,NA,DD,mediterranean,0
190426,Polydactylus virginicus,5,NA,DD,gulf_of_mexico,0
190429,Mulloidichthys martinicus,5,0,LC,gulf_of_mexico,0
190430,Callechelys bilinearis,5,NA,DD,gulf_of_mexico,0
190431,Nettastoma melanurum,20,0,LC,europe,0
190431,Nettastoma melanurum,21,0,LC,europe,0
190431,Nettastoma melanurum,22,0,LC,europe,0
190431,Nettastoma melanurum,23,0,LC,europe,0
190431,Nettastoma melanurum,24,0,LC,europe,0
190431,Nettastoma melanurum,25,0,LC,europe,0
190431,Nettastoma melanurum,26,0,LC,mediterranean,0
190431,Nettastoma melanurum,59,0,LC,europe,0
190431,Nettastoma melanurum,62,0,LC,mediterranean,0
190432,Ruvettus pretiosus,20,0,LC,europe,0
190432,Ruvettus pretiosus,21,0,LC,europe,0
190432,Ruvettus pretiosus,22,0,LC,europe,0
190432,Ruvettus pretiosus,23,0,LC,europe,0
190432,Ruvettus pretiosus,24,0,LC,europe,0
190432,Ruvettus pretiosus,25,0,LC,europe,0
190432,Ruvettus pretiosus,26,0,LC,mediterranean,0
190432,Ruvettus pretiosus,59,0,LC,europe,0
190432,Ruvettus pretiosus,62,0,LC,mediterranean,0
190436,Prionotus martis,5,0,LC,gulf_of_mexico,0
190438,Opsanus dichrostomus,5,0,LC,gulf_of_mexico,0
190440,Myrichthys ocellatus,5,0,LC,gulf_of_mexico,0
190441,Fowlerichthys ocellatus,5,0,LC,gulf_of_mexico,0
190444,Canthidermis maculata,5,0,LC,gulf_of_mexico,0
190444,Canthidermis maculata,20,0,LC,europe,0
190444,Canthidermis maculata,21,0,LC,europe,0
190444,Canthidermis maculata,22,0,LC,europe,0
190444,Canthidermis maculata,23,0,LC,europe,0
190444,Canthidermis maculata,24,0,LC,europe,0
190444,Canthidermis maculata,25,0,LC,europe,0
190444,Canthidermis maculata,26,0,LC,europe,0
190444,Canthidermis maculata,59,0,LC,europe,0
190447,Caulophryne jordani,20,NA,"NA",europe,0
190447,Caulophryne jordani,21,NA,"NA",europe,0
190447,Caulophryne jordani,22,NA,"NA",europe,0
190447,Caulophryne jordani,23,NA,"NA",europe,0
190447,Caulophryne jordani,24,NA,"NA",europe,0
190447,Caulophryne jordani,25,NA,"NA",europe,0
190447,Caulophryne jordani,26,NA,"NA",europe,0
190447,Caulophryne jordani,59,NA,"NA",europe,0
190452,Naucrates ductor,5,0,LC,gulf_of_mexico,0
190452,Naucrates ductor,20,0,LC,europe,0
190452,Naucrates ductor,21,0,LC,europe,0
190452,Naucrates ductor,22,0,LC,europe,0
190452,Naucrates ductor,23,0,LC,europe,0
190452,Naucrates ductor,24,0,LC,europe,0
190452,Naucrates ductor,25,0,LC,europe,0
190452,Naucrates ductor,26,0,LC,mediterranean,0
190452,Naucrates ductor,32,0,LC,persian_gulf,0
190452,Naucrates ductor,59,0,LC,europe,0
190452,Naucrates ductor,62,0,LC,mediterranean,0
190453,Myctophum punctatum,20,0,LC,europe,0
190453,Myctophum punctatum,21,0,LC,europe,0
190453,Myctophum punctatum,22,0,LC,europe,0
190453,Myctophum punctatum,23,0,LC,europe,0
190453,Myctophum punctatum,24,0,LC,europe,0
190453,Myctophum punctatum,25,0,LC,europe,0
190453,Myctophum punctatum,26,0,LC,mediterranean,0
190453,Myctophum punctatum,59,0,LC,europe,0
190453,Myctophum punctatum,62,0,LC,mediterranean,0
190456,Ariopsis felis,5,0,LC,gulf_of_mexico,0
190458,Caranx hippos,5,0,LC,gulf_of_mexico,0
190458,Caranx hippos,26,NA,DD,mediterranean,0
190458,Caranx hippos,62,NA,DD,mediterranean,0
190459,Antennarius multiocellatus,5,0,LC,gulf_of_mexico,0
190461,Phtheirichthys lineatus,5,0,LC,gulf_of_mexico,0
190461,Phtheirichthys lineatus,20,NA,"NA",europe,0
190461,Phtheirichthys lineatus,21,NA,"NA",europe,0
190461,Phtheirichthys lineatus,22,NA,"NA",europe,0
190461,Phtheirichthys lineatus,23,NA,"NA",europe,0
190461,Phtheirichthys lineatus,24,NA,"NA",europe,0
190461,Phtheirichthys lineatus,25,NA,"NA",europe,0
190461,Phtheirichthys lineatus,26,NA,"NA",europe,0
190461,Phtheirichthys lineatus,59,NA,"NA",europe,0
190462,Symphurus plagiusa,5,0,LC,gulf_of_mexico,0
190464,Lagocephalus lagocephalus,5,NA,DD,gulf_of_mexico,0
190464,Lagocephalus lagocephalus,20,0,LC,europe,0
190464,Lagocephalus lagocephalus,21,0,LC,europe,0
190464,Lagocephalus lagocephalus,22,0,LC,europe,0
190464,Lagocephalus lagocephalus,23,0,LC,europe,0
190464,Lagocephalus lagocephalus,24,0,LC,europe,0
190464,Lagocephalus lagocephalus,25,0,LC,europe,0
190464,Lagocephalus lagocephalus,26,0,LC,mediterranean,0
190464,Lagocephalus lagocephalus,59,0,LC,europe,0
190464,Lagocephalus lagocephalus,62,0,LC,mediterranean,0
190466,Symbolophorus veranyi,20,0,LC,europe,0
190466,Symbolophorus veranyi,21,0,LC,europe,0
190466,Symbolophorus veranyi,22,0,LC,europe,0
190466,Symbolophorus veranyi,23,0,LC,europe,0
190466,Symbolophorus veranyi,24,0,LC,europe,0
190466,Symbolophorus veranyi,25,0,LC,europe,0
190466,Symbolophorus veranyi,26,0,LC,mediterranean,0
190466,Symbolophorus veranyi,59,0,LC,europe,0
190466,Symbolophorus veranyi,62,0,LC,mediterranean,0
190469,Echiodon dawsoni,5,0,LC,gulf_of_mexico,0
190470,Malacanthus plumieri,5,0,LC,gulf_of_mexico,0
190471,Gonostoma denudatum,20,0,LC,europe,0
190471,Gonostoma denudatum,21,0,LC,europe,0
190471,Gonostoma denudatum,22,0,LC,europe,0
190471,Gonostoma denudatum,23,0,LC,europe,0
190471,Gonostoma denudatum,24,0,LC,europe,0
190471,Gonostoma denudatum,25,0,LC,europe,0
190471,Gonostoma denudatum,26,NA,DD,mediterranean,0
190471,Gonostoma denudatum,59,0,LC,europe,0
190471,Gonostoma denudatum,62,NA,DD,mediterranean,0
190477,Symbolophorus rufinus,20,NA,"NA",europe,0
190477,Symbolophorus rufinus,21,NA,"NA",europe,0
190477,Symbolophorus rufinus,22,NA,"NA",europe,0
190477,Symbolophorus rufinus,23,NA,"NA",europe,0
190477,Symbolophorus rufinus,24,NA,"NA",europe,0
190477,Symbolophorus rufinus,25,NA,"NA",europe,0
190477,Symbolophorus rufinus,26,NA,"NA",europe,0
190477,Symbolophorus rufinus,59,NA,"NA",europe,0
190478,Harengula jaguana,5,0,LC,gulf_of_mexico,0
190480,Scopelarchus michaelsarsi,20,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,21,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,22,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,23,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,24,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,25,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,26,NA,"NA",europe,0
190480,Scopelarchus michaelsarsi,59,NA,"NA",europe,0
190481,Haemulon aurolineatum,5,0,LC,gulf_of_mexico,0
190484,Synodus intermedius,5,0,LC,gulf_of_mexico,0
190485,Melanolagus bericoides,20,0,LC,europe,0
190485,Melanolagus bericoides,21,0,LC,europe,0
190485,Melanolagus bericoides,22,0,LC,europe,0
190485,Melanolagus bericoides,23,0,LC,europe,0
190485,Melanolagus bericoides,24,0,LC,europe,0
190485,Melanolagus bericoides,25,0,LC,europe,0
190485,Melanolagus bericoides,26,0,LC,europe,0
190485,Melanolagus bericoides,59,0,LC,europe,0
190488,Bolinichthys supralateralis,20,NA,"NA",europe,0
190488,Bolinichthys supralateralis,21,NA,"NA",europe,0
190488,Bolinichthys supralateralis,22,NA,"NA",europe,0
190488,Bolinichthys supralateralis,23,NA,"NA",europe,0
190488,Bolinichthys supralateralis,24,NA,"NA",europe,0
190488,Bolinichthys supralateralis,25,NA,"NA",europe,0
190488,Bolinichthys supralateralis,26,NA,"NA",europe,0
190488,Bolinichthys supralateralis,59,NA,"NA",europe,0
190698,Scarus vetula,5,0,LC,gulf_of_mexico,0
190705,Scarus ghobban,32,0.6,EN,persian_gulf,0
190709,Scarus coeruleus,5,0,LC,gulf_of_mexico,0
190710,Sparisoma cretense,20,0,LC,europe,0
190710,Sparisoma cretense,21,0,LC,europe,0
190710,Sparisoma cretense,22,0,LC,europe,0
190710,Sparisoma cretense,23,0,LC,europe,0
190710,Sparisoma cretense,24,0,LC,europe,0
190710,Sparisoma cretense,25,0,LC,europe,0
190710,Sparisoma cretense,26,0,LC,mediterranean,0
190710,Sparisoma cretense,59,0,LC,europe,0
190710,Sparisoma cretense,62,0,LC,mediterranean,0
190712,Sparisoma radians,5,0,LC,gulf_of_mexico,0
190714,Scarus fuscopurpureus,32,NA,DD,persian_gulf,0
190715,Chlorurus sordidus,32,0.4,VU,persian_gulf,0
190720,Scarus coelestinus,5,0,LC,gulf_of_mexico,NA
190721,Sparisoma rubripinne,5,0,LC,gulf_of_mexico,0
190729,Sparisoma aurofrenatum,5,0,LC,gulf_of_mexico,0
190730,Nicholsina usta,5,0,LC,gulf_of_mexico,0
190732,Scarus iseri,5,0,LC,gulf_of_mexico,0
190734,Sparisoma viride,5,0,LC,gulf_of_mexico,0
190736,Scarus psittacus,32,NA,DD,persian_gulf,0
190738,Sparisoma chrysopterum,5,0,LC,gulf_of_mexico,0
190750,Scarus taeniopterus,5,0,LC,gulf_of_mexico,0
190757,Cryptotomus roseus,5,0,LC,gulf_of_mexico,0
190759,Scarus ferrugineus,32,0.4,VU,persian_gulf,0
190765,Scarus persicus,32,0.4,VU,persian_gulf,0
190768,Sparisoma atomarium,5,0,LC,gulf_of_mexico,0
190957,Lophogobius cyprinoides,5,0,LC,gulf_of_mexico,0
190958,Gobiosoma robustum,5,0,LC,gulf_of_mexico,0
190959,Bathygobius mystacium,5,0,LC,gulf_of_mexico,0
190960,Ctenogobius stigmaticus,5,0,LC,gulf_of_mexico,0
190973,Apogon planifrons,5,0,LC,gulf_of_mexico,0
190974,Phaeoptyx xenus,5,0,LC,gulf_of_mexico,0
191110,Ophichthus gomesii,5,0,LC,gulf_of_mexico,0
191191,Menidia beryllina,5,0,LC,gulf_of_mexico,0
191192,Menidia colei,5,0.6,EN,gulf_of_mexico,0.6
191196,Chriodorus atherinoides,5,0,LC,gulf_of_mexico,0
191197,Hyporhamphus meeki,5,0,LC,gulf_of_mexico,0
191207,Brevoortia gunteri,5,0,LC,gulf_of_mexico,0
191208,Brevoortia patronus,5,0,LC,gulf_of_mexico,0
191214,Anchoa lyolepis,5,0,LC,gulf_of_mexico,0
191308,Floridichthys carpio,5,0,LC,gulf_of_mexico,0
191309,Floridichthys polyommus,5,0,LC,gulf_of_mexico,0
191311,Fundulus grandissimus,5,0.4,VU,gulf_of_mexico,0.4
191314,Fundulus similis,5,0,LC,gulf_of_mexico,0
191822,Elops saurus,5,0,LC,gulf_of_mexico,0
191823,Megalops atlanticus,5,NA,DD,gulf_of_mexico,0.4
191828,Lupinoblennius nicholsi,5,0,LC,gulf_of_mexico,0
191829,Caranx latus,5,0,LC,gulf_of_mexico,0
191829,Caranx latus,20,NA,"NA",europe,0
191829,Caranx latus,21,NA,"NA",europe,0
191829,Caranx latus,22,NA,"NA",europe,0
191829,Caranx latus,23,NA,"NA",europe,0
191829,Caranx latus,24,NA,"NA",europe,0
191829,Caranx latus,25,NA,"NA",europe,0
191829,Caranx latus,26,NA,"NA",europe,0
191829,Caranx latus,59,NA,"NA",europe,0
191831,Centropomus ensiferus,5,0,LC,gulf_of_mexico,0
191832,Centropomus mexicanus,5,0,LC,gulf_of_mexico,0
191833,Centropomus pectinatus,5,0,LC,gulf_of_mexico,0
191834,Centropomus poeyi,5,0,LC,gulf_of_mexico,NA
191835,Centropomus undecimalis,5,0,LC,gulf_of_mexico,0
192930,Diapterus rhombeus,5,0,LC,gulf_of_mexico,0
192932,Eucinostomus harengulus,5,0,LC,gulf_of_mexico,0
192934,Ctenogobius shufeldti,5,0,LC,gulf_of_mexico,0
192937,Orthopristis chrysoptera,5,0,LC,gulf_of_mexico,0
192939,Pomadasys crocro,5,NA,DD,gulf_of_mexico,NA
192941,Lutjanus griseus,5,0,LC,gulf_of_mexico,0
192945,Mugil trichodon,5,NA,DD,gulf_of_mexico,0
193213,Istigobius ornatus,32,0,LC,persian_gulf,0
193264,Bairdiella chrysoura,5,0,LC,gulf_of_mexico,0
193265,Bairdiella ronchus,5,0,LC,gulf_of_mexico,0
193266,Cynoscion nebulosus,5,0,LC,gulf_of_mexico,0
193267,Leiostomus xanthurus,5,0,LC,gulf_of_mexico,0
193268,Micropogonias undulatus,5,0,LC,gulf_of_mexico,0
193269,Pogonias cromis,5,0,LC,gulf_of_mexico,0
193270,Sciaenops ocellatus,5,0,LC,gulf_of_mexico,0
193271,Stellifer lanceolatus,5,0,LC,gulf_of_mexico,0
193272,Rypticus saponaceus,5,0,LC,gulf_of_mexico,0
193273,Achirus lineatus,5,0,LC,gulf_of_mexico,0
193606,Diodon eydouxii,5,NA,DD,gulf_of_mexico,0
193606,Diodon eydouxii,20,NA,"NA",europe,0
193606,Diodon eydouxii,21,NA,"NA",europe,0
193606,Diodon eydouxii,22,NA,"NA",europe,0
193606,Diodon eydouxii,23,NA,"NA",europe,0
193606,Diodon eydouxii,24,NA,"NA",europe,0
193606,Diodon eydouxii,25,NA,"NA",europe,0
193606,Diodon eydouxii,26,NA,"NA",europe,0
193606,Diodon eydouxii,59,NA,"NA",europe,0
193609,Melichthys niger,5,0,LC,gulf_of_mexico,0
193611,Sphoeroides parvus,5,0,LC,gulf_of_mexico,0
193615,Ranzania laevis,5,NA,DD,gulf_of_mexico,0
193615,Ranzania laevis,20,NA,DD,europe,0
193615,Ranzania laevis,21,NA,DD,europe,0
193615,Ranzania laevis,22,NA,DD,europe,0
193615,Ranzania laevis,23,NA,DD,europe,0
193615,Ranzania laevis,24,NA,DD,europe,0
193615,Ranzania laevis,25,NA,DD,europe,0
193615,Ranzania laevis,26,NA,DD,europe,0
193615,Ranzania laevis,59,NA,DD,europe,0
193622,Lagocephalus spadiceus,32,0,LC,persian_gulf,0
193630,Sphoeroides spengleri,5,0,LC,gulf_of_mexico,0
193634,Masturus lanceolatus,5,0,LC,gulf_of_mexico,0
193634,Masturus lanceolatus,20,NA,"NA",europe,0
193634,Masturus lanceolatus,21,NA,"NA",europe,0
193634,Masturus lanceolatus,22,NA,"NA",europe,0
193634,Masturus lanceolatus,23,NA,"NA",europe,0
193634,Masturus lanceolatus,24,NA,"NA",europe,0
193634,Masturus lanceolatus,25,NA,"NA",europe,0
193634,Masturus lanceolatus,26,NA,"NA",europe,0
193634,Masturus lanceolatus,59,NA,"NA",europe,0
193644,Chilomycterus antennatus,5,0,LC,gulf_of_mexico,0
193647,Acanthostracion quadricornis,5,0,LC,gulf_of_mexico,0
193664,Lagocephalus lunaris,32,0,LC,persian_gulf,0
193668,Diodon hystrix,5,0,LC,gulf_of_mexico,0
193668,Diodon hystrix,20,NA,DD,europe,0
193668,Diodon hystrix,21,NA,DD,europe,0
193668,Diodon hystrix,22,NA,DD,europe,0
193668,Diodon hystrix,23,NA,DD,europe,0
193668,Diodon hystrix,24,NA,DD,europe,0
193668,Diodon hystrix,25,NA,DD,europe,0
193668,Diodon hystrix,26,NA,DD,europe,0
193668,Diodon hystrix,59,NA,DD,europe,0
193691,Canthigaster capistrata,20,0,LC,europe,0
193691,Canthigaster capistrata,21,0,LC,europe,0
193691,Canthigaster capistrata,22,0,LC,europe,0
193691,Canthigaster capistrata,23,0,LC,europe,0
193691,Canthigaster capistrata,24,0,LC,europe,0
193691,Canthigaster capistrata,25,0,LC,europe,0
193691,Canthigaster capistrata,26,0,LC,europe,0
193691,Canthigaster capistrata,59,0,LC,europe,0
193703,Torquigener flavimaculosus,32,0,LC,persian_gulf,0
193712,Arothron stellatus,32,0,LC,persian_gulf,0
193718,Lagocephalus guentheri,32,NA,DD,persian_gulf,0
193725,Canthigaster jamestyleri,5,0,LC,gulf_of_mexico,0
193736,Balistes capriscus,5,0.2,NT,gulf_of_mexico,0.4
193736,Balistes capriscus,20,NA,DD,europe,0.4
193736,Balistes capriscus,21,NA,DD,europe,0.4
193736,Balistes capriscus,22,NA,DD,europe,0.4
193736,Balistes capriscus,23,NA,DD,europe,0.4
193736,Balistes capriscus,24,NA,DD,europe,0.4
193736,Balistes capriscus,25,NA,DD,europe,0.4
193736,Balistes capriscus,26,NA,DD,europe,0.4
193736,Balistes capriscus,59,NA,DD,europe,0.4
193752,Chilomycterus reticulatus,5,0,LC,gulf_of_mexico,0
193752,Chilomycterus reticulatus,20,0,LC,europe,0
193752,Chilomycterus reticulatus,21,0,LC,europe,0
193752,Chilomycterus reticulatus,22,0,LC,europe,0
193752,Chilomycterus reticulatus,23,0,LC,europe,0
193752,Chilomycterus reticulatus,24,0,LC,europe,0
193752,Chilomycterus reticulatus,25,0,LC,europe,0
193752,Chilomycterus reticulatus,26,0,LC,europe,0
193752,Chilomycterus reticulatus,59,0,LC,europe,0
193758,Ephippion guttifer,20,NA,DD,europe,0
193758,Ephippion guttifer,21,NA,DD,europe,0
193758,Ephippion guttifer,22,NA,DD,europe,0
193758,Ephippion guttifer,23,NA,DD,europe,0
193758,Ephippion guttifer,24,NA,DD,europe,0
193758,Ephippion guttifer,25,NA,DD,europe,0
193758,Ephippion guttifer,26,NA,DD,mediterranean,0
193758,Ephippion guttifer,59,NA,DD,europe,0
193758,Ephippion guttifer,62,NA,DD,mediterranean,0
193759,Sphoeroides dorsalis,5,0,LC,gulf_of_mexico,0
193762,Sphoeroides nephelus,5,0,LC,gulf_of_mexico,0
193768,Acanthostracion notacanthus,20,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,21,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,22,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,23,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,24,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,25,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,26,NA,"NA",europe,NA
193768,Acanthostracion notacanthus,59,NA,"NA",europe,NA
193771,Sphoeroides marmoratus,20,0,LC,europe,0
193771,Sphoeroides marmoratus,21,0,LC,europe,0
193771,Sphoeroides marmoratus,22,0,LC,europe,0
193771,Sphoeroides marmoratus,23,0,LC,europe,0
193771,Sphoeroides marmoratus,24,0,LC,europe,0
193771,Sphoeroides marmoratus,25,0,LC,europe,0
193771,Sphoeroides marmoratus,26,0,LC,europe,0
193771,Sphoeroides marmoratus,59,0,LC,europe,0
193793,Canthigaster rostrata,5,0,LC,gulf_of_mexico,0
193813,Sphoeroides testudineus,5,0,LC,gulf_of_mexico,0
193815,Chilomycterus antillarum,5,0,LC,gulf_of_mexico,0
193816,Lactophrys trigonus,5,0,LC,gulf_of_mexico,0
193817,Diodon holocanthus,5,0,LC,gulf_of_mexico,0
194303,Albula vulpes,5,0,LC,gulf_of_mexico,0.2
194309,Elops smithi,5,NA,DD,gulf_of_mexico,NA
194335,Lutjanus lutjanus,32,0,LC,persian_gulf,0
194344,Lutjanus synagris,5,0.2,NT,gulf_of_mexico,0.2
194359,Lutjanus quinquelineatus,32,0,LC,persian_gulf,0
194365,Lutjanus campechanus,5,0.4,VU,gulf_of_mexico,0.4
194370,Lutjanus fulviflamma,32,0,LC,persian_gulf,0
194406,Lutjanus vivanus,5,0,LC,gulf_of_mexico,0
194407,Lutjanus ehrenbergii,32,0,LC,persian_gulf,0
194408,Anisotremus surinamensis,5,NA,DD,gulf_of_mexico,NA
194409,Anisotremus virginicus,5,0,LC,gulf_of_mexico,0
194414,Conodon nobilis,5,0,LC,gulf_of_mexico,0
194415,Haemulon boschmae,5,0,LC,gulf_of_mexico,0
194416,Haemulon carbonarium,5,0,LC,gulf_of_mexico,0
194417,Haemulon chrysargyreum,5,0,LC,gulf_of_mexico,0
194418,Haemulon flavolineatum,5,0,LC,gulf_of_mexico,0
194419,Haemulon macrostomum,5,0,LC,gulf_of_mexico,0
194420,Haemulon melanurum,5,0,LC,gulf_of_mexico,0
194421,Haemulon parra,5,0,LC,gulf_of_mexico,0
194422,Haemulon sciurus,5,0,LC,gulf_of_mexico,0
194427,Parapristipoma humile,20,0,LC,europe,0
194427,Parapristipoma humile,21,0,LC,europe,0
194427,Parapristipoma humile,22,0,LC,europe,0
194427,Parapristipoma humile,23,0,LC,europe,0
194427,Parapristipoma humile,24,0,LC,europe,0
194427,Parapristipoma humile,25,0,LC,europe,0
194427,Parapristipoma humile,26,0,LC,europe,0
194427,Parapristipoma humile,59,0,LC,europe,0
194428,Parapristipoma octolineatum,20,0,LC,europe,0
194428,Parapristipoma octolineatum,21,0,LC,europe,0
194428,Parapristipoma octolineatum,22,0,LC,europe,0
194428,Parapristipoma octolineatum,23,0,LC,europe,0
194428,Parapristipoma octolineatum,24,0,LC,europe,0
194428,Parapristipoma octolineatum,25,0,LC,europe,0
194428,Parapristipoma octolineatum,26,NA,DD,mediterranean,0
194428,Parapristipoma octolineatum,59,0,LC,europe,0
194428,Parapristipoma octolineatum,62,NA,DD,mediterranean,0
194433,Plectorhinchus mediterraneus,20,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,21,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,22,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,23,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,24,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,25,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,26,0,LC,mediterranean,NA
194433,Plectorhinchus mediterraneus,59,0,LC,europe,NA
194433,Plectorhinchus mediterraneus,62,0,LC,mediterranean,NA
194812,Lepadogaster lepadogaster,20,0,LC,europe,0
194812,Lepadogaster lepadogaster,21,0,LC,europe,0
194812,Lepadogaster lepadogaster,22,0,LC,europe,0
194812,Lepadogaster lepadogaster,23,0,LC,europe,0
194812,Lepadogaster lepadogaster,24,0,LC,europe,0
194812,Lepadogaster lepadogaster,25,0,LC,europe,0
194812,Lepadogaster lepadogaster,26,0,LC,mediterranean,0
194812,Lepadogaster lepadogaster,59,0,LC,europe,0
194812,Lepadogaster lepadogaster,62,0,LC,mediterranean,0
194814,Panturichthys fowleri,20,NA,DD,europe,NA
194814,Panturichthys fowleri,21,NA,DD,europe,NA
194814,Panturichthys fowleri,22,NA,DD,europe,NA
194814,Panturichthys fowleri,23,NA,DD,europe,NA
194814,Panturichthys fowleri,24,NA,DD,europe,NA
194814,Panturichthys fowleri,25,NA,DD,europe,NA
194814,Panturichthys fowleri,26,NA,DD,mediterranean,NA
194814,Panturichthys fowleri,59,NA,DD,europe,NA
194814,Panturichthys fowleri,62,NA,DD,mediterranean,NA
194815,Ophichthus rufus,20,0,LC,europe,0
194815,Ophichthus rufus,21,0,LC,europe,0
194815,Ophichthus rufus,22,0,LC,europe,0
194815,Ophichthus rufus,23,0,LC,europe,0
194815,Ophichthus rufus,24,0,LC,europe,0
194815,Ophichthus rufus,25,0,LC,europe,0
194815,Ophichthus rufus,26,0,LC,mediterranean,0
194815,Ophichthus rufus,59,0,LC,europe,0
194815,Ophichthus rufus,62,0,LC,mediterranean,0
194816,Bathypterois mediterraneus,26,0,LC,mediterranean,0
194816,Bathypterois mediterraneus,62,0,LC,mediterranean,0
194818,Paralepis speciosa,20,0,LC,europe,0
194818,Paralepis speciosa,21,0,LC,europe,0
194818,Paralepis speciosa,22,0,LC,europe,0
194818,Paralepis speciosa,23,0,LC,europe,0
194818,Paralepis speciosa,24,0,LC,europe,0
194818,Paralepis speciosa,25,0,LC,europe,0
194818,Paralepis speciosa,26,0,LC,europe,0
194818,Paralepis speciosa,59,0,LC,europe,0
194838,Lepidion lepidion,20,0,LC,europe,0
194838,Lepidion lepidion,21,0,LC,europe,0
194838,Lepidion lepidion,22,0,LC,europe,0
194838,Lepidion lepidion,23,0,LC,europe,0
194838,Lepidion lepidion,24,0,LC,europe,0
194838,Lepidion lepidion,25,0,LC,europe,0
194838,Lepidion lepidion,26,0,LC,mediterranean,0
194838,Lepidion lepidion,59,0,LC,europe,0
194838,Lepidion lepidion,62,0,LC,mediterranean,0
194840,Rhynchogadus hepaticus,20,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,21,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,22,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,23,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,24,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,25,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,26,NA,DD,mediterranean,NA
194840,Rhynchogadus hepaticus,59,NA,DD,europe,NA
194840,Rhynchogadus hepaticus,62,NA,DD,mediterranean,NA
194843,Opeatogenys gracilis,20,0,LC,europe,0
194843,Opeatogenys gracilis,21,0,LC,europe,0
194843,Opeatogenys gracilis,22,0,LC,europe,0
194843,Opeatogenys gracilis,23,0,LC,europe,0
194843,Opeatogenys gracilis,24,0,LC,europe,0
194843,Opeatogenys gracilis,25,0,LC,europe,0
194843,Opeatogenys gracilis,26,0,LC,mediterranean,0
194843,Opeatogenys gracilis,59,0,LC,europe,0
194843,Opeatogenys gracilis,62,0,LC,mediterranean,0
194844,Notoscopelus elongatus,20,0,LC,europe,0
194844,Notoscopelus elongatus,21,0,LC,europe,0
194844,Notoscopelus elongatus,22,0,LC,europe,0
194844,Notoscopelus elongatus,23,0,LC,europe,0
194844,Notoscopelus elongatus,24,0,LC,europe,0
194844,Notoscopelus elongatus,25,0,LC,europe,0
194844,Notoscopelus elongatus,26,0,LC,mediterranean,0
194844,Notoscopelus elongatus,59,0,LC,europe,0
194844,Notoscopelus elongatus,62,0,LC,mediterranean,0
194845,Grammonus ater,20,0,LC,europe,0
194845,Grammonus ater,21,0,LC,europe,0
194845,Grammonus ater,22,0,LC,europe,0
194845,Grammonus ater,23,0,LC,europe,0
194845,Grammonus ater,24,0,LC,europe,0
194845,Grammonus ater,25,0,LC,europe,0
194845,Grammonus ater,26,0,LC,mediterranean,0
194845,Grammonus ater,59,0,LC,europe,0
