iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
16238,Paretroplus polyactis,NA,2016,LC,NA,LC,0,2018-1
16474,Pegasus lancifer,Sculptured Dragonfish,2016,LC,NA,LC,0,2018-1
16475,Pegasus laternarius,Brick Seamoth,2017,DD,NA,DD,NA,2018-1
16476,Pegasus volitans,Longtail Seamoth,2016,DD,NA,DD,NA,2018-1
16477,Pegasus volitans Philippines stock,NA,1996,VU,A2d,VU,0.4,2018-1
16478,Pegasus volitans South China Sea stock,NA,1996,VU,A2d,VU,0.4,2018-1
16564,Peponocephala electra,Melon-headed Whale,2008,LC,NA,LC,0,2018-1
16781,Petromyzon marinus,Sea Lamprey,2013,LC,NA,LC,0,2018-1
16869,Phallodriloides macmasterae,NA,2014,DD,NA,DD,NA,2018-1
17013,Phoca vitulina,Harbor Seal,2016,LC,NA,LC,0,2018-1
17014,Phoca vitulina ssp. stejnegeri,Kuril Seal,2016,DD,NA,DD,NA,2018-1
17020,Phoca vitulina ssp. vitulina,Eastern Atlantic Harbour Seal,2016,LC,NA,LC,0,2018-1
17021,Phoca vitulina ssp. concolor,Western Atlantic Harbor Seal,2016,LC,NA,LC,0,2018-1
17022,Phoca vitulina ssp. richardii,North Pacific Harbor Seal,2016,LC,NA,LC,0,2018-1
17023,Phoca largha,Spotted Seal,2016,LC,NA,LC,0,2018-1
17026,Phocarctos hookeri,New Zealand Sea Lion,2015,EN,A4bd,EN,0.6,2018-1
17027,Phocoena phocoena,Harbour Porpoise,2008,LC,NA,LC,0,2018-1
17028,Phocoena sinus,Vaquita,2017,CR,A2a+4d; C1+2a(ii); D; E,CR,0.8,2018-1
17029,Phocoena spinipinnis,Burmeister's Porpoise,2012,DD,NA,DD,NA,2018-1
17030,Phocoena phocoena ssp. relicta,Black Sea Harbour Porpoise,2008,EN,A1d+4cde,EN,0.6,2018-1
17031,Phocoena phocoena Baltic Sea subpopulation,Harbour Porpoise,2008,CR,C2a(ii),CR,0.8,2018-1
17032,Phocoenoides dalli,Dall's Porpoise,2012,LC,NA,LC,0,2018-1
17096,Phycodurus eques,Leafy Seadragon,2017,LC,NA,LC,0,2018-1
17177,Phyllopteryx taeniolatus,Weedy Seadragon,2017,LC,NA,LC,0,2018-1
17245,Physiculus helenaensis,St Helena mora,2015,DD,NA,DD,NA,2018-1
17595,Plecoglossus altivelis ssp. ryukyuensis,Ryukyu Ayu-fish,1996,EN,"A1ac, B2abce+3abc",EN,0.6,2018-1
17604,Plectranthias chungchowensis,NA,1996,VU,D2,VU,0.4,2018-1
17710,Pleuronectes ferrugineus,Yellowtail Flounder,1996,VU,A1bd,VU,0.4,2018-1
17974,Ponapella pihapiha,NA,1996,DD,NA,DD,NA,2018-1
17977,Pontinus nigropunctatus,Deepwater Jack,2015,LC,NA,LC,0,2018-1
17978,Pontoporia blainvillei,Franciscana,2017,VU,A3d,VU,0.4,2018-1
18145,Priolepis robinsi,Goby,2010,LC,NA,LC,0,2018-1
18175,Pristis pectinata,Smalltooth Sawfish,2013,CR,A2cd,CR,0.8,2018-1
18374,Protemblemaria punctata,Warthead Blenny,2015,LC,NA,LC,0,2018-1
18376,Proterorhinus marmoratus,Tubenose Goby,2014,LC,NA,LC,0,2018-1
18383,Prototroctes maraena,Australian Grayling,2009,NT,NA,NT,0.2,2018-1
18428,Psephurus gladius,Chinese Paddlefish,2010,CR,A2cd; C2a(i); D,CR,0.8,2018-1
18510,Pseudochromis pesi,Pale Dottyback,1996,VU,D2,VU,0.4,2018-1
18596,Pseudorca crassidens,False Killer Whale,2008,DD,NA,DD,NA,2018-1
18878,Pungitius pungitius,Ninespine Stickleback,2013,LC,NA,LC,0,2018-1
19037,Quadrasiella clathrata,NA,1996,DD,NA,DD,NA,2018-1
19038,Quadrasiella mucronata,NA,1996,DD,NA,DD,NA,2018-1
19301,Ranella olearia,NA,1996,LR/nt,NA,NT,0.2,2018-1
19302,Ranella parthenopaeum,NA,1996,LR/nt,NA,NT,0.2,2018-1
19387,Redigobius dewaali,Checked Goby,2016,LC,NA,LC,0,2018-1
19388,Redigobius bikolanus,Speckled Goby,2012,LC,NA,LC,0,2018-1
19488,Rhincodon typus,Whale Shark,2016,EN,A2bd+4bd,EN,0.6,2018-1
19735,Kryptolebias marmoratus,Mangrove Rivulus,2014,LC,NA,LC,0,2018-1
19798,Parasaccogaster melanomycter,Black-nosed Brotula,2015,DD,NA,DD,NA,2018-1
19855,Salmo salar,Atlantic Salmon,1996,LR/lc,NA,LC,0,2018-1
19875,Salvelinus confluentus,Bull Trout,1996,VU,A2e,VU,0.4,2018-1
19896,Sanopus astrifer,Whitespotted Toadfish,2015,VU,B1ab(iii)+2ab(iii),VU,0.4,2018-1
19897,Sanopus greenfieldorum,Whitelined Toadfish,2015,VU,B1ab(iii)+2ab(iii),VU,0.4,2018-1
19898,Sanopus reticulatus,Reticulated Toadfish,2015,EN,B1ab(iii),EN,0.6,2018-1
19899,Sanopus splendidus,Splendid Toadfish,2015,EN,B2ab(iii),EN,0.6,2018-1
19938,Scaevatula amancicoi,NA,1996,DD,NA,DD,NA,2018-1
19939,Scaevatula pellisserpentis,NA,1996,DD,NA,DD,NA,2018-1
19950,Scarus guacamaia,Rainbow Parrotfish,2012,NT,NA,NT,0.2,2018-1
20047,Scomberomorus concolor,Monterrey Spanish Mackerel,2011,VU,A4cd,VU,0.4,2018-1
20084,Sebastes fasciatus,Redfish,1996,EN,A1bd,EN,0.6,2018-1
20085,Sebastes paucispinus,Bocaccio Rockfish,1996,CR,A1abd+2d,CR,0.8,2018-1
20200,Sicyopus jonklaasi,Lipstick Goby,1996,DD,NA,DD,NA,2018-1
20268,Siphonaria compressa,NA,1996,CR,B1+2c,CR,0.8,2018-1
20314,Solegnathus dunckeri,Duncker's Pipefish,2017,DD,NA,DD,NA,2018-1
20315,Solegnathus hardwickii,Hardwicke's Pipehorse,2017,DD,NA,DD,NA,2018-1
20316,Solegnathus lettiensis,Günther's Pipehorse,2017,DD,NA,DD,NA,2018-1
20317,Solegnathus robustus,Robust Pipehorse,2017,LC,NA,LC,0,2018-1
20318,Solegnathus spinosissimus,Australian Spiny Pipehorse,2017,DD,NA,DD,NA,2018-1
20425,Sousa teuszii,Atlantic Humpback Dolphin,2017,CR,A3cd+4cd; C2a(i),CR,0.8,2018-1
20724,Stegastes sanctaehelenae,NA,2015,LC,NA,LC,0,2018-1
20729,Stenella attenuata,Pantropical Spotted Dolphin,2012,LC,NA,LC,0,2018-1
20730,Stenella clymene,Clymene Dolphin,2012,DD,NA,DD,NA,2018-1
20731,Stenella coeruleoalba,Striped Dolphin,2008,LC,NA,LC,0,2018-1
20732,Stenella frontalis,Atlantic Spotted Dolphin,2012,DD,NA,DD,NA,2018-1
20733,Stenella longirostris,Spinner Dolphin,2012,DD,NA,DD,NA,2018-1
20738,Steno bredanensis,Rough-toothed Dolphin,2012,LC,NA,LC,0,2018-1
20795,Stereolepis gigas,Giant Sea Bass,2004,CR,A1bd,CR,0.8,2018-1
20861,Sander marinus,Estuarine Perch,1996,DD,NA,DD,NA,2018-1
21257,Syngnathus abaster,Black-striped Pipefish,2016,LC,NA,LC,0,2018-1
21308,Tachypleus gigas,Horseshoe Crab,1996,DD,NA,DD,NA,2018-1
21309,Tachypleus tridentatus,Tri-spine Horseshoe Crab,1996,DD,NA,DD,NA,2018-1
21326,Taenioides jacksoni,Bearded Eelgoby,1996,LR/nt,NA,NT,0.2,2018-1
21341,Takifugu niphobles,Grass Puffer,2014,LC,NA,LC,0,2018-1
21342,Takifugu poecilonotus,Finepatterned Puffer,2014,LC,NA,LC,0,2018-1
21343,Takifugu xanthopterus,Yellowfin Puffer,2014,LC,NA,LC,0,2018-1
21500,Tasmacetus shepherdi,Shepherd's Beaked Whale,2008,DD,NA,DD,NA,2018-1
21560,Teinostoma fernandesi,NA,1996,DD,NA,DD,NA,2018-1
21561,Teinostoma funiculatum,NA,1996,DD,NA,DD,NA,2018-1
21628,Teramulus kieneri,Vily,2016,LC,NA,LC,0,2018-1
21681,Thaanumella angulosa,NA,1996,DD,NA,DD,NA,2018-1
21682,Thaanumella cookei,NA,1996,DD,NA,DD,NA,2018-1
21689,Thalassoma ascensionis,Greenfish,2010,DD,NA,DD,NA,2018-1
21855,Thryssa scratchleyi,Freshwater Anchovy,1996,DD,NA,DD,NA,2018-1
21856,Thunnus alalunga,Albacore Tuna,2011,NT,NA,NT,0.2,2018-1
21857,Thunnus albacares,Yellowfin Tuna,2011,NT,NA,NT,0.2,2018-1
21858,Thunnus maccoyii,Southern Bluefin Tuna,2011,CR,A2bd,CR,0.8,2018-1
21859,Thunnus obesus,Bigeye Tuna,2011,VU,A2bd,VU,0.4,2018-1
21860,Thunnus thynnus,Atlantic Bluefin Tuna,2011,EN,A2bd,EN,0.6,2018-1
21994,Torquigener brevipinnis,Yellow-stripe Toadfish,2014,LC,NA,LC,0,2018-1
22003,Totoaba macdonaldi,Totoaba,2010,CR,A2bcd,CR,0.8,2018-1
22103,Trichechus manatus,American Manatee,2008,VU,C1,VU,0.4,2018-1
22104,Trichechus senegalensis,African Manatee,2015,VU,A3cd; C1,VU,0.4,2018-1
22105,Trichechus manatus ssp. manatus,Caribbean Manatee,2008,EN,C1,EN,0.6,2018-1
22106,Trichechus manatus ssp. latirostris,Florida Manatee,2008,EN,C1,EN,0.6,2018-1
22135,Tridacna crocea,Saffron-coloured Clam,1996,LR/lc,NA,LC,0,2018-1
22136,Tridacna derasa,Southern Giant Clam,1996,VU,A2cd,VU,0.4,2018-1
22137,Tridacna gigas,Giant Clam,1996,VU,A2cd,VU,0.4,2018-1
22138,Tridacna maxima,Small Giant Clam,1996,LR/cd,NA,VU,0.4,2018-1
22139,Tridacna rosewateri,Bénitier De Rosewater,1996,VU,A2cd,VU,0.4,2018-1
22140,Tridacna squamosa,Fluted Giant Clam,1996,LR/cd,NA,VU,0.4,2018-1
22141,Tridacna mbalavuana,Tevoro Clam,1996,VU,B1+2c,VU,0.4,2018-1
22563,Tursiops truncatus,Common Bottlenose Dolphin,2012,LC,NA,LC,0,2018-1
22594,Typhlatya iliffei,NA,1996,CR,B1+2c,CR,0.8,2018-1
22823,Ursus maritimus,Polar Bear,2015,VU,A3c,VU,0.4,2018-1
23045,Volvarina insulana,NA,1996,DD,NA,DD,NA,2018-1
23090,Wrayanna soluta,NA,1996,DD,NA,DD,NA,2018-1
23148,Xiphias gladius,Swordfish,2011,LC,NA,LC,0,2018-1
23149,Xiphias gladius North Atlantic stock,Swordfish,1996,EN,A1bd,EN,0.6,2018-1
23163,Xyrichtys virens,NA,1996,VU,D2,VU,0.4,2018-1
23211,Ziphius cavirostris,Cuvier's Beaked Whale,2008,LC,NA,LC,0,2018-1
23259,Zosterisessor ophiocephalus,Grass Goby,2014,LC,NA,LC,0,2018-1
29609,Sebastolobus alascanus,Shortspine Thornyhead,2000,EN,A2d,EN,0.6,2018-1
31382,Rhizophora apiculata,NA,2010,LC,NA,LC,0,2018-1
33705,Dolichandrone spathacea,NA,2010,LC,NA,LC,0,2018-1
34364,Aglaia cucullata,Pacific Maple,2010,DD,NA,DD,NA,2018-1
39302,Anthias regalis,NA,1996,VU,D2,VU,0.4,2018-1
39303,Dermatolepis inermis,Marbled Grouper,2008,NT,NA,NT,0.2,2018-1
39304,Serranus dewegeri,Meo Viejo,1996,LR/nt,NA,NT,0.2,2018-1
39324,Notorynchus cepedianus,Broadnose Sevengill Shark,2009,DD,NA,DD,NA,2018-1
39327,Pristiophorus cirratus,Common Sawshark,2016,LC,NA,LC,0,2018-1
39328,Squatina californica,Pacific Angel Shark,2016,NT,NA,NT,0.2,2018-1
39329,Squatina argentina,Argentine Angel Shark,2006,EN,A2b,EN,0.6,2018-1
39330,Squatina guggenheim,Hidden Angelshark,2007,EN,A2bd,EN,0.6,2018-1
39331,Squatina occulta,Smoothback Angel Shark,2007,EN,A2bd,EN,0.6,2018-1
39332,Squatina squatina,Angelshark,2015,CR,A2bcd+3d,CR,0.8,2018-1
39333,Heterodontus francisci,Horn Shark,2015,DD,NA,DD,NA,2018-1
39334,Heterodontus portusjacksoni,Port Jackson Shark,2015,LC,NA,LC,0,2018-1
39335,Brachaelurus colcloughi,Colclough's Shark,2015,VU,C2a(ii),VU,0.4,2018-1
39336,Odontaspis noronhai,Bigeye Sand Tiger,2009,DD,NA,DD,NA,2018-1
39337,Pseudocarcharias kamoharai,Crocodile Shark,2009,NT,NA,NT,0.2,2018-1
39338,Megachasma pelagios,Megamouth Shark,2015,LC,NA,LC,0,2018-1
39339,Alopias vulpinus,Common Thresher Shark,2009,VU,A2bd+3bd+4bd,VU,0.4,2018-1
39340,Cetorhinus maximus Northeast Atlantic subpopulation,Basking Shark,2009,EN,A2ad,EN,0.6,2018-1
39341,Isurus oxyrinchus,Shortfin Mako,2009,VU,A2abd+3bd+4abd,VU,0.4,2018-1
39342,Lamna ditropis,Salmon Shark,2009,LC,NA,LC,0,2018-1
39343,Lamna nasus Northeast Atlantic subpopulation,Porbeagle,2006,CR,A2bcd+3d+4bd,CR,0.8,2018-1
39344,Lamna nasus Northwest Atlantic subpopulation,Porbeagle,2006,EN,A1abd,EN,0.6,2018-1
39345,Haploblepharus edwardsii,Happy Eddie,2009,NT,NA,NT,0.2,2018-1
39346,Haploblepharus fuscus,Brown Shyshark,2009,VU,B2ab(iii),VU,0.4,2018-1
39347,Schroederichthys bivius,Narrowmouth Catshark,2009,DD,NA,DD,NA,2018-1
39348,Poroderma africanum,Pyjama Shark,2009,NT,NA,NT,0.2,2018-1
39349,Scyliorhinus capensis,Yellowspotted Catshark,2004,NT,NA,NT,0.2,2018-1
39350,Leptocharias smithii,Barbeled Houndshark,2009,NT,NA,NT,0.2,2018-1
39351,Furgaleus macki,Whiskery Shark,2016,LC,NA,LC,0,2018-1
39352,Galeorhinus galeus,Tope,2006,VU,A2bd+3d+4bd,VU,0.4,2018-1
39353,Hemitriakis leucoperiptera,Whitefin Topeshark,2006,EN,"B1ab(iii,v); C2a(ii)",EN,0.6,2018-1
39354,Hypogaleus hyugaensis,Pencil Shark,2016,LC,NA,LC,0,2018-1
39355,Mustelus antarcticus,Gummy Shark,2016,LC,NA,LC,0,2018-1
39356,Mustelus lenticulatus,Rig,2003,LC,NA,LC,0,2018-1
39357,Mustelus asterias,Starry Smoothhound,2009,LC,NA,LC,0,2018-1
39358,Mustelus mustelus,Common Smoothhound,2009,VU,A2bd+3bd+4bd,VU,0.4,2018-1
39359,Mustelus canis,Dusky Smoothhound,2009,NT,NA,NT,0.2,2018-1
39360,Scylliogaleus quecketti,Flapnose Houndshark,2009,VU,B1ab(iii); C2a(ii),VU,0.4,2018-1
39361,Triakis acutipinna,Sharpfin Houndshark,2009,EN,B1ab(v); C2a(ii),EN,0.6,2018-1
39362,Triakis megalopterus,Spotted Gully Shark,2009,NT,NA,NT,0.2,2018-1
39363,Triakis semifasciata,Leopard Shark,2015,LC,NA,LC,0,2018-1
39365,Carcharhinus amblyrhynchos,Grey Reef Shark,2009,NT,NA,NT,0.2,2018-1
39366,Carcharhinus amboinensis,Pigeye Shark,2009,DD,NA,DD,NA,2018-1
39367,Carcharhinus borneensis,Borneo Shark,2009,EN,C2a(ii),EN,0.6,2018-1
39368,Carcharhinus brevipinna,Spinner Shark,2009,NT,NA,NT,0.2,2018-1
39369,Carcharhinus hemiodon,Pondicherry Shark,2003,CR,A2acd; C2a(i),CR,0.8,2018-1
39370,Carcharhinus falciformis,Silky Shark,2017,VU,A2bd,VU,0.4,2018-1
39371,Carcharhinus leiodon,Smoothtooth Blacktip Shark,2017,EN,A2cd+3cd,EN,0.6,2018-1
39372,Carcharhinus leucas,Bull Shark,2009,NT,NA,NT,0.2,2018-1
39373,Carcharhinus limbatus Northwest Atlantic subpopulation,Blacktip Shark,2000,VU,A1bcd+2cd,VU,0.4,2018-1
39374,Carcharhinus longimanus,Oceanic Whitetip Shark,2015,VU,A2ad+3d+4ad,VU,0.4,2018-1
39375,Carcharhinus melanopterus,Blacktip Reef Shark,2009,NT,NA,NT,0.2,2018-1
39376,Carcharhinus obscurus Northwest and Western Central Atlantic subpopulation,Dusky Shark,2000,VU,A1abd,VU,0.4,2018-1
39378,Galeocerdo cuvier,Tiger Shark,2009,NT,NA,NT,0.2,2018-1
39379,Glyphis glyphis,Speartooth Shark,2009,EN,C2a(i),EN,0.6,2018-1
39380,Negaprion brevirostris,Lemon Shark,2015,NT,NA,NT,0.2,2018-1
39381,Prionace glauca,Blue Shark,2009,NT,NA,NT,0.2,2018-1
39382,Rhizoprionodon terraenovae,Atlantic Sharpnose Shark,2009,LC,NA,LC,0,2018-1
39383,Scoliodon laticaudus,Spadenose Shark,2009,NT,NA,NT,0.2,2018-1
39384,Triaenodon obesus,Whitetip Reef Shark,2009,NT,NA,NT,0.2,2018-1
39385,Sphyrna lewini,Scalloped Hammerhead,2009,EN,A2bd+4bd,EN,0.6,2018-1
39386,Sphyrna mokarran,Great Hammerhead,2007,EN,A2bd+4bd,EN,0.6,2018-1
39387,Sphyrna tiburo,Bonnethead Shark,2016,LC,NA,LC,0,2018-1
39388,Sphyrna zygaena,Smooth Hammerhead,2009,VU,A2bd+3bd+4bd,VU,0.4,2018-1
39389,Anoxypristis cuspidata,Narrow Sawfish,2013,EN,A2cd,EN,0.6,2018-1
39390,Pristis clavata,Dwarf Sawfish,2013,EN,A2cd,EN,0.6,2018-1
39393,Pristis zijsron,Green Sawfish,2013,CR,A2cd,CR,0.8,2018-1
39394,Rhynchobatus djiddensis,Whitespotted Wedgefish,2006,VU,A2d+3d+4d,VU,0.4,2018-1
39396,Tetronarce californica,Pacific Torpedo,2015,LC,NA,LC,0,2018-1
39397,Dipturus batis,Common Skate,2006,CR,A2bcd+4bcd,CR,0.8,2018-1
39399,Raja clavata,Thornback Skate,2016,NT,NA,NT,0.2,2018-1
39400,Raja microocellata,Smalleyed Skate,2009,NT,NA,NT,0.2,2018-1
39412,Taeniura lymma,Bluespotted Fantail Ray,2009,NT,NA,NT,0.2,2018-1
39413,Urogymnus asperrimus,Porcupine Ray,2016,VU,A2bd,VU,0.4,2018-1
39415,Aetobatus narinari,Spotted Eagle Ray,2006,NT,NA,NT,0.2,2018-1
39416,Myliobatis californicus,Bat Ray,2015,LC,NA,LC,0,2018-1
39418,Mobula mobular,Giant Devil Ray,2015,EN,A2d,EN,0.6,2018-1
39427,Cephalorhynchus hectori ssp. maui,North Island Hector's Dolphin,2013,CR,A4cd; C2a(ii),CR,0.8,2018-1
39465,Squatina guggenheim Brazilian subpopulation,Angular Angel Shark,2000,EN,A1bd+2d,EN,0.6,2018-1
39541,Notorynchus cepedianus East Pacific subpopulation,Broadnose Sevengill,2000,LR/nt,NA,NT,0.2,2018-1
39543,Carcharhinus amboinensis Southwest Indian Ocean subpopulation,Pigeye Shark,2009,NT,NA,NT,0.2,2018-1
39544,Carcharhinus brevipinna Northwest Atlantic subpopulation,Spinner Shark,2000,VU,A1bd+2d,VU,0.4,2018-1
39545,Cetorhinus maximus North Pacific subpopulation,Basking Shark,2009,EN,A2ad,EN,0.6,2018-1
39771,Dipturus laevis,Barndoor Skate,2003,EN,A1bcd,EN,0.6,2018-1
39773,Cephalopholis boenak,Brown-banded Seabass,2008,LC,NA,LC,0,2018-1
39774,Cromileptes altivelis,Humpback Grouper,2008,VU,A4cd,VU,0.4,2018-1
40635,Indopacetus pacificus,Indo-pacific Beaked Whale,2008,DD,NA,DD,NA,2018-1
40710,Percarina demidoffii,NA,1996,NT,NA,NT,0.2,2018-1
40711,Stegastes sanctipauli,Saint Paul's Gregory,2015,LC,NA,LC,0,2018-1
40715,Syngnathoides biaculeatus,Alligator Pipefish,2017,LC,NA,LC,0,2018-1
40773,Hippocampus subelongatus,West Australian Seahorse,2017,DD,NA,DD,NA,2018-1
40784,Neovison macrodon,Sea Mink,2016,EX,NA,EX,1,2018-1
40797,Carcharhinus amblyrhynchoides,Graceful Shark,2009,NT,NA,NT,0.2,2018-1
40802,Hippocampus barbouri,Barbour's Seahorse,2017,VU,A2cd,VU,0.4,2018-1
41005,Hippocampus mohnikei,Japanese Seahorse,2017,VU,A2cd+4cd,VU,0.4,2018-1
41006,Hippocampus guttulatus,Long-snouted Seahorse,2017,DD,NA,DD,NA,2018-1
41007,Hippocampus algiricus,West African Seahorse,2017,VU,A2cd+4cd,VU,0.4,2018-1
41008,Hippocampus comes,Tiger Tail Seahorse,2015,VU,A2bd+4bd,VU,0.4,2018-1
41009,Hippocampus fisheri,Hawaiian Seahorse,2017,LC,NA,LC,0,2018-1
41010,Hippocampus kelloggi,Great Seahorse,2017,VU,A2cd,VU,0.4,2018-1
41030,Syngnathus watermeyeri,Estuarine Pipefish,2017,CR,C2a(i)b,CR,0.8,2018-1
41064,Pseudobatos horkelii,Brazilian Guitarfish,2016,CR,A2bd,CR,0.8,2018-1
41664,Arctocephalus forsteri,New Zealand Fur Seal,2015,LC,NA,LC,0,2018-1
41665,Otaria byronia,South American Sea Lion,2016,LC,NA,LC,0,2018-1
41666,Zalophus californianus,Californian Sea Lion,2015,LC,NA,LC,0,2018-1
41667,Zalophus japonicus,Japanese Sea Lion,2017,EX,NA,EX,1,2018-1
41668,Zalophus wollebaeki,Galápagos Sea Lion,2015,EN,A2ab,EN,0.6,2018-1
41670,Histriophoca fasciata,Ribbon Seal,2016,LC,NA,LC,0,2018-1
41671,Pagophilus groenlandicus,Harp Seal,2015,LC,NA,LC,0,2018-1
41672,Pusa hispida,Ringed Seal,2016,LC,NA,LC,0,2018-1
41673,Pusa hispida ssp. botnica,Baltic Ringed Seal,2015,LC,NA,LC,0,2018-1
41677,Pusa hispida ssp. ochotensis,Okhotsk Sea Ringed Seal,2016,LC,NA,LC,0,2018-1
41711,Eubalaena japonica,North Pacific Right Whale,2018,EN,D,EN,0.6,2018-1
41712,Eubalaena glacialis,North Atlantic Right Whale,2018,EN,D,EN,0.6,2018-1
41713,Balaenoptera musculus ssp. intermedia,Antarctic Blue Whale,2008,CR,A1abd,CR,0.8,2018-1
41714,Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,2012,DD,NA,DD,NA,2018-1
41715,Phocoena dioptrica,Spectacled Porpoise,2008,DD,NA,DD,NA,2018-1
41716,Hippocampus denise,Denise's Pygmy Seahorse,2017,DD,NA,DD,NA,2018-1
41718,Apristurus albisoma,White-bodied Catshark,2015,LC,NA,LC,0,2018-1
41719,Apristurus exsanguis,New Zealand Catshark,2003,LC,NA,LC,0,2018-1
41720,Asymbolus analis,Grey Spotted Catshark,2015,LC,NA,LC,0,2018-1
41721,Asymbolus funebris,Blotched Catshark,2016,DD,NA,DD,NA,2018-1
41722,Asymbolus occiduus,Western Spotted Catshark,2016,LC,NA,LC,0,2018-1
41723,Asymbolus pallidus,Pale Spotted Catshark,2016,LC,NA,LC,0,2018-1
41724,Asymbolus parvus,Dwarf Catshark,2016,LC,NA,LC,0,2018-1
41725,Asymbolus rubiginosus,Orange Spotted Catshark,2015,LC,NA,LC,0,2018-1
41726,Asymbolus submaculatus,Variegated Catshark,2016,LC,NA,LC,0,2018-1
41727,Asymbolus vincenti,Gulf Catshark,2016,LC,NA,LC,0,2018-1
41728,Atelomycterus fasciatus,Banded Catshark,2015,LC,NA,LC,0,2018-1
41729,Atelomycterus macleayi,Australian Marbled Catshark,2015,LC,NA,LC,0,2018-1
41730,Atelomycterus marmoratus,Coral Catshark,2003,NT,NA,NT,0.2,2018-1
41731,Aulohalaelurus labiosus,Black Spotted Catshark,2015,LC,NA,LC,0,2018-1
41732,Brachaelurus waddi,Blind Shark,2015,LC,NA,LC,0,2018-1
41733,Carcharhinus cautus,Nervous Shark,2003,DD,NA,DD,NA,2018-1
41734,Carcharhinus dussumieri,Widemouth Blackspot Shark,2003,NT,NA,NT,0.2,2018-1
41735,Carcharhinus fitzroyensis,Creek Whaler,2003,LC,NA,LC,0,2018-1
41736,Carcharhinus galapagensis,Galapagos Shark,2003,NT,NA,NT,0.2,2018-1
41737,Carcharhinus macloti,Hardnose Shark,2003,NT,NA,NT,0.2,2018-1
41738,Carcharhinus sealei,Blackspot Shark,2003,NT,NA,NT,0.2,2018-1
41739,Carcharhinus tilstoni,Australian Blacktip Shark,2003,LC,NA,LC,0,2018-1
41740,Centrophorus harrissoni,Harrisson's Dogfish,2013,EN,A2bd,EN,0.6,2018-1
41741,Carcharhinus brachyurus,Copper Shark,2003,NT,NA,NT,0.2,2018-1
41742,Carcharhinus brachyurus East Asia subpopulation,Bronze Whaler,2003,VU,A2d+3d+4d,VU,0.4,2018-1
41743,Callorhinchus milii,Elephant Fish,2015,LC,NA,LC,0,2018-1
41745,Centrophorus uyato,Little Gulper Shark,2003,DD,NA,DD,NA,2018-1
41746,Centroscyllium kamoharai,Bareskin Dogfish,2003,DD,NA,DD,NA,2018-1
41747,Centroscymnus coelolepis,Portuguese Dogfish,2003,NT,NA,NT,0.2,2018-1
41749,Centroscymnus owstonii,Roughskin Dogfish,2003,LC,NA,LC,0,2018-1
41752,Cephaloscyllium isabellum,Carpet Shark,2003,LC,NA,LC,0,2018-1
41753,Cephaloscyllium laticeps,Australian Swellshark,2016,LC,NA,LC,0,2018-1
41754,Neophocaena asiaeorientalis,Narrow-ridged Finless Porpoise,2017,EN,A2bcde+3bcde+4bcde,EN,0.6,2018-1
41755,Physeter macrocephalus,Sperm Whale,2008,VU,A1d,VU,0.4,2018-1
41759,Mesoplodon perrini,Perrin's Beaked Whale,2008,DD,NA,DD,NA,2018-1
41760,Mesoplodon traversii,Spade-toothed Whale,2008,DD,NA,DD,NA,2018-1
41761,Pontoporia blainvillei Rio Grande do Sul/Uruguay subpopulation,Franciscana,2012,VU,A2d,VU,0.4,2018-1
41762,Delphinus delphis Mediterranean subpopulation,Short-beaked Common Dolphin,2003,EN,A2abc,EN,0.6,2018-1
41791,Chiloscyllium indicum,Ridgebacked Bamboo Shark,2003,NT,NA,NT,0.2,2018-1
41792,Chiloscyllium griseum,Grey Bamboo Shark,2003,NT,NA,NT,0.2,2018-1
41793,Chimaera panthera,Leopard Chimaera,2003,DD,NA,DD,NA,2018-1
41794,Chlamydoselachus anguineus,Frilled Shark,2016,LC,NA,LC,0,2018-1
41795,Cirrhigaleus barbifer,Mandarin Shark,2009,DD,NA,DD,NA,2018-1
41796,Bathytoshia brevicaudata,Short-tail Stingray,2016,LC,NA,LC,0,2018-1
41797,Hemitrygon fluviorum,Estuary Stingray,2016,VU,A2bcd+3cd+4bcd,VU,0.4,2018-1
41798,Deania calcea,Birdbeak Dogfish,2003,LC,NA,LC,0,2018-1
41799,Dipturus innominatus,Smooth Skate,2003,NT,NA,NT,0.2,2018-1
41800,Zearaja nasutus,Rough Skate,2003,LC,NA,LC,0,2018-1
41801,Echinorhinus brucus,Bramble Shark,2003,DD,NA,DD,NA,2018-1
41802,Echinorhinus cookei,Prickly Shark,2003,NT,NA,NT,0.2,2018-1
41804,Etmopterus caudistigmus,Tailspot Lanternshark,2003,LC,NA,LC,0,2018-1
41805,Etmopterus dianthus,Pink Lanternshark,2015,LC,NA,LC,0,2018-1
41806,Etmopterus dislineatus,Lined Lanternshark,2015,LC,NA,LC,0,2018-1
41807,Etmopterus evansi,Blackmouth Lanternshark,2015,LC,NA,LC,0,2018-1
41808,Etmopterus fusus,Pygmy Lanternshark,2015,LC,NA,LC,0,2018-1
41809,Etmopterus pseudosqualiolus,False Pygmy Shark,2003,LC,NA,LC,0,2018-1
41810,Eusphyra blochii,Winghead Shark,2016,EN,A2d+3d,EN,0.6,2018-1
41811,Figaro boardmani,Australian Sawtail Shark,2016,LC,NA,LC,0,2018-1
41812,Galeus gracilis,Slender Sawtail Shark,2016,DD,NA,DD,NA,2018-1
