loiczid,eco_code,cells
59299,20005,2315
59300,20005,2317
59301,20005,2155
59302,20005,45
59292,20005,66
60012,20005,46
60013,20005,520
60014,20005,1616
60015,20005,2251
60016,20005,2371
60017,20005,2374
60018,20005,2370
60019,20005,2372
60020,20005,2372
60021,20005,2373
60022,20005,380
60733,20005,983
60734,20005,927
60735,20005,1796
60736,20005,2386
60737,20005,2387
60738,20005,2386
60739,20005,2386
60740,20005,2149
60741,20005,708
61453,20005,198
61454,20005,61
61455,20005,1420
61456,20005,2402
61457,20005,2400
61458,20005,1830
61459,20005,1248
61460,20005,170
62171,20005,98
62172,20005,1551
62173,20005,1824
62174,20005,936
62175,20005,2298
62176,20005,2228
62177,20005,664
62892,20005,365
62893,20005,468
62894,20005,544
62895,20005,621
62896,20005,43
NA,20005,195249
48943,20053,75
48944,20053,634
48945,20053,1030
48946,20053,1194
48947,20053,1094
48948,20053,817
48949,20053,313
48970,20053,143
48971,20053,651
48972,20053,818
48973,20053,772
48974,20053,231
49662,20053,40
49663,20053,1845
49664,20053,2018
49665,20053,2019
49666,20053,2021
49667,20053,2025
49668,20053,2018
49669,20053,2003
49670,20053,1855
49671,20053,1270
49672,20053,686
49673,20053,605
49674,20053,220
49681,20053,812
49682,20053,269
49683,20053,568
49684,20053,798
49685,20053,798
49686,20053,925
49687,20053,1222
49688,20053,1603
49689,20053,1847
49690,20053,2006
49691,20053,1995
49692,20053,2002
49693,20053,1997
49694,20053,1998
49695,20053,1571
49696,20053,907
49697,20053,242
50382,20053,601
50383,20053,1998
50384,20053,2001
50385,20053,1997
50386,20053,2000
50387,20053,1999
50388,20053,1998
50389,20053,2002
50390,20053,1994
50391,20053,2007
50392,20053,1994
50393,20053,1999
50394,20053,2005
50395,20053,1704
50396,20053,1634
50397,20053,1414
50398,20053,1136
50399,20053,1129
50400,20053,1216
50401,20053,2052
50402,20053,2042
50403,20053,2052
50404,20053,2053
50405,20053,2054
50406,20053,2053
50407,20053,2053
50408,20053,2054
50409,20053,2054
50410,20053,2052
50411,20053,2052
50412,20053,2053
50413,20053,2053
50414,20053,2051
50415,20053,2056
50416,20053,2052
50417,20053,2053
50418,20053,1596
50419,20053,923
50420,20053,263
50429,20053,240
50430,20053,191
50431,20053,19
51102,20053,1335
51103,20053,2051
51104,20053,2054
51105,20053,2054
51106,20053,2053
51107,20053,2054
51108,20053,2053
51109,20053,2050
51110,20053,2053
51111,20053,2053
51112,20053,2054
51113,20053,2055
51114,20053,2052
51115,20053,2053
51116,20053,2053
51117,20053,2053
51118,20053,2050
51119,20053,2047
51120,20053,2052
51121,20053,2064
51122,20053,2068
51123,20053,2068
51124,20053,2068
51125,20053,2069
51126,20053,2069
51127,20053,2070
51128,20053,2069
51129,20053,2068
51130,20053,2070
51131,20053,2067
51132,20053,2070
51133,20053,2068
51134,20053,2071
51135,20053,2068
51136,20053,2068
51137,20053,2068
51138,20053,2071
51139,20053,2068
51140,20053,2069
51141,20053,1703
51142,20053,993
51143,20053,309
51144,20053,307
51145,20053,706
51146,20053,1094
51147,20053,1496
51148,20053,1820
51149,20053,1608
51150,20053,1908
51151,20053,1176
51821,20053,104
51822,20053,2009
51823,20053,2067
51824,20053,2069
51825,20053,2071
51826,20053,2068
51827,20053,2069
51828,20053,2069
51829,20053,2071
51830,20053,2067
51831,20053,2069
51832,20053,2067
51833,20053,2071
51834,20053,2068
51835,20053,2069
51836,20053,2070
51837,20053,2068
51838,20053,2069
51839,20053,2066
51840,20053,2063
51841,20053,2077
51842,20053,2085
51843,20053,2084
51844,20053,2085
51845,20053,2084
51846,20053,2086
51847,20053,2084
51848,20053,2085
51849,20053,2086
51850,20053,2083
51851,20053,2086
51852,20053,2084
51853,20053,2085
51854,20053,2083
51855,20053,2085
51856,20053,2085
51857,20053,2085
51858,20053,2086
51859,20053,2083
51860,20053,2085
51861,20053,2085
51862,20053,2086
51863,20053,2082
51864,20053,1984
51865,20053,2037
51866,20053,1735
51867,20053,421
51868,20053,1516
51869,20053,2085
51870,20053,2085
51871,20053,2022
51872,20053,64
52541,20053,770
52542,20053,2083
52543,20053,2086
52544,20053,2084
52545,20053,2085
52546,20053,2085
52547,20053,2083
52548,20053,2086
52549,20053,2084
52550,20053,2086
52551,20053,2084
52552,20053,2085
52553,20053,2084
52554,20053,2084
52555,20053,2084
52556,20053,2086
52557,20053,2086
52558,20053,2082
52559,20053,2086
52560,20053,2078
52561,20053,2130
52562,20053,2140
52563,20053,2139
52564,20053,2140
52565,20053,2139
52566,20053,2138
52567,20053,2140
52568,20053,2141
52569,20053,2138
52570,20053,2138
52571,20053,2141
52572,20053,2138
52573,20053,2139
52574,20053,2140
52575,20053,2138
52576,20053,2139
52577,20053,2139
52578,20053,2139
52579,20053,2142
52580,20053,2137
52581,20053,2109
52582,20053,2139
52583,20053,1561
52584,20053,1158
52585,20053,1637
52586,20053,1757
52587,20053,2018
52588,20053,2137
52589,20053,2139
52590,20053,2139
52591,20053,2140
52592,20053,552
53261,20053,1537
53262,20053,2141
53263,20053,2136
53264,20053,2142
53265,20053,2139
53266,20053,2134
53267,20053,2139
53268,20053,2137
53269,20053,2141
53270,20053,2139
53271,20053,2139
53272,20053,2139
53273,20053,2138
53274,20053,2139
53275,20053,2140
53276,20053,2138
53277,20053,2140
53278,20053,2140
53279,20053,2138
53280,20053,2132
53281,20053,2148
53282,20053,2155
53283,20053,2156
53284,20053,2155
53285,20053,2154
53286,20053,2156
53287,20053,2154
53288,20053,2155
53289,20053,2158
53290,20053,2154
53291,20053,2153
53292,20053,2155
53293,20053,2159
53294,20053,2151
53295,20053,2156
53296,20053,2156
53297,20053,2155
53298,20053,2124
53299,20053,1955
53300,20053,2040
53301,20053,1934
53302,20053,2138
53303,20053,1993
53304,20053,2147
53305,20053,2158
53306,20053,2152
53307,20053,2157
53308,20053,2155
53309,20053,2153
53310,20053,2158
53311,20053,2155
53312,20053,1118
53980,20053,194
53981,20053,2135
53982,20053,2156
53983,20053,2154
53984,20053,2155
53985,20053,2148
53986,20053,1537
53987,20053,1764
53988,20053,2124
53989,20053,2141
53990,20053,2155
53991,20053,2155
53992,20053,2156
53993,20053,2155
53994,20053,2154
53995,20053,2153
53996,20053,2159
53997,20053,2153
53998,20053,2156
53999,20053,2154
54000,20053,2147
54001,20053,2162
54002,20053,2170
54003,20053,2173
54004,20053,2169
54005,20053,2170
54006,20053,2170
54007,20053,2171
54008,20053,2007
54009,20053,2168
54010,20053,2068
54011,20053,1851
54012,20053,1354
54013,20053,1847
54014,20053,1991
54015,20053,2071
54016,20053,2030
54017,20053,2174
54018,20053,2130
54019,20053,2170
54020,20053,2174
54021,20053,2168
54022,20053,2172
54023,20053,2170
54024,20053,2171
54025,20053,2169
54026,20053,2173
54027,20053,2170
54028,20053,2169
54029,20053,2170
54030,20053,2172
54031,20053,2172
54032,20053,1718
54700,20053,958
54701,20053,2174
54702,20053,2166
54703,20053,2171
54704,20053,2170
54705,20053,2174
54706,20053,2171
54707,20053,2115
54708,20053,1979
54709,20053,2171
54710,20053,2169
54711,20053,2171
54712,20053,2143
54713,20053,2174
54714,20053,2168
54715,20053,2171
54716,20053,2050
54717,20053,2134
54718,20053,2172
54719,20053,2168
54720,20053,2136
54721,20053,2178
54722,20053,2183
54723,20053,2076
54724,20053,1934
54725,20053,1773
54726,20053,1818
54727,20053,1393
54728,20053,1841
54729,20053,2111
54730,20053,2184
54731,20053,2185
54732,20053,2185
54733,20053,2186
54734,20053,2189
54735,20053,2181
54736,20053,2188
54737,20053,2186
54738,20053,2186
54739,20053,2187
54740,20053,2186
54741,20053,2186
54742,20053,2185
54743,20053,2185
54744,20053,2186
54745,20053,2187
54746,20053,2184
54747,20053,2188
54748,20053,2183
54749,20053,2193
54750,20053,2184
54751,20053,2184
54752,20053,2167
54753,20053,131
55420,20053,1726
55421,20053,2186
55422,20053,2185
55423,20053,2187
55424,20053,2186
55425,20053,2187
55426,20053,2184
55427,20053,2188
55428,20053,2185
55429,20053,2186
55430,20053,2184
55431,20053,2187
55432,20053,2187
55433,20053,2185
55434,20053,2186
55435,20053,2037
55436,20053,2126
55437,20053,2125
55438,20053,1978
55439,20053,2156
55440,20053,1955
55441,20053,2235
55442,20053,2200
55443,20053,2205
55444,20053,2238
55445,20053,2242
55446,20053,2239
55447,20053,2242
55448,20053,2240
55449,20053,2242
55450,20053,2243
55451,20053,2240
55452,20053,2241
55453,20053,2241
55454,20053,2243
55455,20053,2240
55456,20053,2242
55457,20053,2240
55458,20053,2242
55459,20053,2242
55460,20053,2240
55461,20053,2242
55462,20053,2239
55463,20053,2246
55464,20053,2243
55465,20053,2238
55466,20053,2238
55467,20053,2242
55468,20053,2243
55469,20053,2241
55470,20053,2241
55471,20053,2242
55472,20053,2239
55473,20053,697
56140,20053,1564
56141,20053,2244
56142,20053,2239
56143,20053,2242
56144,20053,2241
56145,20053,2239
56146,20053,2243
56147,20053,2243
56148,20053,2239
56149,20053,2242
56150,20053,2240
56151,20053,2244
56152,20053,2240
56153,20053,2240
56154,20053,2244
56155,20053,2240
56156,20053,2241
56157,20053,2241
56158,20053,2241
56159,20053,2077
56160,20053,2234
56161,20053,2209
56162,20053,2218
56163,20053,2216
56164,20053,2213
56165,20053,2216
56166,20053,2218
56167,20053,2217
56168,20053,2214
56169,20053,2216
56170,20053,2217
56171,20053,2215
56172,20053,2217
56173,20053,2217
56174,20053,2216
56175,20053,2216
56176,20053,2219
56177,20053,2216
56178,20053,2215
56179,20053,2219
56180,20053,2210
56181,20053,2219
56182,20053,2215
56183,20053,2216
56184,20053,2216
56185,20053,2217
56186,20053,2215
56187,20053,2217
56188,20053,2216
56189,20053,2216
56190,20053,2176
56191,20053,1368
56192,20053,854
56193,20053,217
56860,20053,223
56861,20053,2059
56862,20053,2218
56863,20053,2215
56864,20053,2216
56865,20053,2217
56866,20053,2218
56867,20053,2215
56868,20053,2215
56869,20053,2216
56870,20053,2219
56871,20053,2214
56872,20053,2217
56873,20053,2216
56874,20053,2216
56875,20053,2217
56876,20053,2216
56877,20053,2215
56878,20053,2216
56879,20053,2215
56880,20053,2211
56881,20053,2266
56882,20053,2270
56883,20053,2273
56884,20053,2271
56885,20053,2271
56886,20053,2272
56887,20053,2271
56888,20053,2271
56889,20053,2272
56890,20053,2271
56891,20053,2272
56892,20053,2269
56893,20053,2272
56894,20053,2276
56895,20053,2267
56896,20053,2276
56897,20053,2270
56898,20053,2271
56899,20053,2272
56900,20053,2271
56901,20053,2271
56902,20053,2272
56903,20053,2272
56904,20053,2272
56905,20053,2270
56906,20053,2272
56907,20053,2191
56908,20053,1634
56909,20053,1168
56910,20053,252
57581,20053,369
57582,20053,1869
57583,20053,2272
57584,20053,2271
57585,20053,2274
57586,20053,2269
57587,20053,2273
57588,20053,2270
57589,20053,2269
57590,20053,2272
57591,20053,2274
57592,20053,2272
57593,20053,2272
57594,20053,2271
57595,20053,2272
57596,20053,2270
57597,20053,2272
57598,20053,2271
57599,20053,2272
57600,20053,2266
57601,20053,2280
57602,20053,2286
57603,20053,2287
57604,20053,2287
57605,20053,2287
57606,20053,2289
57607,20053,2281
57608,20053,2290
57609,20053,2283
57610,20053,2288
57611,20053,2289
57612,20053,2286
57613,20053,2286
57614,20053,2286
57615,20053,2285
57616,20053,2287
57617,20053,2287
57618,20053,2286
57619,20053,2288
57620,20053,2284
57621,20053,2290
57622,20053,2285
57623,20053,2286
57624,20053,2025
57625,20053,1284
57626,20053,464
57627,20053,49
58302,20053,48
58303,20053,944
58304,20053,2154
58305,20053,2285
58306,20053,2289
58307,20053,2286
58308,20053,2286
58309,20053,2286
58310,20053,2287
58311,20053,2290
58312,20053,2285
58313,20053,2287
58314,20053,2283
58315,20053,2288
58316,20053,2287
58317,20053,2288
58318,20053,2284
58319,20053,2288
58320,20053,2278
58321,20053,2333
58322,20053,2350
58323,20053,2339
58324,20053,2341
58325,20053,2343
58326,20053,2342
58327,20053,2342
58328,20053,2342
58329,20053,2344
58330,20053,2339
58331,20053,2344
58332,20053,2343
58333,20053,2342
58334,20053,2343
58335,20053,2341
58336,20053,2343
58337,20053,2318
58338,20053,1926
58339,20053,1678
58340,20053,1205
58341,20053,729
58342,20053,492
58343,20053,197
59024,20053,169
59025,20053,1199
59026,20053,1861
59027,20053,2245
59028,20053,2341
59029,20053,2095
59030,20053,1703
59031,20053,2023
59032,20053,2340
59033,20053,2343
59034,20053,2343
59035,20053,2343
59036,20053,2343
59037,20053,2341
59038,20053,2340
59039,20053,2348
59040,20053,2334
59041,20053,2310
59042,20053,2316
59043,20053,2316
59044,20053,2315
59045,20053,2317
59046,20053,2315
59047,20053,2317
59048,20053,2315
59049,20053,2316
59050,20053,2072
59051,20053,1612
59052,20053,1447
59053,20053,1547
59054,20053,1508
59055,20053,1306
59056,20053,875
59057,20053,197
59752,20053,641
59753,20053,1555
59754,20053,2030
59755,20053,2317
59756,20053,2315
59757,20053,2316
59758,20053,2316
59759,20053,2315
59760,20053,2309
59761,20053,2363
59762,20053,2373
59763,20053,2372
59764,20053,2347
59765,20053,1705
59766,20053,1205
59767,20053,1289
59768,20053,860
59769,20053,349
60475,20053,150
60476,20053,721
60477,20053,1617
60478,20053,2078
60479,20053,2373
60480,20053,2365
60481,20053,351
60482,20053,686
60483,20053,488
60484,20053,150
NA,20053,1411890
54967,20037,324
54968,20037,1202
54969,20037,450
55684,20037,1144
55685,20037,1809
55686,20037,1994
55687,20037,1094
55688,20037,111
55689,20037,8
55683,20037,348
56401,20037,17
56402,20037,747
56403,20037,2118
56404,20037,2215
56405,20037,2216
56406,20037,1313
56407,20037,13
57107,20037,348
57108,20037,960
57109,20037,1239
57110,20037,1342
57111,20037,1266
57112,20037,1319
57113,20037,1227
57114,20037,1120
57115,20037,1270
57116,20037,1131
57117,20037,719
57118,20037,863
57119,20037,976
57120,20037,1035
57121,20037,1802
57122,20037,2266
57123,20037,2272
57124,20037,2270
57125,20037,1842
57126,20037,16
57826,20037,588
57827,20037,2254
57828,20037,2285
57829,20037,2287
57830,20037,2287
57831,20037,2280
57832,20037,1519
57833,20037,976
57834,20037,893
57835,20037,1523
57836,20037,2251
57837,20037,2286
57838,20037,2286
57839,20037,2288
57840,20037,2284
57841,20037,2287
57842,20037,2286
57843,20037,2287
57844,20037,2251
57845,20037,517
58543,20037,77
58544,20037,724
58545,20037,1439
58546,20037,2009
58547,20037,1954
58548,20037,1431
58549,20037,1189
58550,20037,1192
58551,20037,1602
58552,20037,2300
58553,20037,2237
58554,20037,1398
58555,20037,806
58556,20037,691
58557,20037,1729
58558,20037,2341
58559,20037,2344
58560,20037,2343
58561,20037,2342
58562,20037,2342
58563,20037,2340
58564,20037,1304
58565,20037,31
59263,20037,1852
59264,20037,1841
59265,20037,1019
59266,20037,311
59272,20037,1285
59273,20037,2316
59274,20037,2316
59275,20037,2316
59276,20037,2314
59277,20037,2318
59278,20037,2315
59279,20037,2316
59280,20037,2317
59281,20037,2315
59282,20037,2093
59283,20037,1621
59284,20037,45
59285,20037,18
59262,20037,344
59271,20037,6
59981,20037,438
59982,20037,1549
59983,20037,582
59984,20037,1
59987,20037,57
59988,20037,426
59989,20037,611
59990,20037,223
59991,20037,1282
59992,20037,2206
59993,20037,2372
59994,20037,2374
59995,20037,2371
59996,20037,2373
59997,20037,2372
59998,20037,2370
59999,20037,2372
60000,20037,2371
60001,20037,2375
60002,20037,2150
60003,20037,933
60004,20037,35
60701,20037,1170
60702,20037,17
60708,20037,100
60709,20037,926
60710,20037,1035
60711,20037,1556
60712,20037,2370
60713,20037,2386
60714,20037,2387
60715,20037,2386
60716,20037,2388
60717,20037,2347
60718,20037,2350
60719,20037,2387
60720,20037,2387
60721,20037,2385
60722,20037,966
60700,20037,305
61419,20037,598
61420,20037,1089
61430,20037,357
61431,20037,2089
61432,20037,2383
61433,20037,2396
61434,20037,2403
61435,20037,2400
61436,20037,2394
61437,20037,2214
61438,20037,2400
61439,20037,2360
61440,20037,2367
61441,20037,2401
61442,20037,2400
61443,20037,1852
61444,20037,572
62138,20037,79
62139,20037,208
62151,20037,1506
62152,20037,1331
62153,20037,2002
62154,20037,2437
62155,20037,2456
62156,20037,2457
62157,20037,2458
62158,20037,2382
62159,20037,602
62160,20037,1870
62161,20037,2457
62162,20037,2457
62163,20037,2454
62164,20037,2458
62165,20037,1598
62166,20037,78
62871,20037,239
62872,20037,1309
62873,20037,1397
62874,20037,1108
62875,20037,369
62876,20037,1686
62877,20037,2396
62878,20037,878
62879,20037,302
62880,20037,1081
62881,20037,2153
62882,20037,2422
62883,20037,2427
62884,20037,2434
62885,20037,2428
62886,20037,1508
62887,20037,25
63593,20037,417
63594,20037,1000
63595,20037,1163
63596,20037,1308
63597,20037,1413
63598,20037,355
63599,20037,1147
63600,20037,1264
63601,20037,2360
63602,20037,2477
63603,20037,2490
63604,20037,2483
63605,20037,2487
63606,20037,2485
63607,20037,1442
64318,20037,529
64319,20037,2004
64320,20037,2501
64321,20037,2501
64322,20037,2500
64323,20037,2501
64324,20037,2498
64325,20037,2502
64326,20037,2498
64327,20037,2501
64328,20037,1129
64330,20037,105
64331,20037,181
64332,20037,26
65039,20037,24
65040,20037,1076
65041,20037,2357
65042,20037,2514
65043,20037,2513
65044,20037,2515
65045,20037,2513
65046,20037,2513
65047,20037,2512
65048,20037,2415
65049,20037,1796
65050,20037,2514
65051,20037,2489
65052,20037,1716
65053,20037,374
65761,20037,230
65762,20037,1617
65763,20037,2527
65764,20037,2527
65765,20037,2528
65766,20037,2527
65767,20037,2525
65768,20037,2529
65769,20037,2526
65770,20037,2526
65771,20037,2528
65772,20037,2528
65773,20037,2448
65774,20037,2092
65775,20037,675
66483,20037,1680
66484,20037,2584
66485,20037,2585
66486,20037,2583
66487,20037,2586
66488,20037,2583
66489,20037,2585
66490,20037,2478
66491,20037,2533
66492,20037,2583
66493,20037,2585
66494,20037,2582
66495,20037,2560
66496,20037,1394
66497,20037,53
67203,20037,357
67204,20037,2506
67205,20037,2553
67206,20037,2553
67207,20037,2378
67208,20037,527
67209,20037,316
67211,20037,158
67212,20037,836
67213,20037,1222
67214,20037,1275
67215,20037,984
67216,20037,563
67924,20037,1549
67925,20037,2610
67926,20037,2611
67927,20037,1832
68644,20037,240
68645,20037,2526
68646,20037,2602
68647,20037,644
69365,20037,1420
69366,20037,1337
70085,20037,75
NA,20037,760253
53945,20047,244
53946,20047,1669
53947,20047,1047
53948,20047,177
54664,20047,333
54665,20047,1959
54666,20047,2172
54667,20047,2168
54668,20047,2114
54669,20047,1354
54670,20047,424
55383,20047,326
55384,20047,1970
55385,20047,2188
55386,20047,2186
55387,20047,2186
55388,20047,2186
55389,20047,2185
55390,20047,2187
55391,20047,1652
55392,20047,696
55393,20047,20
56102,20047,254
56103,20047,2016
56104,20047,2240
56105,20047,2237
56106,20047,2247
56107,20047,2241
56108,20047,2240
56109,20047,2243
56110,20047,2240
56111,20047,2240
56112,20047,2242
56113,20047,1970
56114,20047,620
56115,20047,375
56822,20047,1531
56823,20047,2218
56824,20047,2215
56825,20047,2211
56826,20047,2224
56827,20047,2208
56828,20047,2226
56829,20047,2214
56830,20047,2210
56831,20047,2195
56832,20047,1750
56833,20047,1411
56834,20047,2154
56835,20047,2216
56836,20047,1786
56837,20047,683
57540,20047,82
57541,20047,793
57542,20047,2270
57543,20047,2272
57544,20047,2273
57545,20047,2271
57546,20047,2272
57547,20047,2271
57548,20047,2272
57549,20047,2269
57550,20047,2259
57551,20047,1631
57552,20047,1238
57553,20047,2239
57554,20047,2274
57555,20047,2269
57556,20047,2271
57557,20047,2273
57558,20047,1857
57559,20047,858
57560,20047,40
58258,20047,157
58259,20047,1345
58260,20047,2213
58261,20047,2287
58262,20047,2287
58263,20047,2287
58264,20047,2286
58265,20047,2286
58266,20047,2287
58267,20047,2287
58268,20047,2285
58269,20047,2230
58270,20047,2143
58271,20047,2286
58272,20047,2287
58273,20047,2285
58274,20047,2289
58275,20047,2283
58276,20047,2292
58277,20047,2278
58278,20047,2294
58279,20047,2286
58280,20047,2054
58281,20047,1090
58282,20047,109
58977,20047,378
58978,20047,2034
58979,20047,2343
58980,20047,2343
58981,20047,2340
58982,20047,2344
58983,20047,2342
58984,20047,2343
58985,20047,2342
58986,20047,2342
58987,20047,2345
58988,20047,2341
58989,20047,2316
58990,20047,1917
58991,20047,2342
58992,20047,2342
58993,20047,2343
58994,20047,2343
58995,20047,2342
58996,20047,2343
58997,20047,2342
58998,20047,2343
58999,20047,2343
59000,20047,2344
59001,20047,2251
59002,20047,184
59696,20047,624
59697,20047,2254
59698,20047,2316
59699,20047,2317
59700,20047,2315
59701,20047,2316
59702,20047,2317
59703,20047,2316
59704,20047,2314
59705,20047,2318
59706,20047,2316
59707,20047,2310
59708,20047,2267
59709,20047,2201
59710,20047,2318
59711,20047,2315
59712,20047,2315
59713,20047,2316
59714,20047,2317
59715,20047,2316
59716,20047,2315
59717,20047,2317
59718,20047,2315
59719,20047,2316
59720,20047,2316
59721,20047,1062
60415,20047,25
60416,20047,1898
60417,20047,2371
60418,20047,2370
60419,20047,2371
60420,20047,2372
60421,20047,2372
60422,20047,2373
60423,20047,2372
60424,20047,2371
60425,20047,2371
60426,20047,2374
60427,20047,2308
60428,20047,2371
60429,20047,2373
60430,20047,2372
60431,20047,2372
60432,20047,2371
60433,20047,2372
60434,20047,2372
60435,20047,2373
60436,20047,2372
60437,20047,2370
60438,20047,2374
60439,20047,2370
60440,20047,1498
60441,20047,24
61135,20047,836
61136,20047,2388
61137,20047,2388
61138,20047,2386
61139,20047,2381
61140,20047,2394
61141,20047,2386
61142,20047,2384
61143,20047,2385
61144,20047,2387
61145,20047,2387
61146,20047,2354
61147,20047,2333
61148,20047,2388
61149,20047,2385
61150,20047,2386
61151,20047,2388
61152,20047,2385
61153,20047,2387
61154,20047,2387
61155,20047,2384
61156,20047,2389
61157,20047,2387
61158,20047,2314
61159,20047,1020
61854,20047,46
61855,20047,2117
61856,20047,2401
61857,20047,2401
61858,20047,2399
61859,20047,2401
61860,20047,2402
61861,20047,2400
61862,20047,2400
61863,20047,2404
61864,20047,2403
61865,20047,2187
61866,20047,2368
61867,20047,2397
61868,20047,2403
61869,20047,2400
61870,20047,2401
61871,20047,2401
61872,20047,2401
61873,20047,2401
61874,20047,2401
61875,20047,2400
61876,20047,2400
61877,20047,2377
61878,20047,821
62574,20047,1111
62575,20047,2457
62576,20047,2457
62577,20047,2458
62578,20047,2457
62579,20047,2458
62580,20047,2457
62581,20047,2458
62582,20047,2409
62583,20047,2457
62584,20047,2246
62585,20047,2380
62586,20047,2457
62587,20047,2457
62588,20047,2458
62589,20047,2459
62590,20047,2456
62591,20047,2453
62592,20047,2463
62593,20047,2456
62594,20047,2458
62595,20047,2457
62596,20047,2432
62597,20047,881
63293,20047,145
63294,20047,2239
63295,20047,2425
63296,20047,2431
63297,20047,2431
63298,20047,2428
63299,20047,2429
63300,20047,2409
63301,20047,1868
63302,20047,2394
63303,20047,2429
63304,20047,2430
63305,20047,2431
63306,20047,2427
63307,20047,2429
63308,20047,2429
63309,20047,2429
63310,20047,2431
63311,20047,2426
63312,20047,2432
63313,20047,2427
63314,20047,2428
63315,20047,2405
63316,20047,869
64013,20047,1314
64014,20047,2486
64015,20047,2487
64016,20047,2486
64017,20047,2486
64018,20047,2373
64019,20047,2444
64020,20047,1605
64021,20047,2249
64022,20047,2488
64023,20047,2486
64024,20047,2487
64025,20047,2486
64026,20047,2485
64027,20047,2486
64028,20047,2485
64029,20047,2488
64030,20047,2482
64031,20047,2488
64032,20047,2484
64033,20047,2487
64034,20047,2460
64035,20047,893
64732,20047,276
64733,20047,2400
64734,20047,2498
64735,20047,2501
64736,20047,1464
64737,20047,1895
64738,20047,1889
64739,20047,2498
64740,20047,2499
64741,20047,2501
64742,20047,2498
64743,20047,2498
64744,20047,2505
64745,20047,2496
64746,20047,2502
64747,20047,2500
64748,20047,2499
64749,20047,2500
64750,20047,2499
64751,20047,2500
64752,20047,2501
64753,20047,2089
64754,20047,569
65452,20047,1613
65453,20047,2502
65454,20047,2433
65455,20047,1647
65456,20047,2224
65457,20047,2516
65458,20047,2513
65459,20047,2513
65460,20047,2512
65461,20047,2514
65462,20047,2514
65463,20047,2513
65464,20047,2513
65465,20047,2512
65466,20047,2516
65467,20047,2514
65468,20047,2513
65469,20047,2510
65470,20047,1632
65471,20047,1151
65472,20047,563
66171,20047,891
66172,20047,2119
66173,20047,1714
66174,20047,2414
66175,20047,2523
66176,20047,2528
66177,20047,2525
66178,20047,2528
66179,20047,2527
66180,20047,2525
66181,20047,2528
66182,20047,2526
66183,20047,2526
66184,20047,2529
66185,20047,2527
66186,20047,2527
66187,20047,2527
66188,20047,2473
66189,20047,1093
66891,20047,1709
66892,20047,2227
66893,20047,2513
66894,20047,2291
66895,20047,2584
66896,20047,2585
66897,20047,2582
66898,20047,2584
66899,20047,2585
66900,20047,2586
66901,20047,2582
66902,20047,2585
66903,20047,2584
66904,20047,2586
66905,20047,2583
66906,20047,2503
66907,20047,1572
66908,20047,421
67611,20047,1184
67612,20047,2322
67613,20047,2519
67614,20047,2553
67615,20047,2554
67616,20047,2554
67617,20047,2552
67618,20047,2556
67619,20047,2552
67620,20047,2554
67621,20047,2554
67622,20047,2553
67623,20047,2554
67624,20047,2554
67625,20047,2553
67626,20047,1052
67609,20047,2
67610,20047,84
68327,20047,9
68328,20047,1293
68329,20047,2442
68330,20047,2444
68331,20047,2609
68332,20047,2611
68333,20047,2613
68334,20047,2610
68335,20047,2610
68336,20047,2611
68337,20047,2611
68338,20047,2611
68339,20047,2611
68340,20047,2609
68341,20047,2612
68342,20047,2611
68343,20047,2611
68344,20047,2585
68345,20047,1320
69047,20047,808
69048,20047,2624
69049,20047,2625
69050,20047,2623
69051,20047,2623
69052,20047,2626
69053,20047,2623
69054,20047,2625
69055,20047,2625
69056,20047,2620
69057,20047,2627
69058,20047,2623
69059,20047,2624
69060,20047,2625
69061,20047,2621
69062,20047,2627
69063,20047,1923
69064,20047,586
69767,20047,825
69768,20047,2681
69769,20047,2683
69770,20047,2681
69771,20047,2684
69772,20047,2680
69773,20047,2681
69774,20047,2682
69775,20047,2683
69776,20047,2681
69777,20047,2681
69778,20047,2682
69779,20047,2681
69780,20047,2654
69781,20047,1502
69782,20047,506
70488,20047,1227
70489,20047,2648
70490,20047,2650
70491,20047,2650
70492,20047,2651
70493,20047,2649
70494,20047,2649
70495,20047,2650
70496,20047,2651
70497,20047,2649
70498,20047,2650
70499,20047,2324
70500,20047,621
71209,20047,1352
71210,20047,2708
71211,20047,2706
71212,20047,2706
71213,20047,2710
71214,20047,2709
71215,20047,2706
71216,20047,2706
71217,20047,2681
71218,20047,1596
71219,20047,167
71930,20047,1723
71931,20047,2670
71932,20047,2683
71933,20047,2667
71934,20047,2679
71935,20047,2674
71936,20047,1996
71937,20047,519
72650,20047,78
72651,20047,2118
72652,20047,2460
72653,20047,1905
72654,20047,1248
72655,20047,492
73371,20047,108
NA,20047,1075196
53202,20049,123
53203,20049,371
53204,20049,782
53922,20049,34
53923,20049,1405
53924,20049,1441
54643,20049,909
54644,20049,706
55362,20049,161
55363,20049,1549
55364,20049,1325
55365,20049,6
56082,20049,1299
56083,20049,2241
56084,20049,2240
56085,20049,783
56801,20049,124
56802,20049,2121
56803,20049,2213
56804,20049,2218
56805,20049,425
57521,20049,24
57522,20049,2133
57523,20049,2273
57524,20049,2271
57525,20049,635
58241,20049,106
58242,20049,2232
58243,20049,2290
58244,20049,2286
58245,20049,648
58961,20049,587
58962,20049,2341
58963,20049,2342
58964,20049,2343
58965,20049,311
59681,20049,1238
59682,20049,2317
59683,20049,2316
59684,20049,1962
59685,20049,2
60400,20049,775
60401,20049,2192
