loiczid,clust_100,clust_150,clust_250,clust_500
103888,67,22,207,70
103889,67,22,207,70
103890,67,22,207,70
103891,67,22,207,70
103892,67,22,207,70
103893,67,22,207,70
103894,67,22,207,70
103895,67,22,35,70
103896,67,22,35,70
103897,67,22,35,141
103898,67,22,35,141
103899,67,22,35,141
103900,67,22,35,141
103901,67,22,35,141
103902,67,22,35,141
103903,67,22,35,141
103904,67,22,35,141
103905,67,22,35,141
103906,67,22,35,141
103907,67,22,35,141
103908,67,22,35,141
103909,67,22,35,141
103910,67,22,35,141
103911,67,22,35,141
103912,67,22,35,141
103913,67,22,35,141
103914,67,22,35,141
103915,67,22,35,141
103916,67,22,35,141
103917,67,22,35,141
104584,67,22,207,107
104585,67,22,207,107
104586,67,22,207,107
104587,67,22,207,70
104588,67,22,207,70
104589,67,22,207,70
104590,67,22,207,70
104591,67,22,207,70
104592,67,22,207,70
104593,67,22,207,70
104594,67,22,207,70
104595,67,22,207,70
104596,67,22,207,70
104597,67,22,207,70
104598,67,22,207,70
104599,67,22,207,70
104600,67,22,207,70
104601,67,22,207,70
104602,67,22,207,70
104603,67,22,207,70
104604,67,22,207,70
104605,67,22,207,70
104606,67,22,207,70
104607,67,22,207,70
104608,67,22,207,70
104609,67,22,207,70
104610,67,22,207,70
104611,67,22,207,70
104612,67,22,207,70
104613,67,22,207,70
104614,67,22,35,70
104615,67,22,35,70
104616,67,22,35,70
104617,67,22,35,141
104618,67,22,35,141
104619,67,22,35,141
104620,67,22,35,141
104621,67,22,35,141
104622,67,22,35,141
104623,67,22,35,141
104624,67,22,35,141
104625,67,22,35,141
104626,67,22,35,141
104627,67,22,35,141
104628,67,22,35,141
104629,67,22,35,141
104630,67,22,35,141
104631,67,22,35,141
104632,67,22,35,141
104633,67,22,35,141
104634,67,22,35,141
104635,67,22,35,141
104636,67,22,35,141
104637,67,22,35,141
104638,67,22,35,141
104639,67,22,35,141
104640,67,22,35,141
104641,67,22,35,141
105304,67,22,207,70
105305,67,22,207,70
105306,67,22,207,70
105307,67,22,207,70
105308,67,22,207,70
105309,67,22,207,70
105310,67,22,207,70
105311,67,22,207,70
105312,67,22,207,70
105313,67,22,207,70
105314,67,22,207,70
105315,67,22,207,70
105316,67,22,207,70
105317,67,22,207,70
105318,67,22,207,70
105319,67,22,207,70
105320,67,22,207,70
105321,67,22,207,70
105322,67,22,207,70
105323,67,22,207,70
105324,67,22,207,70
105325,67,22,207,70
105326,67,22,207,70
105327,67,22,207,70
105328,67,22,207,70
105329,67,22,207,70
105330,67,22,207,70
105331,67,22,207,70
105332,67,22,207,70
105333,67,22,35,70
105334,67,22,35,70
105335,67,22,35,70
105336,67,22,35,70
105337,67,22,35,141
105338,67,22,35,141
105339,67,22,35,141
105340,67,22,35,141
105341,67,22,35,141
105342,67,22,35,141
105343,67,22,35,141
105344,67,22,35,141
105345,67,22,35,141
105346,67,22,35,141
105347,67,22,35,141
105348,67,22,35,141
105349,67,22,35,141
105350,67,22,35,141
105351,67,22,35,141
105352,67,22,35,141
105353,67,22,35,141
105354,67,22,35,141
105355,67,22,35,141
105356,67,22,35,141
105357,67,22,35,141
105358,67,22,35,141
105359,67,22,35,141
105360,67,22,35,141
105361,67,22,35,141
106024,67,22,207,70
106025,67,22,207,70
106026,67,22,207,70
106027,67,22,207,70
106028,67,22,207,70
106029,67,22,207,70
106030,67,22,207,70
106031,67,22,207,70
106032,67,22,207,70
106033,67,22,207,70
106034,67,22,207,70
106035,67,22,207,70
106036,67,22,207,70
106037,67,22,207,70
106038,67,22,207,70
106039,67,22,207,70
106040,67,22,207,70
106041,67,22,207,70
106042,67,22,207,70
106043,67,22,207,70
106044,67,22,207,70
106045,67,22,207,70
106046,67,22,207,70
106047,67,22,207,70
106048,67,22,207,70
106049,67,22,207,70
106050,67,22,207,70
106051,67,22,207,70
106052,67,22,35,70
106053,67,22,35,70
106054,67,22,35,70
106055,67,22,35,70
106056,67,22,35,141
106057,67,22,35,141
106058,67,22,35,141
106059,67,22,35,141
106060,67,22,35,141
106061,67,22,35,141
106062,67,22,35,141
106063,67,22,35,141
106064,67,22,35,141
106065,67,22,35,141
106066,67,22,35,141
106067,67,22,35,141
106068,67,22,35,141
106069,67,22,35,141
106070,67,22,35,141
106071,67,22,35,141
106072,67,22,35,141
106073,67,22,35,141
106074,67,22,35,141
106075,67,22,35,141
106076,67,22,35,141
106077,67,22,35,141
106078,67,22,35,141
106079,67,22,35,141
106080,67,22,35,141
106081,67,22,35,141
106744,67,22,207,70
106745,67,22,207,70
106746,67,22,207,70
106747,67,22,207,70
106748,67,22,207,70
106749,67,22,207,70
106750,67,22,207,70
106751,67,22,207,70
106752,67,22,207,70
106753,67,22,207,70
106754,67,22,207,70
106755,67,22,207,70
106756,67,22,207,70
106757,67,22,207,70
106758,67,22,207,70
106759,67,22,207,70
106760,67,22,207,70
106761,67,22,207,70
106762,67,22,207,70
106763,67,22,207,70
106764,67,22,207,70
106765,67,22,207,70
106766,67,22,207,70
106767,67,22,207,70
106768,67,22,207,70
106769,67,22,207,70
106770,67,22,207,70
106771,67,22,35,70
106772,67,22,35,70
106773,67,22,35,70
106774,67,22,35,70
106775,67,22,35,70
106776,67,22,35,141
106777,67,22,35,141
106778,67,22,35,141
106779,67,22,35,141
106780,67,22,35,141
106781,67,22,35,141
106782,67,22,35,141
106783,67,22,35,141
106784,67,22,35,141
106785,67,22,35,141
106786,67,22,35,141
106787,67,22,35,141
106788,67,22,35,141
106789,67,22,35,141
106790,67,22,35,141
106791,67,22,35,141
106792,67,22,35,141
106793,67,22,35,141
106794,67,22,35,141
106795,67,22,35,141
106796,67,22,35,141
106797,67,22,35,141
106798,67,22,35,141
106799,67,22,35,141
106800,67,22,35,141
106801,67,22,35,141
107473,67,22,207,70
107474,67,22,207,70
107475,67,22,207,70
107476,67,22,207,70
107477,67,22,207,70
107478,67,22,207,70
107479,67,22,207,70
107480,67,22,207,70
107481,67,22,207,70
107482,67,22,207,70
107483,67,22,207,70
107484,67,22,207,70
107485,67,22,207,70
107486,67,22,207,70
107487,67,22,207,70
107488,67,22,207,70
107489,67,22,207,70
107490,67,22,35,70
107491,67,22,35,70
107492,67,22,35,70
107493,67,22,35,70
107494,67,22,35,70
107495,67,22,35,70
107496,67,22,35,141
107497,67,22,35,141
107498,67,22,35,141
107499,67,22,35,141
107500,67,22,35,141
107501,67,22,35,141
107502,67,22,35,141
107503,67,22,35,141
107504,67,22,35,141
107505,67,22,35,141
107506,67,22,35,141
107507,67,22,35,141
107508,67,22,35,141
107509,67,22,35,141
107510,67,22,35,141
107511,67,22,35,141
107512,67,22,35,141
107513,67,22,35,141
107514,67,22,35,141
107515,67,22,35,141
107516,67,22,35,141
107517,67,22,35,141
107518,67,22,35,141
107519,67,22,35,141
107520,67,22,35,141
107521,67,22,35,141
108194,67,22,207,70
108195,67,22,207,70
108197,67,22,207,70
108198,67,22,207,70
108199,67,22,207,70
108200,67,22,207,70
108201,67,22,207,70
108202,67,22,207,70
108203,67,22,207,70
108204,67,22,207,70
108205,67,22,207,70
108206,67,22,207,70
108207,67,22,207,70
108208,67,22,207,70
108209,67,22,35,70
108210,67,22,35,70
108211,67,22,35,70
108212,67,22,35,70
108213,67,22,35,70
108214,67,22,35,70
108215,67,22,35,70
108216,67,22,35,141
108217,67,22,35,141
108218,67,22,35,141
108219,67,22,35,141
108220,67,22,35,141
108221,67,22,35,141
108222,67,22,35,141
108223,67,22,35,141
108224,67,22,35,141
108225,67,22,35,141
108226,67,22,35,141
108227,67,22,35,141
108228,67,22,35,141
108229,67,22,35,141
108230,67,22,35,141
108231,67,22,35,141
108232,67,22,35,141
108233,67,22,35,141
108234,67,22,35,141
108235,67,22,35,141
108236,67,22,35,141
108237,67,22,35,141
108238,67,22,35,141
108239,67,22,35,141
108240,67,22,35,141
108241,67,22,35,141
108914,67,22,207,70
108915,67,22,207,70
108916,67,22,207,70
108917,67,22,207,70
108918,67,22,207,70
108919,67,22,207,70
108920,67,22,207,70
108921,67,22,207,70
108922,67,22,207,70
108923,67,22,207,70
108924,67,22,207,70
108925,67,22,207,70
108926,67,22,207,70
108927,67,22,207,70
108928,67,22,35,70
108929,67,22,35,70
108930,67,22,35,70
108931,67,22,35,70
108932,67,22,35,70
108933,67,22,35,70
108934,67,22,35,70
108935,67,22,35,70
108936,67,22,35,141
108937,67,22,35,141
108938,67,22,35,141
108939,67,22,35,141
108940,67,22,35,141
108941,67,22,35,141
108942,67,22,35,141
108943,67,22,35,141
108944,67,22,35,141
108945,67,22,35,141
108946,67,22,35,141
108947,67,22,35,141
108948,67,22,35,141
108949,67,22,35,141
108950,67,22,35,141
108951,67,22,35,141
108952,67,22,35,141
108953,67,22,35,141
108954,67,22,35,141
108955,67,22,35,141
108956,67,22,35,141
108957,67,22,35,141
108958,67,22,35,141
108959,67,22,35,141
108960,67,22,35,141
108961,67,22,35,141
109633,67,22,207,70
109634,67,22,207,70
109635,67,22,207,70
109636,67,22,207,70
109637,67,22,207,70
109638,67,22,207,70
109639,67,22,207,70
109640,67,22,207,70
109641,67,22,207,70
109642,67,22,207,70
109643,67,22,207,70
109644,67,22,207,70
109645,67,22,207,70
109646,67,22,207,70
109647,67,22,35,70
109648,67,22,35,70
109649,67,22,35,70
109650,67,22,35,70
109651,67,22,35,70
109652,67,22,35,70
109653,67,22,35,70
109654,67,22,35,70
109655,67,22,35,70
109656,67,22,35,141
109657,67,22,35,141
109658,67,22,35,141
109659,67,22,35,141
109660,67,22,35,141
109661,67,22,35,141
109662,67,22,35,141
109663,67,22,35,141
109664,67,22,35,141
109665,67,22,35,141
109666,67,22,35,141
109667,67,22,35,141
109668,67,22,35,141
109669,67,22,35,141
109670,67,22,35,141
109671,67,22,35,141
109672,67,22,35,141
109673,67,22,35,141
109674,67,22,35,141
109675,67,22,35,141
109676,67,22,35,141
109677,67,22,35,141
109678,67,22,35,141
109679,67,22,35,141
109680,67,22,35,141
109681,67,22,35,141
110353,67,22,207,70
110354,67,22,207,70
110356,67,22,207,70
110357,67,22,207,70
110358,67,22,207,70
110359,67,22,207,70
110360,67,22,207,70
110361,67,22,207,70
110362,67,22,207,70
110363,67,22,207,70
110364,67,22,207,70
110365,67,22,207,70
110366,67,22,35,70
110367,67,22,35,70
110368,67,22,35,70
110369,67,22,35,70
110370,67,22,35,70
110371,67,22,35,70
110372,67,22,35,70
110373,67,22,35,70
110374,67,22,35,70
110375,67,22,35,141
110376,67,22,35,141
110377,67,22,35,141
110378,67,22,35,141
110379,67,22,35,141
110380,67,22,35,141
110381,67,22,35,141
110382,67,22,35,141
110383,67,22,35,141
110384,67,22,35,141
110385,67,22,35,141
110386,67,22,35,141
110387,67,22,35,141
110388,67,22,35,141
110389,67,22,35,141
110390,67,22,35,141
110391,67,22,35,141
110392,67,22,35,141
110393,67,22,35,141
110394,67,22,35,141
110395,67,22,35,141
110396,67,22,35,141
110397,67,22,35,141
110398,67,22,35,141
110399,67,22,35,141
110400,67,22,35,141
110401,67,22,35,141
111073,67,22,207,70
111074,67,22,207,70
111075,67,22,207,70
111076,67,22,207,70
111077,67,22,207,70
111078,67,22,207,70
111079,67,22,207,70
111080,67,22,207,70
111081,67,22,207,70
111082,67,22,207,70
111083,67,22,207,70
111084,67,22,207,70
111085,67,22,35,70
111086,67,22,35,70
111087,67,22,35,70
111088,67,22,35,70
111089,67,22,35,70
111090,67,22,35,70
111091,67,22,35,70
111092,67,22,35,70
111093,67,22,35,70
111094,67,22,35,70
111095,67,22,35,141
111096,67,22,35,141
111097,67,22,35,141
111098,67,22,35,141
111099,67,22,35,141
111100,67,22,35,141
111101,67,22,35,141
111102,67,22,35,141
111103,67,22,35,141
111104,67,22,35,141
111105,67,22,35,141
111106,67,22,35,141
111107,67,22,35,141
111108,67,22,35,141
111109,67,22,35,141
111110,67,22,35,141
111111,67,22,35,141
111112,67,22,35,141
111113,67,22,35,141
111114,67,22,35,141
111115,67,22,35,141
111116,67,22,35,141
111117,67,22,35,141
111118,67,22,35,141
111119,67,22,35,141
111120,67,22,35,141
111121,67,22,35,141
111793,67,22,207,70
111794,67,22,207,70
111795,67,22,207,70
111796,67,22,207,70
111797,67,22,207,70
111798,67,22,207,70
111799,67,22,207,70
111800,67,22,207,70
111801,67,22,207,70
111802,67,22,207,70
111803,67,22,207,70
111804,67,22,35,70
111805,67,22,35,70
111806,67,22,35,70
111807,67,22,35,70
111808,67,22,35,70
111809,67,22,35,70
111810,67,22,35,70
111811,67,22,35,70
111812,67,22,35,70
111813,67,22,35,70
111814,67,22,35,70
111815,67,22,35,141
111816,67,22,35,141
111817,67,22,35,141
111818,67,22,35,141
111819,67,22,35,141
111820,67,22,35,141
111821,67,22,35,141
111822,67,22,35,141
111823,67,22,35,141
111824,67,22,35,141
111825,67,22,35,141
111826,67,22,35,141
111827,67,22,35,141
111828,67,22,35,141
111829,67,22,35,141
111830,67,22,35,141
111831,67,22,35,141
111832,67,22,35,141
111833,67,22,35,141
111834,67,22,35,141
111835,67,22,35,141
111836,67,22,35,141
111837,67,22,35,141
111838,67,22,35,141
111839,67,22,35,141
111840,67,22,35,141
111841,67,22,35,141
112514,67,22,207,70
112515,67,22,207,70
112516,67,22,207,70
112517,67,22,207,70
112518,67,22,207,70
112519,67,22,207,70
112520,67,22,207,70
112521,67,22,207,70
112522,67,22,207,70
112523,67,22,35,70
112524,67,22,35,70
112525,67,22,35,70
112526,67,22,35,70
112527,67,22,35,70
112528,67,22,35,70
112529,67,22,35,70
112530,67,22,35,70
112531,67,22,35,70
112532,67,22,35,70
112533,67,22,35,70
112534,67,22,35,70
112535,67,22,35,141
112536,67,22,35,141
112537,67,22,35,141
112538,67,22,35,141
112539,67,22,35,141
112540,67,22,35,141
112541,67,22,35,141
112542,67,22,35,141
112543,67,22,35,141
112544,67,22,35,141
112545,67,22,35,141
112546,67,22,35,141
112547,67,22,35,141
112548,67,22,35,141
112549,67,22,35,141
112550,67,22,35,141
112551,67,22,35,141
112552,67,22,35,141
112553,67,22,35,141
112554,67,22,35,141
112555,67,22,35,141
112556,67,22,35,141
112557,67,22,35,141
112558,67,22,35,141
112559,67,22,35,141
112560,67,22,35,141
112561,67,22,35,141
113252,67,22,35,70
113253,67,22,35,70
113254,67,22,35,70
113257,67,22,35,141
113258,67,22,35,141
113259,67,22,35,141
113260,67,22,35,141
113262,67,22,35,141
113272,67,22,35,141
113273,67,22,35,141
113977,67,22,35,141
113978,67,22,35,141
113992,67,22,35,141
113993,67,22,35,141
114697,67,22,35,141
114698,67,22,35,141
115416,67,22,35,141
115417,67,22,35,141
115418,67,22,35,141
116137,67,22,35,141
116138,67,22,35,141
144288,64,85,21,93
34587,47,55,132,351
36036,47,55,132,351
67234,99,11,221,356
67235,99,11,221,356
67236,99,11,221,356
67237,99,11,221,356
67238,99,11,221,356
67239,99,11,221,356
67240,99,11,221,356
67241,99,11,221,356
67242,99,11,221,356
67243,99,11,221,356
67244,99,11,221,356
67245,99,11,221,356
67246,99,11,221,356
67247,99,11,221,356
67248,99,11,221,356
67249,99,11,221,356
67250,99,11,221,356
67251,99,11,221,356
67252,99,11,221,356
67253,99,11,221,356
67254,99,11,221,356
67255,99,11,221,356
67256,99,11,221,356
67257,99,11,221,356
67258,99,11,221,356
67259,99,11,221,179
67260,99,11,221,179
67261,99,11,221,179
67262,99,11,221,179
67263,99,11,221,179
67264,99,11,221,179
67265,99,11,221,179
67266,99,11,221,179
67267,99,11,221,179
67268,99,11,221,179
67269,99,11,221,179
67270,99,11,221,179
67271,99,11,221,179
67272,99,11,221,179
67273,99,11,221,179
67274,99,11,221,179
67275,99,11,221,179
67276,99,11,221,179
67277,99,11,221,179
67278,99,11,221,179
67279,99,11,221,179
67280,99,11,221,179
67281,99,11,221,81
67282,99,11,221,81
67283,99,11,221,81
67284,99,11,221,81
67285,99,11,221,81
67286,99,11,221,81
67287,99,11,221,81
67288,99,11,221,81
67289,99,11,221,81
67290,99,11,221,81
67291,99,11,221,81
67292,99,11,221,81
67293,99,11,221,81
67294,99,11,221,81
67295,99,11,221,81
67296,99,11,221,81
67297,99,11,221,81
67298,99,11,221,81
67299,99,11,221,81
67300,99,11,221,81
67301,99,11,221,81
67954,99,11,221,356
67955,99,11,221,356
67956,99,11,221,356
67957,99,11,221,356
67958,99,11,221,356
67959,99,11,221,356
67960,99,11,221,356
67961,99,11,221,356
67962,99,11,221,356
67963,99,11,221,356
67964,99,11,221,356
67965,99,11,221,356
67966,99,11,221,356
67967,99,11,221,356
67968,99,11,221,356
67969,99,11,221,356
67970,99,11,221,356
67971,99,11,221,356
67972,99,11,221,356
67973,99,11,221,356
67974,99,11,221,356
67975,99,11,221,356
67976,99,11,221,356
67977,99,11,221,356
67978,99,11,221,179
67979,99,11,221,179
67980,99,11,221,179
67981,99,11,221,179
67982,99,11,221,179
67983,99,11,221,179
67984,99,11,221,179
67985,99,11,221,179
67986,99,11,221,179
67987,99,11,221,179
67988,99,11,221,179
67989,99,11,221,179
67990,99,11,221,179
67991,99,11,221,179
67992,99,11,221,179
67993,99,11,221,179
67994,99,11,221,179
67995,99,11,221,179
67996,99,11,221,179
67997,99,11,221,179
67998,99,11,221,179
67999,99,11,221,179
68e3,99,11,221,179
68001,99,11,221,81
68002,99,11,221,81
68003,99,11,221,81
68004,99,11,221,81
68005,99,11,221,81
68006,99,11,221,81
68007,99,11,221,81
68008,99,11,221,81
68009,99,11,221,81
68010,99,11,221,81
68011,99,11,221,81
68012,99,11,221,81
68013,99,11,221,81
68014,99,11,221,81
68015,99,11,221,81
68016,99,11,221,81
68017,99,11,221,81
68018,99,11,221,81
68019,99,11,221,81
68020,99,11,221,81
68021,99,11,221,81
68674,99,11,221,356
68675,99,11,221,356
68676,99,11,221,356
68677,99,11,221,356
68678,99,11,221,356
68679,99,11,221,356
68680,99,11,221,356
68681,99,11,221,356
68682,99,11,221,356
68683,99,11,221,356
68684,99,11,221,356
68685,99,11,221,356
68686,99,11,221,356
68687,99,11,221,356
68688,99,11,221,356
68689,99,11,221,356
68690,99,11,221,356
68691,99,11,221,356
68692,99,11,221,356
68693,99,11,221,356
68694,99,11,221,356
68695,99,11,221,356
68696,99,11,221,356
68697,99,11,221,356
68698,99,11,221,179
68699,99,11,221,179
68700,99,11,221,179
68701,99,11,221,179
68702,99,11,221,179
68703,99,11,221,179
68704,99,11,221,179
68705,99,11,221,179
68706,99,11,221,179
68707,99,11,221,179
68708,99,11,221,179
68709,99,11,221,179
68710,99,11,221,179
68711,99,11,221,179
68712,99,11,221,179
68713,99,11,221,179
68714,99,11,221,179
68715,99,11,221,179
68716,99,11,221,179
68717,99,11,221,179
68718,99,11,221,179
68719,99,11,221,179
68720,99,11,221,81
68721,99,11,221,81
68722,99,11,221,81
68723,99,11,221,81
68724,99,11,221,81
68725,99,11,221,81
68726,99,11,221,81
68727,99,11,221,81
68728,99,11,221,81
68729,99,11,221,81
68730,99,11,221,81
68731,99,11,221,81
68732,99,11,221,81
68733,99,11,221,81
68734,99,11,221,81
68735,99,11,221,81
68736,99,11,221,81
68737,99,11,221,81
68738,99,11,221,81
68739,99,11,221,81
68740,99,11,221,81
68741,99,11,221,81
69394,99,11,221,356
69395,99,11,221,356
69396,99,11,221,356
69397,99,11,221,356
69398,99,11,221,356
69399,99,11,221,356
69400,99,11,221,356
69401,99,11,221,356
69402,99,11,221,356
69403,99,11,221,356
69404,99,11,221,356
69405,99,11,221,356
69406,99,11,221,356
69407,99,11,221,356
69408,99,11,221,356
69409,99,11,221,356
69410,99,11,221,356
69411,99,11,221,356
69412,99,11,221,356
69413,99,11,221,356
69414,99,11,221,356
69415,99,11,221,356
69416,99,11,221,356
69417,99,11,221,179
69418,99,11,221,179
69419,99,11,221,179
69420,99,11,221,179
69421,99,11,221,179
69422,99,11,221,179
69423,99,11,221,179
69424,99,11,221,179
69425,99,11,221,179
69426,99,11,221,179
69427,99,11,221,179
69428,99,11,221,179
69429,99,11,221,179
69430,99,11,221,179
69431,99,11,221,179
69432,99,11,221,179
69433,99,11,221,179
69434,99,11,221,179
69435,99,11,221,179
69436,99,11,221,179
69437,99,11,221,179
69438,99,11,221,179
69439,99,11,221,179
69440,99,11,221,81
69441,99,11,221,81
69442,99,11,221,81
69443,99,11,221,81
69444,99,11,221,81
69445,99,11,221,81
69446,99,11,221,81
69447,99,11,221,81
69448,99,11,221,81
69449,99,11,221,81
69450,99,11,221,81
69451,99,11,221,81
69452,99,11,221,81
69453,99,11,221,81
69454,99,11,221,81
69455,99,11,221,81
69456,99,11,221,81
69457,99,11,221,81
69458,99,11,221,81
69459,99,11,221,81
69460,99,11,221,81
69461,99,11,221,81
70114,99,11,221,356
70115,99,11,221,356
70116,99,11,221,356
70117,99,11,221,356
70118,99,11,221,356
70119,99,11,221,356
70120,99,11,221,356
70121,99,11,221,356
70122,99,11,221,356
70123,99,11,221,356
70124,99,11,221,356
70125,99,11,221,356
70126,99,11,221,356
70127,99,11,221,356
70128,99,11,221,356
70129,99,11,221,356
70130,99,11,221,356
70131,99,11,221,356
70132,99,11,221,356
70133,99,11,221,356
70134,99,11,221,356
70135,99,11,221,356
70136,99,11,221,356
70137,99,11,221,179
70138,99,11,221,179
70139,99,11,221,179
70140,99,11,221,179
70141,99,11,221,179
70142,99,11,221,179
70143,99,11,221,179
70144,99,11,221,179
70145,99,11,221,179
70146,99,11,221,179
70147,99,11,221,179
70148,99,11,221,179
70149,99,11,221,179
70150,99,11,221,179
70151,99,11,221,179
70152,99,11,221,179
70153,99,11,221,179
70154,99,11,221,179
70155,99,11,221,179
70156,99,11,221,179
70157,99,11,221,179
70158,99,11,221,179
70159,99,11,221,179
70160,99,11,221,81
70161,99,11,221,81
70162,99,11,221,81
70163,99,11,221,81
70164,99,11,221,81
70165,99,11,221,81
70166,99,11,221,81
70167,99,11,221,81
70168,99,11,221,81
70169,99,11,221,81
70170,99,11,221,81
70171,99,11,221,81
70172,99,11,221,81
70173,99,11,221,81
70174,99,11,221,81
70175,99,11,221,81
70176,99,11,221,81
70177,99,11,221,81
70178,99,11,221,81
70179,99,11,221,81
70180,99,11,221,81
70181,99,11,221,81
70834,99,11,221,356
70835,99,11,221,356
70836,99,11,221,356
70837,99,11,221,356
70838,99,11,221,356
70839,99,11,221,356
70840,99,11,221,356
70841,99,11,221,356
70842,99,11,221,356
70843,99,11,221,356
70844,99,11,221,356
70845,99,11,221,356
70846,99,11,221,356
70847,99,11,221,356
70848,99,11,221,356
70849,99,11,221,356
70850,99,11,221,356
70851,99,11,221,356
70852,99,11,221,356
70853,99,11,221,356
70854,99,11,221,356
70855,99,11,221,356
70856,99,11,221,356
70857,99,11,221,179
70858,99,11,221,179
70859,99,11,221,179
70860,99,11,221,179
70861,99,11,221,179
70862,99,11,221,179
70863,99,11,221,179
70864,99,11,221,179
70865,99,11,221,179
70866,99,11,221,179
70867,99,11,221,179
70868,99,11,221,179
70869,99,11,221,179
70870,99,11,221,179
70871,99,11,221,179
70872,99,11,221,179
70873,99,11,221,179
70874,99,11,221,179
70875,99,11,221,179
70876,99,11,221,179
70877,99,11,221,179
70878,99,11,221,179
70879,99,11,221,179
70880,99,11,221,81
70881,99,11,221,81
70882,99,11,221,81
70883,99,11,221,81
70884,99,11,221,81
70885,99,11,221,81
70886,99,11,221,81
70887,99,11,221,81
70888,99,11,221,81
70889,99,11,221,81
70890,99,11,221,81
70891,99,11,221,81
70892,99,11,221,81
70893,99,11,221,81
70894,99,11,221,81
70895,99,11,221,81
70896,99,11,221,81
70897,99,11,221,81
70898,99,11,221,81
70899,99,11,221,81
70900,99,11,221,81
70901,99,11,221,81
71554,99,11,221,356
71555,99,11,221,356
71556,99,11,221,356
71557,99,11,221,356
71558,99,11,221,356
71559,99,11,221,356
71560,99,11,221,356
71561,99,11,221,356
71562,99,11,221,356
71563,99,11,221,356
71564,99,11,221,356
71565,99,11,221,356
71566,99,11,221,356
71567,99,11,221,356
71568,99,11,221,356
71569,99,11,221,356
71570,99,11,221,356
71571,99,11,221,356
71572,99,11,221,356
71573,99,11,221,356
71574,99,11,221,356
71575,99,11,221,356
71576,99,11,221,179
71577,99,11,221,179
71578,99,11,221,179
71579,99,11,221,179
71580,99,11,221,179
71581,99,11,221,179
71582,99,11,221,179
71583,99,11,221,179
71584,99,11,221,179
71585,99,11,221,179
71586,99,11,221,179
71587,99,11,221,179
71588,99,11,221,179
71589,99,11,221,179
71590,99,11,221,179
71591,99,11,221,179
71592,99,11,221,179
71593,99,11,221,179
71594,99,11,221,179
71595,99,11,221,179
71596,99,11,221,179
71597,99,11,221,179
71598,99,11,221,179
71599,99,11,221,179
71600,99,11,221,81
71601,99,11,221,81
71602,99,11,221,81
71603,99,11,221,81
71604,99,11,221,81
71605,99,11,221,81
71606,99,11,221,81
71607,99,11,221,81
71608,99,11,221,81
71609,99,11,221,81
71610,99,11,221,81
71611,99,11,221,81
71612,99,11,221,81
71613,99,11,221,81
71614,99,11,221,81
71615,99,11,221,81
71616,99,11,221,81
71617,99,11,221,81
71618,99,11,221,81
71619,99,11,221,81
71620,99,11,221,81
71621,99,11,221,81
72274,99,11,221,356
72275,99,11,221,356
72276,99,11,221,356
72277,99,11,221,356
72278,99,11,221,356
72279,99,11,221,356
72280,99,11,221,356
72281,99,11,221,356
72282,99,11,221,356
72283,99,11,221,356
72284,99,11,221,356
72285,99,11,221,356
72286,99,11,221,356
72287,99,11,221,356
72288,99,11,221,356
72289,99,11,221,356
72290,99,11,221,356
72291,99,11,221,356
72292,99,11,221,356
72293,99,11,221,356
72294,99,11,221,356
72295,99,11,221,356
72296,99,11,221,179
72297,99,11,221,179
72298,99,11,221,179
72299,99,11,221,179
72300,99,11,221,179
72301,99,11,221,179
72302,99,11,221,179
72303,99,11,221,179
72304,99,11,221,179
72305,99,11,221,179
72306,99,11,221,179
72307,99,11,221,179
72308,99,11,221,179
72309,99,11,221,179
72310,99,11,221,179
72311,99,11,221,179
72312,99,11,221,179
72313,99,11,221,179
72314,99,11,221,179
72315,99,11,221,179
72316,99,11,221,179
72317,99,11,221,179
72318,99,11,221,179
72319,99,11,221,81
72320,99,11,221,81
72321,99,11,221,81
72322,99,11,221,81
72323,99,11,221,81
72324,99,11,221,81
72325,99,11,221,81
72326,99,11,221,81
72327,99,11,221,81
72328,99,11,221,81
72329,99,11,221,81
72330,99,11,221,81
72331,99,11,221,81
72332,99,11,221,81
72333,99,11,221,81
72334,99,11,221,81
72335,99,11,221,81
72336,99,11,221,81
72337,99,11,221,81
72338,99,11,221,81
72339,99,11,221,81
72340,99,11,221,81
72341,99,11,221,81
73018,99,11,221,179
73019,99,11,221,179
73020,99,11,221,179
73021,99,11,221,179
73022,99,11,221,179
73023,99,11,221,179
73024,99,11,221,179
73025,99,11,221,179
73026,99,11,221,179
73027,99,11,221,179
73028,99,11,221,179
73029,99,11,221,179
73030,99,11,221,179
73031,99,11,221,179
73032,99,11,221,179
73033,99,11,221,179
73034,99,11,221,179
73035,99,11,221,179
73036,99,11,221,179
73037,99,11,221,179
73038,99,11,221,179
73039,99,11,221,81
73040,99,11,221,81
73041,99,11,221,81
73042,99,11,221,81
73043,99,11,221,81
73044,99,11,221,81
73045,99,11,221,81
73046,99,11,221,81
73047,99,11,221,81
73048,99,11,221,81
73049,99,11,221,81
73050,99,11,221,81
73051,99,11,221,81
73052,99,11,221,81
73053,99,11,221,81
73054,99,11,221,81
73055,99,11,221,81
73056,99,11,221,81
73057,99,11,221,81
73058,99,11,221,81
73059,99,11,221,81
73060,99,11,221,81
73061,99,11,221,81
73738,99,11,221,179
73739,99,11,221,179
73740,99,11,221,179
73741,99,11,221,179
73742,99,11,221,179
73743,99,11,221,179
73744,99,11,221,179
73745,99,11,221,179
73746,99,11,221,179
