loiczid,clust_100,clust_150,clust_250,clust_500
178423,51,74,98,322
178424,51,74,98,322
178425,51,74,98,322
178426,51,74,98,322
178427,51,74,98,322
178428,51,74,98,322
178429,51,74,98,322
178430,51,74,98,322
178431,51,74,98,322
178440,51,74,98,322
178441,51,74,98,322
178442,51,74,98,322
178443,51,74,98,322
178444,51,74,98,322
178445,51,74,98,322
178446,51,74,98,322
178447,51,74,98,322
178448,51,74,98,322
178449,51,74,98,322
178450,51,74,98,322
178451,51,74,98,322
178452,51,74,98,322
178453,51,74,98,322
178466,51,74,98,322
178467,51,74,98,322
178468,51,74,98,322
178469,51,74,98,322
178470,51,74,98,322
178471,51,74,98,322
178475,51,74,98,322
178476,51,74,98,322
179140,51,74,98,322
179141,51,74,98,322
179142,51,74,98,322
179143,51,74,98,322
179144,51,74,98,322
179145,51,74,98,322
179146,51,74,98,322
179147,51,74,98,322
179148,51,74,98,322
179149,51,74,98,322
179150,51,74,98,322
179151,51,74,98,322
179152,51,74,98,322
179158,51,74,98,322
179159,51,74,98,322
179160,51,74,98,322
179161,51,74,98,322
179162,51,74,98,322
179163,51,74,98,322
179164,51,74,98,322
179165,51,74,98,322
179166,51,74,98,322
179167,51,74,98,322
179168,51,74,98,322
179169,51,74,98,322
179170,51,74,98,322
179171,51,74,98,322
179172,51,74,98,322
179173,51,74,98,322
179186,51,74,98,322
179187,51,74,98,322
179188,51,74,98,322
179189,51,74,98,322
179190,51,74,98,322
179191,51,74,98,322
179193,51,74,98,322
179195,51,74,98,322
179196,51,74,98,322
179197,51,74,98,322
179860,51,74,98,322
179861,51,74,98,322
179862,51,74,98,322
179863,51,74,98,322
179864,51,74,98,322
179865,51,74,98,322
179866,51,74,98,322
179867,51,74,98,322
179868,51,74,98,322
179869,51,74,98,322
179870,51,74,98,322
179871,51,74,98,322
179872,51,74,98,322
179873,51,74,98,322
179875,51,74,98,322
179877,51,74,98,322
179878,51,74,98,322
179879,51,74,98,322
179880,51,74,98,322
179881,51,74,98,322
179882,51,74,98,322
179883,51,74,98,322
179884,51,74,98,322
179885,51,74,98,322
179886,51,74,98,322
179887,51,74,98,322
179888,51,74,98,322
179889,51,74,98,322
179890,51,74,98,322
179891,51,74,98,322
179892,51,74,98,322
179893,51,74,98,322
179906,51,74,98,322
179907,51,74,98,322
179908,51,74,98,322
179909,51,74,98,322
179910,51,74,98,322
179911,51,74,98,322
179913,51,74,98,322
179914,51,74,98,322
179915,51,74,98,322
180580,51,74,98,322
180581,51,74,98,322
180582,51,74,98,322
180583,51,74,98,322
180584,51,74,98,322
180585,51,74,98,322
180586,51,74,98,322
180587,51,74,98,322
180588,51,74,98,322
180589,51,74,98,322
180590,51,74,98,322
180591,51,74,98,322
180592,51,74,98,322
180593,51,74,98,322
180594,51,74,98,322
180595,51,74,98,322
180596,51,74,98,322
180597,51,74,98,322
180598,51,74,98,322
180599,51,74,98,322
180600,51,74,98,322
180601,51,74,98,322
180602,51,74,98,322
180603,51,74,98,322
180604,51,74,98,322
180605,51,74,98,322
180606,51,74,98,322
180607,51,74,98,322
180608,51,74,98,322
180609,51,74,98,322
180610,51,74,98,322
180611,51,74,98,322
180612,51,74,98,322
180613,51,74,98,322
180626,51,74,98,322
180627,51,74,98,322
180628,51,74,98,322
180629,51,74,98,322
180630,51,74,98,322
180631,51,74,98,322
180632,51,74,98,322
180633,51,74,98,322
180634,51,74,98,322
180635,51,74,98,322
180636,51,74,98,322
180637,51,74,98,322
181300,51,74,98,322
181301,51,74,98,322
181302,51,74,98,322
181303,51,74,98,322
181304,51,74,98,322
181305,51,74,98,322
181306,51,74,98,322
181307,51,74,98,322
181308,51,74,98,322
181309,51,74,98,322
181310,51,74,98,322
181311,51,74,98,322
181312,51,74,98,322
181313,51,74,98,322
181314,51,74,98,322
181315,51,74,98,322
181316,51,74,98,322
181317,51,74,98,322
181318,51,74,98,322
181319,51,74,98,322
181320,51,74,98,322
181321,51,74,98,322
181322,51,74,98,322
181323,51,74,98,322
181324,51,74,98,322
181325,51,74,98,322
181355,51,74,98,322
181356,51,74,98,322
181357,51,74,98,322
181358,51,74,98,322
181359,51,74,98,322
182020,51,74,98,322
182021,51,74,98,322
182022,51,74,98,322
182023,51,74,98,322
182024,51,74,98,322
182025,51,74,98,322
182026,51,74,98,322
182027,51,74,98,322
182028,51,74,98,322
182029,51,74,98,322
182030,51,74,98,322
182031,51,74,98,322
182032,51,74,98,322
182033,51,74,98,322
182034,51,74,98,322
182035,51,74,98,322
182036,51,74,98,322
182037,51,74,98,322
182038,51,74,98,322
182039,51,74,98,322
182040,51,74,98,322
182041,51,74,98,322
182042,51,74,98,322
182043,51,74,98,322
182044,51,74,98,322
182045,51,74,98,322
182074,51,74,98,322
182075,51,74,98,322
182076,51,74,98,322
182077,51,74,98,322
182078,51,74,98,322
182079,51,74,98,322
182080,51,74,98,322
182740,51,74,98,322
182741,51,74,98,322
182742,51,74,98,322
182743,51,74,98,322
182744,51,74,98,322
182745,51,74,98,322
182746,51,74,98,322
182747,51,74,98,322
182748,51,74,98,322
182749,51,74,98,322
182750,51,74,98,322
182751,51,74,98,322
182752,51,74,98,322
182753,51,74,98,322
182754,51,74,98,322
182755,51,74,98,322
182756,51,74,98,322
182757,51,74,98,322
182758,51,74,98,322
182759,51,74,98,322
182760,51,74,98,322
182761,51,74,98,322
182762,51,74,98,322
182763,51,74,98,322
182764,51,74,98,322
182765,51,74,98,322
182794,51,74,98,322
182795,51,74,98,322
182797,51,74,98,322
182798,51,74,98,322
182799,51,74,98,322
182800,51,74,98,322
183460,51,74,98,322
183461,51,74,98,322
183462,51,74,98,322
183463,51,74,98,322
183464,51,74,98,322
183465,51,74,98,322
183466,51,74,98,322
183467,51,74,98,322
183468,51,74,98,322
183469,51,74,98,322
183470,51,74,98,322
183471,51,74,98,322
183472,51,74,98,322
183473,51,74,98,322
183474,51,74,98,322
183475,51,74,98,322
183476,51,74,98,322
183477,51,74,98,322
183478,51,74,98,322
183479,51,74,98,322
183480,51,74,98,322
183481,51,74,98,322
183482,51,74,98,322
183483,51,74,98,322
183484,51,74,98,322
183485,51,74,98,322
183514,51,74,98,322
183515,51,74,98,322
183516,51,74,98,322
183517,51,74,98,322
183518,51,74,98,322
183519,51,74,98,322
183520,51,74,98,322
183521,51,74,98,322
184238,51,74,98,322
184239,51,74,98,322
184240,51,74,98,322
184241,51,74,98,322
184242,51,74,98,322
184958,51,74,98,322
184959,51,74,98,322
184960,51,74,98,322
184961,51,74,98,322
184962,51,74,98,322
184963,51,74,98,322
184964,51,74,98,322
184965,51,74,98,322
184966,51,74,98,322
184969,51,74,98,322
184970,51,74,98,322
184971,51,74,98,322
185678,51,74,98,322
185679,51,74,98,322
185680,51,74,98,322
185681,51,74,98,322
185682,51,74,98,322
185683,51,74,98,322
185684,51,74,98,322
185685,51,74,98,322
185686,51,74,98,322
185687,51,74,98,322
185688,51,74,98,322
185689,51,74,98,322
185690,51,74,98,322
185691,51,74,98,322
185692,51,74,98,322
185693,51,74,98,322
186398,51,74,98,322
186399,51,74,98,322
186400,51,74,98,322
186401,51,74,98,322
186402,51,74,98,322
186403,51,74,98,322
186404,51,74,98,322
186405,51,74,98,322
186406,51,74,98,322
186407,51,74,98,322
186408,51,74,98,322
186409,51,74,98,322
186410,51,74,98,322
186411,51,74,98,322
186412,51,74,98,322
186413,51,74,98,322
208306,31,47,92,226
208307,31,47,92,226
33861,10,58,54,421
33862,10,58,54,421
33863,10,58,54,421
33864,10,58,54,421
33865,10,58,54,421
34561,10,58,54,250
34562,10,58,54,250
34563,10,58,54,250
34564,10,58,54,250
34566,10,58,54,250
34567,10,58,54,250
34568,10,58,54,250
34580,10,58,54,421
34581,10,58,54,421
34582,10,58,54,421
34583,10,58,54,421
34584,10,58,54,421
34585,10,58,54,421
35281,10,58,54,250
35282,10,58,54,250
35283,10,58,54,250
35284,10,58,54,250
35285,10,58,54,250
35286,10,58,54,250
35287,10,58,54,250
35288,10,58,54,250
35289,10,58,54,250
35296,10,58,54,421
35297,10,58,54,421
35298,10,58,54,421
35299,10,58,54,421
35300,10,58,54,421
35301,10,58,54,421
35302,10,58,54,421
35303,10,58,54,421
35304,10,58,54,421
35305,10,58,54,421
35306,10,58,54,421
35307,10,58,54,421
36002,10,58,54,250
36003,10,58,54,250
36004,10,58,54,250
36005,10,58,54,250
36006,10,58,54,250
36007,10,58,54,250
36008,10,58,54,250
36009,10,58,54,250
36010,10,58,54,250
36011,10,58,54,250
36012,10,58,54,250
36015,10,58,54,421
36016,10,58,54,421
36017,10,58,54,421
36018,10,58,54,421
36019,10,58,54,421
36020,10,58,54,421
36021,10,58,54,421
36022,10,58,54,421
36023,10,58,54,421
36024,10,58,54,421
36025,10,58,54,421
36026,10,58,54,421
36027,10,58,54,421
36028,10,58,54,421
36029,10,58,54,421
36030,10,58,54,421
36031,10,58,54,421
36032,10,58,54,421
36033,10,58,54,421
36034,10,58,54,421
36713,38,35,173,290
36714,38,35,173,290
36715,38,35,173,290
36716,38,35,173,290
36717,38,35,173,290
36721,10,58,54,250
36722,10,58,54,250
36723,10,58,54,250
36724,10,58,54,250
36725,10,58,54,250
36726,10,58,54,250
36727,10,58,54,250
36728,10,58,54,250
36729,10,58,54,250
36730,10,58,54,250
36731,10,58,54,250
36732,10,58,54,250
36733,10,58,54,250
36734,10,58,54,250
36735,10,58,54,421
36736,10,58,54,421
36737,10,58,54,421
36738,10,58,54,421
36739,10,58,54,421
36740,10,58,54,421
36741,10,58,54,421
36742,10,58,54,421
36743,10,58,54,421
36744,10,58,54,421
36745,10,58,54,421
36746,10,58,54,421
36747,10,58,54,421
36748,10,58,54,421
36749,10,58,54,421
36750,10,58,54,421
36751,10,58,54,421
36752,10,58,54,421
36753,10,58,54,421
36754,10,58,54,421
36755,10,58,54,421
36756,10,58,54,421
36757,10,58,54,421
37436,38,35,173,290
37438,38,35,173,290
37439,38,35,173,290
37440,38,35,173,290
37441,10,58,54,250
37442,10,58,54,250
37443,10,58,54,250
37444,10,58,54,250
37445,10,58,54,250
37446,10,58,54,250
37447,10,58,54,250
37448,10,58,54,250
37449,10,58,54,250
37450,10,58,54,250
37451,10,58,54,250
37452,10,58,54,250
37453,10,58,54,250
37454,10,58,54,250
37455,10,58,54,250
37456,10,58,54,421
37457,10,58,54,421
37458,10,58,54,421
37459,10,58,54,421
37460,10,58,54,421
37461,10,58,54,421
37462,10,58,54,421
37463,10,58,54,421
37464,10,58,54,421
37465,10,58,54,421
37466,10,58,54,421
37467,10,58,54,421
37468,10,58,54,421
37469,10,58,54,421
37470,10,58,54,421
37471,10,58,54,421
37472,10,58,54,421
37473,10,58,54,421
37474,10,58,54,421
37475,10,58,54,421
37476,10,58,54,421
37477,10,58,54,421
38158,38,35,173,290
38159,38,35,173,290
38160,38,35,173,290
38161,10,58,54,250
38162,10,58,54,250
38163,10,58,54,250
38164,10,58,54,250
38165,10,58,54,250
38166,10,58,54,250
38167,10,58,54,250
38168,10,58,54,250
38169,10,58,54,250
38170,10,58,54,250
38171,10,58,54,250
38172,10,58,54,250
38173,10,58,54,250
38174,10,58,54,250
38175,10,58,54,250
38176,10,58,54,250
38177,10,58,54,250
38178,10,58,54,421
38179,10,58,54,421
38180,10,58,54,421
38181,10,58,54,421
38182,10,58,54,421
38183,10,58,54,421
38184,10,58,54,421
38185,10,58,54,421
38186,10,58,54,421
38187,10,58,54,421
38188,10,58,54,421
38189,10,58,54,421
38190,10,58,54,421
38191,10,58,54,421
38192,10,58,54,421
38193,10,58,54,421
38194,10,58,54,421
38195,10,58,54,421
38879,38,35,173,290
38880,38,35,173,290
38881,10,58,54,250
38882,10,58,54,250
38883,10,58,54,250
38884,10,58,54,250
38885,10,58,54,250
38886,10,58,54,250
38887,10,58,54,250
38888,10,58,54,250
38889,10,58,54,250
38890,10,58,54,250
38891,10,58,54,250
38892,10,58,54,250
38893,10,58,54,250
38894,10,58,54,250
38895,10,58,54,250
38896,10,58,54,250
38897,10,58,54,250
38898,10,58,54,250
38899,10,58,54,421
38900,10,58,54,421
38901,10,58,54,421
38902,10,58,54,421
38903,10,58,54,421
38904,10,58,54,421
38905,10,58,54,421
38906,10,58,54,421
38907,10,58,54,421
38908,10,58,54,421
39567,38,35,173,487
39568,38,35,173,487
39569,38,35,173,487
39570,38,35,173,487
39594,38,35,173,290
39595,38,35,173,290
39596,38,35,173,290
39597,38,35,173,290
39599,38,35,173,290
39600,38,35,173,290
39601,10,58,54,250
39602,10,58,54,250
39603,10,58,54,250
39604,10,58,54,250
39605,10,58,54,250
39606,10,58,54,250
39607,10,58,54,250
39608,10,58,54,250
39609,10,58,54,250
39610,10,58,54,250
39611,10,58,54,250
39612,10,58,54,250
39613,10,58,54,250
39614,10,58,54,250
39615,10,58,54,250
39616,10,58,54,250
39617,10,58,54,250
39618,10,58,54,250
39619,10,58,54,250
39620,10,58,54,421
39621,10,58,54,421
39622,10,58,54,421
39623,10,58,54,421
39624,10,58,54,421
39625,10,58,54,421
39626,10,58,54,421
39627,10,58,54,421
39628,10,58,54,421
39629,10,58,54,421
39630,10,58,54,421
40287,38,35,173,487
40288,38,35,173,487
40289,38,35,173,487
40290,38,35,173,487
40311,38,35,173,290
40312,38,35,173,290
40313,38,35,173,290
40314,38,35,173,290
40315,38,35,173,290
40316,38,35,173,290
40317,38,35,173,290
40318,38,35,173,290
40319,38,35,173,290
40320,38,35,173,290
40321,10,58,54,250
40322,10,58,54,250
40323,10,58,54,250
40324,10,58,54,250
40325,10,58,54,250
40326,10,58,54,250
40327,10,58,54,250
40328,10,58,54,250
40329,10,58,54,250
40330,10,58,54,250
40331,10,58,54,250
40332,10,58,54,250
40333,10,58,54,250
40334,10,58,54,250
40335,10,58,54,250
40336,10,58,54,250
40337,10,58,54,250
40338,10,58,54,250
40339,10,58,54,250
40340,10,58,54,250
40341,10,58,54,250
40342,10,58,54,421
40343,10,58,54,421
40344,10,58,54,421
40345,10,58,54,421
40346,10,58,54,421
40347,10,58,54,421
40348,10,58,54,421
40349,10,58,54,421
40994,38,35,208,487
40995,38,35,208,487
40996,38,35,208,487
40997,38,35,208,487
40998,38,35,208,487
40999,38,35,173,487
41e3,38,35,173,487
41001,38,35,173,487
41005,38,35,173,487
41006,38,35,173,487
41007,38,35,173,487
41008,38,35,173,487
41009,38,35,173,487
41027,38,35,173,290
41028,38,35,173,290
41029,38,35,173,290
41030,38,35,173,290
41031,38,35,173,290
41032,38,35,173,290
41033,38,35,173,290
41034,38,35,173,290
41035,38,35,173,290
41036,38,35,173,290
41037,38,35,173,290
41038,38,35,173,290
41039,38,35,173,290
41040,38,35,173,290
41041,10,58,54,250
41042,10,58,54,250
41043,10,58,54,250
41044,10,58,54,250
41045,10,58,54,250
41046,10,58,54,250
41047,10,58,54,250
41048,10,58,54,250
41049,10,58,54,250
41050,10,58,54,250
41051,10,58,54,250
41052,10,58,54,250
41053,10,58,54,250
41054,10,58,54,250
41055,10,58,54,250
41056,10,58,54,250
41057,10,58,54,250
41058,10,58,54,250
41059,10,58,54,250
41060,10,58,54,250
41061,10,58,54,250
41062,10,58,54,250
41063,10,58,54,421
41064,10,58,54,421
41065,10,58,54,421
41066,10,58,54,421
41067,10,58,54,421
41068,10,58,54,421
41069,10,58,54,421
41713,38,35,208,487
41714,38,35,208,487
41715,38,35,208,487
41716,38,35,208,487
41717,38,35,208,487
41718,38,35,208,487
41719,38,35,173,487
41720,38,35,173,487
41721,38,35,173,487
41723,38,35,173,487
41724,38,35,173,487
41725,38,35,173,487
41726,38,35,173,487
41727,38,35,173,487
41728,38,35,173,487
41729,38,35,173,487
41745,38,35,173,290
41746,38,35,173,290
41747,38,35,173,290
41748,38,35,173,290
41749,38,35,173,290
41750,38,35,173,290
41751,38,35,173,290
41752,38,35,173,290
41753,38,35,173,290
41754,38,35,173,290
41755,38,35,173,290
41756,38,35,173,290
41757,38,35,173,290
41758,38,35,173,290
41759,38,35,173,290
41760,38,35,173,290
41761,10,58,54,250
41762,10,58,54,250
41763,10,58,54,250
41764,10,58,54,250
41765,10,58,54,250
41766,10,58,54,250
41767,10,58,54,250
41768,10,58,54,250
41769,10,58,54,250
41770,10,58,54,250
41771,10,58,54,250
41772,10,58,54,250
41773,10,58,54,250
41774,10,58,54,250
41775,10,58,54,250
41776,10,58,54,250
41777,10,58,54,250
41778,10,58,54,250
41779,10,58,54,250
41780,10,58,54,250
41781,10,58,54,250
41782,10,58,54,250
41783,10,58,54,250
41784,10,58,54,282
41785,10,58,54,282
41786,10,58,54,282
41787,10,58,54,282
41788,10,58,54,282
41789,10,58,54,282
41790,10,58,54,282
41791,10,58,54,282
41792,10,58,54,282
42431,48,35,208,487
42432,38,35,208,487
42433,38,35,208,487
42434,38,35,208,487
42435,38,35,208,487
42436,38,35,208,487
42437,38,35,208,487
42438,38,35,208,487
42439,38,35,173,487
42440,38,35,173,487
42441,38,35,173,487
42442,38,35,173,487
42443,38,35,173,487
42444,38,35,173,487
42445,38,35,173,487
42446,38,35,173,487
42447,38,35,173,487
42448,38,35,173,487
42459,38,35,173,290
42462,38,35,173,290
42463,38,35,173,290
42464,38,35,173,290
42465,38,35,173,290
42466,38,35,173,290
42467,38,35,173,290
42468,38,35,173,290
42469,38,35,173,290
42470,38,35,173,290
42471,38,35,173,290
42472,38,35,173,290
42473,38,35,173,290
42474,38,35,173,290
42475,38,35,173,290
42476,38,35,173,290
42477,38,35,173,290
42478,38,35,173,290
42479,38,35,173,290
42480,38,35,173,290
42481,10,58,54,250
42482,10,58,54,250
42483,10,58,54,250
42484,10,58,54,250
42485,10,58,54,250
42486,10,58,54,250
42487,10,58,54,250
42488,10,58,54,250
42489,10,58,54,250
42490,10,58,54,250
42491,10,58,54,250
42492,10,58,54,250
42493,10,58,54,250
42494,10,58,54,250
42495,10,58,54,250
42496,10,58,54,250
42497,10,58,54,250
42498,10,58,54,250
42499,10,58,54,250
42500,10,58,54,250
42501,10,58,54,250
42502,10,58,54,282
42503,10,58,54,282
42504,10,58,54,282
42505,10,58,54,282
42506,10,58,54,282
42507,10,58,54,282
42508,10,58,54,282
42509,10,58,54,282
42510,10,58,54,282
42511,10,58,54,282
42512,10,58,54,282
42516,10,58,54,282
43150,48,35,208,487
43151,48,35,208,487
43152,48,35,208,487
43153,38,35,208,487
43154,38,35,208,487
43155,38,35,208,487
43156,38,35,208,487
43157,38,35,208,487
43158,38,35,208,487
43159,38,35,173,487
43160,38,35,173,487
43161,38,35,173,487
43162,38,35,173,487
43163,38,35,173,487
43164,38,35,173,487
43165,38,35,173,487
43169,38,35,173,487
43170,38,35,173,487
43171,38,35,173,487
43172,38,35,173,487
43173,38,35,173,487
43174,38,35,173,487
43175,38,35,173,487
43176,38,35,173,487
43177,38,35,173,487
43178,38,35,173,290
43179,38,35,173,290
43180,38,35,173,290
43181,38,35,173,290
43182,38,35,173,290
43183,38,35,173,290
43184,38,35,173,290
43185,38,35,173,290
43186,38,35,173,290
43187,38,35,173,290
43188,38,35,173,290
43189,38,35,173,290
43190,38,35,173,290
43191,38,35,173,290
43192,38,35,173,290
43193,38,35,173,290
43194,38,35,173,290
43195,38,35,173,290
43196,38,35,173,290
43197,38,35,173,290
43198,38,35,173,290
43199,38,35,173,290
43200,38,35,173,290
43201,10,58,54,250
43202,10,58,54,250
43203,10,58,54,250
43204,10,58,54,250
43205,10,58,54,250
43206,10,58,54,250
43207,10,58,54,250
43208,10,58,54,250
43209,10,58,54,250
43210,10,58,54,250
43211,10,58,54,250
43212,10,58,54,250
43213,10,58,54,250
43214,10,58,54,250
43215,10,58,54,250
43216,10,58,54,250
43217,10,58,54,250
43218,10,58,54,250
43219,10,58,14,250
43220,10,58,14,282
43221,10,58,14,282
43222,10,58,14,282
43223,10,58,14,282
43224,10,58,14,282
43225,10,58,14,282
43226,10,58,14,282
43227,10,58,14,282
43228,10,58,14,282
43229,10,58,14,282
43230,10,58,14,282
43231,10,58,14,282
43232,10,58,14,282
43233,10,58,14,282
43234,10,58,14,282
43235,10,58,14,282
43236,10,58,14,282
43237,10,58,14,282
43859,48,35,208,175
43860,48,35,208,175
43861,48,35,208,175
43862,48,35,208,175
43869,48,35,208,487
43870,48,35,208,487
43871,48,35,208,487
43872,48,35,208,487
43873,48,35,208,487
43874,38,35,208,487
43875,38,35,208,487
43876,38,35,208,487
43877,38,35,208,487
43878,38,35,208,487
43879,38,35,208,487
43880,38,35,173,487
43881,38,35,173,487
43882,38,35,173,487
43883,38,35,173,487
43887,38,35,173,487
43888,38,35,173,487
43889,38,35,173,487
43890,38,35,173,487
43891,38,35,173,487
43892,38,35,173,487
43893,38,35,173,487
43894,38,35,173,487
43895,38,35,173,487
43896,38,35,173,487
43897,38,35,173,487
43898,38,35,173,290
43899,38,35,173,290
43900,38,35,173,290
43901,38,35,173,290
43902,38,35,173,290
43903,38,35,173,290
43904,38,35,173,290
43905,38,35,173,290
43906,38,35,173,290
43907,38,35,173,290
43908,38,35,173,290
43909,38,35,173,290
43910,38,35,173,290
43911,38,35,173,290
43912,38,35,173,290
43913,38,35,173,290
43914,38,35,173,290
43915,38,35,173,290
43916,38,35,173,290
43917,38,35,173,290
43918,38,35,173,290
43919,38,35,173,290
43920,38,35,173,290
43921,10,58,14,250
43922,10,58,14,250
43923,10,58,14,250
43924,10,58,14,250
43925,10,58,14,250
43926,10,58,14,250
43927,10,58,14,250
43928,10,58,14,250
43929,10,58,14,250
43930,10,58,14,250
43931,10,58,14,250
43932,10,58,14,250
43933,10,58,14,250
43934,10,58,14,250
43935,10,58,14,250
43936,10,58,14,250
43937,10,58,14,250
43938,10,58,14,282
43939,10,58,14,282
43940,10,58,14,282
43941,10,58,14,282
43942,10,58,14,282
43943,10,58,14,282
43944,10,58,14,282
43945,10,58,14,282
43946,10,58,14,282
43947,10,58,14,282
43948,10,58,14,282
43949,10,58,14,282
43950,10,58,14,282
43951,10,58,14,282
43952,10,58,14,282
43953,10,58,14,282
43954,10,58,14,282
43955,10,58,14,282
43956,10,58,14,282
43957,10,58,14,282
43959,10,58,14,282
43960,10,58,14,282
43963,10,58,14,282
43964,10,58,14,282
44565,48,72,208,175
44566,48,72,208,175
44567,48,72,208,175
44568,48,72,208,175
44569,48,72,208,175
44570,48,72,208,175
44571,48,72,208,175
44572,48,35,208,175
44573,48,35,208,175
44574,48,35,208,175
44575,48,35,208,175
44576,48,35,208,175
44577,48,35,208,175
44578,48,35,208,175
44579,48,35,208,175
44580,48,35,208,175
44581,48,35,208,175
44582,48,35,208,175
44583,48,35,208,175
44585,48,35,208,279
44586,48,35,208,279
44587,48,35,208,279
44588,48,35,208,279
44589,48,35,208,279
44590,48,35,208,279
44591,48,35,208,487
44592,48,35,208,487
44593,48,35,208,487
44594,48,35,208,487
44595,38,35,208,487
44596,38,35,208,487
44597,38,35,208,487
44598,38,35,208,487
44599,38,35,208,487
44600,38,35,173,487
44601,38,35,173,487
44606,38,35,173,487
44607,38,35,173,487
44608,38,35,173,487
44609,38,35,173,487
44610,38,35,173,487
44611,38,35,173,487
44612,38,35,173,487
44613,38,35,173,487
44614,38,35,173,487
44615,38,35,173,487
44616,38,35,173,487
44617,38,35,173,487
44618,38,35,173,290
44619,38,35,173,290
44620,38,35,173,290
44621,38,35,173,290
44622,38,35,173,290
44623,38,35,173,290
44624,38,35,173,290
44625,38,35,173,290
44626,38,35,173,290
44627,38,35,173,290
44628,38,35,173,290
44629,38,35,173,290
44630,38,35,173,290
44631,38,35,173,290
44632,38,35,173,290
44633,38,35,173,290
44634,38,35,173,290
44635,38,35,173,290
44636,38,35,173,290
44637,38,35,173,290
44638,38,35,173,290
44639,38,35,173,290
44640,38,35,173,290
44641,10,58,14,250
44642,10,58,14,250
44643,10,58,14,250
44644,10,58,14,250
44645,10,58,14,250
44646,10,58,14,250
44647,10,58,14,250
44648,10,58,14,250
44649,10,58,14,250
44650,10,58,14,250
44651,10,58,14,250
44652,10,58,14,250
44653,10,58,14,250
44654,10,58,14,250
44655,10,58,14,250
44656,10,58,14,282
44657,10,58,14,282
44658,10,58,14,282
44659,10,58,14,282
44660,10,58,14,282
44661,10,58,14,282
44662,10,58,14,282
44663,10,58,14,282
44664,10,58,14,282
44665,10,58,14,282
44666,10,58,14,282
44667,10,58,14,282
44668,10,58,14,282
44669,10,58,14,282
44670,10,58,14,282
44671,10,58,14,282
44672,10,58,14,282
44673,10,58,14,282
44674,10,58,14,282
44675,10,58,14,282
44676,10,58,14,282
44677,10,58,14,282
44678,10,58,14,282
44679,10,58,14,282
44680,10,58,14,282
44681,10,58,14,282
44682,10,58,14,282
44683,10,58,14,282
44684,10,58,14,282
44685,10,58,14,282
44686,10,58,14,282
45283,48,72,208,175
45284,48,72,208,175
45285,48,72,208,175
45286,48,72,208,175
45287,48,72,208,175
45288,48,72,208,175
45289,48,72,208,175
45290,48,72,208,175
45291,48,72,208,175
45292,48,72,208,175
45293,48,72,208,175
45294,48,35,208,175
45295,48,35,208,175
45296,48,35,208,175
45297,48,35,208,175
45298,48,35,208,175
45299,48,35,208,175
45300,48,35,208,175
45301,48,35,208,175
45302,48,35,208,175
45303,48,35,208,279
45304,48,35,208,279
45305,48,35,208,279
45306,48,35,208,279
45307,48,35,208,279
45308,48,35,208,279
45309,48,35,208,279
45310,48,35,208,279
45311,48,35,208,279
45312,48,35,208,279
45313,48,35,208,487
45314,48,35,208,487
45315,48,35,208,487
45316,38,35,208,487
45317,38,35,208,487
45318,38,35,208,487
45319,38,35,208,487
45320,38,35,173,487
45326,38,35,173,487
45327,38,35,173,487
45328,38,35,173,487
45329,38,35,173,487
45330,38,35,173,487
45331,38,35,173,487
45332,38,35,173,487
45333,38,35,173,487
45334,38,35,173,487
45335,38,35,173,487
45336,38,35,173,487
45337,38,35,173,487
45338,38,35,173,290
45339,38,35,173,290
45340,38,35,173,290
45341,38,35,173,290
45342,38,35,173,290
45343,38,35,173,290
45344,38,35,173,290
45345,38,35,173,290
45346,38,35,173,290
45347,38,35,173,290
45348,38,35,173,290
45349,38,35,173,290
45350,38,35,173,290
45351,38,35,173,290
45352,38,35,173,290
45353,38,35,173,290
45354,38,35,173,290
45355,38,35,173,290
45356,38,35,173,290
45357,38,35,173,290
45358,38,35,173,290
45359,38,35,173,290
45360,38,35,173,290
45361,10,58,14,292
45362,10,58,14,292
45363,10,58,14,292
45364,10,58,14,292
45365,10,58,14,292
45366,10,58,14,292
45367,10,58,14,292
45368,10,58,14,292
45369,10,58,14,292
45370,10,58,14,292
45371,10,58,14,292
45372,10,58,14,292
45373,10,58,14,292
45374,10,58,14,292
45375,10,58,14,292
45376,10,58,14,292
45377,10,58,14,282
45378,10,58,14,282
45379,10,58,14,282
45380,10,58,14,282
45381,10,58,14,282
45382,10,58,14,282
45383,10,58,14,282
45384,10,58,14,282
45385,10,58,14,282
45386,10,58,14,282
45387,10,58,14,282
45388,10,58,14,282
45389,10,58,14,282
45390,10,58,14,282
45391,10,58,14,282
45392,10,58,14,282
45393,10,58,14,282
45394,10,58,14,282
45395,10,58,14,282
45396,10,58,14,282
45397,10,58,14,282
45398,10,58,14,282
45399,10,58,14,282
45400,10,58,14,282
45401,10,58,14,282
45402,10,58,14,282
45403,10,58,14,282
45404,10,58,14,282
45405,10,58,14,282
46002,48,72,208,175
46003,48,72,208,175
46004,48,72,208,175
46005,48,72,208,175
46006,48,72,208,175
46007,48,72,208,175
46008,48,72,208,175
46009,48,72,208,175
46010,48,72,208,175
46011,48,72,208,175
46012,48,72,208,175
46013,48,72,208,175
46014,48,72,208,175
46015,48,35,208,175
46016,48,35,208,175
46017,48,35,208,175
46018,48,35,208,175
46019,48,35,208,175
46020,48,35,208,175
46021,48,35,208,175
46022,48,35,208,279
46023,48,35,208,279
46024,48,35,208,279
