iucn_sid,iucn_rgn,pop_trend,trend_score,trend_source
155221,global,unknown,NA,NA
155222,global,unknown,NA,NA
155223,global,unknown,NA,NA
155224,global,unknown,NA,NA
155225,global,unknown,NA,NA
155226,global,unknown,0,lm
155227,global,unknown,NA,NA
155229,global,unknown,NA,NA
155231,global,unknown,NA,NA
155232,global,unknown,NA,NA
155235,global,unknown,0,lm
155238,global,unknown,NA,NA
155239,global,unknown,NA,NA
155240,global,unknown,NA,NA
155241,global,unknown,NA,NA
155243,global,unknown,NA,NA
155244,global,unknown,NA,NA
155245,global,stable,0,regr
155246,global,stable,0,regr
155250,global,unknown,NA,NA
155252,global,unknown,NA,NA
155253,global,unknown,NA,NA
155254,global,unknown,NA,NA
155255,global,unknown,NA,NA
155257,global,unknown,NA,NA
155259,global,unknown,NA,NA
155260,global,unknown,NA,NA
155261,global,decreasing,0.00626,regr
155263,global,stable,0,regr
155264,global,unknown,NA,NA
155265,global,unknown,NA,NA
155266,global,unknown,NA,NA
155268,global,unknown,NA,NA
155272,global,unknown,NA,NA
155273,global,unknown,0,lm
155274,global,stable,0,regr
155276,global,stable,0,lm
155277,global,unknown,NA,NA
155278,global,unknown,NA,NA
155281,global,unknown,NA,NA
155282,global,stable,0,lm
155285,global,unknown,-0.08,lm
155289,global,unknown,NA,NA
155290,global,unknown,0,lm
155291,global,stable,0,regr
155293,global,unknown,NA,NA
155294,global,unknown,NA,NA
155295,global,unknown,NA,NA
155296,global,unknown,NA,NA
155300,global,unknown,NA,NA
155301,global,unknown,NA,NA
155302,global,stable,0,regr
155304,global,unknown,NA,NA
155308,global,stable,0,regr
155309,global,unknown,NA,NA
155310,global,stable,0,regr
155311,global,unknown,NA,NA
155313,global,unknown,NA,NA
155314,global,unknown,NA,NA
155320,global,unknown,NA,NA
155321,global,unknown,NA,NA
155322,global,unknown,NA,NA
155325,global,unknown,NA,NA
155326,global,unknown,NA,NA
155327,global,stable,0,regr
155328,global,unknown,NA,NA
155329,global,unknown,NA,NA
155330,global,unknown,NA,NA
158617,global,stable,0,regr
158625,global,unknown,NA,NA
158626,global,stable,0,regr
158627,global,unknown,NA,NA
158628,global,unknown,NA,NA
158632,global,stable,0,regr
161317,global,unknown,NA,NA
161319,global,stable,0,regr
161320,global,decreasing,0.00626,regr
161325,global,unknown,NA,NA
161329,global,unknown,NA,NA
161334,global,unknown,0,lm
161336,global,unknown,NA,NA
161337,global,unknown,NA,NA
161339,global,decreasing,0.00626,regr
161342,global,unknown,0,lm
161345,global,unknown,NA,NA
161346,global,unknown,0,lm
161349,global,unknown,NA,NA
161350,global,unknown,NA,NA
161358,global,unknown,NA,NA
161360,global,unknown,NA,NA
161364,global,unknown,NA,NA
161366,global,unknown,NA,NA
161370,global,stable,-0.03333,lm
161371,global,unknown,NA,NA
161372,global,unknown,NA,NA
161373,global,unknown,0,lm
161375,global,stable,0,lm
161376,global,unknown,NA,NA
161377,global,unknown,NA,NA
161378,global,decreasing,0.00626,regr
161379,global,unknown,NA,NA
161381,global,unknown,0,lm
161383,global,unknown,NA,NA
161386,global,unknown,0,lm
161388,global,unknown,NA,NA
161391,global,unknown,NA,NA
161395,global,unknown,NA,NA
161398,global,stable,0,regr
161399,global,stable,0,regr
161404,global,decreasing,0.00626,regr
161408,global,decreasing,0.00626,regr
161409,global,decreasing,0.00626,regr
161418,global,decreasing,0.00626,regr
161419,global,unknown,NA,NA
161423,global,unknown,NA,NA
161425,global,decreasing,0.00626,regr
161426,global,decreasing,0,lm
161428,global,unknown,NA,NA
161430,global,stable,0,regr
161431,global,decreasing,0.02857,lm
161442,global,unknown,NA,NA
161443,global,unknown,NA,NA
161444,global,unknown,NA,NA
161449,global,unknown,NA,NA
161452,global,unknown,0,lm
161454,global,unknown,NA,NA
161461,global,decreasing,0.00626,regr
161462,global,unknown,NA,NA
161463,global,unknown,NA,NA
161464,global,decreasing,0.03333,lm
161465,global,unknown,NA,NA
161466,global,stable,0,regr
161468,global,unknown,NA,NA
161470,global,unknown,NA,NA
161471,global,unknown,NA,NA
161477,global,decreasing,0.00626,regr
161479,global,unknown,NA,NA
161484,global,unknown,NA,NA
161486,global,unknown,0,lm
161488,global,decreasing,0.00626,regr
161489,global,unknown,0,lm
161491,global,unknown,NA,NA
161492,global,unknown,NA,NA
161495,global,decreasing,0,lm
161496,global,unknown,NA,NA
161501,global,unknown,NA,NA
161505,global,unknown,0,lm
161512,global,unknown,NA,NA
161517,global,unknown,NA,NA
161521,global,unknown,NA,NA
161524,global,unknown,NA,NA
161526,global,decreasing,0.02857,lm
161529,global,unknown,NA,NA
161534,global,unknown,NA,NA
161535,global,unknown,0,lm
161539,global,unknown,0,lm
161540,global,decreasing,0,lm
161542,global,decreasing,0.00626,regr
161544,global,unknown,NA,NA
161546,global,decreasing,0,lm
161547,global,decreasing,0,lm
161551,global,unknown,NA,NA
161553,global,unknown,0,lm
161557,global,unknown,NA,NA
161558,global,unknown,NA,NA
161566,global,unknown,0,lm
161570,global,decreasing,0.00626,regr
161574,global,increasing,-0.00626,regr
161575,global,unknown,NA,NA
161587,global,unknown,NA,NA
161589,global,unknown,NA,NA
161595,global,stable,0,regr
161596,global,unknown,0,lm
161597,global,decreasing,0.00626,regr
161598,global,decreasing,0,lm
161599,global,stable,0,regr
161600,global,stable,0,regr
161612,global,unknown,NA,NA
161615,global,decreasing,0.05714,lm
161621,global,decreasing,0,lm
161622,global,stable,0,regr
161623,global,unknown,NA,NA
161626,global,unknown,NA,NA
161628,global,increasing,0,lm
161629,global,unknown,0,lm
161631,global,decreasing,0.00626,regr
161635,global,unknown,NA,NA
161637,global,unknown,NA,NA
161640,global,unknown,0,lm
161644,global,unknown,NA,NA
161648,global,unknown,0,lm
161651,global,unknown,NA,NA
161652,global,decreasing,0.00626,regr
161655,global,unknown,0,lm
161658,global,unknown,NA,NA
161659,global,unknown,NA,NA
161661,global,stable,0,lm
161664,global,unknown,NA,NA
161665,global,unknown,NA,NA
161666,global,stable,0,regr
161669,global,decreasing,0.00626,regr
161673,global,unknown,NA,NA
161674,global,unknown,0,lm
161675,global,decreasing,0.00626,regr
161691,global,decreasing,0.00626,regr
161692,global,decreasing,0,lm
161695,global,unknown,NA,NA
161696,global,decreasing,0.00626,regr
161700,global,unknown,NA,NA
161702,global,unknown,NA,NA
161705,global,stable,0,lm
161714,global,stable,0,regr
161722,global,unknown,NA,NA
161729,global,decreasing,0.00626,regr
161731,global,unknown,NA,NA
161743,global,unknown,0,lm
161744,global,decreasing,0.05714,lm
161745,global,unknown,NA,NA
161746,global,unknown,NA,NA
162509,global,unknown,NA,NA
162515,global,unknown,NA,NA
162520,global,unknown,NA,NA
162535,global,unknown,NA,NA
162544,global,unknown,NA,NA
162552,global,unknown,NA,NA
162554,global,unknown,NA,NA
162556,global,unknown,NA,NA
162575,global,unknown,NA,NA
162582,global,unknown,NA,NA
162587,global,unknown,NA,NA
162596,global,unknown,NA,NA
162601,global,unknown,NA,NA
162606,global,unknown,NA,NA
162613,global,unknown,NA,NA
162616,global,unknown,NA,NA
162617,global,unknown,NA,NA
162618,global,unknown,NA,NA
162620,global,unknown,NA,NA
162625,global,unknown,NA,NA
162626,global,unknown,NA,NA
162629,global,unknown,NA,NA
162633,global,unknown,NA,NA
162634,global,unknown,NA,NA
162642,global,unknown,NA,NA
162647,global,unknown,NA,NA
162652,global,unknown,NA,NA
162663,global,unknown,NA,NA
162664,global,unknown,NA,NA
162672,global,unknown,NA,NA
162679,global,unknown,NA,NA
162680,global,unknown,NA,NA
162683,global,unknown,NA,NA
162900,global,unknown,NA,NA
162909,global,unknown,NA,NA
162926,global,unknown,NA,NA
162941,global,unknown,NA,NA
162950,global,unknown,NA,NA
162956,global,unknown,NA,NA
162961,global,unknown,NA,NA
163002,global,unknown,NA,NA
163026,global,unknown,NA,NA
163050,global,unknown,NA,NA
163059,global,unknown,NA,NA
163071,global,unknown,NA,NA
163073,global,unknown,NA,NA
163085,global,unknown,NA,NA
163089,global,unknown,NA,NA
163094,global,unknown,NA,NA
163102,global,unknown,NA,NA
163114,global,unknown,NA,NA
163129,global,unknown,NA,NA
163146,global,unknown,NA,NA
163152,global,unknown,NA,NA
163156,global,unknown,NA,NA
163161,global,unknown,NA,NA
163163,global,unknown,NA,NA
163177,global,unknown,NA,NA
163184,global,unknown,NA,NA
163186,global,unknown,NA,NA
163189,global,unknown,NA,NA
163198,global,unknown,NA,NA
163218,global,unknown,NA,NA
163228,global,unknown,NA,NA
163232,global,unknown,NA,NA
163242,global,unknown,NA,NA
163243,global,unknown,NA,NA
163246,global,unknown,NA,NA
163247,global,unknown,NA,NA
163255,global,unknown,NA,NA
163256,global,unknown,NA,NA
163258,global,unknown,NA,NA
163260,global,unknown,NA,NA
163265,global,unknown,NA,NA
163267,global,unknown,NA,NA
163269,global,unknown,NA,NA
163276,global,unknown,NA,NA
163288,global,unknown,NA,NA
163294,global,unknown,NA,NA
163302,global,unknown,NA,NA
163311,global,unknown,NA,NA
163338,global,unknown,NA,NA
163343,global,unknown,NA,NA
163353,global,unknown,NA,NA
163369,global,unknown,NA,NA
165607,global,stable,0,regr
165608,global,stable,0,regr
165609,global,stable,0,regr
165610,global,stable,0,regr
165611,global,stable,0,regr
165612,global,stable,0,regr
165613,global,unknown,NA,NA
165614,global,stable,0,regr
165615,global,stable,0,regr
165616,global,stable,0,regr
165618,global,unknown,NA,NA
165619,global,stable,0,regr
165620,global,stable,0,regr
165621,global,unknown,NA,NA
165622,global,stable,0,regr
165623,global,unknown,NA,NA
165624,global,stable,0,regr
165625,global,stable,0,regr
165626,global,stable,0,regr
165627,global,stable,0,regr
165628,global,stable,0,regr
165630,global,stable,0,regr
165631,global,decreasing,0.00626,regr
165632,global,stable,0,regr
165633,global,stable,0,regr
165634,global,stable,0,regr
165635,global,stable,0,regr
165636,global,stable,0,regr
165637,global,stable,0,regr
165638,global,unknown,NA,NA
165639,global,stable,0,regr
165640,global,stable,0,regr
165641,global,unknown,NA,NA
165642,global,unknown,NA,NA
165643,global,unknown,NA,NA
165646,global,unknown,NA,NA
165648,global,stable,0,regr
165649,global,stable,0,regr
165650,global,stable,0,regr
165651,global,stable,0,regr
165652,global,stable,0,regr
165653,global,stable,0,regr
165654,global,stable,0,regr
165655,global,stable,0,regr
165656,global,stable,0,regr
165657,global,decreasing,0.00626,regr
165659,global,stable,0,regr
165660,global,stable,0,regr
165661,global,stable,0,regr
165662,global,stable,0,regr
165663,global,stable,0,regr
165664,global,stable,0,regr
165665,global,stable,0,regr
165666,global,stable,0,regr
165667,global,unknown,NA,NA
165668,global,stable,0,regr
165669,global,stable,0,regr
165670,global,stable,0,regr
165671,global,unknown,NA,NA
165672,global,stable,0,regr
165674,global,unknown,NA,NA
165675,global,stable,0,regr
165677,global,stable,0,regr
165678,global,stable,0,regr
165679,global,stable,0,regr
165680,global,stable,0,regr
165681,global,stable,0,regr
165682,global,stable,0,regr
165683,global,stable,0,regr
165684,global,stable,0,regr
165685,global,stable,0,regr
165687,global,unknown,NA,NA
165688,global,stable,0,regr
165689,global,decreasing,0.00626,regr
165691,global,stable,0,regr
165692,global,decreasing,0.00626,regr
165693,global,stable,0,regr
165694,global,unknown,NA,NA
165695,global,stable,0,regr
165696,global,stable,0,regr
165697,global,stable,0,regr
165698,global,stable,0,regr
165700,global,unknown,NA,NA
165701,global,unknown,NA,NA
165702,global,stable,0,regr
165703,global,stable,0,regr
165704,global,decreasing,0.00626,regr
165705,global,stable,0,regr
165706,global,stable,0,regr
165709,global,stable,0,regr
165710,global,stable,0,regr
165711,global,stable,0,regr
165712,global,decreasing,0.00626,regr
165714,global,stable,0,regr
165716,global,stable,0,regr
165717,global,decreasing,0.00626,regr
165718,global,stable,0,regr
165719,global,stable,0,regr
165720,global,stable,0,regr
165721,global,stable,0,regr
165723,global,stable,0,regr
165724,global,stable,0,regr
165725,global,stable,0,regr
165726,global,stable,0,regr
165822,global,stable,0,regr
165825,global,stable,0,regr
165826,global,unknown,NA,NA
165828,global,stable,0,regr
165829,global,stable,0,regr
165830,global,stable,0,regr
165831,global,stable,0,regr
165832,global,stable,0,regr
165833,global,stable,0,regr
165834,global,stable,0,regr
165835,global,stable,0,regr
165837,global,unknown,NA,NA
165838,global,stable,0,regr
165839,global,stable,0,regr
165840,global,stable,0,regr
165841,global,stable,0,regr
165842,global,stable,0,regr
165843,global,stable,0,regr
165844,global,unknown,NA,NA
165845,global,stable,0,regr
165846,global,stable,0,regr
165847,global,unknown,NA,NA
165848,global,stable,0,regr
165849,global,stable,0,regr
165850,global,stable,0,regr
165851,global,stable,0,regr
165852,global,stable,0,regr
165853,global,stable,0,regr
165854,global,stable,0,regr
165855,global,stable,0,regr
165856,global,stable,0,regr
165857,global,stable,0,regr
165858,global,stable,0,regr
165860,global,stable,0,regr
165862,global,stable,0,regr
165864,global,stable,0,regr
165865,global,stable,0,regr
165867,global,stable,0,regr
165868,global,stable,0,regr
165870,global,stable,0,regr
165871,global,stable,0,regr
165872,global,stable,0,regr
165873,global,stable,0,regr
165874,global,stable,0,regr
165876,global,stable,0,regr
165878,global,stable,0,regr
165879,global,stable,0,regr
165880,global,stable,0,regr
165881,global,stable,0,regr
165882,global,stable,0,regr
165883,global,stable,0,regr
165884,global,stable,0,regr
165885,global,stable,0,regr
165887,global,stable,0,regr
165888,global,stable,0,regr
165889,global,stable,0,regr
165890,global,stable,0,regr
165891,global,stable,0,regr
165893,global,stable,0,regr
165895,global,stable,0,regr
165896,global,stable,0,regr
165897,global,stable,0,regr
165898,global,stable,0,regr
165899,global,stable,0,regr
165900,global,stable,0,regr
165901,global,stable,0,regr
165902,global,stable,0,regr
165910,global,unknown,NA,NA
166077,global,stable,0,lm
166138,global,stable,0,regr
166144,global,unknown,NA,NA
166184,global,decreasing,0.00626,regr
166216,global,unknown,NA,NA
166442,global,decreasing,0.00626,regr
166446,global,unknown,NA,NA
166483,global,decreasing,0.00626,regr
166533,global,unknown,0,lm
166552,global,unknown,NA,NA
166575,global,unknown,0,lm
166598,global,unknown,NA,NA
166693,global,unknown,NA,NA
166856,global,stable,0,regr
166879,global,unknown,NA,NA
166881,global,unknown,NA,NA
166892,global,unknown,0,lm
166893,global,unknown,NA,NA
166894,global,unknown,0.05,lm
166897,global,unknown,0,lm
166900,global,stable,0,regr
166980,global,unknown,NA,NA
166990,global,unknown,NA,NA
167710,global,stable,0,regr
168374,global,stable,0,regr
169353,global,stable,0,regr
169359,global,stable,0,regr
169587,global,unknown,0,lm
169632,global,stable,0,lm
169679,global,stable,0,regr
169949,global,unknown,NA,NA
169951,global,unknown,NA,NA
169954,global,unknown,NA,NA
169955,global,stable,0,regr
169958,global,unknown,NA,NA
169960,global,unknown,NA,NA
169962,global,unknown,NA,NA
169963,global,stable,0,regr
169964,global,unknown,NA,NA
169965,global,decreasing,0.00626,regr
169966,global,stable,0,regr
169967,global,stable,0,lm
169968,global,stable,0,regr
169969,global,unknown,NA,NA
169970,global,unknown,NA,NA
169972,global,unknown,NA,NA
169973,global,unknown,NA,NA
169974,global,unknown,NA,NA
169975,global,decreasing,0.00626,regr
169978,global,unknown,NA,NA
169979,global,unknown,NA,NA
169984,global,stable,0,regr
169985,global,unknown,NA,NA
169986,global,unknown,NA,NA
169987,global,stable,0,regr
169988,global,unknown,NA,NA
169989,global,unknown,NA,NA
169990,global,unknown,NA,NA
169991,global,unknown,NA,NA
169996,global,unknown,NA,NA
169999,global,increasing,-0.00626,regr
170000,global,unknown,NA,NA
170002,global,unknown,NA,NA
170004,global,unknown,NA,NA
170005,global,unknown,NA,NA
170008,global,unknown,NA,NA
170009,global,stable,0,regr
170010,global,unknown,NA,NA
170011,global,unknown,NA,NA
170015,global,unknown,NA,NA
170017,global,unknown,NA,NA
170018,global,unknown,NA,NA
170021,global,unknown,NA,NA
170023,global,unknown,NA,NA
170024,global,unknown,NA,NA
170025,global,stable,0,regr
170026,global,unknown,NA,NA
170029,global,unknown,NA,NA
170032,global,unknown,NA,NA
170034,global,unknown,NA,NA
170035,global,unknown,NA,NA
170037,global,unknown,NA,NA
170038,global,unknown,NA,NA
170042,global,unknown,NA,NA
170044,global,unknown,NA,NA
170048,global,unknown,NA,NA
170049,global,unknown,NA,NA
170050,global,decreasing,0.00626,regr
170051,global,unknown,NA,NA
170053,global,unknown,NA,NA
170054,global,unknown,NA,NA
170055,global,unknown,NA,NA
170056,global,unknown,NA,NA
170062,global,unknown,NA,NA
170063,global,unknown,NA,NA
170064,global,unknown,NA,NA
170065,global,unknown,NA,NA
170070,global,unknown,NA,NA
170071,global,unknown,NA,NA
170072,global,stable,0,regr
170073,global,unknown,NA,NA
170075,global,unknown,NA,NA
170080,global,unknown,NA,NA
170082,global,unknown,NA,NA
170086,global,unknown,NA,NA
170087,global,stable,0,regr
170088,global,unknown,NA,NA
170089,global,unknown,NA,NA
170093,global,unknown,NA,NA
170095,global,unknown,NA,NA
170306,global,stable,0,regr
170308,global,unknown,NA,NA
170309,global,decreasing,0.00626,regr
170310,global,stable,0,regr
170313,global,unknown,NA,NA
170314,global,decreasing,0.00626,regr
170316,global,decreasing,0.00626,regr
170319,global,stable,0,regr
170320,global,stable,0,regr
170321,global,unknown,NA,NA
170322,global,decreasing,0.00626,regr
170323,global,unknown,NA,NA
170325,global,stable,0,regr
170326,global,unknown,NA,NA
170327,global,unknown,NA,NA
170329,global,stable,0,regr
170330,global,decreasing,0.00626,regr
170331,global,stable,0,regr
170332,global,unknown,NA,NA
170334,global,stable,0,regr
170335,global,decreasing,0.00626,regr
170336,global,unknown,NA,NA
170337,global,unknown,NA,NA
170338,global,unknown,NA,NA
170339,global,stable,0,regr
170340,global,unknown,NA,NA
170341,global,decreasing,0.13333,lm
170342,global,unknown,NA,NA
170343,global,unknown,NA,NA
170344,global,stable,0,regr
170345,global,stable,0,regr
170349,global,stable,0,regr
170350,global,stable,0,regr
170352,global,decreasing,0.00626,regr
170353,global,unknown,NA,NA
170354,global,decreasing,0.00626,regr
170355,global,stable,0,regr
170357,global,unknown,NA,NA
170358,global,unknown,NA,NA
172321,global,unknown,NA,NA
172359,global,unknown,0,lm
172363,global,unknown,0,lm
172393,global,unknown,0,lm
172404,global,stable,0,lm
172415,global,unknown,NA,NA
172443,global,stable,0,lm
172450,global,unknown,0,lm
172468,global,unknown,0,lm
172469,global,unknown,0,lm
172497,global,unknown,NA,NA
176066,global,unknown,NA,NA
176070,global,unknown,NA,NA
176079,global,unknown,NA,NA
176085,global,unknown,NA,NA
176088,global,unknown,NA,NA
176704,global,decreasing,0.00626,regr
176708,global,unknown,NA,NA
176715,global,unknown,NA,NA
176717,global,unknown,NA,NA
176719,global,stable,0,regr
176720,global,decreasing,0.00626,regr
176726,global,unknown,NA,NA
176729,global,unknown,NA,NA
176734,global,stable,0,regr
176737,global,unknown,NA,NA
176738,global,stable,0,lm
176743,global,unknown,NA,NA
176745,global,unknown,NA,NA
176746,global,unknown,NA,NA
176748,global,decreasing,0.00626,regr
176750,global,stable,0,regr
176756,global,stable,0,regr
176757,global,unknown,NA,NA
176769,global,stable,0,regr
176771,global,stable,0,regr
177949,global,stable,0,regr
177950,global,stable,0,regr
177951,global,stable,0,regr
177953,global,stable,0,regr
177955,global,stable,0,regr
177957,global,unknown,NA,NA
177958,global,stable,0,regr
177959,global,unknown,NA,NA
177960,global,stable,0,regr
177961,global,unknown,NA,NA
177962,global,unknown,NA,NA
177963,global,unknown,NA,NA
177964,global,unknown,NA,NA
177965,global,stable,0,regr
177967,global,stable,0,regr
177968,global,stable,0,regr
177969,global,stable,0,regr
177970,global,unknown,NA,NA
177971,global,stable,0,regr
177972,global,unknown,NA,NA
177974,global,unknown,NA,NA
177975,global,stable,0,regr
177976,global,stable,0,regr
177977,global,unknown,NA,NA
177979,global,unknown,NA,NA
177980,global,stable,0,regr
177981,global,unknown,NA,NA
177982,global,stable,0,regr
177983,global,stable,0,regr
177985,global,stable,0,regr
177986,global,unknown,NA,NA
177987,global,stable,0,regr
177988,global,stable,0,regr
177989,global,stable,0,regr
177990,global,stable,0,regr
177991,global,stable,0,regr
177992,global,unknown,NA,NA
177993,global,stable,0,regr
177994,global,unknown,NA,NA
177995,global,unknown,NA,NA
177997,global,stable,0,regr
177998,global,stable,0,regr
177999,global,stable,0,regr
178000,global,unknown,NA,NA
178002,global,stable,0,regr
178004,global,unknown,NA,NA
178005,global,stable,0,regr
178006,global,unknown,NA,NA
178007,global,unknown,NA,NA
178008,global,stable,0,regr
178009,global,stable,0,regr
178010,global,stable,0,regr
178011,global,stable,0,regr
178012,global,stable,0,regr
178013,global,stable,0,regr
178014,global,unknown,NA,NA
178015,global,stable,0,regr
178016,global,unknown,NA,NA
178017,global,stable,0,regr
178018,global,unknown,NA,NA
178019,global,stable,0,regr
178020,global,unknown,NA,NA
178021,global,stable,0,regr
178022,global,stable,0,regr
178023,global,unknown,NA,NA
178024,global,stable,0,regr
178025,global,unknown,NA,NA
178054,global,unknown,NA,NA
178060,global,unknown,NA,NA
178062,global,unknown,NA,NA
178063,global,unknown,NA,NA
178064,global,unknown,NA,NA
178065,global,unknown,NA,NA
178066,global,unknown,NA,NA
178067,global,unknown,NA,NA
178070,global,stable,0,regr
178072,global,unknown,NA,NA
178074,global,unknown,NA,NA
178100,global,unknown,NA,NA
178102,global,unknown,NA,NA
178105,global,unknown,NA,NA
178106,global,unknown,NA,NA
178107,global,unknown,NA,NA
178111,global,unknown,0,lm
180103,global,unknown,NA,NA
180109,global,unknown,NA,NA
180111,global,unknown,NA,NA
180120,global,unknown,NA,NA
180122,global,unknown,NA,NA
180123,global,unknown,NA,NA
180125,global,unknown,NA,NA
180133,global,unknown,NA,NA
180142,global,unknown,NA,NA
180231,global,unknown,NA,NA
180235,global,unknown,NA,NA
180246,global,unknown,NA,NA
180248,global,unknown,NA,NA
180254,global,unknown,NA,NA
180257,global,decreasing,0.00626,regr
180265,global,decreasing,0.00626,regr
180275,global,decreasing,0.00626,regr
180286,global,unknown,NA,NA
180295,global,unknown,NA,NA
180297,global,unknown,NA,NA
180298,global,unknown,NA,NA
180316,global,unknown,NA,NA
180326,global,NA,NA,NA
180329,global,unknown,NA,NA
180337,global,decreasing,0.00626,regr
180353,global,unknown,NA,NA
180373,global,decreasing,0.00626,regr
180375,global,unknown,NA,NA
180395,global,unknown,NA,NA
180400,global,unknown,NA,NA
180406,global,unknown,NA,NA
180414,global,unknown,NA,NA
180421,global,stable,0,regr
180424,global,decreasing,0.00626,regr
180436,global,stable,0,regr
180443,global,unknown,NA,NA
180455,global,unknown,NA,NA
180476,global,unknown,NA,NA
180477,global,stable,0,regr
180479,global,unknown,NA,NA
180481,global,decreasing,0.00626,regr
180492,global,unknown,NA,NA
180493,global,unknown,NA,NA
180494,global,unknown,NA,NA
180495,global,unknown,NA,NA
180504,global,stable,0,regr
180518,global,decreasing,0.00626,regr
180519,global,unknown,NA,NA
180525,global,unknown,NA,NA
180534,global,unknown,NA,NA
180540,global,unknown,NA,NA
180541,global,stable,0,regr
180682,global,unknown,NA,NA
180706,global,unknown,NA,NA
180866,global,unknown,NA,NA
180926,global,unknown,NA,NA
180966,global,unknown,NA,NA
181029,global,unknown,NA,NA
181100,global,unknown,NA,NA
181550,global,unknown,NA,NA
181577,global,unknown,NA,NA
181797,global,unknown,NA,NA
182223,global,unknown,NA,NA
182285,global,unknown,NA,NA
182363,global,unknown,NA,NA
182549,global,unknown,NA,NA
182611,global,unknown,NA,NA
182933,global,unknown,NA,NA
183155,global,unknown,NA,NA
183158,global,stable,0,lm
183159,global,stable,0,regr
183206,global,unknown,NA,NA
183208,global,unknown,NA,NA
183210,global,unknown,NA,NA
183211,global,unknown,NA,NA
183213,global,unknown,NA,NA
183215,global,unknown,NA,NA
183217,global,unknown,0,lm
183218,global,unknown,NA,NA
183219,global,unknown,NA,NA
183220,global,unknown,NA,NA
183221,global,unknown,NA,NA
183222,global,unknown,NA,NA
183224,global,unknown,NA,NA
183225,global,stable,0,regr
183227,global,unknown,NA,NA
183229,global,unknown,NA,NA
183230,global,unknown,NA,NA
183232,global,unknown,NA,NA
183233,global,unknown,NA,NA
183235,global,unknown,NA,NA
183237,global,unknown,NA,NA
183244,global,unknown,NA,NA
183245,global,unknown,NA,NA
183246,global,unknown,NA,NA
183248,global,unknown,NA,NA
183249,global,unknown,NA,NA
183250,global,unknown,NA,NA
183251,global,unknown,NA,NA
183256,global,unknown,NA,NA
183257,global,stable,0,regr
183259,global,unknown,NA,NA
183260,global,stable,0,regr
183261,global,unknown,NA,NA
183263,global,unknown,NA,NA
183268,global,unknown,NA,NA
183269,global,unknown,NA,NA
183270,global,unknown,NA,NA
183273,global,stable,0,regr
183275,global,unknown,NA,NA
183276,global,unknown,NA,NA
183278,global,unknown,NA,NA
183280,global,unknown,NA,NA
183281,global,unknown,NA,NA
183282,global,unknown,NA,NA
183283,global,unknown,NA,NA
183284,global,unknown,NA,NA
183285,global,unknown,NA,NA
183287,global,unknown,NA,NA
183291,global,unknown,NA,NA
183292,global,unknown,NA,NA
183293,global,unknown,NA,NA
183294,global,unknown,NA,NA
183295,global,unknown,NA,NA
183297,global,unknown,NA,NA
183298,global,unknown,NA,NA
183300,global,unknown,NA,NA
183301,global,unknown,NA,NA
183303,global,unknown,NA,NA
183304,global,unknown,NA,NA
183308,global,stable,0,lm
183309,global,unknown,NA,NA
183310,global,stable,0,lm
183311,global,unknown,NA,NA
183312,global,unknown,NA,NA
183313,global,unknown,NA,NA
183315,global,unknown,NA,NA
183317,global,unknown,0,lm
183319,global,unknown,NA,NA
183322,global,unknown,NA,NA
183324,global,unknown,NA,NA
183329,global,unknown,NA,NA
183330,global,unknown,NA,NA
183331,global,unknown,NA,NA
183334,global,unknown,NA,NA
183335,global,unknown,NA,NA
183336,global,unknown,NA,NA
183337,global,unknown,NA,NA
183339,global,unknown,NA,NA
183341,global,unknown,NA,NA
183342,global,unknown,NA,NA
183345,global,unknown,NA,NA
183346,global,unknown,NA,NA
183349,global,unknown,NA,NA
183355,global,unknown,NA,NA
183358,global,unknown,NA,NA
183361,global,unknown,NA,NA
183362,global,unknown,NA,NA
183363,global,stable,0,regr
183367,global,unknown,NA,NA
183370,global,unknown,NA,NA
183372,global,unknown,NA,NA
183374,global,unknown,NA,NA
183375,global,unknown,NA,NA
183376,global,unknown,NA,NA
183377,global,unknown,NA,NA
183378,global,stable,0,regr
183379,global,unknown,NA,NA
183380,global,unknown,NA,NA
183382,global,unknown,NA,NA
183384,global,unknown,NA,NA
183385,global,unknown,NA,NA
183386,global,unknown,NA,NA
183389,global,unknown,NA,NA
183390,global,unknown,NA,NA
183392,global,unknown,NA,NA
183394,global,unknown,NA,NA
183395,global,unknown,NA,NA
183396,global,unknown,NA,NA
183397,global,unknown,NA,NA
183398,global,unknown,NA,NA
183399,global,unknown,NA,NA
183400,global,unknown,NA,NA
183402,global,unknown,NA,NA
183403,global,unknown,NA,NA
183408,global,unknown,NA,NA
183410,global,unknown,NA,NA
183411,global,unknown,NA,NA
183412,global,unknown,NA,NA
183416,global,unknown,NA,NA
183418,global,unknown,NA,NA
183419,global,unknown,NA,NA
183420,global,unknown,NA,NA
183421,global,unknown,NA,NA
183422,global,unknown,NA,NA
183423,global,unknown,NA,NA
183425,global,unknown,NA,NA
183426,global,unknown,NA,NA
183428,global,unknown,NA,NA
183429,global,unknown,NA,NA
183430,global,unknown,NA,NA
183431,global,unknown,NA,NA
183432,global,unknown,NA,NA
183434,global,unknown,NA,NA
183436,global,unknown,NA,NA
183443,global,stable,0,regr
183444,global,unknown,NA,NA
183445,global,unknown,NA,NA
183446,global,stable,0,regr
183449,global,unknown,NA,NA
183450,global,unknown,NA,NA
183452,global,unknown,NA,NA
