iucn_sid,sciname
197868,Caridina endehensis
197967,Caridina ensifera
197613,Caridina evae
198265,Caridina excavata
197907,Caridina excavatoides
198111,Caridina fasciata
197818,Caridina fecunda
197659,Caridina feixiana
198066,Caridina fernandoi
197956,Caridina fijiana
197947,Caridina flavilineata
198328,Caridina formosae
197914,Caridina fossarum
198278,Caridina gabonensis
197747,Caridina gaesumi
198017,Caridina ghanensis
198079,Caridina glaubrechti
197620,Caridina glossopoda
197844,Caridina gordonae
197917,Caridina gortio
198028,Caridina gracilipes
198059,Caridina gracilirostris
198292,Caridina gracillima
197948,Caridina grandirostris
197626,Caridina guangxiensis
198300,Caridina gueryi
198036,Caridina guiyangensis
198042,Caridina gurneyi
198270,Caridina hainanensis
198251,Caridina hodgarti
197808,Caridina holthuisi
198255,Caridina hongyanensis
198126,Caridina hova
197711,Caridina huananensis
198334,Caridina hubeiensis
198293,Caridina hunanensis
197639,Caridina imitatrix
197648,Caridina indistincta
198348,Caridina indistincta ssp. indistincta
198379,Caridina indistincta ssp. sobrina
197980,Caridina isaloensis
198367,Caridina isaloensis ssp. grandidieri
198365,Caridina isaloensis ssp. isaloensis
198105,Caridina jalihali
197905,Caridina jeani
197589,Caridina jiangxiensis
198144,Caridina johnsoni
198160,Caridina kaombeflutilis
198264,Caridina kempi
198072,Caridina kilimae
198198,Caridina kunmingensis
197764,Caridina laevis
198080,Caridina lamiana
198134,Caridina lanceifrons
197603,Caridina lanceolata
198029,Caridina lanzana
197704,Caridina laoagensis
197770,Caridina leclerci
197716,Caridina leucosticta
197854,Caridina leytensis
197751,Caridina liangi
197759,Caridina liaoi
198243,Caridina lima
198228,Caridina linduensis
197824,Caridina lineorostris
198221,Caridina lingkonae
197898,Caridina lipalmaria
198342,Caridina liui
198340,Caridina lobocensis
197729,Caridina loehae
197991,Caridina longa
197732,Caridina longiacuta
197734,Caridina longicarpus
197820,Caridina longidigita
198234,Caridina longifrons
198256,Caridina longirostris
197823,Caridina lovoensis
197652,Caridina lufengensis
198192,Caridina lumilympha
198279,Caridina macrodentata
198067,Caridina macrophora
198285,Caridina maculata
197912,Caridina mahalona
197712,Caridina malawensis
197752,Caridina malayensis
198099,Caridina masapi
197985,Caridina mathiassi
198120,Caridina mauritii
197969,Caridina mccullochi
197584,Caridina medifolia
198333,Caridina mengae
198001,Caridina mengaeoides
198244,Caridina menghaiensis
197588,Caridina meridonalis
198121,Caridina mertoni
197896,Caridina messofluminis
197763,Caridina mindanao
198213,Caridina minidentata
197731,Caridina minnanica
198222,Caridina modiglianii
198078,Caridina moeri
197779,Caridina mongziensis
198258,Caridina multidentata
198128,Caridina nanaoensis
197750,Caridina natalensis
197933,Caridina natarajani
197800,Caridina neglecta
198140,Caridina nguyeni
198199,Caridina nilotica
198260,Caridina norvestica
197901,Caridina novaecaledoniae
198087,Caridina nudirostris
197989,Caridina okiamnis
197746,Caridina okinawa
197694,Caridina oligospina
197724,Caridina opaensis
198329,Caridina palawanensis
197923,Caridina panikkari
198195,Caridina papuana
197908,Caridina paracornuta
198289,Caridina pareparensis
197853,Caridina parvidentata
197886,Caridina parvirostris
197766,Caridina parvocula
198206,Caridina parvula
198016,Caridina paucidentata
197784,Caridina pedicultrata
198326,Caridina peninsularis
198100,Caridina petiti
197928,Caridina pingi
198021,Caridina pingioides
198262,Caridina plicata
198095,Caridina prashadi
197736,Caridina pristis
197653,Caridina profundicola
197665,Caridina propinqua
197649,Caridina pseudodenticulata
197673,Caridina pseudonilotica
197605,Caridina pseudoserrata
197885,Caridina qingyuanensis
197916,Caridina rajadhari
197604,Caridina rangoona
197812,Caridina rapaensis
197856,Caridina richtersi
197876,Caridina roubaudi
197682,Caridina rouxi
198290,Caridina rubella
197756,Caridina rubropunctata
197591,Caridina samar
198277,Caridina sarasinorum
197587,Caridina schenkeli
197799,Caridina semiblepsia
197804,Caridina serrata
198313,Caridina serratirostris
197654,Caridina shenoyi
198117,Caridina shilinica
198077,Caridina similis
197586,Caridina simoni
198171,Caridina sodenensis
198315,Caridina solearipes
197600,Caridina songtaoensis
197720,Caridina spathulirostris
197955,Caridina spelunca
198298,Caridina sphyrapoda
197606,Caridina spinalifrons
197754,Caridina spinata
197814,Caridina spinipoda
197830,Caridina spinosipes
198085,Caridina spinula
198253,Caridina spongicola
197842,Caridina steineri
197975,Caridina striata
198245,Caridina subventralis
198338,Caridina sulawesi
198180,Caridina sumatianica
197805,Caridina sumatrensis
198257,Caridina sundanella
197953,Caridina susuroflabra
198086,Caridina temasek
197778,Caridina tenuirostris
197825,Caridina thambipillai
198296,Caridina thermophila
198150,Caridina thomasi
197617,Caridina timorensis
197951,Caridina togoensis
198306,Caridina tonkinensis
197794,Caridina trifasciata
197583,Caridina troglodytes
197861,Caridina troglophila
198139,Caridina tumida
198327,Caridina typus
198226,Caridina uminensis
198250,Caridina umtatensis
197993,Caridina unca
198177,Caridina valencia
197650,Caridina venusta
197875,Caridina vietriensis
198063,Caridina villadolidi
42436709,Caridina vithuraensis
197621,Caridina vitiensis
197719,Caridina weberi
197936,Caridina williamsi
197697,Caridina woltereckae
198175,Caridina wumingensis
198013,Caridina wyckii
197627,Caridina xiangnanensis
197577,Caridina xiphias
197695,Caridina yilong
198232,Caridina yulinica
197850,Caridina yunnanensis
197705,Caridina zebra
197773,Caridina zeylanica
197890,Caridina zhejiangensis
197684,Caridina zhongshanica
198330,Caridinides wilkinsi
198000,Caridinopsis chevalieri
197641,Coutierella tonkinensis
198148,Creaseria morleyi
198184,Cryphiops brasiliensis
197608,Cryphiops caementarius
198218,Cryphiops luscus
198259,Cryphiops perspicax
197838,Cryphiops sbordonii
197630,Cryphiops villalobosi
198118,Desmocaris bislineata
197625,Desmocaris trispinosa
198167,Dugastella marocana
197851,Dugastella valentina
198113,Edoneus atheatus
198238,Edoneus erwini
197998,Edoneus marulas
197811,Edoneus sketi
197941,Euryrhynchina edingtonae
198110,Euryrhynchoides holthuisi
198083,Euryrhynchus amazoniensis
197706,Euryrhynchus burchelli
197921,Euryrhynchus pemoni
197872,Euryrhynchus tomasi
197837,Euryrhynchus wrzesniowskii
197622,Exopalaemon annandalei
197721,Exopalaemon mani
198127,Exopalaemon modestus
197765,Exopalaemon xinjiangensis
198319,Gallocaris inermis
198047,Jolivetya foresti
198276,Jonga serrei
198004,Lancaris kumariae
197769,Lancaris singhalensis
198044,Leptocarpus fluminicola
197902,Leptocarpus kempi
198022,Leptocarpus potamiscus
197862,Leptopalaemon gagadjui
44136401,Leptopalaemon gibbosus
197676,Leptopalaemon glabrus
44136476,Leptopalaemon gudjangah
44136428,Leptopalaemon magelensis
198200,Limnocaridella alberti
198058,Limnocaridina iridinae
198193,Limnocaridina latipes
197977,Limnocaridina parvula
197843,Limnocaridina retarius
197829,Limnocaridina similis
198133,Limnocaridina socius
197637,Limnocaridina spinipes
197958,Limnocaridina tanganyikae
198205,Macrobrachium acanthochirus
198030,Macrobrachium acanthurus
197689,Macrobrachium acherontium
197592,Macrobrachium aemulum
198159,Macrobrachium agwi
198266,Macrobrachium ahkowi
197611,Macrobrachium altifrons
42928804,Macrobrachium altifrons ssp. altifrons
42929239,Macrobrachium altifrons ssp. ranjhai
197634,Macrobrachium amazonicum
198018,Macrobrachium americanum
198161,Macrobrachium amplimanus
197968,Macrobrachium andamanicum
198304,Macrobrachium aracamuni
197623,Macrobrachium asperulum
197858,Macrobrachium assamense
198374,Macrobrachium assamense ssp. assamense
198353,Macrobrachium assamense ssp. peninsulare
197963,Macrobrachium atabapense
197733,Macrobrachium auratum
198235,Macrobrachium australe
197892,Macrobrachium australiense
197810,Macrobrachium banjarae
198311,Macrobrachium bariense
197602,Macrobrachium birmanicum
197883,Macrobrachium bombayense
198094,Macrobrachium borellii
197906,Macrobrachium brasiliense
197638,Macrobrachium brevicarpum
197598,Macrobrachium bullatum
197893,Macrobrachium cacharense
198031,Macrobrachium caledonicum
197596,Macrobrachium callirrhoe
198038,Macrobrachium canarae
198003,Macrobrachium carcinus
197904,Macrobrachium catonium
197686,Macrobrachium cavernicola
198301,Macrobrachium chevalieri
197966,Macrobrachium clymene
198299,Macrobrachium cocoense
197796,Macrobrachium cortezi
42437291,Macrobrachium cosolapaense
197828,Macrobrachium cowlesi
198071,Macrobrachium crebrum
198116,Macrobrachium crenulatum
198143,Macrobrachium dalatense
197964,Macrobrachium dayanum
197644,Macrobrachium denticulatum
197743,Macrobrachium depressimanum
197821,Macrobrachium dienbienphuense
197965,Macrobrachium dierythrum
197878,Macrobrachium digitus
198223,Macrobrachium digueti
197677,Macrobrachium dolatum
198332,Macrobrachium dolichodactylus
198302,Macrobrachium duri
198069,Macrobrachium dux
197909,Macrobrachium edentatum
198137,Macrobrachium elatum
197668,Macrobrachium elegantum
197846,Macrobrachium empulipke
198164,Macrobrachium equidens
198185,Macrobrachium esculentum
197761,Macrobrachium faustinum
198115,Macrobrachium felicinum
197753,Macrobrachium ferreirai
198141,Macrobrachium feunteuni
197978,Macrobrachium foai
198208,Macrobrachium forcipatum
197767,Macrobrachium formosense
197707,Macrobrachium fukienense
197612,Macrobrachium gallus
197954,Macrobrachium gangeticum
198035,Macrobrachium glabrum
197671,Macrobrachium gracilirostre
197590,Macrobrachium grandimanus
197807,Macrobrachium gua
197594,Macrobrachium guangxiense
197795,Macrobrachium gurudeve
197789,Macrobrachium hainanense
198107,Macrobrachium hancocki
198005,Macrobrachium handschini
197863,Macrobrachium hendersodayanum
198010,Macrobrachium hendersoni
197727,Macrobrachium heterochirus
198040,Macrobrachium heterorhynchos
197703,Macrobrachium hildebrandti
198323,Macrobrachium hirsutimanus
197879,Macrobrachium hirtimanus
197581,Macrobrachium hobbsi
197628,Macrobrachium horstii
42437294,Macrobrachium hungi
198344,Macrobrachium idae
197870,Macrobrachium idella
198349,Macrobrachium idella ssp. georgii
198371,Macrobrachium idella ssp. idella
197633,Macrobrachium iheringi
198324,Macrobrachium inca
197943,Macrobrachium indicum
198061,Macrobrachium inflatum
198173,Macrobrachium inpa
197760,Macrobrachium insulare
42437322,Macrobrachium jacatepecense
198231,Macrobrachium jacobsoni
197737,Macrobrachium japonicum
197925,Macrobrachium jaroense
198162,Macrobrachium jayasreei
198068,Macrobrachium jelskii
197582,Macrobrachium jiangxiense
197979,Macrobrachium johnsoni
197579,Macrobrachium joppae
198230,Macrobrachium kelianense
197915,Macrobrachium kempi
198325,Macrobrachium kistnense
197664,Macrobrachium koombooloomba
198203,Macrobrachium kulkarnii
197931,Macrobrachium kunjuramani
197877,Macrobrachium lamarrei
198352,Macrobrachium lamarrei ssp. lamarrei
198360,Macrobrachium lamarrei ssp. lamarroides
198082,Macrobrachium lanatum
197699,Macrobrachium lanceifrons
197834,Macrobrachium lanchesteri
197866,Macrobrachium lar
197860,Macrobrachium latidactylus
197897,Macrobrachium latimanus
197802,Macrobrachium lepidactyloides
198341,Macrobrachium lepidactylus
197874,Macrobrachium leptodactylus
198248,Macrobrachium leucodactylus
197970,Macrobrachium lingyunense
198015,Macrobrachium lopopodus
198240,Macrobrachium lorentzi
198104,Macrobrachium lucifugum
198034,Macrobrachium lujae
197797,Macrobrachium macrobrachion
197790,Macrobrachium maculatum
197713,Macrobrachium madhusoodani
198188,Macrobrachium malayanum
198345,Macrobrachium malcolmsonii
198356,Macrobrachium malcolmsonii ssp. kotreeanum
198378,Macrobrachium malcolmsonii ssp. malcolmsonii
198308,Macrobrachium mammillodactylus
197961,Macrobrachium manipurense
197944,Macrobrachium manningi
42437713,Macrobrachium mazatecum
198076,Macrobrachium meridionale
197833,Macrobrachium michoacanus
197952,Macrobrachium microps
197678,Macrobrachium mieni
197887,Macrobrachium minutum
197782,Macrobrachium miyakoense
196882,Macrobrachium moorei
197777,Macrobrachium naso
198108,Macrobrachium nattereri
198310,Macrobrachium natulorum
198052,Macrobrachium neglectum
197859,Macrobrachium nepalense
198039,Macrobrachium niloticum
197994,Macrobrachium niphanae
197726,Macrobrachium nipponense
197976,Macrobrachium nobilii
197660,Macrobrachium novaehollandiae
42437750,Macrobrachium oaxacae
198281,Macrobrachium occidentale
197688,Macrobrachium oenone
198089,Macrobrachium ohione
198217,Macrobrachium olfersii
197880,Macrobrachium oxyphilus
198239,Macrobrachium panamense
198002,Macrobrachium patheinense
198320,Macrobrachium patsa
197786,Macrobrachium pectinatum
198169,Macrobrachium peguense
198050,Macrobrachium pentazona
197990,Macrobrachium petersii
198312,Macrobrachium petiti
198331,Macrobrachium pilimanus
197656,Macrobrachium pilosum
198215,Macrobrachium placidulum
198051,Macrobrachium placidum
198283,Macrobrachium platycheles
197631,Macrobrachium platyrostris
198163,Macrobrachium poeti
198286,Macrobrachium potiuna
42438090,Macrobrachium prabhakarani
197984,Macrobrachium praecox
197987,Macrobrachium pumilum
198023,Macrobrachium purpureamanus
197852,Macrobrachium quelchi
198027,Macrobrachium raridens
198263,Macrobrachium rathbunae
197658,Macrobrachium reyesi
197869,Macrobrachium rhodochir
197755,Macrobrachium rodriguezi
198090,Macrobrachium rogersi
197873,Macrobrachium rosenbergii
198209,Macrobrachium rostratum
197832,Macrobrachium rude
197960,Macrobrachium sabanus
197840,Macrobrachium saigonense
197771,Macrobrachium sankollii
197772,Macrobrachium santanderensis
198062,Macrobrachium sbordonii
197655,Macrobrachium scabriculum
198081,Macrobrachium scorteccii
196881,Macrobrachium shaoi
197971,Macrobrachium shokitai
197935,Macrobrachium sintangense
198102,Macrobrachium sirindhorn
197580,Macrobrachium siwalikense
198012,Macrobrachium sollaudii
197715,Macrobrachium spinipes
197774,Macrobrachium spinosum
197624,Macrobrachium srilankense
198339,Macrobrachium striatum
198336,Macrobrachium sulcatus
198343,Macrobrachium sulcicarpale
197926,Macrobrachium sundaicum
198156,Macrobrachium suongae
198122,Macrobrachium superbum
197776,Macrobrachium surinamicum
197816,Macrobrachium tenellum
198112,Macrobrachium tenuirostrum
197819,Macrobrachium thai
198025,Macrobrachium therezieni
198181,Macrobrachium thuylami
197913,Macrobrachium thysi
197997,Macrobrachium tiwarii
197614,Macrobrachium tolmerum
198182,Macrobrachium totonacum
198157,Macrobrachium transandicum
197647,Macrobrachium tratense
198053,Macrobrachium trichodactylum
198101,Macrobrachium tuxtlaense
198186,Macrobrachium unikarnatakae
197957,Macrobrachium urayang
198158,Macrobrachium veliense
197740,Macrobrachium venustum
198295,Macrobrachium vicconi
198267,Macrobrachium vietnamiense
197635,Macrobrachium villalobosi
198131,Macrobrachium villosimanus
198149,Macrobrachium vollenhoveni
197949,Macrobrachium walvanense
198174,Macrobrachium wannanense
198048,Macrobrachium weberi
197827,Macrobrachium yui
198091,Macrobrachium zariquieyi
198020,Mancicaris sinensis
197959,Marosina brevirostris
198252,Marosina longirostris
197667,Micratya poeyi
42442168,Monsamnis carpolongus
198074,Neocaridina anhuiensis
198261,Neocaridina bamana
197939,Neocaridina brevidactyla
197576,Neocaridina curvifrons
197822,Neocaridina denticulata
198380,Neocaridina denticulata ssp. davidi
198350,Neocaridina denticulata ssp. denticulata
198361,Neocaridina denticulata ssp. moganica
197910,Neocaridina euspinosa
197679,Neocaridina fukiensis
198211,Neocaridina gracilipoda
197835,Neocaridina heteropoda
198369,Neocaridina heteropoda ssp. heteropoda
198370,Neocaridina heteropoda ssp. koreana
198375,Neocaridina heteropoda ssp. luoyangensis
198346,Neocaridina hofendopoda
198032,Neocaridina homospina
198103,Neocaridina iriomotensis
198008,Neocaridina ishigakiensis
197735,Neocaridina ketagalan
198129,Neocaridina keunbaei
198155,Neocaridina linfenensis
197651,Neocaridina longipoda
198273,Neocaridina palmata
198373,Neocaridina palmata ssp. bosensis
198358,Neocaridina palmata ssp. luodianica
198372,Neocaridina palmata ssp. meridionalis
198376,Neocaridina palmata ssp. palmata
197855,Neocaridina saccam
198014,Neocaridina spinosa
197762,Neocaridina xiapuensis
198207,Neocaridina zhangjiajiensis
198084,Neocaridina zhoushanensis
198275,Neopalaemon nahuatlus
198236,Palaemon capensis
197950,Palaemonetes antennarius
15885,Palaemonetes antrorum
198093,Palaemonetes argentinus
198179,Palaemonetes australis
198210,Palaemonetes carteri
15886,Palaemonetes cummingi
197815,Palaemonetes hobbsi
197792,Palaemonetes ivonicus
197722,Palaemonetes kadiakensis
197683,Palaemonetes lindsayi
198318,Palaemonetes mercedae
198194,Palaemonetes mesogenitor
198009,Palaemonetes mesopotamicus
198201,Palaemonetes mexicanus
198284,Palaemonetes paludosus
198146,Palaemonetes sinensis
197940,Palaemonetes suttkusi
198098,Palaemonetes texanus
197744,Palaemonetes turcorum
15887,Palaemonias alabamae
15888,Palaemonias ganteri
197670,Paracaridina chenxiensis
197867,Paracaridina guizhouensis
197700,Paracaridina longispina
198065,Paracaridina zijinica
197899,Paratya annamensis
197982,Paratya australiensis
197882,Paratya boninensis
198322,Paratya borealis
198307,Paratya bouvieri
198152,Paratya caledonica
197780,Paratya compressa
198220,Paratya curvirostris
198254,Paratya howensis
197681,Paratya improvisa
198172,Paratya intermedia
198216,Paratya martensi
197745,Paratya norfolkensis
197615,Paratya typa
197817,Parisia deharvengi
197788,Parisia dentata
198097,Parisia edentata
198109,Parisia gracilis
198249,Parisia holthuisi
198291,Parisia macrophora
197708,Parisia macrophthalma
197996,Parisia microphthalma
197663,Parisia unguis
197974,Potamalpheops amnicus
197609,Potamalpheops haugi
197758,Potamalpheops monodi
198054,Potamalpheops stygicola
198168,Potimirim americana
42927566,Potimirim brasiliana
197992,Potimirim glabra
197642,Potimirim mexicana
197709,Potimirim potimirim
197698,Pseudopalaemon amazonensis
198154,Pseudopalaemon bouvieri
198026,Pseudopalaemon chryseus
198282,Pseudopalaemon funchiae
197593,Pseudopalaemon gouldingi
198073,Pseudopalaemon iquitoensis
197938,Pseudopalaemon nigramnis
198183,Pycneus morsitans
197945,Pycnisia bunyip
198229,Pycnisia raptor
197693,Sinodina acutipoda
197809,Sinodina angulata
198191,Sinodina banna
197937,Sinodina bispinosa
198189,Sinodina dianica
198190,Sinodina gregoriana
198187,Sinodina heterodactyla
198070,Sinodina leptopropoda
197775,Sinodina lijiang
197845,Sinodina wangtai
198130,Sinodina yongshengica
197999,Sinodina yui
198064,Stygiocaris lancifera
198057,Stygiocaris stylifera
21249,Syncaris pacifica
21250,Syncaris pasadenae
197629,Tenuipedium palaemonoides
198178,Troglindicus phreaticus
198166,Troglocaris ablaskiri
22267,Troglocaris anophthalmus
198366,Troglocaris anophthalmus ssp. anophthalmus
198354,Troglocaris anophthalmus ssp. intermedia
42436711,Troglocaris anophthalmus ssp. legovici
42436713,Troglocaris anophthalmus ssp. ocellata
42436902,Troglocaris anophthalmus ssp. periadriatica
42436904,Troglocaris anophthalmus ssp. sontica
197723,Troglocaris bosnica
197884,Troglocaris fagei
197742,Troglocaris hercegovinensis
197595,Troglocaris jusbaschjani
198142,Troglocaris kapelana
198294,Troglocaris kutaissiana
197798,Troglocaris neglecta
197661,Troglocaris osterloffi
197986,Troglocaris planinensis
198049,Troglocaris prasence
198006,Troglocaris pretneri
198242,Troglocubanus calcis
197871,Troglocubanus eigenmanni
197983,Troglocubanus gibarensis
198176,Troglocubanus inermis
198305,Troglocubanus jamaicensis
198019,Troglomexicanus huastecae
198011,Troglomexicanus perezfarfanteae
197946,Troglomexicanus tamaulipasensis
198271,Typhlatya campecheae
197717,Typhlatya consobrina
198123,Typhlatya elenae
197924,Typhlatya garciadebrasi
197675,Typhlatya garciai
22594,Typhlatya iliffei
197702,Typhlatya miravetensis
197618,Typhlatya mitchelli
22593,Typhlatya monae
197616,Typhlatya pearsei
197801,Typhlatya taina
197929,Typhlocaridina lanceifrons
198092,Typhlocaridina liui
197781,Typhlocaridina semityphlata
197640,Typhlocaris ayyaloni
197911,Typhlocaris galilea
197927,Typhlocaris lethaea
197826,Typhlocaris salentina
198274,Typhlopatsa pauliani
197701,Xiphocaris elongata
198288,Xiphocaris gomezi
165834,Apolemichthys arcuatus
165822,Apolemichthys griffisi
165869,Apolemichthys guezei
154809,Apolemichthys kingi
165835,Apolemichthys trimaculatus
165841,Apolemichthys xanthopunctatus
165853,Apolemichthys xanthotis
165844,Apolemichthys xanthurus
169679,Centropyge abei
155083,Centropyge acanthops
165837,Centropyge argi
165893,Centropyge aurantia
165865,Centropyge aurantonotus
165902,Centropyge bicolor
165871,Centropyge bispinosa
165824,Centropyge boylei
165838,Centropyge colini
165854,Centropyge debelius
165855,Centropyge eibli
165849,Centropyge ferrugata
165828,Centropyge fisheri
165895,Centropyge flavipectoralis
165878,Centropyge flavissima
165848,Centropyge heraldi
165830,Centropyge hotumatua
165858,Centropyge interruptus
165890,Centropyge joculator
155308,Centropyge loricula
165896,Centropyge multicolor
165876,Centropyge multispinis
165823,Centropyge nahackyi
165903,Centropyge narcosis
165897,Centropyge nigriocellus
165868,Centropyge nox
165899,Centropyge potteri
4131,Centropyge resplendens
165875,Centropyge shepardi
165901,Centropyge tibicen
165900,Centropyge venusta
165860,Centropyge vrolikii
165847,Chaetodontoplus ballinae
165894,Chaetodontoplus caeruleopunctatus
165826,Chaetodontoplus chrysocephalus
165870,Chaetodontoplus conspicillatus
165863,Chaetodontoplus dimidiatus
165857,Chaetodontoplus duboulayi
165850,Chaetodontoplus melanosoma
165891,Chaetodontoplus meredithi
165884,Chaetodontoplus mesoleucus
165892,Chaetodontoplus niger
165881,Chaetodontoplus personifer
168374,Chaetodontoplus poliourus
165882,Chaetodontoplus septentrionalis
169676,Chaetodontoplus vanderloosi
165864,Genicanthus bellus
165845,Genicanthus caudovittatus
165888,Genicanthus lamarck
165843,Genicanthus melanospilos
165874,Genicanthus personatus
165866,Genicanthus semicinctus
165856,Genicanthus semifasciatus
165846,Genicanthus spinus
165827,Genicanthus takeuchii
165872,Genicanthus watanabei
165825,Holacanthus africanus
165832,Holacanthus bermudensis
165883,Holacanthus ciliaris
165861,Holacanthus clarionensis
165836,Holacanthus limbaughi
165880,Holacanthus passer
165879,Holacanthus tricolor
165852,Paracentropyge multifasciata
165873,Pomacanthus annularis
165887,Pomacanthus arcuatus
165839,Pomacanthus asfur
165831,Pomacanthus chrysurus
165862,Pomacanthus imperator
165833,Pomacanthus maculosus
165867,Pomacanthus navarchus
165898,Pomacanthus paru
165842,Pomacanthus rhomboides
165851,Pomacanthus semicirculatus
165840,Pomacanthus sexstriatus
165829,Pomacanthus xanthometopon
165889,Pomacanthus zonipectus
165885,Pygoplites diacanthus
2188,Astacoides betsileoensis
2187,Astacoides caldwelli
2184,Astacoides crosnieri
2186,Astacoides granulimanus
153654,Astacoides hobbsi
2183,Astacoides madagascarensis
2185,Astacoides petiti
153687,Astacopsis franklinii
2190,Astacopsis gouldi
153640,Astacopsis tricornis
2191,Astacus astacus
2430,Austropotamobius pallipes
2431,Austropotamobius torrentium
153972,Barbicambarus cornutus
154024,Bouchardina robisoni
153825,Cambarellus alvarezi
153712,Cambarellus areolatus
3669,Cambarellus blacki
153705,Cambarellus chapalanus
153621,Cambarellus chihuahuae
3670,Cambarellus diminutus
3671,Cambarellus lesliei
153816,Cambarellus montezumae
153635,Cambarellus ninae
153667,Cambarellus occidentalis
153802,Cambarellus patzcuarensis
153714,Cambarellus prolixus
153931,Cambarellus puer
153836,Cambarellus schmitti
154008,Cambarellus shufeldtii
153628,Cambarellus texanus
153815,Cambarellus zempoalensis
153643,Cambaroides dauricus
153751,Cambaroides japonicus
153753,Cambaroides schrenckii
153685,Cambaroides similis
153818,Cambarus acanthura
3688,Cambarus aculabrum
153783,Cambarus acuminatus
153791,Cambarus angularis
153998,Cambarus asperimanus
153748,Cambarus bartonii
3672,Cambarus batchi
3673,Cambarus bouchardi
153754,Cambarus brachydactylus
153867,Cambarus brimleyorum
153869,Cambarus buntingi
153967,Cambarus carinirostris
153850,Cambarus carolinus
3674,Cambarus catagius
153800,Cambarus causeyi
41250,Cambarus chasmodactylus
3689,Cambarus chaugaensis
153932,Cambarus clivosus
153805,Cambarus conasaugaensis
153794,Cambarus coosae
3690,Cambarus coosawattae
153997,Cambarus cracens
153971,Cambarus crinipes
3691,Cambarus cryptodytes
153776,Cambarus cumberlandensis
3692,Cambarus cymatilis
154004,Cambarus davidi
3679,Cambarus deweesae
153814,Cambarus diogenes
153920,Cambarus distans
153839,Cambarus doughertyensis
153734,Cambarus dubius
153806,Cambarus eeseeohensis
3693,Cambarus elkensis
153860,Cambarus englishi
3676,Cambarus extraneus
3694,Cambarus fasciatus
153919,Cambarus friaufi
153803,Cambarus gentryi
3695,Cambarus georgiae
153913,Cambarus girardianus
153908,Cambarus graysoni
153964,Cambarus halli
153852,Cambarus hamulatus
3696,Cambarus harti
3697,Cambarus hiwasseensis
153973,Cambarus hobbsorum
3698,Cambarus howardi
153914,Cambarus hubbsi
153903,Cambarus hubrichti
153811,Cambarus hystricosus
153854,Cambarus jezerinaci
153909,Cambarus johni
153956,Cambarus jonesi
164914,Cambarus laconensis
154003,Cambarus latimanus
153985,Cambarus lenati
153983,Cambarus longirostris
153979,Cambarus longulus
154030,Cambarus ludovicianus
153882,Cambarus maculatus
153830,Cambarus manningi
3699,Cambarus miltus
153730,Cambarus monongalensis
3700,Cambarus nerterius
154006,Cambarus nodosus
3677,Cambarus obeyensis
153904,Cambarus obstipus
153770,Cambarus ortmanni
3701,Cambarus parrishi
153863,Cambarus parvoculus
18212,Cambarus pecki
153926,Cambarus polychromatus
3680,Cambarus pristinus
3681,Cambarus pyronotus
3702,Cambarus reburrus
153933,Cambarus reduncus
153901,Cambarus reflexus
153695,Cambarus robustus
153982,Cambarus rusticiformis
153820,Cambarus sciotensis
3703,Cambarus scotti
153995,Cambarus setosus
3704,Cambarus speciosus
164915,Cambarus speleocoopi
153778,Cambarus sphenoides
3705,Cambarus spicatus
153891,Cambarus striatus
3706,Cambarus strigosus
3682,Cambarus subterraneus
3683,Cambarus tartarus
153886,Cambarus tenebrosus
153935,Cambarus thomai
3685,Cambarus truncatus
153853,Cambarus tuckasegee
3686,Cambarus unestami
153812,Cambarus veitchorum
3687,Cambarus veteranus
3684,Cambarus williami
3678,Cambarus zophonastes
153665,Cherax bicarinatus
165920,Cherax boesemani
153634,Cherax cainii
153642,Cherax cuspidatus
4622,Cherax destructor
153619,Cherax dispar
153651,Cherax holthuisi
184424,Cherax leckii
153683,Cherax lorentzi
165922,Cherax monticola
4620,Cherax nucifraga
153610,Cherax pallidus
153660,Cherax papuanus
4619,Cherax parvus
165921,Cherax peknyi
153690,Cherax preissii
4621,Cherax quadricarinatus
153731,Cherax quinquecarinatus
153624,Cherax rhynchotus
4618,Cherax tenuimanus
153696,Cherax urospinosus
153937,Distocambarus carlsoni
153809,Distocambarus crockeri
6763,Distocambarus devexus
153779,Distocambarus hunteri
6764,Distocambarus youngineri
153625,Engaeus affinis
7735,Engaeus australis
153657,Engaeus cisternarius
153677,Engaeus cunicularius
7743,Engaeus curvisuturus
153678,Engaeus cymus
7744,Engaeus disjuncticus
153636,Engaeus fossor
153652,Engaeus fultoni
7745,Engaeus granulatus
153726,Engaeus hemicirratulus
153662,Engaeus karnanga
153719,Engaeus laevis
153711,Engaeus lengana
153756,Engaeus leptorhynchus
153693,Engaeus lyelli
153603,Engaeus mairener
7736,Engaeus mallacoota
7737,Engaeus martigener
153749,Engaeus merosetosus
7746,Engaeus nulloporius
153616,Engaeus orientalis
7738,Engaeus orramakunna
7739,Engaeus phyllocercus
153649,Engaeus quadrimanus
7740,Engaeus rostrogaleatus
153618,Engaeus sericatus
7741,Engaeus spinicaudatus
7742,Engaeus sternalis
153724,Engaeus strictifrons
153741,Engaeus tayatea
153713,Engaeus tuberculatus
7747,Engaeus urostrictus
153602,Engaeus victoriensis
153608,Engaeus yabbimunna
153710,Engaewa pseudoreducta
153670,Engaewa reducta
7749,Engaewa similis
153664,Engaewa subcoerulea
