iucn_sid,sciname
22728212,Cyrtonyx montezumae
22679717,Cyrtonyx ocellatus
22724748,Cyrtonyx sallei
22683199,Dacelo gaudichaud
22683193,Dacelo leachii
22683189,Dacelo novaeguineae
22683196,Dacelo tyro
22722976,Dacnis albiventris
22722997,Dacnis berlepschi
22722991,Dacnis cayana
103812255,Dacnis egregia
22722982,Dacnis flaviventer
22722969,Dacnis hartlaubi
103812237,Dacnis lineata
22722985,Dacnis nigripes
22722988,Dacnis venusta
22722994,Dacnis viguieri
22679708,Dactylortyx thoracicus
103691540,Daphoenositta chrysoptera
22705391,Daphoenositta miranda
103691575,Daphoenositta papuensis
22697879,Daption capense
22696226,Daptrius ater
22735157,Dasycrotapha plateni
22734563,Dasycrotapha pygmaea
22716210,Dasycrotapha speciosa
22684126,Dasylophus superciliosus
22704507,Dasyornis brachypterus
22704510,Dasyornis broadbenti
22704502,Dasyornis longirostris
103661261,Deconychura longicauda
103661265,Deconychura pallida
103661269,Deconychura typica
103792599,Deleornis axillaris
103792577,Deleornis fraseri
22712491,Delichon dasypus
103811905,Delichon lagopodum
22712496,Delichon nipalense
103811886,Delichon urbicum
22700461,Deltarhynchus flammulatus
22734695,Dendragapus fuliginosus
22734690,Dendragapus obscurus
22703052,Dendrexetastes rufigula
22703020,Dendrocincla anabatina
22703010,Dendrocincla fuliginosa
22703026,Dendrocincla homochroa
22703023,Dendrocincla merula
22703015,Dendrocincla turdina
22703007,Dendrocincla tyrannina
22705852,Dendrocitta bayleii
22736049,Dendrocitta cinerascens
22705839,Dendrocitta formosae
22705849,Dendrocitta frontalis
22705846,Dendrocitta leucogastra
103719284,Dendrocitta occipitalis
22705836,Dendrocitta vagabunda
22703079,Dendrocolaptes certhia
22703085,Dendrocolaptes hoffmannsi
22703089,Dendrocolaptes picumnus
22703092,Dendrocolaptes platyrostris
103661296,Dendrocolaptes punctipectus
103661292,Dendrocolaptes sanctithomae
22726384,Dendrocopos analis
22681133,Dendrocopos assimilis
22681089,Dendrocopos atratus
22681111,Dendrocopos darjellensis
22681136,Dendrocopos himalayensis
22681105,Dendrocopos hyperythrus
22681130,Dendrocopos leucopterus
22727124,Dendrocopos leucotos
22726376,Dendrocopos macei
22681124,Dendrocopos major
22681531,Dendrocopos noguchii
22727132,Dendrocopos owstoni
22681127,Dendrocopos syriacus
22679770,Dendrocygna arborea
22679753,Dendrocygna arcuata
22679780,Dendrocygna autumnalis
22679746,Dendrocygna bicolor
22679740,Dendrocygna eytoni
22679735,Dendrocygna guttata
22679758,Dendrocygna javanica
22679763,Dendrocygna viduata
22718345,Dendronanthus indicus
22678752,Dendroperdix sephaena
22680959,Dendropicos abyssinicus
22681095,Dendropicos dorae
22680949,Dendropicos elachus
22727114,Dendropicos elliotii
22680963,Dendropicos fuscescens
22730264,Dendropicos gabonensis
22730269,Dendropicos goertae
22681023,Dendropicos griseocephalus
22727121,Dendropicos johnstoni
22680967,Dendropicos lugubris
22680982,Dendropicos namaquus
22681030,Dendropicos obsoletus
22680954,Dendropicos poecilolaemus
22680989,Dendropicos pyrrhogaster
22681018,Dendropicos spodocephalus
22680978,Dendropicos stierlingi
22680996,Dendropicos xantholophus
22703103,Dendroplex kienerii
22703095,Dendroplex picus
22679576,Dendrortyx barbatus
22679586,Dendrortyx leucophrys
22679581,Dendrortyx macroura
22686416,Deroptyus accipitrinus
103762448,Dessonornis anomalus
22709778,Dessonornis archeri
22709791,Dessonornis caffer
22709797,Dessonornis humeralis
103762537,Dessonornis macclounii
103762543,Dessonornis mbuluensis
22704789,Devioeca papuana
22733394,Diaphorapteryx hawkinsi
22717555,Dicaeum aeneum
105991992,Dicaeum agile
22717469,Dicaeum annae
103776016,Dicaeum anthonyi
22717494,Dicaeum aureolimbatum
22731117,Dicaeum australe
103776954,Dicaeum beccarii
22717503,Dicaeum bicolor
103777452,Dicaeum cambodianum
22717575,Dicaeum celebicum
22717484,Dicaeum chrysorrheum
103776128,Dicaeum concolor
22717584,Dicaeum cruentatum
22717525,Dicaeum erythrorhynchos
103776345,Dicaeum erythrothorax
22717478,Dicaeum everetti
22717552,Dicaeum eximium
22717546,Dicaeum geelvinkianum
22717510,Dicaeum haematostictum
103776714,Dicaeum hanieli
103777963,Dicaeum hirundinaceum
22717522,Dicaeum hypoleucum
103778239,Dicaeum ignicolle
22717562,Dicaeum igniferum
103776843,Dicaeum ignipectus
103776050,Dicaeum kampalili
103778206,Dicaeum keiense
103777506,Dicaeum luzoniense
22717565,Dicaeum maugei
22717487,Dicaeum melanozanthum
103776140,Dicaeum minullum
22717572,Dicaeum monticolum
22717534,Dicaeum nehrkorni
22717497,Dicaeum nigrilore
22717549,Dicaeum nitidum
22717543,Dicaeum pectorale
22717481,Dicaeum proprium
22717531,Dicaeum pygmaeum
22717507,Dicaeum quadricolor
22717516,Dicaeum retrocinctum
103776636,Dicaeum sanguinolentum
103776352,Dicaeum schistaceiceps
22717519,Dicaeum trigonostigma
22717558,Dicaeum tristrami
22717587,Dicaeum trochileum
22717490,Dicaeum vincens
22717540,Dicaeum vulneratum
103776669,Dicaeum wilhelminae
22701543,Dichrozona cincta
103710902,Dicrurus adsimilis
22706973,Dicrurus aeneus
22706943,Dicrurus aldabranus
22707002,Dicrurus andamanensis
22706970,Dicrurus annectens
22706931,Dicrurus atripennis
22706993,Dicrurus balicassius
22706996,Dicrurus bracteatus
22706967,Dicrurus caerulescens
22706990,Dicrurus densus
22706952,Dicrurus forficatus
22706947,Dicrurus fuscipennis
103711043,Dicrurus hottentottus
22706964,Dicrurus leucophaeus
103711132,Dicrurus lophorinus
22706927,Dicrurus ludwigii
22706961,Dicrurus macrocercus
22706999,Dicrurus megarhynchus
22736062,Dicrurus menagei
103710940,Dicrurus modestus
22706987,Dicrurus montanus
103711122,Dicrurus paradiseus
22706976,Dicrurus remifer
103711049,Dicrurus striatus
22706984,Dicrurus sumatranus
22706957,Dicrurus waldenii
22691890,Didunculus strigirostris
22723652,Diglossa albilatera
22723636,Diglossa baritula
22723677,Diglossa brunneiventris
22723708,Diglossa caerulescens
22723681,Diglossa carbonaria
22723715,Diglossa cyanea
22723686,Diglossa duidae
22723701,Diglossa glauca
22723668,Diglossa gloriosa
22723656,Diglossa gloriosissima
22723673,Diglossa humeralis
22723694,Diglossa indigotica
22723660,Diglossa lafresnayii
22723690,Diglossa major
22723664,Diglossa mystacalis
22723640,Diglossa plumbea
22723644,Diglossa sittoides
22723648,Diglossa venezuelensis
22718674,Dinemellia dinemelli
61517196,Dinopium benghalense
22727192,Dinopium everetti
22727182,Dinopium javanense
61517218,Dinopium psarodes
22681493,Dinopium rafflesii
22681496,Dinopium shorii
22698310,Diomedea amsterdamensis
22728318,Diomedea antipodensis
22728364,Diomedea dabbenena
22698314,Diomedea epomophora
22698305,Diomedea exulans
22728323,Diomedea sanfordi
61958866,Diopsittaca cumanensis
61958763,Diopsittaca nobilis
22687275,Discosura conversii
22687259,Discosura langsdorffi
22687265,Discosura letitiae
22687285,Discosura longicaudus
22687253,Discosura popelairii
22723174,Diuca diuca
22724302,Dives dives
22724305,Dives warczewiczi
22724367,Dolichonyx oryzivorus
22700747,Doliornis remseni
22729326,Doliornis sclateri
22711273,Donacobius atricapilla
22723144,Donacospiza albifrons
22688175,Doricha eliza
22688172,Doricha enicura
22687032,Doryfera johannae
22687035,Doryfera ludovicae
22720844,Drepanis coccinea
22720852,Drepanis funerea
22720848,Drepanis pacifica
22691585,Drepanoptila holosericea
22717975,Drepanorhynchus reichenowi
22706157,Drepanornis albertisi
22706160,Drepanornis bruijnii
22717719,Dreptes thomensis
22724449,Dromaius baudinianus
22728643,Dromaius minor
22678117,Dromaius novaehollandiae
22694081,Dromas ardeola
22684455,Dromococcyx pavoninus
22684452,Dromococcyx phasianellus
22713684,Drymocichla incana
103737970,Drymodes beccarii
22704928,Drymodes brunneopygia
103737960,Drymodes superciliaris
103658659,Drymophila caudata
22701629,Drymophila devillei
22701614,Drymophila ferruginea
22701620,Drymophila genei
103658673,Drymophila hellmayri
103658669,Drymophila klagesi
22701637,Drymophila malura
22701623,Drymophila ochropyga
22701617,Drymophila rubricollis
22701640,Drymophila squamata
103658699,Drymophila striaticeps
22703046,Drymornis bridgesii
22703177,Drymotoxeres pucheranii
61553308,Dryobates cathpharius
22681076,Dryobates minor
22681149,Dryobates nuttallii
61553315,Dryobates pernyii
22681155,Dryobates pubescens
22681152,Dryobates scalaris
22681379,Dryocopus hodgei
22681376,Dryocopus javensis
22681382,Dryocopus martius
62258591,Dryolimnas augusti
22692535,Dryolimnas cuvieri
22707473,Dryoscopus angolensis
22707463,Dryoscopus cubla
22707455,Dryoscopus gambensis
22707459,Dryoscopus pringlii
22707477,Dryoscopus sabini
22707468,Dryoscopus senegalensis
22695330,Dryotriorchis spectabilis
103843258,Dubusia carrikeri
22722686,Dubusia castaneoventris
103843315,Dubusia stictocephala
103843076,Dubusia taeniata
22725586,Ducula aenea
22691668,Ducula aurorae
22727856,Ducula badia
22691749,Ducula bakeri
22725292,Ducula basilica
22691799,Ducula bicolor
22691744,Ducula brenchleyi
22691634,Ducula carola
22691734,Ducula chalconota
22691794,Ducula cineracea
22691653,Ducula concinna
22727864,Ducula cuprea
22691729,Ducula finschii
22691617,Ducula forsteni
22691674,Ducula galeata
22728104,Ducula geelvinkiana
22691754,Ducula goliath
22691789,Ducula lacernulata
22691739,Ducula latrans
22691807,Ducula luctuosa
22691765,Ducula melanochroa
22691622,Ducula mindorensis
22691770,Ducula mullerii
22728096,Ducula myristicivora
45447768,Ducula neglecta
22725304,Ducula obiensis
22691663,Ducula oceanica
22725573,Ducula oenothorax
22691658,Ducula pacifica
45447765,Ducula perspicillata
22691710,Ducula pickeringii
45448181,Ducula pinon
22691694,Ducula pistrinaria
22691611,Ducula poliocephala
22691629,Ducula radiata
22691705,Ducula rosacea
22691680,Ducula rubricera
22691724,Ducula rufigaster
45448199,Ducula salvadorii
22733554,Ducula spilorrhoa
22691828,Ducula subflavescens
22691699,Ducula whartoni
22691775,Ducula zoeae
22708129,Dulus dominicus
22711013,Dumetella carolinensis
22716286,Dumetia hyperythra
103704667,Dyaphorophyia ansorgei
22707957,Dyaphorophyia blissetti
103704564,Dyaphorophyia castanea
22707966,Dyaphorophyia chalybea
103704634,Dyaphorophyia concreta
22736075,Dyaphorophyia hormophora
22707975,Dyaphorophyia jamesoni
22707950,Dyaphorophyia tonsa
22701390,Dysithamnus leucostictus
22701378,Dysithamnus mentalis
22701407,Dysithamnus occidentalis
22701397,Dysithamnus plumbeus
22701384,Dysithamnus puncticeps
22701375,Dysithamnus stictothorax
22701381,Dysithamnus striaticeps
22701387,Dysithamnus xanthopterus
22720738,Dysmorodrepanis munroi
62307504,Eclectus infectus
22685022,Eclectus roratus
22690733,Ectopistes migratorius
22706535,Edolisoma anale
22706604,Edolisoma ceramense
22706575,Edolisoma coerulescens
22706593,Edolisoma dispar
22706584,Edolisoma dohertyi
103702585,Edolisoma grayi
103702529,Edolisoma holopolium
22706607,Edolisoma incertum
103702644,Edolisoma insperatum
22706614,Edolisoma melas
103702598,Edolisoma meyerii
22706596,Edolisoma mindanense
103702625,Edolisoma monacha
22706618,Edolisoma montanum
22706601,Edolisoma morio
103702640,Edolisoma nesiotis
103702589,Edolisoma obiense
22706629,Edolisoma ostentum
22706529,Edolisoma parvulum
103702544,Edolisoma pygmaeum
103702559,Edolisoma remotum
103702615,Edolisoma rostratum
103702475,Edolisoma salomonis
22706610,Edolisoma schisticeps
22706588,Edolisoma sula
103702470,Edolisoma tenuirostre
22696926,Egretta ardesiaca
22696944,Egretta caerulea
22696977,Egretta eulophotes
62774969,Egretta garzetta
22729692,Egretta gularis
22696938,Egretta novaehollandiae
22697037,Egretta picata
22696916,Egretta rufescens
22696980,Egretta sacra
22696974,Egretta thula
22696931,Egretta tricolor
22696922,Egretta vinaceigula
22716127,Elachura formosa
22699271,Elaenia albiceps
103681276,Elaenia brachyptera
103681502,Elaenia cherriei
103681244,Elaenia chiriquensis
22699289,Elaenia cristata
22699304,Elaenia dayi
103681452,Elaenia fallax
22699262,Elaenia flavogaster
22699298,Elaenia frantzii
22699283,Elaenia gigas
22699259,Elaenia martinica
22699280,Elaenia mesoleuca
103681177,Elaenia obscura
103681376,Elaenia olivina
103681315,Elaenia pallatangae
22699274,Elaenia parvirostris
22699286,Elaenia pelzelni
22699268,Elaenia ridleyana
22699292,Elaenia ruficeps
103681211,Elaenia sordida
22699265,Elaenia spectabilis
22699277,Elaenia strepera
22695017,Elanoides forficatus
22695033,Elanus axillaris
22695028,Elanus caeruleus
22695036,Elanus leucurus
22695039,Elanus scriptus
22714545,Elaphrornis palliseri
22682989,Electron carinatum
22682986,Electron platyrhynchum
22703546,Eleoscytalopus indigoticus
22703535,Eleoscytalopus psychopompus
22690056,Eleothreptus anomalus
22689826,Eleothreptus candicans
22707028,Elminia albicauda
22707043,Elminia albiventris
22707052,Elminia albonotata
22707021,Elminia longicauda
22707034,Elminia nigromitrata
22693943,Elseyornis melanops
22687643,Elvira chionura
22687646,Elvira cupreiceps
22710359,Emarginata schlegelii
22710354,Emarginata sinuata
22710363,Emarginata tractrac
22720982,Emberiza affinis
22720966,Emberiza aureola
22720993,Emberiza bruniceps
22720909,Emberiza buchanani
22720986,Emberiza cabanisi
22720920,Emberiza caesia
22721020,Emberiza calandra
22720944,Emberiza capensis
22720957,Emberiza chrysophrys
22720894,Emberiza cia
22720912,Emberiza cineracea
22720902,Emberiza cioides
22720888,Emberiza cirlus
22720878,Emberiza citrinella
22720963,Emberiza elegans
22720972,Emberiza flaviventris
22720951,Emberiza fucata
22720899,Emberiza godlewskii
103767684,Emberiza goslingi
22720916,Emberiza hortulana
22720931,Emberiza impetuani
22720905,Emberiza jankowskii
22720891,Emberiza koslowi
22720872,Emberiza lathami
22720881,Emberiza leucocephalos
22720990,Emberiza melanocephala
22721007,Emberiza pallasi
103768261,Emberiza personata
22720977,Emberiza poliopleura
22720954,Emberiza pusilla
22720960,Emberiza rustica
22720969,Emberiza rutila
22734808,Emberiza sahari
22721012,Emberiza schoeniclus
22720875,Emberiza siemsseni
22720940,Emberiza socotrana
103768039,Emberiza spodocephala
22720884,Emberiza stewarti
22735007,Emberiza striolata
22720996,Emberiza sulphurata
103767669,Emberiza tahapisi
22720948,Emberiza tristrami
22721003,Emberiza variabilis
22721016,Emberiza yessoensis
22723375,Emberizoides duidae
22723370,Emberizoides herbicola
22723380,Emberizoides ypiranganus
22723391,Embernagra longicauda
22723386,Embernagra platensis
22719650,Emblema pictum
22713847,Eminia lepida
22699868,Empidonax affinis
22699851,Empidonax albigularis
22699845,Empidonax alnorum
22699883,Empidonax atriceps
22699871,Empidonax difficilis
22699877,Empidonax flavescens
22699839,Empidonax flaviventris
22699880,Empidonax fulvifrons
22699857,Empidonax hammondii
22699854,Empidonax minimus
22699864,Empidonax oberholseri
22699874,Empidonax occidentalis
22699848,Empidonax traillii
22699842,Empidonax virescens
22699860,Empidonax wrightii
22700520,Empidonomus varius
22685888,Enicognathus ferrugineus
22685891,Enicognathus leptorhynchus
22710132,Enicurus immaculatus
22710138,Enicurus leschenaulti
22710141,Enicurus maculatus
22710129,Enicurus ruficapillus
22710135,Enicurus schistaceus
22710123,Enicurus scouleri
22710126,Enicurus velatus
22710997,Enodes erythrophris
22687854,Ensifera ensifera
22708624,Entomodestes coracinus
22708621,Entomodestes leucotis
103685045,Entomyzon albipennis
103685011,Entomyzon cyanotis
22684758,Eolophus roseicapilla
22720684,Eophona migratoria
22720687,Eophona personata
22704849,Eopsaltria australis
22704853,Eopsaltria griseogularis
22684509,Eos bornea
22684519,Eos cyanogenia
22684502,Eos histrio
22684515,Eos reticulata
22684524,Eos semilarvata
22684506,Eos squamata
22697702,Ephippiorhynchus asiaticus
22697706,Ephippiorhynchus senegalensis
22723090,Ephippiospingus dorsalis
22723095,Ephippiospingus erythronotus
22706151,Epimachus fastosus
22706154,Epimachus meyeri
103657368,Epinecrophylla amazonica
22701494,Epinecrophylla erythrura
22701469,Epinecrophylla fulviventris
22701466,Epinecrophylla gutturalis
103657355,Epinecrophylla haematonota
103657286,Epinecrophylla hoffmannsi
22701474,Epinecrophylla leucophthalma
103657276,Epinecrophylla ornata
22701484,Epinecrophylla spodionota
22704484,Epthianura albifrons
22704478,Epthianura aurifrons
22704481,Epthianura crocea
22704475,Epthianura tricolor
103765809,Eremalauda dunni
103765827,Eremalauda eremodites
22715068,Eremomela atricollis
22715060,Eremomela badiceps
22715045,Eremomela canescens
22715034,Eremomela flavicrissalis
22715055,Eremomela gregalis
22715023,Eremomela icteropygialis
22730969,Eremomela pusilla
22715050,Eremomela scotops
22715064,Eremomela turneri
22715073,Eremomela usticollis
22717434,Eremophila alpestris
22717438,Eremophila bilopha
22717197,Eremopterix australis
22717228,Eremopterix griseus
22717018,Eremopterix hova
22717207,Eremopterix leucopareia
22717192,Eremopterix leucotis
22717222,Eremopterix nigriceps
22717212,Eremopterix signatus
22717202,Eremopterix verticalis
22687944,Eriocnemis aline
22687930,Eriocnemis cupreoventris
22687947,Eriocnemis derbyi
22687936,Eriocnemis glaucopoides
22687922,Eriocnemis godini
22735457,Eriocnemis isabellae
61162182,Eriocnemis luciani
22687939,Eriocnemis mirabilis
22687933,Eriocnemis mosquera
22687909,Eriocnemis nigrivestis
61162365,Eriocnemis sapphiropygia
22687914,Eriocnemis vestita
22709675,Erithacus rubecula
22716753,Erpornis zantholeuca
22707012,Erythrocercus holochlorus
22707017,Erythrocercus livingstonei
22707008,Erythrocercus mccallii
22735573,Erythrogenys erythrocnemis
22715955,Erythrogenys erythrogenys
22734498,Erythrogenys gravivox
22715943,Erythrogenys hypoleucos
22734503,Erythrogenys mcclellandi
22734508,Erythrogenys swinhoei
22693903,Erythrogonys cinctus
22728889,Erythromachus leguati
22698659,Erythropitta arquata
103656367,Erythropitta caeruleitorques
103656387,Erythropitta celebensis
22698656,Erythropitta dohertyi
103656341,Erythropitta erythrogaster
103656466,Erythropitta gazellae
22735819,Erythropitta granatina
103656357,Erythropitta inspeculata
22698648,Erythropitta kochi
103656444,Erythropitta macklotii
103656460,Erythropitta meeki
103656476,Erythropitta novaehibernicae
103656371,Erythropitta palliceps
103656434,Erythropitta rubrinucha
103656402,Erythropitta rufiventris
103656470,Erythropitta splendida
22732662,Erythropitta ussheri
22698667,Erythropitta venusta
22695692,Erythrotriorchis buergersi
22695699,Erythrotriorchis radiatus
22719716,Erythrura coloria
106022210,Erythrura cyaneovirens
22719695,Erythrura hyperythra
22719739,Erythrura kleinschmidti
22719721,Erythrura papuana
22719729,Erythrura pealii
22719699,Erythrura prasina
22719725,Erythrura psittacea
22719712,Erythrura trichroa
22719707,Erythrura tricolor
22719703,Erythrura viridifacies
22728621,Esacus magnirostris
22693604,Esacus recurvirostris
22719574,Estrilda astrild
103813598,Estrilda atricapilla
22719609,Estrilda charmosyna
22719518,Estrilda coerulescens
22719604,Estrilda erythronotos
103813616,Estrilda kandti
22719558,Estrilda melpoda
22719581,Estrilda nigriloris
22719589,Estrilda nonnula
22719548,Estrilda paludicola
22719522,Estrilda perreini
22719543,Estrilda poliopareia
22719562,Estrilda rhodopyga
22719566,Estrilda rufibarba
22719528,Estrilda thomensis
22719570,Estrilda troglodytes
22726164,Eubucco aurantiicollis
22681939,Eubucco bourcierii
22727080,Eubucco glaucogularis
22726156,Eubucco richardsoni
22727074,Eubucco steerii
22681942,Eubucco tucinkae
22727063,Eubucco versicolor
22701650,Euchrepomis callinota
22701653,Euchrepomis humeralis
22701656,Euchrepomis sharpei
22701659,Euchrepomis spodioptila
22722343,Eucometis penicillata
22697411,Eudocimus albus
22697415,Eudocimus ruber
22678289,Eudromia elegans
22678294,Eudromia formosa
22693906,Eudromias morinellus
61432919,Eudynamys orientalis
22684049,Eudynamys scolopaceus
22735250,Eudyptes chrysocome
22697793,Eudyptes chrysolophus
22734408,Eudyptes moseleyi
22697776,Eudyptes pachyrhynchus
22697782,Eudyptes robustus
22697797,Eudyptes schlegeli
22697789,Eudyptes sclateri
22697805,Eudyptula minor
22687746,Eugenes fulgens
22704792,Eugerygone rubra
22703480,Eugralla paradoxa
22692778,Eulabeornis castaneoventris
22705592,Eulacestoma nigropectus
22687154,Eulampis holosericeus
22687151,Eulampis jugularis
22688244,Eulidia yarrellii
22678632,Eulipoa wallacei
22682992,Eumomota superciliosa
22709117,Eumyias additus
22709449,Eumyias albicaudatus
103758482,Eumyias indigo
22709445,Eumyias panayensis
103758862,Eumyias ruficrissa
22709433,Eumyias sordidus
22709426,Eumyias thalassinus
22723722,Euneornis campestris
22685185,Eunymphicus cornutus
22728354,Eunymphicus uvaeensis
22719761,Euodice cantans
22719770,Euodice malabarica
22705375,Eupetes macrocerus
22687094,Eupetomena macroura
22724329,Euphagus carolinus
22724332,Euphagus cyanocephalus
22687635,Eupherusa cyanophrys
22687632,Eupherusa eximia
22687640,Eupherusa nigriventris
22687627,Eupherusa poliocerca
22722700,Euphonia affinis
22722763,Euphonia anneae
22722772,Euphonia cayennensis
22722730,Euphonia chalybea
22722706,Euphonia chlorotica
22722753,Euphonia chrysopasta
22722712,Euphonia concinna
22722741,Euphonia cyanocephala
22722734,Euphonia elegantissima
22722718,Euphonia finschi
103868436,Euphonia flavifrons
22722747,Euphonia fulvicrissa
22722750,Euphonia gouldi
22722727,Euphonia hirundinacea
22722744,Euphonia imitans
22722694,Euphonia jamaica
22722724,Euphonia laniirostris
22722703,Euphonia luteicapilla
22722757,Euphonia mesochrysa
22722760,Euphonia minuta
103868399,Euphonia musica
22722775,Euphonia pectoralis
22722697,Euphonia plumbea
22722769,Euphonia rufiventris
22722715,Euphonia saturata
103868426,Euphonia sclateri
22722709,Euphonia trinitatis
22722721,Euphonia violacea
22722766,Euphonia xanthogaster
22719164,Euplectes afer
22719223,Euplectes albonotatus
103810858,Euplectes ardens
22719196,Euplectes aureus
22719204,Euplectes axillaris
22719200,Euplectes capensis
22719168,Euplectes diadematus
22719181,Euplectes franciscanus
22719172,Euplectes gierowii
22719233,Euplectes hartlaubi
22719176,Euplectes hordeaceus
22719249,Euplectes jacksoni
103810956,Euplectes laticauda
22719209,Euplectes macroura
22719191,Euplectes nigroventris
22719186,Euplectes orix
22719244,Euplectes progne
22719238,Euplectes psammacromius
22692000,Eupodotis caerulescens
22691996,Eupodotis senegalensis
45418555,Eupsittula astec
22685742,Eupsittula aurea
22685748,Eupsittula cactorum
22685739,Eupsittula canicularis
45418540,Eupsittula nana
22685745,Eupsittula pertinax
22682744,Euptilotis neoxenus
22712702,Euptilotus eutilotus
22712782,Eurillas ansorgei
22712786,Eurillas curvirostris
22712777,Eurillas gracilis
22712800,Eurillas latirostris
22712766,Eurillas virens
22705119,Eurocephalus anguitimens
22705114,Eurocephalus ruppelli
22712042,Eurochelidon sirintarae
22689680,Eurostopodus archboldi
22689656,Eurostopodus argus
22689670,Eurostopodus diabolicus
22726340,Eurostopodus exul
22725660,Eurostopodus mystacalis
22725672,Eurostopodus nigripennis
22689675,Eurostopodus papuensis
22708058,Euryceros prevostii
103656950,Eurylaimus harterti
103656944,Eurylaimus javanicus
22698735,Eurylaimus ochromalus
22713899,Euryptila subcinnamomea
22691893,Eurypyga helias
22682926,Eurystomus azureus
22682912,Eurystomus glaucurus
22682916,Eurystomus gularis
22682920,Eurystomus orientalis
103681074,Euscarthmus fulviceps
103681055,Euscarthmus meloryphus
22699453,Euscarthmus rufomarginatus
22719424,Euschistospiza cinereovinacea
22719420,Euschistospiza dybowskii
22687013,Eutoxeres aquila
22687016,Eutoxeres condamini
22707085,Eutrichomyias rowleyi
22695336,Eutriorchis astur
61204079,Falcipennis canadensis
22679446,Falcipennis falcipennis
61204155,Falcipennis franklinii
22696402,Falco alopex
22696437,Falco amurensis
22696380,Falco araeus
22696406,Falco ardosiaceus
22696354,Falco berigora
22696487,Falco biarmicus
22696391,Falco cenchroides
22696495,Falco cherrug
22727778,Falco chicquera
22696453,Falco columbarius
22696446,Falco concolor
22696466,Falco cuvierii
22696516,Falco deiroleucus
22696410,Falco dickinsoni
22731930,Falco duboisi
22696442,Falco eleonorae
22696523,Falco fasciinucha
22696450,Falco femoralis
22696479,Falco hypoleucos
22696492,Falco jugger
22696473,Falco longipennis
22696504,Falco mexicanus
22696388,Falco moluccensis
22696357,Falco naumanni
22696368,Falco newtoni
22696476,Falco novaeseelandiae
45354964,Falco peregrinus
22696373,Falco punctatus
22727786,Falco ruficollis
22696457,Falco rufigularis
22696398,Falco rupicoloides
22696500,Falco rusticolus
22696470,Falco severus
22696395,Falco sparverius
22696460,Falco subbuteo
22696484,Falco subniger
22696362,Falco tinnunculus
22696432,Falco vespertinus
22696414,Falco zoniventris
22708041,Falculea palliata
103693235,Falcunculus frontatus
103693247,Falcunculus leucogaster
103693263,Falcunculus whitei
22711392,Ferminia cerverai
22734119,Ficedula albicilla
22709315,Ficedula albicollis
22709373,Ficedula basilanica
22709399,Ficedula bonthaina
22709370,Ficedula buruensis
22709389,Ficedula crypta
22709394,Ficedula disposita
103771653,Ficedula dumetoria
103769400,Ficedula elisae
22709334,Ficedula erithacus
22709382,Ficedula harterti
22709376,Ficedula henrici
22709591,Ficedula hodgsoni
103769540,Ficedula hyperythra
22709308,Ficedula hypoleuca
103769583,Ficedula luzoniensis
22709331,Ficedula mugimaki
103769227,Ficedula narcissina
22709415,Ficedula nigrorufa
103769434,Ficedula owstoni
22735909,Ficedula parva
22709386,Ficedula platenae
103771748,Ficedula riedeli
22709217,Ficedula ruficauda
22709367,Ficedula rufigula
22709412,Ficedula sapphira
22709319,Ficedula semitorquata
22709337,Ficedula strophiata
22709346,Ficedula subrubra
22709406,Ficedula superciliaris
22709419,Ficedula timorensis
22709409,Ficedula tricolor
22709403,Ficedula westermanni
22709325,Ficedula zanthopygia
22687100,Florisuga fusca
22687097,Florisuga mellivora
22700279,Fluvicola albiventer
22700284,Fluvicola nengeta
22700274,Fluvicola pica
103661243,Formicarius analis
22703197,Formicarius colma
103661247,Formicarius moniliger
22703206,Formicarius nigricapillus
22703203,Formicarius rufifrons
22703209,Formicarius rufipectus
22724477,Formicivora acutirostris
22701605,Formicivora erythronotos
22735914,Formicivora grantsaui
103657300,Formicivora grisea
22701592,Formicivora iheringi
103657347,Formicivora intermedia
22701599,Formicivora melanogaster
103657434,Formicivora paludicola
22701611,Formicivora rufa
103657373,Formicivora serrana
22685949,Forpus coelestis
22685937,Forpus conspicillatus
22685923,Forpus cyanopygius
22685940,Forpus modestus
22685926,Forpus passerinus
45428679,Forpus spengeli
22685952,Forpus xanthops
45428646,Forpus xanthopterygius
103811282,Foudia aldabrana
103811335,Foudia consobrina
103811601,Foudia delloni
103811224,Foudia eminentissima
22719159,Foudia flavicans
22719132,Foudia madagascariensis
22719144,Foudia omissa
22719149,Foudia rubra
22719155,Foudia sechellarum
103685955,Foulehaio carunculatus
103686033,Foulehaio procerior
103685978,Foulehaio taviunensis
22678719,Francolinus francolinus
22678733,Francolinus gularis
22678722,Francolinus pictus
22678725,Francolinus pintadeanus
22678728,Francolinus pondicerianus
22709286,Fraseria caerulescens
22709108,Fraseria cinerascens
22709291,Fraseria griseigularis
22709249,Fraseria lendu
22709101,Fraseria ocreata
22709244,Fraseria olivascens
22709297,Fraseria plumbea
22709276,Fraseria tessmanni
22694927,Fratercula arctica
22694934,Fratercula cirrhata
22694931,Fratercula corniculata
22701244,Frederickena unduliger
22701241,Frederickena viridis
22697742,Fregata andrewsi
22697728,Fregata aquila
22697738,Fregata ariel
22697724,Fregata magnificens
22697733,Fregata minor
22698465,Fregetta grallaria
22728808,Fregetta maoriana
22698459,Fregetta tropica
22710840,Fregilupus varius
22720030,Fringilla coelebs
22720041,Fringilla montifringilla
