iucn_sid,sciname,kingdom,phylum,class,order,family,main_common_name,published_year,old_cat,criteria,aoo_km2,eoo_km2,depth_upper,depth_lower,cat,cat_score
5675,Croilia mossambica,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Burrowing Goby,2007,LC,NA,NA,NA,NA,NA,LC,0
6204,Cystophora cristata,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Hooded Seal,2016,VU,A3c,7861256,13499766,NA,1e3,VU,0.4
6229,Dalatias licha,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Kitefin Shark,2009,NT,NA,NA,NA,37,1800,NT,0.2
6335,Delphinapterus leucas,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Beluga Whale,2017,LC,NA,NA,NA,0,956,LC,0
6336,Delphinus delphis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Short-beaked Common Dolphin,2008,LC,NA,NA,NA,NA,NA,LC,0
6494,Dermochelys coriacea,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,DERMOCHELYIDAE,Leatherback,2013,VU,A2bd,NA,NA,0,1300,VU,0.4
6909,Dugong dugon,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Dugong,2015,VU,A2bcd+4bcd,NA,NA,NA,NA,VU,0.4
7011,Echinus esculentus,ANIMALIA,ECHINODERMATA,ECHINOIDEA,CAMARODONTA,ECHINIDAE,European Edible Sea Urchin,1996,LR/nt,NA,NA,NA,NA,NA,NT,0.2
7135,Eleotris melanosoma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Broadhead Sleeper,2017,LC,NA,NA,NA,NA,NA,LC,0
7750,Enhydra lutris,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Sea Otter,2015,EN,A2abe,NA,NA,0,82,EN,0.6
7854,Epinephelus drummondhayi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Speckled Hind,2006,CR,A2d+3d,NA,NA,NA,NA,CR,0.8
7858,Epinephelus lanceolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Giant Grouper,2006,VU,A2d,NA,NA,NA,NA,VU,0.4
7859,Epinephelus marginatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Dusky Grouper,2004,EN,A2d,NA,NA,8,300,EN,0.6
7860,Hyporthodus nigritus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Warsaw Grouper,2006,CR,A2d+3d,NA,NA,55,525,CR,0.8
7861,Hyporthodus niveatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Snowy Grouper,2008,VU,A2d+3d,NA,NA,30,525,VU,0.4
7862,Epinephelus striatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Nassau Grouper,2003,EN,A2ad,NA,NA,NA,NA,EN,0.6
8005,Eretmochelys imbricata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Hawksbill Turtle,2008,CR,A2bd,NA,NA,NA,NA,CR,0.8
8010,Erignathus barbatus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Bearded Seal,2016,LC,NA,8033684,35302141,NA,480,LC,0
8097,Eschrichtius robustus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ESCHRICHTIIDAE,Gray Whale,2008,LC,NA,NA,NA,NA,NA,LC,0
8153,Eubalaena australis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Southern Right Whale,2013,LC,NA,NA,NA,NA,NA,LC,0
8239,Eumetopias jubatus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Steller Sea Lion,2016,NT,NA,6599864,13015493,NA,427,NT,0.2
8262,Eunicella verrucosa,ANIMALIA,CNIDARIA,ANTHOZOA,ALCYONACEA,PLEXAURIDAE,Pink Sea Fan,1996,VU,A1d,NA,NA,NA,NA,VU,0.4
8407,Eurypegasus draconis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,PEGASIDAE,Short Dragonfish,2017,LC,NA,NA,NA,3,91,LC,0
8408,Eurypegasus papilio,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,PEGASIDAE,Hawaiian Sea-moth Fish,2016,LC,NA,NA,NA,80,115,LC,0
8784,Gadus morhua,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,GADIDAE,Atlantic Cod,1996,VU,A1bd,NA,NA,NA,NA,VU,0.4
8951,Gasterosteus aculeatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Threespined Stickleback,2015,LC,NA,NA,NA,NA,NA,LC,0
9266,Psammogobius biocellatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Sleepy Goby,2017,LC,NA,NA,NA,NA,NA,LC,0
9281,Glyphis gangeticus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Ganges Shark,2007,CR,A2cde; C2b,NA,NA,NA,NA,CR,0.8
9461,Grampus griseus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Risso's Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
9660,Halichoerus grypus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Grey Seal,2016,LC,NA,3543656,13518821,NA,412,LC,0
10030,Hexanchus griseus,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Bluntnose Sixgill Shark,2005,NT,NA,NA,NA,NA,NA,NT,0.2
10057,Hippocampus abdominalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Pot-bellied Seahorse,2017,LC,NA,NA,NA,0,104,LC,0
10063,Hippocampus breviceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Short-snouted Seahorse,2017,LC,NA,NA,NA,0,15,LC,0
10066,Hippocampus erectus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Lined Seahorse,2017,VU,A2cd,NA,NA,0,100,VU,0.4
10070,Hippocampus histrix,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Thorny Seahorse,2017,VU,A2cd+4cd,NA,NA,0,82,VU,0.4
10072,Hippocampus ingens,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Giant Seahorse,2017,VU,A2cd,NA,NA,1,60,VU,0.4
10074,Hippocampus jayakari,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Jayakar's Seahorse,2017,LC,NA,NA,NA,0,20,LC,0
10075,Hippocampus kuda,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Spotted Seahorse,2014,VU,A2cd+3cd+4cd,NA,NA,0,55,VU,0.4
10082,Hippocampus reidi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Long-snout Seahorse,2017,NT,NA,NA,NA,0,55,NT,0.2
10083,Hippocampus sindonis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Sindo's Seahorse,2017,LC,NA,NA,NA,0,75,LC,0
10087,Hippocampus trimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Three-spot Seahorse,2015,VU,A2bcd+4bcd,NA,NA,10,100,VU,0.4
10088,Hippocampus whitei,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,White's Seahorse,2017,EN,A2bc,NA,NA,0,12,EN,0.6
10089,Hippocampus zosterae,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Dwarf Seahorse,2017,LC,NA,23188,NA,0,10,LC,0
10097,Hippoglossus hippoglossus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Atlantic Halibut,1996,EN,A1d,NA,NA,NA,NA,EN,0.6
10105,Hippopus hippopus,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,CARDIIDAE,Horse's Hoof Clam,1996,LR/cd,NA,NA,NA,NA,NA,VU,0.4
10269,Huso huso,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Beluga,2010,CR,A2bcd,NA,NA,NA,NA,CR,0.8
10303,Hydrodamalis gigas,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,DUGONGIDAE,Steller's Sea Cow,2016,EX,NA,NA,NA,NA,NA,EX,1
10340,Hydrurga leptonyx,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Leopard Seal,2015,LC,NA,21547648,34454727,NA,304,LC,0
10708,Hyperoodon planifrons,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Southern Bottlenose Whale,2008,LC,NA,NA,NA,NA,NA,LC,0
11030,Knipowitschia caucasica,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,NA,2008,LC,NA,NA,NA,NA,NA,LC,0
11130,Lachnolaimus maximus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hogfish,2010,VU,A2bd,NA,NA,3,40,VU,0.4
11140,Lagenodelphis hosei,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Fraser's Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
11141,Lagenorhynchus acutus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Atlantic White-sided Dolphin,2008,LC,NA,NA,NA,NA,NA,LC,0
11142,Lagenorhynchus albirostris,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,White-beaked Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
11144,Lagenorhynchus cruciger,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Hourglass Dolphin,2008,LC,NA,NA,NA,NA,NA,LC,0
11145,Lagenorhynchus obliquidens,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Pacific White-sided Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
11200,Lamna nasus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Porbeagle,2006,VU,A2bd+3d+4bd,NA,NA,NA,NA,VU,0.4
11206,Lampetra fluviatilis,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,River Lamprey,2011,LC,NA,NA,NA,NA,NA,LC,0
11375,Latimeria chalumnae,ANIMALIA,CHORDATA,SARCOPTERYGII,COELACANTHIFORMES,LATIMERIIDAE,Coelacanth,2000,CR,A2bcd,NA,NA,NA,NA,CR,0.8
11533,Lepidochelys kempii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Kemp's Ridley,1996,CR,A1ab,NA,NA,NA,NA,CR,0.8
11534,Lepidochelys olivacea,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Olive Ridley,2008,VU,A2bd,NA,NA,NA,NA,VU,0.4
11696,Leptonychotes weddellii,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Weddell Seal,2015,LC,NA,21547648,33454727,NA,600,LC,0
11987,Limulus polyphemus,ANIMALIA,ARTHROPODA,MEROSTOMATA,XIPHOSURA,LIMULIDAE,American Horseshoe Crab,2016,VU,A3bd,NA,NA,NA,NA,VU,0.4
12103,Liosaccus pachygaster,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,NA,1996,VU,D2,NA,NA,NA,NA,VU,0.4
12125,Lissodelphis borealis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Northern Right Whale Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
12137,Lithognathus lithognathus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,White Steenbras,2014,EN,"A2bcd; B2ab(ii,v)",146,NA,0,25,EN,0.6
12246,Lobodon carcinophaga,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Crabeater Seal,2015,LC,NA,20665464,33459698,NA,600,LC,0
12416,Lutjanus analis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Mutton Snapper,2016,NT,NA,NA,NA,1,95,NT,0.2
12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Cubera Snapper,2016,VU,A2bd,NA,NA,1,85,VU,0.4
12419,Lutra lutra,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Eurasian Otter,2015,NT,NA,NA,NA,0,10,NT,0.2
13006,Megaptera novaeangliae,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Humpback Whale,2008,LC,NA,NA,NA,NA,NA,LC,0
13045,Melanogrammus aeglefinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,GADIDAE,Haddock,1996,VU,A1d+2d,NA,NA,NA,NA,VU,0.4
13581,Mirounga angustirostris,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Northern Elephant Seal,2015,LC,NA,10461516,12217280,0,1700,LC,0
13583,Mirounga leonina,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Southern Elephant Seal,2015,LC,NA,71553412,85132467,NA,2133,LC,0
13653,Monachus monachus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Mediterranean Monk Seal,2015,EN,C2a(i),314880,4993004,0,250,EN,0.6
13654,Neomonachus schauinslandi,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Hawaiian Monk Seal,2015,EN,C1,293392,1516363,NA,550,EN,0.6
13704,Monodon monoceros,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Narwhal,2017,LC,NA,NA,NA,0,1500,LC,0
14049,Mycteroperca jordani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Gulf Grouper,2008,EN,A2d+3d,NA,NA,NA,NA,EN,0.6
14050,Mycteroperca microlepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Gag,2008,LC,NA,NA,NA,33,167,LC,0
14051,Mycteroperca olfax,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Colorado Grouper,2015,VU,D2,NA,NA,NA,NA,VU,0.4
14052,Mycteroperca prionura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Sawtail Grouper,2008,NT,NA,NA,NA,8,50,NT,0.2
14053,Mycteroperca rosacea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Leopard Grouper,2008,VU,A2ad+4ad,NA,NA,NA,NA,VU,0.4
14054,Mycteroperca rubra,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Mottled Grouper,2008,LC,NA,NA,NA,15,200,LC,0
14214,Triglopsis quadricornis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Fourhorn Sculpin,2013,LC,NA,NA,NA,NA,NA,LC,0
14264,Myxus capensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Freshwater Mullet,2007,LC,NA,NA,NA,NA,NA,LC,0
14524,Neogobius melanostomus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,NA,2008,LC,NA,NA,NA,NA,NA,LC,0
14549,Neophoca cinerea,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Australian Sea Lion,2015,EN,A2bd,440296,1766145,0,250,EN,0.6
15106,Odobenus rosmarus,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,ODOBENIDAE,Walrus,2016,VU,A3c,4838872,25746932,NA,250,VU,0.4
15239,Oxyurichthys keiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Kei Goby,2010,LC,NA,NA,NA,NA,NA,LC,0
15269,Ommatophoca rossii,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Ross Seal,2015,LC,NA,20665464,33459698,NA,792,LC,0
15319,Oncorhynchus ishikawai,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Satsukimasu Salmon,1996,EN,"A1ac, B2abcde+3abd",NA,NA,NA,NA,EN,0.6
15419,Orcaella brevirostris,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Irrawaddy Dolphin,2017,EN,A2cd+3cd+4cd,NA,NA,0,50,EN,0.6
15873,Pagrus pagrus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Red Porgy,2014,LC,NA,NA,NA,0,250,LC,0
15939,Pandaka pygmaea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Dwarf Pygmy Goby,1996,CR,A1ace,NA,NA,NA,NA,CR,0.8
16011,Favonigobius melanobranchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Blackthroat Goby,1996,LR/nt,NA,NA,NA,NA,NA,NT,0.2
16012,Favonigobius reichei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Indo-pacific Tropical Sand Goby,2017,LC,NA,NA,NA,NA,NA,LC,0
16474,Pegasus lancifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,PEGASIDAE,Sculptured Dragonfish,2016,LC,NA,NA,NA,0,56,LC,0
16564,Peponocephala electra,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Melon-headed Whale,2008,LC,NA,NA,NA,NA,NA,LC,0
16781,Petromyzon marinus,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Sea Lamprey,2013,LC,NA,NA,NA,NA,NA,LC,0
17013,Phoca vitulina,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Harbor Seal,2016,LC,NA,7145752,59915539,NA,480,LC,0
17023,Phoca largha,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Spotted Seal,2016,LC,NA,2542964,14164188,NA,NA,LC,0
17026,Phocarctos hookeri,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,New Zealand Sea Lion,2015,EN,A4bd,882408,939120,0,700,EN,0.6
17027,Phocoena phocoena,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Harbour Porpoise,2008,LC,NA,NA,NA,NA,NA,LC,0
17028,Phocoena sinus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Vaquita,2017,CR,A2a+4d; C1+2a(ii); D; E,2000,NA,0,50,CR,0.8
17032,Phocoenoides dalli,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Dall's Porpoise,2012,LC,NA,NA,NA,NA,NA,LC,0
17096,Phycodurus eques,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Leafy Seadragon,2017,LC,NA,112355,400000,0,30,LC,0
17177,Phyllopteryx taeniolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Weedy Seadragon,2017,LC,NA,NA,5000000,0,50,LC,0
17710,Pleuronectes ferrugineus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Yellowtail Flounder,1996,VU,A1bd,NA,NA,NA,NA,VU,0.4
17978,Pontoporia blainvillei,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PONTOPORIIDAE,Franciscana,2017,VU,A3d,NA,NA,0,35,VU,0.4
18175,Pristis pectinata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,Smalltooth Sawfish,2013,CR,A2cd,NA,NA,0.100000001490116,88,CR,0.8
18376,Proterorhinus marmoratus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Tubenose Goby,2014,LC,NA,NA,NA,0,4,LC,0
18510,Pseudochromis pesi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PSEUDOCHROMIDAE,Pale Dottyback,1996,VU,D2,NA,NA,NA,NA,VU,0.4
18878,Pungitius pungitius,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Ninespine Stickleback,2013,LC,NA,NA,NA,NA,NA,LC,0
19301,Ranella olearia,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,BUCCINIDAE,NA,1996,LR/nt,NA,NA,NA,NA,NA,NT,0.2
19388,Redigobius bikolanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Speckled Goby,2012,LC,NA,NA,NA,NA,NA,LC,0
19488,Rhincodon typus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Whale Shark,2016,EN,A2bd+4bd,NA,NA,0,1928,EN,0.6
19855,Salmo salar,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Atlantic Salmon,1996,LR/lc,NA,NA,NA,NA,NA,LC,0
19861,Salmo trutta,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Brown Trout,2011,LC,NA,NA,NA,NA,NA,LC,0
19877,Salvelinus alpinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Arctic Char,2008,LC,NA,NA,NA,NA,NA,LC,0
19899,Sanopus splendidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Splendid Toadfish,2015,EN,B2ab(iii),109,9552,10,25,EN,0.6
19950,Scarus guacamaia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Rainbow Parrotfish,2012,NT,NA,NA,NA,1,25,NT,0.2
20047,Scomberomorus concolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Monterrey Spanish Mackerel,2011,VU,A4cd,NA,NA,0,15,VU,0.4
20084,Sebastes fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Redfish,1996,EN,A1bd,NA,NA,NA,NA,EN,0.6
20085,Sebastes paucispinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Bocaccio Rockfish,1996,CR,A1abd+2d,NA,NA,NA,NA,CR,0.8
20317,Solegnathus robustus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Robust Pipehorse,2017,LC,NA,NA,NA,42,68,LC,0
20425,Sousa teuszii,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Atlantic Humpbacked Dolphin,2017,CR,A3cd+4cd; C2a(i),NA,NA,2,30,CR,0.8
20729,Stenella attenuata,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Pantropical Spotted Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Striped Dolphin,2008,LC,NA,NA,NA,NA,NA,LC,0
20738,Steno bredanensis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Rough-toothed Dolphin,2012,LC,NA,NA,NA,NA,NA,LC,0
20795,Stereolepis gigas,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POLYPRIONIDAE,Giant Sea Bass,2004,CR,A1bd,NA,NA,NA,NA,CR,0.8
21257,Syngnathus abaster,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Black-striped Pipefish,2016,LC,NA,NA,NA,NA,5,LC,0
21341,Takifugu niphobles,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Grass Puffer,2014,LC,NA,NA,NA,1,20,LC,0
21342,Takifugu poecilonotus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Finepatterned Puffer,2014,LC,NA,NA,NA,1,20,LC,0
21343,Takifugu xanthopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Yellowfin Puffer,2014,LC,NA,NA,NA,1,100,LC,0
21856,Thunnus alalunga,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Albacore Tuna,2011,NT,NA,NA,NA,0,600,NT,0.2
21857,Thunnus albacares,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Yellowfin Tuna,2011,NT,NA,NA,NA,0,464,NT,0.2
21858,Thunnus maccoyii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Southern Bluefin Tuna,2011,CR,A2bd,NA,NA,50,2743,CR,0.8
21859,Thunnus obesus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Bigeye Tuna,2011,VU,A2bd,NA,NA,0,1500,VU,0.4
21860,Thunnus thynnus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Atlantic Bluefin Tuna,2011,EN,A2bd,NA,NA,0,500,EN,0.6
21994,Torquigener brevipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Yellow-stripe Toadfish,2014,LC,NA,NA,NA,2,100,LC,0
22003,Totoaba macdonaldi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Totoaba,2010,CR,A2bcd,NA,NA,0,25,CR,0.8
22103,Trichechus manatus,ANIMALIA,CHORDATA,MAMMALIA,SIRENIA,TRICHECHIDAE,American Manatee,2008,VU,C1,NA,NA,0,20,VU,0.4
