am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
Fis-49842,Macroparalepis nigra,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-49888,Uncisudis longirostra,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-49907,Derepodichthys alepidotus,Cuskpout,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-166180,Psilotris celsa,Highspine goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-166690,Antennatus bermudensis,Island frogfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50024,Talismania kotlyari,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50193,Lycodonus vermiformis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50196,Epetriodus freddyi,Needletooth cusk,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50197,Holcomycteronus aequatoris,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50202,Ophidion smithi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50238,Hemiramphus robustus,Three-by-two garfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50240,Hyporhamphus melanopterus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50247,Bathypterois perceptor,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-159535,Coelorinchus polli,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50276,Halieutaea hancocki,Hairy seabat,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50296,Ostichthys delta,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50326,Cetomimus picklei,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-151600,Neoscorpaena nielseni,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50351,Choridactylus natalensis,Threestick stingfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50365,Cocotropus monacanthus,Roughskin scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50372,Cottunculus spinosus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50374,Paraliparis australis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-167280,Ostorhinchus flagelliferus,Coachwhip cardinal,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50442,Dolopichthys dinema,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50443,Dolopichthys jubatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50448,Opistognathus margaretae,Halfscaled jawfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50453,Sphenanthias simoterus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-161836,Pteropsaron natalensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50487,Pteropsaron heemstrai,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50532,Mimoblennius rusi,Rusi blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50550,Parablennius lodosus,Mud blenny,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50554,Oneirodes theodoritissieri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50591,Gigantactis gibbsi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50592,Cancelloxus burrelli,Slender platanna-klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50594,Gigantactis gracilicauda,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50598,Cancelloxus elongatus,Whiteblotched klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50599,Gigantactis longicirra,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50606,Gigantactis watermani,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50608,Rhynchactis leptonema,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50611,Clinus nematopterus,Chinese klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50615,Pavoclinus smalei,Deep-reef klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50625,Pavoclinus myae,Mya's klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50627,Linophryne arcturi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50629,Xenopoclinus kochi,Platanna klipfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50635,Linophryne racemifera,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50636,Photocorynus spiniceps,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-140649,Amoya signata,Tusk goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50725,Coryphaenoides marshalli,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-57914,Photoblepharon steinitzi,Flashlight fish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50846,Coryphaenoides profundicolus,Deepwater grenadier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-50954,Cynoglossus semifasciatus,Bengal tonguesole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51025,Eptatretus okinoseanus,NA,Animalia,Chordata,Myxini,196039,other vertebrate
Fis-51030,Myxine garmani,NA,Animalia,Chordata,Myxini,196056,other vertebrate
Fis-51129,Cosmocampus retropinnis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51132,Minyichthys sentus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51147,Scorpaena annobonae,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51188,Scorpaenodes insularis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51189,Trachyscorpia cristulata echinata,Spiny scorpionfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51235,Psychrolutes inermis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-154295,Ariosoma fasciatum,Barred sand conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51619,Brotula townsendi,Townsend's cusk eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51740,Cirrhilabrus luteovittatus,Yellowband wrasse,Animalia,Chordata,Actinopterygii,187518,bony fish
Fis-58823,Atrosalarias fuscus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51789,Synchiropus circularis,Circled dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51816,Girella zonata,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-51866,Opua nephodes,Cloudy goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52081,Crassinarke dormitor,Sleeper torpedo,Animalia,Chordata,Elasmobranchii,161326,cart fish
Fis-52083,Aseraggodes whitakeri,Whitaker's sole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-131838,Dipturus macrocauda,Bigtail skate,Animalia,Chordata,Elasmobranchii,161738,cart fish
Fis-52106,Notoraja tobitukai,Leadhued skate,Animalia,Chordata,Elasmobranchii,161605,cart fish
Fis-52108,Bathyraja isotrachys,Raspback skate,Animalia,Chordata,Elasmobranchii,161454,cart fish
Fis-52113,Bathyraja diplotaenia,Dusky-pink skate,Animalia,Chordata,Elasmobranchii,161462,cart fish
Fis-52115,Bathyraja matsubarai,Dusky-purple skate,Animalia,Chordata,Elasmobranchii,161424,cart fish
Fis-52117,Bathyraja notoroensis,Notoro skate,Animalia,Chordata,Elasmobranchii,NA,cart fish
Fis-52120,Bathyraja simoterus,Hokkaido skate,Animalia,Chordata,Elasmobranchii,NA,cart fish
Fis-52133,Rhinoraja kujiensis,Dapple-bellied softnose skate,Animalia,Chordata,Elasmobranchii,161534,cart fish
Fis-52134,Parapercis atlantica,NA,Animalia,Chordata,Actinopterygii,155228,bony fish
Fis-52138,Rhinoraja longicauda,White-bellied softnose skate,Animalia,Chordata,Elasmobranchii,161575,cart fish
Fis-52180,Bathyblennius antholops,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52186,Spaniblennius riodourensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52206,Parablennius goreensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52296,Alepocephalus umbriceps,Slickhead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52297,Alepocephalus owstoni,Owston's slickhead,Animalia,Chordata,Actinopterygii,154894,bony fish
Fis-52306,Alepocephalus longiceps,Longfin slickhead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52317,Alepocephalus longirostris,Longsnout slickhead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52321,Narcetes kamoharai,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52325,Talismania filamentosa,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52326,Talismania okinawensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52329,Rouleina watasei,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52342,Diplophos orientalis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52357,Draculo shango,Shango dragonet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52384,Corcyrogobius lubbocki,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52453,Chimaera owstoni,NA,Animalia,Chordata,Holocephali,60186,cart fish
Fis-52461,Gorogobius nigricinctus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52478,Lesueurigobius heterofasciatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52517,Polyipnus parini,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52520,Polyipnus fraseri,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52528,Thorogobius rofeni,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52531,Vanneaugobius canariensis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52535,Vanneaugobius pruvoti,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52571,Holcomycteronus digittatus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52685,Borostomias pacificus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52694,Leptostomias multifilis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52697,Leptostomias robustus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52720,Melanostomias pollicifer,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52739,Eustomias ioani,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52763,Hetereleotris caminata,Mourner,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-132526,Okamejei schmidti,Browneye skate,Animalia,Chordata,Elasmobranchii,161725,cart fish
Fis-52827,Hetereleotris margaretae,Smooth-scale goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-170060,Leptaulopus damasi,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52866,Ahliesaurus brevis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52897,Lampanyctus simulator,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-52935,Lestidium prolixum,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53144,Bathophilus indicus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53152,Hippocampus sindonis,Shiho's seahorse,Animalia,Chordata,Actinopterygii,10083,bony fish
Fis-53189,Physiculus rhodopinnis,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53197,Austrobatrachus foedus,Puzzled toadfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53227,Laemonema nana,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53239,Laemonema filodorsale,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-165880,Spicomacrurus kuronumai,Kuronuma's whiptail,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-61493,Kumba japonica,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53296,Nezumia burragei,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53334,Coelorinchus matsubarai,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53337,Malthopsis tiarella,Spearnose seabat,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53351,Coelorinchus gilberti,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-53354,Encheliophis sagamianus,NA,Animalia,Chordata,Actinopterygii,NA,bony fish
