speciesid,speccode,genus,species,fbname,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version,expert_id
ITS-Mam-180430,69378,Stenella,attenuata,Pantropical spotted dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,20729,LC,2014.1,8
ITS-Mam-180434,69379,Stenella,coeruleoalba,striped dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,20731,LC,2014.1,8
ITS-Mam-180435,69380,Stenella,clymene,Clymene dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,20730,DD,2014.1,8
ITS-Mam-180438,69381,Delphinus,delphis,common dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,6336,LC,2014.1,8
ITS-Mam-180440,69382,Lagenodelphis,hosei,Fraser's dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,11140,LC,2014.1,8
ITS-Mam-180442,69383,Lagenorhynchus,albirostris,white-beaked dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,11142,LC,2014.1,8
ITS-Mam-180443,69384,Lagenorhynchus,acutus,Atlantic white-sided dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,11141,LC,2014.1,8
ITS-Mam-180444,69385,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,11145,LC,2014.1,8
ITS-Mam-180454,69393,Lissodelphis,borealis,Northern right whale dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,12125,LC,2014.1,8
ITS-Mam-180457,69395,Grampus,griseus,Risso's dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,9461,LC,2014.1,8
ITS-Mam-180459,69396,Peponocephala,electra,melon-headed whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,16564,LC,2014.1,8
ITS-Mam-180463,69398,Pseudorca,crassidens,false killer whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,18596,DD,2014.1,8
ITS-Mam-180466,69399,Globicephala,macrorhynchus,short-finned pilot whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,9249,DD,2014.1,8
ITS-Mam-180469,69400,Orcinus,orca,killer whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,15421,DD,2014.1,8
ITS-Mam-180473,69402,Phocoena,phocoena,harbour porpoise,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,17027,LC,2014.1,8
ITS-Mam-180480,69407,Phocoenoides,dalli,Dall's porpoise,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,17032,LC,2014.1,8
ITS-Mam-180483,69408,Delphinapterus,leucas,beluga,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,6335,NT,2014.1,8
ITS-Mam-180619,69418,Otaria,flavescens,South American sea lion,Animalia,Chordata,Mammalia,Carnivora,Otariidae,41665,LC,2014.1,8
ITS-Mam-180621,69419,Zalophus,californianus,California sea lion,Animalia,Chordata,Mammalia,Carnivora,Otariidae,41666,LC,2014.1,8
ITS-Mam-180625,69421,Eumetopias,jubatus,Steller's sea lion,Animalia,Chordata,Mammalia,Carnivora,Otariidae,8239,NT,2014.1,8
ITS-Mam-180627,69422,Callorhinus,ursinus,northern fur seal,Animalia,Chordata,Mammalia,Carnivora,Otariidae,3590,VU,2014.1,8
ITS-Mam-180665,69572,Ommatophoca,rossii,ross seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,15269,LC,2014.1,8
ITS-Mam-180667,69573,Hydrurga,leptonyx,leopard seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,10340,LC,2014.1,8
ITS-Mam-180669,69574,Leptonychotes,weddellii,Weddell seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,11696,LC,2014.1,8
ITS-Mam-180671,69575,Mirounga,leonina,southern elephant seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,13583,LC,2014.1,8
ITS-Mam-180672,69576,Mirounga,angustirostris,northern elephant seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,13581,LC,2014.1,8
ITS-Mam-180679,69577,Dugong,dugon,dugong,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,6909,VU,2014.1,8
ITS-Mam-552460,69720,Stenella,frontalis,Atlantic spotted dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,20732,DD,2014.1,8
ITS-Mam-552461,69721,Globicephala,melas,long-finned pilot whale,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,9250,DD,2014.1,8
ITS-Mam-552771,69826,Eubalaena,australis,southern right whale,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,8153,LC,2014.1,8
ITS-Mam-612592,70932,Balaenoptera,bonaerensis,Antarctic minke whale,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,2480,DD,2014.1,8
ITS-Mam-612596,70935,Tursiops,aduncus,Indian Ocean bottlenose dolphin,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,41714,DD,2014.1,8
ITS-Mam-621916,71068,Lutra,lutra,Eurasian river otter,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,12419,NT,2014.1,NA
ITS-Mam-622018,71165,Pusa,hispida,ringed seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,41672,LC,2014.1,NA
ITS-Mam-622023,71170,Lobodon,carcinophaga,crabeater seal,Animalia,Chordata,Mammalia,Carnivora,Phocidae,12246,LC,2014.1,8
ITS-175187,73430,Mergus,serrator,red-breasted merganser,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680485,LC,2014.1,NA
ITS-174763,73514,Fregata,magnificens,magnificent frigatebird,Animalia,Chordata,Aves,Ciconiiformes,Fregatidae,22697724,LC,2014.1,NA
ITS-174766,73515,Fregata,minor,great frigatebird,Animalia,Chordata,Aves,Ciconiiformes,Fregatidae,22697733,LC,2014.1,NA
SLB-40419,73539,Oceanodroma,leucorhoa,Leach's storm petrel,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,22698511,LC,2014.1,NA
ITS-174710,73556,Sula,variegata,Peruvian booby,Animalia,Chordata,Aves,Ciconiiformes,Sulidae,22696686,LC,2014.1,NA
ITS-174712,73558,Morus,bassanus,northern gannet,Animalia,Chordata,Aves,Ciconiiformes,Sulidae,22696657,LC,2014.1,NA
ITS-174715,73559,Phalacrocorax,carbo,great cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696792,LC,2014.1,NA
ITS-174673,73578,Phaethon,aethereus,red-billed tropicbird,Animalia,Chordata,Aves,Ciconiiformes,Phaethontidae,22696637,LC,2014.1,NA
ITS-174684,73581,Pelecanus,erythrorhynchos,American white pelican,Animalia,Chordata,Aves,Ciconiiformes,Pelecanidae,22697611,LC,2014.1,NA
ITS-174685,73582,Pelecanus,occidentalis,brown pelican,Animalia,Chordata,Aves,Ciconiiformes,Pelecanidae,22733989,LC,2014.1,NA
ITS-174691,73584,Pelecanus,conspicillatus,Australian pelican,Animalia,Chordata,Aves,Ciconiiformes,Pelecanidae,22697608,LC,2014.1,NA
ITS-174699,73589,Sula,dactylatra,masked booby,Animalia,Chordata,Aves,Ciconiiformes,Sulidae,22736173,LC,2014.1,NA
ITS-174702,73590,Sula,nebouxii,blue-footed booby,Animalia,Chordata,Aves,Ciconiiformes,Sulidae,22696683,LC,2014.1,NA
ITS-175141,73599,Bucephala,clangula,common goldeneye,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680455,LC,2014.1,NA
ITS-175144,73600,Bucephala,islandica,Barrow's goldeneye,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680459,LC,2014.1,NA
ITS-175145,73601,Bucephala,albeola,bufflehead,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680462,LC,2014.1,NA
ITS-175147,73602,Clangula,hyemalis,long-tailed duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680427,VU,2014.1,NA
ITS-175149,73603,Histrionicus,histrionicus,harlequin duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680423,LC,2014.1,NA
ITS-175153,73605,Polysticta,stelleri,Steller's eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680415,VU,2014.1,NA
ITS-175155,73606,Somateria,mollissima,common eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680405,LC,2014.1,NA
ITS-175160,73607,Somateria,spectabilis,king eider,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680409,LC,2014.1,NA
ITS-175163,73609,Melanitta,fusca,velvet scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,22724836,EN,2014.1,NA
ITS-174525,73740,Diomedea,exulans,wandering albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698305,VU,2014.1,NA
ITS-174531,73743,Phoebetria,palpebrata,light-mantled albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698448,NT,2014.1,NA
ITS-174536,73745,Fulmarus,glacialis,northern fulmar,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22697866,LC,2014.1,NA
ITS-174550,73751,Puffinus,pacificus,wedge-tailed shearwater,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22698175,LC,2014.1,NA
ITS-174555,73755,Puffinus,puffinus,Manx shearwater,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22698226,LC,2014.1,NA
ITS-174588,73778,Pterodroma,leucoptera,Gould's petrel,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22697970,VU,2014.1,NA
ITS-174590,73780,Pterodroma,mollis,soft-plumaged petrel,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22698080,LC,2014.1,NA
ITS-174594,73783,Macronectes,giganteus,southern giant petrel,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22697852,LC,2014.1,NA
ITS-175170,73793,Melanitta,perspicillata,surf scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,22680441,LC,2014.1,NA
ITS-175171,73794,Melanitta,nigra,black scoter,Animalia,Chordata,Aves,Anseriformes,Anatidae,22724879,LC,2014.1,NA
ITS-176917,74151,Sterna,sumatrana,black-naped tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694612,LC,2014.1,NA
ITS-177013,74294,Ptychoramphus,aleuticus,Cassin's auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694903,LC,2014.1,NA
ITS-177023,74298,Cerorhinca,monocerata,rhinoceros auklet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694924,LC,2014.1,NA
ITS-177025,74299,Fratercula,arctica,Atlantic puffin,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694927,LC,2014.1,NA
ITS-177029,74300,Fratercula,corniculata,horned puffin,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694931,LC,2014.1,NA
ITS-177032,74301,Fratercula,cirrhata,tufted puffin,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694934,LC,2014.1,NA
ITS-176875,74521,Rissa,tridactyla,black-legged kittiwake,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694497,LC,2014.1,NA
ITS-176887,74524,Sterna,forsteri,Forster's tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694646,LC,2014.1,NA
ITS-176888,74525,Sterna,hirundo,common tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694623,LC,2014.1,NA
ITS-176890,74526,Sterna,paradisaea,Arctic tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694629,LC,2014.1,NA
ITS-824105,74529,Onychoprion,fuscatus,sooty tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694740,LC,2014.1,NA
ITS-177008,74581,Synthliboramphus,antiquus,ancient murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694896,LC,2014.1,NA
ITS-824142,74892,Thalasseus,maximus,royal tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694542,LC,2014.1,NA
ITS-824127,74893,Sternula,antillarum,least tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694673,LC,2014.1,NA
ITS-176935,74894,Hydroprogne,caspia,Caspian tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694524,LC,2014.1,NA
ITS-176931,74895,Thalasseus,elegans,elegant tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694552,NT,2014.1,NA
ITS-176882,74896,Gelochelidon,nilotica,gull-billed tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694505,LC,2014.1,NA
ITS-176944,74900,Anous,minutus,black noddy,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694799,LC,2014.1,NA
ITS-176954,74904,Gygis,alba,white tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694821,LC,2014.1,NA
ITS-176958,74905,Chlidonias,leucopterus,white-winged tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694782,LC,2014.1,NA
ITS-176971,74909,Alca,torda,razorbill,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694852,LC,2014.1,NA
ITS-176974,74910,Uria,aalge,common murre,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694841,LC,2014.1,NA
ITS-176978,74911,Uria,lomvia,thick-billed murre,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694847,LC,2014.1,NA
ITS-176982,74912,Alle,alle,dovekie,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694837,LC,2014.1,NA
ITS-176793,75053,Stercorarius,parasiticus,parasitic jaeger,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694245,LC,2014.1,NA
ITS-176794,75054,Stercorarius,longicaudus,long-tailed jaeger,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694251,LC,2014.1,NA
ITS-176808,75055,Larus,hyperboreus,glaucous gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694343,LC,2014.1,NA
ITS-176814,75057,Larus,glaucescens,Glaucous-winged gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694334,LC,2014.1,NA
ITS-176815,75058,Larus,marinus,great black-backed gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694324,LC,2014.1,NA
ITS-176816,75059,Larus,schistisagus,slaty-backed gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694362,LC,2014.1,NA
ITS-176817,75060,Larus,occidentalis,western gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694337,LC,2014.1,NA
ITS-176821,75061,Larus,fuscus,lesser black-backed gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694373,LC,2014.1,NA
ITS-176824,75062,Larus,argentatus,herring gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694351,LC,2014.1,NA
ITS-176829,75064,Larus,californicus,California gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694321,LC,2014.1,NA
ITS-176830,75065,Larus,delawarensis,ring-billed gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694317,LC,2014.1,NA
ITS-176831,75066,Larus,crassirostris,black-tailed gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694289,LC,2014.1,NA
ITS-176832,75067,Larus,canus,common gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694308,LC,2014.1,NA
ITS-176849,75081,Larus,dominicanus,kelp gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694329,LC,2014.1,NA
ITS-176851,75083,Pagophila,eburnea,ivory gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694473,NT,2014.1,NA
ITS-176861,75093,Larus,pacificus,Pacific gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694279,LC,2014.1,NA
ITS-176866,75098,Xema,sabini,Sabine's gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694479,LC,2014.1,NA
ITS-824104,75101,Onychoprion,anaethetus,bridled tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694730,LC,2014.1,NA
ITS-824126,75102,Sternula,albifrons,little tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694656,LC,2014.1,NA
ITS-824139,75106,Thalasseus,bengalensis,lesser crested tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694561,LC,2014.1,NA
ITS-824140,75107,Thalasseus,bergii,crested tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694571,LC,2014.1,NA
ITS-176910,75109,Sterna,hirundinacea,South American tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694618,LC,2014.1,NA
ITS-176985,75159,Cepphus,grylle,black guillemot,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694861,LC,2014.1,NA
ITS-176991,75160,Cepphus,columba,pigeon guillemot,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694864,LC,2014.1,NA
ITS-176996,75162,Brachyramphus,marmoratus,marbled murrelet,Animalia,Chordata,Aves,Charadriiformes,Alcidae,22694870,EN,2014.1,NA
ITS-203446,76509,Calonectris,diomedea,Cory's shearwater,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22698167,LC,2014.1,NA
ITS-203449,76510,Calonectris,leucomelas,streaked shearwater,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,22698172,LC,2014.1,NA
ITS-554451,76565,Thalassarche,cauta,shy albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22729604,NT,2014.1,NA
ITS-554452,76566,Thalassarche,chlororhynchos,yellow-nosed albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698425,EN,2014.1,NA
ITS-554453,76567,Thalassarche,melanophris,black-browed albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698375,NT,2014.1,NA
ITS-726051,76774,Chlidonias,hybrida,whiskered tern,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22694764,LC,2014.1,NA
ITS-554270,76824,Larus,cachinnans,yellow-legged gull,Animalia,Chordata,Aves,Ciconiiformes,Laridae,22735929,LC,2014.1,NA
ITS-561225,81079,Morus,serrator,Australasian gannet,Animalia,Chordata,Aves,Ciconiiformes,Sulidae,22696675,LC,2014.1,NA
ITS-562021,81744,Phoebastria,irrorata,waved albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698320,CR,2014.1,NA
ITS-563380,83052,Thalassarche,bulleri,Buller's albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22728328,NT,2014.1,NA
ITS-563381,83053,Thalassarche,chrysostoma,grey-headed albatross,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,22698398,EN,2014.1,NA
W-Hol-208956,83473,Actinopyga,mauritiana,surf redfish,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,180337,VU,2014.1,NA
W-Hol-149789,83494,Stichopus,chloronotus,greenfish,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180477,LC,2014.1,NA
W-Hol-210914,83495,Stichopus,horrens,Selenka's sea cucumber,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180488,DD,2014.1,NA
W-Hol-210916,83497,Thelenota,ananas,prickly redfish,Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,180481,EN,2014.1,NA
ITS-660062,83701,Stercorarius,maccormicki,south polar skua,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694218,LC,2014.1,NA
W-Msc-207675,83870,Tridacna,maxima,elongate giant clam,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,22138,LR/cd,2014.1,NA
Rep-6242,83941,Hydrophis,elegans,elegant seasnake,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,176734,LC,2014.1,NA
ITS-660061,84037,Stercorarius,antarcticus,brown skua,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694183,LC,2014.1,NA
ITS-660060,84038,Stercorarius,chilensis,Chilean skua,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694210,LC,2014.1,NA
ITS-176792,84040,Stercorarius,pomarinus,pomarine jaeger,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694240,LC,2014.1,NA
ITS-660059,84041,Stercorarius,skua,great skua,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,22694160,LC,2014.1,NA
ITS-174742,84051,Phalacrocorax,fuscescens,black-faced cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696770,LC,2014.1,NA
ITS-174724,84054,Phalacrocorax,penicillatus,Brandt's cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696753,LC,2014.1,NA
ITS-174717,84098,Phalacrocorax,auritus,double-crested cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696776,LC,2014.1,NA
ITS-554375,84099,Phalacrocorax,brasilianus,neotropic cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696773,LC,2014.1,NA
ITS-174751,84101,Phalacrocorax,sulcirostris,little black cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696788,LC,2014.1,NA
ITS-174690,84204,Pelecanus,thagus,Peruvian pelican,Animalia,Chordata,Aves,Ciconiiformes,Pelecanidae,22697619,NT,2014.1,NA
ITS-174733,84334,Phalacrocorax,aristotelis,European shag,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696894,LC,2014.1,NA
ITS-174725,84338,Phalacrocorax,pelagicus,pelagic cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22728950,LC,2014.1,NA
ITS-174728,84340,Phalacrocorax,urile,red-faced cormorant,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,22696887,LC,2014.1,NA
W-Msc-216411,84543,Hippopus,hippopus,bear paw clam,Animalia,Mollusca,Bivalvia,Veneroida,Tridacnidae,10105,LR/cd,2014.1,NA
W-Msc-215522,87053,Conus,litteratus,lettered cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192719,LC,2014.1,NA
W-Msc-215439,87054,Conus,quercinus,oak cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192812,LC,2014.1,NA
W-Msc-215446,87057,Conus,coronatus,crowned cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192636,LC,2014.1,NA
W-Msc-215518,87058,Conus,flavidus,yellow Pacific cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192562,LC,2014.1,NA
W-Msc-215464,87060,Conus,leopardus,leopard cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192386,LC,2014.1,NA
SLB-93593,87061,Acropora,subulata,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,133682,LC,2014.1,NA
W-Msc-215541,87062,Conus,lividus,livid cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192844,LC,2014.1,NA
W-Msc-215457,87063,Conus,marmoreus,marble cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192701,LC,2014.1,NA
W-Msc-215519,87066,Conus,tessulatus,tesselate cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192743,LC,2014.1,NA
W-Msc-215529,87067,Conus,textile,textile cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192316,LC,2014.1,NA
W-Msc-215436,91941,Conus,ebraeus,Hebrew cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192611,LC,2014.1,NA
W-Msc-215466,91954,Conus,striatus,striated cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192321,LC,2014.1,NA
W-Msc-215458,91957,Conus,rattus,rat cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192428,LC,2014.1,NA
W-Msc-215492,91958,Conus,pulicarius,flea-bitten cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192506,LC,2014.1,NA
W-Msc-215533,91967,Conus,miliaris,thousand-spot cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192590,LC,2014.1,NA
W-Msc-215479,91968,Conus,miles,soldier cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192634,LC,2014.1,NA
W-Msc-215525,91990,Conus,capitaneus,captain cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192507,LC,2014.1,NA
ITS-176669,152180,Calidris,alba,sanderling,Animalia,Chordata,Aves,Ciconiiformes,Scolopacidae,22693369,LC,2014.1,NA
ITS-554381,152181,Pluvialis,fulva,Pacific golden-plover,Animalia,Chordata,Aves,Ciconiiformes,Charadriidae,22693735,LC,2014.1,NA
ITS-176567,152182,Pluvialis,squatarola,grey plover,Animalia,Chordata,Aves,Ciconiiformes,Charadriidae,22693749,LC,2014.1,NA
ITS-176642,153033,Calidris,canutus,lesser knot,Animalia,Chordata,Aves,Ciconiiformes,Scolopacidae,22693363,LC,2014.1,NA
ITS-176661,155057,Calidris,alpina,dunlin,Animalia,Chordata,Aves,Ciconiiformes,Scolopacidae,22693427,LC,2014.1,NA
ITS-176735,155063,Phalaropus,lobatus,red-necked Phalarope,Animalia,Chordata,Aves,Ciconiiformes,Scolopacidae,22693490,LC,2014.1,NA
W-Mer-150514,26,Limulus,polyphemus,horseshoe crab,Animalia,Arthropoda,Merostomata,Xiphosura,Limulidae,11987,LR/nt,2014.1,NA
MFW-1717,1824,Neritina,virginea,virgin nerite,Animalia,Mollusca,Gastropoda,Neritopsina,Neritidae,189436,LC,2014.1,NA
W-Msc-215516,2515,Conus,vexillum,vexillum cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192778,LC,2014.1,NA
W-Msc-420206,6369,Conus,cancellatus,cancellate cone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,192693,LC,2014.1,NA
ITS-552922,14782,Nephropsis,stewarti,Indian Ocean lobsterette,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,169974,LC,2014.1,NA
ITS-553014,15064,Ibacus,peronii,butterfly fan lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,169984,LC,2014.1,NA
ITS-660110,20643,Pentacheles,laevis,blind lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,185038,LC,2014.1,NA
ITS-660225,21090,Jasus,edwardsii,red rock lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,170025,LC,2014.1,NA
ITS-97319,26024,Acanthacaris,caeca,Atlantic deep lobster,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,170000,LC,2014.1,7
ITS-97665,26135,Scyllarus,chacei,Chace slipper lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,185042,LC,2014.1,NA
ITS-97666,26136,Scyllarus,arctus,small European locust lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,169949,LC,2014.1,NA
ITS-97682,26142,Parribacus,antarcticus,sculptured mitten lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,170071,LC,2014.1,NA
W-Hyd-210726,42962,Millepora,alcicornis,fire coral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,133144,LC,2014.1,NA
W-Hyd-287421,44337,Millepora,complanata,bladed fire coral,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,133042,LC,2014.1,NA
W-Oct-210725,45233,Heliopora,coerulea,Indo-Pacific blue coral,Animalia,Cnidaria,Anthozoa,Helioporacea,Helioporidae,133193,VU,2014.1,NA
URM-Cn-6135,45488,Psammocora,digitata,NA,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,133043,NT,2014.1,NA
URM-Cn-6137,45490,Psammocora,haimeana,encrusting sandpaper coral,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,133406,LC,2014.1,NA
