loiczid,n_spp,mean_risk
165349,45,0.1288888888888889
165350,38,0.13157894736842105
165351,35,0.12
165352,35,0.12
165353,33,0.12727272727272726
165354,38,0.13157894736842105
165355,38,0.12105263157894737
165356,34,0.12352941176470589
165357,34,0.12352941176470589
165358,34,0.12352941176470589
165359,28,0.10714285714285715
165360,28,0.10714285714285715
165361,24,0.1
165362,26,0.09230769230769231
165363,27,0.11111111111111112
165364,28,0.10714285714285715
165365,28,0.10714285714285715
165366,27,0.11111111111111112
165367,24,0.1
165368,24,0.1
165369,23,0.10434782608695653
165370,24,0.1
165371,18,0.13333333333333333
165372,18,0.13333333333333333
165373,16,0.1375
165374,15,0.14666666666666667
165375,17,0.12941176470588237
165376,19,0.12631578947368421
165377,16,0.1375
165378,15,0.14666666666666667
165379,15,0.14666666666666667
165380,15,0.14666666666666667
165381,12,0.18333333333333335
165382,6,0.23333333333333334
165383,6,0.23333333333333334
165384,6,0.23333333333333334
165385,6,0.23333333333333334
165386,9,0.22222222222222224
165387,9,0.22222222222222224
165388,9,0.22222222222222224
165389,9,0.22222222222222224
165390,9,0.22222222222222224
165391,6,0.23333333333333334
165392,6,0.23333333333333334
165393,6,0.23333333333333334
165394,6,0.23333333333333334
165395,6,0.23333333333333334
165396,6,0.23333333333333334
165397,9,0.22222222222222224
165398,6,0.23333333333333334
165399,9,0.22222222222222224
165400,7,0.2571428571428572
165401,9,0.22222222222222224
165402,12,0.18333333333333335
165403,12,0.18333333333333335
165404,12,0.18333333333333335
165405,12,0.18333333333333335
165406,12,0.18333333333333335
165407,12,0.18333333333333335
165408,12,0.18333333333333335
165409,12,0.18333333333333335
165410,12,0.18333333333333335
165411,14,0.15714285714285714
165412,13,0.16923076923076924
165413,12,0.18333333333333335
165414,12,0.18333333333333335
165415,12,0.18333333333333335
165416,13,0.16923076923076924
165417,13,0.16923076923076924
165418,12,0.18333333333333335
165419,11,0.14545454545454548
165420,11,0.14545454545454548
165421,10,0.16
165422,13,0.12307692307692308
165423,11,0.14545454545454548
165424,7,0.2
165425,7,0.2
165426,10,0.16
165427,13,0.12307692307692308
165428,14,0.1142857142857143
165429,12,0.13333333333333333
165430,14,0.1142857142857143
165431,14,0.1142857142857143
165432,14,0.1142857142857143
165433,14,0.1142857142857143
165434,14,0.1142857142857143
165435,15,0.12000000000000001
165436,17,0.10588235294117648
165437,20,0.09000000000000001
165438,21,0.08571428571428572
165439,19,0.0736842105263158
165440,21,0.08571428571428572
165441,21,0.08571428571428572
165442,21,0.1142857142857143
165443,25,0.096
165444,26,0.09230769230769231
165445,26,0.09230769230769231
165446,28,0.08571428571428572
165447,31,0.11612903225806452
165448,33,0.10909090909090909
165449,37,0.11891891891891893
165450,38,0.12631578947368421
165451,40,0.13
165452,44,0.13181818181818183
165453,40,0.13
165454,41,0.13658536585365855
165455,46,0.14347826086956522
165456,49,0.1346938775510204
165457,50,0.124
165458,54,0.12962962962962962
165459,48,0.12916666666666668
165460,46,0.13478260869565217
165461,49,0.12653061224489795
165462,63,0.11746031746031746
165463,88,0.09545454545454546
165464,103,0.09320388349514563
165465,236,0.08813559322033898
165466,632,0.07974683544303798
165467,668,0.07964071856287426
165468,592,0.0847972972972973
165545,945,0.0764021164021164
165546,286,0.06573426573426573
165547,980,0.07346938775510205
165548,816,0.07107843137254902
165549,59,0.12542372881355932
165550,72,0.11944444444444445
165551,84,0.1142857142857143
165552,54,0.11851851851851852
165553,62,0.12258064516129033
165554,65,0.11692307692307692
165555,55,0.1272727272727273
165556,51,0.11372549019607843
165557,49,0.10204081632653061
165558,45,0.11111111111111112
165559,93,0.07096774193548387
165560,363,0.07272727272727272
165561,57,0.0736842105263158
165562,43,0.08372093023255814
165563,45,0.08
165564,61,0.09508196721311475
165565,68,0.10294117647058824
165566,132,0.0803030303030303
165567,61,0.11147540983606558
165568,56,0.11785714285714285
165569,55,0.11272727272727273
165570,55,0.11272727272727273
165571,51,0.11764705882352941
165572,53,0.11320754716981132
165573,56,0.11071428571428572
165574,67,0.10447761194029852
165575,88,0.09545454545454546
165576,89,0.09438202247191012
165577,158,0.07468354430379748
165578,75,0.10933333333333334
165579,74,0.10810810810810811
165580,80,0.10250000000000001
165581,84,0.10476190476190476
165582,59,0.12203389830508475
165583,59,0.12203389830508475
165584,59,0.12203389830508475
165585,57,0.1192982456140351
165586,57,0.1192982456140351
165587,57,0.1298245614035088
165588,58,0.11724137931034483
165589,58,0.11724137931034483
165590,57,0.11578947368421053
165591,57,0.11578947368421053
165592,57,0.11578947368421053
165593,56,0.11785714285714285
165594,54,0.11481481481481481
165595,53,0.12452830188679245
165596,54,0.12592592592592594
165597,53,0.12452830188679245
165598,55,0.12000000000000001
165599,69,0.11304347826086956
165600,73,0.10684931506849316
165601,62,0.11935483870967742
165602,94,0.08297872340425533
165603,119,0.07394957983193277
165604,81,0.09382716049382717
165605,78,0.09743589743589744
165606,103,0.08155339805825243
165607,105,0.08190476190476191
165608,119,0.07899159663865546
165609,47,0.14042553191489363
165610,42,0.13333333333333333
165611,43,0.13953488372093023
165612,43,0.13953488372093023
165613,41,0.14634146341463414
165614,42,0.14285714285714285
165615,42,0.14285714285714285
165616,42,0.14285714285714285
165617,41,0.14634146341463414
165618,40,0.14
165619,41,0.13658536585365855
165620,40,0.14
165621,41,0.13658536585365855
165622,39,0.13333333333333333
165623,37,0.11891891891891893
165624,33,0.10909090909090909
165625,33,0.10909090909090909
165626,33,0.10909090909090909
165627,31,0.0967741935483871
165628,27,0.08888888888888889
165629,27,0.08148148148148149
165630,23,0.09565217391304348
165631,19,0.11578947368421054
165632,19,0.11578947368421054
165633,19,0.11578947368421054
165634,21,0.10476190476190476
165635,23,0.09565217391304348
165636,21,0.10476190476190476
165637,20,0.11
165638,20,0.14
165639,19,0.11578947368421054
165640,17,0.11764705882352942
165641,15,0.13333333333333333
165642,14,0.14285714285714288
165643,16,0.125
165644,14,0.14285714285714288
165645,8,0.17500000000000002
165646,12,0.16666666666666669
165647,15,0.17333333333333334
165648,18,0.14444444444444446
165649,17,0.15294117647058825
165650,17,0.15294117647058825
165651,17,0.15294117647058825
165652,17,0.15294117647058825
165653,17,0.15294117647058825
165654,16,0.1625
165655,17,0.15294117647058825
165656,17,0.15294117647058825
165657,15,0.17333333333333334
165658,16,0.1625
165659,18,0.14444444444444446
165660,18,0.14444444444444446
165661,16,0.125
165662,16,0.125
165663,15,0.13333333333333333
165664,19,0.1368421052631579
165665,8,0.17500000000000002
165666,6,0.13333333333333333
165667,10,0.14
165668,7,0.1142857142857143
165669,7,0.1142857142857143
165670,5,0.16
165671,5,0.16
165672,4,0.1
165673,4,0.1
165674,4,0.1
165675,5,0.16
165676,4,0.1
165677,3,0.13333333333333333
165678,3,0.13333333333333333
165696,3,0.13333333333333333
165697,3,0.13333333333333333
165698,1,0
165700,9,0
165701,1,0
165702,3,0
165703,3,0.13333333333333333
165704,3,0.13333333333333333
165705,2,0.1
165757,1,0
165758,1,0
165759,1,0
165760,3,0.13333333333333333
165761,3,0.13333333333333333
165762,1,0
165763,3,0.13333333333333333
165764,6,0.06666666666666667
165765,9,0.044444444444444446
165766,5,0.08
165767,8,0.175
165768,7,0.2
165769,7,0.2
165770,6,0.23333333333333334
165771,6,0.16666666666666666
165772,8,0.175
165773,10,0.14
165774,10,0.14
165775,17,0.15294117647058825
165776,17,0.15294117647058825
165777,19,0.1368421052631579
165778,25,0.10400000000000001
165779,21,0.12380952380952381
165780,23,0.11304347826086956
165781,18,0.14444444444444446
165782,35,0.10285714285714286
165783,22,0.14545454545454545
165784,26,0.11538461538461539
165785,26,0.13076923076923078
165786,64,0.08750000000000001
165787,25,0.136
165788,26,0.13076923076923078
165789,40,0.085
165790,54,0.07407407407407407
165791,35,0.12000000000000001
165792,54,0.1
165793,38,0.14210526315789473
165794,40,0.165
165795,44,0.1590909090909091
165796,76,0.12105263157894737
165797,94,0.13191489361702127
165798,50,0.164
165799,51,0.17254901960784313
165800,51,0.17254901960784313
165801,51,0.17254901960784313
165802,51,0.17254901960784313
165803,51,0.17254901960784313
165804,52,0.16923076923076924
165805,52,0.16923076923076924
165806,54,0.16296296296296298
165807,53,0.15849056603773584
165808,54,0.15555555555555556
165809,54,0.14814814814814814
165810,69,0.13043478260869565
165811,54,0.15555555555555556
165812,52,0.16153846153846155
165813,51,0.15294117647058825
165814,50,0.156
165815,59,0.13220338983050847
165816,61,0.12786885245901639
165817,47,0.15319148936170213
165818,48,0.15
165819,172,0.08604651162790698
165820,144,0.09444444444444444
165863,51,0.1803921568627451
165864,150,0.15733333333333335
165865,137,0.16496350364963505
165866,113,0.19646017699115045
165867,113,0.18761061946902655
165868,121,0.1834710743801653
165869,119,0.17983193277310924
165870,3,0.06666666666666667
165871,89,0.11460674157303372
165872,81,0.10617283950617284
165873,65,0.12307692307692308
165874,61,0.12131147540983607
165875,52,0.13846153846153847
165876,48,0.15
165877,42,0.1523809523809524
165878,40,0.15
165879,39,0.15384615384615385
165880,34,0.14705882352941177
165881,31,0.11612903225806452
165882,25,0.112
165883,19,0.11578947368421054
165884,19,0.11578947368421054
165885,19,0.11578947368421054
165886,13,0.15384615384615385
165887,15,0.14666666666666667
165888,19,0.11578947368421054
165889,19,0.11578947368421054
165890,13,0.16923076923076924
165891,10,0.2
165892,9,0.22222222222222224
165893,9,0.22222222222222224
165894,9,0.22222222222222224
165895,12,0.18333333333333335
165896,12,0.18333333333333335
165897,11,0.16363636363636364
165898,12,0.15000000000000002
165899,11,0.16363636363636364
165900,11,0.16363636363636364
165901,11,0.16363636363636364
165902,6,0.2
165903,5,0.24000000000000002
165904,5,0.24000000000000002
165905,9,0.17777777777777778
165906,7,0.2285714285714286
165907,4,0.2
165908,4,0.2
165909,5,0.24000000000000002
165910,3,0.26666666666666666
165911,5,0.24000000000000002
165912,5,0.24000000000000002
165913,4,0.30000000000000004
165914,4,0.30000000000000004
165915,4,0.30000000000000004
165916,2,0.30000000000000004
165917,1,0.2
165918,1,0.2
165919,1,0.2
165920,1,0.2
165921,1,0.2
165922,1,0.2
165923,1,0.2
165924,1,0.2
165925,1,0.2
165926,1,0.2
165927,1,0.2
165928,1,0.2
165929,1,0.2
165930,1,0.2
165931,1,0.2
165932,1,0.2
165933,1,0.2
165934,1,0.2
165935,1,0.2
165936,1,0.2
165937,1,0.2
165938,1,0.2
165939,1,0.2
165940,1,0.2
165941,1,0.2
165942,1,0.2
165943,1,0.2
165944,1,0.2
165945,1,0.2
165946,1,0.2
165947,1,0.2
165948,1,0.2
165949,1,0.2
165950,1,0.2
165951,2,0.1
165952,2,0.1
165953,2,0.1
165954,2,0.1
165955,2,0.1
165956,2,0.1
165957,5,0.16
165958,5,0.16
165959,8,0.15000000000000002
165960,11,0.1272727272727273
165961,12,0.11666666666666667
165962,16,0.1375
165963,19,0.12631578947368421
165964,19,0.12631578947368421
165965,22,0.1090909090909091
165966,22,0.1090909090909091
165967,30,0.1
165968,43,0.13953488372093023
165969,48,0.125
165970,55,0.13090909090909092
165971,61,0.12786885245901639
165972,93,0.0881720430107527
165973,96,0.08958333333333333
165974,80,0.1075
165975,67,0.12835820895522387
165976,59,0.13559322033898305
165977,58,0.12758620689655173
165978,58,0.12758620689655173
165979,59,0.13559322033898305
165980,58,0.13793103448275862
165981,59,0.14576271186440679
165982,60,0.14333333333333334
165983,56,0.14642857142857144
165984,56,0.14642857142857144
165985,57,0.13333333333333333
165986,59,0.13220338983050847
165987,88,0.10227272727272728
165988,121,0.12231404958677686
165989,25,0.152
165990,13,0.21538461538461537
166026,493,0.08113590263691683
166027,641,0.07769110764430577
166028,671,0.08107302533532042
166029,693,0.08282828282828283
166030,664,0.08162650602409639
166031,293,0.09556313993174062
166032,101,0.09306930693069307
166033,79,0.10632911392405063
166034,73,0.10958904109589042
166035,69,0.11014492753623188
166036,60,0.11333333333333334
166037,60,0.11333333333333334
166038,60,0.11333333333333334
166039,57,0.11929824561403508
166040,57,0.11929824561403508
166041,57,0.11929824561403508
166042,57,0.11929824561403508
166043,57,0.11929824561403508
166044,57,0.11929824561403508
166045,57,0.11929824561403508
166046,57,0.11929824561403508
166047,57,0.11929824561403508
166048,98,0.10204081632653061
166049,725,0.08220689655172414
166050,729,0.08587105624142662
166051,689,0.08621190130624093
166052,693,0.08571428571428572
166053,705,0.08680851063829788
166054,702,0.08746438746438746
166055,735,0.08435374149659865
166056,80,0.11
166057,57,0.11929824561403508
166058,54,0.12592592592592594
166059,55,0.12363636363636364
166060,55,0.12363636363636364
166061,53,0.12830188679245283
166062,50,0.124
166063,50,0.124
166064,45,0.1288888888888889
166065,45,0.1288888888888889
166066,45,0.1288888888888889
166067,48,0.12083333333333333
166068,49,0.12653061224489795
166069,46,0.12608695652173912
166070,44,0.13181818181818183
166071,36,0.11666666666666667
166072,36,0.11666666666666667
166073,40,0.125
166074,36,0.11666666666666667
166075,38,0.12105263157894737
166076,33,0.10909090909090909
166077,33,0.10909090909090909
166078,35,0.10285714285714286
166079,31,0.11612903225806452
166080,25,0.07200000000000001
166081,27,0.08888888888888889
166082,27,0.08888888888888889
166083,27,0.08888888888888889
166084,28,0.10714285714285715
166085,30,0.1
166086,27,0.08888888888888889
166087,24,0.1
166088,23,0.10434782608695653
166089,22,0.1090909090909091
166090,23,0.10434782608695653
166091,18,0.13333333333333333
166092,19,0.12631578947368421
166093,18,0.13333333333333333
166094,17,0.12941176470588237
166095,15,0.14666666666666667
166096,15,0.14666666666666667
166097,15,0.14666666666666667
166098,15,0.14666666666666667
166099,14,0.15714285714285714
166100,14,0.15714285714285714
166101,9,0.22222222222222224
166102,6,0.23333333333333334
166103,6,0.23333333333333334
166104,9,0.22222222222222224
166105,6,0.23333333333333334
166106,7,0.2571428571428572
166107,9,0.22222222222222224
166108,12,0.18333333333333335
166109,6,0.23333333333333334
166110,7,0.2571428571428572
166111,7,0.2571428571428572
166112,12,0.18333333333333335
166113,6,0.23333333333333334
166114,6,0.23333333333333334
166115,8,0.17500000000000002
166116,8,0.17500000000000002
166117,4,0.2
166118,4,0.2
166119,8,0.17500000000000002
166120,5,0.16
166121,7,0.2571428571428572
166122,12,0.18333333333333335
166123,8,0.17500000000000002
166124,8,0.17500000000000002
166125,8,0.17500000000000002
166126,8,0.17500000000000002
166127,11,0.14545454545454548
166128,11,0.14545454545454548
166129,12,0.13333333333333333
166130,11,0.14545454545454548
166131,13,0.12307692307692308
166132,12,0.13333333333333333
166133,11,0.14545454545454548
166134,9,0.22222222222222224
166135,12,0.18333333333333335
166136,13,0.16923076923076924
166137,13,0.16923076923076924
166138,12,0.18333333333333335
166139,12,0.13333333333333333
166140,11,0.14545454545454548
166141,10,0.16
166142,12,0.13333333333333333
166143,10,0.16
166144,10,0.16
166145,11,0.14545454545454548
166146,12,0.13333333333333333
166147,13,0.12307692307692308
166148,13,0.12307692307692308
166149,13,0.12307692307692308
166150,12,0.13333333333333333
166151,13,0.12307692307692308
166152,13,0.12307692307692308
166153,13,0.12307692307692308
166154,15,0.12000000000000001
166155,15,0.12000000000000001
166156,16,0.1125
166157,19,0.09473684210526316
166158,23,0.0782608695652174
166159,20,0.09000000000000001
166160,21,0.08571428571428572
166161,22,0.1090909090909091
166162,22,0.1090909090909091
166163,20,0.12000000000000001
166164,23,0.0782608695652174
166165,21,0.08571428571428572
166166,24,0.07500000000000001
166167,28,0.08571428571428572
166168,32,0.1125
166169,37,0.12972972972972974
166170,42,0.14285714285714285
166171,42,0.13333333333333333
166172,41,0.14634146341463414
166173,43,0.13023255813953488
166174,45,0.13333333333333333
166175,44,0.13636363636363635
166176,44,0.13636363636363635
166177,46,0.14347826086956522
166178,51,0.12941176470588237
166179,50,0.132
166180,49,0.1346938775510204
166181,53,0.12452830188679245
166182,64,0.115625
166183,87,0.09655172413793103
166184,106,0.09245283018867925
166185,188,0.09148936170212767
166186,525,0.08076190476190477
166187,443,0.07945823927765237
166188,504,0.08373015873015874
166266,884,0.07375565610859729
166267,862,0.07354988399071927
166268,931,0.06981740064446831
166269,78,0.12564102564102564
166270,94,0.11063829787234043
166271,92,0.1108695652173913
166272,58,0.1206896551724138
166273,57,0.1192982456140351
166274,54,0.12592592592592594
166275,50,0.132
166276,51,0.12549019607843137
166277,50,0.1
166278,42,0.11428571428571428
166279,71,0.08169014084507042
166280,196,0.06224489795918368
166281,62,0.05806451612903226
166282,48,0.09583333333333334
166283,64,0.084375
166284,279,0.07096774193548387
166285,311,0.07395498392282958
166286,310,0.07290322580645162
166287,78,0.08974358974358974
166288,63,0.10793650793650794
166289,54,0.12222222222222223
166290,53,0.11320754716981132
166291,51,0.11764705882352941
166292,51,0.11764705882352941
166293,56,0.10714285714285715
166294,66,0.1090909090909091
166295,84,0.09285714285714286
166296,87,0.08505747126436781
166297,85,0.09176470588235294
166298,74,0.0972972972972973
166299,67,0.10149253731343284
166300,69,0.09855072463768116
166301,85,0.09411764705882353
166302,81,0.09876543209876544
166303,57,0.11228070175438597
166304,56,0.1142857142857143
166305,58,0.1103448275862069
166306,56,0.1142857142857143
166307,57,0.11228070175438597
166308,56,0.1142857142857143
166309,57,0.11228070175438597
166310,57,0.11228070175438597
166311,57,0.11228070175438597
166312,57,0.11228070175438597
166313,55,0.11636363636363636
166314,55,0.11636363636363636
166315,54,0.11851851851851852
166316,55,0.11636363636363636
166317,53,0.12452830188679245
166318,55,0.13090909090909092
166319,66,0.11212121212121212
166320,68,0.10882352941176471
166321,66,0.11212121212121212
166322,94,0.08297872340425533
166323,101,0.07920792079207921
166324,62,0.11935483870967742
166325,73,0.10136986301369863
166326,127,0.07401574803149606
166327,114,0.07719298245614035
166328,83,0.09397590361445783
166329,47,0.14042553191489363
166330,46,0.14347826086956522
166331,54,0.12592592592592594
166332,44,0.13636363636363635
166333,41,0.14634146341463414
166334,41,0.14634146341463414
166335,43,0.13953488372093023
166336,42,0.14285714285714285
166337,42,0.14285714285714285
166338,40,0.14
166339,42,0.14285714285714285
166340,42,0.14285714285714285
166341,43,0.13953488372093023
166342,43,0.13953488372093023
166343,43,0.13953488372093023
166344,39,0.13333333333333333
166345,42,0.13333333333333333
166346,38,0.12631578947368421
166347,36,0.11111111111111112
166348,31,0.0967741935483871
166349,28,0.07857142857142857
166350,27,0.08148148148148149
166351,23,0.09565217391304348
166352,19,0.11578947368421054
166353,24,0.09166666666666667
166354,24,0.09166666666666667
166355,23,0.09565217391304348
166356,22,0.1
166357,20,0.11
166358,19,0.11578947368421054
166359,22,0.1272727272727273
166360,17,0.11764705882352942
166361,16,0.125
166362,16,0.125
166363,16,0.125
166364,16,0.125
166365,14,0.14285714285714288
166366,13,0.15384615384615385
166367,16,0.125
166368,16,0.125
166369,16,0.125
166370,16,0.125
166371,17,0.15294117647058825
166372,17,0.15294117647058825
166373,17,0.15294117647058825
166374,15,0.17333333333333334
166375,16,0.1625
166376,16,0.1625
166377,16,0.1625
166378,15,0.17333333333333334
166379,18,0.14444444444444446
166380,27,0.1037037037037037
166381,16,0.125
166382,16,0.125
166383,16,0.125
166384,15,0.13333333333333333
166385,6,0.13333333333333333
166386,9,0.13333333333333333
166387,7,0.17142857142857143
166388,12,0.11666666666666667
166389,9,0.15555555555555556
166390,5,0.16
166391,4,0.1
166392,4,0.1
166393,4,0.1
166394,5,0.16
166395,5,0.16
166396,5,0.16
166397,3,0.13333333333333333
166398,3,0.13333333333333333
166400,1,0
166406,3,0.13333333333333333
166407,1,0
166414,3,0.13333333333333333
166417,2,0.1
166469,1,0
166471,1,0
166474,1,0
166475,1,0
166476,1,0
166477,1,0
166478,1,0
166479,1,0
166480,1,0
166481,1,0
166482,1,0
166483,1,0
166484,5,0.08
166485,5,0.08
166486,5,0.08
166487,6,0.06666666666666667
166488,6,0.06666666666666667
166489,9,0.15555555555555556
166490,10,0.14
166491,11,0.1272727272727273
166492,9,0.15555555555555556
166493,10,0.14
166494,10,0.14
166495,20,0.13
166496,16,0.1625
166497,16,0.1625
166498,16,0.1625
166499,23,0.11304347826086956
166500,19,0.1368421052631579
166501,20,0.13
166502,44,0.09545454545454546
166503,24,0.14166666666666666
166504,20,0.17
166505,25,0.136
166506,40,0.1
166507,58,0.09655172413793103
166508,48,0.08333333333333334
166509,43,0.07906976744186046
166510,69,0.08115942028985508
166511,56,0.07142857142857142
166512,85,0.08235294117647059
166513,67,0.0955223880597015
166514,64,0.1125
166515,81,0.12098765432098765
166516,85,0.13176470588235295
166517,53,0.15471698113207547
166518,51,0.17254901960784313
166519,51,0.17254901960784313
166520,52,0.16923076923076924
166521,52,0.16923076923076924
166522,52,0.16923076923076924
166523,52,0.16923076923076924
166524,53,0.1660377358490566
166525,54,0.16296296296296298
166526,59,0.14915254237288136
166527,53,0.15849056603773584
166528,59,0.1423728813559322
166529,54,0.14814814814814814
166530,55,0.15272727272727274
166531,52,0.16153846153846155
166532,51,0.16470588235294117
166533,50,0.156
166534,56,0.1392857142857143
166535,50,0.156
166536,50,0.156
166537,47,0.15319148936170213
166538,55,0.13090909090909092
166539,168,0.08928571428571429
166583,113,0.1752212389380531
166584,163,0.15460122699386503
166585,100,0.214
166586,117,0.20512820512820515
166587,128,0.171875
166588,134,0.1417910447761194
166589,186,0.13978494623655915
166590,175,0.1325714285714286
166591,95,0.0968421052631579
166592,65,0.12307692307692308
166593,62,0.12580645161290324
166594,56,0.1285714285714286
166595,40,0.14500000000000002
166596,33,0.1090909090909091
166597,32,0.1125
166598,32,0.1125
166599,25,0.112
166600,20,0.11
166601,20,0.11
166602,18,0.12222222222222223
166603,17,0.12941176470588237
166604,18,0.12222222222222223
166605,18,0.12222222222222223
166606,18,0.12222222222222223
166607,14,0.15714285714285714
166608,18,0.12222222222222223
166609,13,0.16923076923076924
166610,11,0.18181818181818182
166611,10,0.2
166612,10,0.2
166613,9,0.22222222222222224
166614,8,0.2
166615,11,0.18181818181818182
166616,8,0.2
166617,10,0.2
166618,11,0.16363636363636364
166619,11,0.16363636363636364
166620,6,0.2
166621,6,0.2
166622,6,0.2
166623,4,0.2
166624,9,0.17777777777777778
166625,9,0.17777777777777778
166626,9,0.22222222222222224
166627,6,0.2
166628,6,0.2
166629,4,0.30000000000000004
166630,5,0.24000000000000002
166631,5,0.24000000000000002
166632,5,0.24000000000000002
166633,4,0.30000000000000004
166634,5,0.24000000000000002
166635,4,0.30000000000000004
166636,4,0.30000000000000004
166637,2,0.30000000000000004
166638,1,0.2
166639,1,0.2
166640,1,0.2
166641,1,0.2
166642,1,0.2
166643,1,0.2
166644,1,0.2
166645,1,0.2
166646,1,0.2
166647,1,0.2
166648,1,0.2
166649,1,0.2
166650,2,0.30000000000000004
166651,1,0.2
166654,1,0.2
166655,1,0.2
166656,1,0.2
166657,1,0.2
166658,1,0.2
166659,1,0.2
166660,1,0.2
166661,1,0.2
166662,1,0.2
166663,1,0.2
166664,1,0.2
166665,1,0.2
166666,1,0.2
166667,1,0.2
166668,1,0.2
166669,1,0.2
166670,1,0.2
166671,1,0.2
166672,1,0.2
166673,2,0.1
166674,2,0.1
166675,4,0.2
166676,2,0.1
166677,5,0.16
166678,8,0.15000000000000002
166679,9,0.15555555555555556
166680,11,0.1272727272727273
166681,12,0.11666666666666667
166682,14,0.1285714285714286
166683,18,0.13333333333333333
166684,22,0.1090909090909091
166685,20,0.12000000000000001
166686,27,0.08888888888888889
166687,28,0.08571428571428572
166688,48,0.125
166689,48,0.125
166690,53,0.12452830188679245
166691,68,0.11764705882352941
166692,90,0.09111111111111111
166693,100,0.09
166694,71,0.11267605633802817
166695,59,0.13898305084745763
166696,57,0.1298245614035088
166697,58,0.12758620689655173
166698,58,0.12758620689655173
166699,59,0.13559322033898305
166700,59,0.13559322033898305
166701,59,0.14576271186440679
166702,59,0.14576271186440679
166703,57,0.14385964912280702
166704,58,0.1413793103448276
166705,60,0.13666666666666666
166706,64,0.121875
166707,93,0.1053763440860215
166708,122,0.1180327868852459
166709,18,0.13333333333333333
166710,20,0.16999999999999998
166746,563,0.0802841918294849
166747,687,0.08034934497816594
166748,135,0.11851851851851852
166749,140,0.11571428571428571
166750,285,0.09964912280701754
166751,131,0.1083969465648855
166752,93,0.09462365591397849
166753,80,0.11
166754,72,0.10555555555555556
166755,72,0.10555555555555556
166756,64,0.1125
166757,58,0.11724137931034483
166758,58,0.11724137931034483
166759,57,0.11929824561403508
166760,57,0.11929824561403508
166761,57,0.11929824561403508
166762,57,0.11929824561403508
166763,57,0.11929824561403508
166764,57,0.11929824561403508
166765,57,0.11929824561403508
166766,57,0.11929824561403508
166767,57,0.11929824561403508
166768,67,0.12238805970149254
166769,206,0.1029126213592233
166770,704,0.08551136363636364
166771,679,0.08571428571428572
166772,718,0.08662952646239555
166773,708,0.0844632768361582
166774,271,0.1025830258302583
166775,99,0.09494949494949495
166776,75,0.11733333333333333
166777,55,0.12363636363636364
166778,55,0.12363636363636364
166779,55,0.12363636363636364
166780,55,0.12363636363636364
166781,53,0.12830188679245283
166782,51,0.12156862745098039
166783,50,0.112
166784,49,0.12653061224489795
166785,47,0.12340425531914893
166786,44,0.11818181818181818
166787,45,0.1288888888888889
166788,47,0.11914893617021277
166789,48,0.12916666666666668
166790,43,0.12093023255813953
166791,41,0.13170731707317074
166792,39,0.1282051282051282
166793,37,0.10810810810810811
166794,35,0.10285714285714286
166795,29,0.10344827586206896
166796,31,0.11612903225806452
166797,33,0.10909090909090909
166798,31,0.11612903225806452
166799,27,0.08888888888888889
166800,27,0.08888888888888889
166801,25,0.07200000000000001
166802,27,0.08888888888888889
166803,28,0.10714285714285715
166804,27,0.08888888888888889
166805,26,0.09230769230769231
166806,26,0.09230769230769231
166807,24,0.1
166808,23,0.10434782608695653
166809,23,0.10434782608695653
166810,21,0.1142857142857143
166811,19,0.12631578947368421
166812,19,0.12631578947368421
166813,18,0.13333333333333333
166814,15,0.14666666666666667
166815,15,0.14666666666666667
166816,15,0.14666666666666667
166817,15,0.14666666666666667
166818,15,0.14666666666666667
166819,15,0.14666666666666667
166820,14,0.15714285714285714
166821,12,0.18333333333333335
166822,9,0.22222222222222224
166823,7,0.2571428571428572
166824,9,0.22222222222222224
166825,9,0.22222222222222224
166826,9,0.22222222222222224
166827,7,0.2571428571428572
166828,9,0.22222222222222224
166829,7,0.2571428571428572
166830,6,0.23333333333333334
166831,6,0.23333333333333334
166832,9,0.22222222222222224
166833,9,0.22222222222222224
166834,9,0.22222222222222224
166835,9,0.22222222222222224
166836,9,0.22222222222222224
166837,8,0.17500000000000002
166838,8,0.17500000000000002
166839,8,0.17500000000000002
166840,7,0.2571428571428572
166841,7,0.2571428571428572
166842,9,0.22222222222222224
166843,9,0.22222222222222224
166844,6,0.2
166845,6,0.2
166846,4,0.2
166847,11,0.14545454545454548
166848,8,0.17500000000000002
166849,12,0.13333333333333333
166850,11,0.14545454545454548
166851,7,0.2
166852,11,0.14545454545454548
166853,12,0.13333333333333333
166854,12,0.18333333333333335
166855,12,0.18333333333333335
166856,14,0.15714285714285714
166857,12,0.18333333333333335
166858,14,0.15714285714285714
166859,11,0.14545454545454548
166860,10,0.16
166861,12,0.13333333333333333
166862,11,0.14545454545454548
166863,10,0.16
166864,11,0.14545454545454548
166865,12,0.18333333333333335
166866,11,0.14545454545454548
166867,12,0.13333333333333333
166868,12,0.13333333333333333
166869,13,0.12307692307692308
166870,13,0.12307692307692308
166871,13,0.12307692307692308
166872,13,0.12307692307692308
166873,13,0.12307692307692308
166874,13,0.12307692307692308
166875,13,0.12307692307692308
166876,13,0.12307692307692308
166877,19,0.09473684210526316
166878,20,0.09000000000000001
166879,20,0.09000000000000001
166880,23,0.10434782608695653
166881,27,0.08888888888888889
166882,24,0.1
166883,22,0.1090909090909091
166884,19,0.09473684210526316
166885,23,0.0782608695652174
166886,24,0.07500000000000001
166887,27,0.08888888888888889
