loiczid,n_spp,mean_risk
50460,31,0.14193548387096774
50461,20,0.18
50462,22,0.16363636363636364
50463,14,0.22857142857142856
50464,16,0.225
50465,17,0.21176470588235294
50466,19,0.18947368421052632
50467,17,0.18823529411764706
50468,17,0.18823529411764706
50469,17,0.18823529411764706
50470,19,0.18947368421052632
50471,21,0.17142857142857143
50472,21,0.17142857142857143
50473,17,0.18823529411764706
50474,17,0.18823529411764706
50475,17,0.2
50476,18,0.18888888888888888
50477,21,0.18095238095238095
50478,22,0.17272727272727273
50479,24,0.15833333333333333
50480,24,0.15833333333333333
50481,24,0.15833333333333333
50482,24,0.15833333333333333
50483,20,0.16999999999999998
50484,19,0.17894736842105263
50485,22,0.17272727272727273
50486,36,0.1111111111111111
50487,46,0.1
50488,31,0.12258064516129032
50489,31,0.12258064516129032
50490,35,0.10857142857142857
50491,42,0.09523809523809523
50492,57,0.0912280701754386
50493,114,0.08421052631578947
50494,109,0.08256880733944955
50495,102,0.08431372549019608
50496,91,0.07692307692307693
50497,88,0.07272727272727272
50498,86,0.06976744186046512
50499,82,0.06829268292682927
50500,85,0.07058823529411765
50501,76,0.060526315789473685
50596,16,0.025
50597,13,0.03076923076923077
50598,8,0
50599,6,0
50600,7,0
50601,14,0.028571428571428574
50602,13,0.03076923076923077
50603,12,0.03333333333333333
50641,5,0.04
50643,21,0.09523809523809525
50644,27,0.07407407407407408
50645,33,0.09696969696969697
50646,39,0.09230769230769231
50647,43,0.08372093023255814
50648,30,0.1
50649,20,0.1
50650,21,0.11428571428571428
50651,19,0.12631578947368421
50652,21,0.11428571428571428
50653,24,0.1
50654,29,0.15172413793103448
50655,24,0.14166666666666666
50656,17,0.15294117647058825
50657,15,0.17333333333333334
50658,14,0.18571428571428572
50659,13,0.2
50660,12,0.21666666666666667
50661,12,0.21666666666666667
50662,12,0.21666666666666667
50663,12,0.21666666666666667
50664,12,0.21666666666666667
50665,13,0.2
50666,13,0.2
50667,14,0.24285714285714285
50668,14,0.24285714285714285
50669,14,0.24285714285714285
50670,14,0.24285714285714285
50671,13,0.26153846153846155
50672,14,0.24285714285714285
50673,14,0.24285714285714285
50674,14,0.24285714285714285
50675,15,0.22666666666666666
50676,14,0.24285714285714285
50677,15,0.22666666666666666
50678,15,0.22666666666666666
50679,16,0.2125
50680,17,0.2
50681,18,0.18888888888888888
50682,18,0.18888888888888888
50683,18,0.18888888888888888
50684,18,0.18888888888888888
50685,19,0.2
50686,19,0.2
50687,23,0.1826086956521739
50688,27,0.15555555555555556
50689,39,0.13333333333333333
50690,42,0.12380952380952381
50691,33,0.1575757575757576
50692,31,0.14193548387096774
50693,22,0.19090909090909092
50694,21,0.19047619047619047
50695,23,0.17391304347826086
50696,23,0.17391304347826086
50697,28,0.16428571428571428
50698,28,0.16428571428571428
50699,29,0.15862068965517243
50700,29,0.15862068965517243
50701,30,0.15333333333333332
50702,28,0.16428571428571428
50703,31,0.14838709677419354
50704,31,0.14838709677419354
50705,33,0.15151515151515152
50706,31,0.16129032258064516
50707,30,0.16666666666666666
50708,29,0.1724137931034483
50709,36,0.14444444444444446
50710,40,0.135
50711,34,0.15294117647058825
50712,33,0.15151515151515152
50713,32,0.15625
50714,32,0.15625
50715,32,0.15625
50716,38,0.1368421052631579
50717,32,0.15625
50718,34,0.14705882352941177
50719,36,0.15555555555555556
50720,52,0.12307692307692308
50721,60,0.11
50722,59,0.10847457627118644
50723,63,0.10476190476190476
50724,63,0.10476190476190476
50725,65,0.10461538461538462
50726,63,0.10793650793650794
50727,59,0.10847457627118644
50728,38,0.1473684210526316
50729,38,0.1473684210526316
50730,38,0.1473684210526316
50731,38,0.1473684210526316
50732,39,0.14358974358974358
50733,35,0.15428571428571428
50734,35,0.15428571428571428
50735,35,0.15428571428571428
50736,36,0.15
50737,37,0.15135135135135136
50738,85,0.10588235294117647
50739,100,0.13
50740,110,0.1290909090909091
50741,96,0.14375000000000002
50742,84,0.15952380952380954
50743,127,0.12283464566929134
50744,104,0.10961538461538461
50749,125,0.1232
50750,130,0.12307692307692308
50751,111,0.11711711711711713
50752,122,0.1180327868852459
50753,98,0.10816326530612246
50754,102,0.10392156862745099
50758,101,0.10495049504950496
50759,96,0.10625000000000001
50760,63,0.13968253968253969
50761,66,0.1303030303030303
50762,58,0.1413793103448276
50763,65,0.12000000000000001
50764,56,0.10357142857142858
50765,57,0.10175438596491229
50766,57,0.10175438596491229
50767,58,0.1103448275862069
50768,52,0.11538461538461539
50769,50,0.12000000000000001
50770,50,0.12000000000000001
50771,50,0.116
50772,48,0.12083333333333333
50773,46,0.11739130434782609
50774,53,0.10943396226415095
50775,51,0.11372549019607843
50776,37,0.11891891891891893
50777,84,0.08095238095238096
50778,89,0.09213483146067417
50779,39,0.046153846153846156
50780,69,0.10144927536231885
50781,39,0.06666666666666667
50782,41,0.08292682926829269
50783,38,0.06315789473684211
50784,37,0.06486486486486487
50785,44,0.06818181818181819
50786,32,0.10625000000000001
50787,31,0.0903225806451613
50788,33,0.1090909090909091
50789,26,0.1076923076923077
50790,10,0.12000000000000001
50791,9,0.13333333333333333
50792,7,0.1142857142857143
50793,31,0.09677419354838711
50794,32,0.10625000000000001
50795,30,0.08666666666666667
50796,29,0.07586206896551724
50797,31,0.08387096774193549
50798,33,0.10303030303030304
50799,6,0.13333333333333333
50800,22,0.08181818181818182
50801,30,0.08
50802,2,0.2
50803,1,0
51031,22,0.045454545454545456
51032,22,0.045454545454545456
51033,21,0.047619047619047616
51034,18,0.05555555555555555
51035,18,0.022222222222222223
51036,20,0.02
51037,19,0.021052631578947368
51038,25,0.04
51039,25,0.04
51040,19,0.031578947368421054
51041,18,0.03333333333333333
51042,17,0.03529411764705882
51043,9,0.06666666666666667
51044,8,0.075
51045,8,0.075
51046,9,0.06666666666666667
51047,8,0.075
51048,8,0.075
51049,12,0.18333333333333332
51050,11,0.19999999999999998
51051,11,0.19999999999999998
51052,12,0.18333333333333332
51053,13,0.16923076923076924
51054,14,0.15714285714285714
51055,16,0.1375
51056,16,0.1375
51057,19,0.1368421052631579
51058,18,0.1111111111111111
51059,20,0.09
51060,24,0.09166666666666667
51061,24,0.075
51062,26,0.09230769230769231
51063,29,0.10344827586206896
51064,29,0.10344827586206896
51065,28,0.10714285714285714
51066,27,0.1111111111111111
51067,29,0.10344827586206896
51068,30,0.09999999999999999
51069,34,0.08823529411764705
51070,30,0.09999999999999999
51071,40,0.095
51072,50,0.08
51082,62,0.08709677419354839
51083,63,0.08571428571428572
51084,76,0.08421052631578947
51085,75,0.096
51086,18,0.17777777777777778
51087,13,0.24615384615384614
51088,12,0.18333333333333332
51089,12,0.23333333333333334
51090,13,0.24615384615384614
51091,7,0.08571428571428572
51092,9,0.13333333333333333
51093,73,0.09315068493150686
51094,74,0.08108108108108109
51095,76,0.08421052631578947
51096,64,0.096875
51097,68,0.09705882352941177
51098,21,0.15238095238095237
51099,14,0.22857142857142856
51100,12,0.23333333333333334
51101,17,0.18823529411764706
51102,16,0.2
51103,14,0.22857142857142856
51104,14,0.22857142857142856
51105,14,0.22857142857142856
51106,13,0.24615384615384614
51107,12,0.26666666666666666
51108,13,0.24615384615384614
51109,13,0.24615384615384614
51110,12,0.26666666666666666
51111,14,0.22857142857142856
51112,17,0.18823529411764706
51113,31,0.13548387096774192
51114,22,0.14545454545454545
51115,20,0.13999999999999999
51116,18,0.15555555555555556
51117,23,0.1391304347826087
51118,24,0.15
51119,18,0.2
51120,14,0.19999999999999998
51121,29,0.12413793103448276
51122,12,0.23333333333333334
51123,11,0.2545454545454545
51124,12,0.26666666666666666
51125,13,0.24615384615384614
51126,12,0.26666666666666666
51127,13,0.24615384615384614
51128,15,0.21333333333333332
51129,14,0.22857142857142856
51130,13,0.24615384615384614
51131,14,0.22857142857142856
51132,13,0.24615384615384614
51133,14,0.22857142857142856
51134,15,0.21333333333333332
51135,16,0.2
51136,16,0.2
51137,17,0.18823529411764706
51138,18,0.17777777777777778
51139,20,0.16
51140,20,0.16
51141,21,0.15238095238095237
51142,21,0.15238095238095237
51143,25,0.128
51144,24,0.13333333333333333
51145,30,0.12666666666666668
51146,30,0.12666666666666668
51147,91,0.09010989010989011
51148,92,0.08043478260869566
51149,93,0.07956989247311828
51150,87,0.08045977011494253
51151,83,0.0746987951807229
51152,84,0.07380952380952381
51153,46,0.1
51154,48,0.09583333333333334
51155,94,0.07872340425531915
51156,84,0.08333333333333333
51157,58,0.09655172413793103
51158,60,0.09333333333333334
51159,62,0.11290322580645161
51160,58,0.1103448275862069
51161,63,0.10158730158730159
51162,45,0.11555555555555555
51163,34,0.12941176470588237
51164,23,0.1565217391304348
51165,22,0.16363636363636364
51166,14,0.18571428571428572
51167,11,0.14545454545454545
51168,11,0.09090909090909091
51169,14,0.18571428571428572
51170,14,0.18571428571428572
51171,15,0.2
51172,15,0.2
51173,16,0.225
51174,18,0.2
51175,21,0.17142857142857143
51176,20,0.18
51177,18,0.2
51178,18,0.2
51179,18,0.2
51180,20,0.16999999999999998
51181,23,0.1565217391304348
51182,32,0.11875
51183,23,0.1565217391304348
51184,31,0.12258064516129032
51185,21,0.17142857142857143
51186,22,0.16363636363636364
51187,20,0.18
51188,17,0.18823529411764706
51189,17,0.18823529411764706
51190,21,0.17142857142857143
51191,21,0.17142857142857143
51192,20,0.18
51193,17,0.18823529411764706
51194,17,0.18823529411764706
51195,18,0.18888888888888888
51196,18,0.18888888888888888
51197,18,0.18888888888888888
51198,18,0.18888888888888888
51199,18,0.18888888888888888
51200,20,0.19
51201,21,0.18095238095238095
51202,23,0.16521739130434782
51203,19,0.17894736842105263
51204,22,0.17272727272727273
51205,24,0.15833333333333333
51206,40,0.1
51207,34,0.11176470588235295
51208,31,0.12258064516129032
51209,31,0.12258064516129032
51210,32,0.11875
51211,32,0.11875
51212,44,0.10454545454545454
51213,56,0.08928571428571429
51214,116,0.08448275862068966
51215,108,0.08333333333333333
51216,94,0.08297872340425533
51217,91,0.07692307692307693
51218,55,0.10181818181818182
51219,91,0.07692307692307693
51220,86,0.07209302325581396
51221,76,0.0736842105263158
51223,36,0.03888888888888889
51316,16,0.025
51317,12,0.03333333333333333
51318,16,0.025
51319,9,0
51320,15,0.02666666666666667
51321,14,0.028571428571428574
51322,11,0.03636363636363637
51323,4,0
51362,19,0.06315789473684211
51363,26,0.06923076923076923
51364,25,0.08
51365,29,0.0896551724137931
51366,28,0.09285714285714286
51367,39,0.09230769230769231
51368,40,0.085
51369,24,0.08333333333333333
51370,21,0.11428571428571428
51371,16,0.15
51372,18,0.13333333333333333
51373,17,0.1411764705882353
51374,24,0.1
51375,28,0.15714285714285714
51376,15,0.17333333333333334
51377,12,0.21666666666666667
51378,14,0.18571428571428572
51379,13,0.2
51380,12,0.21666666666666667
51381,12,0.21666666666666667
51382,12,0.21666666666666667
51383,12,0.21666666666666667
51384,12,0.21666666666666667
51385,12,0.21666666666666667
51386,13,0.2
51387,13,0.26153846153846155
51388,15,0.22666666666666666
51389,13,0.26153846153846155
51390,13,0.26153846153846155
51391,14,0.24285714285714285
51392,14,0.24285714285714285
51393,14,0.24285714285714285
51394,14,0.24285714285714285
51395,15,0.22666666666666666
51396,14,0.24285714285714285
51397,14,0.24285714285714285
51398,15,0.22666666666666666
51399,15,0.22666666666666666
51400,16,0.2125
51401,17,0.2
51402,18,0.18888888888888888
51403,18,0.18888888888888888
51404,18,0.18888888888888888
51405,19,0.2
51406,19,0.2
51407,20,0.21
51408,23,0.1826086956521739
51409,33,0.14545454545454545
51410,39,0.13333333333333333
51411,32,0.1375
51412,23,0.17391304347826086
51413,21,0.19047619047619047
51414,21,0.19047619047619047
51415,23,0.17391304347826086
51416,27,0.14814814814814814
51417,28,0.16428571428571428
51418,28,0.16428571428571428
51419,29,0.15862068965517243
51420,27,0.17037037037037037
51421,30,0.15333333333333332
51422,28,0.16428571428571428
51423,31,0.14838709677419354
51424,31,0.14838709677419354
51425,33,0.15151515151515152
51426,31,0.16129032258064516
51427,29,0.1724137931034483
51428,31,0.16129032258064516
51429,36,0.14444444444444446
51430,36,0.14444444444444446
51431,34,0.15294117647058825
51432,33,0.1575757575757576
51433,34,0.15294117647058825
51434,28,0.17857142857142858
51435,30,0.16666666666666666
51436,30,0.16666666666666666
51437,31,0.16129032258064516
51438,35,0.14285714285714285
51439,37,0.15135135135135136
51440,53,0.12075471698113208
51441,61,0.10819672131147541
51442,60,0.10666666666666667
51443,52,0.12307692307692308
51444,48,0.13333333333333333
51445,42,0.1380952380952381
51446,38,0.1473684210526316
51447,38,0.1473684210526316
51448,38,0.1473684210526316
51449,38,0.1473684210526316
51450,36,0.15555555555555556
51451,36,0.15555555555555556
51452,38,0.1473684210526316
51453,53,0.12075471698113208
51454,72,0.09444444444444444
51455,79,0.10379746835443038
51456,87,0.1103448275862069
51457,95,0.12842105263157896
51458,90,0.12444444444444445
51459,96,0.1375
51460,125,0.128
51461,118,0.1271186440677966
51462,135,0.12000000000000001
51463,108,0.11111111111111112
51464,86,0.09767441860465116
51468,116,0.12758620689655173
51469,128,0.12812500000000002
51470,126,0.1253968253968254
51471,116,0.11206896551724138
51472,111,0.11531531531531532
51473,112,0.10714285714285715
51474,115,0.11130434782608696
51475,95,0.10526315789473685
51479,43,0.07906976744186046
51480,96,0.10208333333333333
51481,55,0.1090909090909091
51482,57,0.10526315789473685
51483,62,0.12258064516129033
51484,59,0.10847457627118645
51485,71,0.1267605633802817
51486,65,0.12000000000000001
51487,57,0.11228070175438597
51488,51,0.11764705882352942
51489,51,0.11764705882352942
51490,51,0.11764705882352942
51491,48,0.12083333333333333
51492,50,0.116
51493,52,0.11153846153846154
51494,52,0.11153846153846154
51495,52,0.11153846153846154
51496,83,0.07951807228915662
51497,84,0.0761904761904762
51498,82,0.0975609756097561
51499,45,0.05333333333333334
51500,34,0.029411764705882356
51501,40,0.07
51502,40,0.07
51503,39,0.06666666666666667
51504,38,0.06842105263157895
51505,28,0.08571428571428572
51506,32,0.08750000000000001
51507,31,0.0903225806451613
51508,31,0.0903225806451613
51509,33,0.1090909090909091
51510,32,0.10625000000000001
51511,32,0.10625000000000001
51512,32,0.10625000000000001
51513,30,0.07333333333333333
51518,16,0.08750000000000001
51519,19,0.0736842105263158
51520,19,0.0736842105263158
51754,21,0.047619047619047616
51755,17,0.023529411764705882
51756,20,0.02
51757,20,0.02
51758,20,0.02
51759,21,0.047619047619047616
51760,23,0.043478260869565216
51761,24,0.041666666666666664
51762,19,0.031578947368421054
51763,11,0.05454545454545454
51764,7,0.08571428571428572
51765,22,0.045454545454545456
51766,25,0.056
51767,10,0.06
51768,18,0.06666666666666667
51769,10,0.16
51770,10,0.22
51771,10,0.22
51772,10,0.22
51773,11,0.19999999999999998
51774,11,0.19999999999999998
51775,14,0.15714285714285714
51776,16,0.1375
51777,21,0.15238095238095237
51778,22,0.14545454545454545
51779,24,0.13333333333333333
51780,26,0.12307692307692307
51781,30,0.11333333333333333
51782,27,0.08148148148148149
51783,30,0.11333333333333333
51784,29,0.11724137931034483
51785,29,0.11724137931034483
51786,31,0.10967741935483871
51787,31,0.10967741935483871
51788,32,0.09375
51789,35,0.08571428571428572
51790,31,0.0967741935483871
51791,43,0.10232558139534884
51792,55,0.08727272727272728
51800,51,0.07058823529411765
51801,73,0.07945205479452055
51802,75,0.08533333333333333
51803,34,0.11176470588235293
51804,28,0.1357142857142857
51805,20,0.16
51806,19,0.16842105263157894
51807,11,0.2545454545454545
51808,11,0.2545454545454545
51809,13,0.24615384615384614
51810,13,0.24615384615384614
51811,13,0.24615384615384614
51812,11,0.19999999999999998
51813,8,0.15
51814,17,0.16470588235294117
51815,35,0.10857142857142857
51816,39,0.11794871794871795
51817,39,0.11794871794871795
51818,30,0.12666666666666668
51819,23,0.16521739130434782
51820,18,0.17777777777777778
51821,15,0.21333333333333332
51822,16,0.2
51823,17,0.18823529411764706
51824,16,0.2
51825,14,0.22857142857142856
51826,14,0.22857142857142856
51827,14,0.22857142857142856
51828,14,0.22857142857142856
51829,15,0.21333333333333332
51830,17,0.18823529411764706
51831,14,0.22857142857142856
51832,14,0.22857142857142856
51833,13,0.24615384615384614
51834,13,0.24615384615384614
51835,12,0.23333333333333334
51836,12,0.23333333333333334
51837,13,0.21538461538461537
51838,19,0.14736842105263157
51839,18,0.2
51840,22,0.10909090909090909
51841,25,0.144
51842,22,0.12727272727272726
51843,11,0.2545454545454545
51844,12,0.26666666666666666
51845,12,0.26666666666666666
51846,12,0.26666666666666666
51847,13,0.24615384615384614
51848,12,0.26666666666666666
51849,13,0.24615384615384614
51850,13,0.24615384615384614
51851,13,0.24615384615384614
51852,14,0.22857142857142856
51853,15,0.21333333333333332
51854,15,0.21333333333333332
51855,15,0.21333333333333332
51856,16,0.2
51857,18,0.17777777777777778
51858,19,0.16842105263157894
51859,20,0.16
51860,22,0.14545454545454545
51861,23,0.1391304347826087
51862,22,0.14545454545454545
51863,24,0.15833333333333333
51864,82,0.08048780487804878
51865,85,0.08
51866,86,0.07674418604651163
51867,79,0.07088607594936709
51868,76,0.07105263157894737
51869,55,0.09090909090909091
51870,60,0.09333333333333334
51871,63,0.08888888888888889
51872,66,0.10909090909090909
51873,59,0.10847457627118644
51874,52,0.11153846153846154
51875,26,0.13076923076923078
51876,21,0.15238095238095237
51877,33,0.13333333333333333
51878,30,0.14666666666666667
51879,21,0.17142857142857143
51880,17,0.21176470588235294
51881,14,0.18571428571428572
51882,12,0.13333333333333333
51883,11,0.09090909090909091
51884,11,0.09090909090909091
51885,13,0.15384615384615385
51886,13,0.15384615384615385
51887,13,0.18461538461538463
51888,16,0.225
51889,18,0.2
51890,17,0.21176470588235294
51891,16,0.225
51892,16,0.225
51893,15,0.2
51894,16,0.225
51895,20,0.18
51896,20,0.18
51897,20,0.18
51898,19,0.18947368421052632
51899,20,0.18
51900,21,0.17142857142857143
51901,21,0.17142857142857143
51902,21,0.17142857142857143
51903,27,0.14074074074074075
51904,35,0.12571428571428572
51905,21,0.17142857142857143
51906,21,0.17142857142857143
51907,21,0.17142857142857143
51908,21,0.17142857142857143
51909,21,0.17142857142857143
51910,21,0.17142857142857143
51911,21,0.17142857142857143
51912,28,0.12142857142857143
51913,18,0.18888888888888888
51914,18,0.18888888888888888
51915,18,0.18888888888888888
51916,18,0.18888888888888888
51917,18,0.18888888888888888
51918,18,0.18888888888888888
51919,18,0.18888888888888888
51920,18,0.18888888888888888
51921,18,0.18888888888888888
51922,18,0.18888888888888888
51923,18,0.18888888888888888
51924,24,0.15833333333333333
51925,28,0.1357142857142857
51926,29,0.1310344827586207
51927,42,0.09523809523809523
51928,46,0.1
51929,45,0.10222222222222223
51930,32,0.11875
51931,32,0.11875
51932,34,0.11176470588235295
51933,56,0.08214285714285714
51934,126,0.0761904761904762
51935,106,0.08113207547169811
51936,91,0.07912087912087912
51937,90,0.08
51938,81,0.07654320987654321
51939,93,0.07956989247311828
51940,99,0.08686868686868687
51941,82,0.08048780487804878
51942,100,0.082
51943,97,0.08041237113402062
51944,38,0.04736842105263158
52036,14,0.028571428571428574
52037,14,0.028571428571428574
52038,6,0
52039,7,0
52040,7,0
52041,13,0.03076923076923077
52042,13,0.03076923076923077
52043,4,0
52080,15,0.06666666666666667
52081,5,0
52082,4,0
52083,19,0.052631578947368425
52086,32,0.10625
52087,32,0.08125
52088,37,0.0918918918918919
52089,39,0.09230769230769231
52090,27,0.11111111111111112
52091,27,0.12592592592592594
52092,18,0.13333333333333333
52093,16,0.15
52094,16,0.15
52095,27,0.1111111111111111
52096,27,0.17037037037037037
52097,18,0.14444444444444443
52098,14,0.18571428571428572
52099,14,0.18571428571428572
52100,12,0.21666666666666667
52101,12,0.21666666666666667
52102,12,0.21666666666666667
52103,13,0.2
52104,12,0.21666666666666667
52105,13,0.23076923076923078
52106,12,0.25
52107,15,0.22666666666666666
52108,15,0.22666666666666666
52109,15,0.25333333333333335
52110,16,0.2375
52111,17,0.2235294117647059
52112,17,0.2235294117647059
52113,16,0.2375
52114,16,0.2375
52115,16,0.2375
52116,16,0.2375
52117,16,0.2375
52118,18,0.2111111111111111
52119,17,0.2235294117647059
52120,17,0.2235294117647059
52121,17,0.2235294117647059
52122,17,0.2235294117647059
52123,20,0.19
52124,20,0.19
52125,20,0.19
52126,20,0.19
52127,20,0.19
52128,20,0.19
52129,31,0.12903225806451613
52130,32,0.125
52131,34,0.12941176470588237
52132,27,0.15555555555555556
52133,27,0.14814814814814814
52134,27,0.14814814814814814
52135,29,0.15862068965517243
52136,29,0.15862068965517243
52137,30,0.15333333333333332
52138,30,0.15333333333333332
52139,31,0.14838709677419354
52140,29,0.15862068965517243
52141,30,0.16666666666666666
52142,30,0.16666666666666666
52143,31,0.16129032258064516
52144,30,0.16666666666666666
52145,33,0.15151515151515152
52146,29,0.1724137931034483
52147,30,0.16666666666666666
52148,29,0.1724137931034483
52149,29,0.1724137931034483
52150,29,0.1724137931034483
52151,35,0.14857142857142858
52152,34,0.14705882352941177
52153,30,0.16666666666666666
52154,30,0.16666666666666666
52155,30,0.16666666666666666
52156,30,0.16666666666666666
52157,31,0.17419354838709677
52158,37,0.15135135135135136
52159,39,0.14358974358974358
52160,52,0.12307692307692308
52161,68,0.09705882352941177
52162,51,0.12549019607843137
52163,41,0.13658536585365855
52164,39,0.14358974358974358
52165,40,0.14
52166,40,0.14
52167,40,0.14
52168,40,0.14
52169,38,0.14210526315789473
52170,37,0.14594594594594595
52171,56,0.11428571428571428
52172,89,0.12134831460674157
52173,89,0.1258426966292135
52174,101,0.12673267326732673
52175,86,0.13488372093023257
52176,79,0.13670886075949368
52177,84,0.13571428571428573
52178,94,0.13617021276595745
52179,77,0.17142857142857143
52180,127,0.12440944881889764
52181,102,0.11372549019607843
52188,117,0.11794871794871796
52189,116,0.11551724137931035
52190,79,0.1620253164556962
52191,71,0.1295774647887324
52192,84,0.13571428571428573
52193,49,0.1510204081632653
52194,104,0.10384615384615385
52195,80,0.095
52199,38,0.06315789473684211
52200,103,0.11067961165048544
52201,80,0.085
52202,55,0.1090909090909091
52203,59,0.10847457627118645
52204,54,0.10740740740740741
52205,65,0.11692307692307694
52206,65,0.11692307692307694
52207,59,0.10847457627118645
52208,58,0.10689655172413794
52209,57,0.10877192982456141
52210,56,0.10357142857142858
52211,55,0.11272727272727273
52212,81,0.08148148148148149
52213,85,0.08
52214,84,0.0880952380952381
52215,86,0.08837209302325581
52216,84,0.08333333333333334
52217,76,0.1
52218,80,0.09000000000000001
52219,65,0.09230769230769231
52220,37,0.05405405405405406
52222,23,0.04347826086956522
52223,28,0.07857142857142857
52224,22,0.045454545454545456
52228,32,0.08750000000000001
52229,31,0.09677419354838711
52230,33,0.1090909090909091
52474,21,0.047619047619047616
52475,18,0.05555555555555555
52476,14,0.07142857142857142
52477,20,0.05
52478,21,0.047619047619047616
52481,24,0.016666666666666666
52482,25,0.04
52483,23,0.043478260869565216
52484,23,0.043478260869565216
52485,25,0.04
52486,19,0.021052631578947368
52487,25,0.07200000000000001
52488,22,0.05454545454545454
52489,11,0.05454545454545454
52490,9,0.24444444444444444
52491,10,0.22
52492,10,0.22
52493,10,0.22
52494,11,0.19999999999999998
52495,11,0.19999999999999998
52496,14,0.15714285714285714
52497,19,0.16842105263157894
52498,22,0.14545454545454545
52499,22,0.14545454545454545
52500,24,0.13333333333333333
52501,29,0.13103448275862067
52502,32,0.125
52503,30,0.09333333333333334
52504,31,0.10967741935483871
52505,32,0.10625
52506,31,0.10967741935483871
52507,38,0.08947368421052632
52508,48,0.1
52509,47,0.09361702127659574
52510,39,0.10256410256410256
52511,42,0.10952380952380952
52512,56,0.09642857142857143
52513,28,0.07857142857142857
52520,69,0.0782608695652174
52521,75,0.08533333333333333
52522,33,0.11515151515151514
52523,20,0.16
52524,17,0.18823529411764706
52525,19,0.16842105263157894
52526,13,0.21538461538461537
52527,11,0.2545454545454545
52528,15,0.21333333333333332
52529,14,0.22857142857142856
52530,14,0.22857142857142856
52531,15,0.21333333333333332
52532,13,0.24615384615384614
52533,12,0.26666666666666666
52534,9,0.24444444444444444
52535,5,0.12
52536,6,0.19999999999999998
52537,14,0.22857142857142856
52538,17,0.18823529411764706
52539,22,0.14545454545454545
52540,22,0.14545454545454545
52541,21,0.15238095238095237
52542,18,0.17777777777777778
52543,16,0.2
52544,16,0.2
52545,16,0.2
52546,16,0.2
52547,14,0.22857142857142856
52548,14,0.22857142857142856
52549,13,0.24615384615384614
52550,14,0.22857142857142856
52551,13,0.24615384615384614
52552,13,0.24615384615384614
52553,13,0.24615384615384614
52554,12,0.26666666666666666
52555,12,0.26666666666666666
52556,11,0.2545454545454545
52557,12,0.23333333333333334
52558,17,0.16470588235294117
52559,18,0.15555555555555556
52560,26,0.13846153846153847
52561,31,0.13548387096774192
52562,21,0.15238095238095237
52563,13,0.24615384615384614
52564,13,0.24615384615384614
52565,13,0.24615384615384614
52566,16,0.2
52567,16,0.2
52568,16,0.2
52569,16,0.2
52570,16,0.2
52571,15,0.21333333333333332
52572,16,0.2
52573,18,0.17777777777777778
52574,20,0.16
52575,20,0.16
52576,22,0.14545454545454545
52577,22,0.14545454545454545
52578,28,0.1357142857142857
52579,29,0.13103448275862067
52580,37,0.12432432432432432
52581,82,0.0975609756097561
52582,33,0.12727272727272726
52583,82,0.07560975609756097
52584,87,0.08045977011494253
52585,89,0.07415730337078652
52586,92,0.07173913043478261
52587,88,0.075
52588,59,0.09830508474576272
52589,41,0.12682926829268293
52590,23,0.1391304347826087
52591,22,0.14545454545454545
52592,19,0.16842105263157894
52593,19,0.16842105263157894
52594,14,0.19999999999999998
52595,10,0.12
52596,9,0.06666666666666667
52597,10,0.1
52598,11,0.14545454545454545
52599,12,0.13333333333333333
52600,14,0.18571428571428572
52601,14,0.18571428571428572
52602,15,0.2
52603,15,0.2
52604,15,0.2
52605,16,0.1875
52606,16,0.1875
52607,17,0.21176470588235294
52608,17,0.21176470588235294
52609,19,0.18947368421052632
52610,18,0.2
52611,21,0.17142857142857143
52612,19,0.18947368421052632
52613,19,0.18947368421052632
52614,19,0.18947368421052632
52615,20,0.18
52616,21,0.17142857142857143
52617,19,0.18947368421052632
52618,18,0.17777777777777778
52619,19,0.18947368421052632
52620,19,0.18947368421052632
52621,19,0.18947368421052632
52622,19,0.18947368421052632
52623,21,0.17142857142857143
52624,21,0.17142857142857143
52625,21,0.17142857142857143
52626,21,0.17142857142857143
52627,20,0.18
52628,21,0.17142857142857143
52629,21,0.17142857142857143
52630,20,0.18
52631,19,0.18947368421052632
52632,17,0.18823529411764706
52633,18,0.18888888888888888
52634,18,0.18888888888888888
52635,18,0.18888888888888888
52636,18,0.18888888888888888
52637,18,0.18888888888888888
52638,17,0.2
52639,17,0.2
52640,17,0.2
52641,18,0.18888888888888888
52642,18,0.18888888888888888
52643,18,0.18888888888888888
52644,21,0.18095238095238095
52645,25,0.152
52646,27,0.14074074074074075
52647,27,0.14074074074074075
52648,32,0.125
52649,52,0.09615384615384616
52650,38,0.10526315789473684
52651,37,0.10810810810810811
52652,41,0.0975609756097561
52653,33,0.11515151515151516
52654,64,0.090625
52655,125,0.07680000000000001
52656,111,0.08288288288288288
52657,113,0.08141592920353982
52658,55,0.10181818181818182
52659,102,0.08627450980392157
52660,102,0.08823529411764706
52661,94,0.0723404255319149
52662,99,0.08484848484848485
52663,45,0.08
52664,38,0.04736842105263158
52756,12,0.03333333333333333
52757,13,0.03076923076923077
52758,12,0.03333333333333333
52759,13,0.03076923076923077
52760,13,0.03076923076923077
52761,13,0.03076923076923077
52762,13,0.03076923076923077
52763,10,0.04
52799,4,0.05
52800,18,0.05555555555555556
52801,12,0.03333333333333333
52806,5,0.04
52808,9,0.06666666666666667
52809,39,0.09230769230769231
52810,26,0.11538461538461539
