am_sid,area_km2_0pct,area_km2_60pct,area_km2_probwt
Biv-32126,1197806.63,596920.7,725424.2131
Bra-235673,13895.960000000001,10327.98,10208.2324
Brc-378165,502460.21,383661.12,362005.3785
Chn-013ca97e-46a8-4c5e-b398-8bb4f340f88b,10079349.24,4748274.02,5366887.6417
Chn-015453c0-3ff9-477d-ab51-c68d85e65af5,11300067.99,9221815.79,9352804.7496
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,33846838.22,18333914.54,20283402.5477
Chn-08d9eb73-87c3-4b8a-8861-baf5b2862d8c,18020938.65,12004958.42,12818371.0214
Chn-0e470b93-1bf9-4c28-8770-166bb5e2a8c7,8042959.18,3755770.61,4441166.0168
Chn-0e9cfa5e-eab6-490e-9279-34eeeb127eb2,8604293.28,7085145.73,7212368.7608
Chn-12f493b8-a962-48d7-af4b-632ba9c0fa57,9649645.18,7816560.5,8043860.4074
Chn-17d15aec-37c6-4c6a-88d2-9c350613076a,13561379,9629527.2,9941158.7838
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,7348711.36,6607068.61,6636479.407
Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,9409966.28,6277001.84,6657307.2345
Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,9661588.16,5258767.76,5776020.0847000005
Chn-2bd2f979-5bbd-4725-93f0-c2b66a1e0a2d,7447204.8,5532394.17,5708841.3615
Chn-2d96ad09-2772-4579-b6d6-96420751b7ec,11702177.51,4887994.27,6596782.0327
Chn-2ddce54e-f195-404c-a982-bc296b2a7e64,8606434.03,5735992.76,5879865.1278
Chn-2f5a48ac-ec54-40e1-9a03-ce2be006ee68,10040017.11,7190221.49,7456227.2427
Chn-335d884d-9fab-419b-85fb-ed0a94ffe255,2611876.59,1771429.31,1848245.1907
Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,10917082.74,8488984.59,8737266.8455
Chn-3953473a-c9d7-4719-9fdb-dabfd375b330,9502523.89,6172505.11,6687907.0413
Chn-3d368bae-a02b-4109-99a3-33d99b22f83d,3626134.89,2367486.27,2514276.3664
Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,9217991.02,6121941.18,6526735.2377
Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,7567588.65,5991889.59,6235359.3746
Chn-46f58c2c-1280-4f6a-a148-e854c19246fe,9099855.24,6475074.05,6779401.1493
Chn-4a9f789f-84e4-4da2-b520-c754b804a303,9632508.3,8454798.48,8490033.7014
Chn-4afd695c-a184-4f35-a646-3149013fa0df,9899046.8,7739320.67,7829255.0204
Chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,6278926.11,4062196.59,4331519.0374
Chn-50674f31-94c6-4080-8563-c0598269f6d2,9511434.23,7430067.69,7703397.1796
Chn-54b47037-ffc8-43f2-9240-02c68005b67f,4846174.63,3746306.7399999998,3806946.6419
Chn-57dc42d6-4e69-482a-84d4-07c811a271b5,901936.93,266156.3,365353.7176
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,5511016.99,2422194.47,3054790.1277
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,10628215.79,9370893.7,9422843.5272
Chn-6929b281-e864-4382-b249-e58077762c8d,12414301.68,8033153.98,8699190.9123
Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,6733745.89,4357323.45,4316120.8467
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,5286469.49,2643099.07,2991340.3454
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,3900370.44,2204496.74,2418096.975
Chn-7654496e-c4b4-480a-8684-3d9234fa4807,8305517.25,5573114.75,5836310.2516
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,7942076.97,5689321.9,5816131.6388
Chn-7f0774f3-5b42-4ba3-a812-0023f32acd55,8979398.29,7368967.12,7486607.2574
Chn-7f58b835-f87e-41a2-91bb-9245ab8b9664,14829835.33,10352257.85,10856583.0834
Chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,10555314.51,8428164.78,8263613.4546
Chn-82852781-608a-4506-a2fb-97671317e21d,8065358.53,4929044.2,5482198.8603
Chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,10966997.76,5905085.88,6361592.7143
Chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,7764820.78,3937687.42,4414704.2215
Chn-8cc778cc-b690-4f20-900d-5c6e34860c1b,10415408.23,7446678.42,7699603.5593
Chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,13184742.8,10035068.68,10115484.734
Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,4268266.89,2563905.88,2876039.3949
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,5182875.24,3234485.5100000002,3454988.8037
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,6398967.07,4245051.4,4553673.9909
Chn-91abc70c-b6ae-49a6-840b-05ea852baff4,10839793.18,7332392.11,7836821.0451
Chn-9486b34f-116a-4f90-9c34-5036248600fb,5459650.45,4786355.47,4743583.5614
Chn-95019cab-ea8c-4f88-8845-07fe7355cf8a,5174476.22,2969754.35,3345608.6477
Chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,9740676.24,5748147.4,6240968.8268
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,3023206.56,1556845.5,1838235.2728
Chn-98e49457-8952-440e-a574-b5bde95cbd5e,14308891.28,11161326.85,11434682.9992
Chn-9c57f873-6f37-475b-b2c8-960bd5a90a96,3678975.74,2519814.62,2617935.2525
Chn-9e100c7f-ed38-4571-9d2a-678f6d9068c8,7889272.5,6204402.59,6228294.322
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,7217774.19,3977201.99,4477267.0611
Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,5223040.56,3224226.47,3616695.5564
Chn-a950d9ab-57f4-46c8-899c-f432262701d4,6119413.14,1038577.33,2420661.6471
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,9085663.69,7274606.18,7375856.4287
Chn-ada48df7-2439-4cc7-90ad-92bebf5d5407,4182121.19,2530305.97,2795675.4157
Chn-ae156111-0d32-4a94-8720-9d7733c99831,5275285.84,2950504.71,3436748.988
Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,8426032.05,3502396.86,4287507.4191
Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,13646231.31,8482158.79,8829645.3811
Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,8727707.13,6369529.11,6516381.4589
Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,9926288.8,7814188.41,7932305.4295
Chn-b131aac2-f572-412d-992d-0a5de940cc27,6342920.58,5259084.07,5351080.6658
Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,5478079.68,2623634.84,3210967.9918
Chn-b75cc929-1ac6-410b-888c-9ab8e709b6d0,9559872.04,7247184.46,7411011.4026
Chn-bc491994-c9e7-4370-9312-38d8eccf4014,9607883.23,7778464.16,7520822.4342
Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,12959427.13,9639130.72,10066557.1767
Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,10662211.14,8896443.19,8734368.4071
Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,8661047.79,7425830.4,7279955.4143
Chn-c52065c0-9805-4194-99b0-c065a99ff036,10485891.81,6781924.59,7337424.7503
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,6115998.56,4017553.83,4268004.7115
Chn-c8256144-85c0-4e67-8d9e-66bddaa9fc7c,8499117.14,4261823.91,4891174.7027
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,326115.68,156426.26,191027.3147
Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,12771994.11,4562318.01,6794144.0906
Chn-d99f6747-b64f-4916-8b24-df588e80e148,3880686.07,2068149.94,2249110.5451
Chn-dafffb15-39ca-4fb2-b129-51299d9f42a2,3965735.61,2752110.48,2891406.8802
Chn-dce6b77a-03cc-433c-84ea-87a6bf910860,2814817.43,2022559.67,2153832.8152
Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,4650008.86,2956690.72,3225824.1414
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,4255686.15,2354845.7,2635300.6087
Chn-e2a039b7-163b-4573-a5b0-3950d5824678,65499175.22,22497431.96,29432617.7504
Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,7869034.07,4672659.77,5263194.3644
Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,9982767.66,8678270.09,8467872.5848
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,9287569.28,7191813.03,7252007.3291
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,8571221.02,4911326.9,5410867.5665
Chn-f032dfea-b70b-431e-a2d5-9540e96a5263,4642721.36,1943613.23,2359517.4418
Chn-f0468771-49d3-4d4b-a479-b094f979105b,6034572.9,3301231.83,3796164.4489
Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,6084438.66,1124762.5,2337958.7948
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,2754348.15,1341785.36,1536997.385
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,13774657.35,7018455.8,8067287.6223
Chn-f530af20-5532-4197-9324-3417559a8a5e,9106621.98,6246990.88,6407070.71
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,11050334.99,8361008.89,8663988.2893
Chn-fe4cfc67-6edb-4c41-81d4-41b7ec6a8391,317176.12,150055.76,176493.4779
Cla-29190,8909315.26,4494113.02,5015635.3413
Fis-10199,8005879.43,6172912.12,6364607.1079
Fis-10312,8524654.62,6341221.8,6594856.0927
Fis-10405,1314406.42,1239281.82,1147508.8895999999
Fis-10407,10546240.68,6444426.88,7046993.3401
Fis-10471,8732124.32,7046187.09,7270511.7991
Fis-10516,3002405.36,2329850.03,2399593.6939
Fis-10657,18349703.04,14416385.3,14568008.7138
Fis-10690,412201.26,195180.47,208098.6655
Fis-10767,9583723.19,7328595.83,7399362.5009
Fis-10768,3889902.43,1975187.7,2274562.422
Fis-10896,2957473.24,2118823.31,2199050.8294
Fis-10903,252829.01,225804.12,219064.6176
Fis-10950,7513856.25,6056522.65,6116673.5994
Fis-10975,6812675.31,4875103.13,5160436.6905
Fis-10984,571278.98,337236.53,395353.4989
Fis-1099,573438.85,260752.91,303861.2072
Fis-10993,951513.49,528755.04,590067.5485
Fis-11214,12630433.71,9639425.08,9972640.3594
Fis-112180,46854.81,34617.8,37219.4237
Fis-112193,4288110.33,3049387.75,3226878.4449
Fis-112194,135782.62,70083.67,74700.205
Fis-112197,35204.58,20182.4,22955.1962
Fis-112241,1755732.15,1305873,1289474.9842
Fis-112248,1217667.81,259123,432841.5829
Fis-112274,6216432.63,5188573.35,5219201.0868999995
Fis-112285,3314232.63,2320962.3,2342249.7478
Fis-112286,2952674.27,1254122.41,1581432.7816
Fis-112299,1865167.8,886251.17,1011531.2875
Fis-112301,4550085.56,1388914.65,1786143.1924
Fis-112311,10134222.55,8290962.29,8409074.56
Fis-112315,851681.86,577218.79,637543.102
Fis-112318,926425.49,468252.91,511128.336
Fis-112321,478753.41,303377.22000000003,327685.5956
Fis-112355,232528.76,110767.52,128530.257
Fis-112383,522120.74,371422.32,387283.9706
Fis-112385,394889.76,202927.61,229633.3493
Fis-112386,480086.97,341974.99,348943.4796
Fis-112411,236686.83,165811.24,169168.7863
Fis-112415,910906.95,592624.24,642328.8499
Fis-112419,860634.66,601000.24,633486.6612
Fis-112430,179296.44,128864.16,134383.1205
Fis-112455,496496.81,311570.33,331446.3084
Fis-112457,240898.21,156444.61000000002,158321.755
Fis-112460,623131.7,292840.75,363273.0813
Fis-112462,5839721.5,4109136.34,4203939.5336
Fis-112468,411709.11,300098.1,297228.2009
Fis-112471,580548.27,435691.51,453104.4343
Fis-112472,775012.21,504126.32,551022.6147
Fis-112490,722332.8,598273.23,603636.5177
Fis-112522,1163846.89,703812.13,752111.5327
Fis-112538,723697.73,515476.92,545892.5864
Fis-112543,410775.95,356836.56,359063.7783
Fis-112549,107533.33,48881.72,57972.4568
Fis-11256,3773180.22,2161448.8,2305689.6173
Fis-112580,1741783.14,933976.8,1033051.7279
Fis-112582,3229697.73,2347807.26,2440426.8132
Fis-112590,1935450.33,1665503.25,1620153.6042
Fis-112634,1629108.83,1119211.04,1199301.9641
Fis-112639,904000.88,652611.53,615275.1144
Fis-112688,376759.16,206589.91,228090.3644
Fis-112689,2133630.22,1573313.03,1594022.7265
Fis-112702,14135811.97,9994663.1,10381300.5285
Fis-112703,124826.2,83093.17,86086.7964
Fis-112706,1215486.3,788344.06,870162.9897
Fis-112710,47371362.06,14402676.35,19317479.5424
Fis-112716,203121.36,111860.17,127794.896
Fis-112720,155054.23,72095.97,86556.5662
Fis-112726,152610.16,72095.97,85718.68119999999
Fis-112746,317234.21,163330.2,187307.0172
Fis-112752,116856.97,61974.64,66723.8496
Fis-112758,91444.54,43426.14,51123.591
Fis-112761,328700,168635.51,194229.5208
Fis-112766,160578.94,98019.1,105707.5316
Fis-112772,297314.05,171824.52,189113.2734
Fis-112788,547306.65,423111.03,425267.2678
Fis-112789,345810.96,136552.35,186801.4996
Fis-112790,280380.02999999997,169115.68,180325.7741
Fis-112792,202717.48,116751.66,126950.6277
Fis-112793,171851.28,134659.47,129909.2851
Fis-112797,605376.8,325293.81,363142.2091
Fis-112799,253234.6,149068.09,155974.115
Fis-112801,956208.74,764440.52,775887.855
Fis-112804,869647.84,277070.4,407242.8897
Fis-112805,1025975.87,909117.12,912572.8417
Fis-112810,804094.1,510222.38,510518.3966
Fis-112813,340816.91,306782.52,300730.9675
Fis-112814,9164775,2956720.53,3775744.285
Fis-112819,406958.15,246052,264536.5298
Fis-112822,6046044.72,4396269.95,4574835.3815
Fis-112823,3903157.99,2963783,3090695.2219
Fis-112833,566996.51,382886.01,415392.5277
Fis-112843,274340.37,48040.55,83070.7437
Fis-112881,125103.94,82056.34,88516.3454
Fis-112883,299545.09,154494.94,176910.4964
Fis-112889,1276444.79,836281.7,943092.064
Fis-112891,1165818.78,691785.1,752163.6137
Fis-112892,4896421.3,3612945.1,3756247.3638
Fis-112893,11833299.95,9649241.81,9638335.3838
Fis-112894,3134815.75,2152284.16,2278460.6727
Fis-112898,1476028.5,495477.12,608619.9884
Fis-112899,3809335.36,1577527.67,2021622.3038
Fis-112900,694827.43,347364.16,351307.8318
Fis-112901,1246725.99,907450.28,871414.6107
Fis-112902,2465941.06,1033974.22,1348310.1894
Fis-112905,5634094.71,3364831.46,3748811.3855
Fis-112910,915319.54,620728.96,640602.2386
Fis-112915,2708605.09,1997674.45,2107784.044
Fis-112916,1337072.29,948731.77,987800.3068
Fis-112918,5347513.6,4521136.53,4647759.3964
Fis-112933,941855.34,712289.21,678968.0752
Fis-112941,1759642.08,1466347.22,1454303.4033
Fis-112946,1223349.48,794159.78,808849.8745
Fis-112956,1766104.11,1431893.43,1370700.1731
Fis-112980,659446.59,515337.64,516475.6578
Fis-112982,1764840.98,1627067.12,1431391.404
Fis-112985,2019814.55,1691225.11,1695479.1911
Fis-113002,9874223.86,7928892.42,7542448.2857
Fis-113003,693690.67,504465.27999999997,522162.3661
Fis-113005,1389727.54,699651.41,817276.6248
Fis-113007,5064725.95,3247839.3,3480949.3289
Fis-113010,2921849.54,2170500.03,2249840.3584
Fis-113012,721780.55,629913.83,597437.1567
Fis-113013,1341416.64,1128652.18,1066443.9928
Fis-113018,1391997.09,1059135.53,1016379.0331
Fis-113020,1212536.03,864676.7,884810.8493
Fis-113024,931361.04,676867.65,704004.1183
Fis-113028,151135.35,106232.64,112664.7675
Fis-113029,9499376.55,8460625.77,8428553.2134
Fis-113043,1137428.16,708247.56,793332.1788
Fis-113054,1203192.03,682534.51,729947.8348
Fis-113062,2764621.18,2153536.89,2257414.6297999998
Fis-113070,8828083.33,6493464.25,6865830.7261
Fis-113074,460633.4,277769.27999999997,308121.1564
Fis-113082,1784483.69,902227.25,968229.8133
Fis-113085,1161428.45,748197.33,805307.7115
Fis-113108,518226.46,291250.48,337155.4747
Fis-113146,451240.42,215184.7,256228.3774
Fis-113149,1522802.19,1308173.69,1208184.8415
Fis-113153,54401.99,47520.590000000004,45583.6091
Fis-113158,656955.63,339127.78,389653.5759
Fis-113162,555015.31,446900.1,452750.2054
Fis-113165,3115188.02,1784262.27,1894513.8467
Fis-113168,563379.96,244343.06,300582.8554
Fis-113181,7963629.26,4859770.18,5414444.1087
Fis-113182,4615291.31,2437602.69,2803832.5683
Fis-113184,187466.9,98790.96,116715.951
Fis-113210,2636238.12,1214679.03,1447502.0059
Fis-113235,2389613.5,1342873.95,1465552.1739
Fis-113245,3384194.97,1783564.25,2073753.6686
Fis-113258,1788005.77,718344.51,841087.6002
Fis-113272,3624976.43,2318034.93,2501691.4902
Fis-113283,4911358.99,2735614.89,3085641.8461
Fis-113287,96613.65,71213.9,74681.7114
Fis-113288,277258.85,109541.67,122350.9981
Fis-113302,244906.45,47535.54,76127.9352
Fis-113313,626039.05,306514.65,368756.038
Fis-113326,296874.46,132175.59,172376.0155
Fis-113332,181589.97,117910.8,130562.2192
Fis-113380,3139070.54,1283048.02,1581275.7048
Fis-113384,742658.52,257696.1,337861.9131
Fis-113413,1415041.33,533022.13,671595.7016
Fis-113426,811564.6900000001,454671.78,513562.3143
Fis-113429,471335.14,272539.24,319846.7277
Fis-113438,246066.36000000002,164046.07,176635.7691
Fis-113441,280146.01,177513.16,189926.4664
Fis-113449,1590024.34,271513.65,549889.6838
Fis-113453,553854.34,264623.63,320748.6252
Fis-113462,810929.26,510573.46,567249.2053
Fis-113466,1194912.77,650122.72,700886.5354
Fis-113467,595501.79,276739.95,335558.2538
Fis-113469,3373282.62,1793763.12,2031523.2437
Fis-113473,248366.12,103984.36,121104.1509
Fis-113480,342758.7,250394.89,249597.7763
Fis-113495,933501.47,586738.67,660150.1758
Fis-113497,1032157.43,321440.12,499941.0299
Fis-113503,199179.86000000002,134378.2,138234.0465
Fis-113504,628136.11,183711.41,253812.03770000002
Fis-113505,476372.96,177824.63,212489.3247
Fis-113513,1269667.14,347285.98,503075.84750000003
Fis-113542,265924.63,54747.4,112590.8725
Fis-113545,275107.94,171413.06,180394.0317
Fis-113546,145318.57,81150.01,86567.71370000001
Fis-113548,265233.38,201616.22,201348.9831
Fis-113550,49636.53,43764.479999999996,45108.2265
Fis-113553,1040714.08,338867.58,445137.6908
Fis-113558,455182.03,164767.62,215167.3821
Fis-113559,116277.76000000001,89996.33,88481.7479
Fis-113560,209815.43,138267.56,147538.4508
Fis-113577,83640.4,61288.19,68517.4427
Fis-113583,228957.41,198273.45,200724.0803
Fis-113588,247424.99,179941.86000000002,188877.8325
Fis-113599,2608088.12,1073201.13,1404444.4264
Fis-113601,292421.32,189828.02,179547.8084
Fis-113607,332427.09,134407.48,174611.2538
Fis-113613,367467.71,153803.22,180766.4895
Fis-113620,467769.46,350180.09,364469.1471
Fis-113623,4319414.59,3506879.72,3562028.3073
Fis-113633,417284.85,211344.66,244693.5386
Fis-113645,519685.56,387729.25,401603.0511
Fis-113667,832657.86,416037.35,459881.9309
Fis-113669,388903.79,246656.39,261117.7482
Fis-11367,2133460.91,1574367.21,1646247.3094
Fis-113671,655828.83,248138.98,306110.5251
Fis-113673,213648.51,115374.15,124146.3464
Fis-113675,186529.37,140601.59,145656.2629
Fis-113679,3087915.81,2379544.6,2396626.6332
Fis-113680,172398.14,171124.44,164616.0064
Fis-113684,393639.88,305764.42,309804.6598
Fis-11369,196622.96,123421.75,124429.6785
Fis-113698,1507470.99,802864.61,921096.2662
Fis-113707,344885.74,137122.23,175628.63940000001
Fis-113726,189603.13,151725.12,152601.994
Fis-113731,480227.37,234522.9,283744.2659
Fis-113732,388987.24,152847.36000000002,207201.0338
Fis-113736,1166479.44,417264.35,493776.5087
Fis-113737,591805.88,405644.01,416520.9657
Fis-113740,211725.05,101632.01,116788.7624
Fis-113745,416969.11,167161.51,207397.3611
Fis-113782,423792.07,250706.45,287864.9521
Fis-113783,126435,36511.5,57994.5826
Fis-113787,207567.84,141755.12,156836.4569
Fis-113792,1314948.58,648739.09,728046.9017
Fis-11380,545155.3099999999,396638.66,403983.6143
Fis-113814,779068.11,319838.16,384633.5311
Fis-113821,284495.47000000003,94142.4,117639.3781
Fis-113822,510116.99,339453.59,364484.4623
Fis-113825,586462.9400000001,409755.28,414005.6494
Fis-113829,668493.55,393467.33,448564.6857
Fis-113838,684116.73,461441.32,491151.4789
Fis-113842,23911.72,8663.75,8146.8464
Fis-113852,600578.81,205119.84,268668.6767
Fis-113864,230192.07,127160.03,142814.2097
Fis-113878,641977.67,447023.31,461100.2827
Fis-113900,620680.8,475289.55,486514.6287
Fis-113904,224939.1,115244.22,142195.1368
Fis-113908,564173.12,404224.72000000003,416652.8857
Fis-113918,2070600.3,1111677.69,1281488.8601
Fis-113923,664556.78,494407.43,516041.4497
Fis-113926,493309.88,298921.62,334604.5395
Fis-113929,9818003.52,6419336.42,6782887.4196
Fis-113951,698519.95,425261.89,481611.1991
Fis-113956,520873.27,294308.44,339335.0941
Fis-113987,1052449.01,273290.35,432624.3235
Fis-114007,3547942.57,2300399.04,2435879.0119
Fis-11401,1839623.03,1235827.56,1296134.1381
Fis-11405,1856331.4,1168563.95,1273389.4675
Fis-114086,10412686.69,8770703.96,8156673.3245
Fis-114088,145423285.27,133409006.60000001,132049083.9969
Fis-114098,103322991.65,69572028.12,74130342.7982
Fis-114103,23895.52,10613.58,12310.8944
Fis-114108,5317776.2,1785665.83,2343619.3187
Fis-114109,6302853.36,2332918.52,2670892.4233
Fis-114110,4498873.21,2623196.26,2938069.9429
Fis-114118,1101769.38,787100.41,809059.1873999999
Fis-114122,264705.02,190901.48,202219.9727
Fis-114124,112753962.55000001,39705076.88,53494736.6971
Fis-114131,6653013.88,2971102.21,3668302.6279
Fis-114147,22804470.27,7815990.34,9511049.2152
Fis-114150,4418308.27,2739318.85,3016130.0479
Fis-114152,11871912.47,8330476.2,8764303.5681
Fis-114154,1757639.01,702585.52,871351.9044
Fis-114155,7607579.56,3359841.35,4206914.5497
Fis-114156,981491.94,636226.27,691467.5292
Fis-114166,372427.14,166138.86,200642.7866
Fis-114167,971487.14,569700.48,636102.7533
Fis-114170,442023.19,267339.38,281186.4723
Fis-114172,575685.11,129291.90000000001,196047.8602
Fis-114174,3662136.15,2573796.73,2699285.5404
Fis-114176,409202.04,156546.29,194926.1251
Fis-114177,4431255.09,2844882.61,3011564.9342
Fis-114179,5436732.71,4035835.49,4149517.843
Fis-114181,11635357.959999999,1945573.77,3370215.2156
Fis-114184,1129154.01,753552.03,788855.9266
Fis-114187,1109488.5,725113.42,782944.4328
Fis-114188,207598.17,139254.28,146063.4189
Fis-114189,243881.83,181133.26,185725.3971
Fis-114191,281778.17,178347.55,190684.4209
Fis-114193,191387.55,143139.5,153109.6396
Fis-114195,170428.4,131240.81,127260.5092
Fis-114196,226889.22,137049.8,154887.7006
Fis-114197,215677.45,150968.38,153568.393
Fis-114201,747725.85,403515.45,431263.1026
Fis-114202,215828.81,142117.22,149763.2487
Fis-114203,676695.29,364108.12,422352.7334
Fis-114204,143307.45,67521.42,81541.6598
Fis-114207,215295.51,120988.81999999999,130679.878
Fis-114213,619496.62,304484.21,340757.8356
Fis-114214,544387.45,284780.99,319043.5199
Fis-114217,1916028.01,504288.86,779932.0581
Fis-114232,504551.55,249855.41999999998,301795.17829999997
Fis-114235,581768.31,259567.64,332074.41240000003
Fis-114240,905871.71,619023.22,615724.5546
Fis-114245,4374113.8,2905659.87,3086809.3874
Fis-114246,1650374.23,721097.13,832040.7275
Fis-114247,2139308.62,1251132.63,1402731.1971
Fis-114251,13089439.18,8116900.28,8713503.839
Fis-114255,4558373.84,3398543.62,3594795.834
Fis-114257,3818131.57,2422761.73,2603173.9745
Fis-114270,404579.99,141690.19,183718.8324
Fis-11429,730786.34,695752.38,690246.97
Fis-114324,1279744.56,891941.53,932071.8566
Fis-114346,328286.19,253391.11,261645.8298
Fis-114368,2460254.81,1617870.31,1715690.9826
Fis-114378,1127791.9,847970.86,855898.9201
Fis-114448,985753.07,598088.51,623361.6466
Fis-114457,216380.76,57119.08,85127.2528
Fis-114510,5290981.25,4603443.4,4566808.6552
Fis-114525,12294001.97,5215045.86,6654174.106
Fis-114531,2923216.26,2458327.74,2545444.9326
Fis-114550,29348361.68,13039030.64,16798711.1772
Fis-114552,6136567.41,2710364.75,3139618.3703
Fis-114556,92171888.99000001,86614864.93,84447811.2354
Fis-114565,40664024.38,14171319.22,19353489.8769
Fis-114576,1289373.35,513525.53,640404.8576
Fis-114584,4893989.41,832539.21,1844621.8843
Fis-114586,12038228.93,765544.9400000001,2752339.285
Fis-114615,2080205.28,1797505.34,1803681.1039
Fis-114618,1611429.28,1372948.8,1375142.3869
Fis-114623,2062246.78,1593963.6,1595463.7771
Fis-114639,797864.63,207886.17,289455.3459
Fis-114644,216104.95,121241.49,135131.1832
Fis-114645,13932.17,8363.95,9114.265300000001
Fis-114650,4567653.4,2018561.04,2436482.7452
Fis-114690,412029.11,248314.47,303033.03370000003
Fis-114698,861599.01,544617.15,603373.284
Fis-114718,345662.96,195123.26,205056.6784
Fis-114720,590205.5,423409.94,435140.5071
Fis-114721,8276552.06,5607624.18,5909892.4536
Fis-114735,1282734.22,1125152.74,1104013.1069
Fis-114739,18873008.96,15871307.68,16038844.3693
Fis-114756,923122.79,368618.69,470058.0583
Fis-114767,6347612.08,3268779.55,3763161.7879
Fis-114937,3180619.42,1532986.5,1730660.6058
Fis-114940,1458598.77,895275,963670.2605
Fis-114945,980816.91,611295.7,645949.4682
Fis-114946,1446948.45,967652.47,1013551.8389
Fis-114960,1008780.53,259901.25,393502.1634
Fis-114973,1392367.84,821870.52,888634.1331
Fis-114974,1361028.85,1030659.59,1053655.1113
Fis-114976,1146070.53,919717.28,910734.161
Fis-114977,1504717.34,1021987.91,1105011.5942
Fis-114978,1471379.43,961215.6,1031475.7899
Fis-114979,1536096.49,1081475.92,1095268.2877
Fis-115015,2624243.88,1396186.41,1550876.8581
Fis-11509,655152.68,493258.95,504574.8955
Fis-115175,486012.43,391606.59,396803.9967
Fis-115192,1120065.57,610359.96,714865.1015
Fis-115260,3924095.83,2989723.59,2986167.228
Fis-115342,540417.05,419054.27,412604.7043
Fis-115352,1583696.02,1051737.57,1078870.3126
Fis-115360,9497195.75,7451082.85,7472040.7811
Fis-115417,1174271.77,482918.64,588598.2704
Fis-115418,1400122.18,1059018.12,1063284.2231
Fis-115419,644126.02,196111.13999999998,278149.7027
Fis-115461,873707.05,389962.52,468886.4573
Fis-115472,1733793.92,558726.93,752805.4766
Fis-115474,2888169.79,1295321.03,1530818.0263
Fis-115487,10267005.73,8077665.53,8345620.206
Fis-115496,1167192.9,399369.77999999997,519233.4974
Fis-115500,3312381.75,1626485.58,1906009.5377
Fis-115501,632954.4,374266.74,419228.2026
Fis-115502,2364778.08,1221471.7,1378263.0138
Fis-115511,2342488.28,615100.66,920704.7098
Fis-115521,2991215.29,1220530.68,1483041.4723
Fis-115596,363187.89,175615.23,206000.8072
Fis-115604,911066,532141.85,562550.0311
Fis-115610,349684.56,265870.78,272191.5693
Fis-115614,3359804.7,1801405.21,1993801.6948
Fis-11562,152685.49,65154.44,79806.3716
Fis-115623,2896912.45,1805664.6,1915648.3077
Fis-115627,3206585.79,1727569.2,1945634.1058
Fis-115629,2732228.04,1880348.21,1954676.8987
Fis-115632,1663091.63,819212.53,961454.1713
Fis-115644,804044.52,679528.53,661258.4996
Fis-115656,6713504.17,4851746.8,5109839.2098
Fis-115669,2332552.4,1737571.15,1788701.192
