am_sid,area_km2_0pct,area_km2_60pct,area_km2_probwt
Fis-161584,2046137.27,1239569.26,1367903.306
Fis-161589,7090967.5,5335144.02,5511903.2726
Fis-161592,5129161.37,2557888.01,3012027.1822
Fis-161602,1974462.28,623010.47,875234.7122
Fis-161603,343952.34,133327.92,166645.6084
Fis-161612,2544355.77,470474.64,926269.6772
Fis-161616,538399.67,129303.9,196749.4359
Fis-161627,3608776.33,2252560.3,2405942.7153
Fis-161628,3213956.9,1490258.14,1797146.5291
Fis-161629,1457254.74,677615.4,768626.5964
Fis-161638,642766.11,327717.81,382347.6792
Fis-161642,1359355.59,686399.15,793886.5136
Fis-161644,1725036.09,1108138.54,1180922.9773
Fis-161646,2775036.95,1193460.42,1458469.8491
Fis-161648,3008346.57,1386503.82,1654804.6236
Fis-161649,4153675.79,2004036.27,2354734.3696
Fis-161650,9367233.41,6010935.84,6491042.7468
Fis-161679,323756.38,282626.89,280525.0161
Fis-161680,1856382.29,645437.88,824211.3277
Fis-161682,782566.4,526829.41,561679.1108
Fis-161683,2962104.3,1907182.63,2011028.7161
Fis-161685,3713118.16,1970515.02,2169820.6637
Fis-161688,995347.43,767561.9,749030.0601
Fis-161694,2291645.92,1373670.01,1479124.8959
Fis-161695,799121.5599999999,515737.39,549453.3114
Fis-161696,2677174.86,587656.09,948014.5118
Fis-161697,830356.12,466435.87,490979.212
Fis-161698,324519.78,184334.89,189420.6139
Fis-161710,633872.89,203725.98,272496.8989
Fis-161712,176160.33,64450.19,94288.77429999999
Fis-161717,52840.16,27289.98,28448.278299999998
Fis-161719,42781.56,26990.36,26777.195
Fis-161722,7359119.31,6880971.18,6868050.81
Fis-161723,7247126.44,2648815.28,3486178.6407
Fis-161724,48191922.09,30727657.64,32287921.6875
Fis-161725,54656806.52,36429688.79,36068298.8448
Fis-161730,399440.73,278046.76,300633.5222
Fis-161742,156211.73,78191.95999999999,90701.369
Fis-161744,5977586.73,3975047.81,4276501.7116
Fis-161745,264237.22000000003,110347.66,132209.4283
Fis-161751,350093.88,130213.77,147792.7305
Fis-161754,717633.66,525324.99,544210.7047
Fis-161755,217399.24,136326.09,147120.268
Fis-161761,5945895.99,2208610.28,2830965.5333000002
Fis-161762,1733578.68,750004.01,931109.1648
Fis-161765,44018.88,33595.75,35085.9343
Fis-161767,79689.1,53229.93,53562.091
Fis-161772,307352,151954.28,179163.8853
Fis-161776,3058921.98,1763404.65,1902861.1342
Fis-161789,2224046.06,1197081.08,1360449.5994
Fis-161790,2305003.04,1067481.05,1259684.7485
Fis-161793,833544.32,482106.59,538636.7251
Fis-161800,618801.42,259664.4,339919.2241
Fis-161801,456302.48,219327.3,257752.94819999998
Fis-161802,1993135.21,1101424.94,1199115.0978
Fis-161805,7293842.52,1554790.73,2556312.5805
Fis-161808,853378.41,625302.11,615744.4071
Fis-161811,785596.59,326606.79,398040.5472
Fis-161812,487415.66,271578.01,308505.4731
Fis-161814,2363343.02,979627.14,1253276.204
Fis-161836,609261.21,296583.3,363069.0189
Fis-161841,8337232.57,3926021.7,4463041.6853
Fis-161842,6119996.92,2393966.31,3164099.5344000002
Fis-161843,2360905.73,1817317.22,1842317.1030000001
Fis-161846,548913.04,376727.57,397893.6616
Fis-161848,1641968.45,1350289.78,1353110.2677
Fis-161849,87804.87,28182.71,42674.3555
Fis-161851,192574.53,64104.53,80651.8347
Fis-161852,947928.85,271357.26,400037.6632
Fis-161881,709330.62,288551.13,387225.8297
Fis-161966,5836352.05,2525947.49,3021772.9881
Fis-161971,208028.58,132573.34,137612.6287
Fis-162025,10100723.33,7338301.52,7618883.3182
Fis-162027,358246.47,119596.81,164087.6358
Fis-162036,212375.21,96094.38,111113.1864
Fis-162039,2190215.35,1087576.48,1267772.6605
Fis-162041,1360789.16,511488.97,634087.661
Fis-162050,2271045.39,785214.66,1080702.1071
Fis-162056,180459.84,59081.48,79331.7815
Fis-162067,1637949.02,866335.1,929483.3885
Fis-162073,632332.81,264096.31,348146.0616
Fis-162076,3716082.59,2930315.11,2828299.6485
Fis-162078,2333145.23,1035007.91,1250670.4891
Fis-162080,16553572.06,4324432.58,6344188.3841
Fis-162084,264991.09,83209.9,108482.7481
Fis-162107,44226.26,35720.99,34257.8409
Fis-162113,5333299.61,3979287.56,4212164.6744
Fis-162142,3592991.7,2290557.34,2408694.5147
Fis-162148,784786.29,289295.71,386335.4084
Fis-162187,628769.95,441360.06,472318.7334
Fis-162200,2733461.72,2047157.45,2129221.0649
Fis-162261,5823198.7,3690545.28,4015550.2215
Fis-162263,3683936.06,1830939.42,2081703.1134
Fis-162297,366667.3,191585.94,223682.5304
Fis-162302,1994239.06,1011402.61,1177985.3638
Fis-162304,3041073.25,1952373.3699999999,2084736.5105
Fis-162314,10515072.13,5782545.39,6586069.174
Fis-162325,120829302.51,64755282.370000005,73691854.48550001
Fis-162326,306539710.41999996,215227921.89,224520998.2749
Fis-162335,37622142.7,10673537.08,15655438.507100001
Fis-162337,6103589.85,4876796.85,4946670.3262
Fis-162365,3202087.08,2079373.55,2002454.1639999999
Fis-162366,3338946.15,1715781,2141270.5667
Fis-162367,11308574.72,7885976.94,8376906.0769
Fis-162401,559201.18,425590.82,434200.9168
Fis-162411,3292304.49,1650838.13,1963222.883
Fis-162415,9551266.94,6809888.58,6785957.0963
Fis-162433,9198021.39,6242627.93,6696958.6442
Fis-162449,8097214.98,5806241.9,6011981.9067
Fis-162450,771107.68,295759.78,366764.3351
Fis-162458,34107810.62,9011633.42,14845213.7548
Fis-162463,50070788.690000005,30921708.86,33160362.1738
Fis-162469,22553.170000000002,16973.33,15445.767100000001
Fis-162475,2430699.09,1149198.16,1297773.4789
Fis-162535,495059.13,240300.91,282963.468
Fis-162555,2333622.93,1215016.59,1371859.9984
Fis-162740,442270.95,192367.93,225890.0865
Fis-162802,5097137.78,3351243.89,3593366.8174
Fis-162804,3414074.15,1911958.06,2187257.2037
Fis-162807,1522510.97,587881.55,747258.4241
Fis-162808,1215768.62,501379.98,612319.2919
Fis-162810,630284.34,366892.3,408039.5642
Fis-162811,6616810.01,5518164.41,5465454.9006
Fis-162812,7954736.79,6072617.62,6169826.5266
Fis-162816,542792.29,268501.5,303563.8403
Fis-162826,5310041.45,2884370.32,3284778.7273
Fis-162827,5826074.87,4050045.99,4257325.3092
Fis-162828,150582.08,80717.74,88206.2735
Fis-162830,688917.19,249539.05,293431.6252
Fis-162831,4125816.11,2226660.08,2352524.3278
Fis-162833,131079.04,72893.24,82026.572
Fis-162862,3812247.99,2661129.43,2850085.4747
Fis-162863,1013248.22,750884.62,767760.9659
Fis-162865,418774.59,132435.14,156593.4384
Fis-162868,762849.61,466075.38,526996.0656
Fis-162871,915064.73,554356.93,571226.9116
Fis-162872,2232442.46,856902.17,1071807.2085
Fis-162873,5311006.93,2385731.01,2918297.7184
Fis-162875,933173.35,488445.11,568986.2263
Fis-162877,5343790.15,3625779.99,3865978.8301
Fis-162881,789361.03,405678.17,446501.2831
Fis-162889,2488568.69,1825204.94,1722607.9097
Fis-162891,348820.35,174642.65,202460.3581
Fis-162894,15281340.7,7773963.97,8624657.4296
Fis-162896,837080.28,408937.84,455426.9543
Fis-162897,1304490.64,1116082.92,1132956.8383
Fis-162908,7064168.94,3075220.29,3741899.4205
Fis-162910,1994680.1,1053168.18,1222549.4481
Fis-162912,3724105.69,2884286.53,2944077.4486
Fis-162913,2053093.74,369642.46,685087.1705
Fis-162918,5761658.52,3593952.77,3865574.1952
Fis-162927,4192026.23,2507832.74,2736406.9501
Fis-162928,3344462.08,1680985.86,1934683.1814
Fis-162929,1738239.5,764524.93,883506.2416
Fis-162931,3513287.06,1608628.63,1888872.3371
Fis-162933,1516618.63,565288.98,688265.9527
Fis-162935,2186829.98,1429641.1,1530893.2253
Fis-162938,1103554.28,732820.02,766883.8752
Fis-162940,1265500.81,443776.87,586362.7411
Fis-162990,255547.08,112672.17,141257.9916
Fis-163002,2258258.63,1191339.7,1310901.0588
Fis-163003,3589887.55,3041934.83,3078199.0226
Fis-163012,6262835.66,3972575.11,4311829.5041
Fis-163019,2483355.81,1660496.46,1774715.7142
Fis-163295,12600160.67,9565152.82,9814797.5796
Fis-16335,2418072.99,1682825.22,1789574.3211
Fis-163366,3843677.08,2373147.98,2331006.7354
Fis-163376,824969.63,528044.94,543699.8371
Fis-163379,774496.46,447551.07,492233.5258
Fis-163380,1302899.27,1100505.46,1094534.9202
Fis-163381,968535.21,623136.6,618539.4807
Fis-163384,911085.48,315284.76,368531.5196
Fis-163395,658826.58,126496.97,215219.5974
Fis-163398,205299225.16,185515595.46,178583464.1634
Fis-163399,852259.65,573946.36,594795.9425
Fis-163405,413881.1,149137.38,188660.1784
Fis-163449,4568916.52,3385175.23,3191050.5914
Fis-163462,450948.18,293672.6,312695.8803
Fis-163504,567638.15,325235.64,354072.904
Fis-163515,881625.97,540196.74,598507.8377
Fis-163589,1002870.43,464868.5,514769.5995
Fis-163590,1340056.13,597041.16,710258.8743
Fis-163594,3761257.88,2743096.93,2869519.8656
Fis-163609,2150835.63,1014688.85,1184655.339
Fis-163610,3003294.57,2204237.47,2196492.8635
Fis-163613,783987.85,610947.93,565316.649
Fis-163614,1880780.89,1050199.15,1170949.7696
Fis-163615,5399338.15,2855691.36,3160779.1043
Fis-163616,3967674.36,1470728.7,2031381.0931
Fis-163617,1085989,540973.89,643758.4911
Fis-163618,2892580.2,1610055.65,1699135.9212
Fis-163619,578771.13,337487.18,360784.8108
Fis-163621,2922155.91,1915088.46,2023645.2199
Fis-163622,8659434.52,6664603.94,6918199.0614
Fis-163623,4414524.78,2845917.6,2945502.8491
Fis-163624,2677674.19,1475941.98,1581505.6084
Fis-163625,7911793.55,5136382.72,5541585.9415
Fis-163637,28748.19,14241.2,14261.2276
Fis-163638,754633.34,211480.61,328646.0312
Fis-163652,3974692.05,2327801.12,2491288.4721
Fis-163656,4046178.09,3080905.42,3188431.9895
Fis-163671,199803.72,131106.74,134634.922
Fis-163700,3900901.18,3263722.05,3268791.8943
Fis-163710,345102.41,92901.43,124132.2494
Fis-163729,7391128.68,5993233.72,6191863.079
Fis-163730,10161416.53,8821952.02,8958774.2033999991
Fis-163753,13614631.22,3901651.71,5899690.5593
Fis-163754,16304785.52,6914718.1,8386319.5493
Fis-163755,15609011.9,8219506.15,9274915.578
Fis-163764,1506312.02,727041.11,820086.0087
Fis-163770,34552935.910000004,13318598.32,17202251.115
Fis-163771,5209535,1987057.15,2631230.2994
Fis-163772,30510385.82,29944928.59,29589456.7891
Fis-163774,543858.15,348949.49,389498.59130000003
Fis-163776,187092.44,59183.62,72360.6828
Fis-163777,2803918.66,1960248.3800000001,2062902.9561
Fis-163778,2456734.41,1638334.51,1743114.1113
Fis-163779,1602315.47,1129370.21,1093884.7893
Fis-163780,619982.63,487309.04,507351.1987
Fis-163781,3517475.08,2409858.49,2535964.1302
Fis-163782,10703536.69,8862735.64,8596772.2181
Fis-163783,222408.27,200180.13,202006.7303
Fis-163784,411761.45,312729.99,322221.3272
Fis-163836,41500.84,16731.62,24235.0579
Fis-163838,7237853.6,5257823.83,5350387.1221
Fis-163846,2722569.63,2154411.28,2210024.6423
Fis-163847,1399342.07,564598.81,707656.2912
Fis-163860,3981428.21,3048549,3124662.0246
Fis-163875,343611.45,139850.66,173736.3778
Fis-163883,9595151.91,7162259.18,7406635.6115
Fis-163884,828378.83,771460.12,783794.104
Fis-163885,411777.72,246149.3,270110.9114
Fis-163888,3762590.85,1914806.49,2178161.1264
Fis-163891,3838033.94,2363740.79,2561412.6236
Fis-163894,2244173.98,1449973.8,1542687.9923
Fis-163900,2402049.27,1350481.89,1471417.2952
Fis-163903,439742.9,234000.45,259019.1541
Fis-163904,5100934.86,3764529.65,3973698.6394
Fis-163906,4219863.25,2692517.01,2905414.4076
Fis-163907,4866850.04,2204860.08,2724990.2202
Fis-163919,13113895.32,10508468.7,10710232.6231
Fis-16392,656925.33,361166.29,403391.2056
Fis-163927,534379.1,250140.74,285235.6666
Fis-163929,279543.18,140724.91,164377.0371
Fis-163930,17371385.62,11956471.34,12557089.7283
Fis-163958,888871.69,446021.93,502096.113
Fis-163959,259642.13,137966.93,159163.5645
Fis-163965,802292.96,293133,361105.5578
Fis-163966,1018214.44,648905.57,702119.2883
Fis-163987,13210208.67,9681149.93,10117281.6624
Fis-163998,12314095.28,9102754.66,9458631.6998
Fis-164001,15630763.13,12840494.87,13190596.7191
Fis-164002,13020989.43,9217892.76,9401391.945
Fis-164006,359685.15,233547.1,237674.3714
Fis-164023,181559.07,127900.38,131117.4687
Fis-164025,44166.04,12848.9,16842.7906
Fis-164026,239987.09,120926.76,139182.1637
Fis-164030,2529113.88,1471561.9,1647941.8045
Fis-164032,7872410.85,5155511.72,5400514.5156
Fis-164043,7530540.6,5141888.63,5389242.4547
Fis-164065,2152612.34,1536349.43,1605259.7936
Fis-164067,1353284.74,1133903.08,1131046.2965
Fis-164068,478525.6,274893.88,307176.2619
Fis-164073,7172418.49,3474559.61,4071508.816
Fis-164074,6399314.26,4349397.84,4599648.1002
Fis-164090,1784306.17,1522233.98,1539627.5064
Fis-164093,16885898.52,14292564.33,13900686.0109
Fis-164094,66351727.28,47483168.730000004,48793350.9278
Fis-164117,1538478.44,694777.5700000001,831095.4418
Fis-164128,10825875.04,6805599.66,7363072.4288
Fis-164133,352881.94,229827.12,247015.4324
Fis-164150,2113046.58,940729.87,1133848.1581
Fis-164162,26767862.32,12684825.66,14946386.0954
Fis-164166,1276626.67,791342.38,862266.4338
Fis-164172,317769.37,129778.67,155211.8172
Fis-164178,445856.85,168435.22,194276.1592
Fis-164188,787365.46,477245.44,514572.3457
Fis-164189,295161.48,166904.09,179459.0801
Fis-164211,48050378.14,36469905.910000004,38436873.3507
Fis-164212,11759.04,8668.24,8408.6944
Fis-164216,85863071.74000001,45731338.58,51416218.4928
Fis-164223,4854254.31,2137353.01,2518634.7144
Fis-164225,1443768.32,810161.91,891232.2753
Fis-164244,7396155.1,5271967.5,5326010.2479
Fis-164253,61331592.99,50344492.93,50607218.262
Fis-164254,195563588.26,118808090.89,129614748.9523
Fis-164257,2191467.63,1063161.18,1194213.5311
Fis-164262,714459.15,465806.54,488880.8748
Fis-164264,1264379.73,744885.4400000001,793081.1449
Fis-164265,4405199.71,2119279.73,2452660.7082
Fis-1643,1212282.84,909193.62,949965.7162
Fis-164328,283099.33,79113.48,116999.4569
Fis-164335,6657165.39,5092213.9,5265494.5301
Fis-164353,514239.95,235015.32,285076.4883
Fis-164368,909142.31,379569.94,464977.4302
Fis-164375,1476818.17,405842.97,506341.6198
Fis-164383,3413323.5,1673721.18,1976731.6
Fis-164396,3562701.56,1978803.38,2204006.9311
Fis-164397,8940647.88,6256780.13,6546951.4627
Fis-164408,778510.62,325775.69,431275.4198
Fis-164419,1221701.01,486313.64,592478.8044
Fis-164463,1367221.19,1150985.86,1160475.1739999999
Fis-164471,433202.17,255020.03,281197.7234
Fis-164597,3529987.28,1878146.5,2161266.7157
Fis-1646,644634.41,494272.63,516462.0183
Fis-164604,521477.63,223261.15,272855.9919
Fis-164617,3866627.43,1844299.03,2164928.8946000002
Fis-164624,24025.29,7739.259999999999,11758.0824
Fis-164629,550860.53,297011.83,328542.2085
Fis-164630,619445.21,358450.3,392705.1892
Fis-164649,2139223.12,1205036.11,1298343.214
Fis-164679,3355342.9,2232385.55,2330929.9546
Fis-164699,407747.59,235783.28,261488.6704
Fis-164703,1507995.31,1222801.22,1248874.7644
Fis-164713,1266028.3,433642.3,550485.0284
Fis-164727,570441.8,127340.5,196564.8398
Fis-164733,102388457.49000001,59094502.43,65323733.2202
Fis-164737,408813.11,183060.42,218336.6212
Fis-164770,1783659.29,1080985.92,1128794.3619
Fis-164793,2759380.26,1502577.52,1685658.4779
Fis-164837,3410544.7399999998,1270271.93,1646382.6891
Fis-164849,2797033.72,1521651.97,1647120.327
Fis-164851,2283080.84,892058.42,1044835.3015
Fis-164852,2142031.26,1603351.92,1571525.2038
Fis-164871,8064399.07,5706703.87,5956754.2828
Fis-164872,7507534.38,5116263.98,5404303.8668
Fis-164874,8522742.05,6064283.1,6410459.5559
Fis-164920,4150984.95,2193096.63,2581947.8615
Fis-164964,909661.97,294185.68,402794.0687
Fis-165019,473420.27,431550.8,433023.5763
Fis-165022,299093.85,279312.46,271034.4822
Fis-165057,4188061.1,911734.11,1360868.6326
Fis-165058,32951.09,3663.12,11688.3101
Fis-165065,6258663.88,5275944.54,5412595.7673
Fis-165185,371330.96,208093.53,232697.3242
Fis-165186,362956.84,202609.97,227661.544
Fis-165192,198022.48,88082.7,104959.9206
Fis-165213,1454495.88,460415.95,572747.1402
Fis-165214,1008254.23,604167.82,669236.4753
Fis-165215,573421.88,191215.94,245224.6803
Fis-165216,11346989.82,8498102.07,8781924.2017
Fis-165217,13433144.28,9183827.81,9599725.7161
Fis-165220,12001380.77,7406678.51,7949065.3352
Fis-165225,471582.85,225177.96,255489.8984
Fis-165228,4329067.86,2558030.5,2783820.0121
Fis-165230,543758.91,381936.69,407263.2903
Fis-165242,9770822.64,7558987.25,7705596.5939
Fis-165250,366141.96,135189.33,170538.8545
Fis-165256,5776180.73,3312416.49,3748873.5651
Fis-165257,4101120.88,2023117.33,2373667.0132
Fis-165258,2834409.73,1319145.45,1563241.6978
Fis-165277,14446369.97,12763900.74,12647798.9165
Fis-165311,9316477.93,6133561.29,6534466.8198
Fis-165314,581884.51,508233.66,518483.9436
Fis-165321,363214.09,202842.62,226881.5958
Fis-165322,811966.3,414102.6,478673.8749
Fis-165323,2266215.04,460951.72000000003,761851.5924
Fis-165324,490981.83,438202.14,424554.7829
Fis-165325,769886.03,343618.88,398357.908
Fis-165327,156586.24,131070.96,126921.4548
Fis-165380,291851.67,190309.43,193355.9549
Fis-165431,5794991.29,4283615.98,4457514.3445
Fis-165433,751726.56,659128.59,653402.4897
Fis-165443,7480346.13,4433404.84,4902077.595
Fis-165475,565364.72,450382.2,456544.0848
Fis-165518,2145692.9,1627754.44,1667504.3762
Fis-165553,10438096.84,7085343.21,7597185.4067
Fis-165574,427151.03,318794.06,317593.0218
Fis-165575,1781412.85,1125468.02,1211480.9348
Fis-165595,8236360.33,5730635.08,6021532.9898
Fis-165597,195677.24,76039.9,109707.2012
Fis-165709,6170346.99,5194573.47,5220392.4739
Fis-165715,371817.21,226317,244818.6771
Fis-165718,10192439.36,7046410.53,7544810.4035
Fis-165736,3188261.34,1606806.8,1844472.6402
Fis-165752,7976757.73,5805174.53,5969132.4795
Fis-165753,1121159.4,713984.53,733712.5013
Fis-165782,10955625.88,8743316.74,9040006.2038
Fis-165783,725896.26,458210.23,468258.4604
Fis-165788,45495.97,5365.42,16548.5154
Fis-165848,2233682.34,1234482.46,1437046.6319
Fis-165849,1965428.22,861210.57,1046935.8827
Fis-165850,3802163.05,2107141.17,2408923.6401
Fis-165852,3623112.01,1984457.56,2186266.3275
Fis-165853,1785370.6199999999,789387.21,946580.821
Fis-165854,2902148.81,1550519.12,1798777.732
Fis-165856,5378488.72,3360821.83,3604722.4852
Fis-165879,6972006.24,5196109.7,5288196.278
Fis-165880,1603608.51,793986.76,890936.8686
Fis-165882,201854.13,146443.6,148514.2618
Fis-165950,3500771.08,1744679.91,2032052.5645
Fis-165952,2847690.6,1526713.11,1733961.4254
Fis-165987,2408947.16,685918.24,955457.2653
Fis-166038,137964627.74,76741310.15,86527055.7972
Fis-166039,13418944.82,5062031.34,6411440.8969
Fis-166040,4626964.44,3793921.88,3662919.1967
Fis-166041,184194.59,142581.96,135910.1883
Fis-166044,23702990.73,5790798.97,9165547.1616
Fis-166045,1121597.88,559168.05,628690.353
Fis-166073,5356642.97,2017951.99,2751725.2808
Fis-166133,593157.95,555738.01,548725.5065
Fis-166151,320653.73,188838.91,187815.764
Fis-166176,1258974.44,892312.3,920498.5663
Fis-166180,1737008.11,1051575.92,1136477.149
Fis-166181,1168435.94,540307.33,641816.9772
Fis-166481,3453155.58,2360712.93,2489112.0991
Fis-166518,24131.72,13863.16,14866.718
Fis-166528,598954.51,322476.45,381959.88539999997
Fis-166535,194180.17,154318.3,157107.6256
Fis-166560,10052465.81,5921024.87,6395914.5981
Fis-166561,6478192.9,3903727.36,4342080.197
Fis-166563,2522932.84,639735.67,915440.55
Fis-166598,412258.94,176160.34,198798.0726
Fis-166608,50362.74,44737.9,40858.1151
Fis-166611,8720.71,5694.42,5855.534299999999
Fis-166685,1065907.15,784240.34,815317.6158
Fis-166686,2022872.65,1539085.88,1593256.9188
Fis-166687,951528.66,743750.96,726688.8388
Fis-166688,8291560.02,5410953.77,5529556.7189
Fis-166689,3732242.55,1960861.92,2228598.2298
Fis-166690,1318308.44,954189.58,1005260.6892
Fis-166691,13230085.99,9250126.3,9616316.7493
Fis-166692,7501518.45,5475444.75,5686818.0809
Fis-166693,7180890.27,3967200.35,4373233.1608
Fis-166694,17118908.02,12315890.49,12524970.2603
Fis-166695,5955115.98,4952761.15,4989936.4488
Fis-166701,13765566.21,10366534.61,10428821.0908
Fis-166703,3359680.68,2314503.7,2412255.9708
Fis-166721,782291.71,503367.89,583434.6799
Fis-166722,422225.83,290123.37,316006.0037
Fis-166734,12743763.95,8843480.65,9365224.6021
Fis-166755,1343492.18,785818.74,862399.656
Fis-166776,12174117.25,5794646.57,6903993.8605
Fis-166830,244090.6,111385.11,137689.8261
Fis-166848,2039697.67,1536630.53,1621596.0725
Fis-166905,925343.41,547663.12,526408.2392
Fis-166909,163659.24,73489.81,83006.4607
Fis-166918,46212.43,40277.51,33415.0753
Fis-166920,4841697.49,3814070.21,3876486.3349
Fis-166943,5179969.85,3146330.57,3549007.1486
Fis-166946,461835.03,129691.29,187117.951
Fis-167021,35361.78,35361.78,33820.4458
Fis-167029,1209878.12,336405.83,465059.4229
Fis-167049,926346.45,410956.95,490576.2066
Fis-167056,1935063.1,1411273.63,1477140.1623
Fis-167057,10898279.71,8001253.27,8314939.0111
Fis-167058,7220229.54,5103690.76,5385000.0821
Fis-167071,6958194.42,5302858.59,5525687.8951
Fis-167077,10903163.65,7576648.27,7988901.3841
Fis-167079,8856093.34,5546106.64,5926583.8015
Fis-167080,999529.05,819217.38,805973.6064
Fis-167081,592906.29,389719.29,398914.6102
Fis-167086,3027683.85,1618599.36,1840560.2499
Fis-167266,7359606.41,5012105.5,5158760.0283
Fis-167267,6089146.79,5011628.81,5104418.3366
Fis-167268,7613046.58,5696927.79,5909304.3004
Fis-167269,6902599.48,4702970.24,4809199.1733
Fis-167270,3261680.77,1267838.29,1493972.764
Fis-167271,4693276.65,2935863.15,3247780.8027
Fis-167272,9269079.57,6394148.53,6822320.7449
Fis-167273,9440344.44,7154707.37,7321982.4648
Fis-167275,5537431.26,3023772.44,3421908.6631
Fis-167276,5268794.38,3586558.73,3808379.2122
Fis-167277,7969188.75,5737105.82,5949315.1123
Fis-167278,4305182.14,2319103.13,2571276.1318
Fis-167279,2530391.94,1995107.67,2062955.6972
Fis-167280,277263.85,251324.13,241743.8457
Fis-167281,6958848.85,3766179.82,4234003.4146
Fis-167282,9951253.86,7579973.84,7888404.4081
Fis-167283,5138815.97,3784483.54,3956009.0397
Fis-167284,6682527.67,4126282.94,4546813.0843
Fis-167285,9888331.29,8766805.66,8895193.1722
Fis-167286,7928225.07,5640782.92,5798887.275
Fis-167287,946657.5,603653.02,672373.6988
Fis-167288,3062987,1200838.26,1396830.4683
Fis-167289,4033164.02,2532795.77,2744544.0135
Fis-167291,5961161.81,5137300.54,5234802.9043
Fis-167292,4323832.55,2215281.18,2585697.8333
Fis-167294,7169730.53,3605934.72,4286885.3589
Fis-167295,4802630.99,2762371.85,3065462.8199
Fis-167296,3208101.97,2447149.21,2535569.7089
Fis-167297,5392542.09,4179821.59,4300085.4886
Fis-167298,5325649.4,2953809.44,3337063.8813
Fis-167299,5808804.46,3823569.2,4101068.1839
Fis-167301,5045225.65,4191347.47,4266314.1757
Fis-167304,7296190.21,5867393.73,6045312.5298
Fis-167305,7617023.13,5856107.99,6021745.8128
Fis-167306,1610593.92,930653.16,1012799.5109
Fis-167308,5674152.08,3425405.51,3692201.5583
Fis-167309,7061833.04,4734044.85,5045941.8254
Fis-167313,4282824.24,2295329.79,2633598.5138
Fis-167318,1994589.6199999999,1059235.66,1225538.3717
Fis-167319,7247692.3,3820345.42,4433048.9734
Fis-167320,1086433.08,347678.78,468104.6081
Fis-167321,6455366.09,4865021.23,4981259.8477
Fis-167322,6439924.82,4605533.68,4809540.3605
Fis-167323,10179226.91,6820294.37,7179751.0295
Fis-167326,1078579.76,573624.22,666012.6501
Fis-167333,388687.99,122398.69,175752.4334
Fis-167342,4847421.81,3518744.97,3584743.9544
Fis-167351,2677048.61,1875627.22,1859811.9459
Fis-167352,2524313.69,2111562.33,2158283.012
Fis-167353,1242325.07,724605.45,799136.2042
Fis-167416,516423.63,441463.95,437891.9283
Fis-167417,1376386.43,1132016.61,1136326.7438
Fis-167420,12402727.42,3721274.9,4848476.8818
Fis-167424,3419988.97,1899752.26,2133709.0201
Fis-167428,2054000.83,917142.1,1060932.6346
Fis-16746,1167175.82,806574.91,863910.1172
Fis-167495,3560996.6,887436.5,1849052.8727
Fis-167497,25583.15,15013.18,15776.3917
Fis-167503,11422895.54,9531635,9483733.7937
Fis-167541,22058385.15,9224382.75,13225557.6119
Fis-167562,34718.65,7567.74,15075.0017
Fis-167565,118962.18,29602.35,48341.6513
Fis-167568,2494611.45,2052535.85,2093876.6303
Fis-167583,89644921.49000001,58746013.86,61856315.7628
Fis-167613,250013.05,214556.16,218222.0012
Fis-167636,1012810.77,750277.45,707524.9247
Fis-167639,216049.97,56733.32,90929.5007
Fis-167643,1431217.3,1041716.12,1090807.0462
Fis-167655,785286.05,344091.96,435460.6978
fis-167765,633167.75,498883.18,526386.3023
Fis-167789,2302211.44,1462345.34,1581980.8997
Fis-167791,1547354.36,663290.83,802944.3837
Fis-167797,18180877.51,5549124.09,8017692.1081
Fis-167806,1686850.8,758209.5,913994.3759
Fis-167809,239316.07,137814.59,156473.585
Fis-167815,12008165.21,8154103.21,8804114.2176
Fis-167816,167707.5,138877.76,135152.0796
Fis-167817,1741134.99,572567.67,736112.4557
Fis-167827,371546.19,237286.48,240992.2078
Fis-167828,254698.73,145608.82,162838.0939
Fis-167926,413476.02,233427.45,254949.8279
Fis-167927,294333.22,215638.87,226602.4344
Fis-167929,1197879.4,980113.1900000001,966037.9705
Fis-16793,8746303.85,3865191.06,4946392.0118
Fis-167943,824702.85,599902,642085.9659
Fis-167944,742726.25,685331.74,639114.0263
Fis-167945,1402210.26,1099079.54,1125244.4432
Fis-167951,18007.31,10506.369999999999,10210.0346
Fis-167971,11351.55,7663.71,7628.4568
Fis-167979,3243389.59,1589242.46,1877964.9033
Fis-167981,1809006.39,862001.08,1029056.1971999999
Fis-167983,73592.25,23236.6,36543.0371
Fis-167984,125390.93,49598.08,53966.418099999995
Fis-167988,2311381.85,1473131.02,1577565.6564
Fis-167990,1092039.94,109656.87,269563.7096
Fis-167996,1314359.32,892488.04,914548.2389
Fis-167997,1093524.54,637190.4,704008.6056
Fis-167998,4074268.96,2613776.8,2816554.7945
Fis-16800,537806.86,392140.92,399497.7425
Fis-168001,1701930.2,509187.05,750299.4118
Fis-168085,2612720.01,1679611.11,1808301.937
Fis-168121,3817712.72,2213367.42,2417314.6551
Fis-168124,30456.05,7857.16,12034.529
Fis-168126,217038.21,100932.79000000001,108597.50170000001
Fis-168128,106881.54000000001,40949.270000000004,49020.4321
Fis-168143,735486.79,340693.32,394247.7033
Fis-168148,214317.77,106151.74,117816.9939
Fis-168151,708904.73,384054.82,439369.7007
Fis-168153,82862.23,43379.63,49675.8096
Fis-168160,344598.89,152080.55,177222.6762
