iucn_sid,sciname,main_common_name,cat,cat_score,published_year,iucn_version
8013,Erignathus barbatus ssp. nauticus,Pacific Bearded Seal,LC,0,2015,2018-1
8261,Eunice viridis,Samoan Palolo Worm,DD,NA,1996,2018-1
8262,Eunicella verrucosa,Pink Sea Fan,VU,0.4,1996,2018-1
8407,Eurypegasus draconis,Short Dragonfish,LC,0,2017,2018-1
8408,Eurypegasus papilio,Hawaiian Sea-moth Fish,LC,0,2016,2018-1
8409,Eurypegasus draconis Philippines stock,Little Dragonfish,VU,0.4,1996,2018-1
8784,Gadus morhua,Atlantic Cod,VU,0.4,1996,2018-1
8806,Galaxias johnstoni,Clarence Galaxias,CR,0.8,1996,2018-1
8817,Galaxias argenteus,Giant Kokopu,VU,0.4,2014,2018-1
8951,Gasterosteus aculeatus,Threespined Stickleback,LC,0,2015,2018-1
9175,Gibberula cucullata,NA,DD,NA,1996,2018-1
9176,Gibberula modica,NA,DD,NA,1996,2018-1
9177,Gibberula puntillum,NA,DD,NA,1996,2018-1
9266,Psammogobius biocellatus,Sleepy Goby,LC,0,2017,2018-1
9463,Granulina parilis,NA,DD,NA,1996,2018-1
10016,Heteropoma fulva,NA,DD,NA,1996,2018-1
10017,Heteropoma glabratum,NA,DD,NA,1996,2018-1
10018,Heteropoma pyramis,NA,DD,NA,1996,2018-1
10019,Heteropoma quadrasi,NA,DD,NA,1996,2018-1
10020,Heteropoma tuberculatum,NA,DD,NA,1996,2018-1
10021,Heteropoma turritum,NA,DD,NA,1996,2018-1
10056,Hippocampus capensis,Knysna Seahorse,EN,0.6,2017,2018-1
10057,Hippocampus abdominalis,Pot-bellied Seahorse,LC,0,2017,2018-1
10060,Hippocampus bargibanti,Bargibant's Seahorse,DD,NA,2017,2018-1
10063,Hippocampus breviceps,Short-snouted Seahorse,LC,0,2017,2018-1
10064,Hippocampus camelopardalis,Giraffe Seahorse,DD,NA,2017,2018-1
10065,Hippocampus coronatus,High-crowned Seahorse,DD,NA,2016,2018-1
10066,Hippocampus erectus,Lined Seahorse,VU,0.4,2017,2018-1
10069,Hippocampus hippocampus,Short-snouted Seahorse,DD,NA,2017,2018-1
10070,Hippocampus histrix,Thorny Seahorse,VU,0.4,2017,2018-1
10072,Hippocampus ingens,Giant Seahorse,VU,0.4,2017,2018-1
10074,Hippocampus jayakari,Jayakar's Seahorse,LC,0,2017,2018-1
10075,Hippocampus kuda,Spotted Seahorse,VU,0.4,2014,2018-1
10077,Hippocampus minotaur,Bullneck Seahorse,DD,NA,2017,2018-1
10082,Hippocampus reidi,Long-snout Seahorse,NT,0.2,2017,2018-1
10083,Hippocampus sindonis,Sindo's Seahorse,LC,0,2017,2018-1
10087,Hippocampus trimaculatus,Three-spot Seahorse,VU,0.4,2015,2018-1
10088,Hippocampus whitei,White's Seahorse,EN,0.6,2017,2018-1
10089,Hippocampus zosterae,Dwarf Seahorse,LC,0,2017,2018-1
10097,Hippoglossus hippoglossus,Atlantic Halibut,EN,0.6,1996,2018-1
10105,Hippopus hippopus,Horse's Hoof Clam,VU,0.4,1996,2018-1
10106,Hippopus porcellanus,China Clam,VU,0.4,1996,2018-1
10268,Huso dauricus,Kaluga,CR,0.8,2010,2018-1
10269,Huso huso,Beluga,CR,0.8,2010,2018-1
10273,Huso huso Adriatic Sea stock,Beluga,EX,1,1996,2018-1
10303,Hydrodamalis gigas,Steller's Sea Cow,EX,1,2016,2018-1
10724,Hypoplectrus providencianus,Masked Hamlet,LC,0,2015,2018-1
10939,Jenkinsia parvula,Venezuelan Herring,DD,NA,2017,2018-1
11030,Knipowitschia caucasica,NA,LC,0,2008,2018-1
11060,Kuhlia marginata,Silver Flagtail,LC,0,2012,2018-1
11191,Ophioglossolambis violacea,NA,DD,NA,1996,2018-1
11368,Latiaxis babelis,NA,NT,0.2,1996,2018-1
11375,Latimeria chalumnae,Coelacanth,CR,0.8,2e3,2018-1
11501,Lentipes concolor,Oopu Alamoo,DD,NA,1996,2018-1
11533,Lepidochelys kempii,Kemp's Ridley,CR,0.8,1996,2018-1
11987,Limulus polyphemus,American Horseshoe Crab,VU,0.4,2016,2018-1
12103,Liosaccus pachygaster,NA,VU,0.4,1996,2018-1
12242,Littoraria flammea,NA,EX,1,1996,2018-1
12244,Liza luciae,St. Lucia Mullet,EN,0.6,1996,2018-1
12382,Lottia alveus,Eelgrass Limpet,EX,1,1996,2018-1
12404,Luciogobius pallidus,Well Earthworm Goby,DD,NA,1996,2018-1
12416,Lutjanus analis,Mutton Snapper,NT,0.2,2016,2018-1
12417,Lutjanus cyanopterus,Cubera Snapper,VU,0.4,2016,2018-1
12807,Marginella chalmersi,NA,DD,NA,1996,2018-1
12808,Marginella gemma,NA,DD,NA,1996,2018-1
12809,Marginella liparozona,NA,DD,NA,1996,2018-1
12810,Marginella melvilli,NA,DD,NA,1996,2018-1
13045,Melanogrammus aeglefinus,Haddock,VU,0.4,1996,2018-1
13145,Menidia conchorum,Key Silverside,EN,0.6,2015,2018-1
13232,Mesogobius batrachocephalus,Toad Goby,LC,0,2008,2018-1
13238,Mesonerilla prospera,NA,CR,0.8,1996,2018-1
13655,Neomonachus tropicalis,Caribbean Monk Seal,EX,1,2015,2018-1
13852,Mordacia lapicida,Lamprea de Agua Dulce,DD,NA,1996,2018-1
13932,Muricopsis mariangelae,NA,DD,NA,1996,2018-1
13933,Muricopsis matildae,NA,DD,NA,1996,2018-1
13934,Muricopsis principensis,NA,DD,NA,1996,2018-1
14214,Triglopsis quadricornis,Fourhorn Sculpin,LC,0,2013,2018-1
14264,Myxus capensis,Freshwater Mullet,LC,0,2007,2018-1
14363,Natator depressus,Flatback,DD,NA,1996,2018-1
14500,Nematostella vectensis,Starlet Sea Anemone,VU,0.4,1996,2018-1
14561,Neorapana grandis,NA,DD,NA,1996,2018-1
14562,Neosalanx regani,Ariake Dwarf Icefish,VU,0.4,1996,2018-1
14831,Nodipecten magnificus,NA,DD,NA,1996,2018-1
15108,Odobenus rosmarus ssp. rosmarus,Atlantic Walrus,NT,0.2,2016,2018-1
15184,Ogilbia galapagosensis,Galapagos Cuskeel,VU,0.4,2010,2018-1
15239,Oxyurichthys keiensis,Kei Goby,LC,0,2010,2018-1
15270,Omphalotropis albocarinata,NA,DD,NA,1996,2018-1
15271,Omphalotropis carolinensis,NA,DD,NA,1996,2018-1
15273,Omphalotropis cookei,NA,DD,NA,1996,2018-1
15274,Omphalotropis elegans,NA,DD,NA,1996,2018-1
15275,Omphalotropis elongatula,NA,DD,NA,1996,2018-1
15276,Omphalotropis erosa,NA,DD,NA,1996,2018-1
15278,Omphalotropis fragilis,NA,DD,NA,1996,2018-1
15279,Omphalotropis gracilis,NA,DD,NA,1996,2018-1
15280,Omphalotropis guamensis,NA,DD,NA,1996,2018-1
15281,Omphalotropis howeinsulae,NA,DD,NA,1996,2018-1
15283,Omphalotropis laevigata,NA,DD,NA,1996,2018-1
15284,Omphalotropis laticosta,NA,DD,NA,1996,2018-1
15285,Omphalotropis latilabris,NA,DD,NA,1996,2018-1
15286,Omphalotropis mutica,NA,DD,NA,1996,2018-1
15287,Omphalotropis ochthogyra,NA,DD,NA,1996,2018-1
15288,Omphalotropis picta,NA,DD,NA,1996,2018-1
15289,Omphalotropis pilosa,NA,DD,NA,1996,2018-1
15290,Omphalotropis quadrasi,NA,DD,NA,1996,2018-1
15291,Omphalotropis semicostulata,NA,DD,NA,1996,2018-1
15292,Omphalotropis striatapila,NA,DD,NA,1996,2018-1
15293,Omphalotropis submaritima,NA,DD,NA,1996,2018-1
15295,Omphalotropis suturalis,NA,DD,NA,1996,2018-1
15296,Omphalotropis tumidula,NA,DD,NA,1996,2018-1
15297,Omphalotropis plicosa,NA,EX,1,1996,2018-1
15298,Omphalotropis hieroglyphica,NA,EN,0.6,1996,2018-1
15419,Orcaella brevirostris,Irrawaddy Dolphin,EN,0.6,2017,2018-1
15939,Pandaka pygmaea,Dwarf Pygmy Goby,CR,0.8,1996,2018-1
16011,Favonigobius melanobranchus,Blackthroat Goby,NT,0.2,1996,2018-1
16012,Favonigobius reichei,Indo-pacific Tropical Sand Goby,LC,0,2017,2018-1
16083,Paradoxa confirmata,NA,DD,NA,1996,2018-1
16084,Paradoxa thomensis,NA,DD,NA,1996,2018-1
16185,Parapinnixa affinis,Californian Bay Pea Crab,EN,0.6,1996,2018-1
16238,Paretroplus polyactis,NA,LC,0,2016,2018-1
16474,Pegasus lancifer,Sculptured Dragonfish,LC,0,2016,2018-1
16475,Pegasus laternarius,Brick Seamoth,DD,NA,2017,2018-1
16476,Pegasus volitans,Longtail Seamoth,DD,NA,2016,2018-1
16477,Pegasus volitans Philippines stock,NA,VU,0.4,1996,2018-1
16478,Pegasus volitans South China Sea stock,NA,VU,0.4,1996,2018-1
16781,Petromyzon marinus,Sea Lamprey,LC,0,2013,2018-1
16869,Phallodriloides macmasterae,NA,DD,NA,2014,2018-1
17014,Phoca vitulina ssp. stejnegeri,Kuril Seal,DD,NA,2016,2018-1
17020,Phoca vitulina ssp. vitulina,Eastern Atlantic Harbour Seal,LC,0,2016,2018-1
17021,Phoca vitulina ssp. concolor,Western Atlantic Harbor Seal,LC,0,2016,2018-1
17022,Phoca vitulina ssp. richardii,North Pacific Harbor Seal,LC,0,2016,2018-1
17030,Phocoena phocoena ssp. relicta,Black Sea Harbour Porpoise,EN,0.6,2008,2018-1
17096,Phycodurus eques,Leafy Seadragon,LC,0,2017,2018-1
17177,Phyllopteryx taeniolatus,Weedy Seadragon,LC,0,2017,2018-1
17245,Physiculus helenaensis,St Helena mora,DD,NA,2015,2018-1
17595,Plecoglossus altivelis ssp. ryukyuensis,Ryukyu Ayu-fish,EN,0.6,1996,2018-1
17604,Plectranthias chungchowensis,NA,VU,0.4,1996,2018-1
17710,Pleuronectes ferrugineus,Yellowtail Flounder,VU,0.4,1996,2018-1
17974,Ponapella pihapiha,NA,DD,NA,1996,2018-1
17977,Pontinus nigropunctatus,Deepwater Jack,LC,0,2015,2018-1
17978,Pontoporia blainvillei,Franciscana,VU,0.4,2017,2018-1
18145,Priolepis robinsi,Goby,LC,0,2010,2018-1
18175,Pristis pectinata,Smalltooth Sawfish,CR,0.8,2013,2018-1
18376,Proterorhinus marmoratus,Tubenose Goby,LC,0,2014,2018-1
18383,Prototroctes maraena,Australian Grayling,NT,0.2,2009,2018-1
18428,Psephurus gladius,Chinese Paddlefish,CR,0.8,2010,2018-1
18510,Pseudochromis pesi,Pale Dottyback,VU,0.4,1996,2018-1
18878,Pungitius pungitius,Ninespine Stickleback,LC,0,2013,2018-1
19037,Quadrasiella clathrata,NA,DD,NA,1996,2018-1
19038,Quadrasiella mucronata,NA,DD,NA,1996,2018-1
19301,Ranella olearia,NA,NT,0.2,1996,2018-1
19302,Ranella parthenopaeum,NA,NT,0.2,1996,2018-1
19387,Redigobius dewaali,Checked Goby,LC,0,2016,2018-1
19388,Redigobius bikolanus,Speckled Goby,LC,0,2012,2018-1
19735,Kryptolebias marmoratus,Mangrove Rivulus,LC,0,2014,2018-1
19798,Parasaccogaster melanomycter,Black-nosed Brotula,DD,NA,2015,2018-1
19855,Salmo salar,Atlantic Salmon,LC,0,1996,2018-1
19875,Salvelinus confluentus,Bull Trout,VU,0.4,1996,2018-1
19896,Sanopus astrifer,Whitespotted Toadfish,VU,0.4,2015,2018-1
19897,Sanopus greenfieldorum,Whitelined Toadfish,VU,0.4,2015,2018-1
19898,Sanopus reticulatus,Reticulated Toadfish,EN,0.6,2015,2018-1
19899,Sanopus splendidus,Splendid Toadfish,EN,0.6,2015,2018-1
19938,Scaevatula amancicoi,NA,DD,NA,1996,2018-1
19939,Scaevatula pellisserpentis,NA,DD,NA,1996,2018-1
20084,Sebastes fasciatus,Redfish,EN,0.6,1996,2018-1
20085,Sebastes paucispinus,Bocaccio Rockfish,CR,0.8,1996,2018-1
20200,Sicyopus jonklaasi,Lipstick Goby,DD,NA,1996,2018-1
20268,Siphonaria compressa,NA,CR,0.8,1996,2018-1
20314,Solegnathus dunckeri,Duncker's Pipefish,DD,NA,2017,2018-1
20315,Solegnathus hardwickii,Hardwicke's Pipehorse,DD,NA,2017,2018-1
20316,Solegnathus lettiensis,Günther's Pipehorse,DD,NA,2017,2018-1
20317,Solegnathus robustus,Robust Pipehorse,LC,0,2017,2018-1
20318,Solegnathus spinosissimus,Australian Spiny Pipehorse,DD,NA,2017,2018-1
20425,Sousa teuszii,Atlantic Humpback Dolphin,CR,0.8,2017,2018-1
20795,Stereolepis gigas,Giant Sea Bass,CR,0.8,2004,2018-1
20861,Sander marinus,Estuarine Perch,DD,NA,1996,2018-1
21257,Syngnathus abaster,Black-striped Pipefish,LC,0,2016,2018-1
21308,Tachypleus gigas,Horseshoe Crab,DD,NA,1996,2018-1
21309,Tachypleus tridentatus,Tri-spine Horseshoe Crab,DD,NA,1996,2018-1
21326,Taenioides jacksoni,Bearded Eelgoby,NT,0.2,1996,2018-1
21560,Teinostoma fernandesi,NA,DD,NA,1996,2018-1
21561,Teinostoma funiculatum,NA,DD,NA,1996,2018-1
21628,Teramulus kieneri,Vily,LC,0,2016,2018-1
21681,Thaanumella angulosa,NA,DD,NA,1996,2018-1
21682,Thaanumella cookei,NA,DD,NA,1996,2018-1
21855,Thryssa scratchleyi,Freshwater Anchovy,DD,NA,1996,2018-1
22003,Totoaba macdonaldi,Totoaba,CR,0.8,2010,2018-1
22105,Trichechus manatus ssp. manatus,Caribbean Manatee,EN,0.6,2008,2018-1
22106,Trichechus manatus ssp. latirostris,Florida Manatee,EN,0.6,2008,2018-1
22135,Tridacna crocea,Saffron-coloured Clam,LC,0,1996,2018-1
22136,Tridacna derasa,Southern Giant Clam,VU,0.4,1996,2018-1
22137,Tridacna gigas,Giant Clam,VU,0.4,1996,2018-1
22138,Tridacna maxima,Small Giant Clam,VU,0.4,1996,2018-1
22139,Tridacna rosewateri,Bénitier De Rosewater,VU,0.4,1996,2018-1
22140,Tridacna squamosa,Fluted Giant Clam,VU,0.4,1996,2018-1
22141,Tridacna mbalavuana,Tevoro Clam,VU,0.4,1996,2018-1
22594,Typhlatya iliffei,NA,CR,0.8,1996,2018-1
23045,Volvarina insulana,NA,DD,NA,1996,2018-1
23090,Wrayanna soluta,NA,DD,NA,1996,2018-1
23149,Xiphias gladius North Atlantic stock,Swordfish,EN,0.6,1996,2018-1
23163,Xyrichtys virens,NA,VU,0.4,1996,2018-1
23259,Zosterisessor ophiocephalus,Grass Goby,LC,0,2014,2018-1
29609,Sebastolobus alascanus,Shortspine Thornyhead,EN,0.6,2e3,2018-1
39302,Anthias regalis,NA,VU,0.4,1996,2018-1
39304,Serranus dewegeri,Meo Viejo,NT,0.2,1996,2018-1
39331,Squatina occulta,Smoothback Angel Shark,EN,0.6,2007,2018-1
39340,Cetorhinus maximus Northeast Atlantic subpopulation,Basking Shark,EN,0.6,2009,2018-1
39343,Lamna nasus Northeast Atlantic subpopulation,Porbeagle,CR,0.8,2006,2018-1
39344,Lamna nasus Northwest Atlantic subpopulation,Porbeagle,EN,0.6,2006,2018-1
39373,Carcharhinus limbatus Northwest Atlantic subpopulation,Blacktip Shark,VU,0.4,2e3,2018-1
39376,Carcharhinus obscurus Northwest and Western Central Atlantic subpopulation,Dusky Shark,VU,0.4,2e3,2018-1
39427,Cephalorhynchus hectori ssp. maui,North Island Hector's Dolphin,CR,0.8,2013,2018-1
39465,Squatina guggenheim Brazilian subpopulation,Angular Angel Shark,EN,0.6,2e3,2018-1
39541,Notorynchus cepedianus East Pacific subpopulation,Broadnose Sevengill,NT,0.2,2e3,2018-1
39543,Carcharhinus amboinensis Southwest Indian Ocean subpopulation,Pigeye Shark,NT,0.2,2009,2018-1
39544,Carcharhinus brevipinna Northwest Atlantic subpopulation,Spinner Shark,VU,0.4,2e3,2018-1
39545,Cetorhinus maximus North Pacific subpopulation,Basking Shark,EN,0.6,2009,2018-1
40710,Percarina demidoffii,NA,NT,0.2,1996,2018-1
40715,Syngnathoides biaculeatus,Alligator Pipefish,LC,0,2017,2018-1
40773,Hippocampus subelongatus,West Australian Seahorse,DD,NA,2017,2018-1
40784,Neovison macrodon,Sea Mink,EX,1,2016,2018-1
40802,Hippocampus barbouri,Barbour's Seahorse,VU,0.4,2017,2018-1
41005,Hippocampus mohnikei,Japanese Seahorse,VU,0.4,2017,2018-1
41006,Hippocampus guttulatus,Long-snouted Seahorse,DD,NA,2017,2018-1
41007,Hippocampus algiricus,West African Seahorse,VU,0.4,2017,2018-1
41008,Hippocampus comes,Tiger Tail Seahorse,VU,0.4,2015,2018-1
41009,Hippocampus fisheri,Hawaiian Seahorse,LC,0,2017,2018-1
41010,Hippocampus kelloggi,Great Seahorse,VU,0.4,2017,2018-1
41030,Syngnathus watermeyeri,Estuarine Pipefish,CR,0.8,2017,2018-1
41667,Zalophus japonicus,Japanese Sea Lion,EX,1,2017,2018-1
41673,Pusa hispida ssp. botnica,Baltic Ringed Seal,LC,0,2015,2018-1
41677,Pusa hispida ssp. ochotensis,Okhotsk Sea Ringed Seal,LC,0,2016,2018-1
41713,Balaenoptera musculus ssp. intermedia,Antarctic Blue Whale,CR,0.8,2008,2018-1
41716,Hippocampus denise,Denise's Pygmy Seahorse,DD,NA,2017,2018-1
41742,Carcharhinus brachyurus East Asia subpopulation,Bronze Whaler,VU,0.4,2003,2018-1
41745,Centrophorus uyato,Little Gulper Shark,DD,NA,2003,2018-1
41761,Pontoporia blainvillei Rio Grande do Sul/Uruguay subpopulation,Franciscana,VU,0.4,2012,2018-1
41878,Stegostoma fasciatum,Zebra Shark,EN,0.6,2016,2018-1
41880,Haliotis cracherodii,Black Abalone,CR,0.8,2003,2018-1
42833,Hemiscyllium ocellatum New Guinea subpopulation,Epaulette Shark,NT,0.2,2003,2018-1
42834,Negaprion acutidens Southeast Asia subpopulation,Sharptooth Lemon Shark,EN,0.6,2003,2018-1
43972,Polyprion americanus,Wreckfish,DD,NA,2003,2018-1
43973,Polyprion americanus Brazilian subpopulation,Wreckfish,CR,0.8,2003,2018-1
43993,Vanvoorstia bennettiana,Bennett's Seaweed,EX,1,2003,2018-1
44070,Carcharias taurus East coast of Australia subpopulation,Spotted Ragged-tooth Shark,CR,0.8,2003,2018-1
44071,Carcharias taurus Western Australia subpopulation,Spotted Ragged-tooth Shark,NT,0.2,2003,2018-1
44167,Sicyopterus stimpsoni,Stimpson's Goby,NT,0.2,1996,2018-1
44168,Squalus acanthias Northeast Atlantic subpopulation,Spiny Dogfish,CR,0.8,2006,2018-1
44169,Squalus acanthias Northwest Atlantic subpopulation,Spiny Dogfish,EN,0.6,2006,2018-1
44173,Amblyrhynchus cristatus ssp. albemarlensis,Isabella Marine Iguana,VU,0.4,2004,2018-1
44174,Amblyrhynchus cristatus ssp. cristatus,Galapagos Marine Iguana,VU,0.4,2004,2018-1
44175,Amblyrhynchus cristatus ssp. hassi,Santa Cruz Marine Iguana,VU,0.4,2004,2018-1
44176,Amblyrhynchus cristatus ssp. mertensi,San Cristóbal Marine Iguana,EN,0.6,2004,2018-1
44177,Amblyrhynchus cristatus ssp. nanus,Genovesa Marine Iguana,EN,0.6,2004,2018-1
44178,Amblyrhynchus cristatus ssp. sielmanni,Pinta Marine Iguana,VU,0.4,2004,2018-1
44179,Amblyrhynchus cristatus ssp. venustissimus,Galapagos Marine Iguana,VU,0.4,2004,2018-1
44187,Orcaella brevirostris Malampaya Sound subpopulation,Irrawaddy Dolphin,CR,0.8,2004,2018-1
44478,Awaous macrorhynchus,NA,LC,0,2017,2018-1
44479,Eleotris pellegrini,NA,LC,0,2016,2018-1
44668,Choerodon cauteroma,Bluespotted Tuskfish,LC,0,2004,2018-1
44669,Choerodon schoenleinii,Blackspot Tuskfish,NT,0.2,2004,2018-1
44670,Choerodon cyanodus,Bluebone Groper,LC,0,2004,2018-1
44679,Epinephelides armatus,Breaksea Cod,NT,0.2,2004,2018-1
44680,Epinephelus cifuentesi Galápagos Islands subpopulation,Olive Grouper,VU,0.4,2004,2018-1
44685,Semicossyphus reticulatus,Asian Sheepshead Wrasse,DD,NA,2004,2018-1
44994,Discopyge tschudii Southwest Atlantic subpopulation,Apron Ray,VU,0.4,2004,2018-1
44995,Discopyge tschudii Southeast Pacific subpopulation,Apron Ray,DD,NA,2004,2018-1
46863,Atherinomorus lineatus,Lined Silverside,VU,0.4,1996,2018-1
60216,Centrophorus granulosus Western Central Atlantic subpopulation,Steindachner's Dogfish,DD,NA,2006,2018-1
60221,Carcharhinus signatus Eastern Atlantic subpopulation,Night Shark,DD,NA,2006,2018-1
60224,Ginglymostoma cirratum Western Atlantic subpopulation,Nurse Shark,NT,0.2,2006,2018-1
60302,Orthetrum poecilops,Mangrove Skimmer,VU,0.4,2009,2018-1
60344,Anguilla anguilla,European Eel,CR,0.8,2014,2018-1
61207,Pellona ditchela,Indian Pellona,LC,0,2016,2018-1
61213,Oligolepis acutipennis,Paintedfin Goby,DD,NA,2016,2018-1
61250,Lutjanus argentimaculatus,Mangrove Red Snapper,LC,0,2016,2018-1
61314,Acentronura australe,Southern Little Pipehorse,DD,NA,2016,2018-1
61333,Hucho perryi,Sakhalin Taimen,CR,0.8,2006,2018-1
61334,Bahaba taipingensis,Chinese Bahaba,CR,0.8,2006,2018-1
61335,Choerodon azurio,Scarbreast Tuskfin,DD,NA,2006,2018-1
61340,Semicossyphus pulcher,California Sheephead,VU,0.4,2006,2018-1
61409,Squalus acanthias Australasia subpopulation,Spiny Dogfish,LC,0,2006,2018-1
61410,Squalus acanthias Black Sea subpopulation,Spiny Dogfish,VU,0.4,2006,2018-1
61411,Squalus acanthias Mediterranean subpopulation,Spiny Dogfish,EN,0.6,2006,2018-1
61414,Squalus acanthias South America subpopulation,Spiny Dogfish,VU,0.4,2006,2018-1
61415,Squalus acanthias Southern Africa subpopulation,Spiny Dogfish,LC,0,2006,2018-1
61420,Lamna nasus Mediterranean subpopulation,Porbeagle,CR,0.8,2006,2018-1
61422,Xyrichtys trivittatus,Triple-barred Razorfish,DD,NA,2006,2018-1
61743,Haliotis kamtschatkana,Pinto Abalone,EN,0.6,2006,2018-1
62222,Plecoglossus altivelis,Ayu sweetfish,DD,NA,2012,2018-1
63163,Carcharias taurus Southwest Atlantic subpopulation,Spotted Raggedtooth Shark,CR,0.8,2007,2018-1
63442,Eussoia leptodonta,NA,DD,NA,2010,2018-1
63570,Argyrosomus hololepidotus,Madagascar Kob,EN,0.6,2007,2018-1
63572,Pterapogon kauderni,Banggai Cardinalfish,EN,0.6,2007,2018-1
63573,Caryophyllia solida,NA,DD,NA,2007,2018-1
63574,Concentrotheca vaughani,NA,DD,NA,2007,2018-1
63575,Crispatotrochus galapagensis,NA,DD,NA,2007,2018-1
63576,Polycyathus isabela,NA,VU,0.4,2007,2018-1
63577,Dendrophyllia johnsoni,NA,DD,NA,2007,2018-1
63578,Endopsammia pourtalesi,NA,DD,NA,2007,2018-1
63579,Rhizopsammia wellingtoni,Wellington's Solitary Coral,CR,0.8,2007,2018-1
63580,Tubastraea floreana,Floreana Coral,CR,0.8,2007,2018-1
63581,Flabellum daphnense,NA,DD,NA,2007,2018-1
63582,Pseudocyathoceras avis,NA,DD,NA,2007,2018-1
63583,Ectochaete perforans,NA,DD,NA,2007,2018-1
63584,Rhizoclonium robustum,NA,DD,NA,2007,2018-1
63585,Desmarestia tropica,Tropical Acidweed,CR,0.8,2007,2018-1
63586,Dictyopteris diaphana,NA,DD,NA,2007,2018-1
63587,Dictyota galapagensis,NA,CR,0.8,2007,2018-1
63588,Dictyota major,NA,DD,NA,2007,2018-1
63589,Padina concrescens,NA,DD,NA,2007,2018-1
63590,Spatoglossum ecuadoreanum,NA,DD,NA,2007,2018-1
63591,Spatoglossum schmittii,NA,CR,0.8,2007,2018-1
63592,Zosterocarpus abyssicola,NA,DD,NA,2007,2018-1
63593,Bifurcaria galapagensis,Galapagos Stringweed,CR,0.8,2007,2018-1
63594,Sargassum albemarlense,Albemarle Sargassum,DD,NA,2007,2018-1
63595,Sargassum galapagense,Galapagos Sargassum,DD,NA,2007,2018-1
63596,Sargassum setifolium,String Sargassum,EN,0.6,2007,2018-1
63597,Sargassum templetonii,Templeton's Sargassum,DD,NA,2007,2018-1
63598,Eisenia galapagensis,Galápagos Kelp,VU,0.4,2007,2018-1
63599,Sporochnus rostratus,NA,DD,NA,2007,2018-1
63600,Asparagopsis svedelii,NA,DD,NA,2007,2018-1
63601,Antithamnion veleroae,NA,DD,NA,2007,2018-1
63602,Callithamnion ecuadoreanum,NA,DD,NA,2007,2018-1
63603,Callithamnion epiphyticum,NA,DD,NA,2007,2018-1
63604,Ceramium hoodii,NA,DD,NA,2007,2018-1
63605,Ceramium howellii,NA,DD,NA,2007,2018-1
63606,Ceramium prostratum,NA,DD,NA,2007,2018-1
63607,Ceramium templetonii,NA,DD,NA,2007,2018-1
63608,Pleonosporium complanatum,NA,LC,0,2007,2018-1
63609,Acrosorium papenfussii,NA,VU,0.4,2007,2018-1
63610,Austrofolium equatorianum,NA,VU,0.4,2007,2018-1
63611,Austrofolium howellii,NA,DD,NA,2007,2018-1
63612,Myriogramme kylinii,NA,CR,0.8,2007,2018-1
63613,Nitophyllum divaricatum,NA,DD,NA,2007,2018-1
63614,Phycodrina elegans,NA,CR,0.8,2007,2018-1
63615,Pseudolaingia hancockii,NA,VU,0.4,2007,2018-1
63616,Alsidium pusillum,NA,DD,NA,2007,2018-1
63617,Chondria flexicaulis,NA,DD,NA,2007,2018-1
63618,Laurencia congesta,NA,DD,NA,2007,2018-1
63619,Laurencia densissima,NA,DD,NA,2007,2018-1
63620,Laurencia ligulata,NA,DD,NA,2007,2018-1
63621,Laurencia mediocris,NA,DD,NA,2007,2018-1
63622,Laurencia oppositocladia,NA,CR,0.8,2007,2018-1
63623,Pterosiphonia paucicorticata,NA,DD,NA,2007,2018-1
63624,Amphiroa compressa,NA,DD,NA,2007,2018-1
63625,Amphiroa crustiformis,NA,DD,NA,2007,2018-1
63626,Amphiroa galapagensis,NA,DD,NA,2007,2018-1
63627,Archaeolithothamnion crosslandii,NA,DD,NA,2007,2018-1
63628,Goniolithon alternans,NA,DD,NA,2007,2018-1
63629,Lithophyllum amplostratum,NA,DD,NA,2007,2018-1
63630,Lithophyllum complexum,NA,DD,NA,2007,2018-1
63631,Lithophyllum mutabile,NA,DD,NA,2007,2018-1
63632,Lithophyllum rileyi,NA,DD,NA,2007,2018-1
63633,Lithophyllum sancti-georgei,NA,DD,NA,2007,2018-1
63634,Tenarea erecta,NA,DD,NA,2007,2018-1
63635,Lithothamnion cottonii,NA,DD,NA,2007,2018-1
63636,Lithothamnion pocillum,NA,DD,NA,2007,2018-1
63637,Mesophyllum laxum,NA,DD,NA,2007,2018-1
63638,Chondrus albemarlensis,NA,DD,NA,2007,2018-1
63639,Chondrus hancockii,NA,DD,NA,2007,2018-1
63640,Kallymenia multiloba,NA,DD,NA,2007,2018-1
63641,Kallymenia setchellii,NA,DD,NA,2007,2018-1
63642,Pugetia latiloba,NA,LC,0,2007,2018-1
63643,Ahnfeltiopsis smithii,NA,DD,NA,2007,2018-1
63644,Ochtodes crokeri,NA,LC,0,2007,2018-1
63645,Gracilaria ecuadoreanus,NA,DD,NA,2007,2018-1
63646,Gracilaria skottsbergii,NA,CR,0.8,2007,2018-1
63647,Halymenia santamariae,NA,DD,NA,2007,2018-1
63648,Pachymenia saxicola,NA,LC,0,2007,2018-1
63649,Prionitis galapagensis,NA,DD,NA,2007,2018-1
63650,Prionitis hancockii,NA,DD,NA,2007,2018-1
63651,Galaxaura barbata,NA,CR,0.8,2007,2018-1
63652,Galaxaura intermedia,NA,DD,NA,2007,2018-1
63653,Schizymenia ecuadoreana,NA,CR,0.8,2007,2018-1
