iucn_sid,sciname,presence,subpop,dbf_file,max_depth,kingdom,phylum,class,order,taxon
21132963,Borostomias elucens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Borostomias_elucens.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190359,Borostomias mononema,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Borostomias_mononema.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
154997,Bregmaceros atlanticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bregmaceros_atlanticus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
183566,Bregmaceros bathymaster,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bregmaceros_bathymaster.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
16425572,Bregmaceros cantori,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bregmaceros_cantori.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
16425603,Bregmaceros houdei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bregmaceros_houdei.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522050,Bregmaceros nectabanus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bregmaceros_nectabanus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
195080,Brevoortia aurea,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_aurea.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
191207,Brevoortia gunteri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_gunteri.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
191208,Brevoortia patronus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_patronus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
98471004,Brevoortia pectinata,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_pectinata.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
190185,Brevoortia smithi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_smithi.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
190134,Brevoortia tyrannus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brevoortia_tyrannus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
16427324,Brotula barbata,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brotula_barbata.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
183970,Brotula clarkae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brotula_clarkae.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
183758,Brotula ordwayi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Brotula_ordwayi.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
18127809,Bufoceratias wedli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bufoceratias_wedli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
57453648,Bythites islandicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bythites_islandicus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
154990,Calamopteryx jeb,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Calamopteryx_jeb.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
198624,Carapus acus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Carapus_acus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
16431946,Carapus bermudensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Carapus_bermudensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
198564,Cataetyx alleni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cataetyx_alleni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
60469552,Cataetyx bruuni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cataetyx_bruuni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
198623,Cataetyx laticeps,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cataetyx_laticeps.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
190447,Caulophryne jordani,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Caulophryne_jordani.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
60469615,Caulophryne pelagica,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Caulophryne_pelagica.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
21112867,Caulophryne polynema,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Caulophryne_polynema.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
15598550,Centrobranchus nigroocellatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Centrobranchus_nigroocellatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
60469670,Centrophryne spinulosa,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Centrophryne_spinulosa.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
18127741,Ceratias holboelli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ceratias_holboelli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
21112879,Ceratias uranoscopus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ceratias_uranoscopus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
198612,Ceratoscopelus maderensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ceratoscopelus_maderensis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
15598596,Ceratoscopelus warmingii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ceratoscopelus_warmingii.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
190383,Cetengraulis edentulus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetengraulis_edentulus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
183878,Cetengraulis mysticetus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetengraulis_mysticetus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
60469697,Cetomimus compunctus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetomimus_compunctus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,cetomimiformes,cetomimiformes
190349,Cetomimus gillii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetomimus_gillii.dbf,200 m +,ANIMALIA,chordata,actinopterygii,cetomimiformes,cetomimiformes
60469712,Cetomimus hempeli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetomimus_hempeli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,cetomimiformes,cetomimiformes
15522073,Cetonurus globiceps,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetonurus_globiceps.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
190260,Cetostoma regani,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cetostoma_regani.dbf,200 m +,ANIMALIA,chordata,actinopterygii,cetomimiformes,cetomimiformes
183716,Chaenomugil proboscideus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaenomugil_proboscideus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,mugiliformes,mugiliformes
60469804,Chaenophryne draco,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaenophryne_draco.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
154916,Chaenophryne longiceps,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaenophryne_longiceps.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
42830251,Chaenophryne ramifera,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaenophryne_ramifera.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
190203,Chauliodus danae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chauliodus_danae.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132976,Chauliodus minimus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chauliodus_minimus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132979,Chauliodus schmidti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chauliodus_schmidti.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190324,Chauliodus sloani,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chauliodus_sloani.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190064,Chaunax pictus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaunax_pictus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
18127783,Chaunax suttkusi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chaunax_suttkusi.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
190123,Cheilopogon cyanopterus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_cyanopterus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
183575,Cheilopogon dorsomacula,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_dorsomacula.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
198575,Cheilopogon exsiliens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_exsiliens.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
190391,Cheilopogon furcatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_furcatus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
198576,Cheilopogon heterurus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_heterurus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
190276,Cheilopogon melanurus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_melanurus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
13487690,Cheilopogon milleri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_milleri.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
13487700,Cheilopogon nigricans,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_nigricans.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
183209,Cheilopogon papilio,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_papilio.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
155104,Cheilopogon pinnatibarbatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_pinnatibarbatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
155257,Cheilopogon rapanouiensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_rapanouiensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
184008,Cheilopogon xenopterus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cheilopogon_xenopterus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
197037,Chelon bispinosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chelon_bispinosus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,mugiliformes,mugiliformes
135689,Chelon labrosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chelon_labrosus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,mugiliformes,mugiliformes
183598,Chilara taylori,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chilara_taylori.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
155181,Chirocentrodon bleekerianus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chirocentrodon_bleekerianus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
75150150,Chirocentrus dorab,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chirocentrus_dorab.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
98735314,Chirocentrus nudus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chirocentrus_nudus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
194993,Chlorophthalmus agassizi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chlorophthalmus_agassizi.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
191196,Chriodorus atherinoides,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Chriodorus_atherinoides.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
18125362,Ciliata mustela,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ciliata_mustela.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
18125379,Ciliata septentrionalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Ciliata_septentrionalis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
166196,Clupanodon thrissa,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Clupanodon_thrissa.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
155123,Clupea harengus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Clupea_harengus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
47164926,Coccorella atlantica,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coccorella_atlantica.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
82125026,Coelorinchus geronimo,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coelorinchus_geronimo.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522095,Coelorinchus labiatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coelorinchus_labiatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522109,Coelorinchus polli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coelorinchus_polli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
166216,Coilia grayii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coilia_grayii.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
180980,Coilia lindmani,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coilia_lindmani.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
154743,Coilia neglecta,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coilia_neglecta.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
183457,Colpichthys hubbsi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Colpichthys_hubbsi.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183357,Colpichthys regis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Colpichthys_regis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
166428,Corica soborna,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Corica_soborna.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,clupeiformes,clupeiformes
190420,Corniger spinosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Corniger_spinosus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,beryciformes,beryciformes
18125776,Coryphaenoides armatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_armatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
198594,Coryphaenoides guentheri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_guentheri.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522140,Coryphaenoides leptolepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_leptolepis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522143,Coryphaenoides marshalli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_marshalli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
198595,Coryphaenoides mediterraneus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_mediterraneus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
154702,Coryphaenoides nasutus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_nasutus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522146,Coryphaenoides paramarshalli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_paramarshalli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
18125838,Coryphaenoides profundicolus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_profundicolus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
60469866,Coryphaenoides rudis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_rudis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522149,Coryphaenoides rupestris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_rupestris.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
154890,Coryphaenoides subserrulatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_subserrulatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522152,Coryphaenoides zaniophorus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Coryphaenoides_zaniophorus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
196421,Crenimugil crenilabis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Crenimugil_crenilabis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,mugiliformes,mugiliformes
190067,Cryptopsaras couesii,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cryptopsaras_couesii.dbf,200 m +,ANIMALIA,chordata,actinopterygii,lophiiformes,lophiiformes
18252612,Cyclothone acclinidens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_acclinidens.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190300,Cyclothone alba,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_alba.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
198757,Cyclothone braueri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_braueri.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18252616,Cyclothone livida,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_livida.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190133,Cyclothone microdon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_microdon.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132825,Cyclothone obscura,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Cyclothone_obscura.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
