iucn_sid,sciname,presence,subpop,dbf_file,max_depth,kingdom,phylum,class,order,taxon
21110389,Apletodon pellegrini,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Apletodon_pellegrini.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
183802,Arcos decoris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arcos_decoris.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
183504,Arcos erythrops,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arcos_erythrops.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
185939,Arcos nudus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arcos_nudus.dbf,< 20 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
183563,Arcos poecilophthalmus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arcos_poecilophthalmus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
183418,Arcos rhodospilus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arcos_rhodospilus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,gobiesociformes,gobiesociformes
194997,Arctozenus risso,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Arctozenus_risso.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
190130,Argyripnus atlanticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyripnus_atlanticus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18253276,Argyropelecus aculeatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyropelecus_aculeatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190118,Argyropelecus affinis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyropelecus_affinis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18253282,Argyropelecus gigas,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyropelecus_gigas.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
154998,Argyropelecus hemigymnus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyropelecus_hemigymnus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132859,Argyropelecus sladeni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Argyropelecus_sladeni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469232,Aristostomias lunifer,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Aristostomias_lunifer.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132898,Aristostomias polydactylus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Aristostomias_polydactylus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190353,Aristostomias tittmanni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Aristostomias_tittmanni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132901,Aristostomias xenostoma,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Aristostomias_xenostoma.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190373,Astronesthes atlanticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_atlanticus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132906,Astronesthes caulophorus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_caulophorus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469237,Astronesthes decoratus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_decoratus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18256447,Astronesthes gemmifer,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_gemmifer.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469241,Astronesthes haplophos,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_haplophos.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132910,Astronesthes indicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_indicus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469244,Astronesthes karsteni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_karsteni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190229,Astronesthes leucopogon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_leucopogon.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190360,Astronesthes macropogon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_macropogon.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132914,Astronesthes micropogon,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_micropogon.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
190361,Astronesthes niger,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_niger.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
154815,Astronesthes richardsoni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Astronesthes_richardsoni.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
2352,Atherina boyeri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherina_boyeri.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
13462411,Atherina lopeziana,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherina_lopeziana.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
194991,Atherina presbyter,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherina_presbyter.dbf,200 m +,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
184045,Atherinella argentea,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_argentea.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
16410245,Atherinella blackburni,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_blackburni.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
16411567,Atherinella brasiliensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_brasiliensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
184040,Atherinella crystallina,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_crystallina.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
184007,Atherinella eriarcha,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_eriarcha.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183837,Atherinella guatemalensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_guatemalensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
16417341,Atherinella milleri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_milleri.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183733,Atherinella nepenthe,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_nepenthe.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183455,Atherinella nesiotes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_nesiotes.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183266,Atherinella nocturna,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_nocturna.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183286,Atherinella pachylepis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_pachylepis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183216,Atherinella panamensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_panamensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
154737,Atherinella serrivomer,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_serrivomer.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183568,Atherinella starksi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinella_starksi.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
95569528,Atherinomorus duodecimalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinomorus_duodecimalis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183957,Atherinops affinis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinops_affinis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
183827,Atherinopsis californiensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherinopsis_californiensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
155153,Atherion elymus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Atherion_elymus.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,atheriniformes,atheriniformes
13462434,Aulopus cadenati,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Aulopus_cadenati.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
57714556,Barathrites iris,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Barathrites_iris.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
57453678,Barathronus multidens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Barathronus_multidens.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
18138780,Barathronus parfaiti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Barathronus_parfaiti.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
21110276,Barbourisia rufa,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Barbourisia_rufa.dbf,200 m +,ANIMALIA,chordata,actinopterygii,cetomimiformes,cetomimiformes
190154,Bassozetus compressus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bassozetus_compressus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
60469264,Bassozetus levistomatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bassozetus_levistomatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
60469273,Bassozetus normalis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bassozetus_normalis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
60469298,Bassozetus oncerocephalus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bassozetus_oncerocephalus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
18138825,Bassozetus taenia,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bassozetus_taenia.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
21132928,Bathophilus brevis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_brevis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18256458,Bathophilus digitatus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_digitatus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132935,Bathophilus longipinnis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_longipinnis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469323,Bathophilus metallicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_metallicus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
198761,Bathophilus nigerrimus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_nigerrimus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
21132953,Bathophilus pawneei,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_pawneei.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
60469375,Bathophilus schizochirus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_schizochirus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18256490,Bathophilus vaillanti,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathophilus_vaillanti.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
15522061,Bathygadus favosus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathygadus_favosus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522064,Bathygadus macrops,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathygadus_macrops.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
15522069,Bathygadus melanobranchus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathygadus_melanobranchus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,gadiformes,gadiformes
13462745,Bathymicrops regis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathymicrops_regis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
57693936,Bathyonus laticeps,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathyonus_laticeps.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
13462748,Bathypterois atricolor,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_atricolor.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462751,Bathypterois dubius,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_dubius.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
194992,Bathypterois grallator,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_grallator.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
190243,Bathypterois longipes,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_longipes.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
194816,Bathypterois mediterraneus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_mediterraneus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462757,Bathypterois phenax,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_phenax.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462760,Bathypterois quadrifilis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_quadrifilis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462763,Bathypterois viridensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathypterois_viridensis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462491,Bathysaurus ferox,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathysaurus_ferox.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
195001,Bathysaurus mollis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathysaurus_mollis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
13462771,Bathytyphlops marionae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathytyphlops_marionae.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
190334,Bathytyphlops sewelli,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bathytyphlops_sewelli.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
183533,Batrachoides boulengeri,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_boulengeri.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
13486222,Batrachoides liberiensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_liberiensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
2644,Batrachoides manglae,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_manglae.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
183844,Batrachoides pacifici,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_pacifici.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
154930,Batrachoides surinamensis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_surinamensis.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
183351,Batrachoides waltersi,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Batrachoides_waltersi.dbf,< 200 m,ANIMALIA,chordata,actinopterygii,batrachoidiformes,batrachoidiformes
198573,Belone belone,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Belone_belone.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beloniformes,beloniformes
13485675,Benthalbella infans,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Benthalbella_infans.dbf,200 m +,ANIMALIA,chordata,actinopterygii,aulopiformes,aulopiformes
154929,Benthocometes robustus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Benthocometes_robustus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,ophidiiformes,ophidiiformes
198611,Benthosema glaciale,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Benthosema_glaciale.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
15598524,Benthosema suborbitale,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Benthosema_suborbitale.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
198578,Beryx decadactylus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Beryx_decadactylus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beryciformes,beryciformes
16425354,Beryx splendens,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Beryx_splendens.dbf,200 m +,ANIMALIA,chordata,actinopterygii,beryciformes,beryciformes
15598540,Bolinichthys distofax,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bolinichthys_distofax.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
190390,Bolinichthys indicus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bolinichthys_indicus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
190317,Bolinichthys photothorax,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bolinichthys_photothorax.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
190488,Bolinichthys supralateralis,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bolinichthys_supralateralis.dbf,200 m +,ANIMALIA,chordata,actinopterygii,myctophiformes,myctophiformes
190176,Bonapartia pedaliota,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Bonapartia_pedaliota.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
18256504,Borostomias abyssorum,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Borostomias_abyssorum.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
198762,Borostomias antarcticus,1,NA,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/zips_from_iucn_2018/IUCN_moremaps_part1/Borostomias_antarcticus.dbf,200 m +,ANIMALIA,chordata,actinopterygii,stomiiformes,stomiiformes
