iucn_sid,sciname,category,dbf_file,map_id,api_pop
195442,Hemitrygon parvonigra,DD,CHONDRICHTHYES.dbf,NA,NA
195444,Dipturus acrobelus,LC,CHONDRICHTHYES.dbf,NA,NA
195446,Dipturus endeavouri,NT,CHONDRICHTHYES.dbf,NA,NA
195448,Dipturus grahami,LC,CHONDRICHTHYES.dbf,NA,NA
195452,Dipturus queenslandicus,DD,CHONDRICHTHYES.dbf,NA,NA
195454,Dipturus wuhanlingi,DD,CHONDRICHTHYES.dbf,NA,NA
195455,Maculabatis astra,LC,CHONDRICHTHYES.dbf,NA,NA
195456,Himantura leoparda,VU,CHONDRICHTHYES.dbf,NA,NA
195457,Irolita westraliensis,DD,CHONDRICHTHYES.dbf,NA,NA
195459,Manta alfredi,VU,CHONDRICHTHYES.dbf,NA,NA
195460,Narcine nelsoni,LC,CHONDRICHTHYES.dbf,NA,NA
195462,Narcine ornata,LC,CHONDRICHTHYES.dbf,NA,NA
195463,Neotrygon ningalooensis,DD,CHONDRICHTHYES.dbf,NA,NA
195464,Neotrygon picta,LC,CHONDRICHTHYES.dbf,NA,NA
195465,Notoraja azurea,LC,CHONDRICHTHYES.dbf,NA,NA
195466,Notoraja lira,LC,CHONDRICHTHYES.dbf,NA,NA
195467,Notoraja sapphira,DD,CHONDRICHTHYES.dbf,NA,NA
195468,Notoraja sticta,LC,CHONDRICHTHYES.dbf,NA,NA
195470,Okamejei leptoura,LC,CHONDRICHTHYES.dbf,NA,NA
195471,Pavoraja arenaria,DD,CHONDRICHTHYES.dbf,NA,NA
195477,Sinobatis bulbicauda,LC,CHONDRICHTHYES.dbf,NA,NA
195478,Sinobatis caerulea,DD,CHONDRICHTHYES.dbf,NA,NA
195485,Centrophorus westraliensis,DD,CHONDRICHTHYES.dbf,NA,NA
195486,Squalus acutirostris,DD,CHONDRICHTHYES.dbf,NA,NA
195487,Squalus griffini,LC,CHONDRICHTHYES.dbf,NA,NA
195488,Squalus suckleyi,LC,CHONDRICHTHYES.dbf,NA,NA
196013,Eptatretus alastairi,LC,HAGFISH.dbf,NA,NA
196014,Eptatretus astrolabium,DD,HAGFISH.dbf,NA,NA
196015,Eptatretus bischoffii,DD,HAGFISH.dbf,NA,NA
196016,Eptatretus burgeri,NT,HAGFISH.dbf,NA,NA
196017,Eptatretus caribbeaus,LC,HAGFISH.dbf,NA,NA
196018,Eptatretus carlhubbsi,LC,HAGFISH.dbf,NA,NA
196019,Eptatretus deani,DD,HAGFISH.dbf,NA,NA
196020,Eptatretus eos,DD,HAGFISH.dbf,NA,NA
196021,Eptatretus fernholmi,DD,HAGFISH.dbf,NA,NA
196022,Eptatretus fritzi,LC,HAGFISH.dbf,NA,NA
196023,Eptatretus goliath,DD,HAGFISH.dbf,NA,NA
196024,Eptatretus gomoni,LC,HAGFISH.dbf,NA,NA
196025,Eptatretus grouseri,LC,HAGFISH.dbf,NA,NA
196026,Eptatretus hexatrema,LC,HAGFISH.dbf,NA,NA
196027,Eptatretus indrambaryai,LC,HAGFISH.dbf,NA,NA
196028,Eptatretus lakeside,DD,HAGFISH.dbf,NA,NA
196029,Eptatretus laurahubbsae,LC,HAGFISH.dbf,NA,NA
196030,Eptatretus longipinnis,VU,HAGFISH.dbf,NA,NA
196031,Eptatretus lopheliae,DD,HAGFISH.dbf,NA,NA
196032,Eptatretus mcconnaugheyi,DD,HAGFISH.dbf,NA,NA
196033,Eptatretus mccoskeri,LC,HAGFISH.dbf,NA,NA
196034,Eptatretus menezesi,LC,HAGFISH.dbf,NA,NA
196035,Eptatretus minor,DD,HAGFISH.dbf,NA,NA
196036,Eptatretus multidens,LC,HAGFISH.dbf,NA,NA
196037,Eptatretus nanii,DD,HAGFISH.dbf,NA,NA
196038,Eptatretus octatrema,CR,HAGFISH.dbf,NA,NA
196039,Eptatretus okinoseanus,LC,HAGFISH.dbf,NA,NA
196040,Eptatretus polytrema,DD,HAGFISH.dbf,NA,NA
196041,Eptatretus profundus,LC,HAGFISH.dbf,NA,NA
196043,Eptatretus sinus,LC,HAGFISH.dbf,NA,NA
196044,Eptatretus stoutii,DD,HAGFISH.dbf,NA,NA
196045,Eptatretus strahani,DD,HAGFISH.dbf,NA,NA
196046,Eptatretus strickrotti,LC,HAGFISH.dbf,NA,NA
196047,Eptatretus wisneri,LC,HAGFISH.dbf,NA,NA
196049,Myxine affinis,LC,HAGFISH.dbf,NA,NA
196050,Myxine australis,LC,HAGFISH.dbf,NA,NA
196051,Myxine capensis,LC,HAGFISH.dbf,NA,NA
196052,Myxine circifrons,LC,HAGFISH.dbf,NA,NA
196053,Myxine debueni,DD,HAGFISH.dbf,NA,NA
196054,Myxine fernholmi,LC,HAGFISH.dbf,NA,NA
196055,Myxine formosana,DD,HAGFISH.dbf,NA,NA
196056,Myxine garmani,VU,HAGFISH.dbf,NA,NA
196057,Myxine glutinosa,LC,HAGFISH.dbf,NA,NA
196058,Myxine hubbsi,LC,HAGFISH.dbf,NA,NA
196059,Myxine hubbsoides,DD,HAGFISH.dbf,NA,NA
196060,Myxine ios,LC,HAGFISH.dbf,NA,NA
196061,Myxine jespersenae,LC,HAGFISH.dbf,NA,NA
196062,Myxine knappi,DD,HAGFISH.dbf,NA,NA
196063,Myxine kuoi,DD,HAGFISH.dbf,NA,NA
196064,Myxine mccoskeri,LC,HAGFISH.dbf,NA,NA
196065,Myxine mcmillanae,LC,HAGFISH.dbf,NA,NA
196066,Myxine paucidens,EN,HAGFISH.dbf,NA,NA
196067,Myxine pequenoi,DD,HAGFISH.dbf,NA,NA
196068,Myxine robinsorum,LC,HAGFISH.dbf,NA,NA
196069,Myxine sotoi,VU,HAGFISH.dbf,NA,NA
196071,Nemamyxine elongata,DD,HAGFISH.dbf,NA,NA
196072,Nemamyxine kreffti,NT,HAGFISH.dbf,NA,NA
196074,Neomyxine biniplicata,DD,HAGFISH.dbf,NA,NA
196076,Notomyxine tridentiger,DD,HAGFISH.dbf,NA,NA
196078,Paramyxine ancon,DD,HAGFISH.dbf,NA,NA
196079,Paramyxine atami,DD,HAGFISH.dbf,NA,NA
196080,Paramyxine cheni,VU,HAGFISH.dbf,NA,NA
196081,Paramyxine chinensis,DD,HAGFISH.dbf,NA,NA
196082,Paramyxine fernholmi,VU,HAGFISH.dbf,NA,NA
196083,Paramyxine moki,DD,HAGFISH.dbf,NA,NA
196084,Paramyxine nelsoni,VU,HAGFISH.dbf,NA,NA
196085,Paramyxine sheni,LC,HAGFISH.dbf,NA,NA
196086,Paramyxine springeri,LC,HAGFISH.dbf,NA,NA
196087,Paramyxine taiwanae,EN,HAGFISH.dbf,NA,NA
196088,Paramyxine walkeri,DD,HAGFISH.dbf,NA,NA
196090,Paramyxine wisneri,LC,HAGFISH.dbf,NA,NA
196091,Paramyxine yangi,LC,HAGFISH.dbf,NA,NA
196307,Meiacanthus anema,DD,COMBTOOTHBLENNIES.dbf,NA,NA
196308,Omobranchus ferox,LC,COMBTOOTHBLENNIES.dbf,NA,NA
196310,Omox biporos,DD,COMBTOOTHBLENNIES.dbf,NA,NA
196686,Chasmodes longimaxilla,LC,COMBTOOTHBLENNIES.dbf,NA,NA
196687,Hypleurochilus caudovittatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
196688,Hypleurochilus multifilis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
198632,Scartella cristata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
198774,Parablennius pilicornis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
198920,Neophocaena phocaenoides,VU,MARINE_MAMMALS.dbf,NA,NA
198921,Manta birostris,VU,CHONDRICHTHYES.dbf,NA,NA
199651,Cirripectes heemstraorum,LC,COMBTOOTHBLENNIES.dbf,NA,NA
199659,Albula koreana,DD,BONEFISH_TARPONS.dbf,NA,NA
199932,Hemiscyllium freycineti,NT,CHONDRICHTHYES.dbf,NA,NA
200714,Holothuria inornata,DD,SEACUCUMBERS.dbf,NA,NA
200715,Holothuria fuscogilva,VU,SEACUCUMBERS.dbf,NA,NA
14134315,Dipturus canutus,EN,CHONDRICHTHYES.dbf,NA,NA
14134429,Gymnura marmorata,LC,CHONDRICHTHYES.dbf,NA,NA
14134431,Gymnura crebripunctata,DD,CHONDRICHTHYES.dbf,NA,NA
15307967,Conus denizi,NT,CONUS.dbf,NA,NA
15307969,Conus desidiosus,LC,CONUS.dbf,NA,NA
15307971,Conus delanoyae,LC,CONUS.dbf,NA,NA
15307975,Conus furnae,LC,CONUS.dbf,NA,NA
15307977,Conus cacao,VU,CONUS.dbf,NA,NA
15307979,Conus calhetae,LC,CONUS.dbf,NA,NA
15307981,Conus pseudocuneolus,LC,CONUS.dbf,NA,NA
16285718,Chelonia mydas,LC,REPTILES.dbf,NA,NA
18263684,Petroscirtes ancylodon,LC,COMBTOOTHBLENNIES.dbf,NA,NA
18584848,Pristis pristis,CR,CHONDRICHTHYES.dbf,NA,NA
19708770,Holothuria altaturricula,DD,SEACUCUMBERS.dbf,NA,NA
19708918,Holothuria casoae,DD,SEACUCUMBERS.dbf,NA,NA
19708976,Holothuria duoturriforma,DD,SEACUCUMBERS.dbf,NA,NA
19709103,Holothuria immobilis,LC,SEACUCUMBERS.dbf,NA,NA
19710303,Holothuria insignis,LC,SEACUCUMBERS.dbf,NA,NA
19710863,Holothuria isuga,LC,SEACUCUMBERS.dbf,NA,NA
19710984,Holothuria manningi,LC,SEACUCUMBERS.dbf,NA,NA
19711070,Holothuria nigralutea,DD,SEACUCUMBERS.dbf,NA,NA
19711112,Holothuria pluricuriosa,LC,SEACUCUMBERS.dbf,NA,NA
19711306,Holothuria rathbunii,LC,SEACUCUMBERS.dbf,NA,NA
19711507,Holothuria tuberculata,DD,SEACUCUMBERS.dbf,NA,NA
19711843,Apostichopus leukothele,LC,SEACUCUMBERS.dbf,NA,NA
19712515,Allopatides corrugatus,DD,SEACUCUMBERS.dbf,NA,NA
19712646,Amphigymnas bahamensis,LC,SEACUCUMBERS.dbf,NA,NA
19712826,Amphigymnas multipes,DD,SEACUCUMBERS.dbf,NA,NA
19718342,Hansenothuria benti,LC,SEACUCUMBERS.dbf,NA,NA
19720016,Mesothuria megapoda,LC,SEACUCUMBERS.dbf,NA,NA
19720962,Molpadiodemas violaceus,LC,SEACUCUMBERS.dbf,NA,NA
19723127,Paroriza grevei,LC,SEACUCUMBERS.dbf,NA,NA
19725134,Paroriza verrucosa,DD,SEACUCUMBERS.dbf,NA,NA
19743004,Paelopatides gelatinosa,DD,SEACUCUMBERS.dbf,NA,NA
19743044,Paelopatides ovalis,DD,SEACUCUMBERS.dbf,NA,NA
19743050,Paelopatides retifer,LC,SEACUCUMBERS.dbf,NA,NA
19743056,Paelopatides suspecta,DD,SEACUCUMBERS.dbf,NA,NA
19743115,Synallactes aenigma,LC,SEACUCUMBERS.dbf,NA,NA
19743170,Synallactes challengeri,LC,SEACUCUMBERS.dbf,NA,NA
19743767,Mesothuria thomsoni,DD,SEACUCUMBERS.dbf,NA,NA
21132053,Labrisomus nuchipinnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
42566169,Aetobatus ocellatus,VU,CHONDRICHTHYES.dbf,NA,NA
42830689,Conus longilineus,LC,CONUS.dbf,NA,NA
43270317,Trygonorrhina dumerilii,LC,CHONDRICHTHYES.dbf,NA,NA
46079096,Alticus kirkii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079214,Antennablennius adenensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079217,Antennablennius australis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079226,Antennablennius bifilum,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079239,Antennablennius hypenetes,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079290,Antennablennius simonyi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079321,Antennablennius variopunctatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079476,Blenniella periophthalmus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079519,Ecsenius pulcher,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079775,Hirculops cornifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079801,Istiblennius edentulus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079816,Istiblennius pox,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079840,Istiblennius spilotus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079868,Mimoblennius cirrosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079873,Omobranchus mekranensis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
46079911,Parablennius opercularis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46079924,Parablennius thysanius,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46080027,Pereulixia kosiensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46080080,Petroscirtes mitratus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46080101,Plagiotremus townsendi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46080159,Xiphasia setifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104027,Chasmodes saburrae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104049,Entomacrodus nigricans,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104052,Hypleurochilus bermudensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104061,Hypleurochilus springeri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104064,Hypsoblennius hentz,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104071,Hypsoblennius invemar,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104074,Hypsoblennius ionthas,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104077,Lupinoblennius vinctus,NT,COMBTOOTHBLENNIES.dbf,NA,NA
46104090,Ophioblennius macclurei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104109,Parablennius marmoreus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104116,Acanthemblemaria aspera,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104127,Chaenopsis ocellata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104133,Emblemaria atlantica,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104136,Emblemaria pandionis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104142,Emblemariopsis bahamensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104150,Stathmonotus hemphillii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104160,Dactyloscopus moorei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104167,Dactyloscopus tridigitatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104170,Gillellus greyae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104173,Gillellus uranidea,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104176,Platygillellus rubrocinctus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104208,Gobioclinus bucciferus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104211,Gobioclinus gobio,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104218,Gobioclinus guppyi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104227,Gobioclinus haitiensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104232,Gobioclinus kalisherae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104241,Brockius nigricinctus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104251,Malacoctenus aurolineatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104265,Malacoctenus gilli,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104272,Malacoctenus triangulatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104287,Paraclinus cingulatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104430,Paraclinus fasciatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104765,Paraclinus marmoratus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
46104789,Paraclinus nigripinnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47136868,Acanthopagrus catenula,DD,SEABREAMS_PORGIES.dbf,NA,NA
47137303,Archosargus pourtalesii,NT,SEABREAMS_PORGIES.dbf,NA,NA
47137465,Calamus brachysomus,LC,SEABREAMS_PORGIES.dbf,NA,NA
47137515,Calamus taurinus,NT,SEABREAMS_PORGIES.dbf,NA,NA
47139706,Acanthurus tractus,LC,SURGEONFISH_TANGS_UNICORNFISH.dbf,NA,NA
47140942,Chasmodes bosquianus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141089,Hypleurochilus geminatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141104,Hypleurochilus pseudoaequipinnis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141177,Hypsoblennius exstochilus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141289,Acanthemblemaria betinensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141293,Acanthemblemaria chaplini,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141351,Acanthemblemaria greenfieldi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141354,Acanthemblemaria harpeza,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47141570,Acanthemblemaria maria,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141697,Acanthemblemaria medusa,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47141712,Acanthemblemaria paula,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47142330,Chaenopsis resh,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47142915,Emblemaria biocellata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47142918,Emblemaria caldwelli,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47142939,Emblemaria diphyodontis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47142954,Emblemaria vitta,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143154,Emblemariopsis dianae,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47143163,Emblemariopsis leptocirris,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143173,Emblemariopsis occidentalis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143176,Emblemariopsis pricei,VU,COMBTOOTHBLENNIES.dbf,NA,NA
47143216,Emblemariopsis ruetzleri,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143309,Lucayablennius zingaro,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143372,Dactylagnus peratikos,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47143381,Dactyloscopus boehlkei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143391,Dactyloscopus comptus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143394,Dactyloscopus crossotus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143398,Dactyloscopus foraminosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143407,Dactyloscopus poeyi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143421,Gillellus inescatus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47143432,Gillellus jacksoni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143452,Leurochilus acon,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47143476,Myxodagnus belone,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47143503,Platygillellus smithi,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47143869,Gobioclinus filamentosus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144358,Malacoctenus boehlkei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144430,Malacoctenus delalandii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144448,Malacoctenus erdmani,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144466,Malacoctenus versicolor,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144528,Paraclinus barbatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144544,Paraclinus grandicomis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144580,Paraclinus infrons,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144628,Paraclinus naeorhegmis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144698,Starksia culebrae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144896,Starksia hassi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144901,Starksia melasma,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144911,Starksia nanodes,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47144957,Starksia rava,LC,COMBTOOTHBLENNIES.dbf,NA,NA
47166619,Acanthopagrus morrisoni,LC,SEABREAMS_PORGIES.dbf,NA,NA
47166659,Acanthopagrus arabicus,LC,SEABREAMS_PORGIES.dbf,NA,NA
47385652,Acanthopagrus pacificus,LC,SEABREAMS_PORGIES.dbf,NA,NA
47400952,Adelotremus leptus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47401609,Alloblennius frondiculus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
47407786,Maculabatis randalli,LC,CHONDRICHTHYES.dbf,NA,NA
48319933,Alloblennius anuchalis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48320326,Alloblennius jugularis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48320397,Alloblennius parvus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48320496,Alloblennius pictus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321090,Alticus arnoldorum,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321143,Alticus magnusi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321151,Alticus monochrus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321164,Alticus montanoi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321178,Alticus orientalis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321187,Alticus saliens,DD,COMBTOOTHBLENNIES.dbf,NA,NA
48321442,Alticus sertatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48321557,Alticus simplicirrus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342089,Cirripectes obscurus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342092,Andamia amphibius,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342099,Meiacanthus tongaensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342100,Entomacrodus lighti,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342101,Ecsenius ops,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342103,Cirripectes randalli,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342104,Meiacanthus abruptus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
48342105,Cirripectes auritus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342108,Omobranchus aurosplendidus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
48342109,Parablennius cornutus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342111,Salarias fasciatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342115,Blenniella chrysospilos,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342117,Cirripectes fuscoguttatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342119,Omobranchus fasciolatoceps,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342120,Oman ypsilon,VU,COMBTOOTHBLENNIES.dbf,NA,NA
48342122,Praealticus triangulus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342125,Blenniella leopardus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342126,Blenniella paula,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342128,Salarias nigrocinctus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342129,Entomacrodus randalli,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342130,Salarias guttatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342133,Istiblennius flaviumbrinus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342134,Istiblennius bellus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342142,Omobranchus loxozonus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342143,Rhabdoblennius papuensis,DD,COMBTOOTHBLENNIES.dbf,NA,NA
48342144,Entomacrodus strasburgi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342145,Ecsenius pictus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342148,Enchelyurus brunneolus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342149,Ecsenius dentex,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342150,Ecsenius caeruliventris,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342152,Omobranchus hikkaduwensis,VU,COMBTOOTHBLENNIES.dbf,NA,NA
48342162,Ecsenius sellifer,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342164,Meiacanthus mossambicus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342168,Omobranchus obliquus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342170,Ecsenius oculatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342171,Omobranchus germaini,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342173,Ecsenius monoculus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342174,Mimoblennius atrocinctus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342176,Entomacrodus rofeni,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342177,Entomacrodus marmoratus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342178,Dactyloscopus insulatus,VU,COMBTOOTHBLENNIES.dbf,NA,NA
48342179,Ecsenius shirleyae,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342180,Omox lupus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342181,Omobranchus lineolatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342182,Cirripectes gilberti,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342183,Ecsenius bimaculatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342186,Praealticus oortii,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342187,Petroscirtes variabilis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342191,Petroscirtes fallax,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342193,Chalaroderma ocellata,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342195,Ecsenius fijiensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342196,Andamia cyclocheilus,DD,COMBTOOTHBLENNIES.dbf,NA,NA
48342197,Ecsenius paroculus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342198,Ecsenius collettei,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342201,Entomacrodus niuafoouensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342204,Ecsenius schroederi,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342206,Ecsenius prooculis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342208,Mimoblennius cas,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342209,Andamia heteroptera,DD,COMBTOOTHBLENNIES.dbf,NA,NA
48342210,Cirripectes stigmaticus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342213,Entomacrodus striatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342217,Praealticus bilineatus,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342218,Parenchelyurus hyena,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342219,Blenniella bilitonensis,LC,COMBTOOTHBLENNIES.dbf,NA,NA
48342221,Entomacrodus solus,EN,COMBTOOTHBLENNIES.dbf,NA,NA
