iucn_sid,pop_trend,year,old_cat,cat_txt,param_id,api_error,cat_ts,cat_score,cat_ts_score,trend_score
22728303,increasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
22728303,increasing,2006,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
22728303,increasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
22728303,increasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
22728303,increasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,0.5
22728303,increasing,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,0.5
22728303,increasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,0.5
22728310,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728310,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728310,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728310,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728310,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728318,decreasing,1988,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728318,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2003,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2005,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2007,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728318,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2003,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2005,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2010,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2013,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728323,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728328,stable,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22728328,stable,1994,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,0
22728328,stable,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22728328,stable,2003,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22728328,stable,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22728328,stable,2005,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22728328,stable,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
22728328,stable,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
22728328,stable,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
22728328,stable,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
22728328,stable,2017,NT,Near Threatened,NA,NA,NT,0.2,0.2,0
22728349,increasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2003,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2005,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728349,increasing,2017,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728364,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728364,decreasing,2003,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728364,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728364,decreasing,2005,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728364,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728364,decreasing,2008,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2009,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2012,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2013,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2015,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2016,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728364,decreasing,2017,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728372,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728372,decreasing,2003,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2005,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2010,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728372,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728393,stable,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22728393,stable,2004,LC,Least Concern,NA,NA,LC,0,0,0
22728393,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
22728393,stable,2009,LC,Least Concern,NA,NA,LC,0,0,0
22728393,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
22728393,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22728432,decreasing,2000,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
22728432,decreasing,2004,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2005,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2008,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2009,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2012,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2013,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2015,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728432,decreasing,2016,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22728437,increasing,2000,CR,Critically Endangered,NA,NA,CR,0.8,0.8,0.5
22728437,increasing,2004,CR,Critically Endangered,NA,NA,CR,0.8,0.8,0.5
22728437,increasing,2005,CR,Critically Endangered,NA,NA,CR,0.8,0.8,0.5
22728437,increasing,2007,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2013,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728437,increasing,2017,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22728442,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2006,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2010,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728442,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22728596,decreasing,1988,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728596,decreasing,1994,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
22728596,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728596,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22728596,decreasing,2005,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728596,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728596,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728596,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728621,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728621,decreasing,2000,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2004,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2006,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728621,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22728800,NA,1988,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,1994,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,2000,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,2004,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,2008,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,2012,EX,Extinct,NA,NA,EX,1,1,NA
22728800,NA,2016,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,1988,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,1994,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,2000,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,2004,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,2008,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,2012,EX,Extinct,NA,NA,EX,1,1,NA
22728804,NA,2016,EX,Extinct,NA,NA,EX,1,1,NA
22728808,unknown,1988,EX,Extinct,NA,NA,EX,1,1,NA
22728808,unknown,1994,EX,Extinct,NA,NA,EX,1,1,NA
22728808,unknown,2000,EX,Extinct,NA,NA,EX,1,1,NA
22728808,unknown,2004,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2005,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2008,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2009,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2012,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2013,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2015,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728808,unknown,2016,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
22728950,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728950,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728990,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22728995,increasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0.5
22728995,increasing,2004,LC,Least Concern,NA,NA,LC,0,0,0.5
22728995,increasing,2008,LC,Least Concern,NA,NA,LC,0,0,0.5
22728995,increasing,2009,LC,Least Concern,NA,NA,LC,0,0,0.5
22728995,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22728995,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22728995,increasing,2017,LC,Least Concern,NA,NA,LC,0,0,0.5
22729000,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22729000,decreasing,2004,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729000,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729000,decreasing,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729000,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729000,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729148,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729148,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729421,decreasing,2004,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729421,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729421,decreasing,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729421,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729421,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729421,decreasing,2017,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729604,unknown,2007,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
22729604,unknown,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
22729604,unknown,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
22729604,unknown,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
22729604,unknown,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
22729609,decreasing,2007,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2008,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2010,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2013,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729609,decreasing,2017,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22729686,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
22729686,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
22729692,stable,2014,LC,Least Concern,NA,NA,LC,0,0,0
22729692,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22729706,increasing,2004,LC,Least Concern,NA,NA,LC,0,0,0.5
22729706,increasing,2008,LC,Least Concern,NA,NA,LC,0,0,0.5
22729706,increasing,2009,LC,Least Concern,NA,NA,LC,0,0,0.5
22729706,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22729706,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22729867,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22729867,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729867,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729867,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22729867,decreasing,2017,LC,Least Concern,NA,NA,LC,0,0,-0.5
22731577,decreasing,2014,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22731577,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22731855,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731855,decreasing,2006,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731855,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731855,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731855,decreasing,2013,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731855,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731986,decreasing,2005,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22731986,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22731986,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22731986,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22732244,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
22732244,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
22732244,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
22732244,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
22732425,decreasing,2012,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22732425,decreasing,2013,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22732425,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22733311,stable,2006,LC,Least Concern,NA,NA,LC,0,0,0
22733311,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
22733311,stable,2009,LC,Least Concern,NA,NA,LC,0,0,0
22733311,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
22733311,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22733462,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733462,decreasing,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22733462,decreasing,2016,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22733462,decreasing,2017,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22733705,stable,2014,LC,Least Concern,NA,NA,LC,0,0,0
22733705,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22733821,decreasing,2006,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733821,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733821,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733821,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733821,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733979,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733979,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733979,decreasing,2017,LC,Least Concern,NA,NA,LC,0,0,-0.5
22733989,increasing,1988,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,1994,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2000,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2004,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2008,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2009,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22733989,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22734070,stable,2014,LC,Least Concern,NA,NA,LC,0,0,0
22734070,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22734194,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22734194,decreasing,2013,LC,Least Concern,NA,NA,LC,0,0,-0.5
22734194,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22734408,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22734408,decreasing,2010,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22734408,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22734408,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22734408,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22734972,unknown,2010,LC,Least Concern,NA,NA,LC,0,0,NA
22734972,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
22734972,unknown,2013,LC,Least Concern,NA,NA,LC,0,0,NA
22734972,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
22734972,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
22735250,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22735250,decreasing,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22735250,decreasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22735250,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22735250,decreasing,2017,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22735514,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735514,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735514,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735514,decreasing,2017,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735624,stable,2010,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22735624,stable,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22735624,stable,2013,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22735624,stable,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22735692,decreasing,2010,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22735692,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22735692,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22735803,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735803,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735803,decreasing,2013,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735803,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735810,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735810,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735810,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22735929,increasing,2010,LC,Least Concern,NA,NA,LC,0,0,0.5
22735929,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22735929,increasing,2013,LC,Least Concern,NA,NA,LC,0,0,0.5
22735929,increasing,2014,LC,Least Concern,NA,NA,LC,0,0,0.5
22735929,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22735929,increasing,2017,LC,Least Concern,NA,NA,LC,0,0,0.5
22736042,decreasing,2011,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736042,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736042,decreasing,2013,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736042,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736135,stable,2014,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22736135,stable,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22736135,stable,2017,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22736148,increasing,2010,LC,Least Concern,NA,NA,LC,0,0,0.5
22736148,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22736148,increasing,2013,LC,Least Concern,NA,NA,LC,0,0,0.5
22736148,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22736148,increasing,2017,LC,Least Concern,NA,NA,LC,0,0,0.5
22736173,decreasing,2010,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736173,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736173,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736215,stable,2010,LC,Least Concern,NA,NA,LC,0,0,0
22736215,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
22736215,stable,2013,LC,Least Concern,NA,NA,LC,0,0,0
22736215,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22736215,stable,2017,LC,Least Concern,NA,NA,LC,0,0,0
22736541,decreasing,2011,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736541,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736541,decreasing,2013,LC,Least Concern,NA,NA,LC,0,0,-0.5
22736541,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22781,increasing,1990,R,Rare,NA,NA,EN,0.6,0.6,0.5
22781,increasing,1994,R,Rare,NA,NA,EN,0.6,0.6,0.5
22781,increasing,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,0.5
22781,increasing,2004,CR,Critically Endangered,NA,NA,CR,0.8,0.8,0.5
22781,increasing,2008,CR,Critically Endangered,NA,NA,CR,0.8,0.8,0.5
22781,increasing,2013,NT,Near Threatened,NA,NA,NT,0.2,0.2,0.5
228,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
228,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
