iucn_sid,pop_trend,iucn_version
133620,decreasing,2017-3
133621,decreasing,2017-3
133622,decreasing,2017-3
133623,decreasing,2017-3
133624,unknown,2017-3
133627,decreasing,2017-3
133631,decreasing,2017-3
133633,unknown,2017-3
133634,decreasing,2017-3
133635,decreasing,2017-3
133636,unknown,2017-3
133637,unknown,2017-3
133638,decreasing,2017-3
133639,decreasing,2017-3
133640,unknown,2017-3
133641,unknown,2017-3
133642,unknown,2017-3
133644,decreasing,2017-3
133645,unknown,2017-3
133646,decreasing,2017-3
133647,decreasing,2017-3
133648,decreasing,2017-3
133649,decreasing,2017-3
133650,decreasing,2017-3
133651,decreasing,2017-3
133652,decreasing,2017-3
133654,decreasing,2017-3
133657,stable,2017-3
133659,unknown,2017-3
133660,decreasing,2017-3
133661,decreasing,2017-3
133662,unknown,2017-3
133663,stable,2017-3
133665,decreasing,2017-3
133666,decreasing,2017-3
133668,unknown,2017-3
133670,unknown,2017-3
133673,unknown,2017-3
133674,decreasing,2017-3
133675,unknown,2017-3
133676,unknown,2017-3
133679,unknown,2017-3
133680,increasing,2017-3
133682,decreasing,2017-3
133685,unknown,2017-3
133686,unknown,2017-3
133688,decreasing,2017-3
133690,decreasing,2017-3
133693,unknown,2017-3
133695,decreasing,2017-3
133696,decreasing,2017-3
133697,unknown,2017-3
133698,decreasing,2017-3
133700,decreasing,2017-3
133702,unknown,2017-3
135301,stable,2017-3
135301,stable,2017-3
135491,unknown,2017-3
135525,unknown,2017-3
135567,stable,2017-3
135574,unknown,2017-3
135579,unknown,2017-3
135606,unknown,2017-3
135660,unknown,2017-3
135672,decreasing,2017-3
135681,unknown,2017-3
135689,unknown,2017-3
135690,increasing,2017-3
135714,unknown,2017-3
135717,decreasing,2017-3
135719,unknown,2017-3
136315,decreasing,2017-3
154613,stable,2017-3
154615,unknown,2017-3
154616,unknown,2017-3
154618,unknown,2017-3
154619,unknown,2017-3
154620,unknown,2017-3
154623,stable,2017-3
154624,unknown,2017-3
154626,unknown,2017-3
154628,unknown,2017-3
154630,unknown,2017-3
154631,unknown,2017-3
154632,stable,2017-3
154634,unknown,2017-3
154635,unknown,2017-3
154638,unknown,2017-3
154641,unknown,2017-3
154643,stable,2017-3
154644,unknown,2017-3
154647,unknown,2017-3
154649,decreasing,2017-3
154653,unknown,2017-3
154655,unknown,2017-3
154657,unknown,2017-3
154658,unknown,2017-3
154660,stable,2017-3
154663,unknown,2017-3
154665,unknown,2017-3
154667,unknown,2017-3
154669,unknown,2017-3
154670,unknown,2017-3
154673,unknown,2017-3
154674,unknown,2017-3
154676,stable,2017-3
154677,stable,2017-3
154678,unknown,2017-3
154680,unknown,2017-3
154682,unknown,2017-3
154683,stable,2017-3
154684,unknown,2017-3
154686,unknown,2017-3
154687,unknown,2017-3
154691,unknown,2017-3
154692,unknown,2017-3
154693,unknown,2017-3
154694,unknown,2017-3
154695,unknown,2017-3
154696,unknown,2017-3
154697,unknown,2017-3
154698,unknown,2017-3
154701,unknown,2017-3
154705,decreasing,2017-3
154706,unknown,2017-3
154707,stable,2017-3
154709,unknown,2017-3
154711,unknown,2017-3
154712,stable,2017-3
154713,unknown,2017-3
154715,unknown,2017-3
154718,unknown,2017-3
154721,unknown,2017-3
154722,unknown,2017-3
154726,unknown,2017-3
154728,unknown,2017-3
154729,unknown,2017-3
154730,unknown,2017-3
154731,stable,2017-3
154732,decreasing,2017-3
154734,decreasing,2017-3
154736,unknown,2017-3
154740,unknown,2017-3
154741,stable,2017-3
154742,decreasing,2017-3
154743,unknown,2017-3
154744,unknown,2017-3
154745,unknown,2017-3
154747,unknown,2017-3
154748,unknown,2017-3
154749,unknown,2017-3
154750,unknown,2017-3
154753,unknown,2017-3
154754,unknown,2017-3
154755,decreasing,2017-3
154760,stable,2017-3
154765,unknown,2017-3
154766,unknown,2017-3
154767,unknown,2017-3
154770,unknown,2017-3
154771,unknown,2017-3
154774,unknown,2017-3
154775,stable,2017-3
154779,unknown,2017-3
154780,unknown,2017-3
154781,unknown,2017-3
154785,stable,2017-3
154788,stable,2017-3
154789,unknown,2017-3
154790,unknown,2017-3
154792,unknown,2017-3
154793,decreasing,2017-3
154794,unknown,2017-3
154797,unknown,2017-3
154798,unknown,2017-3
154799,unknown,2017-3
154801,unknown,2017-3
154802,decreasing,2017-3
154803,unknown,2017-3
154806,unknown,2017-3
154807,unknown,2017-3
154808,unknown,2017-3
154809,unknown,2017-3
154812,stable,2017-3
154813,unknown,2017-3
154814,unknown,2017-3
154815,unknown,2017-3
154816,unknown,2017-3
154817,unknown,2017-3
154818,unknown,2017-3
154820,unknown,2017-3
154822,stable,2017-3
154823,unknown,2017-3
154825,unknown,2017-3
154827,unknown,2017-3
154828,unknown,2017-3
154829,stable,2017-3
154830,unknown,2017-3
154831,stable,2017-3
154833,stable,2017-3
154834,stable,2017-3
154836,unknown,2017-3
154841,unknown,2017-3
154842,unknown,2017-3
154844,stable,2017-3
154845,stable,2017-3
154846,unknown,2017-3
154847,unknown,2017-3
154848,unknown,2017-3
154849,stable,2017-3
154850,unknown,2017-3
154851,unknown,2017-3
154853,decreasing,2017-3
154855,unknown,2017-3
154856,unknown,2017-3
154859,stable,2017-3
154860,unknown,2017-3
154861,unknown,2017-3
154863,unknown,2017-3
154865,unknown,2017-3
154866,unknown,2017-3
154870,decreasing,2017-3
154872,stable,2017-3
154874,unknown,2017-3
154875,unknown,2017-3
154878,stable,2017-3
154880,unknown,2017-3
154882,unknown,2017-3
154883,decreasing,2017-3
154888,unknown,2017-3
154890,unknown,2017-3
154891,unknown,2017-3
154894,unknown,2017-3
154895,unknown,2017-3
154898,unknown,2017-3
154900,decreasing,2017-3
154901,unknown,2017-3
154904,unknown,2017-3
154906,unknown,2017-3
154907,unknown,2017-3
154909,unknown,2017-3
154910,unknown,2017-3
154912,unknown,2017-3
154913,unknown,2017-3
154914,decreasing,2017-3
154915,stable,2017-3
154916,unknown,2017-3
154917,unknown,2017-3
154918,unknown,2017-3
154919,stable,2017-3
154920,stable,2017-3
154922,unknown,2017-3
154924,unknown,2017-3
154927,stable,2017-3
154928,unknown,2017-3
154929,unknown,2017-3
154930,unknown,2017-3
154931,unknown,2017-3
154932,unknown,2017-3
154933,unknown,2017-3
154935,unknown,2017-3
154936,unknown,2017-3
154937,decreasing,2017-3
154938,unknown,2017-3
154939,unknown,2017-3
154940,unknown,2017-3
154942,unknown,2017-3
154943,stable,2017-3
154944,stable,2017-3
154945,unknown,2017-3
154946,unknown,2017-3
154947,stable,2017-3
154948,unknown,2017-3
154951,unknown,2017-3
154952,unknown,2017-3
154953,unknown,2017-3
154954,stable,2017-3
154956,stable,2017-3
154958,stable,2017-3
154959,unknown,2017-3
154960,unknown,2017-3
154962,unknown,2017-3
154964,unknown,2017-3
154967,unknown,2017-3
154968,unknown,2017-3
154969,unknown,2017-3
154970,unknown,2017-3
154971,stable,2017-3
154972,stable,2017-3
154973,unknown,2017-3
154974,unknown,2017-3
154975,unknown,2017-3
154976,stable,2017-3
154977,stable,2017-3
154978,unknown,2017-3
154980,unknown,2017-3
154982,unknown,2017-3
154983,decreasing,2017-3
154984,stable,2017-3
154988,unknown,2017-3
154989,decreasing,2017-3
154992,unknown,2017-3
154993,unknown,2017-3
154995,unknown,2017-3
154996,unknown,2017-3
154997,unknown,2017-3
154998,stable,2017-3
154999,unknown,2017-3
155000,unknown,2017-3
155001,unknown,2017-3
155002,unknown,2017-3
155003,unknown,2017-3
155006,unknown,2017-3
155008,unknown,2017-3
155009,unknown,2017-3
155010,unknown,2017-3
155012,unknown,2017-3
155013,unknown,2017-3
155014,unknown,2017-3
155015,unknown,2017-3
155016,unknown,2017-3
155017,unknown,2017-3
155018,decreasing,2017-3
155020,unknown,2017-3
155021,unknown,2017-3
155022,stable,2017-3
155023,unknown,2017-3
155024,unknown,2017-3
155025,unknown,2017-3
155026,unknown,2017-3
155029,unknown,2017-3
155030,unknown,2017-3
155032,unknown,2017-3
155034,unknown,2017-3
155036,unknown,2017-3
155039,unknown,2017-3
155040,unknown,2017-3
155042,stable,2017-3
155043,decreasing,2017-3
155044,unknown,2017-3
155046,unknown,2017-3
155047,unknown,2017-3
155049,unknown,2017-3
155050,unknown,2017-3
155051,unknown,2017-3
155052,unknown,2017-3
155055,unknown,2017-3
155056,unknown,2017-3
155057,stable,2017-3
155058,unknown,2017-3
155059,unknown,2017-3
155064,stable,2017-3
155068,stable,2017-3
155071,unknown,2017-3
155072,unknown,2017-3
155073,unknown,2017-3
155074,unknown,2017-3
155075,unknown,2017-3
155076,stable,2017-3
155077,unknown,2017-3
155078,unknown,2017-3
155079,unknown,2017-3
155081,unknown,2017-3
155083,stable,2017-3
155084,unknown,2017-3
155087,stable,2017-3
155088,unknown,2017-3
155089,decreasing,2017-3
155090,unknown,2017-3
155091,unknown,2017-3
155093,unknown,2017-3
155094,unknown,2017-3
155096,stable,2017-3
155097,unknown,2017-3
155099,stable,2017-3
155102,unknown,2017-3
155104,unknown,2017-3
155106,unknown,2017-3
155107,unknown,2017-3
155108,stable,2017-3
155111,unknown,2017-3
155112,unknown,2017-3
155114,unknown,2017-3
155115,unknown,2017-3
155116,unknown,2017-3
155117,unknown,2017-3
155118,unknown,2017-3
155119,unknown,2017-3
155120,decreasing,2017-3
155123,increasing,2017-3
155124,unknown,2017-3
155126,unknown,2017-3
155128,unknown,2017-3
155130,decreasing,2017-3
155131,unknown,2017-3
155132,unknown,2017-3
155133,unknown,2017-3
155134,unknown,2017-3
155135,unknown,2017-3
155138,unknown,2017-3
155141,unknown,2017-3
155142,unknown,2017-3
155144,stable,2017-3
155146,unknown,2017-3
155148,unknown,2017-3
155151,unknown,2017-3
155153,unknown,2017-3
155156,stable,2017-3
155159,stable,2017-3
155160,unknown,2017-3
155161,unknown,2017-3
155163,unknown,2017-3
155164,decreasing,2017-3
155165,decreasing,2017-3
155166,unknown,2017-3
155167,unknown,2017-3
155172,unknown,2017-3
155174,stable,2017-3
155176,unknown,2017-3
155177,unknown,2017-3
155179,unknown,2017-3
155180,unknown,2017-3
155181,unknown,2017-3
155182,unknown,2017-3
155183,stable,2017-3
155184,unknown,2017-3
155186,unknown,2017-3
155189,unknown,2017-3
155190,unknown,2017-3
155192,unknown,2017-3
155193,stable,2017-3
155194,unknown,2017-3
155195,unknown,2017-3
155199,unknown,2017-3
155200,unknown,2017-3
155201,stable,2017-3
155203,unknown,2017-3
155204,unknown,2017-3
155205,stable,2017-3
155208,unknown,2017-3
155211,unknown,2017-3
155212,decreasing,2017-3
155214,stable,2017-3
155215,unknown,2017-3
155216,unknown,2017-3
155219,unknown,2017-3
155220,stable,2017-3
155221,unknown,2017-3
155222,unknown,2017-3
155223,unknown,2017-3
155224,unknown,2017-3
155225,unknown,2017-3
155226,unknown,2017-3
155227,unknown,2017-3
155229,unknown,2017-3
155231,unknown,2017-3
155232,unknown,2017-3
155235,unknown,2017-3
155238,unknown,2017-3
155239,unknown,2017-3
155240,unknown,2017-3
155241,unknown,2017-3
155243,unknown,2017-3
155244,unknown,2017-3
155245,stable,2017-3
155246,stable,2017-3
155250,unknown,2017-3
155252,unknown,2017-3
155253,unknown,2017-3
155254,unknown,2017-3
155255,unknown,2017-3
155257,unknown,2017-3
155259,unknown,2017-3
155260,unknown,2017-3
155261,decreasing,2017-3
155263,stable,2017-3
155264,unknown,2017-3
155265,unknown,2017-3
155266,unknown,2017-3
155268,unknown,2017-3
155272,unknown,2017-3
155273,unknown,2017-3
155274,stable,2017-3
155276,stable,2017-3
155277,unknown,2017-3
155278,unknown,2017-3
155281,unknown,2017-3
155282,stable,2017-3
155285,unknown,2017-3
155289,unknown,2017-3
155290,unknown,2017-3
155291,stable,2017-3
155293,unknown,2017-3
155294,unknown,2017-3
155295,unknown,2017-3
155296,unknown,2017-3
155300,unknown,2017-3
155301,unknown,2017-3
155302,stable,2017-3
155304,unknown,2017-3
155308,stable,2017-3
155309,unknown,2017-3
155310,stable,2017-3
155311,unknown,2017-3
155313,unknown,2017-3
155314,unknown,2017-3
155320,unknown,2017-3
155321,unknown,2017-3
155322,unknown,2017-3
155325,unknown,2017-3
155326,unknown,2017-3
155327,stable,2017-3
155328,unknown,2017-3
155329,unknown,2017-3
155330,unknown,2017-3
158617,stable,2017-3
158625,unknown,2017-3
158626,stable,2017-3
158627,unknown,2017-3
158628,unknown,2017-3
158632,stable,2017-3
161317,unknown,2017-3
161319,stable,2017-3
161320,decreasing,2017-3
161325,unknown,2017-3
161329,unknown,2017-3
161334,unknown,2017-3
161336,unknown,2017-3
161337,unknown,2017-3
161339,decreasing,2017-3
161342,unknown,2017-3
161345,unknown,2017-3
161346,unknown,2017-3
161349,unknown,2017-3
161350,unknown,2017-3
161358,unknown,2017-3
161360,unknown,2017-3
161364,unknown,2017-3
161366,unknown,2017-3
161370,stable,2017-3
161371,unknown,2017-3
161372,unknown,2017-3
161373,unknown,2017-3
161375,stable,2017-3
161376,unknown,2017-3
161377,unknown,2017-3
161378,decreasing,2017-3
161379,unknown,2017-3
161381,unknown,2017-3
161383,unknown,2017-3
161386,unknown,2017-3
161388,unknown,2017-3
161391,unknown,2017-3
161395,unknown,2017-3
161398,stable,2017-3
161399,stable,2017-3
161404,decreasing,2017-3
161408,decreasing,2017-3
161409,decreasing,2017-3
161418,decreasing,2017-3
161419,unknown,2017-3
161423,unknown,2017-3
161425,decreasing,2017-3
161426,decreasing,2017-3
161428,unknown,2017-3
161430,stable,2017-3
161431,decreasing,2017-3
161442,unknown,2017-3
161443,unknown,2017-3
161444,unknown,2017-3
161449,unknown,2017-3
161452,unknown,2017-3
161454,unknown,2017-3
161461,decreasing,2017-3
161462,unknown,2017-3
161463,unknown,2017-3
161464,decreasing,2017-3
161465,unknown,2017-3
161466,stable,2017-3
161468,unknown,2017-3
161470,unknown,2017-3
161471,unknown,2017-3
161477,decreasing,2017-3
161479,unknown,2017-3
161484,unknown,2017-3
161486,unknown,2017-3
161488,decreasing,2017-3
161489,unknown,2017-3
161491,unknown,2017-3
161492,unknown,2017-3
161495,decreasing,2017-3
161496,unknown,2017-3
161501,unknown,2017-3
161505,unknown,2017-3
161512,unknown,2017-3
161517,unknown,2017-3
161521,unknown,2017-3
161524,unknown,2017-3
161526,decreasing,2017-3
161529,unknown,2017-3
161534,unknown,2017-3
161535,unknown,2017-3
161539,unknown,2017-3
161540,decreasing,2017-3
161542,decreasing,2017-3
161544,unknown,2017-3
161546,decreasing,2017-3
161547,decreasing,2017-3
161551,unknown,2017-3
161553,unknown,2017-3
161557,unknown,2017-3
161558,unknown,2017-3
161566,unknown,2017-3
161570,decreasing,2017-3
161574,increasing,2017-3
161575,unknown,2017-3
161587,unknown,2017-3
161589,unknown,2017-3
161595,stable,2017-3
161596,unknown,2017-3
161597,decreasing,2017-3
161598,decreasing,2017-3
161599,stable,2017-3
161600,stable,2017-3
161612,unknown,2017-3
161615,decreasing,2017-3
161621,decreasing,2017-3
161622,stable,2017-3
161623,unknown,2017-3
161626,unknown,2017-3
161628,increasing,2017-3
161629,unknown,2017-3
161631,decreasing,2017-3
161635,unknown,2017-3
161637,unknown,2017-3
161640,unknown,2017-3
161644,unknown,2017-3
161648,unknown,2017-3
161651,unknown,2017-3
161652,decreasing,2017-3
161655,unknown,2017-3
161658,unknown,2017-3
161659,unknown,2017-3
161661,stable,2017-3
161664,unknown,2017-3
161665,unknown,2017-3
161666,stable,2017-3
161669,decreasing,2017-3
161673,unknown,2017-3
161674,unknown,2017-3
161675,decreasing,2017-3
161691,decreasing,2017-3
161692,decreasing,2017-3
161695,unknown,2017-3
161696,decreasing,2017-3
161700,unknown,2017-3
161702,unknown,2017-3
161705,stable,2017-3
161714,stable,2017-3
161722,unknown,2017-3
161729,decreasing,2017-3
161731,unknown,2017-3
161743,unknown,2017-3
161744,decreasing,2017-3
161745,unknown,2017-3
161746,unknown,2017-3
162509,unknown,2017-3
162515,unknown,2017-3
162520,unknown,2017-3
162535,unknown,2017-3
162544,unknown,2017-3
162552,unknown,2017-3
162554,unknown,2017-3
162556,unknown,2017-3
162575,unknown,2017-3
162582,unknown,2017-3
162587,unknown,2017-3
162596,unknown,2017-3
162601,unknown,2017-3
162606,unknown,2017-3
162613,unknown,2017-3
162616,unknown,2017-3
162617,unknown,2017-3
162618,unknown,2017-3
162620,unknown,2017-3
162625,unknown,2017-3
162626,unknown,2017-3
162629,unknown,2017-3
162633,unknown,2017-3
162634,unknown,2017-3
162642,unknown,2017-3
162647,unknown,2017-3
162652,unknown,2017-3
162663,unknown,2017-3
162664,unknown,2017-3
162672,unknown,2017-3
162679,unknown,2017-3
162680,unknown,2017-3
162683,unknown,2017-3
162900,unknown,2017-3
162909,unknown,2017-3
162926,unknown,2017-3
162941,unknown,2017-3
162950,unknown,2017-3
162956,unknown,2017-3
162961,unknown,2017-3
163002,unknown,2017-3
163026,unknown,2017-3
163050,unknown,2017-3
163059,unknown,2017-3
163071,unknown,2017-3
163073,unknown,2017-3
163085,unknown,2017-3
163089,unknown,2017-3
163094,unknown,2017-3
163102,unknown,2017-3
163114,unknown,2017-3
163129,unknown,2017-3
163146,unknown,2017-3
163152,unknown,2017-3
163156,unknown,2017-3
163161,unknown,2017-3
163163,unknown,2017-3
163177,unknown,2017-3
163184,unknown,2017-3
163186,unknown,2017-3
163189,unknown,2017-3
163198,unknown,2017-3
163218,unknown,2017-3
163228,unknown,2017-3
163232,unknown,2017-3
163242,unknown,2017-3
163243,unknown,2017-3
163246,unknown,2017-3
163247,unknown,2017-3
163255,unknown,2017-3
163256,unknown,2017-3
163258,unknown,2017-3
163260,unknown,2017-3
163265,unknown,2017-3
163267,unknown,2017-3
163269,unknown,2017-3
163276,unknown,2017-3
163288,unknown,2017-3
163294,unknown,2017-3
163302,unknown,2017-3
163311,unknown,2017-3
163338,unknown,2017-3
163343,unknown,2017-3
163353,unknown,2017-3
163369,unknown,2017-3
165607,stable,2017-3
165608,stable,2017-3
165609,stable,2017-3
165610,stable,2017-3
165611,stable,2017-3
165612,stable,2017-3
165613,unknown,2017-3
165614,stable,2017-3
165615,stable,2017-3
165616,stable,2017-3
165618,unknown,2017-3
165619,stable,2017-3
165620,stable,2017-3
165621,unknown,2017-3
165622,stable,2017-3
165623,unknown,2017-3
165624,stable,2017-3
165625,stable,2017-3
165626,stable,2017-3
165627,stable,2017-3
165628,stable,2017-3
165630,stable,2017-3
165631,decreasing,2017-3
165632,stable,2017-3
165633,stable,2017-3
165634,stable,2017-3
165635,stable,2017-3
165636,stable,2017-3
165637,stable,2017-3
165638,unknown,2017-3
165639,stable,2017-3
165640,stable,2017-3
165641,unknown,2017-3
165642,unknown,2017-3
165643,unknown,2017-3
165646,unknown,2017-3
165648,stable,2017-3
165649,stable,2017-3
165650,stable,2017-3
165651,stable,2017-3
165652,stable,2017-3
165653,stable,2017-3
165654,stable,2017-3
165655,stable,2017-3
165656,stable,2017-3
165657,decreasing,2017-3
165659,stable,2017-3
165660,stable,2017-3
165661,stable,2017-3
165662,stable,2017-3
165663,stable,2017-3
165664,stable,2017-3
165665,stable,2017-3
165666,stable,2017-3
165667,unknown,2017-3
165668,stable,2017-3
165669,stable,2017-3
165670,stable,2017-3
165671,unknown,2017-3
165672,stable,2017-3
165674,unknown,2017-3
165675,stable,2017-3
165677,stable,2017-3
165678,stable,2017-3
165679,stable,2017-3
165680,stable,2017-3
165681,stable,2017-3
165682,stable,2017-3
165683,stable,2017-3
165684,stable,2017-3
165685,stable,2017-3
165687,unknown,2017-3
165688,stable,2017-3
165689,decreasing,2017-3
165691,stable,2017-3
165692,decreasing,2017-3
165693,stable,2017-3
165694,unknown,2017-3
165695,stable,2017-3
165696,stable,2017-3
165697,stable,2017-3
165698,stable,2017-3
165700,unknown,2017-3
165701,unknown,2017-3
165702,stable,2017-3
165703,stable,2017-3
165704,decreasing,2017-3
165705,stable,2017-3
165706,stable,2017-3
165709,stable,2017-3
165710,stable,2017-3
165711,stable,2017-3
165712,decreasing,2017-3
165714,stable,2017-3
165716,stable,2017-3
165717,decreasing,2017-3
165718,stable,2017-3
165719,stable,2017-3
165720,stable,2017-3
165721,stable,2017-3
165723,stable,2017-3
165724,stable,2017-3
165725,stable,2017-3
165726,stable,2017-3
165822,stable,2017-3
165825,stable,2017-3
165826,unknown,2017-3
165828,stable,2017-3
165829,stable,2017-3
165830,stable,2017-3
165831,stable,2017-3
165832,stable,2017-3
165833,stable,2017-3
165834,stable,2017-3
165835,stable,2017-3
165837,unknown,2017-3
165838,stable,2017-3
165839,stable,2017-3
165840,stable,2017-3
165841,stable,2017-3
165842,stable,2017-3
165843,stable,2017-3
165844,unknown,2017-3
165845,stable,2017-3
165846,stable,2017-3
165847,unknown,2017-3
165848,stable,2017-3
165849,stable,2017-3
165850,stable,2017-3
165851,stable,2017-3
165852,stable,2017-3
165853,stable,2017-3
165854,stable,2017-3
165855,stable,2017-3
165856,stable,2017-3
165857,stable,2017-3
165858,stable,2017-3
165860,stable,2017-3
165862,stable,2017-3
165864,stable,2017-3
165865,stable,2017-3
165867,stable,2017-3
165868,stable,2017-3
165870,stable,2017-3
165871,stable,2017-3
165872,stable,2017-3
165873,stable,2017-3
165874,stable,2017-3
165876,stable,2017-3
165878,stable,2017-3
165879,stable,2017-3
165880,stable,2017-3
165881,stable,2017-3
165882,stable,2017-3
165883,stable,2017-3
165884,stable,2017-3
165885,stable,2017-3
165887,stable,2017-3
165888,stable,2017-3
165889,stable,2017-3
165890,stable,2017-3
165891,stable,2017-3
165893,stable,2017-3
165895,stable,2017-3
165896,stable,2017-3
165897,stable,2017-3
165898,stable,2017-3
165899,stable,2017-3
165900,stable,2017-3
165901,stable,2017-3
165902,stable,2017-3
165910,unknown,2017-3
166077,stable,2017-3
166138,stable,2017-3
166144,unknown,2017-3
166184,decreasing,2017-3
166216,unknown,2017-3
166442,decreasing,2017-3
166446,unknown,2017-3
166483,decreasing,2017-3
166533,unknown,2017-3
166552,unknown,2017-3
166575,unknown,2017-3
166598,unknown,2017-3
166693,unknown,2017-3
166856,stable,2017-3
166879,unknown,2017-3
166881,unknown,2017-3
166892,unknown,2017-3
166893,unknown,2017-3
166894,unknown,2017-3
166897,unknown,2017-3
166900,stable,2017-3
166980,unknown,2017-3
166990,unknown,2017-3
167710,stable,2017-3
168374,stable,2017-3
169353,stable,2017-3
169359,stable,2017-3
169587,unknown,2017-3
169632,stable,2017-3
169679,stable,2017-3
169949,unknown,2017-3
169951,unknown,2017-3
169954,unknown,2017-3
169955,stable,2017-3
169958,unknown,2017-3
169960,unknown,2017-3
169962,unknown,2017-3
169963,stable,2017-3
169964,unknown,2017-3
169965,decreasing,2017-3
169966,stable,2017-3
169967,stable,2017-3
169968,stable,2017-3
169969,unknown,2017-3
169970,unknown,2017-3
169972,unknown,2017-3
169973,unknown,2017-3
169974,unknown,2017-3
169975,decreasing,2017-3
169978,unknown,2017-3
169979,unknown,2017-3
169984,stable,2017-3
169985,unknown,2017-3
169986,unknown,2017-3
169987,stable,2017-3
169988,unknown,2017-3
169989,unknown,2017-3
169990,unknown,2017-3
169991,unknown,2017-3
169996,unknown,2017-3
169999,increasing,2017-3
170000,unknown,2017-3
170002,unknown,2017-3
170004,unknown,2017-3
170005,unknown,2017-3
170008,unknown,2017-3
170009,stable,2017-3
170010,unknown,2017-3
170011,unknown,2017-3
170015,unknown,2017-3
170017,unknown,2017-3
170018,unknown,2017-3
170021,unknown,2017-3
170023,unknown,2017-3
170024,unknown,2017-3
170025,stable,2017-3
170026,unknown,2017-3
170029,unknown,2017-3
170032,unknown,2017-3
170034,unknown,2017-3
170035,unknown,2017-3
170037,unknown,2017-3
170038,unknown,2017-3
170042,unknown,2017-3
170044,unknown,2017-3
170048,unknown,2017-3
170049,unknown,2017-3
170050,decreasing,2017-3
170051,unknown,2017-3
170053,unknown,2017-3
170054,unknown,2017-3
170055,unknown,2017-3
170056,unknown,2017-3
170062,unknown,2017-3
170063,unknown,2017-3
170064,unknown,2017-3
170065,unknown,2017-3
170070,unknown,2017-3
170071,unknown,2017-3
170072,stable,2017-3
170073,unknown,2017-3
170075,unknown,2017-3
170080,unknown,2017-3
170082,unknown,2017-3
170086,unknown,2017-3
170087,stable,2017-3
170088,unknown,2017-3
170089,unknown,2017-3
170093,unknown,2017-3
170095,unknown,2017-3
170306,stable,2017-3
170308,unknown,2017-3
170309,decreasing,2017-3
170310,stable,2017-3
170313,unknown,2017-3
170314,decreasing,2017-3
170316,decreasing,2017-3
170319,stable,2017-3
170320,stable,2017-3
170321,unknown,2017-3
170322,decreasing,2017-3
170323,unknown,2017-3
170325,stable,2017-3
170326,unknown,2017-3
170327,unknown,2017-3
170329,stable,2017-3
170330,decreasing,2017-3
170331,stable,2017-3
170332,unknown,2017-3
170334,stable,2017-3
170335,decreasing,2017-3
170336,unknown,2017-3
170337,unknown,2017-3
170338,unknown,2017-3
170339,stable,2017-3
170340,unknown,2017-3
170341,decreasing,2017-3
170342,unknown,2017-3
170343,unknown,2017-3
170344,stable,2017-3
170345,stable,2017-3
170349,stable,2017-3
170350,stable,2017-3
170352,decreasing,2017-3
170353,unknown,2017-3
170354,decreasing,2017-3
170355,stable,2017-3
170357,unknown,2017-3
170358,unknown,2017-3
172321,unknown,2017-3
172359,unknown,2017-3
172363,unknown,2017-3
172393,unknown,2017-3
172404,stable,2017-3
172415,unknown,2017-3
172443,stable,2017-3
172450,unknown,2017-3
172468,unknown,2017-3
172469,unknown,2017-3
172497,unknown,2017-3
176066,unknown,2017-3
176070,unknown,2017-3
176079,unknown,2017-3
176085,unknown,2017-3
176088,unknown,2017-3
176704,decreasing,2017-3
176708,unknown,2017-3
176715,unknown,2017-3
176717,unknown,2017-3
176719,stable,2017-3
176720,decreasing,2017-3
176726,unknown,2017-3
176729,unknown,2017-3
176734,stable,2017-3
176737,unknown,2017-3
176738,stable,2017-3
176743,unknown,2017-3
176745,unknown,2017-3
176746,unknown,2017-3
176748,decreasing,2017-3
176750,stable,2017-3
176756,stable,2017-3
176757,unknown,2017-3
176769,stable,2017-3
176771,stable,2017-3
177949,stable,2017-3
177950,stable,2017-3
177951,stable,2017-3
177953,stable,2017-3
177955,stable,2017-3
177957,unknown,2017-3
177958,stable,2017-3
177959,unknown,2017-3
177960,stable,2017-3
177961,unknown,2017-3
177962,unknown,2017-3
177963,unknown,2017-3
177964,unknown,2017-3
177965,stable,2017-3
177967,stable,2017-3
177968,stable,2017-3
177969,stable,2017-3
177970,unknown,2017-3
177971,stable,2017-3
177972,unknown,2017-3
177974,unknown,2017-3
177975,stable,2017-3
177976,stable,2017-3
177977,unknown,2017-3
177979,unknown,2017-3
177980,stable,2017-3
177981,unknown,2017-3
177982,stable,2017-3
177983,stable,2017-3
177985,stable,2017-3
177986,unknown,2017-3
177987,stable,2017-3
177988,stable,2017-3
177989,stable,2017-3
177990,stable,2017-3
177991,stable,2017-3
177992,unknown,2017-3
177993,stable,2017-3
177994,unknown,2017-3
177995,unknown,2017-3
177997,stable,2017-3
177998,stable,2017-3
177999,stable,2017-3
178000,unknown,2017-3
178002,stable,2017-3
178004,unknown,2017-3
178005,stable,2017-3
178006,unknown,2017-3
178007,unknown,2017-3
178008,stable,2017-3
178009,stable,2017-3
178010,stable,2017-3
178011,stable,2017-3
178012,stable,2017-3
178013,stable,2017-3
178014,unknown,2017-3
178015,stable,2017-3
178016,unknown,2017-3
178017,stable,2017-3
178018,unknown,2017-3
178019,stable,2017-3
178020,unknown,2017-3
178021,stable,2017-3
178022,stable,2017-3
178023,unknown,2017-3
178024,stable,2017-3
178025,unknown,2017-3
178054,unknown,2017-3
178060,unknown,2017-3
178062,unknown,2017-3
178063,unknown,2017-3
178064,unknown,2017-3
178065,unknown,2017-3
178066,unknown,2017-3
