iucn_sid,pop_trend,iucn_version
178067,unknown,2017-3
178070,stable,2017-3
178072,unknown,2017-3
178074,unknown,2017-3
178100,unknown,2017-3
178102,unknown,2017-3
178105,unknown,2017-3
178106,unknown,2017-3
178107,unknown,2017-3
178111,unknown,2017-3
180103,unknown,2017-3
180109,unknown,2017-3
180111,unknown,2017-3
180120,unknown,2017-3
180122,unknown,2017-3
180123,unknown,2017-3
180125,unknown,2017-3
180133,unknown,2017-3
180142,unknown,2017-3
180231,unknown,2017-3
180235,unknown,2017-3
180246,unknown,2017-3
180248,unknown,2017-3
180254,unknown,2017-3
180257,decreasing,2017-3
180265,decreasing,2017-3
180275,decreasing,2017-3
180286,unknown,2017-3
180295,unknown,2017-3
180297,unknown,2017-3
180298,unknown,2017-3
180316,unknown,2017-3
180326,NA,2017-3
180329,unknown,2017-3
180337,decreasing,2017-3
180353,unknown,2017-3
180373,decreasing,2017-3
180375,unknown,2017-3
180395,unknown,2017-3
180400,unknown,2017-3
180406,unknown,2017-3
180414,unknown,2017-3
180421,stable,2017-3
180424,decreasing,2017-3
180436,stable,2017-3
180443,unknown,2017-3
180455,unknown,2017-3
180476,unknown,2017-3
180477,stable,2017-3
180479,unknown,2017-3
180481,decreasing,2017-3
180492,unknown,2017-3
180493,unknown,2017-3
180494,unknown,2017-3
180495,unknown,2017-3
180504,stable,2017-3
180518,decreasing,2017-3
180519,unknown,2017-3
180525,unknown,2017-3
180534,unknown,2017-3
180540,unknown,2017-3
180541,stable,2017-3
180682,unknown,2017-3
180706,unknown,2017-3
180866,unknown,2017-3
180926,unknown,2017-3
180966,unknown,2017-3
181029,unknown,2017-3
181100,unknown,2017-3
181550,unknown,2017-3
181577,unknown,2017-3
181797,unknown,2017-3
182223,unknown,2017-3
182285,unknown,2017-3
182363,unknown,2017-3
182549,unknown,2017-3
182611,unknown,2017-3
182933,unknown,2017-3
183155,unknown,2017-3
183158,stable,2017-3
183159,stable,2017-3
183206,unknown,2017-3
183208,unknown,2017-3
183210,unknown,2017-3
183211,unknown,2017-3
183213,unknown,2017-3
183215,unknown,2017-3
183217,unknown,2017-3
183218,unknown,2017-3
183219,unknown,2017-3
183220,unknown,2017-3
183221,unknown,2017-3
183222,unknown,2017-3
183224,unknown,2017-3
183225,stable,2017-3
183227,unknown,2017-3
183229,unknown,2017-3
183230,unknown,2017-3
183232,unknown,2017-3
183233,unknown,2017-3
183235,unknown,2017-3
183237,unknown,2017-3
183244,unknown,2017-3
183245,unknown,2017-3
183246,unknown,2017-3
183248,unknown,2017-3
183249,unknown,2017-3
183250,unknown,2017-3
183251,unknown,2017-3
183256,unknown,2017-3
183257,stable,2017-3
183259,unknown,2017-3
183260,stable,2017-3
183261,unknown,2017-3
183263,unknown,2017-3
183268,unknown,2017-3
183269,unknown,2017-3
183270,unknown,2017-3
183273,stable,2017-3
183275,unknown,2017-3
183276,unknown,2017-3
183278,unknown,2017-3
183280,unknown,2017-3
183281,unknown,2017-3
183282,unknown,2017-3
183283,unknown,2017-3
183284,unknown,2017-3
183285,unknown,2017-3
183287,unknown,2017-3
183291,unknown,2017-3
183292,unknown,2017-3
183293,unknown,2017-3
183294,unknown,2017-3
183295,unknown,2017-3
183297,unknown,2017-3
183298,unknown,2017-3
183300,unknown,2017-3
183301,unknown,2017-3
183303,unknown,2017-3
183304,unknown,2017-3
183308,stable,2017-3
183309,unknown,2017-3
183310,stable,2017-3
183311,unknown,2017-3
183312,unknown,2017-3
183313,unknown,2017-3
183315,unknown,2017-3
183317,unknown,2017-3
183319,unknown,2017-3
183322,unknown,2017-3
183324,unknown,2017-3
183329,unknown,2017-3
183330,unknown,2017-3
183331,unknown,2017-3
183334,unknown,2017-3
183335,unknown,2017-3
183336,unknown,2017-3
183337,unknown,2017-3
183339,unknown,2017-3
183341,unknown,2017-3
183342,unknown,2017-3
183345,unknown,2017-3
183346,unknown,2017-3
183349,unknown,2017-3
183355,unknown,2017-3
183358,unknown,2017-3
183361,unknown,2017-3
183362,unknown,2017-3
183363,stable,2017-3
183367,unknown,2017-3
183370,unknown,2017-3
183372,unknown,2017-3
183374,unknown,2017-3
183375,unknown,2017-3
183376,unknown,2017-3
183377,unknown,2017-3
183378,stable,2017-3
183379,unknown,2017-3
183380,unknown,2017-3
183382,unknown,2017-3
183384,unknown,2017-3
183385,unknown,2017-3
183386,unknown,2017-3
183389,unknown,2017-3
183390,unknown,2017-3
183392,unknown,2017-3
183394,unknown,2017-3
183395,unknown,2017-3
183396,unknown,2017-3
183397,unknown,2017-3
183398,unknown,2017-3
183399,unknown,2017-3
183400,unknown,2017-3
183402,unknown,2017-3
183403,unknown,2017-3
183408,unknown,2017-3
183410,unknown,2017-3
183411,unknown,2017-3
183412,unknown,2017-3
183416,unknown,2017-3
183418,unknown,2017-3
183419,unknown,2017-3
183420,unknown,2017-3
183421,unknown,2017-3
183422,unknown,2017-3
183423,unknown,2017-3
183425,unknown,2017-3
183426,unknown,2017-3
183428,unknown,2017-3
183429,unknown,2017-3
183430,unknown,2017-3
183431,unknown,2017-3
183432,unknown,2017-3
183434,unknown,2017-3
183436,unknown,2017-3
183443,stable,2017-3
183444,unknown,2017-3
183445,unknown,2017-3
183446,stable,2017-3
183449,unknown,2017-3
183450,unknown,2017-3
183452,unknown,2017-3
183454,unknown,2017-3
183459,unknown,2017-3
183460,unknown,2017-3
183462,unknown,2017-3
183464,unknown,2017-3
183467,unknown,2017-3
183468,stable,2017-3
183470,unknown,2017-3
183471,unknown,2017-3
183472,unknown,2017-3
183474,unknown,2017-3
183475,unknown,2017-3
183477,unknown,2017-3
183479,unknown,2017-3
183480,unknown,2017-3
183482,unknown,2017-3
183483,unknown,2017-3
183485,unknown,2017-3
183487,unknown,2017-3
183489,unknown,2017-3
183490,stable,2017-3
183491,unknown,2017-3
183492,unknown,2017-3
183494,unknown,2017-3
183497,unknown,2017-3
183498,unknown,2017-3
183501,unknown,2017-3
183502,unknown,2017-3
183504,unknown,2017-3
183505,unknown,2017-3
183506,unknown,2017-3
183507,unknown,2017-3
183508,unknown,2017-3
183509,unknown,2017-3
183511,unknown,2017-3
183514,unknown,2017-3
183515,unknown,2017-3
183516,unknown,2017-3
183517,unknown,2017-3
183521,unknown,2017-3
183522,unknown,2017-3
183525,unknown,2017-3
183526,unknown,2017-3
183528,unknown,2017-3
183530,unknown,2017-3
183531,unknown,2017-3
183532,unknown,2017-3
183535,unknown,2017-3
183539,unknown,2017-3
183541,unknown,2017-3
183543,unknown,2017-3
183544,unknown,2017-3
183545,stable,2017-3
183547,unknown,2017-3
183553,unknown,2017-3
183554,unknown,2017-3
183555,unknown,2017-3
183557,unknown,2017-3
183563,unknown,2017-3
183566,unknown,2017-3
183570,unknown,2017-3
183571,unknown,2017-3
183573,unknown,2017-3
183574,unknown,2017-3
183575,unknown,2017-3
183576,unknown,2017-3
183577,unknown,2017-3
183578,unknown,2017-3
183579,unknown,2017-3
183580,unknown,2017-3
183581,unknown,2017-3
183584,unknown,2017-3
183585,unknown,2017-3
183586,unknown,2017-3
183587,unknown,2017-3
183590,unknown,2017-3
183593,unknown,2017-3
183595,unknown,2017-3
183596,unknown,2017-3
183597,unknown,2017-3
183598,unknown,2017-3
183599,unknown,2017-3
183601,unknown,2017-3
183603,unknown,2017-3
183605,unknown,2017-3
183606,unknown,2017-3
183607,unknown,2017-3
183611,unknown,2017-3
183613,unknown,2017-3
183616,unknown,2017-3
183617,unknown,2017-3
183618,stable,2017-3
183619,unknown,2017-3
183620,unknown,2017-3
183621,unknown,2017-3
183622,unknown,2017-3
183624,stable,2017-3
183628,unknown,2017-3
183629,unknown,2017-3
183630,unknown,2017-3
183632,unknown,2017-3
183635,unknown,2017-3
183636,unknown,2017-3
183637,unknown,2017-3
183638,unknown,2017-3
183639,unknown,2017-3
183640,unknown,2017-3
183642,unknown,2017-3
183643,unknown,2017-3
183645,unknown,2017-3
183646,stable,2017-3
183648,unknown,2017-3
183649,stable,2017-3
183650,unknown,2017-3
183651,unknown,2017-3
183652,unknown,2017-3
183653,unknown,2017-3
183654,unknown,2017-3
183655,unknown,2017-3
183656,unknown,2017-3
183657,unknown,2017-3
183658,unknown,2017-3
183659,unknown,2017-3
183660,unknown,2017-3
183664,unknown,2017-3
183665,unknown,2017-3
183666,unknown,2017-3
183667,unknown,2017-3
183668,unknown,2017-3
183669,unknown,2017-3
183671,unknown,2017-3
183675,unknown,2017-3
183677,unknown,2017-3
183678,unknown,2017-3
183679,unknown,2017-3
183680,unknown,2017-3
183683,unknown,2017-3
183684,unknown,2017-3
183685,unknown,2017-3
183688,unknown,2017-3
183690,unknown,2017-3
183691,unknown,2017-3
183692,unknown,2017-3
183693,unknown,2017-3
183694,unknown,2017-3
183695,unknown,2017-3
183696,unknown,2017-3
183697,stable,2017-3
183699,unknown,2017-3
183700,unknown,2017-3
183701,unknown,2017-3
183704,unknown,2017-3
183705,unknown,2017-3
183706,unknown,2017-3
183707,unknown,2017-3
183713,unknown,2017-3
183714,unknown,2017-3
183716,unknown,2017-3
183718,unknown,2017-3
183719,unknown,2017-3
183720,unknown,2017-3
183724,unknown,2017-3
183725,stable,2017-3
183726,unknown,2017-3
183727,unknown,2017-3
183729,unknown,2017-3
183730,unknown,2017-3
183731,stable,2017-3
183733,unknown,2017-3
183734,unknown,2017-3
183736,unknown,2017-3
183737,unknown,2017-3
183740,unknown,2017-3
183743,unknown,2017-3
183744,unknown,2017-3
183745,unknown,2017-3
183747,unknown,2017-3
183750,unknown,2017-3
183751,unknown,2017-3
183752,unknown,2017-3
183754,unknown,2017-3
183756,unknown,2017-3
183757,unknown,2017-3
183758,unknown,2017-3
183761,unknown,2017-3
183763,unknown,2017-3
183764,unknown,2017-3
183765,unknown,2017-3
183767,unknown,2017-3
183768,unknown,2017-3
183769,decreasing,2017-3
183773,unknown,2017-3
183774,unknown,2017-3
183775,unknown,2017-3
183776,unknown,2017-3
183777,unknown,2017-3
183779,unknown,2017-3
183780,unknown,2017-3
183782,unknown,2017-3
183786,unknown,2017-3
183788,unknown,2017-3
183789,unknown,2017-3
183793,unknown,2017-3
183794,unknown,2017-3
183795,unknown,2017-3
183796,unknown,2017-3
183799,unknown,2017-3
183801,stable,2017-3
183803,unknown,2017-3
183804,unknown,2017-3
183805,stable,2017-3
183806,unknown,2017-3
183807,unknown,2017-3
183808,unknown,2017-3
183809,unknown,2017-3
183810,unknown,2017-3
183812,unknown,2017-3
183813,unknown,2017-3
183814,unknown,2017-3
183815,unknown,2017-3
183817,stable,2017-3
183820,unknown,2017-3
183821,unknown,2017-3
183822,stable,2017-3
183824,unknown,2017-3
183825,unknown,2017-3
183827,unknown,2017-3
183828,unknown,2017-3
183833,unknown,2017-3
183835,stable,2017-3
183838,unknown,2017-3
183839,stable,2017-3
183840,unknown,2017-3
183841,unknown,2017-3
183843,unknown,2017-3
183845,unknown,2017-3
183848,unknown,2017-3
183849,stable,2017-3
183850,unknown,2017-3
183851,unknown,2017-3
183853,unknown,2017-3
183854,unknown,2017-3
183855,unknown,2017-3
183856,stable,2017-3
183859,unknown,2017-3
183861,unknown,2017-3
183862,unknown,2017-3
183864,unknown,2017-3
183866,unknown,2017-3
183867,unknown,2017-3
183868,unknown,2017-3
183870,unknown,2017-3
183871,unknown,2017-3
183872,unknown,2017-3
183873,unknown,2017-3
183874,unknown,2017-3
183878,stable,2017-3
183881,unknown,2017-3
183885,unknown,2017-3
183886,unknown,2017-3
183889,unknown,2017-3
183891,unknown,2017-3
183892,unknown,2017-3
183897,unknown,2017-3
183901,unknown,2017-3
183903,unknown,2017-3
183906,unknown,2017-3
183910,stable,2017-3
183916,unknown,2017-3
183917,unknown,2017-3
183919,unknown,2017-3
183920,unknown,2017-3
183921,unknown,2017-3
183922,unknown,2017-3
183923,unknown,2017-3
183925,unknown,2017-3
183926,unknown,2017-3
183928,unknown,2017-3
183929,unknown,2017-3
183930,unknown,2017-3
183931,unknown,2017-3
183932,unknown,2017-3
183933,unknown,2017-3
183936,unknown,2017-3
183938,unknown,2017-3
183940,unknown,2017-3
183941,unknown,2017-3
183943,unknown,2017-3
183944,unknown,2017-3
183947,unknown,2017-3
183948,unknown,2017-3
183950,unknown,2017-3
183952,unknown,2017-3
183954,unknown,2017-3
183956,unknown,2017-3
183957,stable,2017-3
183963,unknown,2017-3
183967,unknown,2017-3
183969,unknown,2017-3
183971,unknown,2017-3
183972,unknown,2017-3
183975,unknown,2017-3
183976,unknown,2017-3
183977,unknown,2017-3
183980,stable,2017-3
183982,unknown,2017-3
183983,unknown,2017-3
183985,stable,2017-3
183986,unknown,2017-3
183988,unknown,2017-3
183989,unknown,2017-3
183991,unknown,2017-3
183994,unknown,2017-3
183996,unknown,2017-3
183997,unknown,2017-3
183998,unknown,2017-3
184000,unknown,2017-3
184003,unknown,2017-3
184004,unknown,2017-3
184005,unknown,2017-3
184006,unknown,2017-3
184007,unknown,2017-3
184008,unknown,2017-3
184009,unknown,2017-3
184010,unknown,2017-3
184012,unknown,2017-3
184013,unknown,2017-3
184016,stable,2017-3
184017,unknown,2017-3
184019,unknown,2017-3
184023,unknown,2017-3
184026,unknown,2017-3
184029,unknown,2017-3
184032,unknown,2017-3
184034,unknown,2017-3
184035,stable,2017-3
184036,unknown,2017-3
184037,unknown,2017-3
184038,unknown,2017-3
184041,unknown,2017-3
184042,unknown,2017-3
184043,unknown,2017-3
184044,unknown,2017-3
184050,unknown,2017-3
184051,unknown,2017-3
184055,unknown,2017-3
184056,unknown,2017-3
184088,stable,2017-3
184099,unknown,2017-3
184812,unknown,2017-3
184847,unknown,2017-3
184918,unknown,2017-3
184996,unknown,2017-3
184997,unknown,2017-3
185012,stable,2017-3
185017,stable,2017-3
185018,unknown,2017-3
185019,unknown,2017-3
185020,unknown,2017-3
185023,unknown,2017-3
185026,stable,2017-3
185029,unknown,2017-3
185031,unknown,2017-3
185034,unknown,2017-3
185035,unknown,2017-3
185036,unknown,2017-3
185038,stable,2017-3
185040,unknown,2017-3
185041,unknown,2017-3
185042,unknown,2017-3
185060,unknown,2017-3
185061,unknown,2017-3
185062,unknown,2017-3
185064,unknown,2017-3
185066,unknown,2017-3
185067,unknown,2017-3
185069,unknown,2017-3
185070,unknown,2017-3
185072,unknown,2017-3
185073,unknown,2017-3
185074,unknown,2017-3
185076,unknown,2017-3
185077,unknown,2017-3
185080,unknown,2017-3
185083,unknown,2017-3
185088,unknown,2017-3
185089,unknown,2017-3
185091,unknown,2017-3
185093,unknown,2017-3
185096,unknown,2017-3
185128,stable,2017-3
186089,unknown,2017-3
186106,unknown,2017-3
187368,unknown,2017-3
187370,unknown,2017-3
187371,unknown,2017-3
187373,unknown,2017-3
187378,unknown,2017-3
187379,unknown,2017-3
187381,stable,2017-3
187383,unknown,2017-3
187384,unknown,2017-3
187390,unknown,2017-3
187393,unknown,2017-3
187394,unknown,2017-3
187395,unknown,2017-3
187396,unknown,2017-3
187397,stable,2017-3
187398,unknown,2017-3
187400,stable,2017-3
187401,unknown,2017-3
187403,unknown,2017-3
187405,unknown,2017-3
187406,unknown,2017-3
187407,unknown,2017-3
187409,unknown,2017-3
187410,unknown,2017-3
187411,unknown,2017-3
187413,unknown,2017-3
187414,unknown,2017-3
187415,unknown,2017-3
187416,unknown,2017-3
187417,unknown,2017-3
187418,stable,2017-3
187419,unknown,2017-3
187421,unknown,2017-3
187423,unknown,2017-3
187424,unknown,2017-3
187425,unknown,2017-3
187426,stable,2017-3
187427,unknown,2017-3
187428,unknown,2017-3
187430,unknown,2017-3
187431,unknown,2017-3
187434,unknown,2017-3
187436,stable,2017-3
187438,unknown,2017-3
187439,unknown,2017-3
187440,unknown,2017-3
187441,unknown,2017-3
187443,unknown,2017-3
187444,unknown,2017-3
187446,unknown,2017-3
187447,unknown,2017-3
187448,unknown,2017-3
187450,unknown,2017-3
187451,unknown,2017-3
187452,unknown,2017-3
187453,stable,2017-3
187454,unknown,2017-3
187455,unknown,2017-3
187456,unknown,2017-3
187462,unknown,2017-3
187463,unknown,2017-3
187465,unknown,2017-3
187466,unknown,2017-3
187467,unknown,2017-3
187472,unknown,2017-3
187473,unknown,2017-3
187474,unknown,2017-3
187475,stable,2017-3
187476,unknown,2017-3
187477,unknown,2017-3
187478,unknown,2017-3
187479,decreasing,2017-3
187481,unknown,2017-3
187482,unknown,2017-3
187483,unknown,2017-3
187485,unknown,2017-3
187489,unknown,2017-3
187490,unknown,2017-3
187491,stable,2017-3
187492,stable,2017-3
187494,unknown,2017-3
187495,decreasing,2017-3
187496,unknown,2017-3
187497,unknown,2017-3
187498,unknown,2017-3
187499,unknown,2017-3
187502,unknown,2017-3
187505,unknown,2017-3
187506,decreasing,2017-3
187507,unknown,2017-3
187511,unknown,2017-3
187512,unknown,2017-3
187515,unknown,2017-3
187516,unknown,2017-3
187517,unknown,2017-3
187518,unknown,2017-3
187519,unknown,2017-3
187520,decreasing,2017-3
187522,unknown,2017-3
187523,unknown,2017-3
187524,unknown,2017-3
187525,unknown,2017-3
187527,unknown,2017-3
187530,unknown,2017-3
187533,unknown,2017-3
187534,unknown,2017-3
187535,unknown,2017-3
187536,unknown,2017-3
187537,unknown,2017-3
187538,unknown,2017-3
187539,unknown,2017-3
187541,stable,2017-3
187543,unknown,2017-3
187545,decreasing,2017-3
187546,unknown,2017-3
187547,unknown,2017-3
187548,unknown,2017-3
187549,unknown,2017-3
187553,unknown,2017-3
187554,unknown,2017-3
187555,stable,2017-3
187559,unknown,2017-3
187560,unknown,2017-3
187561,unknown,2017-3
187562,unknown,2017-3
187563,unknown,2017-3
187564,unknown,2017-3
187565,decreasing,2017-3
187566,unknown,2017-3
187567,stable,2017-3
187568,decreasing,2017-3
187569,unknown,2017-3
187570,unknown,2017-3
187571,unknown,2017-3
187573,stable,2017-3
187574,unknown,2017-3
187575,unknown,2017-3
187578,unknown,2017-3
187580,unknown,2017-3
187583,unknown,2017-3
187584,unknown,2017-3
187587,unknown,2017-3
187588,unknown,2017-3
187589,unknown,2017-3
187592,unknown,2017-3
187594,unknown,2017-3
187595,unknown,2017-3
187598,unknown,2017-3
187599,unknown,2017-3
187600,unknown,2017-3
187601,unknown,2017-3
187602,unknown,2017-3
187603,unknown,2017-3
187604,unknown,2017-3
187609,unknown,2017-3
187610,unknown,2017-3
187612,unknown,2017-3
187613,unknown,2017-3
187614,unknown,2017-3
187618,unknown,2017-3
187620,unknown,2017-3
187621,unknown,2017-3
187622,unknown,2017-3
187623,unknown,2017-3
187624,unknown,2017-3
187625,unknown,2017-3
187627,unknown,2017-3
187630,unknown,2017-3
187631,unknown,2017-3
187632,unknown,2017-3
187633,unknown,2017-3
187634,unknown,2017-3
187635,unknown,2017-3
187638,unknown,2017-3
187640,unknown,2017-3
187641,unknown,2017-3
187643,unknown,2017-3
187644,unknown,2017-3
187645,unknown,2017-3
187646,unknown,2017-3
187647,unknown,2017-3
187648,unknown,2017-3
187649,unknown,2017-3
187651,unknown,2017-3
187652,unknown,2017-3
187653,stable,2017-3
187654,decreasing,2017-3
187655,unknown,2017-3
187656,unknown,2017-3
187657,unknown,2017-3
187658,unknown,2017-3
187659,unknown,2017-3
187662,unknown,2017-3
187664,unknown,2017-3
187667,unknown,2017-3
187670,unknown,2017-3
187672,unknown,2017-3
187673,unknown,2017-3
187674,unknown,2017-3
187675,unknown,2017-3
187677,unknown,2017-3
187678,stable,2017-3
187679,stable,2017-3
187680,unknown,2017-3
187681,unknown,2017-3
187683,unknown,2017-3
187684,unknown,2017-3
187685,unknown,2017-3
187687,unknown,2017-3
187688,unknown,2017-3
187689,unknown,2017-3
187690,unknown,2017-3
187691,unknown,2017-3
187692,unknown,2017-3
187693,unknown,2017-3
187694,unknown,2017-3
187696,stable,2017-3
187697,unknown,2017-3
187698,unknown,2017-3
187699,unknown,2017-3
187701,unknown,2017-3
187702,unknown,2017-3
187705,unknown,2017-3
187707,unknown,2017-3
187710,stable,2017-3
187711,stable,2017-3
187713,unknown,2017-3
187714,stable,2017-3
187715,unknown,2017-3
187716,unknown,2017-3
187718,unknown,2017-3
187719,unknown,2017-3
187720,unknown,2017-3
187722,unknown,2017-3
187723,stable,2017-3
187724,unknown,2017-3
187726,unknown,2017-3
187727,unknown,2017-3
187728,unknown,2017-3
187729,unknown,2017-3
187730,unknown,2017-3
187731,unknown,2017-3
187733,unknown,2017-3
187735,unknown,2017-3
187736,unknown,2017-3
187737,unknown,2017-3
187738,unknown,2017-3
187739,unknown,2017-3
187740,unknown,2017-3
187741,unknown,2017-3
187742,unknown,2017-3
187744,unknown,2017-3
187746,unknown,2017-3
187747,unknown,2017-3
187748,stable,2017-3
187749,unknown,2017-3
187750,unknown,2017-3
187751,stable,2017-3
187752,stable,2017-3
187753,unknown,2017-3
187754,unknown,2017-3
187755,unknown,2017-3
187756,stable,2017-3
187757,unknown,2017-3
187758,stable,2017-3
187759,stable,2017-3
187762,unknown,2017-3
187763,unknown,2017-3
187765,unknown,2017-3
187766,unknown,2017-3
187767,unknown,2017-3
187768,unknown,2017-3
187769,unknown,2017-3
187770,unknown,2017-3
187772,unknown,2017-3
187775,stable,2017-3
187777,unknown,2017-3
187779,unknown,2017-3
187780,unknown,2017-3
187781,unknown,2017-3
187782,unknown,2017-3
187783,unknown,2017-3
187784,stable,2017-3
187785,unknown,2017-3
187786,unknown,2017-3
187787,unknown,2017-3
187790,unknown,2017-3
187791,unknown,2017-3
187792,unknown,2017-3
187793,unknown,2017-3
187794,unknown,2017-3
187795,unknown,2017-3
187797,unknown,2017-3
187798,unknown,2017-3
187799,unknown,2017-3
187801,unknown,2017-3
187802,unknown,2017-3
187803,unknown,2017-3
187805,stable,2017-3
187807,unknown,2017-3
187808,stable,2017-3
187809,unknown,2017-3
187810,unknown,2017-3
187812,unknown,2017-3
187813,unknown,2017-3
187815,unknown,2017-3
187935,unknown,2017-3
187987,unknown,2017-3
188101,stable,2017-3
188319,decreasing,2017-3
189357,unknown,2017-3
189436,stable,2017-3
189550,unknown,2017-3
189728,unknown,2017-3
189731,unknown,2017-3
189736,unknown,2017-3
189823,stable,2017-3
189824,stable,2017-3
190082,stable,2017-3
190443,stable,2017-3
190674,unknown,2017-3
190675,unknown,2017-3
190676,unknown,2017-3
190679,unknown,2017-3
190680,unknown,2017-3
190681,unknown,2017-3
190682,unknown,2017-3
190683,unknown,2017-3
190685,unknown,2017-3
190686,unknown,2017-3
190687,unknown,2017-3
190688,unknown,2017-3
190690,unknown,2017-3
190691,unknown,2017-3
190692,unknown,2017-3
190693,unknown,2017-3
190694,unknown,2017-3
190695,unknown,2017-3
190697,unknown,2017-3
190698,unknown,2017-3
190699,unknown,2017-3
190700,unknown,2017-3
190702,unknown,2017-3
190703,unknown,2017-3
190704,unknown,2017-3
190705,unknown,2017-3
190706,unknown,2017-3
190707,unknown,2017-3
190708,unknown,2017-3
190709,unknown,2017-3
190710,unknown,2017-3
190711,unknown,2017-3
190712,unknown,2017-3
190713,unknown,2017-3
190714,unknown,2017-3
190715,unknown,2017-3
190717,unknown,2017-3
190718,unknown,2017-3
190719,unknown,2017-3
190721,unknown,2017-3
190722,unknown,2017-3
190723,unknown,2017-3
190725,unknown,2017-3
190726,unknown,2017-3
190728,unknown,2017-3
190729,unknown,2017-3
190731,unknown,2017-3
190732,unknown,2017-3
190733,unknown,2017-3
190734,unknown,2017-3
190736,unknown,2017-3
190738,unknown,2017-3
190739,unknown,2017-3
190740,unknown,2017-3
190741,unknown,2017-3
190742,unknown,2017-3
190744,unknown,2017-3
190745,unknown,2017-3
190746,unknown,2017-3
190747,unknown,2017-3
190748,decreasing,2017-3
190750,unknown,2017-3
190753,unknown,2017-3
190754,unknown,2017-3
190755,unknown,2017-3
190756,unknown,2017-3
190757,unknown,2017-3
190758,unknown,2017-3
190759,unknown,2017-3
190761,unknown,2017-3
190762,stable,2017-3
190765,unknown,2017-3
190766,unknown,2017-3
190767,unknown,2017-3
190768,unknown,2017-3
190769,unknown,2017-3
191108,decreasing,2017-3
191191,stable,2017-3
191206,increasing,2017-3
191210,stable,2017-3
191211,stable,2017-3
191368,stable,2017-3
191822,stable,2017-3
191823,decreasing,2017-3
192258,unknown,2017-3
192269,unknown,2017-3
192271,unknown,2017-3
192276,unknown,2017-3
192296,unknown,2017-3
192297,unknown,2017-3
192298,unknown,2017-3
192304,unknown,2017-3
192305,unknown,2017-3
192316,NA,2017-3
192318,unknown,2017-3
192321,stable,2017-3
192323,unknown,2017-3
192324,unknown,2017-3
192327,unknown,2017-3
192328,unknown,2017-3
192334,unknown,2017-3
192340,unknown,2017-3
192342,unknown,2017-3
192345,unknown,2017-3
192353,unknown,2017-3
192356,unknown,2017-3
192362,unknown,2017-3
192367,unknown,2017-3
192370,unknown,2017-3
192374,unknown,2017-3
192378,unknown,2017-3
192380,unknown,2017-3
192383,unknown,2017-3
192386,unknown,2017-3
192393,unknown,2017-3
192399,unknown,2017-3
192400,unknown,2017-3
192407,unknown,2017-3
192408,unknown,2017-3
192413,unknown,2017-3
192415,unknown,2017-3
192419,unknown,2017-3
192420,unknown,2017-3
192424,unknown,2017-3
192425,unknown,2017-3
192426,unknown,2017-3
192428,unknown,2017-3
192440,unknown,2017-3
192441,unknown,2017-3
192444,unknown,2017-3
192447,unknown,2017-3
192449,unknown,2017-3
192460,unknown,2017-3
192477,unknown,2017-3
192498,unknown,2017-3
192505,unknown,2017-3
192506,NA,2017-3
192507,unknown,2017-3
192512,unknown,2017-3
192521,decreasing,2017-3
192525,unknown,2017-3
192532,unknown,2017-3
192538,unknown,2017-3
192549,unknown,2017-3
192553,unknown,2017-3
192554,unknown,2017-3
192562,unknown,2017-3
192563,unknown,2017-3
192564,unknown,2017-3
192566,unknown,2017-3
192567,unknown,2017-3
192573,unknown,2017-3
192578,unknown,2017-3
192579,unknown,2017-3
192580,unknown,2017-3
192586,unknown,2017-3
192587,unknown,2017-3
192589,unknown,2017-3
192590,unknown,2017-3
192593,unknown,2017-3
192599,unknown,2017-3
192611,unknown,2017-3
192612,unknown,2017-3
192614,NA,2017-3
192616,unknown,2017-3
192624,unknown,2017-3
192629,unknown,2017-3
192633,unknown,2017-3
192634,unknown,2017-3
192636,unknown,2017-3
192637,unknown,2017-3
192640,unknown,2017-3
192641,unknown,2017-3
192647,unknown,2017-3
192648,unknown,2017-3
192654,unknown,2017-3
192664,unknown,2017-3
192667,unknown,2017-3
192674,stable,2017-3
192681,unknown,2017-3
192683,unknown,2017-3
192686,unknown,2017-3
192691,unknown,2017-3
192692,unknown,2017-3
192693,unknown,2017-3
192694,unknown,2017-3
192696,NA,2017-3
192697,unknown,2017-3
192699,unknown,2017-3
192700,unknown,2017-3
192701,unknown,2017-3
192704,unknown,2017-3
192707,unknown,2017-3
192708,unknown,2017-3
192712,unknown,2017-3
192714,unknown,2017-3
192716,unknown,2017-3
192719,unknown,2017-3
192722,unknown,2017-3
192727,unknown,2017-3
192728,unknown,2017-3
192729,unknown,2017-3
192730,unknown,2017-3
192732,unknown,2017-3
192737,unknown,2017-3
192743,stable,2017-3
192754,unknown,2017-3
192764,unknown,2017-3
192772,unknown,2017-3
192778,unknown,2017-3
192786,unknown,2017-3
192789,unknown,2017-3
192793,unknown,2017-3
192796,unknown,2017-3
192798,unknown,2017-3
192809,unknown,2017-3
192811,unknown,2017-3
192812,unknown,2017-3
192815,unknown,2017-3
192819,unknown,2017-3
192820,unknown,2017-3
192822,unknown,2017-3
192829,unknown,2017-3
192831,unknown,2017-3
192837,NA,2017-3
192843,unknown,2017-3
192844,unknown,2017-3
192847,unknown,2017-3
192848,unknown,2017-3
192849,unknown,2017-3
192853,unknown,2017-3
192859,unknown,2017-3
192869,unknown,2017-3
192870,unknown,2017-3
192871,unknown,2017-3
192873,unknown,2017-3
