iucn_sid,years,cat_ts,scores,pop_trend_desc,calc_trend
22680455,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22680459,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22680462,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22680485,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22693363,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.00947
22693369,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22693427,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22693490,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693735,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22693749,"1994, 2000, 2004, 2008, 2009, 2011, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694160,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694210,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694218,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694240,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694245,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694251,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694271,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694279,"1994, 2000, 2004, 2008, 2009, 2012, 2016","NT, LC, LC, LC, LC, LC, LC","0.2, 0, 0, 0, 0, 0, 0",stable,-0.0073
22694282,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694286,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2013, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, NT, NT, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2",stable,-0.00888
22694289,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694296,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",unknown,0
22694308,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694317,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694321,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694324,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694329,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694334,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694337,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694340,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694343,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694346,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22694362,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694373,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694469,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694473,"1994, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016, 2017","LC, LC, LC, NT, NT, NT, NT, NT, NT, NT","0, 0, 0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.01055
22694476,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694479,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694497,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, VU","0, 0, 0, 0, 0, 0, 0, 0, 0.4",decreasing,0.00835
22694502,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,-0
22694524,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22694542,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694552,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0
22694561,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694571,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694591,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694607,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694612,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694618,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694623,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694629,"1994, 2000, 2004, 2008, 2009, 2010, 2012, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694635,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22694641,"1994, 1996, 2000, 2004, 2006, 2008, 2010, 2012, 2016","VU, VU, NT, NT, NT, NT, NT, NT, NT","0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",stable,-0.00934
22694646,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694651,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694656,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694666,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694673,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694699,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2015, 2016","NT, NT, NT, NT, NT, NT, NT, NT, VU","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4",decreasing,0.00431
22694705,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694716,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC, VU","0, 0, 0, 0, 0, 0, 0, 0, 0.4",decreasing,0.00713
22694722,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694730,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694740,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22694750,"1994, 1996, 2000, 2004, 2007, 2008, 2010, 2012, 2016","VU, VU, EN, EN, EN, EN, EN, EN, EN","0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00939
22694764,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694782,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694799,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694821,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22694834,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2016","LC, LC, NT, NT, NT, NT, NT, NT","0, 0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.0109
22694837,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694841,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694847,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22694852,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.00947
22694861,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22694864,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22694867,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694870,"2000, 2004, 2005, 2008, 2010, 2012, 2016, 2017","VU, EN, EN, EN, EN, EN, EN, EN","0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00732
22694875,"1994, 2000, 2004, 2005, 2008, 2009, 2010, 2012, 2013, 2014, 2016","LC, LC, CR, CR, CR, CR, CR, CR, CR, NT, NT","0, 0, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.2, 0.2",decreasing,0.01961
22694896,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694899,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22694903,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.00822
22694918,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694924,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22694927,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, VU, VU, VU","0, 0, 0, 0, 0, 0, 0.4, 0.4, 0.4",decreasing,0.01893
22694931,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22694934,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22696637,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22696657,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22696668,"1994, 2000, 2004, 2007, 2008, 2012, 2016, 2017, 2017","NT, VU, VU, VU, VU, VU, VU, EN, VU","0.2, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.4",decreasing,0.00888
22696675,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22696683,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22696686,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22696734,"1994, 2000, 2004, 2005, 2008, 2009, 2012, 2016","NT, NT, NT, LC, LC, LC, LC, LC","0.2, 0.2, 0.2, 0, 0, 0, 0, 0",increasing,-0.01198
22696753,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22696756,"1994, 1996, 2000, 2004, 2005, 2008, 2010, 2011, 2012, 2013, 2016, 2017","VU, VU, EN, EN, EN, EN, EN, VU, VU, VU, VU, VU","0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4",stable,-0.00285
22696766,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016, 2017","NT, VU, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.01473
22696770,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696773,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22696776,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22696779,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696788,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696792,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22696799,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696802,"1994, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016, 2017","NT, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.2, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.0059
22696806,"1994, 2000, 2004, 2006, 2008, 2010, 2012, 2013, 2015, 2016, 2017","LC, NT, NT, NT, NT, NT, NT, EN, EN, EN, EN","0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.6, 0.6, 0.6, 0.6",decreasing,0.02625
22696883,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696887,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22696894,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22696898,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22696901,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22696907,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, EN, EN, EN, EN, EN, EN, EN","0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.01094
22697590,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22697599,"1994, 1996, 2000, 2004, 2006, 2008, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2",decreasing,-0.00408
22697604,"1994, 1996, 2000, 2004, 2006, 2007, 2008, 2012, 2016, 2017","VU, VU, VU, VU, VU, NT, NT, NT, NT, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.01099
22697608,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22697611,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22697619,"1994, 2000, 2004, 2008, 2010, 2012, 2016","LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0.2, 0.2, 0.2, 0.2",increasing,0.01229
22697724,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22697733,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22697742,"1994, 1996, 2000, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016, 2017","VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.4, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.01507
22697852,"1994, 2000, 2004, 2005, 2007, 2008, 2009, 2012, 2016, 2017","LC, VU, VU, VU, NT, NT, LC, LC, LC, LC","0, 0.4, 0.4, 0.4, 0.2, 0.2, 0, 0, 0, 0",increasing,-0.01114
22697866,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22697970,"1994, 2000, 2004, 2005, 2007, 2008, 2012, 2016","LC, VU, VU, VU, VU, VU, VU, VU","0, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.01444
22698080,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22698172,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016, 2017","LC, LC, LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2",decreasing,0.00947
22698175,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22698226,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",unknown,0
22698240,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2013, 2015, 2016, 2017","VU, VU, EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.0089
22698305,"1996, 2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22698320,"1994, 2000, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017","NT, VU, VU, VU, VU, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.2, 0.4, 0.4, 0.4, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.02985
22698375,"2000, 2002, 2003, 2004, 2005, 2008, 2010, 2012, 2013, 2014, 2016, 2017","NT, VU, EN, EN, EN, EN, EN, EN, NT, NT, NT, LC","0.2, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.2, 0.2, 0.2, 0",increasing,-0.01888
22698388,"2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",unknown,0
22698398,"1994, 2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016, 2017","NT, VU, VU, VU, VU, VU, VU, VU, VU, EN, EN, EN","0.2, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6",decreasing,0.01496
22698425,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","NT, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.01173
22698448,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","LC, NT, NT, NT, NT, NT, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.00557
22698511,"1994, 2000, 2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC, VU, VU","0, 0, 0, 0, 0, 0, 0.4, 0.4",decreasing,0.01651
22698562,"1994, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","NT, NT, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.02068
22724836,"2012, 2013, 2015, 2016","EN, EN, VU, VU","0.6, 0.6, 0.4, 0.4",decreasing,-0.06
22724879,"2012, 2013, 2016","LC, LC, LC","0, 0, 0",unknown,0
22728328,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016, 2017","NT, VU, VU, VU, VU, NT, NT, NT, NT, NT","0.2, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2",stable,-0.00674
22728372,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016, 2017","VU, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00587
22728950,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22728990,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22729000,"2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.0102
22729421,"2004, 2008, 2010, 2012, 2016, 2017","NT, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22729604,"2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2",unknown,0
