iucn_sid,code,habitat,suitability,season,majorimportance,cat,subcat1,subcat2,include
161713,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
161713,12.1,Marine Intertidal - Rocky Shoreline,Suitable,NA,NA,12,1,NA,TRUE
161713,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
161713,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,NA,NA,12,3,NA,TRUE
161713,9.1,Marine Neritic - Pelagic,Suitable,NA,NA,9,1,NA,TRUE
161713,9.10,Marine Neritic - Estuaries,Suitable,NA,NA,9,10,NA,TRUE
161713,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
161714,12.1,Marine Intertidal - Rocky Shoreline,Unknown,NA,NA,12,1,NA,TRUE
161714,9.10,Marine Neritic - Estuaries,Unknown,NA,NA,9,10,NA,TRUE
161714,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
161714,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
161714,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
161714,9.9,Marine Neritic - Seagrass (Submerged),Unknown,NA,NA,9,9,NA,TRUE
161715,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
161716,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
161717,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161718,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161722,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161723,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
161724,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161725,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
161725,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
161725,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
161726,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161728,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Unknown,NA,NA,12,3,NA,TRUE
161728,12.4,Marine Intertidal - Mud Flats and Salt Flats,Unknown,NA,NA,12,4,NA,TRUE
161728,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,NA,NA,12,7,NA,TRUE
161728,9.10,Marine Neritic - Estuaries,Unknown,NA,NA,9,10,NA,TRUE
161729,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161730,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
161731,9.1,Marine Neritic - Pelagic,Suitable,NA,NA,9,1,NA,TRUE
161732,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161733,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161735,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
161735,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
161735,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
161737,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
161738,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
161739,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161740,11.5,Marine Deep Benthic - Seamount,Suitable,NA,NA,11,5,NA,TRUE
161742,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
161743,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
161743,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
161743,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
161743,9.8.5,Inter-Reef Soft Substrate,Suitable,NA,NA,9,8,5,TRUE
161743,9.9,Marine Neritic - Seagrass (Submerged),Unknown,NA,NA,9,9,NA,TRUE
161744,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
161745,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
161746,10.1,Marine Oceanic - Epipelagic (0-200m),Unknown,NA,NA,10,1,NA,TRUE
161747,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,NA,NA,12,7,NA,TRUE
161748,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
161748,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
161748,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,Yes,9,6,NA,TRUE
161749,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
161749,10.2,Marine Oceanic - Mesopelagic (200-1000m),Marginal,NA,NA,10,2,NA,TRUE
161750,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
161750,10.2,Marine Oceanic - Mesopelagic (200-1000m),Marginal,NA,NA,10,2,NA,TRUE
161751,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
161751,10.2,Marine Oceanic - Mesopelagic (200-1000m),Marginal,NA,NA,10,2,NA,TRUE
161816,12.1,Marine Intertidal - Rocky Shoreline,Suitable,NA,NA,12,1,NA,TRUE
161816,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
161816,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,NA,NA,12,3,NA,TRUE
161816,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161826,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161830,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
161836,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161853,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161875,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161885,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
161887,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161895,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161897,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161903,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161910,12.1,Marine Intertidal - Rocky Shoreline,Suitable,NA,NA,12,1,NA,TRUE
161910,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161916,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Suitable,resident,NA,12,5,NA,TRUE
161917,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161922,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161930,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161942,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161943,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161957,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,NA,NA,13,4,NA,TRUE
161974,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161975,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
161981,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
161985,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161989,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
161992,12.4,Marine Intertidal - Mud Flats and Salt Flats,Suitable,NA,NA,12,4,NA,TRUE
161992,12.6,Marine Intertidal - Tidepools,Suitable,NA,NA,12,6,NA,TRUE
162000,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162004,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162020,12.1,Marine Intertidal - Rocky Shoreline,Suitable,NA,Yes,12,1,NA,TRUE
162034,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162054,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162084,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162088,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
162091,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162102,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162111,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162111,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162116,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162118,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162125,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162128,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
162131,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162138,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162139,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
162164,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162193,12.1,Marine Intertidal - Rocky Shoreline,Suitable,NA,NA,12,1,NA,TRUE
162193,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
162193,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,NA,NA,12,3,NA,TRUE
162193,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162200,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162212,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162215,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,Yes,13,3,NA,TRUE
162234,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162235,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162253,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162259,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162336,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,Yes,13,1,NA,TRUE
162336,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,Yes,13,3,NA,TRUE
162342,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162343,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162352,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
162355,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162385,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162394,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,NA,13,3,NA,TRUE
162404,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,NA,NA,12,2,NA,TRUE
162497,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162497,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
162498,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162499,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162499,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,Yes,9,9,NA,TRUE
162500,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162502,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162504,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162505,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
162505,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
162505,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
162505,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
162505,9.8.5,Inter-Reef Soft Substrate,Suitable,NA,NA,9,8,5,TRUE
162505,9.8.6,Inter-Reef Rubble Substrate,Suitable,NA,NA,9,8,6,TRUE
162508,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
162508,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
162509,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162510,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162512,11.1.1,Hard Substrate,Suitable,NA,NA,11,1,1,TRUE
162512,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
162513,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162515,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162516,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162516,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162516,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162518,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162518,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162518,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162520,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162522,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Unknown,NA,NA,9,2,NA,TRUE
162522,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Unknown,NA,NA,9,3,NA,TRUE
162522,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162522,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162522,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162522,9.7,Marine Neritic - Macroalgal/Kelp,Unknown,NA,NA,9,7,NA,TRUE
162523,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
162523,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162523,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162523,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162524,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162526,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,NA,Yes,12,7,NA,TRUE
162526,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,Yes,9,9,NA,TRUE
162527,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162527,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
162527,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,Yes,9,6,NA,TRUE
162530,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162530,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162530,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162533,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162535,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162536,10.2,Marine Oceanic - Mesopelagic (200-1000m),Unknown,NA,NA,10,2,NA,TRUE
162536,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Unknown,NA,NA,10,3,NA,TRUE
162537,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162537,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162537,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162538,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,Yes,9,2,NA,TRUE
162538,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,Yes,9,3,NA,TRUE
162538,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162538,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
162538,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,Yes,9,6,NA,TRUE
162539,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162539,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162540,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162543,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,Yes,10,3,NA,TRUE
162544,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162547,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,Yes,9,9,NA,TRUE
162549,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162549,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162549,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162550,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162550,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
162550,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,Yes,9,9,NA,TRUE
162552,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162554,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162554,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162554,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162554,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
162554,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
162555,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162555,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162555,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162556,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162557,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
162557,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
162557,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
162557,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162557,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162559,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162559,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162559,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162559,9.9,Marine Neritic - Seagrass (Submerged),Unknown,NA,NA,9,9,NA,TRUE
162562,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162563,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
162563,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
162564,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162566,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162567,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162569,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162569,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162569,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162572,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162572,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162572,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162573,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
162573,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162573,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162575,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162579,11.1.1,Hard Substrate,Suitable,NA,NA,11,1,1,TRUE
162579,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
162579,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162579,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162580,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162580,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162580,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162580,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
162581,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162582,9.1,Marine Neritic - Pelagic,Unknown,NA,NA,9,1,NA,TRUE
162583,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162585,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
162586,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162586,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162586,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162587,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
162588,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162592,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,Yes,9,4,NA,TRUE
162592,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,Yes,9,5,NA,TRUE
162594,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162596,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162597,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162598,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162598,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162598,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162598,9.9,Marine Neritic - Seagrass (Submerged),Unknown,NA,NA,9,9,NA,TRUE
162599,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
162599,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
162599,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
162600,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162601,NA,marine from AquaMaps,NA,NA,NA,NA,NA,NA,FALSE
162602,9.1,Marine Neritic - Pelagic,Unknown,NA,NA,9,1,NA,TRUE
162602,9.4,Marine Neritic - Subtidal Sandy,Unknown,NA,NA,9,4,NA,TRUE
162602,9.5,Marine Neritic - Subtidal Sandy-Mud,Unknown,NA,NA,9,5,NA,TRUE
162602,9.6,Marine Neritic - Subtidal Muddy,Unknown,NA,NA,9,6,NA,TRUE
162604,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,NA,Yes,12,7,NA,TRUE
162604,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,Yes,9,9,NA,TRUE
162605,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
