iucn_sid,code,habitat,suitability,season,majorimportance,cat,subcat1,subcat2,include
190398,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,Yes,9,5,NA,TRUE
190398,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,Yes,9,6,NA,TRUE
190400,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190400,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190400,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190401,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,Yes,9,4,NA,TRUE
190402,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,NA,10,3,NA,TRUE
190403,11.1.1,Hard Substrate,Suitable,NA,NA,11,1,1,TRUE
190403,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
190404,10.1,Marine Oceanic - Epipelagic (0-200m),NA,NA,NA,10,1,NA,TRUE
190404,10.2,Marine Oceanic - Mesopelagic (200-1000m),NA,NA,NA,10,2,NA,TRUE
190405,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,resident,Yes,12,2,NA,TRUE
190405,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190405,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,Yes,9,4,NA,TRUE
190407,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190407,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,NA,9,2,NA,TRUE
190407,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,resident,NA,9,3,NA,TRUE
190407,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190407,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190407,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190407,9.8.1,Outer Reef Channel,Suitable,resident,NA,9,8,1,TRUE
190407,9.8.2,Back Slope,Suitable,resident,NA,9,8,2,TRUE
190407,9.8.3,Foreslope (Outer Reef Slope),Suitable,resident,NA,9,8,3,TRUE
190408,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190409,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,resident,Yes,13,4,NA,TRUE
190409,9.10,Marine Neritic - Estuaries,Suitable,resident,Yes,9,10,NA,TRUE
190412,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190412,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,NA,9,2,NA,TRUE
190412,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190412,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190412,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190414,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190414,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
190414,10.4,Marine Oceanic - Abyssopelagic (4000-6000m),Suitable,resident,Yes,10,4,NA,TRUE
190416,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190419,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190419,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190419,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
190420,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190422,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
190422,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190425,10.1,Marine Oceanic - Epipelagic (0-200m),NA,NA,NA,10,1,NA,TRUE
190425,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190426,12.2,"Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc",Suitable,resident,NA,12,2,NA,TRUE
190426,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Suitable,resident,NA,12,5,NA,TRUE
190426,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,resident,NA,12,7,NA,TRUE
190426,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190426,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190426,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190426,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190428,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190428,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,resident,NA,9,7,NA,TRUE
190428,9.8.1,Outer Reef Channel,Suitable,resident,NA,9,8,1,TRUE
190428,9.8.3,Foreslope (Outer Reef Slope),Suitable,resident,NA,9,8,3,TRUE
190428,9.8.5,Inter-Reef Soft Substrate,Suitable,resident,NA,9,8,5,TRUE
190429,12.7,Marine Intertidal - Mangrove Submerged Roots,NA,NA,NA,12,7,NA,TRUE
190429,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,NA,NA,NA,9,2,NA,TRUE
190429,9.9,Marine Neritic - Seagrass (Submerged),NA,NA,NA,9,9,NA,TRUE
190430,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,Yes,9,4,NA,TRUE
190430,9.9,Marine Neritic - Seagrass (Submerged),Suitable,resident,Yes,9,9,NA,TRUE
190431,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190431,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190431,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
190432,10.1,Marine Oceanic - Epipelagic (0-200m),NA,NA,NA,10,1,NA,TRUE
190432,10.2,Marine Oceanic - Mesopelagic (200-1000m),NA,NA,NA,10,2,NA,TRUE
190432,10.3,Marine Oceanic - Bathypelagic (1000-4000m),NA,NA,NA,10,3,NA,TRUE
190432,11.1.1,Hard Substrate,NA,NA,NA,11,1,1,TRUE
190432,11.1.2,Soft Substrate,NA,NA,NA,11,1,2,TRUE
190432,9.1,Marine Neritic - Pelagic,NA,NA,NA,9,1,NA,TRUE
190433,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
190434,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190434,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190436,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
190436,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
190436,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
190438,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,Yes,9,4,NA,TRUE
190438,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,Yes,9,5,NA,TRUE
190438,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,Yes,9,6,NA,TRUE
190438,9.9,Marine Neritic - Seagrass (Submerged),Suitable,resident,Yes,9,9,NA,TRUE
190440,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190440,9.9,Marine Neritic - Seagrass (Submerged),Suitable,resident,Yes,9,9,NA,TRUE
190441,9.8.6,Inter-Reef Rubble Substrate,Suitable,resident,NA,9,8,6,TRUE
190443,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Suitable,NA,Yes,12,5,NA,TRUE
190443,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,NA,Yes,5,1,NA,FALSE
190443,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Suitable,NA,Yes,5,4,NA,FALSE
190443,9.10,Marine Neritic - Estuaries,Suitable,NA,Yes,9,10,NA,TRUE
190444,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190444,9.8.1,Outer Reef Channel,Suitable,resident,Yes,9,8,1,TRUE
190444,9.8.3,Foreslope (Outer Reef Slope),Suitable,resident,Yes,9,8,3,TRUE
190445,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,resident,NA,13,4,NA,TRUE
190447,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190447,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
190448,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190451,9.1,Marine Neritic - Pelagic,Suitable,resident,NA,9,1,NA,TRUE
190451,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190451,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190451,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190452,9.1,Marine Neritic - Pelagic,Suitable,resident,Yes,9,1,NA,TRUE
190453,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190453,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190453,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,NA,NA,10,3,NA,TRUE
190456,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190456,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190456,9.9,Marine Neritic - Seagrass (Submerged),Suitable,resident,NA,9,9,NA,TRUE
190458,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,resident,NA,12,7,NA,TRUE
190458,9.1,Marine Neritic - Pelagic,Suitable,resident,NA,9,1,NA,TRUE
190458,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190458,9.8.1,Outer Reef Channel,Suitable,resident,NA,9,8,1,TRUE
190458,9.8.2,Back Slope,Suitable,resident,NA,9,8,2,TRUE
190458,9.8.3,Foreslope (Outer Reef Slope),Suitable,resident,NA,9,8,3,TRUE
190459,9.10,Marine Neritic - Estuaries,Suitable,resident,Yes,9,10,NA,TRUE
190459,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190461,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,NA,10,1,NA,TRUE
190461,9.1,Marine Neritic - Pelagic,Suitable,resident,NA,9,1,NA,TRUE
190461,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,NA,9,2,NA,TRUE
190462,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Unknown,resident,NA,12,5,NA,TRUE
190462,9.10,Marine Neritic - Estuaries,Suitable,resident,Yes,9,10,NA,TRUE
190462,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,Yes,9,5,NA,TRUE
190462,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,Yes,9,6,NA,TRUE
190464,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
190464,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190464,9.1,Marine Neritic - Pelagic,Suitable,resident,Yes,9,1,NA,TRUE
190464,9.10,Marine Neritic - Estuaries,Suitable,unknown,NA,9,10,NA,TRUE
190464,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
190464,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,NA,NA,9,5,NA,TRUE
190464,9.6,Marine Neritic - Subtidal Muddy,Suitable,NA,NA,9,6,NA,TRUE
190465,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190466,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190466,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190468,9.10,Marine Neritic - Estuaries,Suitable,resident,No,9,10,NA,TRUE
190468,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,Yes,9,2,NA,TRUE
190469,11.1.2,Soft Substrate,Suitable,resident,NA,11,1,2,TRUE
190469,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190469,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190470,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,resident,NA,9,3,NA,TRUE
190471,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,NA,NA,10,1,NA,TRUE
190471,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,NA,NA,10,2,NA,TRUE
190476,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),Suitable,NA,Yes,12,5,NA,TRUE
190476,9.10,Marine Neritic - Estuaries,Suitable,NA,Yes,9,10,NA,TRUE
190477,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190478,13.4,Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes,Suitable,resident,NA,13,4,NA,TRUE
190478,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190478,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190478,9.5,Marine Neritic - Subtidal Sandy-Mud,Suitable,resident,NA,9,5,NA,TRUE
190478,9.6,Marine Neritic - Subtidal Muddy,Suitable,resident,NA,9,6,NA,TRUE
190480,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190481,12.1,Marine Intertidal - Rocky Shoreline,Suitable,resident,NA,12,1,NA,TRUE
190481,12.3,Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches,Suitable,resident,NA,12,3,NA,TRUE
190481,12.6,Marine Intertidal - Tidepools,Suitable,resident,NA,12,6,NA,TRUE
190481,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,resident,NA,12,7,NA,TRUE
190481,9.10,Marine Neritic - Estuaries,Suitable,resident,NA,9,10,NA,TRUE
190481,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,NA,9,2,NA,TRUE
190481,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,resident,NA,9,3,NA,TRUE
190481,9.9,Marine Neritic - Seagrass (Submerged),Suitable,resident,NA,9,9,NA,TRUE
190484,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,resident,NA,9,2,NA,TRUE
190484,9.4,Marine Neritic - Subtidal Sandy,Suitable,resident,NA,9,4,NA,TRUE
190485,10.1,Marine Oceanic - Epipelagic (0-200m),Suitable,resident,Yes,10,1,NA,TRUE
190485,10.2,Marine Oceanic - Mesopelagic (200-1000m),Suitable,resident,Yes,10,2,NA,TRUE
190485,10.3,Marine Oceanic - Bathypelagic (1000-4000m),Suitable,resident,Yes,10,3,NA,TRUE
190488,10.1,Marine Oceanic - Epipelagic (0-200m),NA,NA,NA,10,1,NA,TRUE
190488,10.2,Marine Oceanic - Mesopelagic (200-1000m),NA,NA,NA,10,2,NA,TRUE
190489,11.1.2,Soft Substrate,Suitable,NA,NA,11,1,2,TRUE
190538,12.1,Marine Intertidal - Rocky Shoreline,Suitable,resident,NA,12,1,NA,TRUE
190674,9.10,Marine Neritic - Estuaries,Suitable,NA,NA,9,10,NA,TRUE
190674,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190674,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190675,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190675,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190675,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190676,9.10,Marine Neritic - Estuaries,Suitable,NA,NA,9,10,NA,TRUE
190676,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190676,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190677,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190677,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190678,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190678,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190679,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190679,9.9,Marine Neritic - Seagrass (Submerged),Marginal,NA,NA,9,9,NA,TRUE
190680,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190680,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190680,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190681,9.10,Marine Neritic - Estuaries,Suitable,NA,NA,9,10,NA,TRUE
190681,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190682,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190682,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190682,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190683,9.8.5,Inter-Reef Soft Substrate,Suitable,NA,NA,9,8,5,TRUE
190683,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190684,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190684,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190685,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190686,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,13,1,NA,TRUE
190686,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190686,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190687,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190688,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190688,9.8.6,Inter-Reef Rubble Substrate,Suitable,NA,NA,9,8,6,TRUE
190688,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190689,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190689,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190690,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190690,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190690,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190691,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190691,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190691,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190691,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190692,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190692,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190692,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190693,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Marginal,NA,NA,9,2,NA,TRUE
190693,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
190693,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190693,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190693,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190693,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190693,9.8.5,Inter-Reef Soft Substrate,Suitable,NA,NA,9,8,5,TRUE
190693,9.8.6,Inter-Reef Rubble Substrate,Suitable,NA,NA,9,8,6,TRUE
190694,9.7,Marine Neritic - Macroalgal/Kelp,Marginal,NA,NA,9,7,NA,TRUE
190694,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190694,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190695,9.8.1,Outer Reef Channel,Marginal,NA,NA,9,8,1,TRUE
190695,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190695,9.8.3,Foreslope (Outer Reef Slope),Marginal,NA,NA,9,8,3,TRUE
190695,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190696,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190697,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190697,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190697,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190697,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190698,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190699,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190699,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190699,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190699,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190700,9.8.1,Outer Reef Channel,Marginal,NA,NA,9,8,1,TRUE
190700,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190700,9.8.3,Foreslope (Outer Reef Slope),Marginal,NA,NA,9,8,3,TRUE
190700,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190701,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190701,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190702,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190703,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190704,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190704,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190704,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190705,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190705,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190705,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190705,9.8.3,Foreslope (Outer Reef Slope),Marginal,NA,NA,9,8,3,TRUE
190705,9.8.4,Lagoon,Marginal,NA,NA,9,8,4,TRUE
190705,9.8.5,Inter-Reef Soft Substrate,Marginal,NA,NA,9,8,5,TRUE
190705,9.8.6,Inter-Reef Rubble Substrate,Suitable,NA,NA,9,8,6,TRUE
190706,9.8.1,Outer Reef Channel,Marginal,NA,NA,9,8,1,TRUE
190706,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190706,9.8.3,Foreslope (Outer Reef Slope),Marginal,NA,NA,9,8,3,TRUE
190706,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190707,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190707,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190707,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190707,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190708,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190708,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190708,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190708,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190708,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190708,9.8.5,Inter-Reef Soft Substrate,Marginal,NA,NA,9,8,5,TRUE
190709,12.7,Marine Intertidal - Mangrove Submerged Roots,Suitable,NA,NA,12,7,NA,TRUE
190709,9.8.6,Inter-Reef Rubble Substrate,Suitable,NA,NA,9,8,6,TRUE
190709,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190710,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190710,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
190710,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190710,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190711,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190711,9.8.2,Back Slope,Suitable,NA,NA,9,8,2,TRUE
190711,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190711,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190712,9.2,Marine Neritic - Subtidal Rock and Rocky Reefs,Suitable,NA,NA,9,2,NA,TRUE
190712,9.3,Marine Neritic - Subtidal Loose Rock/pebble/gravel,Suitable,NA,NA,9,3,NA,TRUE
190712,9.7,Marine Neritic - Macroalgal/Kelp,Suitable,NA,NA,9,7,NA,TRUE
190712,9.9,Marine Neritic - Seagrass (Submerged),Suitable,NA,NA,9,9,NA,TRUE
190713,9.8.1,Outer Reef Channel,Suitable,NA,NA,9,8,1,TRUE
190713,9.8.3,Foreslope (Outer Reef Slope),Suitable,NA,NA,9,8,3,TRUE
190713,9.8.4,Lagoon,Suitable,NA,NA,9,8,4,TRUE
190714,9.4,Marine Neritic - Subtidal Sandy,Suitable,NA,NA,9,4,NA,TRUE
