cell_id,iucn_sid,sciname,spp_gp,iucn_rgn,cat_score,range_km2,cell_group,depth,spp_max_depth
3877173,133649,Acropora abrotanoides,corals_part_1,global,0,6591127,Fiji,7,< 200 m
3944241,133649,Acropora abrotanoides,corals_part_1,global,0,6591127,W Madagascar,23,< 200 m
4048604,133649,Acropora abrotanoides,corals_part_1,global,0,6591127,W Madagascar,106,< 200 m
3145557,133658,Acropora bifurcata,corals_part_1,global,NA,3253355,Malaysia,20,< 200 m
3398132,133658,Acropora bifurcata,corals_part_1,global,NA,3253355,Papua New Guinea,5,< 200 m
3145557,133661,Acropora echinata,corals_part_1,global,0.4,4611266,Malaysia,20,< 200 m
3398132,133661,Acropora echinata,corals_part_1,global,0.4,4611266,Papua New Guinea,5,< 200 m
3877173,133661,Acropora echinata,corals_part_1,global,0.4,4611266,Fiji,7,< 200 m
3145557,133450,Montipora turtlensis,corals_part_1,global,0.4,4965734,Malaysia,20,< 200 m
3145557,133674,Montipora mollis,corals_part_1,global,0,6818817,Malaysia,20,< 200 m
3398132,133674,Montipora mollis,corals_part_1,global,0,6818817,Papua New Guinea,5,< 200 m
3877173,133674,Montipora mollis,corals_part_1,global,0,6818817,Fiji,7,< 200 m
3944241,133674,Montipora mollis,corals_part_1,global,0,6818817,W Madagascar,23,< 200 m
4048604,133674,Montipora mollis,corals_part_1,global,0,6818817,W Madagascar,106,< 200 m
3145557,133682,Acropora subulata,corals_part_1,global,0,5978785,Malaysia,20,< 200 m
3398132,133682,Acropora subulata,corals_part_1,global,0,5978785,Papua New Guinea,5,< 200 m
3877173,133682,Acropora subulata,corals_part_1,global,0,5978785,Fiji,7,< 200 m
3398132,133688,Acropora elegans,corals_part_1,global,0.4,847054,Papua New Guinea,5,< 200 m
3145557,133689,Anacropora reticulata,corals_part_1,global,0.4,2642691,Malaysia,20,< 200 m
3398132,133689,Anacropora reticulata,corals_part_1,global,0.4,2642691,Papua New Guinea,5,< 200 m
3145557,133700,Montipora hoffmeisteri,corals_part_1,global,0,5715718,Malaysia,20,< 200 m
3398132,133700,Montipora hoffmeisteri,corals_part_1,global,0,5715718,Papua New Guinea,5,< 200 m
3877173,133700,Montipora hoffmeisteri,corals_part_1,global,0,5715718,Fiji,7,< 200 m
3145557,133702,Pavona duerdeni,corals_part_1,global,0,7374960,Malaysia,20,< 200 m
3273298,133702,Pavona duerdeni,corals_part_1,global,0,7374960,Galapagos,197,< 200 m
3398132,133702,Pavona duerdeni,corals_part_1,global,0,7374960,Papua New Guinea,5,< 200 m
3877173,133702,Pavona duerdeni,corals_part_1,global,0,7374960,Fiji,7,< 200 m
3944241,133702,Pavona duerdeni,corals_part_1,global,0,7374960,W Madagascar,23,< 200 m
4048604,133702,Pavona duerdeni,corals_part_1,global,0,7374960,W Madagascar,106,< 200 m
3145557,133069,Astreopora cucullata,corals_part_1,global,0.4,3875593,Malaysia,20,< 200 m
3398132,133069,Astreopora cucullata,corals_part_1,global,0.4,3875593,Papua New Guinea,5,< 200 m
3877173,133069,Astreopora cucullata,corals_part_1,global,0.4,3875593,Fiji,7,< 200 m
3145557,133341,Anacropora forbesi,corals_part_1,global,0,4693256,Malaysia,20,< 200 m
3398132,133341,Anacropora forbesi,corals_part_1,global,0,4693256,Papua New Guinea,5,< 200 m
3877173,133341,Anacropora forbesi,corals_part_1,global,0,4693256,Fiji,7,< 200 m
3944241,133341,Anacropora forbesi,corals_part_1,global,0,4693256,W Madagascar,23,< 200 m
4048604,133341,Anacropora forbesi,corals_part_1,global,0,4693256,W Madagascar,106,< 200 m
3145557,133404,Montipora samarensis,corals_part_1,global,0.4,2630365,Malaysia,20,< 200 m
3398132,133404,Montipora samarensis,corals_part_1,global,0.4,2630365,Papua New Guinea,5,< 200 m
3877173,133404,Montipora samarensis,corals_part_1,global,0.4,2630365,Fiji,7,< 200 m
3145557,133245,Montipora spongodes,corals_part_1,global,0,6518928,Malaysia,20,< 200 m
3398132,133245,Montipora spongodes,corals_part_1,global,0,6518928,Papua New Guinea,5,< 200 m
3877173,133245,Montipora spongodes,corals_part_1,global,0,6518928,Fiji,7,< 200 m
3944241,133245,Montipora spongodes,corals_part_1,global,0,6518928,W Madagascar,23,< 200 m
3145557,133248,Acropora robusta,corals_part_1,global,0,6636562,Malaysia,20,< 200 m
3398132,133248,Acropora robusta,corals_part_1,global,0,6636562,Papua New Guinea,5,< 200 m
3877173,133248,Acropora robusta,corals_part_1,global,0,6636562,Fiji,7,< 200 m
3944241,133248,Acropora robusta,corals_part_1,global,0,6636562,W Madagascar,23,< 200 m
4048604,133248,Acropora robusta,corals_part_1,global,0,6636562,W Madagascar,106,< 200 m
3145557,133266,Acropora nobilis,corals_part_1,global,0,6628541,Malaysia,20,< 200 m
3398132,133266,Acropora nobilis,corals_part_1,global,0,6628541,Papua New Guinea,5,< 200 m
3877173,133266,Acropora nobilis,corals_part_1,global,0,6628541,Fiji,7,< 200 m
3944241,133266,Acropora nobilis,corals_part_1,global,0,6628541,W Madagascar,23,< 200 m
4048604,133266,Acropora nobilis,corals_part_1,global,0,6628541,W Madagascar,106,< 200 m
3145557,133314,Montipora aequituberculata,corals_part_1,global,0,6950134,Malaysia,20,< 200 m
3398132,133314,Montipora aequituberculata,corals_part_1,global,0,6950134,Papua New Guinea,5,< 200 m
3877173,133314,Montipora aequituberculata,corals_part_1,global,0,6950134,Fiji,7,< 200 m
3944241,133314,Montipora aequituberculata,corals_part_1,global,0,6950134,W Madagascar,23,< 200 m
4048604,133314,Montipora aequituberculata,corals_part_1,global,0,6950134,W Madagascar,106,< 200 m
3145557,132867,Acropora pectinatus,corals_part_1,global,NA,1971946,Malaysia,20,< 200 m
3877173,132867,Acropora pectinatus,corals_part_1,global,NA,1971946,Fiji,7,< 200 m
3145557,133472,Isopora crateriformis,corals_part_1,global,0.4,2767683,Malaysia,20,< 200 m
3398132,133472,Isopora crateriformis,corals_part_1,global,0.4,2767683,Papua New Guinea,5,< 200 m
3877173,133472,Isopora crateriformis,corals_part_1,global,0.4,2767683,Fiji,7,< 200 m
3944241,133472,Isopora crateriformis,corals_part_1,global,0.4,2767683,W Madagascar,23,< 200 m
4048604,133472,Isopora crateriformis,corals_part_1,global,0.4,2767683,W Madagascar,106,< 200 m
3145557,133031,Montipora effusa,corals_part_1,global,0.2,3324331,Malaysia,20,< 200 m
3877173,133031,Montipora effusa,corals_part_1,global,0.2,3324331,Fiji,7,< 200 m
3944241,133031,Montipora effusa,corals_part_1,global,0.2,3324331,W Madagascar,23,< 200 m
4048604,133031,Montipora effusa,corals_part_1,global,0.2,3324331,W Madagascar,106,< 200 m
3145557,133318,Acropora torihalimeda,corals_part_1,global,NA,2234588,Malaysia,20,< 200 m
3145557,133022,Montipora niugini,corals_part_1,global,0.2,2635098,Malaysia,20,< 200 m
3398132,133022,Montipora niugini,corals_part_1,global,0.2,2635098,Papua New Guinea,5,< 200 m
3145557,133066,Montipora informis,corals_part_1,global,0,7092963,Malaysia,20,< 200 m
3398132,133066,Montipora informis,corals_part_1,global,0,7092963,Papua New Guinea,5,< 200 m
3877173,133066,Montipora informis,corals_part_1,global,0,7092963,Fiji,7,< 200 m
3944241,133066,Montipora informis,corals_part_1,global,0,7092963,W Madagascar,23,< 200 m
4048604,133066,Montipora informis,corals_part_1,global,0,7092963,W Madagascar,106,< 200 m
3145557,133071,Montipora foliosa,corals_part_1,global,0.2,6947963,Malaysia,20,< 200 m
3398132,133071,Montipora foliosa,corals_part_1,global,0.2,6947963,Papua New Guinea,5,< 200 m
3877173,133071,Montipora foliosa,corals_part_1,global,0.2,6947963,Fiji,7,< 200 m
3944241,133071,Montipora foliosa,corals_part_1,global,0.2,6947963,W Madagascar,23,< 200 m
3398132,133075,Palauastrea ramosa,corals_part_1,global,0.2,4139185,Papua New Guinea,5,< 200 m
3145557,133360,Pavona bipartita,corals_part_1,global,0.4,4040616,Malaysia,20,< 200 m
3398132,133360,Pavona bipartita,corals_part_1,global,0.4,4040616,Papua New Guinea,5,< 200 m
3877173,133360,Pavona bipartita,corals_part_1,global,0.4,4040616,Fiji,7,< 200 m
3944241,133360,Pavona bipartita,corals_part_1,global,0.4,4040616,W Madagascar,23,< 200 m
4048604,133360,Pavona bipartita,corals_part_1,global,0.4,4040616,W Madagascar,106,< 200 m
3145557,133401,Acropora hoeksemai,corals_part_1,global,0.4,2033324,Malaysia,20,< 200 m
3944241,133402,Acropora squarrosa,corals_part_1,global,0,718980,W Madagascar,23,< 200 m
4048604,133402,Acropora squarrosa,corals_part_1,global,0,718980,W Madagascar,106,< 200 m
3145557,133010,Acropora elseyi,corals_part_1,global,0,5442297,Malaysia,20,< 200 m
3398132,133010,Acropora elseyi,corals_part_1,global,0,5442297,Papua New Guinea,5,< 200 m
3877173,133010,Acropora elseyi,corals_part_1,global,0,5442297,Fiji,7,< 200 m
3145557,133242,Pavona frondifera,corals_part_1,global,0,4566691,Malaysia,20,< 200 m
3398132,133242,Pavona frondifera,corals_part_1,global,0,4566691,Papua New Guinea,5,< 200 m
3877173,133242,Pavona frondifera,corals_part_1,global,0,4566691,Fiji,7,< 200 m
3944241,133242,Pavona frondifera,corals_part_1,global,0,4566691,W Madagascar,23,< 200 m
4048604,133242,Pavona frondifera,corals_part_1,global,0,4566691,W Madagascar,106,< 200 m
3145557,133306,Astreopora macrostoma,corals_part_1,global,0.2,2824180,Malaysia,20,< 200 m
3398132,133306,Astreopora macrostoma,corals_part_1,global,0.2,2824180,Papua New Guinea,5,< 200 m
3877173,133306,Astreopora macrostoma,corals_part_1,global,0.2,2824180,Fiji,7,< 200 m
3398132,133441,Acropora walindii,corals_part_1,global,0.4,447958,Papua New Guinea,5,< 200 m
3145557,133367,Montipora confusa,corals_part_1,global,0.2,3212523,Malaysia,20,< 200 m
3877173,133367,Montipora confusa,corals_part_1,global,0.2,3212523,Fiji,7,< 200 m
3145557,133382,Pavona explanulata,corals_part_1,global,0,7219689,Malaysia,20,< 200 m
3398132,133382,Pavona explanulata,corals_part_1,global,0,7219689,Papua New Guinea,5,< 200 m
3877173,133382,Pavona explanulata,corals_part_1,global,0,7219689,Fiji,7,< 200 m
3944241,133382,Pavona explanulata,corals_part_1,global,0,7219689,W Madagascar,23,< 200 m
4048604,133382,Pavona explanulata,corals_part_1,global,0,7219689,W Madagascar,106,< 200 m
3145557,132940,Acropora acuminata,corals_part_1,global,0.4,5877615,Malaysia,20,< 200 m
3398132,132940,Acropora acuminata,corals_part_1,global,0.4,5877615,Papua New Guinea,5,< 200 m
3877173,132940,Acropora acuminata,corals_part_1,global,0.4,5877615,Fiji,7,< 200 m
3145557,132909,Acropora turaki,corals_part_1,global,0.4,3223723,Malaysia,20,< 200 m
3398132,132909,Acropora turaki,corals_part_1,global,0.4,3223723,Papua New Guinea,5,< 200 m
3145557,132910,Acropora divaricata,corals_part_1,global,0.2,6916125,Malaysia,20,< 200 m
3398132,132910,Acropora divaricata,corals_part_1,global,0.2,6916125,Papua New Guinea,5,< 200 m
3877173,132910,Acropora divaricata,corals_part_1,global,0.2,6916125,Fiji,7,< 200 m
3944241,132910,Acropora divaricata,corals_part_1,global,0.2,6916125,W Madagascar,23,< 200 m
4048604,132910,Acropora divaricata,corals_part_1,global,0.2,6916125,W Madagascar,106,< 200 m
3145557,132911,Pavona maldivensis,corals_part_1,global,0,7155478,Malaysia,20,< 200 m
3273298,132911,Pavona maldivensis,corals_part_1,global,0,7155478,Galapagos,197,< 200 m
3398132,132911,Pavona maldivensis,corals_part_1,global,0,7155478,Papua New Guinea,5,< 200 m
3877173,132911,Pavona maldivensis,corals_part_1,global,0,7155478,Fiji,7,< 200 m
3944241,132911,Pavona maldivensis,corals_part_1,global,0,7155478,W Madagascar,23,< 200 m
4048604,132911,Pavona maldivensis,corals_part_1,global,0,7155478,W Madagascar,106,< 200 m
3145557,132913,Acropora rudis,corals_part_1,global,0.6,686134,Malaysia,20,< 200 m
3145557,133092,Astreopora incrustans,corals_part_1,global,0.4,2483324,Malaysia,20,< 200 m
3145557,133182,Isopora brueggemanni,corals_part_1,global,0.4,5373187,Malaysia,20,< 200 m
3398132,133182,Isopora brueggemanni,corals_part_1,global,0.4,5373187,Papua New Guinea,5,< 200 m
3398132,133185,Montipora calcarea,corals_part_1,global,0.4,1837429,Papua New Guinea,5,< 200 m
3877173,133185,Montipora calcarea,corals_part_1,global,0.4,1837429,Fiji,7,< 200 m
3145557,133190,Montipora vietnamensis,corals_part_1,global,0.4,3000067,Malaysia,20,< 200 m
3145557,133080,Acropora selago,corals_part_1,global,0.2,6251320,Malaysia,20,< 200 m
3398132,133080,Acropora selago,corals_part_1,global,0.2,6251320,Papua New Guinea,5,< 200 m
3877173,133080,Acropora selago,corals_part_1,global,0.2,6251320,Fiji,7,< 200 m
3145557,133098,Leptoseris papyracea,corals_part_1,global,0,6031348,Malaysia,20,< 200 m
3273298,133098,Leptoseris papyracea,corals_part_1,global,0,6031348,Galapagos,197,< 200 m
3398132,133098,Leptoseris papyracea,corals_part_1,global,0,6031348,Papua New Guinea,5,< 200 m
3877173,133098,Leptoseris papyracea,corals_part_1,global,0,6031348,Fiji,7,< 200 m
3145557,133415,Anacropora puertogalerae,corals_part_1,global,0.4,3040609,Malaysia,20,< 200 m
3398132,133415,Anacropora puertogalerae,corals_part_1,global,0.4,3040609,Papua New Guinea,5,< 200 m
3877173,133415,Anacropora puertogalerae,corals_part_1,global,0.4,3040609,Fiji,7,< 200 m
3145557,133420,Montipora grisea,corals_part_1,global,0,5635896,Malaysia,20,< 200 m
3398132,133420,Montipora grisea,corals_part_1,global,0,5635896,Papua New Guinea,5,< 200 m
3877173,133420,Montipora grisea,corals_part_1,global,0,5635896,Fiji,7,< 200 m
3944241,133420,Montipora grisea,corals_part_1,global,0,5635896,W Madagascar,23,< 200 m
4048604,133420,Montipora grisea,corals_part_1,global,0,5635896,W Madagascar,106,< 200 m
3145557,133443,Montipora australiensis,corals_part_1,global,0.4,4484019,Malaysia,20,< 200 m
3877173,133443,Montipora australiensis,corals_part_1,global,0.4,4484019,Fiji,7,< 200 m
3944241,133443,Montipora australiensis,corals_part_1,global,0.4,4484019,W Madagascar,23,< 200 m
4048604,133443,Montipora australiensis,corals_part_1,global,0.4,4484019,W Madagascar,106,< 200 m
3145557,133451,Montipora danae,corals_part_1,global,0,6405524,Malaysia,20,< 200 m
3398132,133451,Montipora danae,corals_part_1,global,0,6405524,Papua New Guinea,5,< 200 m
3877173,133451,Montipora danae,corals_part_1,global,0,6405524,Fiji,7,< 200 m
3944241,133451,Montipora danae,corals_part_1,global,0,6405524,W Madagascar,23,< 200 m
4048604,133451,Montipora danae,corals_part_1,global,0,6405524,W Madagascar,106,< 200 m
3145557,133453,Pachyseris rugosa,corals_part_1,global,0.4,5929632,Malaysia,20,< 200 m
3398132,133453,Pachyseris rugosa,corals_part_1,global,0.4,5929632,Papua New Guinea,5,< 200 m
3877173,133453,Pachyseris rugosa,corals_part_1,global,0.4,5929632,Fiji,7,< 200 m
3944241,133453,Pachyseris rugosa,corals_part_1,global,0.4,5929632,W Madagascar,23,< 200 m
3145557,133125,Acropora fenneri,corals_part_1,global,NA,1989541,Malaysia,20,< 200 m
3398132,133112,Acropora caroliniana,corals_part_1,global,0.4,2195336,Papua New Guinea,5,< 200 m
3877173,133112,Acropora caroliniana,corals_part_1,global,0.4,2195336,Fiji,7,< 200 m
3145557,133113,Montipora cactus,corals_part_1,global,0.4,2111878,Malaysia,20,< 200 m
3145557,133115,Acropora retusa,corals_part_1,global,0.4,2597893,Malaysia,20,< 200 m
3877173,133115,Acropora retusa,corals_part_1,global,0.4,2597893,Fiji,7,< 200 m
3944241,133115,Acropora retusa,corals_part_1,global,0.4,2597893,W Madagascar,23,< 200 m
4048604,133115,Acropora retusa,corals_part_1,global,0.4,2597893,W Madagascar,106,< 200 m
3877173,133117,Montipora lobulata,corals_part_1,global,0.4,531859,Fiji,7,< 200 m
3944241,133117,Montipora lobulata,corals_part_1,global,0.4,531859,W Madagascar,23,< 200 m
4048604,133117,Montipora lobulata,corals_part_1,global,0.4,531859,W Madagascar,106,< 200 m
3145557,133120,Acropora latistella,corals_part_1,global,0,6396017,Malaysia,20,< 200 m
3398132,133120,Acropora latistella,corals_part_1,global,0,6396017,Papua New Guinea,5,< 200 m
3877173,133120,Acropora latistella,corals_part_1,global,0,6396017,Fiji,7,< 200 m
3944241,133120,Acropora latistella,corals_part_1,global,0,6396017,W Madagascar,23,< 200 m
4048604,133120,Acropora latistella,corals_part_1,global,0,6396017,W Madagascar,106,< 200 m
3145557,133129,Astreopora ocellata,corals_part_1,global,0,5827201,Malaysia,20,< 200 m
3398132,133129,Astreopora ocellata,corals_part_1,global,0,5827201,Papua New Guinea,5,< 200 m
3877173,133129,Astreopora ocellata,corals_part_1,global,0,5827201,Fiji,7,< 200 m
3944241,133129,Astreopora ocellata,corals_part_1,global,0,5827201,W Madagascar,23,< 200 m
4048604,133129,Astreopora ocellata,corals_part_1,global,0,5827201,W Madagascar,106,< 200 m
3398132,133133,Acropora abrolhosensis,corals_part_1,global,0.4,2117110,Papua New Guinea,5,< 200 m
3877173,133133,Acropora abrolhosensis,corals_part_1,global,0.4,2117110,Fiji,7,< 200 m
1891894,133135,Madracis pharensis,corals_part_1,mediterranean,NA,1757341,Mediterranean Sea 2,89,< 200 m
1942349,133135,Madracis pharensis,corals_part_1,mediterranean,NA,1757341,Mediterranean Sea 3,100,< 200 m
3877173,133137,Astreopora scabra,corals_part_1,global,0,489028,Fiji,7,< 200 m
3145557,133139,Isopora palifera,corals_part_1,global,0.2,6453525,Malaysia,20,< 200 m
3398132,133139,Isopora palifera,corals_part_1,global,0.2,6453525,Papua New Guinea,5,< 200 m
3877173,133139,Isopora palifera,corals_part_1,global,0.2,6453525,Fiji,7,< 200 m
3944241,133139,Isopora palifera,corals_part_1,global,0.2,6453525,W Madagascar,23,< 200 m
4048604,133139,Isopora palifera,corals_part_1,global,0.2,6453525,W Madagascar,106,< 200 m
3145557,133145,Stylocoeniella cocosensis,corals_part_1,global,0.4,2045450,Malaysia,20,< 200 m
3398132,133145,Stylocoeniella cocosensis,corals_part_1,global,0.4,2045450,Papua New Guinea,5,< 200 m
3145557,133147,Leptoseris yabei,corals_part_1,global,0.4,5708412,Malaysia,20,< 200 m
3398132,133147,Leptoseris yabei,corals_part_1,global,0.4,5708412,Papua New Guinea,5,< 200 m
3877173,133147,Leptoseris yabei,corals_part_1,global,0.4,5708412,Fiji,7,< 200 m
3944241,133147,Leptoseris yabei,corals_part_1,global,0.4,5708412,W Madagascar,23,< 200 m
3145557,133160,Acropora austera,corals_part_1,global,0.2,6274837,Malaysia,20,< 200 m
3398132,133160,Acropora austera,corals_part_1,global,0.2,6274837,Papua New Guinea,5,< 200 m
3877173,133160,Acropora austera,corals_part_1,global,0.2,6274837,Fiji,7,< 200 m
3944241,133160,Acropora austera,corals_part_1,global,0.2,6274837,W Madagascar,23,< 200 m
4048604,133160,Acropora austera,corals_part_1,global,0.2,6274837,W Madagascar,106,< 200 m
3145557,133164,Acropora russelli,corals_part_1,global,0.4,2196714,Malaysia,20,< 200 m
3145557,133171,Coeloseris mayeri,corals_part_1,global,0,6301218,Malaysia,20,< 200 m
3398132,133171,Coeloseris mayeri,corals_part_1,global,0,6301218,Papua New Guinea,5,< 200 m
3877173,133171,Coeloseris mayeri,corals_part_1,global,0,6301218,Fiji,7,< 200 m
3944241,133171,Coeloseris mayeri,corals_part_1,global,0,6301218,W Madagascar,23,< 200 m
4048604,133171,Coeloseris mayeri,corals_part_1,global,0,6301218,W Madagascar,106,< 200 m
3145557,133174,Astreopora moretonensis,corals_part_1,global,0.4,1065041,Malaysia,20,< 200 m
3145557,133175,Montipora efflorescens,corals_part_1,global,0.2,6664202,Malaysia,20,< 200 m
3398132,133175,Montipora efflorescens,corals_part_1,global,0.2,6664202,Papua New Guinea,5,< 200 m
3877173,133175,Montipora efflorescens,corals_part_1,global,0.2,6664202,Fiji,7,< 200 m
3944241,133175,Montipora efflorescens,corals_part_1,global,0.2,6664202,W Madagascar,23,< 200 m
4048604,133175,Montipora efflorescens,corals_part_1,global,0.2,6664202,W Madagascar,106,< 200 m
3145557,133186,Montipora floweri,corals_part_1,global,0,5967924,Malaysia,20,< 200 m
3398132,133186,Montipora floweri,corals_part_1,global,0,5967924,Papua New Guinea,5,< 200 m
3877173,133186,Montipora floweri,corals_part_1,global,0,5967924,Fiji,7,< 200 m
3944241,133186,Montipora floweri,corals_part_1,global,0,5967924,W Madagascar,23,< 200 m
4048604,133186,Montipora floweri,corals_part_1,global,0,5967924,W Madagascar,106,< 200 m
3145557,133191,Montipora porites,corals_part_1,global,0.2,2509431,Malaysia,20,< 200 m
3398132,133191,Montipora porites,corals_part_1,global,0.2,2509431,Papua New Guinea,5,< 200 m
3145557,133194,Montipora digitata,corals_part_1,global,0,6063471,Malaysia,20,< 200 m
3398132,133194,Montipora digitata,corals_part_1,global,0,6063471,Papua New Guinea,5,< 200 m
3877173,133194,Montipora digitata,corals_part_1,global,0,6063471,Fiji,7,< 200 m
3944241,133194,Montipora digitata,corals_part_1,global,0,6063471,W Madagascar,23,< 200 m
4048604,133194,Montipora digitata,corals_part_1,global,0,6063471,W Madagascar,106,< 200 m
3145557,133196,Montipora incrassata,corals_part_1,global,0.2,4864954,Malaysia,20,< 200 m
3398132,133196,Montipora incrassata,corals_part_1,global,0.2,4864954,Papua New Guinea,5,< 200 m
3877173,133196,Montipora incrassata,corals_part_1,global,0.2,4864954,Fiji,7,< 200 m
3398132,133203,Acropora tenella,corals_part_1,global,0.4,1617493,Papua New Guinea,5,< 200 m
3944241,133206,Acropora roseni,corals_part_1,global,0.6,164410,W Madagascar,23,< 200 m
4048604,133206,Acropora roseni,corals_part_1,global,0.6,164410,W Madagascar,106,< 200 m
3145557,133207,Acropora clathrata,corals_part_1,global,0,6858413,Malaysia,20,< 200 m
3398132,133207,Acropora clathrata,corals_part_1,global,0,6858413,Papua New Guinea,5,< 200 m
3877173,133207,Acropora clathrata,corals_part_1,global,0,6858413,Fiji,7,< 200 m
3944241,133207,Acropora clathrata,corals_part_1,global,0,6858413,W Madagascar,23,< 200 m
4048604,133207,Acropora clathrata,corals_part_1,global,0,6858413,W Madagascar,106,< 200 m
3398132,133218,Pachyseris foliosa,corals_part_1,global,0,1134559,Papua New Guinea,5,< 200 m
3145557,132948,Acropora granulosa,corals_part_1,global,0.2,5191454,Malaysia,20,< 200 m
3398132,132948,Acropora granulosa,corals_part_1,global,0.2,5191454,Papua New Guinea,5,< 200 m
3877173,132948,Acropora granulosa,corals_part_1,global,0.2,5191454,Fiji,7,< 200 m
3944241,132948,Acropora granulosa,corals_part_1,global,0.2,5191454,W Madagascar,23,< 200 m
3145557,133220,Montipora caliculata,corals_part_1,global,0.4,5534293,Malaysia,20,< 200 m
3398132,133220,Montipora caliculata,corals_part_1,global,0.4,5534293,Papua New Guinea,5,< 200 m
3877173,133220,Montipora caliculata,corals_part_1,global,0.4,5534293,Fiji,7,< 200 m
3877173,133247,Acropora pharaonis,corals_part_1,global,0.4,1310717,Fiji,7,< 200 m
3944241,133247,Acropora pharaonis,corals_part_1,global,0.4,1310717,W Madagascar,23,< 200 m
4048604,133247,Acropora pharaonis,corals_part_1,global,0.4,1310717,W Madagascar,106,< 200 m
3145557,133250,Acropora digitifera,corals_part_1,global,0.2,6690825,Malaysia,20,< 200 m
3398132,133250,Acropora digitifera,corals_part_1,global,0.2,6690825,Papua New Guinea,5,< 200 m
3877173,133250,Acropora digitifera,corals_part_1,global,0.2,6690825,Fiji,7,< 200 m
3944241,133250,Acropora digitifera,corals_part_1,global,0.2,6690825,W Madagascar,23,< 200 m
4048604,133250,Acropora digitifera,corals_part_1,global,0.2,6690825,W Madagascar,106,< 200 m
3398132,133252,Acropora tortuosa,corals_part_1,global,0,2546781,Papua New Guinea,5,< 200 m
3877173,133252,Acropora tortuosa,corals_part_1,global,0,2546781,Fiji,7,< 200 m
3145557,133259,Montipora stellata,corals_part_1,global,0,5801506,Malaysia,20,< 200 m
3398132,133259,Montipora stellata,corals_part_1,global,0,5801506,Papua New Guinea,5,< 200 m
3877173,133259,Montipora stellata,corals_part_1,global,0,5801506,Fiji,7,< 200 m
3145557,133261,Pavona danai,corals_part_1,global,0.4,3006514,Malaysia,20,< 200 m
3145557,132930,Montipora gaimardi,corals_part_1,global,0.4,1966910,Malaysia,20,< 200 m
3145557,133267,Astreopora listeri,corals_part_1,global,0,4749403,Malaysia,20,< 200 m
3398132,133267,Astreopora listeri,corals_part_1,global,0,4749403,Papua New Guinea,5,< 200 m
3877173,133267,Astreopora listeri,corals_part_1,global,0,4749403,Fiji,7,< 200 m
3944241,133267,Astreopora listeri,corals_part_1,global,0,4749403,W Madagascar,23,< 200 m
4048604,133267,Astreopora listeri,corals_part_1,global,0,4749403,W Madagascar,106,< 200 m
3145557,133271,Acropora sarmentosa,corals_part_1,global,0,5316986,Malaysia,20,< 200 m
3398132,133271,Acropora sarmentosa,corals_part_1,global,0,5316986,Papua New Guinea,5,< 200 m
3877173,133271,Acropora sarmentosa,corals_part_1,global,0,5316986,Fiji,7,< 200 m
3145557,133274,Acropora sekiseiensis,corals_part_1,global,NA,2827322,Malaysia,20,< 200 m
3145557,133315,Acropora monticulosa,corals_part_1,global,0.2,6193615,Malaysia,20,< 200 m
3398132,133315,Acropora monticulosa,corals_part_1,global,0.2,6193615,Papua New Guinea,5,< 200 m
3877173,133315,Acropora monticulosa,corals_part_1,global,0.2,6193615,Fiji,7,< 200 m
3944241,133315,Acropora monticulosa,corals_part_1,global,0.2,6193615,W Madagascar,23,< 200 m
4048604,133315,Acropora monticulosa,corals_part_1,global,0.2,6193615,W Madagascar,106,< 200 m
3398132,133280,Acropora navini,corals_part_1,global,NA,316840,Papua New Guinea,5,< 200 m
3145557,133283,Acropora batunai,corals_part_1,global,0.4,2265916,Malaysia,20,< 200 m
3398132,133283,Acropora batunai,corals_part_1,global,0.4,2265916,Papua New Guinea,5,< 200 m
3145557,133285,Montipora palawanensis,corals_part_1,global,0.2,2312544,Malaysia,20,< 200 m
3398132,133285,Montipora palawanensis,corals_part_1,global,0.2,2312544,Papua New Guinea,5,< 200 m
3398132,133311,Acropora halmaherae,corals_part_1,global,NA,205128,Papua New Guinea,5,< 200 m
3145557,133313,Acropora cytherea,corals_part_1,global,0,6679937,Malaysia,20,< 200 m
3398132,133313,Acropora cytherea,corals_part_1,global,0,6679937,Papua New Guinea,5,< 200 m
3877173,133313,Acropora cytherea,corals_part_1,global,0,6679937,Fiji,7,< 200 m
3944241,133313,Acropora cytherea,corals_part_1,global,0,6679937,W Madagascar,23,< 200 m
4048604,133313,Acropora cytherea,corals_part_1,global,0,6679937,W Madagascar,106,< 200 m
3145557,132866,Montipora angulata,corals_part_1,global,0.4,5681857,Malaysia,20,< 200 m
3877173,132866,Montipora angulata,corals_part_1,global,0.4,5681857,Fiji,7,< 200 m
3145557,132869,Acropora florida,corals_part_1,global,0.2,6403897,Malaysia,20,< 200 m
3398132,132869,Acropora florida,corals_part_1,global,0.2,6403897,Papua New Guinea,5,< 200 m
3877173,132869,Acropora florida,corals_part_1,global,0.2,6403897,Fiji,7,< 200 m
3944241,132869,Acropora florida,corals_part_1,global,0.2,6403897,W Madagascar,23,< 200 m
4048604,132869,Acropora florida,corals_part_1,global,0.2,6403897,W Madagascar,106,< 200 m
3145557,132876,Leptoseris tubulifera,corals_part_1,global,0,2280029,Malaysia,20,< 200 m
3398132,132876,Leptoseris tubulifera,corals_part_1,global,0,2280029,Papua New Guinea,5,< 200 m
3145557,132880,Pavona venosa,corals_part_1,global,0.4,6783181,Malaysia,20,< 200 m
