cell_id,iucn_sid,spp_gp,max_depth
3880763,13246,MARINE_MAMMALS,200 m +
3884370,13246,MARINE_MAMMALS,200 m +
1873899,20738,MARINE_MAMMALS,200 m +
1891894,20738,MARINE_MAMMALS,200 m +
1909858,20738,MARINE_MAMMALS,200 m +
1915782,20738,MARINE_MAMMALS,200 m +
1919372,20738,MARINE_MAMMALS,200 m +
1926570,20738,MARINE_MAMMALS,200 m +
1927804,20738,MARINE_MAMMALS,200 m +
1930166,20738,MARINE_MAMMALS,200 m +
1935136,20738,MARINE_MAMMALS,200 m +
1942349,20738,MARINE_MAMMALS,200 m +
2110256,20738,MARINE_MAMMALS,200 m +
2124660,20738,MARINE_MAMMALS,200 m +
2200221,20738,MARINE_MAMMALS,200 m +
2200230,20738,MARINE_MAMMALS,200 m +
2203835,20738,MARINE_MAMMALS,200 m +
2211043,20738,MARINE_MAMMALS,200 m +
2221857,20738,MARINE_MAMMALS,200 m +
3145557,20738,MARINE_MAMMALS,200 m +
3152735,20738,MARINE_MAMMALS,200 m +
3152756,20738,MARINE_MAMMALS,200 m +
3170683,20738,MARINE_MAMMALS,200 m +
3248104,20738,MARINE_MAMMALS,200 m +
3273298,20738,MARINE_MAMMALS,200 m +
3284111,20738,MARINE_MAMMALS,200 m +
3330885,20738,MARINE_MAMMALS,200 m +
3398132,20738,MARINE_MAMMALS,200 m +
3398133,20738,MARINE_MAMMALS,200 m +
3877173,20738,MARINE_MAMMALS,200 m +
3880763,20738,MARINE_MAMMALS,200 m +
3884370,20738,MARINE_MAMMALS,200 m +
3944241,20738,MARINE_MAMMALS,200 m +
3965838,20738,MARINE_MAMMALS,200 m +
3969436,20738,MARINE_MAMMALS,200 m +
3973169,20738,MARINE_MAMMALS,200 m +
3973171,20738,MARINE_MAMMALS,200 m +
4012758,20738,MARINE_MAMMALS,200 m +
4048604,20738,MARINE_MAMMALS,200 m +
2110256,16564,MARINE_MAMMALS,200 m +
2124660,16564,MARINE_MAMMALS,200 m +
2200221,16564,MARINE_MAMMALS,200 m +
2200230,16564,MARINE_MAMMALS,200 m +
2203835,16564,MARINE_MAMMALS,200 m +
2211043,16564,MARINE_MAMMALS,200 m +
2221857,16564,MARINE_MAMMALS,200 m +
3145557,16564,MARINE_MAMMALS,200 m +
3152735,16564,MARINE_MAMMALS,200 m +
3152756,16564,MARINE_MAMMALS,200 m +
3170683,16564,MARINE_MAMMALS,200 m +
3248104,16564,MARINE_MAMMALS,200 m +
3273298,16564,MARINE_MAMMALS,200 m +
3284111,16564,MARINE_MAMMALS,200 m +
3330885,16564,MARINE_MAMMALS,200 m +
3398132,16564,MARINE_MAMMALS,200 m +
3398133,16564,MARINE_MAMMALS,200 m +
3877173,16564,MARINE_MAMMALS,200 m +
3880763,16564,MARINE_MAMMALS,200 m +
3884370,16564,MARINE_MAMMALS,200 m +
3944241,16564,MARINE_MAMMALS,200 m +
3965838,16564,MARINE_MAMMALS,200 m +
3969436,16564,MARINE_MAMMALS,200 m +
3973169,16564,MARINE_MAMMALS,200 m +
3973171,16564,MARINE_MAMMALS,200 m +
4012758,16564,MARINE_MAMMALS,200 m +
4048604,16564,MARINE_MAMMALS,200 m +
3248104,2057,MARINE_MAMMALS,200 m +
3273298,2057,MARINE_MAMMALS,200 m +
3944241,8153,MARINE_MAMMALS,200 m +
3965838,8153,MARINE_MAMMALS,200 m +
3969436,8153,MARINE_MAMMALS,200 m +
4048604,8153,MARINE_MAMMALS,200 m +
4577279,8153,MARINE_MAMMALS,200 m +
4584479,8153,MARINE_MAMMALS,200 m +
4616886,8153,MARINE_MAMMALS,200 m +
4827640,8153,MARINE_MAMMALS,200 m +
4838443,8153,MARINE_MAMMALS,200 m +
4849246,8153,MARINE_MAMMALS,200 m +
4892449,8153,MARINE_MAMMALS,200 m +
5098712,8153,MARINE_MAMMALS,200 m +
1009795,9660,MARINE_MAMMALS,200 m +
1045794,9660,MARINE_MAMMALS,200 m +
941395,11141,MARINE_MAMMALS,200 m +
962997,11141,MARINE_MAMMALS,200 m +
1009795,11141,MARINE_MAMMALS,200 m +
1045794,11141,MARINE_MAMMALS,200 m +
941395,13006,MARINE_MAMMALS,200 m +
962997,13006,MARINE_MAMMALS,200 m +
1009795,13006,MARINE_MAMMALS,200 m +
1045794,13006,MARINE_MAMMALS,200 m +
1062285,13006,MARINE_MAMMALS,200 m +
1116276,13006,MARINE_MAMMALS,200 m +
1127083,13006,MARINE_MAMMALS,200 m +
1915782,13006,MARINE_MAMMALS,200 m +
1919372,13006,MARINE_MAMMALS,200 m +
1926570,13006,MARINE_MAMMALS,200 m +
1930166,13006,MARINE_MAMMALS,200 m +
2110256,13006,MARINE_MAMMALS,200 m +
2124660,13006,MARINE_MAMMALS,200 m +
2200221,13006,MARINE_MAMMALS,200 m +
2200230,13006,MARINE_MAMMALS,200 m +
2203835,13006,MARINE_MAMMALS,200 m +
2211043,13006,MARINE_MAMMALS,200 m +
2221857,13006,MARINE_MAMMALS,200 m +
3145557,13006,MARINE_MAMMALS,200 m +
3152735,13006,MARINE_MAMMALS,200 m +
3152756,13006,MARINE_MAMMALS,200 m +
3170683,13006,MARINE_MAMMALS,200 m +
3248104,13006,MARINE_MAMMALS,200 m +
3273298,13006,MARINE_MAMMALS,200 m +
3284111,13006,MARINE_MAMMALS,200 m +
3330885,13006,MARINE_MAMMALS,200 m +
3398132,13006,MARINE_MAMMALS,200 m +
3398133,13006,MARINE_MAMMALS,200 m +
3877173,13006,MARINE_MAMMALS,200 m +
3880763,13006,MARINE_MAMMALS,200 m +
3884370,13006,MARINE_MAMMALS,200 m +
3944241,13006,MARINE_MAMMALS,200 m +
3965838,13006,MARINE_MAMMALS,200 m +
3969436,13006,MARINE_MAMMALS,200 m +
3973169,13006,MARINE_MAMMALS,200 m +
3973171,13006,MARINE_MAMMALS,200 m +
4012758,13006,MARINE_MAMMALS,200 m +
4048604,13006,MARINE_MAMMALS,200 m +
4577279,13006,MARINE_MAMMALS,200 m +
4584479,13006,MARINE_MAMMALS,200 m +
4616886,13006,MARINE_MAMMALS,200 m +
4827640,13006,MARINE_MAMMALS,200 m +
4838443,13006,MARINE_MAMMALS,200 m +
4849246,13006,MARINE_MAMMALS,200 m +
4892449,13006,MARINE_MAMMALS,200 m +
5098712,13006,MARINE_MAMMALS,200 m +
941395,13241,MARINE_MAMMALS,200 m +
962997,13241,MARINE_MAMMALS,200 m +
1009795,13241,MARINE_MAMMALS,200 m +
1045794,13241,MARINE_MAMMALS,200 m +
4577279,13248,MARINE_MAMMALS,200 m +
4584479,13248,MARINE_MAMMALS,200 m +
4616886,13248,MARINE_MAMMALS,200 m +
4827640,13248,MARINE_MAMMALS,200 m +
4838443,13248,MARINE_MAMMALS,200 m +
4849246,13248,MARINE_MAMMALS,200 m +
4892449,13248,MARINE_MAMMALS,200 m +
5098712,13248,MARINE_MAMMALS,200 m +
4577279,13249,MARINE_MAMMALS,200 m +
4584479,13249,MARINE_MAMMALS,200 m +
4616886,13249,MARINE_MAMMALS,200 m +
4827640,13249,MARINE_MAMMALS,200 m +
4838443,13249,MARINE_MAMMALS,200 m +
4849246,13249,MARINE_MAMMALS,200 m +
4892449,13249,MARINE_MAMMALS,200 m +
5098712,13249,MARINE_MAMMALS,200 m +
941395,15421,MARINE_MAMMALS,200 m +
962997,15421,MARINE_MAMMALS,200 m +
1009795,15421,MARINE_MAMMALS,200 m +
1045794,15421,MARINE_MAMMALS,200 m +
1062285,15421,MARINE_MAMMALS,200 m +
1116276,15421,MARINE_MAMMALS,200 m +
1127083,15421,MARINE_MAMMALS,200 m +
1873899,15421,MARINE_MAMMALS,200 m +
1891894,15421,MARINE_MAMMALS,200 m +
1909858,15421,MARINE_MAMMALS,200 m +
1915782,15421,MARINE_MAMMALS,200 m +
1919372,15421,MARINE_MAMMALS,200 m +
1926570,15421,MARINE_MAMMALS,200 m +
1927804,15421,MARINE_MAMMALS,200 m +
1930166,15421,MARINE_MAMMALS,200 m +
1935136,15421,MARINE_MAMMALS,200 m +
1942349,15421,MARINE_MAMMALS,200 m +
2110256,15421,MARINE_MAMMALS,200 m +
2124660,15421,MARINE_MAMMALS,200 m +
2200221,15421,MARINE_MAMMALS,200 m +
2200230,15421,MARINE_MAMMALS,200 m +
2203835,15421,MARINE_MAMMALS,200 m +
2211043,15421,MARINE_MAMMALS,200 m +
2221857,15421,MARINE_MAMMALS,200 m +
3145557,15421,MARINE_MAMMALS,200 m +
3152735,15421,MARINE_MAMMALS,200 m +
3152756,15421,MARINE_MAMMALS,200 m +
3170683,15421,MARINE_MAMMALS,200 m +
3248104,15421,MARINE_MAMMALS,200 m +
3273298,15421,MARINE_MAMMALS,200 m +
3284111,15421,MARINE_MAMMALS,200 m +
3330885,15421,MARINE_MAMMALS,200 m +
3398132,15421,MARINE_MAMMALS,200 m +
3398133,15421,MARINE_MAMMALS,200 m +
3877173,15421,MARINE_MAMMALS,200 m +
3880763,15421,MARINE_MAMMALS,200 m +
3884370,15421,MARINE_MAMMALS,200 m +
3944241,15421,MARINE_MAMMALS,200 m +
3965838,15421,MARINE_MAMMALS,200 m +
3969436,15421,MARINE_MAMMALS,200 m +
3973169,15421,MARINE_MAMMALS,200 m +
3973171,15421,MARINE_MAMMALS,200 m +
4012758,15421,MARINE_MAMMALS,200 m +
4048604,15421,MARINE_MAMMALS,200 m +
4577279,15421,MARINE_MAMMALS,200 m +
4584479,15421,MARINE_MAMMALS,200 m +
4616886,15421,MARINE_MAMMALS,200 m +
4827640,15421,MARINE_MAMMALS,200 m +
4838443,15421,MARINE_MAMMALS,200 m +
4849246,15421,MARINE_MAMMALS,200 m +
4892449,15421,MARINE_MAMMALS,200 m +
5098712,15421,MARINE_MAMMALS,200 m +
941395,23211,MARINE_MAMMALS,200 m +
962997,23211,MARINE_MAMMALS,200 m +
1009795,23211,MARINE_MAMMALS,200 m +
1045794,23211,MARINE_MAMMALS,200 m +
1062285,23211,MARINE_MAMMALS,200 m +
1116276,23211,MARINE_MAMMALS,200 m +
1127083,23211,MARINE_MAMMALS,200 m +
1873899,23211,MARINE_MAMMALS,200 m +
1891894,23211,MARINE_MAMMALS,200 m +
1909858,23211,MARINE_MAMMALS,200 m +
1915782,23211,MARINE_MAMMALS,200 m +
1919372,23211,MARINE_MAMMALS,200 m +
1926570,23211,MARINE_MAMMALS,200 m +
1927804,23211,MARINE_MAMMALS,200 m +
1930166,23211,MARINE_MAMMALS,200 m +
1935136,23211,MARINE_MAMMALS,200 m +
1942349,23211,MARINE_MAMMALS,200 m +
2110256,23211,MARINE_MAMMALS,200 m +
2124660,23211,MARINE_MAMMALS,200 m +
2200221,23211,MARINE_MAMMALS,200 m +
2200230,23211,MARINE_MAMMALS,200 m +
2203835,23211,MARINE_MAMMALS,200 m +
2211043,23211,MARINE_MAMMALS,200 m +
2221857,23211,MARINE_MAMMALS,200 m +
3145557,23211,MARINE_MAMMALS,200 m +
3152735,23211,MARINE_MAMMALS,200 m +
3152756,23211,MARINE_MAMMALS,200 m +
3170683,23211,MARINE_MAMMALS,200 m +
3248104,23211,MARINE_MAMMALS,200 m +
3273298,23211,MARINE_MAMMALS,200 m +
3284111,23211,MARINE_MAMMALS,200 m +
3330885,23211,MARINE_MAMMALS,200 m +
3398132,23211,MARINE_MAMMALS,200 m +
3398133,23211,MARINE_MAMMALS,200 m +
3877173,23211,MARINE_MAMMALS,200 m +
3880763,23211,MARINE_MAMMALS,200 m +
3884370,23211,MARINE_MAMMALS,200 m +
3944241,23211,MARINE_MAMMALS,200 m +
3965838,23211,MARINE_MAMMALS,200 m +
3969436,23211,MARINE_MAMMALS,200 m +
3973169,23211,MARINE_MAMMALS,200 m +
3973171,23211,MARINE_MAMMALS,200 m +
4012758,23211,MARINE_MAMMALS,200 m +
4048604,23211,MARINE_MAMMALS,200 m +
4577279,23211,MARINE_MAMMALS,200 m +
4584479,23211,MARINE_MAMMALS,200 m +
4616886,23211,MARINE_MAMMALS,200 m +
4827640,23211,MARINE_MAMMALS,200 m +
4838443,23211,MARINE_MAMMALS,200 m +
4849246,23211,MARINE_MAMMALS,200 m +
4892449,23211,MARINE_MAMMALS,200 m +
5098712,23211,MARINE_MAMMALS,200 m +
941395,6204,MARINE_MAMMALS,200 m +
962997,6204,MARINE_MAMMALS,200 m +
1009795,6204,MARINE_MAMMALS,200 m +
1045794,6204,MARINE_MAMMALS,200 m +
3145557,8551,MARINE_MAMMALS,200 m +
3152735,8551,MARINE_MAMMALS,200 m +
3152756,8551,MARINE_MAMMALS,200 m +
3170683,8551,MARINE_MAMMALS,200 m +
3248104,8551,MARINE_MAMMALS,200 m +
3273298,8551,MARINE_MAMMALS,200 m +
3284111,8551,MARINE_MAMMALS,200 m +
3330885,8551,MARINE_MAMMALS,200 m +
3398132,8551,MARINE_MAMMALS,200 m +
3398133,8551,MARINE_MAMMALS,200 m +
3877173,8551,MARINE_MAMMALS,200 m +
3880763,8551,MARINE_MAMMALS,200 m +
3884370,8551,MARINE_MAMMALS,200 m +
3944241,8551,MARINE_MAMMALS,200 m +
3965838,8551,MARINE_MAMMALS,200 m +
3969436,8551,MARINE_MAMMALS,200 m +
3973169,8551,MARINE_MAMMALS,200 m +
3973171,8551,MARINE_MAMMALS,200 m +
4012758,8551,MARINE_MAMMALS,200 m +
4048604,8551,MARINE_MAMMALS,200 m +
1915782,13244,MARINE_MAMMALS,200 m +
1919372,13244,MARINE_MAMMALS,200 m +
1926570,13244,MARINE_MAMMALS,200 m +
1930166,13244,MARINE_MAMMALS,200 m +
2110256,13244,MARINE_MAMMALS,200 m +
2124660,13244,MARINE_MAMMALS,200 m +
2200221,13244,MARINE_MAMMALS,200 m +
2200230,13244,MARINE_MAMMALS,200 m +
2203835,13244,MARINE_MAMMALS,200 m +
2211043,13244,MARINE_MAMMALS,200 m +
2221857,13244,MARINE_MAMMALS,200 m +
3145557,13244,MARINE_MAMMALS,200 m +
3152735,13244,MARINE_MAMMALS,200 m +
3152756,13244,MARINE_MAMMALS,200 m +
3170683,13244,MARINE_MAMMALS,200 m +
3248104,13244,MARINE_MAMMALS,200 m +
3273298,13244,MARINE_MAMMALS,200 m +
3284111,13244,MARINE_MAMMALS,200 m +
3330885,13244,MARINE_MAMMALS,200 m +
3398132,13244,MARINE_MAMMALS,200 m +
3398133,13244,MARINE_MAMMALS,200 m +
3877173,13244,MARINE_MAMMALS,200 m +
3880763,13244,MARINE_MAMMALS,200 m +
3884370,13244,MARINE_MAMMALS,200 m +
3944241,13244,MARINE_MAMMALS,200 m +
3965838,13244,MARINE_MAMMALS,200 m +
3969436,13244,MARINE_MAMMALS,200 m +
3973169,13244,MARINE_MAMMALS,200 m +
3973171,13244,MARINE_MAMMALS,200 m +
4012758,13244,MARINE_MAMMALS,200 m +
4048604,13244,MARINE_MAMMALS,200 m +
2221857,20733,MARINE_MAMMALS,200 m +
3145557,20733,MARINE_MAMMALS,200 m +
3152735,20733,MARINE_MAMMALS,200 m +
3152756,20733,MARINE_MAMMALS,200 m +
3170683,20733,MARINE_MAMMALS,200 m +
3248104,20733,MARINE_MAMMALS,200 m +
3273298,20733,MARINE_MAMMALS,200 m +
3284111,20733,MARINE_MAMMALS,200 m +
3330885,20733,MARINE_MAMMALS,200 m +
3398132,20733,MARINE_MAMMALS,200 m +
3398133,20733,MARINE_MAMMALS,200 m +
3877173,20733,MARINE_MAMMALS,200 m +
3880763,20733,MARINE_MAMMALS,200 m +
3884370,20733,MARINE_MAMMALS,200 m +
3944241,20733,MARINE_MAMMALS,200 m +
3965838,20733,MARINE_MAMMALS,200 m +
3969436,20733,MARINE_MAMMALS,200 m +
3973169,20733,MARINE_MAMMALS,200 m +
3973171,20733,MARINE_MAMMALS,200 m +
4012758,20733,MARINE_MAMMALS,200 m +
4048604,20733,MARINE_MAMMALS,200 m +
1915782,41666,MARINE_MAMMALS,200 m +
1919372,41666,MARINE_MAMMALS,200 m +
1926570,41666,MARINE_MAMMALS,200 m +
2110256,41666,MARINE_MAMMALS,200 m +
2124660,41666,MARINE_MAMMALS,200 m +
2200221,41666,MARINE_MAMMALS,200 m +
2200230,41666,MARINE_MAMMALS,200 m +
2203835,41666,MARINE_MAMMALS,200 m +
2211043,41666,MARINE_MAMMALS,200 m +
2221857,41666,MARINE_MAMMALS,200 m +
941395,2475,MARINE_MAMMALS,200 m +
962997,2475,MARINE_MAMMALS,200 m +
1009795,2475,MARINE_MAMMALS,200 m +
1045794,2475,MARINE_MAMMALS,200 m +
1062285,2475,MARINE_MAMMALS,200 m +
1116276,2475,MARINE_MAMMALS,200 m +
1127083,2475,MARINE_MAMMALS,200 m +
1915782,2475,MARINE_MAMMALS,200 m +
1919372,2475,MARINE_MAMMALS,200 m +
1926570,2475,MARINE_MAMMALS,200 m +
1930166,2475,MARINE_MAMMALS,200 m +
2110256,2475,MARINE_MAMMALS,200 m +
2124660,2475,MARINE_MAMMALS,200 m +
2200221,2475,MARINE_MAMMALS,200 m +
2200230,2475,MARINE_MAMMALS,200 m +
2203835,2475,MARINE_MAMMALS,200 m +
2211043,2475,MARINE_MAMMALS,200 m +
2221857,2475,MARINE_MAMMALS,200 m +
3248104,2475,MARINE_MAMMALS,200 m +
3273298,2475,MARINE_MAMMALS,200 m +
3284111,2475,MARINE_MAMMALS,200 m +
3330885,2475,MARINE_MAMMALS,200 m +
3398132,2475,MARINE_MAMMALS,200 m +
3398133,2475,MARINE_MAMMALS,200 m +
3877173,2475,MARINE_MAMMALS,200 m +
3880763,2475,MARINE_MAMMALS,200 m +
3884370,2475,MARINE_MAMMALS,200 m +
3944241,2475,MARINE_MAMMALS,200 m +
3965838,2475,MARINE_MAMMALS,200 m +
3969436,2475,MARINE_MAMMALS,200 m +
3973169,2475,MARINE_MAMMALS,200 m +
3973171,2475,MARINE_MAMMALS,200 m +
4012758,2475,MARINE_MAMMALS,200 m +
4048604,2475,MARINE_MAMMALS,200 m +
4577279,2475,MARINE_MAMMALS,200 m +
4584479,2475,MARINE_MAMMALS,200 m +
4616886,2475,MARINE_MAMMALS,200 m +
4827640,2475,MARINE_MAMMALS,200 m +
4838443,2475,MARINE_MAMMALS,200 m +
4849246,2475,MARINE_MAMMALS,200 m +
4892449,2475,MARINE_MAMMALS,200 m +
5098712,2475,MARINE_MAMMALS,200 m +
941395,41712,MARINE_MAMMALS,200 m +
962997,41712,MARINE_MAMMALS,200 m +
1009795,41712,MARINE_MAMMALS,200 m +
1045794,41712,MARINE_MAMMALS,200 m +
4827640,3778,MARINE_MAMMALS,200 m +
4838443,3778,MARINE_MAMMALS,200 m +
4849246,3778,MARINE_MAMMALS,200 m +
4892449,3778,MARINE_MAMMALS,200 m +
5098712,3778,MARINE_MAMMALS,200 m +
1062285,8239,MARINE_MAMMALS,200 m +
1116276,8239,MARINE_MAMMALS,200 m +
1127083,8239,MARINE_MAMMALS,200 m +
1915782,8239,MARINE_MAMMALS,200 m +
1919372,8239,MARINE_MAMMALS,200 m +
1926570,8239,MARINE_MAMMALS,200 m +
1930166,8239,MARINE_MAMMALS,200 m +
4577279,10708,MARINE_MAMMALS,200 m +
4584479,10708,MARINE_MAMMALS,200 m +
4616886,10708,MARINE_MAMMALS,200 m +
4827640,10708,MARINE_MAMMALS,200 m +
4838443,10708,MARINE_MAMMALS,200 m +
4849246,10708,MARINE_MAMMALS,200 m +
4892449,10708,MARINE_MAMMALS,200 m +
5098712,10708,MARINE_MAMMALS,200 m +
941395,11142,MARINE_MAMMALS,200 m +
962997,11142,MARINE_MAMMALS,200 m +
1009795,11142,MARINE_MAMMALS,200 m +
1045794,11142,MARINE_MAMMALS,200 m +
1045794,17027,MARINE_MAMMALS,< 200 m
1062285,17027,MARINE_MAMMALS,< 200 m
1116276,17027,MARINE_MAMMALS,< 200 m
1127083,17027,MARINE_MAMMALS,< 200 m
1632967,17027,MARINE_MAMMALS,< 200 m
1915782,17027,MARINE_MAMMALS,< 200 m
1062285,3590,MARINE_MAMMALS,200 m +
1116276,3590,MARINE_MAMMALS,200 m +
1127083,3590,MARINE_MAMMALS,200 m +
1915782,3590,MARINE_MAMMALS,200 m +
1919372,3590,MARINE_MAMMALS,200 m +
1926570,3590,MARINE_MAMMALS,200 m +
1930166,3590,MARINE_MAMMALS,200 m +
3145557,6909,MARINE_MAMMALS,< 200 m
3398132,6909,MARINE_MAMMALS,< 200 m
3944241,6909,MARINE_MAMMALS,< 200 m
5098712,11143,MARINE_MAMMALS,< 200 m
1915782,13243,MARINE_MAMMALS,200 m +
1919372,13243,MARINE_MAMMALS,200 m +
1926570,13243,MARINE_MAMMALS,200 m +
1930166,13243,MARINE_MAMMALS,200 m +
3248104,41668,MARINE_MAMMALS,200 m +
3273298,41668,MARINE_MAMMALS,200 m +
1062285,8097,MARINE_MAMMALS,< 200 m
1116276,8097,MARINE_MAMMALS,< 200 m
1127083,8097,MARINE_MAMMALS,< 200 m
1915782,8097,MARINE_MAMMALS,< 200 m
2221857,8097,MARINE_MAMMALS,< 200 m
4577279,2062,MARINE_MAMMALS,200 m +
4584479,2062,MARINE_MAMMALS,200 m +
4616886,2062,MARINE_MAMMALS,200 m +
941395,2477,MARINE_MAMMALS,200 m +
962997,2477,MARINE_MAMMALS,200 m +
1009795,2477,MARINE_MAMMALS,200 m +
1045794,2477,MARINE_MAMMALS,200 m +
1062285,2477,MARINE_MAMMALS,200 m +
1116276,2477,MARINE_MAMMALS,200 m +
1127083,2477,MARINE_MAMMALS,200 m +
1915782,2477,MARINE_MAMMALS,200 m +
1919372,2477,MARINE_MAMMALS,200 m +
1926570,2477,MARINE_MAMMALS,200 m +
1930166,2477,MARINE_MAMMALS,200 m +
2110256,2477,MARINE_MAMMALS,200 m +
2124660,2477,MARINE_MAMMALS,200 m +
2200221,2477,MARINE_MAMMALS,200 m +
2200230,2477,MARINE_MAMMALS,200 m +
2203835,2477,MARINE_MAMMALS,200 m +
2211043,2477,MARINE_MAMMALS,200 m +
2221857,2477,MARINE_MAMMALS,200 m +
3145557,2477,MARINE_MAMMALS,200 m +
3152735,2477,MARINE_MAMMALS,200 m +
3152756,2477,MARINE_MAMMALS,200 m +
3170683,2477,MARINE_MAMMALS,200 m +
3248104,2477,MARINE_MAMMALS,200 m +
3273298,2477,MARINE_MAMMALS,200 m +
3284111,2477,MARINE_MAMMALS,200 m +
3330885,2477,MARINE_MAMMALS,200 m +
3398132,2477,MARINE_MAMMALS,200 m +
3398133,2477,MARINE_MAMMALS,200 m +
3877173,2477,MARINE_MAMMALS,200 m +
3880763,2477,MARINE_MAMMALS,200 m +
3884370,2477,MARINE_MAMMALS,200 m +
3944241,2477,MARINE_MAMMALS,200 m +
3965838,2477,MARINE_MAMMALS,200 m +
3969436,2477,MARINE_MAMMALS,200 m +
3973169,2477,MARINE_MAMMALS,200 m +
3973171,2477,MARINE_MAMMALS,200 m +
4012758,2477,MARINE_MAMMALS,200 m +
4048604,2477,MARINE_MAMMALS,200 m +
4577279,2477,MARINE_MAMMALS,200 m +
4584479,2477,MARINE_MAMMALS,200 m +
4616886,2477,MARINE_MAMMALS,200 m +
4827640,2477,MARINE_MAMMALS,200 m +
4838443,2477,MARINE_MAMMALS,200 m +
4849246,2477,MARINE_MAMMALS,200 m +
4892449,2477,MARINE_MAMMALS,200 m +
5098712,2477,MARINE_MAMMALS,200 m +
1009795,6336,MARINE_MAMMALS,200 m +
1045794,6336,MARINE_MAMMALS,200 m +
1632967,6336,MARINE_MAMMALS,200 m +
1658165,6336,MARINE_MAMMALS,200 m +
1915782,6336,MARINE_MAMMALS,200 m +
1919372,6336,MARINE_MAMMALS,200 m +
1926570,6336,MARINE_MAMMALS,200 m +
1930166,6336,MARINE_MAMMALS,200 m +
2200221,6336,MARINE_MAMMALS,200 m +
2200230,6336,MARINE_MAMMALS,200 m +
2203835,6336,MARINE_MAMMALS,200 m +
2211043,6336,MARINE_MAMMALS,200 m +
2221857,6336,MARINE_MAMMALS,200 m +
3248104,6336,MARINE_MAMMALS,200 m +
3273298,6336,MARINE_MAMMALS,200 m +
3284111,6336,MARINE_MAMMALS,200 m +
3330885,6336,MARINE_MAMMALS,200 m +
1873899,41762,MARINE_MAMMALS,200 m +
1891894,41762,MARINE_MAMMALS,200 m +
1909858,41762,MARINE_MAMMALS,200 m +
1927804,41762,MARINE_MAMMALS,200 m +
1935136,41762,MARINE_MAMMALS,200 m +
1942349,41762,MARINE_MAMMALS,200 m +
1045794,9461,MARINE_MAMMALS,200 m +
1062285,9461,MARINE_MAMMALS,200 m +
1116276,9461,MARINE_MAMMALS,200 m +
1127083,9461,MARINE_MAMMALS,200 m +
1873899,9461,MARINE_MAMMALS,200 m +
1891894,9461,MARINE_MAMMALS,200 m +
1909858,9461,MARINE_MAMMALS,200 m +
1915782,9461,MARINE_MAMMALS,200 m +
1919372,9461,MARINE_MAMMALS,200 m +
1926570,9461,MARINE_MAMMALS,200 m +
1927804,9461,MARINE_MAMMALS,200 m +
1930166,9461,MARINE_MAMMALS,200 m +
1935136,9461,MARINE_MAMMALS,200 m +
1942349,9461,MARINE_MAMMALS,200 m +
2110256,9461,MARINE_MAMMALS,200 m +
2124660,9461,MARINE_MAMMALS,200 m +
2200221,9461,MARINE_MAMMALS,200 m +
2200230,9461,MARINE_MAMMALS,200 m +
2203835,9461,MARINE_MAMMALS,200 m +
2211043,9461,MARINE_MAMMALS,200 m +
2221857,9461,MARINE_MAMMALS,200 m +
3145557,9461,MARINE_MAMMALS,200 m +
3152735,9461,MARINE_MAMMALS,200 m +
3152756,9461,MARINE_MAMMALS,200 m +
3170683,9461,MARINE_MAMMALS,200 m +
3248104,9461,MARINE_MAMMALS,200 m +
3273298,9461,MARINE_MAMMALS,200 m +
3284111,9461,MARINE_MAMMALS,200 m +
3330885,9461,MARINE_MAMMALS,200 m +
3398132,9461,MARINE_MAMMALS,200 m +
3398133,9461,MARINE_MAMMALS,200 m +
3877173,9461,MARINE_MAMMALS,200 m +
3880763,9461,MARINE_MAMMALS,200 m +
3884370,9461,MARINE_MAMMALS,200 m +
3944241,9461,MARINE_MAMMALS,200 m +
3965838,9461,MARINE_MAMMALS,200 m +
3969436,9461,MARINE_MAMMALS,200 m +
3973169,9461,MARINE_MAMMALS,200 m +
3973171,9461,MARINE_MAMMALS,200 m +
4012758,9461,MARINE_MAMMALS,200 m +
4048604,9461,MARINE_MAMMALS,200 m +
5098712,9461,MARINE_MAMMALS,200 m +
4827640,11144,MARINE_MAMMALS,200 m +
4838443,11144,MARINE_MAMMALS,200 m +
4849246,11144,MARINE_MAMMALS,200 m +
4892449,11144,MARINE_MAMMALS,200 m +
5098712,11144,MARINE_MAMMALS,200 m +
4577279,13250,MARINE_MAMMALS,200 m +
4584479,13250,MARINE_MAMMALS,200 m +
4616886,13250,MARINE_MAMMALS,200 m +
1873899,20731,MARINE_MAMMALS,200 m +
1891894,20731,MARINE_MAMMALS,200 m +
1909858,20731,MARINE_MAMMALS,200 m +
1915782,20731,MARINE_MAMMALS,200 m +
1919372,20731,MARINE_MAMMALS,200 m +
1926570,20731,MARINE_MAMMALS,200 m +
1927804,20731,MARINE_MAMMALS,200 m +
1930166,20731,MARINE_MAMMALS,200 m +
1935136,20731,MARINE_MAMMALS,200 m +
1942349,20731,MARINE_MAMMALS,200 m +
2110256,20731,MARINE_MAMMALS,200 m +
2124660,20731,MARINE_MAMMALS,200 m +
2200221,20731,MARINE_MAMMALS,200 m +
2200230,20731,MARINE_MAMMALS,200 m +
2203835,20731,MARINE_MAMMALS,200 m +
2211043,20731,MARINE_MAMMALS,200 m +
2221857,20731,MARINE_MAMMALS,200 m +
3145557,20731,MARINE_MAMMALS,200 m +
3152735,20731,MARINE_MAMMALS,200 m +
3152756,20731,MARINE_MAMMALS,200 m +
