cell_id,iucn_sid,spp_gp,max_depth
3877173,133033,CORALS_PART_1,< 200 m
3944241,133033,CORALS_PART_1,< 200 m
3145557,133041,CORALS_PART_1,< 200 m
3398132,133041,CORALS_PART_1,< 200 m
3877173,133041,CORALS_PART_1,< 200 m
3944241,133041,CORALS_PART_1,< 200 m
4048604,133041,CORALS_PART_1,< 200 m
3145557,133046,CORALS_PART_1,< 200 m
3145557,133048,CORALS_PART_1,< 200 m
3398132,133048,CORALS_PART_1,< 200 m
3877173,133048,CORALS_PART_1,< 200 m
3145557,133049,CORALS_PART_1,< 200 m
3398132,133049,CORALS_PART_1,< 200 m
3877173,133049,CORALS_PART_1,< 200 m
3944241,133049,CORALS_PART_1,< 200 m
3145557,133064,CORALS_PART_1,< 200 m
3398132,133079,CORALS_PART_1,< 200 m
3145557,133081,CORALS_PART_1,< 200 m
3398132,133081,CORALS_PART_1,< 200 m
3877173,133081,CORALS_PART_1,< 200 m
3944241,133086,CORALS_PART_1,< 200 m
4048604,133086,CORALS_PART_1,< 200 m
3145557,133087,CORALS_PART_1,< 200 m
3398132,133087,CORALS_PART_1,< 200 m
3877173,133087,CORALS_PART_1,< 200 m
3145557,133091,CORALS_PART_1,< 200 m
3273298,133091,CORALS_PART_1,< 200 m
3398132,133091,CORALS_PART_1,< 200 m
3877173,133091,CORALS_PART_1,< 200 m
3944241,133091,CORALS_PART_1,< 200 m
4048604,133091,CORALS_PART_1,< 200 m
3145557,133479,CORALS_PART_1,< 200 m
3398132,133479,CORALS_PART_1,< 200 m
3877173,133479,CORALS_PART_1,< 200 m
3944241,133479,CORALS_PART_1,< 200 m
4048604,133479,CORALS_PART_1,< 200 m
3145557,133324,CORALS_PART_1,< 200 m
3398132,133324,CORALS_PART_1,< 200 m
3877173,133324,CORALS_PART_1,< 200 m
3944241,133324,CORALS_PART_1,< 200 m
4048604,133324,CORALS_PART_1,< 200 m
3145557,133409,CORALS_PART_1,< 200 m
3398132,133409,CORALS_PART_1,< 200 m
3145557,133410,CORALS_PART_1,< 200 m
3398132,133410,CORALS_PART_1,< 200 m
3877173,133410,CORALS_PART_1,< 200 m
3944241,133410,CORALS_PART_1,< 200 m
4048604,133410,CORALS_PART_1,< 200 m
3145557,133319,CORALS_PART_1,< 200 m
3398132,133319,CORALS_PART_1,< 200 m
3877173,133319,CORALS_PART_1,< 200 m
3944241,133319,CORALS_PART_1,< 200 m
4048604,133319,CORALS_PART_1,< 200 m
3145557,133320,CORALS_PART_1,< 200 m
3398132,133320,CORALS_PART_1,< 200 m
3877173,133320,CORALS_PART_1,< 200 m
3145557,133322,CORALS_PART_1,< 200 m
3398132,133322,CORALS_PART_1,< 200 m
3877173,133322,CORALS_PART_1,< 200 m
3398132,133327,CORALS_PART_1,< 200 m
3877173,133327,CORALS_PART_1,< 200 m
3944241,133334,CORALS_PART_1,< 200 m
3145557,133338,CORALS_PART_1,< 200 m
3398132,133338,CORALS_PART_1,< 200 m
3877173,133338,CORALS_PART_1,< 200 m
3145557,133345,CORALS_PART_1,< 200 m
3398132,133345,CORALS_PART_1,< 200 m
3877173,133345,CORALS_PART_1,< 200 m
3944241,133345,CORALS_PART_1,< 200 m
4048604,133345,CORALS_PART_1,< 200 m
3944241,133348,CORALS_PART_1,< 200 m
3145557,133351,CORALS_PART_1,< 200 m
3398132,133351,CORALS_PART_1,< 200 m
3877173,133351,CORALS_PART_1,< 200 m
3944241,133351,CORALS_PART_1,< 200 m
4048604,133351,CORALS_PART_1,< 200 m
3145557,133352,CORALS_PART_1,< 200 m
3145557,133359,CORALS_PART_1,< 200 m
3398132,133359,CORALS_PART_1,< 200 m
3877173,133359,CORALS_PART_1,< 200 m
3145557,133361,CORALS_PART_1,< 200 m
3145557,133375,CORALS_PART_1,< 200 m
3398132,133375,CORALS_PART_1,< 200 m
3877173,133375,CORALS_PART_1,< 200 m
3145557,133380,CORALS_PART_1,< 200 m
3398132,133380,CORALS_PART_1,< 200 m
3877173,133380,CORALS_PART_1,< 200 m
3145557,133387,CORALS_PART_1,< 200 m
3398132,133387,CORALS_PART_1,< 200 m
3877173,133387,CORALS_PART_1,< 200 m
3145557,132969,CORALS_PART_1,< 200 m
3398132,132969,CORALS_PART_1,< 200 m
3877173,132969,CORALS_PART_1,< 200 m
3145557,132972,CORALS_PART_1,< 200 m
3398132,132972,CORALS_PART_1,< 200 m
3877173,132972,CORALS_PART_1,< 200 m
3145557,132973,CORALS_PART_1,< 200 m
3398132,132973,CORALS_PART_1,< 200 m
3877173,132973,CORALS_PART_1,< 200 m
3145557,132976,CORALS_PART_1,< 200 m
3398132,132976,CORALS_PART_1,< 200 m
3877173,132976,CORALS_PART_1,< 200 m
3944241,132976,CORALS_PART_1,< 200 m
3944241,132981,CORALS_PART_1,< 200 m
4048604,132981,CORALS_PART_1,< 200 m
3145557,133394,CORALS_PART_1,< 200 m
3145557,133396,CORALS_PART_1,< 200 m
3398132,133396,CORALS_PART_1,< 200 m
2110256,133398,CORALS_PART_1,< 200 m
2124660,133398,CORALS_PART_1,< 200 m
3145557,133398,CORALS_PART_1,< 200 m
3273298,133398,CORALS_PART_1,< 200 m
3398132,133398,CORALS_PART_1,< 200 m
3877173,133398,CORALS_PART_1,< 200 m
3944241,133398,CORALS_PART_1,< 200 m
4048604,133398,CORALS_PART_1,< 200 m
3145557,132935,CORALS_PART_1,< 200 m
3398132,132935,CORALS_PART_1,< 200 m
3145557,132984,CORALS_PART_1,< 200 m
3398132,132984,CORALS_PART_1,< 200 m
3145557,132988,CORALS_PART_1,< 200 m
3398132,132988,CORALS_PART_1,< 200 m
3877173,132988,CORALS_PART_1,< 200 m
3944241,132988,CORALS_PART_1,< 200 m
3145557,132990,CORALS_PART_1,< 200 m
3398132,132990,CORALS_PART_1,< 200 m
3145557,132992,CORALS_PART_1,< 200 m
3398132,132992,CORALS_PART_1,< 200 m
3877173,132992,CORALS_PART_1,< 200 m
3944241,132992,CORALS_PART_1,< 200 m
4048604,132992,CORALS_PART_1,< 200 m
3145557,132998,CORALS_PART_1,< 200 m
3398132,132998,CORALS_PART_1,< 200 m
3877173,132998,CORALS_PART_1,< 200 m
3944241,132998,CORALS_PART_1,< 200 m
4048604,132998,CORALS_PART_1,< 200 m
3145557,133007,CORALS_PART_1,< 200 m
3145557,133131,CORALS_PART_1,< 200 m
3145557,133132,CORALS_PART_1,< 200 m
3398132,133132,CORALS_PART_1,< 200 m
3877173,133132,CORALS_PART_1,< 200 m
3145557,133223,CORALS_PART_1,< 200 m
3398132,133223,CORALS_PART_1,< 200 m
3877173,133223,CORALS_PART_1,< 200 m
3145557,133227,CORALS_PART_1,< 200 m
3398132,133227,CORALS_PART_1,< 200 m
3877173,133227,CORALS_PART_1,< 200 m
3944241,133227,CORALS_PART_1,< 200 m
3145557,133233,CORALS_PART_1,< 200 m
3398132,133233,CORALS_PART_1,< 200 m
3145557,133238,CORALS_PART_1,< 200 m
3398132,133238,CORALS_PART_1,< 200 m
3877173,133238,CORALS_PART_1,< 200 m
3145557,133239,CORALS_PART_1,< 200 m
3398132,133239,CORALS_PART_1,< 200 m
3877173,133239,CORALS_PART_1,< 200 m
3944241,133239,CORALS_PART_1,< 200 m
4048604,133239,CORALS_PART_1,< 200 m
3145557,133240,CORALS_PART_1,< 200 m
3273298,133240,CORALS_PART_1,< 200 m
3398132,133240,CORALS_PART_1,< 200 m
3877173,133240,CORALS_PART_1,< 200 m
3944241,133240,CORALS_PART_1,< 200 m
4048604,133240,CORALS_PART_1,< 200 m
3145557,133291,CORALS_PART_1,< 200 m
3398132,133291,CORALS_PART_1,< 200 m
3145557,133292,CORALS_PART_1,< 200 m
3398132,133292,CORALS_PART_1,< 200 m
3877173,133292,CORALS_PART_1,< 200 m
3944241,133292,CORALS_PART_1,< 200 m
4048604,133292,CORALS_PART_1,< 200 m
3145557,133293,CORALS_PART_1,< 200 m
3273298,133293,CORALS_PART_1,< 200 m
3398132,133293,CORALS_PART_1,< 200 m
3877173,133293,CORALS_PART_1,< 200 m
3944241,133293,CORALS_PART_1,< 200 m
4048604,133293,CORALS_PART_1,< 200 m
3145557,133294,CORALS_PART_1,< 200 m
3398132,133294,CORALS_PART_1,< 200 m
3877173,133294,CORALS_PART_1,< 200 m
3145557,133298,CORALS_PART_1,< 200 m
3398132,133298,CORALS_PART_1,< 200 m
3877173,133298,CORALS_PART_1,< 200 m
3944241,133298,CORALS_PART_1,< 200 m
4048604,133298,CORALS_PART_1,< 200 m
3145557,133302,CORALS_PART_1,< 200 m
3398132,133302,CORALS_PART_1,< 200 m
3877173,133302,CORALS_PART_1,< 200 m
3145557,133303,CORALS_PART_1,< 200 m
3398132,133303,CORALS_PART_1,< 200 m
3877173,133303,CORALS_PART_1,< 200 m
3145557,133330,CORALS_PART_1,< 200 m
3398132,133330,CORALS_PART_1,< 200 m
3944241,133330,CORALS_PART_1,< 200 m
3145557,133422,CORALS_PART_1,< 200 m
3398132,133422,CORALS_PART_1,< 200 m
3877173,133422,CORALS_PART_1,< 200 m
3145557,133427,CORALS_PART_1,< 200 m
3398132,133427,CORALS_PART_1,< 200 m
3145557,133431,CORALS_PART_1,< 200 m
3398132,133431,CORALS_PART_1,< 200 m
3877173,133431,CORALS_PART_1,< 200 m
3145557,133432,CORALS_PART_1,< 200 m
3398132,133432,CORALS_PART_1,< 200 m
3877173,133432,CORALS_PART_1,< 200 m
3145557,133433,CORALS_PART_1,< 200 m
3398132,133433,CORALS_PART_1,< 200 m
3877173,133433,CORALS_PART_1,< 200 m
3145557,133434,CORALS_PART_1,< 200 m
3398132,133434,CORALS_PART_1,< 200 m
3145557,133438,CORALS_PART_1,< 200 m
3398132,133438,CORALS_PART_1,< 200 m
3877173,133438,CORALS_PART_1,< 200 m
3145557,133460,CORALS_PART_1,< 200 m
3145557,133463,CORALS_PART_1,< 200 m
3398132,133463,CORALS_PART_1,< 200 m
3877173,133463,CORALS_PART_1,< 200 m
3944241,133463,CORALS_PART_1,< 200 m
3145557,133489,CORALS_PART_1,< 200 m
3145557,133494,CORALS_PART_1,< 200 m
3145557,133500,CORALS_PART_1,< 200 m
3145557,133524,CORALS_PART_1,< 200 m
3398132,133524,CORALS_PART_1,< 200 m
3145557,133525,CORALS_PART_1,< 200 m
3398132,133525,CORALS_PART_1,< 200 m
3877173,133525,CORALS_PART_1,< 200 m
3944241,133525,CORALS_PART_1,< 200 m
4048604,133525,CORALS_PART_1,< 200 m
3145557,133531,CORALS_PART_1,< 200 m
3398132,133531,CORALS_PART_1,< 200 m
3877173,133531,CORALS_PART_1,< 200 m
3145557,133532,CORALS_PART_1,< 200 m
3398132,133532,CORALS_PART_1,< 200 m
3877173,133532,CORALS_PART_1,< 200 m
3944241,133532,CORALS_PART_1,< 200 m
4048604,133532,CORALS_PART_1,< 200 m
3145557,133547,CORALS_PART_1,< 200 m
3398132,133547,CORALS_PART_1,< 200 m
3877173,133547,CORALS_PART_1,< 200 m
3944241,133547,CORALS_PART_1,< 200 m
3398132,133548,CORALS_PART_1,< 200 m
3877173,133548,CORALS_PART_1,< 200 m
3944241,133548,CORALS_PART_1,< 200 m
3145557,133550,CORALS_PART_1,< 200 m
3398132,133550,CORALS_PART_1,< 200 m
3877173,133550,CORALS_PART_1,< 200 m
3944241,133550,CORALS_PART_1,< 200 m
4048604,133550,CORALS_PART_1,< 200 m
3145557,133556,CORALS_PART_1,< 200 m
3398132,133556,CORALS_PART_1,< 200 m
3877173,133556,CORALS_PART_1,< 200 m
3944241,133556,CORALS_PART_1,< 200 m
3145557,133558,CORALS_PART_1,< 200 m
3398132,133558,CORALS_PART_1,< 200 m
3877173,133558,CORALS_PART_1,< 200 m
3944241,133558,CORALS_PART_1,< 200 m
4048604,133558,CORALS_PART_1,< 200 m
3145557,133563,CORALS_PART_1,< 200 m
3398132,133563,CORALS_PART_1,< 200 m
3877173,133563,CORALS_PART_1,< 200 m
3944241,133563,CORALS_PART_1,< 200 m
4048604,133563,CORALS_PART_1,< 200 m
3145557,133576,CORALS_PART_1,< 200 m
3398132,133576,CORALS_PART_1,< 200 m
3877173,133576,CORALS_PART_1,< 200 m
3944241,133576,CORALS_PART_1,< 200 m
4048604,133576,CORALS_PART_1,< 200 m
3145557,133580,CORALS_PART_1,< 200 m
3398132,133583,CORALS_PART_1,< 200 m
3145557,133617,CORALS_PART_1,< 200 m
3398132,133617,CORALS_PART_1,< 200 m
3145557,133621,CORALS_PART_1,< 200 m
3398132,133621,CORALS_PART_1,< 200 m
3877173,133621,CORALS_PART_1,< 200 m
3944241,133621,CORALS_PART_1,< 200 m
4048604,133621,CORALS_PART_1,< 200 m
3145557,133622,CORALS_PART_1,< 200 m
3398132,133622,CORALS_PART_1,< 200 m
3877173,133622,CORALS_PART_1,< 200 m
3145557,133623,CORALS_PART_1,< 200 m
3398132,133623,CORALS_PART_1,< 200 m
3877173,133623,CORALS_PART_1,< 200 m
3145557,133635,CORALS_PART_1,< 200 m
3398132,133635,CORALS_PART_1,< 200 m
3877173,133635,CORALS_PART_1,< 200 m
3944241,133635,CORALS_PART_1,< 200 m
4048604,133635,CORALS_PART_1,< 200 m
3145557,133636,CORALS_PART_1,< 200 m
3398132,133636,CORALS_PART_1,< 200 m
3877173,133636,CORALS_PART_1,< 200 m
3145557,133652,CORALS_PART_2,< 200 m
3398132,133652,CORALS_PART_2,< 200 m
3877173,133652,CORALS_PART_2,< 200 m
3944241,133652,CORALS_PART_2,< 200 m
4048604,133652,CORALS_PART_2,< 200 m
3145557,133570,CORALS_PART_2,< 200 m
3398132,133570,CORALS_PART_2,< 200 m
3877173,133570,CORALS_PART_2,< 200 m
3944241,133570,CORALS_PART_2,< 200 m
3145557,133568,CORALS_PART_2,< 200 m
3145557,133654,CORALS_PART_2,< 200 m
3398132,133654,CORALS_PART_2,< 200 m
3877173,133654,CORALS_PART_2,< 200 m
3944241,133654,CORALS_PART_2,< 200 m
4048604,133654,CORALS_PART_2,< 200 m
3145557,133569,CORALS_PART_2,< 200 m
3398132,133569,CORALS_PART_2,< 200 m
3877173,133569,CORALS_PART_2,< 200 m
3944241,133569,CORALS_PART_2,< 200 m
4048604,133569,CORALS_PART_2,< 200 m
3944241,133637,CORALS_PART_2,< 200 m
4048604,133637,CORALS_PART_2,< 200 m
3145557,133593,CORALS_PART_2,< 200 m
3398132,133593,CORALS_PART_2,< 200 m
3877173,133593,CORALS_PART_2,< 200 m
3944241,133593,CORALS_PART_2,< 200 m
4048604,133593,CORALS_PART_2,< 200 m
3145557,133601,CORALS_PART_2,< 200 m
3398132,133601,CORALS_PART_2,< 200 m
3877173,133601,CORALS_PART_2,< 200 m
3944241,133601,CORALS_PART_2,< 200 m
4048604,133601,CORALS_PART_2,< 200 m
3145557,133606,CORALS_PART_2,< 200 m
3398132,133606,CORALS_PART_2,< 200 m
3877173,133606,CORALS_PART_2,< 200 m
3944241,133606,CORALS_PART_2,< 200 m
4048604,133606,CORALS_PART_2,< 200 m
3145557,133607,CORALS_PART_2,< 200 m
3398132,133607,CORALS_PART_2,< 200 m
3877173,133607,CORALS_PART_2,< 200 m
3944241,133607,CORALS_PART_2,< 200 m
4048604,133607,CORALS_PART_2,< 200 m
3145557,133609,CORALS_PART_2,< 200 m
3398132,133609,CORALS_PART_2,< 200 m
3877173,133609,CORALS_PART_2,< 200 m
3944241,133609,CORALS_PART_2,< 200 m
4048604,133609,CORALS_PART_2,< 200 m
3145557,133630,CORALS_PART_2,< 200 m
3145557,133638,CORALS_PART_2,< 200 m
3398132,133638,CORALS_PART_2,< 200 m
3877173,133638,CORALS_PART_2,< 200 m
3944241,133638,CORALS_PART_2,< 200 m
4048604,133638,CORALS_PART_2,< 200 m
3145557,133641,CORALS_PART_2,< 200 m
3398132,133641,CORALS_PART_2,< 200 m
3877173,133641,CORALS_PART_2,< 200 m
3944241,133641,CORALS_PART_2,< 200 m
4048604,133641,CORALS_PART_2,< 200 m
3145557,133642,CORALS_PART_2,< 200 m
3398132,133642,CORALS_PART_2,< 200 m
3877173,133642,CORALS_PART_2,< 200 m
3944241,133642,CORALS_PART_2,< 200 m
4048604,133642,CORALS_PART_2,< 200 m
3145557,133650,CORALS_PART_2,< 200 m
3877173,133650,CORALS_PART_2,< 200 m
3944241,133650,CORALS_PART_2,< 200 m
3145557,133651,CORALS_PART_2,< 200 m
3398132,133651,CORALS_PART_2,< 200 m
3877173,133651,CORALS_PART_2,< 200 m
3944241,133651,CORALS_PART_2,< 200 m
4048604,133651,CORALS_PART_2,< 200 m
3145557,133662,CORALS_PART_2,< 200 m
3398132,133662,CORALS_PART_2,< 200 m
3877173,133662,CORALS_PART_2,< 200 m
3944241,133662,CORALS_PART_2,< 200 m
4048604,133662,CORALS_PART_2,< 200 m
3145557,133673,CORALS_PART_2,< 200 m
3398132,133673,CORALS_PART_2,< 200 m
3877173,133673,CORALS_PART_2,< 200 m
3145557,133668,CORALS_PART_2,< 200 m
3398132,133668,CORALS_PART_2,< 200 m
3877173,133668,CORALS_PART_2,< 200 m
3944241,133668,CORALS_PART_2,< 200 m
4048604,133668,CORALS_PART_2,< 200 m
3145557,133669,CORALS_PART_2,< 200 m
3398132,133669,CORALS_PART_2,< 200 m
3877173,133669,CORALS_PART_2,< 200 m
3145557,133670,CORALS_PART_2,< 200 m
3398132,133670,CORALS_PART_2,< 200 m
3145557,133683,CORALS_PART_2,< 200 m
3145557,133675,CORALS_PART_2,< 200 m
3398132,133675,CORALS_PART_2,< 200 m
3877173,133675,CORALS_PART_2,< 200 m
3944241,133675,CORALS_PART_2,< 200 m
4048604,133675,CORALS_PART_2,< 200 m
3877173,133676,CORALS_PART_2,< 200 m
3145557,133679,CORALS_PART_2,< 200 m
3398132,133679,CORALS_PART_2,< 200 m
3877173,133679,CORALS_PART_2,< 200 m
3944241,133679,CORALS_PART_2,< 200 m
4048604,133679,CORALS_PART_2,< 200 m
3145557,133685,CORALS_PART_2,< 200 m
3398132,133685,CORALS_PART_2,< 200 m
3877173,133685,CORALS_PART_2,< 200 m
3944241,133685,CORALS_PART_2,< 200 m
4048604,133685,CORALS_PART_2,< 200 m
3944241,133687,CORALS_PART_2,< 200 m
4048604,133687,CORALS_PART_2,< 200 m
3145557,133690,CORALS_PART_2,< 200 m
3398132,133690,CORALS_PART_2,< 200 m
3145557,133695,CORALS_PART_2,< 200 m
3398132,133695,CORALS_PART_2,< 200 m
3877173,133695,CORALS_PART_2,< 200 m
3145557,133216,CORALS_PART_2,< 200 m
3273298,133216,CORALS_PART_2,< 200 m
3398132,133216,CORALS_PART_2,< 200 m
3877173,133216,CORALS_PART_2,< 200 m
3944241,133216,CORALS_PART_2,< 200 m
4048604,133216,CORALS_PART_2,< 200 m
3145557,133219,CORALS_PART_2,< 200 m
3398132,133219,CORALS_PART_2,< 200 m
3145557,133243,CORALS_PART_2,< 200 m
3398132,133243,CORALS_PART_2,< 200 m
3877173,133243,CORALS_PART_2,< 200 m
3145557,133246,CORALS_PART_2,< 200 m
3398132,133246,CORALS_PART_2,< 200 m
3877173,133246,CORALS_PART_2,< 200 m
3944241,133246,CORALS_PART_2,< 200 m
4048604,133246,CORALS_PART_2,< 200 m
3145557,133405,CORALS_PART_2,< 200 m
3398132,133405,CORALS_PART_2,< 200 m
3877173,133405,CORALS_PART_2,< 200 m
3273298,133309,CORALS_PART_2,< 200 m
3145557,133258,CORALS_PART_2,< 200 m
3398132,133258,CORALS_PART_2,< 200 m
3877173,133258,CORALS_PART_2,< 200 m
3944241,133258,CORALS_PART_2,< 200 m
3145557,133310,CORALS_PART_2,< 200 m
3877173,133310,CORALS_PART_2,< 200 m
3145557,133268,CORALS_PART_2,< 200 m
3145557,133272,CORALS_PART_2,< 200 m
3398132,133272,CORALS_PART_2,< 200 m
3877173,133272,CORALS_PART_2,< 200 m
3145557,132872,CORALS_PART_2,< 200 m
3145557,132890,CORALS_PART_2,< 200 m
3398132,132890,CORALS_PART_2,< 200 m
3877173,132890,CORALS_PART_2,< 200 m
3145557,132894,CORALS_PART_2,< 200 m
3398132,132894,CORALS_PART_2,< 200 m
3877173,132894,CORALS_PART_2,< 200 m
3944241,132894,CORALS_PART_2,< 200 m
4048604,132894,CORALS_PART_2,< 200 m
3145557,132900,CORALS_PART_2,< 200 m
3398132,132900,CORALS_PART_2,< 200 m
3877173,132900,CORALS_PART_2,< 200 m
3145557,133317,CORALS_PART_2,< 200 m
3398132,133317,CORALS_PART_2,< 200 m
3877173,133317,CORALS_PART_2,< 200 m
3145557,133059,CORALS_PART_2,< 200 m
3398132,133059,CORALS_PART_2,< 200 m
3145557,133038,CORALS_PART_2,< 200 m
3398132,133038,CORALS_PART_2,< 200 m
3877173,133038,CORALS_PART_2,< 200 m
3944241,133038,CORALS_PART_2,< 200 m
4048604,133038,CORALS_PART_2,< 200 m
3145557,133043,CORALS_PART_2,< 200 m
3398132,133043,CORALS_PART_2,< 200 m
3877173,133043,CORALS_PART_2,< 200 m
3944241,133043,CORALS_PART_2,< 200 m
3145557,133067,CORALS_PART_2,< 200 m
3398132,133067,CORALS_PART_2,< 200 m
3145557,133353,CORALS_PART_2,< 200 m
3398132,133353,CORALS_PART_2,< 200 m
3944241,133353,CORALS_PART_2,< 200 m
3145557,133082,CORALS_PART_2,< 200 m
3398132,133082,CORALS_PART_2,< 200 m
3877173,133082,CORALS_PART_2,< 200 m
3944241,133082,CORALS_PART_2,< 200 m
4048604,133082,CORALS_PART_2,< 200 m
3145557,133084,CORALS_PART_2,< 200 m
3398132,133084,CORALS_PART_2,< 200 m
3877173,133084,CORALS_PART_2,< 200 m
3145557,133088,CORALS_PART_2,< 200 m
3398132,133088,CORALS_PART_2,< 200 m
3877173,133088,CORALS_PART_2,< 200 m
3944241,133088,CORALS_PART_2,< 200 m
4048604,133088,CORALS_PART_2,< 200 m
3398132,133109,CORALS_PART_2,< 200 m
3145557,133110,CORALS_PART_2,< 200 m
3398132,133110,CORALS_PART_2,< 200 m
3877173,133110,CORALS_PART_2,< 200 m
3145557,133011,CORALS_PART_2,< 200 m
3145557,133307,CORALS_PART_2,< 200 m
3398132,133307,CORALS_PART_2,< 200 m
3877173,133307,CORALS_PART_2,< 200 m
3398132,133308,CORALS_PART_2,< 200 m
3877173,133308,CORALS_PART_2,< 200 m
3944241,133308,CORALS_PART_2,< 200 m
4048604,133308,CORALS_PART_2,< 200 m
3145557,133333,CORALS_PART_2,< 200 m
3398132,133333,CORALS_PART_2,< 200 m
3877173,133333,CORALS_PART_2,< 200 m
3145557,133440,CORALS_PART_2,< 200 m
3398132,133440,CORALS_PART_2,< 200 m
3877173,133440,CORALS_PART_2,< 200 m
3944241,133440,CORALS_PART_2,< 200 m
4048604,133440,CORALS_PART_2,< 200 m
3145557,133473,CORALS_PART_2,< 200 m
3398132,133473,CORALS_PART_2,< 200 m
3877173,133473,CORALS_PART_2,< 200 m
3145557,133510,CORALS_PART_2,< 200 m
3398132,133510,CORALS_PART_2,< 200 m
3877173,133510,CORALS_PART_2,< 200 m
3398132,133534,CORALS_PART_2,< 200 m
3877173,133534,CORALS_PART_2,< 200 m
3145557,133565,CORALS_PART_2,< 200 m
3398132,133565,CORALS_PART_2,< 200 m
3145557,133566,CORALS_PART_2,< 200 m
3398132,133566,CORALS_PART_2,< 200 m
3145557,133628,CORALS_PART_2,< 200 m
3398132,133628,CORALS_PART_2,< 200 m
3877173,133628,CORALS_PART_2,< 200 m
3145557,133629,CORALS_PART_2,< 200 m
3398132,133629,CORALS_PART_2,< 200 m
3145557,133136,CORALS_PART_2,< 200 m
3398132,133136,CORALS_PART_2,< 200 m
3145557,133374,CORALS_PART_2,< 200 m
3398132,133374,CORALS_PART_2,< 200 m
3877173,133374,CORALS_PART_2,< 200 m
3398132,133384,CORALS_PART_2,< 200 m
3145557,133148,CORALS_PART_2,< 200 m
3398132,133148,CORALS_PART_2,< 200 m
3877173,133148,CORALS_PART_2,< 200 m
3145557,132922,CORALS_PART_2,< 200 m
3398132,132922,CORALS_PART_2,< 200 m
3877173,132922,CORALS_PART_2,< 200 m
3944241,132922,CORALS_PART_2,< 200 m
4048604,132922,CORALS_PART_2,< 200 m
3145557,132923,CORALS_PART_2,< 200 m
3398132,132923,CORALS_PART_2,< 200 m
3877173,132923,CORALS_PART_2,< 200 m
3145557,133154,CORALS_PART_2,< 200 m
3145557,133156,CORALS_PART_2,< 200 m
3398132,133156,CORALS_PART_2,< 200 m
3877173,133156,CORALS_PART_2,< 200 m
3145557,133161,CORALS_PART_2,< 200 m
3398132,133161,CORALS_PART_2,< 200 m
3877173,133161,CORALS_PART_2,< 200 m
3145557,133173,CORALS_PART_2,< 200 m
3398132,133173,CORALS_PART_2,< 200 m
3145557,133178,CORALS_PART_2,< 200 m
3398132,133178,CORALS_PART_2,< 200 m
3877173,133178,CORALS_PART_2,< 200 m
3944241,133178,CORALS_PART_2,< 200 m
4048604,133178,CORALS_PART_2,< 200 m
3145557,133179,CORALS_PART_2,< 200 m
3398132,133179,CORALS_PART_2,< 200 m
3877173,133179,CORALS_PART_2,< 200 m
3944241,133179,CORALS_PART_2,< 200 m
4048604,133179,CORALS_PART_2,< 200 m
3145557,133478,CORALS_PART_2,< 200 m
3398132,133478,CORALS_PART_2,< 200 m
3877173,133478,CORALS_PART_2,< 200 m
3944241,133478,CORALS_PART_2,< 200 m
4048604,133478,CORALS_PART_2,< 200 m
3145557,133417,CORALS_PART_2,< 200 m
3398132,133417,CORALS_PART_2,< 200 m
3877173,133417,CORALS_PART_2,< 200 m
3145557,133448,CORALS_PART_2,< 200 m
3398132,133448,CORALS_PART_2,< 200 m
3877173,133448,CORALS_PART_2,< 200 m
3944241,133448,CORALS_PART_2,< 200 m
4048604,133448,CORALS_PART_2,< 200 m
3145557,132873,CORALS_PART_2,< 200 m
3145557,133411,CORALS_PART_2,< 200 m
3398132,133411,CORALS_PART_2,< 200 m
3877173,133411,CORALS_PART_2,< 200 m
3944241,133412,CORALS_PART_2,< 200 m
4048604,133412,CORALS_PART_2,< 200 m
3145557,133413,CORALS_PART_2,< 200 m
3398132,133413,CORALS_PART_2,< 200 m
3877173,133413,CORALS_PART_2,< 200 m
3145557,133414,CORALS_PART_2,< 200 m
3398132,133414,CORALS_PART_2,< 200 m
3877173,133414,CORALS_PART_2,< 200 m
3944241,133414,CORALS_PART_2,< 200 m
4048604,133414,CORALS_PART_2,< 200 m
3145557,133418,CORALS_PART_2,< 200 m
3398132,133418,CORALS_PART_2,< 200 m
3877173,133418,CORALS_PART_2,< 200 m
3944241,133418,CORALS_PART_2,< 200 m
4048604,133418,CORALS_PART_2,< 200 m
3145557,133419,CORALS_PART_2,< 200 m
3398132,133419,CORALS_PART_2,< 200 m
3877173,133419,CORALS_PART_2,< 200 m
3944241,133419,CORALS_PART_2,< 200 m
4048604,133419,CORALS_PART_2,< 200 m
3145557,133442,CORALS_PART_2,< 200 m
3398132,133442,CORALS_PART_2,< 200 m
3877173,133442,CORALS_PART_2,< 200 m
3944241,133442,CORALS_PART_2,< 200 m
4048604,133442,CORALS_PART_2,< 200 m
3145557,133452,CORALS_PART_2,< 200 m
3398132,133452,CORALS_PART_2,< 200 m
3877173,133452,CORALS_PART_2,< 200 m
3944241,133452,CORALS_PART_2,< 200 m
4048604,133452,CORALS_PART_2,< 200 m
3145557,133474,CORALS_PART_2,< 200 m
3398132,133474,CORALS_PART_2,< 200 m
3877173,133474,CORALS_PART_2,< 200 m
3944241,133474,CORALS_PART_2,< 200 m
4048604,133474,CORALS_PART_2,< 200 m
3145557,133180,CORALS_PART_2,< 200 m
3398132,133180,CORALS_PART_2,< 200 m
3145557,133118,CORALS_PART_2,< 200 m
3398132,133118,CORALS_PART_2,< 200 m
3944241,133118,CORALS_PART_2,< 200 m
