dbf_file,iucn_sid,sciname,subpop,kingdom,phylum,class,order,family,code,marine,terrestrial,freshwater
CHONDRICHTHYES.dbf,161588,Paratrygon ajereba,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,DD,f,f,t
CHONDRICHTHYES.dbf,161589,Platyrhina sinensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,PLATYRHINIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161590,Neotrygon kuhlii,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161591,Cephaloscyllium silasi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161608,Tetronarce formosa,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,TORPEDINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161609,Potamotrygon orbignyi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,LC,f,f,t
CHONDRICHTHYES.dbf,161610,Dipturus teevani,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161611,Glyphis siamensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,CR,t,f,t
CHONDRICHTHYES.dbf,161612,Bathyraja smirnovi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161633,Mustelus manazo,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161614,Narke capensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161615,Pateobatis fai,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161616,Chiloscyllium burmensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161652,Holohalaelurus favus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,EN,t,f,f
CHONDRICHTHYES.dbf,161634,Pristiophorus japonicus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,PRISTIOPHORIFORMES,PRISTIOPHORIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161635,Deania quadrispinosa,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,161617,Dipturus johannisdavesi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161618,Hemitrygon laevigata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,161619,Bathyraja meridionalis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161708,Breviraja spinosa,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161709,Orectolobus halei,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161620,Hypanus rudis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161621,Himantura undulata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161622,Rajella kukujevi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161623,Bathyraja fedorovi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161624,Benthobatis yangi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161626,Leucoraja naevus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161628,Narcine tasmaniensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161653,Dipturus springeri,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161655,Irolita waitii,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161656,Fenestraja sinusmexicanus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161664,Orectolobus floridus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161665,Narke japonica,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161666,Neoraja caerulea,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161667,Haploblepharus kistnasamyi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,CR,t,f,f
CHONDRICHTHYES.dbf,161638,Squatina legnota,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUATINIFORMES,SQUATINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161639,Paragaleus leucolomatus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161668,Squalus lalannei,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161669,Beringraja pulchra,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,161728,Brevitrygon imbricata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161670,Anacanthobatis stenosoma,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161672,Apristurus sibogae,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161673,Raja polystigma,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161681,Anacanthobatis folirostris,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161682,Cruriraja rugosa,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161730,Urotrygon munda,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROTRYGONIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161712,Cruriraja atlantis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161713,Rhinobatos schlegelii,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161714,Heterodontus japonicus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,HETERODONTIFORMES,HETERODONTIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161715,Mustelus griseus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161716,Narcine entemedor,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161717,Scymnodon ringens,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161683,Bathyraja microtrachys,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161685,Leucoraja leucosticta,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161686,Raja texana,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161687,Potamotrygon brachyura,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,DD,f,f,t
CHONDRICHTHYES.dbf,161688,Brochiraja aenigma,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161689,Urotrygon aspidura,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,UROTRYGONIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161727,Etmopterus unicolor,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161702,Rajella purpuriventralis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161703,Squalus bucephalus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161704,Leucoraja compagnoi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161705,Galeus murinus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161706,Bathyraja kincaidii,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161707,Paragaleus pectoralis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161729,Dipturus nidarosiensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,161718,Dipturus olseni,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161719,Fluvitrygon kittipongi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,EN,f,f,t
CHONDRICHTHYES.dbf,161731,Pteroplatytrygon violacea,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161732,Galeus antillensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161733,Proscyllium habereri,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161735,Okamejei boesemani,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161721,Rajella annandalei,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161722,Bathyraja bergi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,161724,Cephaloscyllium umbratile,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161725,Okamejei schmidti,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,161726,Parmaturus albipenis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,165290,Himantura marginata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,165302,Potamotrygon constellata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,DD,f,f,t
CHONDRICHTHYES.dbf,165303,Potamotrygon ocellata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,POTAMOTRYGONIDAE,DD,f,f,t
CHONDRICHTHYES.dbf,161349,Benthobatis moresbyi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,174145,Cephaloscyllium cooki,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,181361,Cephaloscyllium signourum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195319,Urogymnus dalyensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,LC,t,f,t
CHONDRICHTHYES.dbf,195320,Urogymnus polylepis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,EN,t,f,t
CHONDRICHTHYES.dbf,195428,Chimaera bahamaensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195429,Chimaera fulva,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195472,Pavoraja mosaica,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195473,Pavoraja pseudonitida,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195446,Dipturus endeavouri,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,195478,Sinobatis caerulea,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195421,Asymbolus galacticus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195422,Cephaloscyllium hiscosellum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195423,Cephaloscyllium maculatum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195424,Cephaloscyllium pardelotum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195425,Galeus priapus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195426,Mustelus walkeri,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195427,Chimaera argiloba,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195430,Chimaera macrospina,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195431,Chimaera notafricana,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195432,Chimaera obscura,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195433,Hydrolagus homonycteris,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195434,Hydrolagus marmoratus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195435,Hydrolagus melanophasma,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195436,Hemiscyllium galei,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195437,Hemiscyllium henryi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195438,Hemiscyllium michaeli,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,195439,Orectolobus reticulatus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195440,Parascyllium elongatum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195442,Hemitrygon parvonigra,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195443,Dentiraja flindersi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195444,Dipturus acrobelus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195445,Dipturus apricus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195447,Dipturus falloargus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195448,Dipturus grahami,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195449,Dipturus healdi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195450,Dipturus melanospilus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195451,Dipturus oculus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195452,Dipturus queenslandicus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195453,Dipturus wengi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195454,Dipturus wuhanlingi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195455,Maculabatis astra,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195456,Himantura leoparda,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,195457,Irolita westraliensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195458,Leucoraja pristispina,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195459,Manta alfredi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,195460,Narcine nelsoni,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195462,Narcine ornata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195463,Neotrygon ningalooensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195464,Neotrygon picta,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195465,Notoraja azurea,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195466,Notoraja lira,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195467,Notoraja sapphira,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195468,Notoraja sticta,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195469,Okamejei arafurensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195470,Okamejei leptoura,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195471,Pavoraja arenaria,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195487,Squalus griffini,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195488,Squalus suckleyi,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195477,Sinobatis bulbicauda,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,195479,Sinobatis filicauda,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195485,Centrophorus westraliensis,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,195486,Squalus acutirostris,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,198921,Manta birostris,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,VU,t,f,f
CHONDRICHTHYES.dbf,199932,Hemiscyllium freycineti,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,NT,t,f,f
CHONDRICHTHYES.dbf,200014,Cephaloscyllium fasciatum,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,202053,Dipturus polyommata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,14134315,Dipturus canutus,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,EN,t,f,f
CHONDRICHTHYES.dbf,14134429,Gymnura marmorata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,LC,t,f,f
CHONDRICHTHYES.dbf,14134431,Gymnura crebripunctata,NA,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,DD,t,f,f
CHONDRICHTHYES.dbf,18584848,Pristis pristis,Pristis pristis Eastern Atlantic subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,CR,t,f,t
CHONDRICHTHYES.dbf,18584848,Pristis pristis,Pristis pristis Eastern Pacific subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,CR,t,f,t
CHONDRICHTHYES.dbf,18584848,Pristis pristis,Pristis pristis Indo-west Pacific subpopulation,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,CR,t,f,t
