iucn_sid,sciname,category,subpop_match,dbf_file
178890,Enneapterygius cheni,LC,FALSE,COMBTOOTHBLENNIES.dbf
178890,Enneapterygius cheni,LC,FALSE,MARINEFISH_PART_3.dbf
178891,Enneapterygius clea,LC,FALSE,COMBTOOTHBLENNIES.dbf
178891,Enneapterygius clea,LC,FALSE,MARINEFISH_PART_2.dbf
178892,Ucla xenogrammus,LC,FALSE,COMBTOOTHBLENNIES.dbf
178892,Ucla xenogrammus,LC,FALSE,MARINEFISH_PART_2.dbf
178893,Enneapterygius kosiensis,LC,FALSE,COMBTOOTHBLENNIES.dbf
178893,Enneapterygius kosiensis,LC,FALSE,MARINEFISH_PART_1.dbf
178894,Enneapterygius flavoccipitis,LC,FALSE,COMBTOOTHBLENNIES.dbf
178894,Enneapterygius flavoccipitis,LC,FALSE,MARINEFISH_PART_1.dbf
178895,Enneapterygius rubicauda,LC,FALSE,COMBTOOTHBLENNIES.dbf
178895,Enneapterygius rubicauda,LC,FALSE,MARINEFISH_PART_3.dbf
178896,Bellapiscis lesleyae,LC,FALSE,COMBTOOTHBLENNIES.dbf
178896,Bellapiscis lesleyae,LC,FALSE,MARINEFISH_PART_3.dbf
178897,Heteroclinus heptaeolus,LC,FALSE,COMBTOOTHBLENNIES.dbf
178897,Heteroclinus heptaeolus,LC,FALSE,MARINEFISH_PART_2.dbf
178898,Enneanectes pectoralis,LC,FALSE,COMBTOOTHBLENNIES.dbf
178898,Enneanectes pectoralis,LC,FALSE,MARINEFISH_PART_2.dbf
178899,Heteroclinus kuiteri,LC,FALSE,COMBTOOTHBLENNIES.dbf
178899,Heteroclinus kuiteri,LC,FALSE,MARINEFISH_PART_1.dbf
178900,Myxodes ornatus,DD,FALSE,COMBTOOTHBLENNIES.dbf
178900,Myxodes ornatus,DD,FALSE,MARINEFISH_PART_2.dbf
178901,Heteroclinus wilsoni,LC,FALSE,COMBTOOTHBLENNIES.dbf
178901,Heteroclinus wilsoni,LC,FALSE,MARINEFISH_PART_1.dbf
178902,Gibbonsia montereyensis,LC,FALSE,COMBTOOTHBLENNIES.dbf
178902,Gibbonsia montereyensis,LC,FALSE,MARINEFISH_PART_3.dbf
178903,Heteroclinus adelaidae,LC,FALSE,COMBTOOTHBLENNIES.dbf
178903,Heteroclinus adelaidae,LC,FALSE,MARINEFISH_PART_2.dbf
178904,Forsterygion lapillum,LC,FALSE,COMBTOOTHBLENNIES.dbf
178904,Forsterygion lapillum,LC,FALSE,MARINEFISH_PART_3.dbf
178905,Apopterygion oculus,LC,FALSE,COMBTOOTHBLENNIES.dbf
178905,Apopterygion oculus,LC,FALSE,MARINEFISH_PART_2.dbf
178906,Pavoclinus myae,LC,FALSE,COMBTOOTHBLENNIES.dbf
178906,Pavoclinus myae,LC,FALSE,MARINEFISH_PART_1.dbf
178907,Helcogramma nesion,LC,FALSE,COMBTOOTHBLENNIES.dbf
178907,Helcogramma nesion,LC,FALSE,MARINEFISH_PART_3.dbf
178908,Enneapterygius ornatus,LC,FALSE,COMBTOOTHBLENNIES.dbf
178908,Enneapterygius ornatus,LC,FALSE,MARINEFISH_PART_1.dbf
178909,Helcogramma vulcana,LC,FALSE,COMBTOOTHBLENNIES.dbf
178909,Helcogramma vulcana,LC,FALSE,MARINEFISH_PART_3.dbf
178910,Enneanectes boehlkei,LC,FALSE,COMBTOOTHBLENNIES.dbf
178910,Enneanectes boehlkei,LC,FALSE,MARINEFISH_PART_3.dbf
178911,Enneapterygius randalli,LC,FALSE,COMBTOOTHBLENNIES.dbf
178911,Enneapterygius randalli,LC,FALSE,MARINEFISH_PART_1.dbf
178912,Helcogramma ellioti,LC,FALSE,COMBTOOTHBLENNIES.dbf
178912,Helcogramma ellioti,LC,FALSE,MARINEFISH_PART_2.dbf
178913,Enneapterygius fuscoventer,LC,FALSE,COMBTOOTHBLENNIES.dbf
178913,Enneapterygius fuscoventer,LC,FALSE,MARINEFISH_PART_3.dbf
178914,Acanthanectes rufus,LC,FALSE,COMBTOOTHBLENNIES.dbf
