iucn_sid,sciname,category,subpop_match,dbf_file
132979,Favites complanata,NT,FALSE,CORALS_PART_2_1.dbf
132979,Favites complanata,NT,FALSE,CORALS_PART_2.dbf
132980,Leptoria phrygia,NT,FALSE,CORALS_PART_2_1.dbf
132980,Leptoria phrygia,NT,FALSE,CORALS_PART_2.dbf
132981,Acropora hemprichii,VU,FALSE,CORALS_PART_1.dbf
132983,Leptastrea bottae,NT,FALSE,CORALS_PART_2_1.dbf
132983,Leptastrea bottae,NT,FALSE,CORALS_PART_2.dbf
132984,Acropora derawanensis,VU,FALSE,CORALS_PART_1.dbf
132985,Turbinaria radicalis,NT,FALSE,CORALS_PART_2_1.dbf
132985,Turbinaria radicalis,NT,FALSE,CORALS_PART_2.dbf
132986,Fungia repanda,LC,FALSE,CORALS_PART_2_1.dbf
132986,Fungia repanda,LC,FALSE,CORALS_PART_2.dbf
132987,Echinopora gemmacea,LC,FALSE,CORALS_PART_2_1.dbf
132987,Echinopora gemmacea,LC,FALSE,CORALS_PART_2.dbf
132988,Acropora longicyathus,LC,FALSE,CORALS_PART_1.dbf
132990,Acropora multiacuta,VU,FALSE,CORALS_PART_1.dbf
132991,Coscinaraea crassa,NT,FALSE,CORALS_PART_2_1.dbf
132991,Coscinaraea crassa,NT,FALSE,CORALS_PART_2.dbf
132992,Acropora humilis,NT,FALSE,CORALS_PART_1.dbf
132993,Zoopilus echinatus,LC,FALSE,CORALS_PART_2_1.dbf
132993,Zoopilus echinatus,LC,FALSE,CORALS_PART_2.dbf
132994,Favites vasta,NT,FALSE,CORALS_PART_2_1.dbf
132994,Favites vasta,NT,FALSE,CORALS_PART_2.dbf
132995,Goniopora planulata,VU,FALSE,CORALS_PART_2_1.dbf
132995,Goniopora planulata,VU,FALSE,CORALS_PART_2.dbf
132996,Fungia seychellensis,VU,FALSE,CORALS_PART_2_1.dbf
132996,Fungia seychellensis,VU,FALSE,CORALS_PART_2.dbf
132997,Montastrea valenciennesi,NT,FALSE,CORALS_PART_2_1.dbf
132997,Montastrea valenciennesi,NT,FALSE,CORALS_PART_2.dbf
132998,Acropora samoensis,LC,FALSE,CORALS_PART_1.dbf
133001,Goniopora pandoraensis,LC,FALSE,CORALS_PART_2_1.dbf
133001,Goniopora pandoraensis,LC,FALSE,CORALS_PART_2.dbf
133002,Seriatopora stellata,NT,FALSE,CORALS_PART_2_1.dbf
133002,Seriatopora stellata,NT,FALSE,CORALS_PART_2.dbf
133003,Leptastrea bewickensis,NT,FALSE,CORALS_PART_2_1.dbf
133003,Leptastrea bewickensis,NT,FALSE,CORALS_PART_2.dbf
133004,Simplastrea vesicularis,DD,FALSE,CORALS_PART_2_1.dbf
133004,Simplastrea vesicularis,DD,FALSE,CORALS_PART_2.dbf
133005,Anacropora spumosa,DD,FALSE,CORALS_PART_1.dbf
133006,Acropora palmata,CR,FALSE,CORALS_PART_1.dbf
133007,Montipora malampaya,VU,FALSE,CORALS_PART_1.dbf
133008,Fungia spinifer,LC,FALSE,CORALS_PART_2_1.dbf
133008,Fungia spinifer,LC,FALSE,CORALS_PART_2.dbf
133009,Favia albidus,NT,FALSE,CORALS_PART_2_1.dbf
133009,Favia albidus,NT,FALSE,CORALS_PART_2.dbf
133010,Acropora elseyi,LC,FALSE,CORALS_PART_1.dbf
133011,Pocillopora ankeli,VU,FALSE,CORALS_PART_2_1.dbf
133011,Pocillopora ankeli,VU,FALSE,CORALS_PART_2.dbf
133012,Montastraea franksi,VU,FALSE,CORALS_PART_2_1.dbf
133012,Montastraea franksi,VU,FALSE,CORALS_PART_2.dbf
133013,Acropora grandis,LC,FALSE,CORALS_PART_1.dbf
133014,Goniopora polyformis,VU,FALSE,CORALS_PART_2_1.dbf
133014,Goniopora polyformis,VU,FALSE,CORALS_PART_2.dbf
133015,Montipora millepora,LC,FALSE,CORALS_PART_1.dbf
133016,Porites vaughani,LC,FALSE,CORALS_PART_2_1.dbf
133016,Porites vaughani,LC,FALSE,CORALS_PART_2.dbf
133018,Acropora minuta,DD,FALSE,CORALS_PART_1.dbf
133019,Galaxea cryptoramosa,VU,FALSE,CORALS_PART_2_1.dbf
133019,Galaxea cryptoramosa,VU,FALSE,CORALS_PART_2.dbf
133020,Acropora tenuis,NT,FALSE,CORALS_PART_1.dbf
133021,Acropora microphthalma,LC,FALSE,CORALS_PART_1.dbf
133022,Montipora niugini,NT,FALSE,CORALS_PART_1.dbf
133023,Porites lichen,LC,FALSE,CORALS_PART_2_1.dbf
133023,Porites lichen,LC,FALSE,CORALS_PART_2.dbf
133024,Merulina scabricula,LC,FALSE,CORALS_PART_2_1.dbf
133024,Merulina scabricula,LC,FALSE,CORALS_PART_2.dbf
133025,Acropora vaughani,VU,FALSE,CORALS_PART_1.dbf
133026,Mycedium mancaoi,LC,FALSE,CORALS_PART_2_1.dbf
133026,Mycedium mancaoi,LC,FALSE,CORALS_PART_2.dbf
133027,Siderastrea radians,LC,FALSE,CORALS_PART_2_1.dbf
133027,Siderastrea radians,LC,FALSE,CORALS_PART_2.dbf
133028,Seriatopora caliendrum,NT,FALSE,CORALS_PART_2_1.dbf
133028,Seriatopora caliendrum,NT,FALSE,CORALS_PART_2.dbf
133029,Favia rotumana,LC,FALSE,CORALS_PART_2_1.dbf
133029,Favia rotumana,LC,FALSE,CORALS_PART_2.dbf
133031,Montipora effusa,NT,FALSE,CORALS_PART_1.dbf
133032,Lobophyllia flabelliformis,VU,FALSE,CORALS_PART_2_1.dbf
133032,Lobophyllia flabelliformis,VU,FALSE,CORALS_PART_2.dbf
133033,Acropora pulchra,LC,FALSE,CORALS_PART_1.dbf
133036,Fungia curvata,VU,FALSE,CORALS_PART_2_1.dbf
133036,Fungia curvata,VU,FALSE,CORALS_PART_2.dbf
133037,Mycetophyllia reesi,DD,FALSE,CORALS_PART_2_1.dbf
133037,Mycetophyllia reesi,DD,FALSE,CORALS_PART_2.dbf
133038,Porites nigrescens,VU,FALSE,CORALS_PART_2_1.dbf
133038,Porites nigrescens,VU,FALSE,CORALS_PART_2.dbf
133039,Turbinaria conspicua,LC,FALSE,CORALS_PART_2_1.dbf
133039,Turbinaria conspicua,LC,FALSE,CORALS_PART_2.dbf
133040,Echinopora mammiformis,NT,FALSE,CORALS_PART_2_1.dbf
133040,Echinopora mammiformis,NT,FALSE,CORALS_PART_2.dbf
133041,Pavona decussata,VU,FALSE,CORALS_PART_1.dbf
133042,Millepora complanata,LC,FALSE,CORALS_PART_3.dbf
133043,Psammocora digitata,NT,FALSE,CORALS_PART_2_1.dbf
133043,Psammocora digitata,NT,FALSE,CORALS_PART_2.dbf
133044,Cantharellus jebbi,LC,FALSE,CORALS_PART_2_1.dbf
133044,Cantharellus jebbi,LC,FALSE,CORALS_PART_2.dbf
133045,Pocillopora ligulata,LC,FALSE,CORALS_PART_2_1.dbf
133045,Pocillopora ligulata,LC,FALSE,CORALS_PART_2.dbf
133046,Anacropora spinosa,EN,FALSE,CORALS_PART_1.dbf
133047,Mycetophyllia aliciae,LC,FALSE,CORALS_PART_2_1.dbf
133047,Mycetophyllia aliciae,LC,FALSE,CORALS_PART_2.dbf
133048,Astreopora suggesta,LC,FALSE,CORALS_PART_1.dbf
133049,Stylocoeniella guentheri,LC,FALSE,CORALS_PART_1.dbf
133051,Goniopora norfolkensis,LC,FALSE,CORALS_PART_2_1.dbf
133051,Goniopora norfolkensis,LC,FALSE,CORALS_PART_2.dbf
133052,Echinopora irregularis,DD,FALSE,CORALS_PART_2_1.dbf
133052,Echinopora irregularis,DD,FALSE,CORALS_PART_2.dbf
133053,Scolymia cubensis,LC,FALSE,CORALS_PART_2_1.dbf
133053,Scolymia cubensis,LC,FALSE,CORALS_PART_2.dbf
133054,Goniopora tenuidens,LC,FALSE,CORALS_PART_2_1.dbf
133054,Goniopora tenuidens,LC,FALSE,CORALS_PART_2.dbf
133055,Favites halicora,NT,FALSE,CORALS_PART_2_1.dbf
133055,Favites halicora,NT,FALSE,CORALS_PART_2.dbf
133056,Montipora spongiosa,LC,FALSE,CORALS_PART_1.dbf
133057,Euphyllia paradivisa,VU,FALSE,CORALS_PART_2_1.dbf
133057,Euphyllia paradivisa,VU,FALSE,CORALS_PART_2.dbf
133058,Echinophyllia echinata,LC,FALSE,CORALS_PART_2_1.dbf
133058,Echinophyllia echinata,LC,FALSE,CORALS_PART_2.dbf
133059,Platygyra verweyi,NT,FALSE,CORALS_PART_2_1.dbf
133059,Platygyra verweyi,NT,FALSE,CORALS_PART_2.dbf
133060,Goniastrea favulus,NT,FALSE,CORALS_PART_2_1.dbf
133060,Goniastrea favulus,NT,FALSE,CORALS_PART_2.dbf
133062,Mycetophyllia lamarckiana,LC,FALSE,CORALS_PART_2_1.dbf
133062,Mycetophyllia lamarckiana,LC,FALSE,CORALS_PART_2.dbf
133063,Polyphyllia talpina,LC,FALSE,CORALS_PART_2_1.dbf
133063,Polyphyllia talpina,LC,FALSE,CORALS_PART_2.dbf
133064,Montipora florida,VU,FALSE,CORALS_PART_1.dbf
133066,Montipora informis,LC,FALSE,CORALS_PART_1.dbf
133067,Platygyra yaeyamaensis,VU,FALSE,CORALS_PART_2_1.dbf
133067,Platygyra yaeyamaensis,VU,FALSE,CORALS_PART_2.dbf
133068,Platygyra sinensis,LC,FALSE,CORALS_PART_2_1.dbf
133068,Platygyra sinensis,LC,FALSE,CORALS_PART_2.dbf
133069,Astreopora cucullata,VU,FALSE,CORALS_PART_1.dbf
133070,Montastrea colemani,NT,FALSE,CORALS_PART_2_1.dbf
133070,Montastrea colemani,NT,FALSE,CORALS_PART_2.dbf
133071,Montipora foliosa,NT,FALSE,CORALS_PART_1.dbf
133072,Montipora echinata,DD,FALSE,CORALS_PART_1.dbf
133074,Goniastrea deformis,VU,FALSE,CORALS_PART_2_1.dbf
133074,Goniastrea deformis,VU,FALSE,CORALS_PART_2.dbf
133075,Palauastrea ramosa,NT,FALSE,CORALS_PART_1.dbf
133076,Lobophyllia robusta,LC,FALSE,CORALS_PART_2_1.dbf
133076,Lobophyllia robusta,LC,FALSE,CORALS_PART_2.dbf
133077,Coscinaraea mcneilli,LC,FALSE,CORALS_PART_2_1.dbf
133077,Coscinaraea mcneilli,LC,FALSE,CORALS_PART_2.dbf
133078,Favites acuticollis,NT,FALSE,CORALS_PART_2_1.dbf
133078,Favites acuticollis,NT,FALSE,CORALS_PART_2.dbf
133079,Montipora meandrina,VU,FALSE,CORALS_PART_1.dbf
133080,Acropora selago,NT,FALSE,CORALS_PART_1.dbf
133081,Acropora kirstyae,VU,FALSE,CORALS_PART_1.dbf
133082,Porites lutea,LC,FALSE,CORALS_PART_2_1.dbf
133082,Porites lutea,LC,FALSE,CORALS_PART_2.dbf
133083,Ctenactis albitentaculata,NT,FALSE,CORALS_PART_2_1.dbf
133083,Ctenactis albitentaculata,NT,FALSE,CORALS_PART_2.dbf
133084,Barabattoia amicorum,LC,FALSE,CORALS_PART_2_1.dbf
133084,Barabattoia amicorum,LC,FALSE,CORALS_PART_2.dbf
133085,Balanophyllia europaea,LC,FALSE,CORALS_PART_2_1.dbf
133085,Balanophyllia europaea,LC,FALSE,CORALS_PART_2.dbf
133086,Acropora lamarcki,DD,FALSE,CORALS_PART_1.dbf
133087,Acropora subglabra,LC,FALSE,CORALS_PART_1.dbf
133088,Echinopora lamellosa,LC,FALSE,CORALS_PART_2_1.dbf
133088,Echinopora lamellosa,LC,FALSE,CORALS_PART_2.dbf
133089,Echinophyllia patula,LC,FALSE,CORALS_PART_2_1.dbf
133089,Echinophyllia patula,LC,FALSE,CORALS_PART_2.dbf
133090,Leptastrea purpurea,LC,FALSE,CORALS_PART_2_1.dbf
133090,Leptastrea purpurea,LC,FALSE,CORALS_PART_2.dbf
133091,Leptoseris scabra,LC,FALSE,CORALS_PART_1.dbf
133092,Astreopora incrustans,VU,FALSE,CORALS_PART_1.dbf
133093,Alveopora daedalea,VU,FALSE,CORALS_PART_2_1.dbf
133093,Alveopora daedalea,VU,FALSE,CORALS_PART_2.dbf
133094,Psammocora nierstraszi,LC,FALSE,CORALS_PART_2_1.dbf
133094,Psammocora nierstraszi,LC,FALSE,CORALS_PART_2.dbf
133095,Pocillopora meandrina,LC,FALSE,CORALS_PART_2_1.dbf
133095,Pocillopora meandrina,LC,FALSE,CORALS_PART_2.dbf
133096,Porites columnaris,LC,FALSE,CORALS_PART_2_1.dbf
133096,Porites columnaris,LC,FALSE,CORALS_PART_2.dbf
133097,Pocillopora danae,VU,FALSE,CORALS_PART_2_1.dbf
133097,Pocillopora danae,VU,FALSE,CORALS_PART_2.dbf
133098,Leptoseris papyracea,LC,FALSE,CORALS_PART_1.dbf
133099,Pocillopora elegans,VU,FALSE,CORALS_PART_2_1.dbf
133099,Pocillopora elegans,VU,FALSE,CORALS_PART_2.dbf
133100,Agaricia undata,DD,FALSE,CORALS_PART_1.dbf
133101,Goniastrea minuta,NT,FALSE,CORALS_PART_2_1.dbf
133101,Goniastrea minuta,NT,FALSE,CORALS_PART_2.dbf
133102,Dichocoenia stokesii,VU,FALSE,CORALS_PART_2_1.dbf
133102,Dichocoenia stokesii,VU,FALSE,CORALS_PART_2.dbf
133105,Porites murrayensis,NT,FALSE,CORALS_PART_2_1.dbf
133105,Porites murrayensis,NT,FALSE,CORALS_PART_2.dbf
133106,Acanthastrea hillae,NT,FALSE,CORALS_PART_2_1.dbf
133106,Acanthastrea hillae,NT,FALSE,CORALS_PART_2.dbf
133107,Porites attenuata,VU,FALSE,CORALS_PART_2_1.dbf
133107,Porites attenuata,VU,FALSE,CORALS_PART_2.dbf
133108,Hydnophora bonsai,EN,FALSE,CORALS_PART_2_1.dbf
133108,Hydnophora bonsai,EN,FALSE,CORALS_PART_2.dbf
133109,Galaxea acrhelia,VU,FALSE,CORALS_PART_2_1.dbf
133109,Galaxea acrhelia,VU,FALSE,CORALS_PART_2.dbf
133110,Ctenactis crassa,LC,FALSE,CORALS_PART_2_1.dbf
133110,Ctenactis crassa,LC,FALSE,CORALS_PART_2.dbf
133111,Montipora saudii,NT,FALSE,CORALS_PART_1.dbf
133112,Acropora caroliniana,VU,FALSE,CORALS_PART_1.dbf
133113,Montipora cactus,VU,FALSE,CORALS_PART_1.dbf
133114,Duncanopsammia axifuga,NT,FALSE,CORALS_PART_2_1.dbf
133114,Duncanopsammia axifuga,NT,FALSE,CORALS_PART_2.dbf
133115,Acropora retusa,VU,FALSE,CORALS_PART_1.dbf
133116,Plerogyra simplex,NT,FALSE,CORALS_PART_2_1.dbf
133116,Plerogyra simplex,NT,FALSE,CORALS_PART_2.dbf
133117,Montipora lobulata,VU,FALSE,CORALS_PART_1.dbf
133118,Porites sillimaniana,VU,FALSE,CORALS_PART_2_1.dbf
133118,Porites sillimaniana,VU,FALSE,CORALS_PART_2.dbf
133120,Acropora latistella,LC,FALSE,CORALS_PART_1.dbf
133121,Siderastrea glynni,CR,FALSE,CORALS_PART_2_1.dbf
133121,Siderastrea glynni,CR,FALSE,CORALS_PART_2.dbf
133123,Porites cumulatus,VU,FALSE,CORALS_PART_2_1.dbf
133123,Porites cumulatus,VU,FALSE,CORALS_PART_2.dbf
133124,Dendrogyra cylindrus,VU,FALSE,CORALS_PART_2_1.dbf
133124,Dendrogyra cylindrus,VU,FALSE,CORALS_PART_2.dbf
133125,Acropora fenneri,DD,FALSE,CORALS_PART_1.dbf
133126,Symphyllia hassi,VU,FALSE,CORALS_PART_2_1.dbf
133126,Symphyllia hassi,VU,FALSE,CORALS_PART_2.dbf
133127,Symphyllia valenciennesii,LC,FALSE,CORALS_PART_2_1.dbf
133127,Symphyllia valenciennesii,LC,FALSE,CORALS_PART_2.dbf
133129,Astreopora ocellata,LC,FALSE,CORALS_PART_1.dbf
133131,Montipora friabilis,VU,FALSE,CORALS_PART_1.dbf
133132,Acropora aspera,VU,FALSE,CORALS_PART_1.dbf
133133,Acropora abrolhosensis,VU,FALSE,CORALS_PART_1.dbf
133134,Montastraea annularis,EN,FALSE,CORALS_PART_2_1.dbf
133134,Montastraea annularis,EN,FALSE,CORALS_PART_2.dbf
133135,Madracis pharensis,LC,FALSE,CORALS_PART_1.dbf
133136,Favia marshae,NT,FALSE,CORALS_PART_2_1.dbf
133136,Favia marshae,NT,FALSE,CORALS_PART_2.dbf
133137,Astreopora scabra,LC,FALSE,CORALS_PART_1.dbf
133138,Acropora parapharaonis,DD,FALSE,CORALS_PART_1.dbf
133139,Isopora palifera,NT,FALSE,CORALS_PART_1.dbf
133140,Millepora exaesa,LC,FALSE,CORALS_PART_3.dbf
133142,Cladocora caespitosa,EN,FALSE,CORALS_PART_2_1.dbf
133142,Cladocora caespitosa,EN,FALSE,CORALS_PART_2.dbf
133143,Millepora squarrosa,LC,FALSE,CORALS_PART_3.dbf
133144,Millepora alcicornis,LC,FALSE,CORALS_PART_3.dbf
133145,Stylocoeniella cocosensis,VU,FALSE,CORALS_PART_1.dbf
133146,Turbinaria frondens,LC,FALSE,CORALS_PART_2_1.dbf
133146,Turbinaria frondens,LC,FALSE,CORALS_PART_2.dbf
133147,Leptoseris yabei,VU,FALSE,CORALS_PART_1.dbf
133148,Ctenactis echinata,LC,FALSE,CORALS_PART_2_1.dbf
133148,Ctenactis echinata,LC,FALSE,CORALS_PART_2.dbf
133149,Goniopora ciliatus,LC,FALSE,CORALS_PART_2_1.dbf
133149,Goniopora ciliatus,LC,FALSE,CORALS_PART_2.dbf
133150,Porites aranetai,VU,FALSE,CORALS_PART_2_1.dbf
133150,Porites aranetai,VU,FALSE,CORALS_PART_2.dbf
133151,Favia lacuna,NT,FALSE,CORALS_PART_2_1.dbf
133151,Favia lacuna,NT,FALSE,CORALS_PART_2.dbf
133152,Lobophyllia pachysepta,NT,FALSE,CORALS_PART_2_1.dbf
133152,Lobophyllia pachysepta,NT,FALSE,CORALS_PART_2.dbf
133153,Agaricia fragilis,DD,FALSE,CORALS_PART_1.dbf
133154,Echinophyllia pectinata,DD,FALSE,CORALS_PART_2_1.dbf
133154,Echinophyllia pectinata,DD,FALSE,CORALS_PART_2.dbf
133155,Diploria strigosa,LC,FALSE,CORALS_PART_2_1.dbf
133155,Diploria strigosa,LC,FALSE,CORALS_PART_2.dbf
133156,Alveopora verrilliana,VU,FALSE,CORALS_PART_2_1.dbf
133156,Alveopora verrilliana,VU,FALSE,CORALS_PART_2.dbf
133157,Scolymia vitiensis,NT,FALSE,CORALS_PART_2_1.dbf
133157,Scolymia vitiensis,NT,FALSE,CORALS_PART_2.dbf
133158,Podabacia crustacea,LC,FALSE,CORALS_PART_2_1.dbf
133158,Podabacia crustacea,LC,FALSE,CORALS_PART_2.dbf
133159,Plesiastrea devantieri,NT,FALSE,CORALS_PART_2_1.dbf
133159,Plesiastrea devantieri,NT,FALSE,CORALS_PART_2.dbf
133160,Acropora austera,NT,FALSE,CORALS_PART_1.dbf
133161,Platygyra contorta,LC,FALSE,CORALS_PART_2_1.dbf
133161,Platygyra contorta,LC,FALSE,CORALS_PART_2.dbf
133162,Montastrea salebrosa,VU,FALSE,CORALS_PART_2_1.dbf
133162,Montastrea salebrosa,VU,FALSE,CORALS_PART_2.dbf
133163,Coscinaraea marshae,LC,FALSE,CORALS_PART_2_1.dbf
133163,Coscinaraea marshae,LC,FALSE,CORALS_PART_2.dbf
133164,Acropora russelli,VU,FALSE,CORALS_PART_1.dbf
133165,Oculina varicosa,VU,FALSE,CORALS_PART_2_1.dbf
133165,Oculina varicosa,VU,FALSE,CORALS_PART_2.dbf
133166,Halomitra pileus,LC,FALSE,CORALS_PART_2_1.dbf
133166,Halomitra pileus,LC,FALSE,CORALS_PART_2.dbf
133167,Cyphastrea serailia,LC,FALSE,CORALS_PART_2_1.dbf
133167,Cyphastrea serailia,LC,FALSE,CORALS_PART_2.dbf
133169,Stylophora mamillata,LC,FALSE,CORALS_PART_2_1.dbf
133169,Stylophora mamillata,LC,FALSE,CORALS_PART_2.dbf
133170,Montipora dilatata,EN,FALSE,CORALS_PART_1.dbf
133171,Coeloseris mayeri,LC,FALSE,CORALS_PART_1.dbf
133172,Echinophyllia aspera,LC,FALSE,CORALS_PART_2_1.dbf
133172,Echinophyllia aspera,LC,FALSE,CORALS_PART_2.dbf
133173,Euphyllia ancora,VU,FALSE,CORALS_PART_2_1.dbf
133173,Euphyllia ancora,VU,FALSE,CORALS_PART_2.dbf
133174,Astreopora moretonensis,VU,FALSE,CORALS_PART_1.dbf
133175,Montipora efflorescens,NT,FALSE,CORALS_PART_1.dbf
133176,Coscinaraea exesa,LC,FALSE,CORALS_PART_2_1.dbf
133176,Coscinaraea exesa,LC,FALSE,CORALS_PART_2.dbf
133177,Turbinaria patula,VU,FALSE,CORALS_PART_2_1.dbf
133177,Turbinaria patula,VU,FALSE,CORALS_PART_2.dbf
133178,Montastrea annuligera,NT,FALSE,CORALS_PART_2_1.dbf
133178,Montastrea annuligera,NT,FALSE,CORALS_PART_2.dbf
133179,Fungia scabra,LC,FALSE,CORALS_PART_2_1.dbf
133179,Fungia scabra,LC,FALSE,CORALS_PART_2.dbf
133180,Galaxea longisepta,NT,FALSE,CORALS_PART_2_1.dbf
133180,Galaxea longisepta,NT,FALSE,CORALS_PART_2.dbf
133182,Isopora brueggemanni,VU,FALSE,CORALS_PART_1.dbf
133183,Fungia granulosa,LC,FALSE,CORALS_PART_2_1.dbf
133183,Fungia granulosa,LC,FALSE,CORALS_PART_2.dbf
133185,Montipora calcarea,VU,FALSE,CORALS_PART_1.dbf
133186,Montipora floweri,LC,FALSE,CORALS_PART_1.dbf
133187,Porites arnaudi,LC,FALSE,CORALS_PART_2_1.dbf
133187,Porites arnaudi,LC,FALSE,CORALS_PART_2.dbf
133188,Echinopora hirsutissima,LC,FALSE,CORALS_PART_2_1.dbf
133188,Echinopora hirsutissima,LC,FALSE,CORALS_PART_2.dbf
133190,Montipora vietnamensis,VU,FALSE,CORALS_PART_1.dbf
133191,Montipora porites,NT,FALSE,CORALS_PART_1.dbf
133192,Oxypora glabra,LC,FALSE,CORALS_PART_2_1.dbf
133192,Oxypora glabra,LC,FALSE,CORALS_PART_2.dbf
133193,Heliopora coerulea,VU,FALSE,CORALS_PART_3.dbf
133194,Montipora digitata,LC,FALSE,CORALS_PART_1.dbf
133196,Montipora incrassata,NT,FALSE,CORALS_PART_1.dbf
133197,Pocillopora verrucosa,LC,FALSE,CORALS_PART_2_1.dbf
133197,Pocillopora verrucosa,LC,FALSE,CORALS_PART_2.dbf
133198,Goniopora fruticosa,LC,FALSE,CORALS_PART_2_1.dbf
133198,Goniopora fruticosa,LC,FALSE,CORALS_PART_2.dbf
133199,Montipora aspergillus,DD,FALSE,CORALS_PART_1.dbf
133200,Oulophyllia crispa,NT,FALSE,CORALS_PART_2_1.dbf
133200,Oulophyllia crispa,NT,FALSE,CORALS_PART_2.dbf
133201,Fungia scutaria,LC,FALSE,CORALS_PART_2_1.dbf
133201,Fungia scutaria,LC,FALSE,CORALS_PART_2.dbf
133202,Montipora hemispherica,DD,FALSE,CORALS_PART_1.dbf
133203,Acropora tenella,VU,FALSE,CORALS_PART_1.dbf
133205,Pectinia teres,NT,FALSE,CORALS_PART_2_1.dbf
133205,Pectinia teres,NT,FALSE,CORALS_PART_2.dbf
133206,Acropora roseni,EN,FALSE,CORALS_PART_1.dbf
133207,Acropora clathrata,LC,FALSE,CORALS_PART_1.dbf
133208,Psammocora contigua,NT,FALSE,CORALS_PART_2_1.dbf
133208,Psammocora contigua,NT,FALSE,CORALS_PART_2.dbf
133209,Favites pentagona,LC,FALSE,CORALS_PART_2_1.dbf
133209,Favites pentagona,LC,FALSE,CORALS_PART_2.dbf
133210,Favia speciosa,LC,FALSE,CORALS_PART_2_1.dbf
133210,Favia speciosa,LC,FALSE,CORALS_PART_2.dbf
133211,Porites negrosensis,NT,FALSE,CORALS_PART_2_1.dbf
133211,Porites negrosensis,NT,FALSE,CORALS_PART_2.dbf
133212,Oculina diffusa,LC,FALSE,CORALS_PART_2_1.dbf
133212,Oculina diffusa,LC,FALSE,CORALS_PART_2.dbf
133213,Lithophyllon undulatum,NT,FALSE,CORALS_PART_2_1.dbf
133213,Lithophyllon undulatum,NT,FALSE,CORALS_PART_2.dbf
133215,Fungia tenuis,LC,FALSE,CORALS_PART_2_1.dbf
133215,Fungia tenuis,LC,FALSE,CORALS_PART_2.dbf
133216,Porites lobata,NT,FALSE,CORALS_PART_2_1.dbf
133216,Porites lobata,NT,FALSE,CORALS_PART_2.dbf
133217,Meandrina danae,LC,FALSE,CORALS_PART_2_1.dbf
133217,Meandrina danae,LC,FALSE,CORALS_PART_2.dbf
133218,Pachyseris foliosa,LC,FALSE,CORALS_PART_1.dbf
133219,Nemenzophyllia turbida,VU,FALSE,CORALS_PART_2_1.dbf
133219,Nemenzophyllia turbida,VU,FALSE,CORALS_PART_2.dbf
133220,Montipora caliculata,VU,FALSE,CORALS_PART_1.dbf
133222,Pocillopora damicornis,LC,FALSE,CORALS_PART_2_1.dbf
133222,Pocillopora damicornis,LC,FALSE,CORALS_PART_2.dbf
133223,Acropora donei,VU,FALSE,CORALS_PART_1.dbf
133224,Meandrina meandrites,LC,FALSE,CORALS_PART_2_1.dbf
133224,Meandrina meandrites,LC,FALSE,CORALS_PART_2.dbf
133225,Euphyllia divisa,NT,FALSE,CORALS_PART_2_1.dbf
133225,Euphyllia divisa,NT,FALSE,CORALS_PART_2.dbf
133226,Lobophyllia serratus,EN,FALSE,CORALS_PART_2_1.dbf
133226,Lobophyllia serratus,EN,FALSE,CORALS_PART_2.dbf
133227,Astreopora expansa,NT,FALSE,CORALS_PART_1.dbf
133228,Euphyllia paraglabrescens,VU,FALSE,CORALS_PART_2_1.dbf
133228,Euphyllia paraglabrescens,VU,FALSE,CORALS_PART_2.dbf
133229,Montipora flabellata,VU,FALSE,CORALS_PART_1.dbf
133230,Fungia vaughani,LC,FALSE,CORALS_PART_2_1.dbf
133230,Fungia vaughani,LC,FALSE,CORALS_PART_2.dbf
133231,Diploastrea heliopora,NT,FALSE,CORALS_PART_2_1.dbf
133231,Diploastrea heliopora,NT,FALSE,CORALS_PART_2.dbf
133232,Goniopora palmensis,LC,FALSE,CORALS_PART_2_1.dbf
133232,Goniopora palmensis,LC,FALSE,CORALS_PART_2.dbf
133233,Acropora kimbeensis,VU,FALSE,CORALS_PART_1.dbf
133234,Stylophora danae,LC,FALSE,CORALS_PART_2_1.dbf
133234,Stylophora danae,LC,FALSE,CORALS_PART_2.dbf
133235,Turbinaria heronensis,VU,FALSE,CORALS_PART_2_1.dbf
133235,Turbinaria heronensis,VU,FALSE,CORALS_PART_2.dbf
133236,Galaxea paucisepta,NT,FALSE,CORALS_PART_2_1.dbf
133236,Galaxea paucisepta,NT,FALSE,CORALS_PART_2.dbf
133237,Montastraea cavernosa,LC,FALSE,CORALS_PART_2_1.dbf
133237,Montastraea cavernosa,LC,FALSE,CORALS_PART_2.dbf
133238,Montipora hispida,LC,FALSE,CORALS_PART_1.dbf
133239,Acropora nasuta,NT,FALSE,CORALS_PART_1.dbf
133240,Pavona clavus,LC,FALSE,CORALS_PART_1.dbf
133242,Pavona frondifera,LC,FALSE,CORALS_PART_1.dbf
133243,Echinopora pacificus,NT,FALSE,CORALS_PART_2_1.dbf
133243,Echinopora pacificus,NT,FALSE,CORALS_PART_2.dbf
133244,Favites flexuosa,NT,FALSE,CORALS_PART_2_1.dbf
133244,Favites flexuosa,NT,FALSE,CORALS_PART_2.dbf
133245,Montipora spongodes,LC,FALSE,CORALS_PART_1.dbf
133246,Acanthastrea echinata,LC,FALSE,CORALS_PART_2_1.dbf
133246,Acanthastrea echinata,LC,FALSE,CORALS_PART_2.dbf
133247,Acropora pharaonis,VU,FALSE,CORALS_PART_1.dbf
