iucn_sid,sciname_api,category
186044,Priolepis dawsoni,LC
186052,Ptereleotris calliura,LC
186053,Ptereleotris helenae,LC
186054,Pycnomma roosevelti,LC
186056,Sicydium punctatum,LC
186057,Tomicodon leurodiscus,LC
186059,Tomicodon cryptus,LC
186060,Tomicodon lavettsmithi,DD
186061,Tomicodon rupestris,LC
186062,Tomicodon fasciatus,LC
186069,Mauligobius nigri,LC
186078,Bathygobius casamancus,LC
186087,Valamugil buchanani,LC
186088,Oxyurichthys ophthalmonema,LC
186089,Stenogobius gymnopomus,LC
186090,Yongeichthys nebulosus,LC
186512,Lycengraulis grossidens,LC
186910,Platanichthys platana,LC
187874,Stenogobius ophthalmoporus,LC
187903,Stenogobius mekongensis,LC
187905,Pseudobagarius similis,LC
187935,Terapon theraps,LC
187955,Toxotes blythii,DD
187987,Eugnathogobius illotus,LC
188016,Brachygobius xanthozonus,DD
188021,Stigmatogobius sella,LC
188065,Syngnathus schlegeli,LC
188101,Ophiocara porocephala,LC
188113,Ponticola eurycephalus,LC
188114,Ponticola gorlap,LC
188115,Ponticola kessleri,LC
188116,Ponticola syrman,LC
188118,Babka gymnotrachelus,LC
188319,Neopomacentrus aquadulcis,EN
188690,Stenothyra polita,LC
188887,Angustassiminea yoshidayukioi,DD
188906,Uncancylus concentricus,LC
188915,Lymnaea tenera,LC
188919,Melampus sincaporensis,LC
188928,Cassidula crassiuscula,LC
188938,Clithon sowerbyanus,LC
188952,Stenothyra perdives,DD
188980,Ascorhis occidua,LC
188992,Cerithidea ornata,LC
188997,Melampus sulculosus,LC
189043,Angustassiminea castanea,LC
189048,Clithon fuliginosum,DD
189066,Assiminea philippinica,LC
189095,Polymesoda expansa,LC
189103,Iravadia mahimensis,LC
189117,Tryonia porrecta,LC
189121,Ophicardelus sulcatus,LC
189140,Neritina bicanaliculata,LC
189161,Cassidula aurisfelis,LC
189167,Ellobium aurismidae,LC
189168,Salinator sanchezi,DD
189178,Clithon oualaniensis,LC
189201,Laemodonta exaratoides,DD
189212,Neritina zigzag,LC
189217,Melanopsis trifasciata,LC
189225,Corbicula amurensis,DD
189314,Cerithium coralium,LC
189331,Caspia stanislavi,DD
189338,Cyclotropis carinata,LC
189356,Assiminea estuarina,DD
189357,Cerithidea pliculosa,LC
189375,Chamlongia harinasutai,LC
189378,Laemodonta punctigera,LC
189390,Cassidula multiplicata,LC
189403,Ellobium chinense,DD
189405,Chilina patagonica,LC
189416,Clithon faba,LC
189417,Melampus striatus,LC
189424,Melampus coffeus,LC
189425,Morrisonietta acicula,DD
189428,Auriculodes gangetica,DD
189436,Neritina virginea,LC
189453,Clithon chlorostomum,LC
189455,Ascorhis tasmanica,LC
189463,Salinator solida,LC
189470,Pleuroloba quoyi,LC
189480,Laemodonta striata,LC
189483,Toxolasma pullus,VU
189500,Corbicula finitima,DD
189512,Amphibola crenata,LC
189513,Assiminea obtusa,LC
189550,Littoraria undulata,LC
189557,Ellobium aurisjudae,LC
189582,Neritodryas subsulcata,DD
189591,Helicorbis australiensis,LC
189618,Laemodonta bella,LC
189619,Morrisonietta bandonensis,DD
189675,Neritina granosa,VU
189728,Sepia grahami,LC
189729,Sepia ramani,DD
189731,Sepia smithi,LC
189736,Sepia filibrachia,LC
189740,Choneteuthis tongaensis,DD
189793,Cylindrotis quadrasi,LC
189795,Stenothyra ventricosa,LC
189818,Lestidiops jayakari,LC
189819,Strongylura notata,LC
189820,Tylosurus acus,LC
189823,Cyprinodon variegatus,LC
189824,Fundulus heteroclitus,LC
189828,Trachyscorpia cristulata,LC
189829,Chilomycterus spinosus,LC
190064,Chaunax pictus,LC
190065,Cottunculus thomsonii,LC
190066,Foetorepus goodenbeani,LC
190067,Cryptopsaras couesii,LC
190069,Gadella imberbis,LC
190070,Pseudocaranx dentex,LC
190071,Channomuraena vittata,LC
190072,Bembrops macromma,LC
190073,Desmodema polystictum,LC
190075,Eustomias acinosus,DD
190076,Opistognathus signatus,LC
190079,Opistognathus aurifrons,LC
190080,Remora osteochir,LC
190081,Paralichthys squamilentus,LC
190082,Trinectes maculatus,LC
190083,Lutjanus mahogoni,LC
190085,Xenomystax congroides,LC
190086,Pontinus longispinis,LC
190087,Pollichthys mauli,LC
190089,Diceratias pileatus,LC
190090,Trichiurus lepturus,LC
190091,Physiculus fulvus,LC
190092,Anchoviella elongata,LC
190093,Malacocephalus laevis,LC
190095,Evoxymetopon taeniatus,LC
190096,Rhynchoconger guppyi,LC
190097,Bellator brachychir,LC
190099,Lestidium atlanticum,LC
190100,Hygophum benoiti,LC
190101,Sudis hyalina,DD
190102,Bothus lunatus,LC
190103,Melanostomias biseriatus,LC
190104,Anchoa parva,LC
190105,Plectranthias garrupellus,LC
190107,Eumecichthys fiski,LC
190109,Chiasmodon subniger,LC
190111,Fundulus grandis,LC
190116,Luvarus imperialis,LC
190117,Decapterus macarellus,LC
190118,Argyropelecus affinis,LC
190119,Notarius quadriscutis,LC
190121,Hypoplectrus chlorurus,LC
190123,Cheilopogon cyanopterus,LC
190128,Muraena melanotis,LC
190129,Ancylopsetta ommata,LC
190130,Argyripnus atlanticus,LC
190131,Xenophthalmichthys danae,LC
190132,Haemulon plumierii,LC
190133,Cyclothone microdon,LC
190134,Brevoortia tyrannus,LC
190135,Xenocephalus egregius,LC
190136,Ogcocephalus pantostictus,LC
190137,Diretmichthys parini,LC
190138,Rhomboplites aurorubens,VU
190139,Seriola fasciata,LC
190140,Hyperoglyphe bythites,LC
190142,Hoplunnis tenuis,LC
190145,Sternoptyx pseudobscura,LC
190146,Stemonosudis intermedia,LC
190147,Searsia koefoedi,LC
190148,Emmelichthys ruber,LC
190149,Malacosteus niger,LC
190151,Kathetostoma albigutta,LC
190153,Cynoponticus savanna,LC
190154,Bassozetus compressus,LC
190155,Parophidion schmidti,LC
190156,Pristipomoides aquilonaris,LC
190157,Lophodolos acanthognathus,LC
190158,Stemonosudis siliquiventer,LC
190160,Ophichthus ophis,LC
190161,Synagrops trispinosus,LC
190163,Exocoetus obtusirostris,LC
190164,Decapterus tabl,LC
190166,Ariosoma anale,LC
190168,Mugil curema,LC
190169,Asquamiceps caeruleus,LC
190170,Lutjanus buccanella,DD
190173,Hypoplectrus aberrans,LC
190176,Bonapartia pedaliota,LC
190178,Centropristis fuscula,LC
190180,Gigantura indica,LC
190183,Histrio histrio,LC
190185,Brevoortia smithi,LC
190190,Rachycentron canadum,LC
190191,Caulolatilus microps,DD
190195,Strongylura timucu,LC
190197,Diaphus mollis,LC
190198,Talismania antillarum,LC
190199,Bellator ribeiroi,LC
190200,Ogcocephalus corniger,LC
190201,Acanthonus armatus,LC
190203,Chauliodus danae,LC
190204,Ogilbia jeffwilliamsi,LC
190205,Emmelichthyops atlanticus,LC
190206,Haemulon album,DD
190207,Lophotus lacepede,LC
190208,Symphurus piger,LC
190211,Scomberesox saurus,LC
190213,Ophidion marginatum,LC
190214,Nemichthys scolopaceus,LC
190217,Platytroctes apus,LC
190218,Serranus atrobranchus,LC
190219,Syacium gunteri,LC
190220,Pseudomyrophis fugesae,LC
190221,Lutjanus jocu,DD
190222,Anchoa mitchilli,LC
190223,Manducus maderensis,DD
190226,Diplectrum radiale,LC
190227,Symphurus tessellatus,LC
190228,Bagre bagre,LC
190229,Astronesthes leucopogon,LC
190230,Symphurus oculellus,LC
190231,Robinsia catherinae,LC
190232,Taaningichthys bathyphilus,LC
190233,Scorpaena agassizii,LC
190237,Squalogadus modificatus,LC
190239,Poromitra crassiceps,LC
190241,Melanorhinus microps,LC
190243,Bathypterois longipes,LC
190244,Lepophidium jeannae,LC
190245,Sciades herzbergii,LC
190247,Orthopristis ruber,LC
190250,Gymnothorax maderensis,LC
190251,Hemanthias leptus,LC
190252,Ariomma melanum,LC
190253,Opistognathus macrognathus,LC
190255,Cookeolus japonicus,LC
190256,Eustomias tetranema,DD
190257,Opsanus beta,LC
190258,Polymetme thaeocoryla,LC
190260,Cetostoma regani,DD
190261,Notolychnus valdiviae,LC
190262,Luciobrotula corethromycter,LC
190263,Lepophidium aporrhox,LC
190264,Rouleina maderensis,LC
190265,Bathytroctes microlepis,LC
190268,Catesbya pseudomuraena,DD
190269,Anchoa colonensis,LC
190274,Trichopsetta ventralis,LC
190275,Trinectes microphthalmus,LC
190276,Cheilopogon melanurus,LC
190278,Dolopichthys longicornis,LC
190279,Pomatomus saltatrix,VU
190281,Parahollardia lineata,LC
190282,Bathytroctes macrolepis,LC
190283,Prionotus rubio,LC
190285,Ichthyococcus ovatus,LC
190286,Bathylagoides argyrogaster,LC
190287,Lepidocybium flavobrunneum,LC
190288,Anchoviella guianensis,LC
190292,Hirundichthys speculiger,LC
190295,Haemulon bonariense,LC
190296,Tetragonurus atlanticus,LC
190297,Serranus baldwini,LC
190298,Photostylus pycnopterus,LC
190300,Cyclothone alba,LC
190302,Photostomias guernei,LC
190307,Neobythites marginatus,LC
190308,Ophichthus spinicauda,LC
190309,Etelis oculatus,DD
190310,Chiasmodon niger,LC
190311,Nannobrachium lineatum,LC
190313,Maurolicus weitzmani,LC
190314,Diaphus dumerilii,DD
190315,Serrivomer beanii,LC
190316,Scopelarchus analis,LC
190317,Bolinichthys photothorax,LC
190318,Gymnothorax polygonius,LC
190320,Opsanus phobetron,LC
190321,Diaphus garmani,LC
190323,Thalassophryne nattereri,LC
190324,Chauliodus sloani,LC
190325,Diplectrum bivittatum,LC
190327,Centropomus parallelus,LC
190329,Cyprinodon artifrons,LC
190330,Pterycombus brama,LC
190331,Gyrinomimus myersi,DD
190332,Canthidermis sufflamen,LC
190333,Aluterus heudelotii,LC
190334,Bathytyphlops sewelli,LC
190336,Scorpaena calcarata,LC
190339,Serranus subligarius,LC
190340,Hemicaranx amblyrhynchus,LC
190341,Acanthochaenus luetkenii,LC
190342,Neoconger mucronatus,LC
190344,Ogilbia cayorum,LC
190345,Ancylopsetta dilecta,LC
190346,Zu cristatus,LC
190347,Zenopsis conchifer,LC
190348,Astroscopus y-graecum,LC
190349,Cetomimus gillii,DD
190350,Avocettina infans,LC
190351,Gymnothorax nigromarginatus,LC
190353,Aristostomias tittmanni,LC
190354,Idiastion kyphos,LC
190355,Ogilbia suarezae,LC
190356,Aldrovandia affinis,LC
190358,Paralichthys albigutta,LC
190359,Borostomias mononema,LC
190360,Astronesthes macropogon,LC
190361,Astronesthes niger,LC
190362,Sphyraena guachancho,LC
190365,Paralabrax dewegeri,LC
190369,Lampanyctus nobilis,LC
190372,Pristipomoides macrophthalmus,LC
190373,Astronesthes atlanticus,LC
190375,Hoplunnis macrura,LC
190376,Photonectes phyllopogon,LC
190377,Xanthichthys ringens,LC
190378,Regalecus glesne,LC
190379,Ophichthus hyposagmatus,LC
190383,Cetengraulis edentulus,LC
190384,Cubiceps caeruleus,LC
190385,Antimora rostrata,LC
190387,Neobythites gilli,LC
190388,Selar crumenophthalmus,LC
190389,Scopelosaurus lepidus,LC
190390,Bolinichthys indicus,LC
190391,Cheilopogon furcatus,LC
190392,Letharchus velifer,LC
190393,Echeneis naucrates,LC
190394,Taractichthys longipinnis,LC
190397,Pristigenys alta,LC
190398,Scorpaena isthmensis,LC
190400,Uroconger syringinus,LC
190401,Ophidion nocomis,LC
190402,Spiniphryne gladisfenae,LC
190403,Polyacanthonotus challengeri,LC
190404,Diaphus anderseni,LC
190405,Ichthyapus ophioneus,LC
190407,Trachinotus falcatus,LC
190408,Microdesmus luscus,DD
190409,Mugil liza,DD
190412,Trachinotus cayennensis,LC
190414,Ditropichthys storeri,DD
190416,Eustomias furcifer,LC
190419,Bajacalifornia arcylepis,DD
190420,Corniger spinosus,LC
190422,Mola mola,VU
190425,Lobianchia gemellarii,LC
190426,Polydactylus virginicus,LC
190428,Opistognathus gilberti,LC
190429,Mulloidichthys martinicus,LC
190430,Callechelys bilinearis,LC
190431,Nettastoma melanurum,LC
190432,Ruvettus pretiosus,LC
190433,Pseudoscopelus scriptus,LC
190434,Eustomias melanostigma,LC
190436,Prionotus martis,LC
190438,Opsanus dichrostomus,LC
190440,Myrichthys ocellatus,LC
190441,Fowlerichthys ocellatus,LC
190443,Fundulus confluentus,LC
190444,Canthidermis maculata,LC
190447,Caulophryne jordani,LC
190448,Citharichthys valdezi,LC
190451,Oligoplites saliens,LC
190452,Naucrates ductor,LC
190453,Myctophum punctatum,LC
190456,Ariopsis felis,LC
190458,Caranx hippos,LC
190459,Antennarius multiocellatus,LC
190460,Lycengraulis batesii,LC
190461,Phtheirichthys lineatus,LC
190462,Symphurus plagiusa,LC
190465,Eustomias polyaster,DD
190466,Symbolophorus veranyi,LC
190468,Pterois volitans,LC
190469,Echiodon dawsoni,LC
190470,Malacanthus plumieri,LC
190471,Gonostoma denudatum,LC
190476,Fundulus luciae,LC
190477,Symbolophorus rufinus,LC
190478,Harengula jaguana,LC
190480,Scopelarchus michaelsarsi,LC
190481,Haemulon aurolineatum,LC
190484,Synodus intermedius,LC
190485,Melanolagus bericoides,LC
190488,Bolinichthys supralateralis,LC
190489,Polyacanthonotus merretti,LC
190538,Pseudalsophis dorsalis,LC
190572,Cubophis cantherigerus,LC
190730,Nicholsina usta,LC
190915,Brachioteuthis linkovskyi,DD
190917,Slosarczykovia circumantarctica,LC
190918,Asperoteuthis nesisi,DD
190919,Planctoteuthis exopthalmica,DD
190920,Planctoteuthis lippula,DD
190921,Leachia dislocata,DD
190922,Leachia lemur,DD
190923,Megalocranchia fisheri,DD
190925,Pholidoteuthis massyae,LC
190927,Narrowteuthis nesisi,DD
190928,Onychoteuthis aequimanus,DD
190929,Onychoteuthis lacrima,DD
190930,Onychoteuthis prolata,DD
190931,Onychoteuthis bergii,DD
190933,Onykia aequatorialis,DD
190934,Kondakovia nigmatullini,DD
190935,Notonykia nesisi,DD
190936,Chtenopteryx canariensis,DD
190949,Opisthoteuthis dongshaensis,DD
190950,Pterygioteuthis hoylei,DD
190951,Rossia pacifica,DD
190957,Lophogobius cyprinoides,LC
190958,Gobiosoma robustum,LC
190959,Bathygobius mystacium,LC
190960,Ctenogobius stigmaticus,LC
190963,Lythrypnus crocodilus,LC
190967,Akko dionaea,DD
190973,Apogon planifrons,LC
190974,Phaeoptyx xenus,LC
191027,Lepisosteus osseus,LC
191108,Anguilla rostrata,EN
191110,Ophichthus gomesii,LC
191191,Menidia beryllina,LC
191192,Menidia colei,EN
191196,Chriodorus atherinoides,LC
191197,Hyporhamphus meeki,LC
191206,Alosa sapidissima,LC
191207,Brevoortia gunteri,LC
191208,Brevoortia patronus,LC
191210,Dorosoma cepedianum,LC
191214,Anchoa lyolepis,LC
191308,Floridichthys carpio,LC
191309,Floridichthys polyommus,LC
191311,Fundulus grandissimus,VU
191314,Fundulus similis,LC
191368,Lucania parva,LC
191608,Juniperus rigida ssp. conferta,LC
191747,Poecilia formosa,LC
191748,Poecilia latipinna,LC
191829,Caranx latus,LC
191831,Centropomus ensiferus,LC
191832,Centropomus mexicanus,LC
191833,Centropomus pectinatus,LC
191834,Centropomus poeyi,DD
191835,Centropomus undecimalis,LC
192929,Cymatogaster aggregata,LC
192930,Diapterus rhombeus,LC
192932,Eucinostomus harengulus,LC
192934,Ctenogobius shufeldti,LC
192937,Orthopristis chrysoptera,LC
192939,Pomadasys crocro,DD
192941,Lutjanus griseus,LC
192942,Morone saxatilis,LC
192943,Agonostomus monticola,LC
192945,Mugil trichodon,LC
192948,Awaous guamensis,LC
192982,Mahidolia mystacina,LC
192987,Eviota bifasciata,LC
192996,Bryaninops loki,LC
192997,Eviota pellucida,LC
192998,Bryaninops erythrops,LC
193000,Asterropteryx ensifera,LC
193002,Ctenogobiops aurocingulus,LC
193003,Cryptocentrus caeruleomaculatus,LC
193016,Trimma randalli,LC
193018,Oxyurichthys takagi,LC
193022,Trimma hoesei,LC
193024,Valenciennea helsdingenii,LC
193025,Eviota queenslandica,LC
193027,Eviota cometa,LC
193031,Palutrus scapulopunctatus,LC
193035,Eviota punctulata,LC
193037,Gobiopsis exigua,LC
193039,Pleurosicya plicata,LC
193040,Trimma stobbsi,LC
193041,Trimmatom nanus,LC
193057,Stenogobius fehlmanni,LC
193059,Trimma macrophthalmum,LC
193062,Fusigobius pallidus,LC
193066,Trimma anaima,LC
193067,Priolepis nocturna,LC
193068,Valenciennea puellaris,LC
193073,Exyrias belissimus,LC
193074,Gobiopsis quinquecincta,LC
193075,Vanderhorstia ambanoro,LC
193076,Eviota zebrina,LC
193078,Eviota sigillata,LC
193082,Amblygobius sphynx,LC
193087,Pleurosicya australis,LC
193091,Bryaninops ridens,LC
193092,Exyrias puntang,LC
193093,Bryaninops yongei,LC
193107,Eviota infulata,LC
193108,Eviota afelei,LC
193109,Trimma emeryi,LC
193114,Ctenogobiops maculosus,LC
193123,Eviota zonura,LC
193127,Sueviota lachneri,LC
193128,Fusigobius maximus,LC
193130,Eviota smaragdus,LC
193131,Eviota fasciola,LC
193139,Eviota distigma,LC
193143,Oxyurichthys lonchotus,LC
193145,Trimma milta,LC
193148,Trimma tevegae,LC
193151,Trimma benjamini,LC
193152,Eviota lachdeberei,LC
193156,Priolepis kappa,LC
193159,Eviota prasites,LC
193160,Fusigobius duospilus,LC
193162,Priolepis semidoliata,LC
193163,Pleurosicya bilobata,LC
193167,Fusigobius neophytus,LC
193174,Trimma striatum,LC
193175,Eviota saipanensis,LC
193196,Trimma annosum,LC
193200,Priolepis inhaca,LC
193203,Valenciennea parva,LC
193204,Trimma taylori,LC
193205,Palutrus reticularis,LC
193206,Cryptocentrus strigilliceps,LC
193209,Vanderhorstia ornatissima,LC
193213,Istigobius ornatus,LC
193215,Eviota disrupta,LC
193216,Trimma cana,LC
193221,Cabillus tongarevae,LC
193223,Feia nympha,LC
193226,Discordipinna griessingeri,LC
193227,Asterropteryx spinosa,LC
193228,Eviota monostigma,LC
193229,Macrodontogobius wilburi,LC
193230,Fusigobius humeralis,LC
193235,Eviota latifasciata,LC
193237,Eviota melasma,LC
193238,Amblyeleotris wheeleri,LC
193241,Trimma nomurai,LC
193242,Kelloggella quindecimfasciata,LC
193244,Ctenogobiops feroculus,LC
193245,Eviota nebulosa,LC
193246,Eviota sparsa,LC
193247,Priolepis compita,LC
193248,Cryptocentrus maudae,LC
193251,Bryaninops tigris,LC
193256,Istigobius spence,LC
193264,Bairdiella chrysoura,LC
193265,Bairdiella ronchus,LC
193266,Cynoscion nebulosus,LC
193267,Leiostomus xanthurus,LC
193268,Micropogonias undulatus,LC
193269,Pogonias cromis,LC
193270,Sciaenops ocellatus,LC
193271,Stellifer lanceolatus,LC
193272,Rypticus saponaceus,LC
193273,Achirus lineatus,LC
193274,Trinectes paulistanus,LC
193318,Apogon hyalosoma,LC
193467,Asterropteryx senoui,LC
193471,Eviota shimadai,LC
193472,Eviota winterbottomi,LC
193606,Diodon eydouxii,LC
193609,Melichthys niger,LC
193615,Ranzania laevis,LC
193634,Masturus lanceolatus,LC
193644,Chilomycterus antennatus,LC
193647,Acanthostracion quadricornis,LC
193668,Diodon hystrix,LC
193700,Balistes punctatus,VU
193736,Balistes capriscus,VU
193752,Chilomycterus reticulatus,LC
193767,Acanthostracion guineensis,LC
193768,Acanthostracion notacanthus,DD
193815,Chilomycterus antillarum,LC
193816,Lactophrys trigonus,LC
193817,Diodon holocanthus,LC
193825,Chilomycterus spinosus ssp. mauretanicus,LC
193826,Chilomycterus spinosus ssp. spinosus,LC
194289,Aphareus furca,LC
194331,Pristipomoides filamentosus,LC
194332,Lutjanus agennes,DD
194334,Lutjanus russellii,LC
194335,Lutjanus lutjanus,LC
194336,Lipocheilus carnolabrum,LC
194337,Lutjanus kasmira,LC
194339,Paracaesio sordida,LC
194342,Lutjanus boutton,LC
194343,Lutjanus sebae,LC
194344,Lutjanus synagris,NT
194345,Lutjanus goreensis,DD
194347,Symphorus nematophorus,LC
194349,Paracaesio xanthura,LC
194350,Etelis radiosus,LC
194351,Pristipomoides auricilla,LC
194353,Paracaesio gonzalesi,LC
194354,Lutjanus mizenkoi,LC
194356,Lutjanus rivulatus,LC
194359,Lutjanus quinquelineatus,LC
194360,Aphareus rutilans,LC
194361,Parapristipomoides squamimaxillaris,LC
194363,Lutjanus bohar,LC
194364,Apsilus fuscus,LC
194365,Lutjanus campechanus,VU
194366,Pristipomoides sieboldii,LC
194368,Pristipomoides argyrogrammicus,LC
194370,Lutjanus fulviflamma,LC
194371,Pristipomoides zonatus,LC
194373,Pinjalo lewisi,LC
194374,Lutjanus vitta,LC
194376,Lutjanus monostigma,LC
194377,Lutjanus fulvus,LC
194379,Aprion virescens,LC
194380,Paracaesio stonei,LC
194382,Etelis coruscans,LC
194383,Pristipomoides typus,LC
194385,Lutjanus gibbus,LC
194387,Pristipomoides multidens,LC
194388,Lutjanus endecacanthus,DD
194389,Lutjanus fulgens,LC
194391,Paracaesio kusakarii,LC
194393,Lutjanus biguttatus,LC
194394,Lutjanus dentatus,DD
194398,Lutjanus semicinctus,LC
194399,Lutjanus adetii,LC
194400,Randallichthys filamentosus,LC
194401,Pristipomoides flavipinnis,LC
194402,Symphorichthys spilurus,LC
194405,Paracaesio paragrapsimodon,DD
194406,Lutjanus vivanus,LC
194407,Lutjanus ehrenbergii,LC
194408,Anisotremus surinamensis,DD
194409,Anisotremus virginicus,LC
194413,Brachydeuterus auritus,NT
194414,Conodon nobilis,LC
194415,Haemulon boschmae,LC
194416,Haemulon carbonarium,LC
194417,Haemulon chrysargyreum,LC
194418,Haemulon flavolineatum,LC
194419,Haemulon macrostomum,LC
194420,Haemulon melanurum,LC
194421,Haemulon parra,LC
194422,Haemulon sciurus,LC
194425,Parakuhlia macrophthalmus,DD
194427,Parapristipoma humile,LC
194428,Parapristipoma octolineatum,LC
194432,Plectorhinchus macrolepis,LC
194433,Plectorhinchus mediterraneus,DD
194436,Haemulopsis corvinaeformis,LC
194437,Pomadasys jubelini,LC
194440,Pomadasys perotaei,LC
194441,Pomadasys rogerii,LC
194812,Lepadogaster lepadogaster,LC
194814,Panturichthys fowleri,DD
194815,Ophichthus rufus,LC
